year, NorESM2-LM, CanESM5, MIROC-ES2L, MPI-ESM1-2-LR, ACCESS-ESM1-5, EC-Earth3-Veg, GFDL-ESM4, CESM2-WACCM, CNRM-ESM2-1, CMCC-CM2-SR5, IPSL-CM6A-LR, UKESM1-0-LL, TaiESM1, NorESM2-MM
2.084000000000000000e+03, 5.147598109911753816e+00, 6.683029399320619568e+00, 8.322075143637770012e+00, 7.556982601316569514e+00, 4.001539702908649687e+00, 5.513260887251552056e+00, 8.195892604909523982e+00, 6.458421219390902301e+00, 8.754741969911229660e+00, 6.938083093344860508e+00, 4.885531213290777330e+00, 8.737193007616657070e+00, 2.633336755588291389e+00, 5.624410994672176756e+00
2.085000000000000000e+03, 5.226727728400518025e+00, 6.620114076900576627e+00, 8.387775189819389965e+00, 7.967416761320070151e+00, 4.024966691032602739e+00, 5.084243436030132735e+00, 8.248769033845574583e+00, 6.487591005383395171e+00, 8.667427058892995362e+00, 6.858859894524608869e+00, 4.927241955578564259e+00, 8.529931604669021894e+00, 2.570514444181108082e+00, 5.797372382117164769e+00
2.086000000000000000e+03, 5.156465396485747199e+00, 6.629900448398772461e+00, 8.494674868417041225e+00, 7.770688149686728607e+00, 3.984650278418635505e+00, 5.620840633432509392e+00, 8.205403850628622209e+00, 6.363980086231052269e+00, 8.607765983100458485e+00, 6.927843681408667464e+00, 4.979021464161830224e+00, 8.562541806478236595e+00, 2.616913197852180240e+00, 5.851440856361943332e+00
2.087000000000000000e+03, 5.318233631511787074e+00, 6.835257673415245705e+00, 8.374292556839536772e+00, 7.982648665455714720e+00, 4.037872828786468915e+00, 5.971697788748268287e+00, 8.246182269274124010e+00, 6.546278819383907432e+00, 9.059182340949801571e+00, 6.697779639841279220e+00, 4.970375393390640717e+00, 8.476387069974759214e+00, 2.562301899241643977e+00, 5.657848805886557031e+00
2.088000000000000000e+03, 5.657256196626138767e+00, 6.822782553390285720e+00, 8.597722303944372868e+00, 7.688226308614198423e+00, 4.026640968407169119e+00, 5.867805373260735813e+00, 8.378522553070288481e+00, 6.640510269517483799e+00, 8.554737207670045862e+00, 6.788176905986619936e+00, 4.993008342666537480e+00, 8.652771804222988195e+00, 2.592574357898024928e+00, 5.943178907069293082e+00
2.089000000000000000e+03, 5.641420520697611352e+00, 6.864817091956733286e+00, 8.966348576189261621e+00, 7.804602082259172846e+00, 4.031226647021456166e+00, 5.678836913463850777e+00, 8.528087442908146798e+00, 6.550208517804908759e+00, 8.871673236922122285e+00, 7.074956920141914907e+00, 5.075016606880884851e+00, 8.718469546721719254e+00, 2.647098025781757347e+00, 6.127854478527454241e+00
2.090000000000000000e+03, 5.397827808179040510e+00, 6.889426801911123555e+00, 8.732310440620342007e+00, 8.009699638360498142e+00, 4.012498472777937586e+00, 4.787490456216283441e+00, 8.351370661337503165e+00, 6.770473324368539103e+00, 8.788500080856469054e+00, 6.872990611027106844e+00, 5.130077216950256869e+00, 8.810943201708802519e+00, 2.618543568501675356e+00, 6.023951012600898380e+00
2.091000000000000000e+03, 5.455125484929335578e+00, 6.982590861963678286e+00, 8.696755592476073105e+00, 8.161284014900278549e+00, 4.060637454916308009e+00, 5.295486813294825623e+00, 8.349925327776357875e+00, 6.727165674205685342e+00, 8.963361670311083884e+00, 7.069539392858219529e+00, 5.194545152373670760e+00, 8.882336906927683629e+00, 2.634943948020390891e+00, 5.832364599913128167e+00
2.092000000000000000e+03, 5.394818076339952917e+00, 6.945369038396032479e+00, 8.549137020304852896e+00, 8.270883262280806392e+00, 4.118328293698413134e+00, 5.853847593994434106e+00, 8.476330046963509446e+00, 6.917931091265677956e+00, 9.257689824611864182e+00, 6.790957328291622908e+00, 5.130815565523159094e+00, 8.749554494787654235e+00, 2.571030451829913854e+00, 5.937594378794264216e+00
2.093000000000000000e+03, 5.298086891366542872e+00, 7.071824025858357565e+00, 8.948139129981855788e+00, 7.779164080139979731e+00, 4.114714553842402367e+00, 6.121011090290179091e+00, 8.743598789902264912e+00, 6.699669889908694387e+00, 9.410977012972885802e+00, 6.902817989654823627e+00, 5.215870431193687651e+00, 9.083324260579656695e+00, 2.570169521617772457e+00, 6.348833692455887245e+00
2.094000000000000000e+03, 5.579146049765771664e+00, 7.180565677991868512e+00, 8.789868106775410084e+00, 7.988111144617675130e+00, 4.150326707753578148e+00, 5.700976596360662008e+00, 8.565820866236890652e+00, 6.791169938144952845e+00, 9.307900637834611857e+00, 7.081681117146285231e+00, 5.210048035515421283e+00, 9.243863395225647039e+00, 2.735151650877430729e+00, 6.225119194610555517e+00
2.095000000000000000e+03, 5.432198084003397653e+00, 7.051323661286744482e+00, 8.847056842362949425e+00, 7.909063743605631025e+00, 4.171429524299958835e+00, 5.597832940622849307e+00, 8.632980168235210527e+00, 6.756309884618949546e+00, 9.360143366251238106e+00, 6.902251490471147832e+00, 5.202967242570542439e+00, 9.065115150518925802e+00, 2.708518325963811701e+00, 6.333844520631910058e+00
2.096000000000000000e+03, 5.323021843813268816e+00, 7.231799043890271506e+00, 9.016139517693490646e+00, 8.244193409511591852e+00, 4.215556683634017254e+00, 5.936665252054194042e+00, 8.735789532571573091e+00, 6.736759285878052061e+00, 9.619425365712572784e+00, 6.925200378130395684e+00, 5.300298228934271272e+00, 9.248165933789033843e+00, 2.652479306484952115e+00, 6.096240451033556162e+00
2.097000000000000000e+03, 5.584516269288496204e+00, 7.215284283154243639e+00, 9.139227604874843536e+00, 8.381815008813921608e+00, 4.148891272163006683e+00, 5.978149482457442154e+00, 8.798918467328586956e+00, 7.142046261326350454e+00, 9.523126839304195457e+00, 7.288457381197646079e+00, 5.276154682018344033e+00, 9.511605290159669934e+00, 2.787383227502730154e+00, 6.359303900702709456e+00
2.098000000000000000e+03, 5.704647585019616329e+00, 7.422424631583793619e+00, 8.949959392203902908e+00, 8.062123988609000591e+00, 4.146864874065586015e+00, 5.699539328706733521e+00, 8.506184844410904944e+00, 6.862241603203643514e+00, 9.475969857507905658e+00, 7.158386656031446194e+00, 5.313709954549810099e+00, 9.472006177745214472e+00, 2.762884894127267454e+00, 6.123273408347522206e+00
2.099000000000000000e+03, 5.767206006122708395e+00, 7.490586957156715187e+00, 8.941210781027965737e+00, 8.353280482611065594e+00, 4.205803050038942281e+00, 5.996669360639772073e+00, 8.834893221216800541e+00, 6.966905127470134573e+00, 9.135174965293062499e+00, 7.141738541780225269e+00, 5.205043139023963761e+00, 9.288326651775790310e+00, 2.739837277818921280e+00, 6.420575347500364849e+00
2.100000000000000000e+03, 5.911625298616577595e+00, 7.596801110430697612e+00, 8.923918769979094279e+00, 7.991460570848627931e+00, 4.221477729918569288e+00, 5.607766640463228924e+00, 8.911450808859060047e+00, 7.143344195389184748e+00, 9.441269724230089366e+00, 7.340132484935853796e+00, 5.254640075487555961e+00, 9.414482162148560818e+00, 2.750544006954226628e+00, 6.478334773466413843e+00
