year, CNRM-ESM2-1, CMCC-CM2-SR5, TaiESM1, CESM2-WACCM, ACCESS-ESM1-5, MPI-ESM1-2-LR, UKESM1-0-LL, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4, IPSL-CM6A-LR, INM-CM5-0, MIROC-ES2L, CanESM5, NorESM2-MM, INM-CM4-8
2.072000000000000000e+03, 1.978057589191068555e+00, 1.857828095583540229e+00, 1.655878037508845546e+00, 1.768626872403673111e+00, 2.192376303177304031e+00, 2.020366770788596167e+00, 1.993090004991771025e+00, 1.861458108860688743e+00, 1.651133627110474178e+00, 1.964125780238846986e+00, 1.986285121179036661e+00, 1.958754400794561867e+00, 1.973338444835949002e+00, 1.915074679908508548e+00, 1.628127613747680336e+00, 1.972846987887560744e+00
2.073000000000000000e+03, 1.907102736998843362e+00, 1.898483764974371546e+00, 1.685279895988274435e+00, 1.811738789987300313e+00, 2.151331081620858843e+00, 2.017708217799548898e+00, 1.908196464060823772e+00, 1.955011923751563740e+00, 1.703394249848516173e+00, 1.975148823974961942e+00, 2.090829399469717131e+00, 1.934813361667989673e+00, 2.062827507615498934e+00, 1.980810020298901408e+00, 1.716850575058743278e+00, 1.904342300353574435e+00
2.074000000000000000e+03, 2.031626734917397759e+00, 1.849941883396108544e+00, 1.776483559189513617e+00, 1.867723371156568390e+00, 2.154622027567786091e+00, 1.936236205082567441e+00, 1.965032214096728458e+00, 1.903845462443459757e+00, 1.694275890293506892e+00, 1.960690219335509132e+00, 2.093069280248680109e+00, 1.964695610686335359e+00, 2.101013630382755792e+00, 2.104148289323180432e+00, 1.679715199283330573e+00, 1.933613012968946387e+00
2.075000000000000000e+03, 2.061363559014967706e+00, 1.835037769981385569e+00, 1.638561959462466300e+00, 1.751397296312138696e+00, 2.159430743849302559e+00, 2.031053456269775737e+00, 2.003189151137620971e+00, 1.867824274464597867e+00, 1.653121828640490509e+00, 1.992128634960628419e+00, 1.982641407940769929e+00, 1.923730745173801715e+00, 1.903896102409250446e+00, 2.108781197388077899e+00, 1.577383857635766828e+00, 1.870633689649005893e+00
2.076000000000000000e+03, 1.968804953106704891e+00, 1.935659008948506621e+00, 1.631169360492448206e+00, 1.832588862569602073e+00, 2.242497341644152264e+00, 2.064541335754519036e+00, 1.975312847396850202e+00, 1.942226221159448762e+00, 1.689179124451455127e+00, 1.983065846195763537e+00, 2.106892200837439777e+00, 2.050817130266858523e+00, 2.059067075097521737e+00, 2.084337837912934255e+00, 1.590298406700150435e+00, 1.989780279238995364e+00
2.077000000000000000e+03, 1.988948749828845175e+00, 1.972041467861551656e+00, 1.677793619080630405e+00, 1.758754745854446799e+00, 2.116387655625461495e+00, 2.059340665942360094e+00, 1.961045794756959282e+00, 1.892925672451976737e+00, 1.760781152842448627e+00, 1.926491450679184148e+00, 2.095598284637549824e+00, 2.005906462950832747e+00, 2.059027662944453496e+00, 2.110656943647007733e+00, 1.693602855023990994e+00, 2.012583369307321401e+00
2.078000000000000000e+03, 1.969257502363276346e+00, 1.942044355705677905e+00, 1.751044719924203408e+00, 1.751438763239973939e+00, 2.127871744992979153e+00, 2.090079933335610818e+00, 1.960247492367500621e+00, 1.950516682747831965e+00, 1.718274279036353658e+00, 1.939826919557541274e+00, 2.058325679124294094e+00, 1.966105988935066495e+00, 2.029208981578492388e+00, 2.076903626432560657e+00, 1.666887919796196327e+00, 1.955495561708245900e+00
2.079000000000000000e+03, 2.018058808522549707e+00, 1.841732430931984688e+00, 1.722012008890530854e+00, 1.773131202016218433e+00, 2.292852086511260712e+00, 2.042060560417120474e+00, 1.921550548005974690e+00, 1.919892908673238141e+00, 1.741681196325120640e+00, 2.007118120155352958e+00, 2.014008707829995526e+00, 1.966157186291616066e+00, 2.040875155033091470e+00, 2.112119659795372417e+00, 1.637619158114307583e+00, 2.024570882755900136e+00
2.080000000000000000e+03, 2.093379204077574496e+00, 1.892676573467827250e+00, 1.713634389236458944e+00, 1.839813378645525521e+00, 2.122516989392498221e+00, 2.000377253631738128e+00, 1.960311179381199587e+00, 1.972509320012002298e+00, 1.726148086921193814e+00, 1.925176536458997223e+00, 2.089074412038935957e+00, 2.042193272216412225e+00, 1.950017754270497727e+00, 2.000413252630437899e+00, 1.684589389648617930e+00, 1.969339374707266055e+00
2.081000000000000000e+03, 2.002470904691479259e+00, 1.930583058720283018e+00, 1.758230911655839446e+00, 1.786968493535364244e+00, 2.200280834364454652e+00, 2.036170457578342585e+00, 2.025306813904204972e+00, 1.939487904233003324e+00, 1.729988307245877266e+00, 1.970353972750630067e+00, 2.113684133699891721e+00, 2.017540807823060778e+00, 2.085412640176564469e+00, 2.087303314355980710e+00, 1.713009594803716729e+00, 1.949935721850566184e+00
2.082000000000000000e+03, 2.146842519373262537e+00, 2.015055742476161704e+00, 1.679485901467449249e+00, 1.821984069126225680e+00, 2.214914806777713796e+00, 1.961789306412499823e+00, 1.941984767658680333e+00, 1.903520463228651094e+00, 1.752787880360631378e+00, 2.004475182218202534e+00, 1.982080529493061904e+00, 2.059160762480122475e+00, 2.015734729468530606e+00, 2.104771799440163349e+00, 1.667914640794429193e+00, 1.949847820853291003e+00
2.083000000000000000e+03, 1.966937780874010944e+00, 1.998358388595895763e+00, 1.683213390904397366e+00, 1.765494561585773781e+00, 2.227263517100536383e+00, 2.075159454674181614e+00, 2.009417129636029031e+00, 1.939257736349839112e+00, 1.728633004550707675e+00, 2.029385290397813790e+00, 2.106312431872526147e+00, 1.972041552081311488e+00, 1.997182460435950047e+00, 2.092201170315064029e+00, 1.705104038557875290e+00, 1.888171733418514409e+00
2.084000000000000000e+03, 2.018108495532082269e+00, 2.022196199466182343e+00, 1.781950799093052540e+00, 1.734797687383124565e+00, 2.234681359039579096e+00, 2.031755489135610215e+00, 2.063104565913499666e+00, 1.991762607103151339e+00, 1.726093722682340292e+00, 1.978824363864501112e+00, 2.042553014778264231e+00, 2.009314437713702883e+00, 2.019113446961869229e+00, 2.199011603690142813e+00, 1.700474565053195164e+00, 1.984653184452331409e+00
2.085000000000000000e+03, 2.023367149619774263e+00, 1.937250381781504549e+00, 1.721462875952864513e+00, 1.684024222507244595e+00, 2.208159311917704315e+00, 2.052327684778580963e+00, 2.055309316013313570e+00, 2.011737345245282249e+00, 1.678822270217729340e+00, 2.030903727145581872e+00, 2.083817957940274912e+00, 1.968388182741370729e+00, 2.091287945219757916e+00, 2.120754008422686354e+00, 1.766038255838142224e+00, 1.955835366416631471e+00
2.086000000000000000e+03, 1.996624379297574858e+00, 1.927802366426658587e+00, 1.761395699386299807e+00, 1.768728825480666123e+00, 2.288087706225805817e+00, 2.017665476878537145e+00, 2.090811359910952127e+00, 2.031553426485000813e+00, 1.720061426607201849e+00, 2.022414036789851544e+00, 2.182583410119649958e+00, 1.977207303219468137e+00, 2.062792671883034057e+00, 2.184953888247123110e+00, 1.798686618667129089e+00, 1.958061952385140136e+00
2.087000000000000000e+03, 2.092708371861449645e+00, 1.890268311487081965e+00, 1.712648403385637286e+00, 1.758640492633271712e+00, 2.244427792347564843e+00, 2.102110465400868211e+00, 2.065591314810687251e+00, 1.959883943626383296e+00, 1.734915037555715855e+00, 1.974625509356512598e+00, 1.997980981592825778e+00, 1.962980302979159930e+00, 2.149522389534081146e+00, 2.149280865557416487e+00, 1.736562442942831463e+00, 2.026058982127738162e+00
2.088000000000000000e+03, 1.994141555211671468e+00, 1.985273482186182825e+00, 1.771342739148626055e+00, 1.774159184347578355e+00, 2.221587236045320601e+00, 2.044288616051348484e+00, 2.007907566278021250e+00, 2.031825727502895251e+00, 1.767398129037334398e+00, 2.008319436179539785e+00, 2.130632276134540870e+00, 2.008593046402946225e+00, 2.144857847296194997e+00, 2.331237457092338872e+00, 1.702352542679026692e+00, 2.026805747419135884e+00
2.089000000000000000e+03, 2.049204191039361245e+00, 2.027327882780751267e+00, 1.843380368474795583e+00, 1.817939662870604156e+00, 2.269900094314887706e+00, 2.021039130049316679e+00, 2.010281568207292757e+00, 1.982497084288642908e+00, 1.742896510284360545e+00, 2.049221014551998454e+00, 2.085067124591098331e+00, 1.998103430703743078e+00, 2.110692774526997439e+00, 2.236603465688087766e+00, 1.746784001756624738e+00, 1.943924337899225696e+00
2.090000000000000000e+03, 2.038979388711557039e+00, 2.016140694395771593e+00, 1.712250005033939537e+00, 1.765535116701473228e+00, 2.331369505523944508e+00, 1.999170044888489262e+00, 2.110995075682382094e+00, 2.041285622941205080e+00, 1.711663155105489942e+00, 2.052654228210175180e+00, 2.152351038405178052e+00, 2.068208743411306560e+00, 2.167479450739912217e+00, 2.197993588449526747e+00, 1.680978273746217555e+00, 1.977632851738299058e+00
2.091000000000000000e+03, 2.122208989478511665e+00, 2.040009144074577563e+00, 1.807031567608549549e+00, 1.772653870543671184e+00, 2.350846430277454768e+00, 2.032406463306537958e+00, 2.132341529364225163e+00, 2.049768550723573668e+00, 1.744138087773478674e+00, 2.014901390990691432e+00, 2.262552631961781469e+00, 2.037874560262610490e+00, 2.089887275858722582e+00, 2.166816464003295195e+00, 1.737900654162993330e+00, 1.990353643528776972e+00
2.092000000000000000e+03, 2.068533740952212874e+00, 1.990777652586170676e+00, 1.652984531991650297e+00, 1.831761685647503413e+00, 2.341385461150422120e+00, 2.175714978336169558e+00, 2.073404066304956217e+00, 1.988254272356695163e+00, 1.747114737122053452e+00, 2.073240416203838254e+00, 2.196271737827956372e+00, 1.970716322753013783e+00, 2.056912190330892898e+00, 2.184273039772279379e+00, 1.663748081489222708e+00, 1.973395206362160037e+00
2.093000000000000000e+03, 2.052555639148574862e+00, 2.030647049135225757e+00, 1.743466758114061488e+00, 1.791889087870405683e+00, 2.266106126503663276e+00, 2.090645981212879256e+00, 2.128468789492016899e+00, 2.029347051589572626e+00, 1.840235051944250078e+00, 2.057816766476366244e+00, 2.234038276034455706e+00, 1.910268719098774826e+00, 2.122487199734968577e+00, 2.296176126578748367e+00, 1.765040902038226278e+00, 2.046901873275618566e+00
2.094000000000000000e+03, 2.117041897901294600e+00, 2.066740924512373123e+00, 1.708309811147064483e+00, 1.751024467148769137e+00, 2.251505391908890097e+00, 2.082877056260623139e+00, 2.117155456420181103e+00, 2.057896701049436228e+00, 1.843158044585267996e+00, 2.098116662536870791e+00, 2.264693737375991223e+00, 1.925705409718373673e+00, 2.126057754106897679e+00, 2.202275342254911283e+00, 1.752572851833756662e+00, 1.994562295336405056e+00
2.095000000000000000e+03, 2.103391613890758904e+00, 1.942558578760621213e+00, 1.730923490245537488e+00, 1.858195554068847510e+00, 2.220054684937296852e+00, 2.068163506273136054e+00, 2.121885592353454530e+00, 2.023999445530753505e+00, 1.773933233620290650e+00, 2.104596417257789565e+00, 2.187448160720470991e+00, 1.930093276641433375e+00, 2.176971418021909965e+00, 2.214455127557837244e+00, 1.733351237218132335e+00, 2.022252617206245606e+00
2.096000000000000000e+03, 2.112224459752921835e+00, 1.963430669108201299e+00, 1.699311774499568717e+00, 1.821631199980036087e+00, 2.284286543943322645e+00, 2.139616370093514242e+00, 2.088197206588352284e+00, 2.099446309685217837e+00, 1.769636154322991262e+00, 2.060313924443363920e+00, 2.240297709107843094e+00, 2.008789494137129150e+00, 2.143570314360584206e+00, 2.182851753723848098e+00, 1.759280183484867033e+00, 1.991426172494175306e+00
2.097000000000000000e+03, 2.098093763087112595e+00, 2.113521158596834759e+00, 1.909676458324574222e+00, 1.873595866113703101e+00, 2.249493623790321362e+00, 2.194984748321505474e+00, 2.199890462262763524e+00, 2.007408169715891866e+00, 1.756898839742177199e+00, 2.027264678717558777e+00, 2.275862384494539370e+00, 2.047023664997913883e+00, 2.105019338624366743e+00, 2.261844840035221793e+00, 1.763146903095567097e+00, 2.011238650395866134e+00
2.098000000000000000e+03, 2.214402771175667528e+00, 2.026961929778306803e+00, 1.791287387767224848e+00, 1.832149809028535525e+00, 2.249557787912549678e+00, 2.160327760361786087e+00, 2.190922132783685417e+00, 2.054505134977511194e+00, 1.756424571373912169e+00, 2.043713454635153859e+00, 2.305278206688747389e+00, 2.062688800820968726e+00, 2.130553991883615161e+00, 2.259940548733567312e+00, 1.630012568804982465e+00, 2.012333190115131565e+00
2.099000000000000000e+03, 2.028684419958735496e+00, 2.040649209008982723e+00, 1.751261720791703169e+00, 1.894616417761683547e+00, 2.280720090891121377e+00, 2.192829922915846996e+00, 2.141862850153541054e+00, 2.026505363647236102e+00, 1.765470813721699672e+00, 2.021228664243376549e+00, 2.262984264006791868e+00, 2.006627195727944901e+00, 2.198866468093232829e+00, 2.181591130749712448e+00, 1.736114070775821805e+00, 2.085042398968203425e+00
2.100000000000000000e+03, 2.158801922598385659e+00, 2.122477255598989476e+00, 1.837178633726255672e+00, 1.857000761403473588e+00, 2.294977583391901721e+00, 2.154952931563445695e+00, 2.166907798205783386e+00, 2.071815797396028280e+00, 1.782739055975812947e+00, 2.010795530340026449e+00, 2.182217662816417825e+00, 2.054359983884797902e+00, 2.127884198055757015e+00, 2.327547469461718421e+00, 1.741790056609078707e+00, 1.965612696594385200e+00
