year, IPSL-CM6A-LR, ACCESS-ESM1-5, MPI-ESM1-2-LR, UKESM1-0-LL, CNRM-ESM2-1, MIROC-ES2L, CESM2-WACCM, CMCC-ESM2
1.964000000000000000e+03, 9.417113111101227991e-10, 1.233311168309897277e-10, 6.378046953328210178e-10, 8.606972928574235613e-13, 9.785875525056393909e-11, 6.947015875939283017e-10, 5.257141633861125995e-10, 2.189836114216716023e-10
1.965000000000000000e+03, 9.016526287134223154e-10, 1.239155514495588537e-10, 6.345956999896928487e-10, 7.398655250178065959e-13, 9.314466673864375543e-11, 6.985690204043473651e-10, 5.352515921999883110e-10, 2.222360567696222297e-10
1.966000000000000000e+03, 9.675852729106978087e-10, 1.246348525833514425e-10, 6.455492601553847623e-10, 6.424922698227802691e-13, 8.835304975639346162e-11, 7.026266147689963710e-10, 5.429019174084596108e-10, 2.252765171734766756e-10
1.967000000000000000e+03, 8.849972108172210728e-10, 1.251313803421928389e-10, 6.466716795611557034e-10, 6.709237446181423835e-13, 8.359410059044836548e-11, 7.073579089027583811e-10, 5.478281419267491600e-10, 2.280222285450282441e-10
1.968000000000000000e+03, 9.054279930121981412e-10, 1.275322959881526849e-10, 6.379963309316668186e-10, 7.181844553771637260e-13, 7.894667942070842651e-11, 7.121872510590345309e-10, 5.512943335428234772e-10, 2.304707887670923478e-10
1.969000000000000000e+03, 9.328413224115625062e-10, 1.289639702969639055e-10, 6.392938273502982092e-10, 6.440310017739171014e-13, 7.431171680404112192e-11, 7.182511887788546682e-10, 5.680896873954856814e-10, 2.323800730760075455e-10
1.970000000000000000e+03, 8.918175045078495368e-10, 1.297579779225777644e-10, 6.456600709680370872e-10, 7.243689514977201287e-13, 6.982374161995972522e-11, 7.753777905387776225e-10, 5.967242599145216747e-10, 2.360539845705684046e-10
1.971000000000000000e+03, 9.308420467658958535e-10, 1.581205199605379357e-10, 6.610906136206681485e-10, 8.683450746683302760e-13, 7.039690447902755010e-11, 7.922759380925740192e-10, 5.897382712834354670e-10, 2.411940728739604109e-10
1.972000000000000000e+03, 9.404062765748256522e-10, 1.707418879263000694e-10, 6.676276768706563227e-10, 9.428667622690537875e-13, 7.560903120964861682e-11, 8.030947981033688900e-10, 6.032031014314445298e-10, 2.455266493941472728e-10
1.973000000000000000e+03, 9.457641048806318767e-10, 1.778142301778813942e-10, 6.707668236319857197e-10, 9.363485860853023780e-13, 8.084071821813953754e-11, 8.153973398464956856e-10, 6.022629260365258067e-10, 2.495210308847403583e-10
1.974000000000000000e+03, 9.628535927718761385e-10, 1.812265067147546342e-10, 6.739424575735301411e-10, 9.772804402141109593e-13, 8.606015419860674652e-11, 8.300487724392732637e-10, 6.285127215302655759e-10, 2.533636659857610950e-10
1.975000000000000000e+03, 9.718061543941271266e-10, 1.838575928843888162e-10, 6.836492139751647142e-10, 1.124020412147875440e-12, 9.168221732173811014e-11, 8.415426835005519598e-10, 6.576277991748557556e-10, 2.572505229370417730e-10
1.976000000000000000e+03, 9.690955442048418237e-10, 1.854232428579102836e-10, 6.917544624903937349e-10, 9.650078184679543300e-13, 9.753164969378803249e-11, 8.501172464931474330e-10, 6.582181914380067899e-10, 2.616852149367666308e-10
1.977000000000000000e+03, 9.147953343023491367e-10, 1.869559761500445371e-10, 6.922305208524913440e-10, 9.622846199644193354e-13, 1.035888695360141364e-10, 8.564655323134251149e-10, 6.838513271589621606e-10, 2.665075778576605471e-10
1.978000000000000000e+03, 9.864297899574715116e-10, 1.876134704153200818e-10, 6.924927976162641194e-10, 1.529962373449900926e-12, 1.096791310029980761e-10, 8.649760629587156259e-10, 7.009294719700991613e-10, 2.709819076308224883e-10
1.979000000000000000e+03, 9.530247014707727607e-10, 1.873925441725918877e-10, 7.059576159859949836e-10, 2.960970740486114817e-12, 1.157461526511942176e-10, 8.755516121468339326e-10, 7.148444565543995273e-10, 2.743007023388105199e-10
1.980000000000000000e+03, 9.448931379497445082e-10, 1.866843189782000045e-10, 8.815925599701198395e-10, 5.232400529519423758e-12, 1.219259284913323730e-10, 1.117180898439584304e-09, 7.379404406938715989e-10, 2.879453902782267610e-10
1.981000000000000000e+03, 1.032205416556419362e-09, 2.431180855476320642e-10, 1.000932984128098836e-09, 6.835797265462969081e-12, 1.241339079296323618e-10, 1.175081385959586076e-09, 7.762357406510109388e-10, 3.094081860896828645e-10
1.982000000000000000e+03, 1.113196660377095359e-09, 2.707916018369275818e-10, 1.032174625535574827e-09, 7.096625405660039477e-12, 1.481226868248298825e-10, 1.218573099237722271e-09, 8.128301256971625160e-10, 3.266839751579558025e-10
1.983000000000000000e+03, 1.145919686341982104e-09, 2.913073934139329021e-10, 1.052267802835119827e-09, 7.680074641798356267e-12, 1.721819238948387122e-10, 1.256157454959417349e-09, 8.939864477270264152e-10, 3.406235636955903724e-10
1.984000000000000000e+03, 1.194056286361078760e-09, 2.967825323219477639e-10, 1.077654460513104798e-09, 1.085208107547599898e-11, 1.961435956161860136e-10, 1.288876152965855892e-09, 9.300105674857410316e-10, 3.517774657361063496e-10
1.985000000000000000e+03, 1.237168893908160798e-09, 3.025151620186549309e-10, 1.095370605506712665e-09, 1.391929745193112464e-11, 2.202191273926979826e-10, 1.317701897193090696e-09, 9.209499418662406963e-10, 3.609473542901077916e-10
1.986000000000000000e+03, 1.280431126034951259e-09, 3.066660162889065421e-10, 1.117411219176398213e-09, 2.350875591452180890e-11, 2.444234482336293520e-10, 1.359710043545636102e-09, 9.858322847407738394e-10, 3.686823603663806068e-10
1.987000000000000000e+03, 1.286163257921460844e-09, 3.132387613329492416e-10, 1.150324874374553557e-09, 3.873635005022316899e-11, 2.687642877255232276e-10, 1.400389647466768734e-09, 1.032907651344353348e-09, 3.751924713871573980e-10
1.988000000000000000e+03, 1.307438634684561709e-09, 3.114972066085070034e-10, 1.189532349017493119e-09, 5.017557489484706831e-11, 2.928941691371873670e-10, 1.429264516151009246e-09, 1.090612816504343593e-09, 3.803731728263853265e-10
1.989000000000000000e+03, 1.312489313504598107e-09, 3.089218552475925759e-10, 1.225088205050911645e-09, 5.705367371509096404e-11, 3.170900469199610945e-10, 1.466360189161007154e-09, 1.112378225467273389e-09, 3.825832783963440339e-10
1.990000000000000000e+03, 1.347984908465344926e-09, 3.077743221005893641e-10, 1.023586325450151736e-09, 4.145481377758763472e-11, 3.412570055638259665e-10, 1.128259149568059444e-09, 1.154331972532511023e-09, 3.699637648036749921e-10
1.991000000000000000e+03, 1.225554723598282718e-09, 2.126590064016586916e-10, 8.763904236832924959e-10, 1.990230782153488609e-11, 3.451552102958610899e-10, 1.077278756842972428e-09, 1.122218534613819426e-09, 3.475935377827526949e-10
1.992000000000000000e+03, 1.225868960702885296e-09, 1.715849789243843720e-10, 8.357178560353291816e-10, 1.168150623716784763e-11, 3.134673418188757071e-10, 1.042799962027016208e-09, 1.148877545557645868e-09, 3.291044579959833219e-10
1.993000000000000000e+03, 1.196146198757063397e-09, 1.508732005840755689e-10, 8.321512919276992571e-10, 8.341653457764767105e-12, 2.814518815389757279e-10, 1.017901628583280933e-09, 1.164427047365255597e-09, 3.136894069901023234e-10
1.994000000000000000e+03, 1.153494339069875119e-09, 1.383141027909380959e-10, 8.315197917233351988e-10, 6.726575781003537728e-12, 2.490890452273027190e-10, 1.010545222711156005e-09, 1.109742689677287401e-09, 3.007678496082838891e-10
1.995000000000000000e+03, 1.217472562630749260e-09, 1.290538214788792440e-10, 8.100643027644497236e-10, 5.831666067121189167e-12, 2.163756555333357757e-10, 1.011013423204352048e-09, 1.054644295171800030e-09, 2.895752865649017796e-10
1.996000000000000000e+03, 1.216216736115812257e-09, 1.214739104083528734e-10, 7.892370666857843807e-10, 5.260794322857750358e-12, 1.834817231695894888e-10, 1.018657887981123011e-09, 1.096020549221406607e-09, 2.799550758963400613e-10
1.997000000000000000e+03, 1.284934942746933753e-09, 1.149237604504275038e-10, 7.648737893360472427e-10, 4.801306551524653301e-12, 1.509063667358753129e-10, 1.030734846767840262e-09, 1.123209213912668820e-09, 2.722185424183808353e-10
1.998000000000000000e+03, 1.118000719322015440e-09, 1.090087474292554792e-10, 7.545351225364830060e-10, 4.408634585996019028e-12, 1.181691777368230737e-10, 1.023749938192902612e-09, 1.116842881493353879e-09, 2.657457105741068288e-10
1.999000000000000000e+03, 1.162189216967278495e-09, 1.036298046062968272e-10, 7.490633417751941002e-10, 4.083427630347523884e-12, 8.521045504070463377e-11, 1.007524430548638643e-09, 1.070477907837038095e-09, 2.602515903375679681e-10
2.000000000000000000e+03, 1.138633847191044580e-09, 9.856001640226563786e-11, 8.904546402213512071e-10, 5.940577638816894524e-12, 5.190090300553198444e-11, 1.214450812325195364e-09, 1.065282645656157259e-09, 2.586927109273163456e-10
2.001000000000000000e+03, 1.284119013963039522e-09, 1.574122758673560032e-10, 8.366333088213915960e-10, 1.105737478554404471e-11, 5.165229304762760195e-11, 1.050628542460022558e-09, 1.110575450291033885e-09, 2.561945994679459421e-10
2.002000000000000000e+03, 1.183201589840283685e-09, 1.192685682622815169e-10, 7.531117031253111986e-10, 6.923648235179041950e-12, 7.499157869794868365e-11, 1.029652258295985183e-09, 1.147801768776523910e-09, 2.503048426193018992e-10
2.003000000000000000e+03, 1.240840653274042725e-09, 1.051575000530645990e-10, 1.080278562815064279e-09, 6.009262217718827734e-12, 7.481596667061488175e-11, 1.572715672708938202e-09, 1.157079301242973994e-09, 2.625182188175013399e-10
2.004000000000000000e+03, 1.429539595656975962e-09, 2.143518047258873021e-10, 9.962153968462133182e-10, 7.334918491541990544e-12, 7.384181449478003569e-11, 1.161997595967757329e-09, 1.170088169252598016e-09, 2.660001086654892886e-10
2.005000000000000000e+03, 1.231817807505511087e-09, 1.625045176525798436e-10, 8.141251301551279824e-10, 5.519309524963818486e-12, 1.209694755301551353e-10, 1.091270810344685113e-09, 1.148599103908370354e-09, 2.510277600613730378e-10
2.006000000000000000e+03, 1.217335778324174550e-09, 1.286133476299723104e-10, 7.661844221923119097e-10, 7.061764240139611301e-12, 1.208679064903290260e-10, 1.053218160957596267e-09, 1.152816152466053262e-09, 2.415655711634536630e-10
2.007000000000000000e+03, 1.237036907895177708e-09, 1.051911086602597466e-10, 7.563130022219655014e-10, 7.042261579741396065e-12, 1.202568332336796676e-10, 1.041692709060123498e-09, 1.125320553379605384e-09, 2.355470417961835391e-10
2.008000000000000000e+03, 1.184192483728940651e-09, 9.753551633005915526e-11, 8.542152163798565390e-10, 3.961181118463640745e-12, 1.200834854559720448e-10, 1.191979778084927685e-09, 1.084939599686327999e-09, 2.372730615113617377e-10
2.009000000000000000e+03, 1.173676514365565612e-09, 1.207651182276567253e-10, 8.220998464291248212e-10, 3.309146752983717243e-12, 1.193063184906283058e-10, 1.061666565093018545e-09, 1.124616015279205842e-09, 2.371476505537438896e-10
2.010000000000000000e+03, 1.217060919090127276e-09, 3.205054440980993234e-10, 7.683655202759858166e-10, 2.681371203100770335e-12, 1.329205437398674094e-10, 1.048910124257471695e-09, 1.159985579115531133e-09, 2.350371213657365982e-10
2.011000000000000000e+03, 1.226579153178712463e-09, 1.893248880101100886e-10, 7.467509275028074272e-10, 1.921157272373185281e-12, 1.432325438649679100e-10, 1.048665955277424519e-09, 1.189267366314781370e-09, 2.373357813649406015e-10
2.012000000000000000e+03, 1.291994473970170458e-09, 1.372886845423078181e-10, 7.306047256679487548e-10, 1.660463379200789590e-12, 1.415515928740520845e-10, 1.045192709550396382e-09, 1.182847996973009154e-09, 2.397527603204448736e-10
2.013000000000000000e+03, 1.280790499966925632e-09, 1.158659399410090251e-10, 7.335724226941122698e-10, 1.749895581252112097e-12, 1.406437064845972208e-10, 1.031283077535825904e-09, 1.176478138809161054e-09, 2.413219415693911731e-10
2.014000000000000000e+03, 1.290132426425271815e-09, 1.031199887461740990e-10, 7.269744111260549500e-10, 1.603454496137965585e-12, 9.533856205418300632e-11, 1.035689784823718239e-09, 1.156202858250734813e-09, 2.427040479532948074e-10
