year, CESM2-WACCM, MPI-ESM1-2-LR, CMCC-CM2-SR5, UKESM1-0-LL, EC-Earth3-Veg, IPSL-CM6A-LR, NorESM2-LM, NorESM2-MM, TaiESM1, ACCESS-ESM1-5, INM-CM4-8, MIROC-ES2L, CanESM5, GFDL-ESM4, CNRM-ESM2-1, INM-CM5-0
1.912000000000000000e+03, 3.338876155135638157e+01, 3.474444920509583312e+01, 3.402784102518680243e+01, 3.692306381088644684e+01, 2.300896504925790609e+01, 1.609828907503724338e+01, 3.328911071601520177e+01, 3.112147334421840128e+01, 4.480632403194037749e+01, 4.773608391350972369e+01, 3.372867780476512678e+01, 2.471472601090562549e+01, 2.857960226556076577e+01, 3.318612526283350661e+01, 4.528004829302140877e+01, 3.243165791104843976e+01
1.913000000000000000e+03, 3.335845134409525059e+01, 3.478790312969609744e+01, 3.422375546886832609e+01, 3.686392197192410691e+01, 2.297481832600381679e+01, 1.604785609042570016e+01, 3.322379441610306117e+01, 3.096121540885426171e+01, 4.454028902175581095e+01, 4.772576574579125008e+01, 3.380692030942002901e+01, 2.471958183314854196e+01, 2.862239848586961699e+01, 3.308949457717289988e+01, 4.513333131821298849e+01, 3.250928260522599800e+01
1.914000000000000000e+03, 3.343553675679951454e+01, 3.474535020528458062e+01, 3.408719827856396023e+01, 3.682680684573682584e+01, 2.279354816400960715e+01, 1.603601521251085771e+01, 3.313752585180470334e+01, 3.107587206933287405e+01, 4.448673485678241946e+01, 4.773422257126038204e+01, 3.368419220573102990e+01, 2.459062835955176496e+01, 2.865696738587706349e+01, 3.311134347809501577e+01, 4.515933769237068418e+01, 3.250351440082724253e+01
1.915000000000000000e+03, 3.345937899901052504e+01, 3.466265619922362617e+01, 3.409827145130084602e+01, 3.679845006234130267e+01, 2.283695163361784353e+01, 1.603692555395796759e+01, 3.312822367968430370e+01, 3.119069776598363930e+01, 4.450230758364376271e+01, 4.774929430678378850e+01, 3.368862989163283572e+01, 2.454220646241100212e+01, 2.854823818174422101e+01, 3.302761417047074843e+01, 4.512438960138240418e+01, 3.243742679858705458e+01
1.916000000000000000e+03, 3.336900991337474665e+01, 3.464521226023406797e+01, 3.381468208703415002e+01, 3.681198569722668168e+01, 2.298889248228470095e+01, 1.597571205632287494e+01, 3.310204465227072745e+01, 3.137347220976287687e+01, 4.449079186102811434e+01, 4.777182982016634583e+01, 3.377324888979564577e+01, 2.463555718196752764e+01, 2.854732633564745115e+01, 3.295201854598468572e+01, 4.510754481053105991e+01, 3.239047918613633925e+01
1.917000000000000000e+03, 3.341996946375314081e+01, 3.462360417050415151e+01, 3.360724813320108950e+01, 3.683311231750712977e+01, 2.299774083023745774e+01, 1.595130932207958097e+01, 3.314927144881210097e+01, 3.152891697751801914e+01, 4.460454520729471994e+01, 4.778188574399440824e+01, 3.377052657506015976e+01, 2.473885698191637417e+01, 2.849367869853437796e+01, 3.283470675400268135e+01, 4.503304596057667197e+01, 3.245782867060850663e+01
1.918000000000000000e+03, 3.344641292796173815e+01, 3.462990169912917082e+01, 3.373137425686829260e+01, 3.678346248737628343e+01, 2.293135595487404288e+01, 1.595719136658171244e+01, 3.340059868132444620e+01, 3.148306072161049940e+01, 4.436224086628024565e+01, 4.780259974793548139e+01, 3.374426137949490823e+01, 2.481654543170548877e+01, 2.844476739040083046e+01, 3.296237294460696177e+01, 4.493433442458762528e+01, 3.252950954414326645e+01
1.919000000000000000e+03, 3.347289867909063332e+01, 3.466093910765169994e+01, 3.320727634824105934e+01, 3.673416505539928778e+01, 2.286267134664126388e+01, 1.604306738788947939e+01, 3.333767939286307325e+01, 3.129613061657655848e+01, 4.422730514209459329e+01, 4.779073851747374846e+01, 3.384156976027333030e+01, 2.489011826380775005e+01, 2.845640933677092477e+01, 3.298034378703035685e+01, 4.486492687050354533e+01, 3.253279990684610823e+01
1.920000000000000000e+03, 3.353549047558778540e+01, 3.459702083499917080e+01, 3.326810781349129087e+01, 3.682198413204787357e+01, 2.280420575267554284e+01, 1.608068358075052373e+01, 3.297530241205021184e+01, 3.129963576745684151e+01, 4.416206262114410208e+01, 4.776576189380863013e+01, 3.379578148716041142e+01, 2.484213799399654121e+01, 2.863041335192179559e+01, 3.297605292397453525e+01, 4.476305871315549467e+01, 3.263696567799604509e+01
1.921000000000000000e+03, 3.346982751806649503e+01, 3.462019821735151481e+01, 3.293899843371193015e+01, 3.686986551632519138e+01, 2.283085317169842199e+01, 1.610324860942479219e+01, 3.263105672614000952e+01, 3.120183834931421529e+01, 4.462280655999897760e+01, 4.771190030801701454e+01, 3.377585204715396117e+01, 2.485695783112545243e+01, 2.868598169920701224e+01, 3.309724056113292789e+01, 4.481257074471066915e+01, 3.265702563043626583e+01
1.922000000000000000e+03, 3.341048111552540689e+01, 3.464261921117878984e+01, 3.245743865984291432e+01, 3.689780153800488449e+01, 2.304236262894522369e+01, 1.607397452200935462e+01, 3.273759720937322015e+01, 3.109552857408470317e+01, 4.457582664625285673e+01, 4.769094514764913839e+01, 3.378127178337564374e+01, 2.481496274466192631e+01, 2.848462610209810109e+01, 3.319305606424202182e+01, 4.494705949669315004e+01, 3.268950411768176423e+01
1.923000000000000000e+03, 3.353838694903281947e+01, 3.468524180840155680e+01, 3.308107773369354732e+01, 3.687003114193888820e+01, 2.284516176196011372e+01, 1.611787608819065909e+01, 3.297763242894896507e+01, 3.113056938993703682e+01, 4.426767048801145421e+01, 4.768067219816209956e+01, 3.372175837229773521e+01, 2.474200186879198426e+01, 2.835023799967993696e+01, 3.319065590810453159e+01, 4.492050148287489719e+01, 3.256307982174426741e+01
1.924000000000000000e+03, 3.349872042509877446e+01, 3.453520680256735176e+01, 3.370013383090854120e+01, 3.680776704316482295e+01, 2.297431583308261338e+01, 1.613594519292013985e+01, 3.317392525082929922e+01, 3.110128499770210553e+01, 4.428577905319416175e+01, 4.771931453606286055e+01, 3.382000450524101609e+01, 2.457671015326476294e+01, 2.821811567593370285e+01, 3.330470090733689403e+01, 4.492864243711157712e+01, 3.266899163859647359e+01
1.925000000000000000e+03, 3.343461862932986861e+01, 3.462780609042151525e+01, 3.368073335007698432e+01, 3.683071480027160050e+01, 2.277817139916128752e+01, 1.611540335168193394e+01, 3.326721964987660130e+01, 3.111654378322502978e+01, 4.439930117875045568e+01, 4.774169953660544508e+01, 3.393145543868087088e+01, 2.460163592693721668e+01, 2.819899055801626631e+01, 3.337944609826742948e+01, 4.499808723071517136e+01, 3.280962144645624790e+01
1.926000000000000000e+03, 3.348187202055539302e+01, 3.457079332730857857e+01, 3.317130972254100385e+01, 3.686333788243292986e+01, 2.267768463773799326e+01, 1.614031252523845339e+01, 3.333547139787432911e+01, 3.119221837000205255e+01, 4.442543982940281921e+01, 4.775625740565532595e+01, 3.401348064025606988e+01, 2.462563510775730080e+01, 2.815347866730374093e+01, 3.336926346776832730e+01, 4.495093716293538222e+01, 3.268875882179150949e+01
1.927000000000000000e+03, 3.349186669415036732e+01, 3.455049824396746061e+01, 3.295305447013112143e+01, 3.691773640349708074e+01, 2.280084921204618809e+01, 1.617704665753114668e+01, 3.319995629624090583e+01, 3.127895490543090418e+01, 4.423165608915844871e+01, 4.780172529384817892e+01, 3.396154327249672633e+01, 2.469449798228895432e+01, 2.826825808448151633e+01, 3.327206427112127329e+01, 4.488307312247528102e+01, 3.270433848138004151e+01
1.928000000000000000e+03, 3.344173610752825709e+01, 3.474323752187626013e+01, 3.243405501545576186e+01, 3.694706557647830891e+01, 2.258551852896444245e+01, 1.623645943505349010e+01, 3.307034416380238895e+01, 3.126707746031921431e+01, 4.393865360129664310e+01, 4.782919742499338867e+01, 3.394101422173068272e+01, 2.482652275581238399e+01, 2.836015407622170770e+01, 3.319616463809194329e+01, 4.488463632569109052e+01, 3.278868488972123174e+01
1.929000000000000000e+03, 3.333218328175055944e+01, 3.464839507608308367e+01, 3.258164169678915556e+01, 3.690490172220143705e+01, 2.278306026046459110e+01, 1.621025381546233390e+01, 3.311743007701944208e+01, 3.117675511925909859e+01, 4.425256805416546513e+01, 4.786610462684768663e+01, 3.397880472572213506e+01, 2.497986118366755193e+01, 2.824958342516885423e+01, 3.312009488273438507e+01, 4.483451316624100969e+01, 3.285057482597584766e+01
1.930000000000000000e+03, 3.319875622547767335e+01, 3.455337072981865276e+01, 3.201002257268315532e+01, 3.681353540956644110e+01, 2.284316247454815141e+01, 1.615774209879258905e+01, 3.320542684879647766e+01, 3.112504414759741778e+01, 4.430108324845674872e+01, 4.790476104062862106e+01, 3.414394370957964497e+01, 2.506958661580294745e+01, 2.820591133051143018e+01, 3.307000236641355428e+01, 4.478157629292987707e+01, 3.284668734988601102e+01
1.931000000000000000e+03, 3.296815941449308696e+01, 3.462225245447493194e+01, 3.255607569222971165e+01, 3.675734284915815664e+01, 2.283712862289752366e+01, 1.618705165513902244e+01, 3.328879949248366188e+01, 3.116323092256701344e+01, 4.423906673227112663e+01, 4.791946492776207123e+01, 3.419730226165431475e+01, 2.511023761160371137e+01, 2.817434260298935556e+01, 3.304169606344125754e+01, 4.482835842806542814e+01, 3.291821915734838200e+01
1.932000000000000000e+03, 3.294333835157067369e+01, 3.468727972126378489e+01, 3.238692395074731678e+01, 3.672253732009891536e+01, 2.279252486975741476e+01, 1.614909049619595649e+01, 3.335109883468179959e+01, 3.120961302933453396e+01, 4.426631795691509552e+01, 4.790609560055391825e+01, 3.417824952579676534e+01, 2.511064442270170360e+01, 2.828881321354079503e+01, 3.297143962509620962e+01, 4.490378667385454037e+01, 3.286843751406511416e+01
1.933000000000000000e+03, 3.314860676935228412e+01, 3.474184553347922133e+01, 3.277538556330170394e+01, 3.673386143675418225e+01, 2.287587676013991000e+01, 1.613822330826087637e+01, 3.348184638916537637e+01, 3.105385354377991192e+01, 4.380374585952214517e+01, 4.787979220193592056e+01, 3.415342471432168736e+01, 2.503559466105793163e+01, 2.836107327946707457e+01, 3.301379909528871792e+01, 4.495443649343336290e+01, 3.282279780126064850e+01
1.934000000000000000e+03, 3.332358650063677885e+01, 3.461298843475620401e+01, 3.235304578697658684e+01, 3.668356706692072322e+01, 2.276820673199603817e+01, 1.610161911246390076e+01, 3.358861152646846193e+01, 3.098739938242276892e+01, 4.378502718537209404e+01, 4.787873534250778107e+01, 3.416666897610620168e+01, 2.497935005537368625e+01, 2.840742379764221681e+01, 3.300891574544327511e+01, 4.498110412244949430e+01, 3.280225865149066777e+01
1.935000000000000000e+03, 3.311476623704593436e+01, 3.461790311027698408e+01, 3.193579732659668124e+01, 3.658380860816661340e+01, 2.272016151199511569e+01, 1.606874182105736537e+01, 3.355205610594108379e+01, 3.100069395244883808e+01, 4.408056828028428242e+01, 4.794047548831532879e+01, 3.408174415456077355e+01, 2.491945085062441478e+01, 2.842360910064979151e+01, 3.294812763294689262e+01, 4.496288181759890534e+01, 3.277977984763231234e+01
1.936000000000000000e+03, 3.283762178625619299e+01, 3.460569486423496954e+01, 3.220534058782433817e+01, 3.654538633519669588e+01, 2.273947087703088954e+01, 1.599853392166299138e+01, 3.330467095942105971e+01, 3.106707213375070609e+01, 4.437225131502766828e+01, 4.809036785384535051e+01, 3.409903185398473369e+01, 2.491665433300249433e+01, 2.863885436346950897e+01, 3.280498487867624391e+01, 4.495919483531689309e+01, 3.289662993796891044e+01
1.937000000000000000e+03, 3.303122754479230849e+01, 3.460807036539379311e+01, 3.249025155468357440e+01, 3.655354301473379763e+01, 2.273047684087931231e+01, 1.601702349221738331e+01, 3.311668106151149260e+01, 3.108468003471961438e+01, 4.406752355291025935e+01, 4.815202269140131364e+01, 3.405679353742324622e+01, 2.494952763321876432e+01, 2.868574881623199602e+01, 3.280153486404321228e+01, 4.488785764589469096e+01, 3.294657184790521853e+01
1.938000000000000000e+03, 3.322856554200185997e+01, 3.459792844236239517e+01, 3.248714692702007056e+01, 3.659615634363969150e+01, 2.283260426613386329e+01, 1.607406653234000515e+01, 3.309472692775393909e+01, 3.124614043272401176e+01, 4.377635895595522442e+01, 4.815382072304235095e+01, 3.404609494970235772e+01, 2.500373917266069057e+01, 2.870423593192055023e+01, 3.277103243558951817e+01, 4.512385928086005293e+01, 3.295572900842802966e+01
1.939000000000000000e+03, 3.319179505534158636e+01, 3.453809148054379818e+01, 3.295256908852532973e+01, 3.665455916956229032e+01, 2.279051110251771917e+01, 1.608590929590657126e+01, 3.319331926866515659e+01, 3.127743951170910464e+01, 4.411484713051690676e+01, 4.817017243486785105e+01, 3.412197789333453812e+01, 2.494926027440156346e+01, 2.857471793179232122e+01, 3.264086100265605950e+01, 4.509570624042648035e+01, 3.297738200624546323e+01
1.940000000000000000e+03, 3.307597349323914671e+01, 3.461320593072868235e+01, 3.260466469896729791e+01, 3.667523404350056637e+01, 2.237546990728012375e+01, 1.607962911877528356e+01, 3.339176862018057079e+01, 3.127839920976093069e+01, 4.368468197460016000e+01, 4.822934879960899934e+01, 3.422095201572853540e+01, 2.488584967107528811e+01, 2.842924182389971932e+01, 3.256375740485882631e+01, 4.515092715865763040e+01, 3.314095289347014983e+01
1.941000000000000000e+03, 3.284150490267798261e+01, 3.461721052519648367e+01, 3.218060084248295283e+01, 3.671981251104720201e+01, 2.229882788453419096e+01, 1.609310081681431370e+01, 3.349672609501995879e+01, 3.126265533694267518e+01, 4.379258032892108332e+01, 4.831938733181620194e+01, 3.430459434323027779e+01, 2.482196748839401934e+01, 2.848868181672360578e+01, 3.254106633887003852e+01, 4.524732279577778371e+01, 3.317023046005949283e+01
1.942000000000000000e+03, 3.287602942322568822e+01, 3.456640826529438471e+01, 3.222429179404095123e+01, 3.677335476787600754e+01, 2.231245680419702992e+01, 1.608059558574560910e+01, 3.356113006950895539e+01, 3.130562543373751438e+01, 4.376147002635763528e+01, 4.830944389953393880e+01, 3.421228050048394920e+01, 2.480603985865048244e+01, 2.851801547843627205e+01, 3.249878967149728481e+01, 4.525495632774007504e+01, 3.315962059398039941e+01
1.943000000000000000e+03, 3.316499898689455961e+01, 3.450751656464857575e+01, 3.258170733444182332e+01, 3.681073651880044650e+01, 2.245287069243775235e+01, 1.606043868728631452e+01, 3.364837262713002985e+01, 3.131542155074023626e+01, 4.339236749745470689e+01, 4.825914265299556405e+01, 3.411308485018457759e+01, 2.485287629295172351e+01, 2.859069766661631107e+01, 3.249969208167151180e+01, 4.527696821426069107e+01, 3.314260580855199834e+01
1.944000000000000000e+03, 3.327072153129920196e+01, 3.452660222948901492e+01, 3.231066135593505351e+01, 3.673309930809353574e+01, 2.257932241919771954e+01, 1.606818610746983822e+01, 3.363936656905414679e+01, 3.139293221949503376e+01, 4.361008741604202044e+01, 4.829774306370551784e+01, 3.399101006850199269e+01, 2.489203137995688309e+01, 2.846725653052394023e+01, 3.253117541943633029e+01, 4.527421057839259078e+01, 3.314067792402656210e+01
1.945000000000000000e+03, 3.337442543414601914e+01, 3.457956763829544400e+01, 3.218520413678852776e+01, 3.670331292639237120e+01, 2.274582286901269157e+01, 1.609990634900703554e+01, 3.367864652902253653e+01, 3.138242044793552310e+01, 4.393292586907962516e+01, 4.839062712320509974e+01, 3.399558085568934018e+01, 2.495891735954784707e+01, 2.839778857898943087e+01, 3.254401815295224054e+01, 4.534408565227636956e+01, 3.314629559517265278e+01
1.946000000000000000e+03, 3.350397092089013285e+01, 3.455173002348514188e+01, 3.291043463376133360e+01, 3.668089598899248216e+01, 2.269920103925407773e+01, 1.608842917280871987e+01, 3.379605250555780316e+01, 3.136747777665336301e+01, 4.386350372934347064e+01, 4.845087314827369340e+01, 3.410698835238771665e+01, 2.504079731124875252e+01, 2.831289248454049456e+01, 3.260234622263045878e+01, 4.552984569179184149e+01, 3.320024195367800957e+01
1.947000000000000000e+03, 3.352028139321294731e+01, 3.450932181643299401e+01, 3.327200630940969717e+01, 3.669394332886223964e+01, 2.276115871692780246e+01, 1.603685013650464697e+01, 3.377017585780305353e+01, 3.147386230805862439e+01, 4.350501738530482498e+01, 4.847875935931827485e+01, 3.411909765345758672e+01, 2.505241441502789712e+01, 2.826172011708149512e+01, 3.240099881020414330e+01, 4.557334448185419973e+01, 3.318212318964126695e+01
1.948000000000000000e+03, 3.347338267741672979e+01, 3.444705071874766844e+01, 3.169702195657271560e+01, 3.675325048235370673e+01, 2.275229054665828698e+01, 1.606820714710194054e+01, 3.356881345693432195e+01, 3.151218840944658695e+01, 4.314616310866956894e+01, 4.852632999046774387e+01, 3.407192615466223629e+01, 2.501146197968763119e+01, 2.819017855912948534e+01, 3.239895886654197454e+01, 4.563448836856196067e+01, 3.318570883893391255e+01
1.949000000000000000e+03, 3.341968528944095596e+01, 3.460721603176515515e+01, 3.159299520375711978e+01, 3.681777011012950140e+01, 2.251264302720399257e+01, 1.608248251597556333e+01, 3.344686067509311300e+01, 3.146076074940602751e+01, 4.326521470148153270e+01, 4.851419666375391415e+01, 3.403888230604009379e+01, 2.499913168445023359e+01, 2.822777942468641754e+01, 3.236070602477725089e+01, 4.570811278717249593e+01, 3.327506377096155887e+01
1.950000000000000000e+03, 3.321434794314829730e+01, 3.465733407845282699e+01, 3.279245453886979789e+01, 3.696747243489177492e+01, 2.240327565051457626e+01, 1.614693350605082145e+01, 3.345188096368178776e+01, 3.146439084692771715e+01, 4.354546340466639975e+01, 4.859496643538941640e+01, 3.403123052182770891e+01, 2.493677889060765906e+01, 2.821627466727929701e+01, 3.229868670871440628e+01, 4.563895639089476930e+01, 3.324690402368751307e+01
1.951000000000000000e+03, 3.301470120558697374e+01, 3.453747666228864688e+01, 3.238461778940339997e+01, 3.696906268743961732e+01, 2.227534654951308113e+01, 1.610731219781986567e+01, 3.346736217354088438e+01, 3.135861393987109835e+01, 4.324278390637685732e+01, 4.861404091879224154e+01, 3.405043357035547302e+01, 2.493546899162659258e+01, 2.818809844647987717e+01, 3.228830594316269043e+01, 4.560577289503203247e+01, 3.327779931120296197e+01
1.952000000000000000e+03, 3.291499800396711350e+01, 3.441840751451428559e+01, 3.143638640616281421e+01, 3.690286183040011991e+01, 2.254051275963586676e+01, 1.609884462175520881e+01, 3.343662662557316878e+01, 3.129989105686044226e+01, 4.329135879624124783e+01, 4.860287268101840397e+01, 3.402562385929059019e+01, 2.503752633115103166e+01, 2.826082102570930488e+01, 3.213130748386641500e+01, 4.545034162504734354e+01, 3.322885195103101097e+01
1.953000000000000000e+03, 3.288117107707807207e+01, 3.435101445824324884e+01, 3.189442307977980562e+01, 3.685770392794147909e+01, 2.241935037291153776e+01, 1.596177000940922319e+01, 3.329961591776115881e+01, 3.117372814004497172e+01, 4.305774267966977220e+01, 4.854197868424697759e+01, 3.402400622254543094e+01, 2.514113889039904137e+01, 2.829095119700329874e+01, 3.201467192219998026e+01, 4.535821641373308211e+01, 3.307535419673628496e+01
1.954000000000000000e+03, 3.299869364377211411e+01, 3.427911634644593875e+01, 3.243799642611801914e+01, 3.682633167400420149e+01, 2.221700382406655905e+01, 1.601086329724332913e+01, 3.326639774868974797e+01, 3.100402555325681320e+01, 4.337131828335008521e+01, 4.846248897257034116e+01, 3.394431611111656366e+01, 2.509455129076083679e+01, 2.835359495863577450e+01, 3.185648927030706901e+01, 4.529464434827801256e+01, 3.315552539921735331e+01
1.955000000000000000e+03, 3.282720278288681470e+01, 3.426294808864937380e+01, 3.220452772658784113e+01, 3.679097895563010923e+01, 2.189008324685618945e+01, 1.607516319255581294e+01, 3.328741383309581181e+01, 3.095364094304499147e+01, 4.306307323990354519e+01, 4.839998352138285043e+01, 3.385678103694417729e+01, 2.512338766449484595e+01, 2.839177101515641866e+01, 3.180357527346047419e+01, 4.526378224621797131e+01, 3.321798737025363124e+01
1.956000000000000000e+03, 3.252348853328480516e+01, 3.434790427979675798e+01, 3.191747912762861361e+01, 3.669599777126670404e+01, 2.187618189480964759e+01, 1.603287798931544472e+01, 3.315813267778077034e+01, 3.096685251376223036e+01, 4.274792508343524844e+01, 4.831338243942918353e+01, 3.383877200448559819e+01, 2.513358109915187910e+01, 2.829965261095518159e+01, 3.179151801940476929e+01, 4.525519752806359008e+01, 3.318727683499928816e+01
1.957000000000000000e+03, 3.228565329838645681e+01, 3.425977609354570319e+01, 3.210212421312539277e+01, 3.668307421508554711e+01, 2.194924244958667003e+01, 1.593291871270517035e+01, 3.326073428523580588e+01, 3.099725971045419115e+01, 4.252624710641112671e+01, 4.821298249934749691e+01, 3.386233633385644026e+01, 2.514493321232629697e+01, 2.810731404328788940e+01, 3.171753515432985537e+01, 4.522017659926762434e+01, 3.316019384058068198e+01
1.958000000000000000e+03, 3.224409181273390601e+01, 3.423120111063434479e+01, 3.274172487482590554e+01, 3.662453423789813911e+01, 2.188062300609956878e+01, 1.586136457390057863e+01, 3.327690865147616961e+01, 3.088854587713565536e+01, 4.261564610676857257e+01, 4.815678931978106903e+01, 3.377139847913002058e+01, 2.513011558281019475e+01, 2.797014289892862848e+01, 3.161271963921636186e+01, 4.514047164357152297e+01, 3.321644500469717798e+01
1.959000000000000000e+03, 3.227254030591775091e+01, 3.412262679196492599e+01, 3.271535099213853925e+01, 3.658867342545108414e+01, 2.168627144201994028e+01, 1.585165531806464401e+01, 3.293566256694455063e+01, 3.092051228927500617e+01, 4.263531011847052099e+01, 4.813293452928009231e+01, 3.375136577116457204e+01, 2.517968409504686278e+01, 2.801170951914683016e+01, 3.147172844096878208e+01, 4.495544256064998478e+01, 3.326687078702511968e+01
1.960000000000000000e+03, 3.221199193417965745e+01, 3.396458164229199639e+01, 3.236162482529978490e+01, 3.655088315005375676e+01, 2.175907054270719598e+01, 1.582202401862729779e+01, 3.263292275980058577e+01, 3.087425909409699898e+01, 4.224624422845992200e+01, 4.811312153198195318e+01, 3.374721242506417695e+01, 2.519650760862564454e+01, 2.789798999744621710e+01, 3.134946434432981732e+01, 4.478088841128749209e+01, 3.341678553608463886e+01
1.961000000000000000e+03, 3.210569335099193466e+01, 3.390925343957702864e+01, 3.218909790263586501e+01, 3.649053498045497435e+01, 2.184709183680837086e+01, 1.575959507550532024e+01, 3.261857257659871578e+01, 3.074275510266875955e+01, 4.186171340398405505e+01, 4.807054931382017315e+01, 3.387934534393978936e+01, 2.530601161034523372e+01, 2.787683127873125599e+01, 3.131195242710053961e+01, 4.476307138028441557e+01, 3.351835985896443049e+01
1.962000000000000000e+03, 3.212897339480348080e+01, 3.383328645799741707e+01, 3.208721658039323898e+01, 3.641270585269983684e+01, 2.183223976032255464e+01, 1.573963846633146879e+01, 3.274070885880490778e+01, 3.058224263945168175e+01, 4.236668687651953036e+01, 4.797376241696427712e+01, 3.389400978852009416e+01, 2.539564672714430671e+01, 2.792616459700961329e+01, 3.110546146049623317e+01, 4.484209823024641395e+01, 3.365430354636300336e+01
1.963000000000000000e+03, 3.211344486742705584e+01, 3.390683715528994213e+01, 3.193395366905269839e+01, 3.641394648850695148e+01, 2.167425929878978863e+01, 1.568883644552682455e+01, 3.288571884966619763e+01, 3.054134653774168839e+01, 4.239772564391341092e+01, 4.792226942616186136e+01, 3.395139756628373107e+01, 2.536650200337345495e+01, 2.796628894498559958e+01, 3.100033127243317566e+01, 4.484916821312335600e+01, 3.367793780119791336e+01
1.964000000000000000e+03, 3.186755050086457786e+01, 3.386619057602038652e+01, 3.175915822372329700e+01, 3.640178714375910118e+01, 2.148603686766483989e+01, 1.565856964682174457e+01, 3.288274725128076881e+01, 3.058285774509636568e+01, 4.205488456367954342e+01, 4.793042962373021254e+01, 3.410827306025760208e+01, 2.547420484384592854e+01, 2.796536595945865855e+01, 3.088783573513932978e+01, 4.476060494964423242e+01, 3.376795507143823016e+01
1.965000000000000000e+03, 3.174119869793007709e+01, 3.371956281500960984e+01, 3.224416224190229485e+01, 3.632097253685231664e+01, 2.144581696047901787e+01, 1.558034161494317615e+01, 3.274970904361541102e+01, 3.061617260858191969e+01, 4.151516403072044881e+01, 4.792733941086576266e+01, 3.417548575953072287e+01, 2.547932861355397449e+01, 2.800755653017361269e+01, 3.076067098990391457e+01, 4.465905447904300019e+01, 3.377734997449736909e+01
1.966000000000000000e+03, 3.179940824203788097e+01, 3.368897800936000664e+01, 3.252464855528114640e+01, 3.628632547706007472e+01, 2.155806711735768033e+01, 1.561106866635616797e+01, 3.271049192339830824e+01, 3.060506034278003895e+01, 4.155755531462587982e+01, 4.789698730768365209e+01, 3.406698306413247224e+01, 2.548424036225637579e+01, 2.791947029782221534e+01, 3.077624819645586385e+01, 4.459096213566729006e+01, 3.381002259775323182e+01
1.967000000000000000e+03, 3.182122415964596485e+01, 3.365725878963955608e+01, 3.256544802128236427e+01, 3.631169450505734630e+01, 2.144825021210046856e+01, 1.552214343862102375e+01, 3.274033587830830072e+01, 3.054179851472191842e+01, 4.174996295016786974e+01, 4.789635289595099010e+01, 3.395506925118121444e+01, 2.558727859160433127e+01, 2.792436396006711519e+01, 3.061610115046727998e+01, 4.467883344060143003e+01, 3.381300945053278184e+01
1.968000000000000000e+03, 3.158536111116205802e+01, 3.363406182530572863e+01, 3.210566114319870934e+01, 3.625826171430855283e+01, 2.156571612263779514e+01, 1.544848338834776413e+01, 3.273776250097969154e+01, 3.051670855096391222e+01, 4.165468433867761178e+01, 4.796306867604505442e+01, 3.387218487040408377e+01, 2.575073416699837381e+01, 2.784375372437520824e+01, 3.048686386781307789e+01, 4.458165198185906064e+01, 3.370353160801057868e+01
1.969000000000000000e+03, 3.143316435257412422e+01, 3.358836423993879094e+01, 3.233439716494355309e+01, 3.616420399861936374e+01, 2.147624551345917965e+01, 1.538145032339363283e+01, 3.261037730799511536e+01, 3.043886276559826243e+01, 4.136545230708880183e+01, 4.799601895223166537e+01, 3.382338130525899089e+01, 2.578115442029842086e+01, 2.779890307969215257e+01, 3.054661626891367021e+01, 4.456266490072179920e+01, 3.367623694884618857e+01
1.970000000000000000e+03, 3.149122658083666337e+01, 3.356753942487370068e+01, 3.244662889439143072e+01, 3.609900644086639687e+01, 2.134300628214239381e+01, 1.534016830538655363e+01, 3.251906957369810414e+01, 3.042771509944755692e+01, 4.123183581555728239e+01, 4.800526845785878294e+01, 3.383997252730458172e+01, 2.577016957664355701e+01, 2.787818347894491566e+01, 3.049823239810111986e+01, 4.465439046526756783e+01, 3.358866267359452706e+01
1.971000000000000000e+03, 3.134619666901982882e+01, 3.357835228357964041e+01, 3.207797006600991807e+01, 3.604139003778560379e+01, 2.128203070350787840e+01, 1.532382585958692900e+01, 3.255286843698581833e+01, 3.044877197345958209e+01, 4.133256886782577766e+01, 4.794415869239910677e+01, 3.392967395355455551e+01, 2.580938635395337144e+01, 2.792638120751512432e+01, 3.030840004888006334e+01, 4.452268506726350239e+01, 3.354720902277244221e+01
1.972000000000000000e+03, 3.111949206137490265e+01, 3.352455446518548143e+01, 3.235629852093863690e+01, 3.595459408186394512e+01, 2.127464652495664055e+01, 1.526582959507871706e+01, 3.247587749835488324e+01, 3.033025227032741356e+01, 4.101453256762533073e+01, 4.786638640821835367e+01, 3.391211187738291954e+01, 2.584809999533228719e+01, 2.798396161529456450e+01, 3.005902503356485767e+01, 4.444155689183193658e+01, 3.367297627479394606e+01
1.973000000000000000e+03, 3.104105610203296095e+01, 3.339240044267629060e+01, 3.249663032457188905e+01, 3.588700700137266608e+01, 2.131489960453551546e+01, 1.514767347152099042e+01, 3.236347499206013367e+01, 3.032541411039942503e+01, 4.080440789273335156e+01, 4.774925584917782828e+01, 3.387076615888728526e+01, 2.589635415588601219e+01, 2.800280749566484317e+01, 2.993540714073713360e+01, 4.437459065050347107e+01, 3.382271841667265733e+01
