year, CMCC-CM2-SR5, CanESM5, UKESM1-0-LL, NorESM2-MM, EC-Earth3-Veg, CNRM-ESM2-1, MIROC-ES2L, IPSL-CM6A-LR, ACCESS-ESM1-5, MPI-ESM1-2-LR, NorESM2-LM, INM-CM4-8, GFDL-ESM4, INM-CM5-0, TaiESM1, CESM2-WACCM
1.912000000000000000e+03, 2.781558496031491927e+02, 2.755280059854471801e+02, 2.780703251223106918e+02, 2.793230393175686572e+02, 2.772702778273799709e+02, 2.763643969086905940e+02, 2.799479505755643345e+02, 2.739397571675161203e+02, 2.792430472725157529e+02, 2.787562983210254970e+02, 2.805836451187935268e+02, 2.797480967880731555e+02, 2.768744586215636332e+02, 2.788132697501710595e+02, 2.782841373917949568e+02, 2.792944281769122199e+02
1.913000000000000000e+03, 2.784547691129906184e+02, 2.753658848127569172e+02, 2.775658267134102175e+02, 2.796782342634376732e+02, 2.766548284646530647e+02, 2.755499591438419316e+02, 2.794130084138073471e+02, 2.739749343094752589e+02, 2.787205288724243246e+02, 2.780824017471547336e+02, 2.801273695241821429e+02, 2.795433574754261485e+02, 2.772904987320713985e+02, 2.784305002384063528e+02, 2.781878255332040339e+02, 2.796755535168279039e+02
1.914000000000000000e+03, 2.780866812739294005e+02, 2.749615573197343679e+02, 2.783355874897293347e+02, 2.794804281275339690e+02, 2.775447472750331031e+02, 2.767420350150666195e+02, 2.793081616293756611e+02, 2.743273803892539604e+02, 2.792425977973798012e+02, 2.786434194674899913e+02, 2.803040977100985174e+02, 2.795559759544759117e+02, 2.777073145179796256e+02, 2.791195671378646921e+02, 2.781346049468406818e+02, 2.797430727448060566e+02
1.915000000000000000e+03, 2.786531746459374972e+02, 2.757047772171638371e+02, 2.782427349556675722e+02, 2.796398597945294000e+02, 2.779633673050651055e+02, 2.757302598096464408e+02, 2.796218336496054917e+02, 2.744853386844507099e+02, 2.791551730000431348e+02, 2.786221672746872855e+02, 2.803520689579663099e+02, 2.796864836694325049e+02, 2.777952507427802402e+02, 2.788925645220791694e+02, 2.789379532134302622e+02, 2.801536889833504347e+02
1.916000000000000000e+03, 2.789941601036119323e+02, 2.749698677134542208e+02, 2.785088904418149696e+02, 2.797390242824742472e+02, 2.777104935060705770e+02, 2.765203192842978979e+02, 2.805519942557372701e+02, 2.748080320423358103e+02, 2.795525436040830982e+02, 2.791972549651367217e+02, 2.801337018276083768e+02, 2.798644105883055317e+02, 2.779920344645179284e+02, 2.791723225618399056e+02, 2.785980211195766856e+02, 2.797539182628880212e+02
1.917000000000000000e+03, 2.789612001728969517e+02, 2.755444030079314643e+02, 2.784720310457493611e+02, 2.799873080111219110e+02, 2.774232082883108319e+02, 2.760387556017821566e+02, 2.800295923847610311e+02, 2.751734508640016656e+02, 2.789252640642163783e+02, 2.793225615119595204e+02, 2.799354055780313502e+02, 2.797723256882017040e+02, 2.776393104233240479e+02, 2.796401177696136529e+02, 2.788267245022493057e+02, 2.805538678374837787e+02
1.918000000000000000e+03, 2.781582904988683822e+02, 2.753935489524193940e+02, 2.781716113577289775e+02, 2.798769529795238782e+02, 2.775280681813960086e+02, 2.765206170933724934e+02, 2.795782106463447008e+02, 2.743752904358664182e+02, 2.792323289000404998e+02, 2.784886140021329766e+02, 2.803822548562924339e+02, 2.798435109689709179e+02, 2.780753837353757945e+02, 2.793186446594951349e+02, 2.784297492945136696e+02, 2.800720279430980781e+02
1.919000000000000000e+03, 2.794811041413456110e+02, 2.756782913439817548e+02, 2.787501159792543604e+02, 2.799924467980033569e+02, 2.774894137888023238e+02, 2.765395039663520720e+02, 2.795658452304512025e+02, 2.743574058445910850e+02, 2.790608571361692611e+02, 2.789589816118850649e+02, 2.811439182044554741e+02, 2.798802424843907488e+02, 2.780133169052517133e+02, 2.791354863999770259e+02, 2.790150934427831544e+02, 2.802862420874171221e+02
1.920000000000000000e+03, 2.793318822998887754e+02, 2.759576243811747531e+02, 2.786457234323119678e+02, 2.798222751997506634e+02, 2.782773985354343154e+02, 2.760348932598799934e+02, 2.793480303660915638e+02, 2.743804195792980067e+02, 2.794703405171569557e+02, 2.781977751138531971e+02, 2.806400411689788825e+02, 2.797576347872376914e+02, 2.777197131209553618e+02, 2.793681376550646860e+02, 2.788100116184121475e+02, 2.799160283900888544e+02
1.921000000000000000e+03, 2.782824984272536994e+02, 2.760529684235153809e+02, 2.783688931755276030e+02, 2.796982189490484529e+02, 2.777967722206065559e+02, 2.769900009898543658e+02, 2.801455231629350351e+02, 2.745500179269281489e+02, 2.792265218634002508e+02, 2.789223129340216474e+02, 2.810952284657561790e+02, 2.798306618636603957e+02, 2.778704075553095549e+02, 2.794504366537652800e+02, 2.793085084879936062e+02, 2.800232156886580128e+02
1.922000000000000000e+03, 2.791851407635880378e+02, 2.751067221612266849e+02, 2.785504063978597173e+02, 2.800427684856951487e+02, 2.781108184921012025e+02, 2.771101146324145361e+02, 2.802102233444807098e+02, 2.752682056948225977e+02, 2.789787938348842999e+02, 2.794307516156255247e+02, 2.803100587070967435e+02, 2.800909881715115830e+02, 2.776403236295931833e+02, 2.795758514870476574e+02, 2.797164905239969812e+02, 2.803524934377174986e+02
1.923000000000000000e+03, 2.785264545512378618e+02, 2.748078024787346862e+02, 2.783627590539068137e+02, 2.788197769267188733e+02, 2.778172154860337173e+02, 2.768545450288679604e+02, 2.796761920867596700e+02, 2.744375623040762662e+02, 2.789366419846352869e+02, 2.800518320717572465e+02, 2.806346014714432613e+02, 2.794850425767283468e+02, 2.776244177068884937e+02, 2.788986184997226019e+02, 2.792421456770149462e+02, 2.803340139708396919e+02
1.924000000000000000e+03, 2.798012882398379588e+02, 2.758426261894509821e+02, 2.781164178802601441e+02, 2.795837772337737306e+02, 2.773417041306575470e+02, 2.764622646704127646e+02, 2.793585662948963773e+02, 2.743431352044178766e+02, 2.792312061022767011e+02, 2.791564269268604903e+02, 2.812711271629941052e+02, 2.793904898458734465e+02, 2.782184921247217630e+02, 2.796328122178516082e+02, 2.786090639324810354e+02, 2.806082505377358416e+02
1.925000000000000000e+03, 2.794075299545097550e+02, 2.759785351016075765e+02, 2.785653867843693092e+02, 2.795998539463031420e+02, 2.780324864567925260e+02, 2.769711984233113071e+02, 2.802978703657017263e+02, 2.750425001440008259e+02, 2.791383037545694492e+02, 2.786903824646802263e+02, 2.806111883056086072e+02, 2.796059824419087931e+02, 2.781559051787436943e+02, 2.792308624782568245e+02, 2.786318272003459811e+02, 2.811081379366871147e+02
1.926000000000000000e+03, 2.788908623084268470e+02, 2.758814602007463463e+02, 2.789751673384283208e+02, 2.795862208699136318e+02, 2.776125060728098788e+02, 2.769514950102602029e+02, 2.802229903918694731e+02, 2.749519675706414432e+02, 2.786930645930271453e+02, 2.791639466438033992e+02, 2.801896946296448618e+02, 2.794680178145816285e+02, 2.776413866147926228e+02, 2.787981681722455960e+02, 2.786126567198328985e+02, 2.803594441191726219e+02
1.927000000000000000e+03, 2.795922909183597085e+02, 2.757490654718101268e+02, 2.785056526284761844e+02, 2.795076554808609330e+02, 2.779850486898554891e+02, 2.763972714479261867e+02, 2.796546102735950967e+02, 2.745813448214407799e+02, 2.794666535781830135e+02, 2.790164891463595609e+02, 2.804217176115407142e+02, 2.799379564100311768e+02, 2.775856240268239503e+02, 2.796380733000788155e+02, 2.781956689822157500e+02, 2.800357176368819978e+02
1.928000000000000000e+03, 2.793309530560587177e+02, 2.750569478021516261e+02, 2.788765612495506616e+02, 2.791909206430435120e+02, 2.781640856977136309e+02, 2.769201802315793088e+02, 2.804574368813687784e+02, 2.748060324288740617e+02, 2.789792471545640637e+02, 2.792502408679524137e+02, 2.808347134866683632e+02, 2.795482123108293990e+02, 2.776712921313173297e+02, 2.794745152029015003e+02, 2.786990456095129503e+02, 2.801842696084245858e+02
1.929000000000000000e+03, 2.787348433145425020e+02, 2.761191002393393887e+02, 2.788673407233537205e+02, 2.795209065351906474e+02, 2.774162595714061581e+02, 2.764685020077817512e+02, 2.803209038514445979e+02, 2.742486091714111467e+02, 2.794134711658024912e+02, 2.796303864186572810e+02, 2.804023436403245455e+02, 2.794635805370284629e+02, 2.775275318099714355e+02, 2.792034218408796278e+02, 2.789661208540904340e+02, 2.802759762956247300e+02
1.930000000000000000e+03, 2.791804875100433492e+02, 2.755646439389114448e+02, 2.784819360826269303e+02, 2.797754348448734731e+02, 2.777064546764095780e+02, 2.763006532855685577e+02, 2.801101939798300577e+02, 2.742687043812613297e+02, 2.794254056705252651e+02, 2.783368885415766272e+02, 2.807378046740992090e+02, 2.799598817955055097e+02, 2.779402030153739247e+02, 2.788858162511303362e+02, 2.790075792190344259e+02, 2.798784225320719088e+02
1.931000000000000000e+03, 2.787308472758959965e+02, 2.756372188910066825e+02, 2.784258901863178153e+02, 2.796731042966850964e+02, 2.767294195041312150e+02, 2.763554822804186983e+02, 2.795156058500234622e+02, 2.745808709693174592e+02, 2.794131367722534947e+02, 2.793515486076055367e+02, 2.804853444487471847e+02, 2.800615529461983897e+02, 2.781563670393709344e+02, 2.789872681716983038e+02, 2.784134894133563876e+02, 2.802048842259452499e+02
1.932000000000000000e+03, 2.789998051770608640e+02, 2.758435834975069838e+02, 2.787724440686050684e+02, 2.803514796649693608e+02, 2.774470212315026743e+02, 2.764229334119589225e+02, 2.797865588240323973e+02, 2.751438858526663580e+02, 2.792205155469188185e+02, 2.785775053587221350e+02, 2.807411667853702397e+02, 2.797959311091724999e+02, 2.774319054686451409e+02, 2.795470062643793767e+02, 2.788739809984923568e+02, 2.796475533210174262e+02
1.933000000000000000e+03, 2.786821064674687136e+02, 2.758318581345824896e+02, 2.785187842960161788e+02, 2.797391862179675854e+02, 2.774220713675546790e+02, 2.760881539481637219e+02, 2.798336935867242232e+02, 2.743298043357704046e+02, 2.792259254524703351e+02, 2.792081834719287485e+02, 2.799057246625669109e+02, 2.799476083690439054e+02, 2.777513935714087552e+02, 2.794325272147673900e+02, 2.779099941384565113e+02, 2.804206537675254367e+02
1.934000000000000000e+03, 2.785434552894939202e+02, 2.758546944971567996e+02, 2.785970041280288001e+02, 2.798842856071904066e+02, 2.774929993140656279e+02, 2.766464644443287852e+02, 2.800678395529609475e+02, 2.749951221466091056e+02, 2.787244684357609117e+02, 2.790262763276901410e+02, 2.804094293095687362e+02, 2.794491856649362944e+02, 2.777361807488235854e+02, 2.790410897337794154e+02, 2.789540035486110696e+02, 2.805440753299055814e+02
1.935000000000000000e+03, 2.787998735806687591e+02, 2.760052696733599191e+02, 2.784413668071701977e+02, 2.793278303984015452e+02, 2.775985768371246536e+02, 2.764774261447328740e+02, 2.800387255810423426e+02, 2.747975244143402165e+02, 2.792744049284648895e+02, 2.794947677809511219e+02, 2.806135379908230902e+02, 2.797326807285965060e+02, 2.783278264191947642e+02, 2.790425128229412621e+02, 2.786333511910037259e+02, 2.807880664180475492e+02
1.936000000000000000e+03, 2.787314179383456576e+02, 2.757716911658145591e+02, 2.784713878992748164e+02, 2.796833715382937839e+02, 2.781093828631443898e+02, 2.768165054617845158e+02, 2.800231456167452961e+02, 2.742124721416759030e+02, 2.793630216166905598e+02, 2.795274783870222564e+02, 2.807312907926307730e+02, 2.795868158807285795e+02, 2.778989410094889649e+02, 2.794712616891307562e+02, 2.785726692544545244e+02, 2.804730750032661035e+02
1.937000000000000000e+03, 2.793154798324875969e+02, 2.758497572632706465e+02, 2.783650306553996074e+02, 2.793098855256288857e+02, 2.775735426538651041e+02, 2.765262344157532652e+02, 2.801649044885102171e+02, 2.752134012470457947e+02, 2.792740477003015371e+02, 2.793257235672343199e+02, 2.803972990282639444e+02, 2.796727403287471816e+02, 2.781481276439001817e+02, 2.791349109898665120e+02, 2.783051195714241430e+02, 2.806990209360899371e+02
1.938000000000000000e+03, 2.791209300859030122e+02, 2.762322162132337553e+02, 2.785349255015741505e+02, 2.798097735079657014e+02, 2.777107336404521334e+02, 2.775312561793065242e+02, 2.798899593143488573e+02, 2.750940423538521600e+02, 2.793246727872596580e+02, 2.795709688863848328e+02, 2.804396384952253243e+02, 2.793428968807044157e+02, 2.774201409257496493e+02, 2.795492099850642944e+02, 2.789665436585341922e+02, 2.804898838355791781e+02
1.939000000000000000e+03, 2.789273608761658352e+02, 2.754777496082254515e+02, 2.785418389841589715e+02, 2.798904480447538390e+02, 2.782227310879363813e+02, 2.761687462415582104e+02, 2.796495088593173932e+02, 2.750591703523821252e+02, 2.788867419473800169e+02, 2.790770371612885583e+02, 2.803147268672502150e+02, 2.798683840272110501e+02, 2.784237474000335624e+02, 2.792914016023076442e+02, 2.784492474979150529e+02, 2.795996085348722886e+02
1.940000000000000000e+03, 2.783941250178959308e+02, 2.759572619296948233e+02, 2.782556165821457057e+02, 2.799281895403786393e+02, 2.782140001740086177e+02, 2.772197088964799150e+02, 2.805196542937767958e+02, 2.745832257067745559e+02, 2.789080561804540821e+02, 2.790611680411773250e+02, 2.805127179709153893e+02, 2.801668596148064694e+02, 2.776645616516791506e+02, 2.798356498489640103e+02, 2.788574208652070752e+02, 2.799422105003041565e+02
1.941000000000000000e+03, 2.785984855430880884e+02, 2.762719637612322003e+02, 2.784409687679922740e+02, 2.798448989234890405e+02, 2.773549450207600557e+02, 2.764580409124750418e+02, 2.798928794931624111e+02, 2.752544222800603393e+02, 2.795088478732632211e+02, 2.795283870680207201e+02, 2.805854707023506194e+02, 2.804366563627361302e+02, 2.775822716791159337e+02, 2.795791818840565384e+02, 2.784717267252825081e+02, 2.803742190389166353e+02
1.942000000000000000e+03, 2.787490034707931841e+02, 2.754069969059594882e+02, 2.789263095035657329e+02, 2.795807354706229262e+02, 2.781345067834642464e+02, 2.767657870585530873e+02, 2.804344290344299679e+02, 2.751197075868428783e+02, 2.794208193327833101e+02, 2.787043992589005938e+02, 2.802059898554675783e+02, 2.798459015120627669e+02, 2.777186869200231172e+02, 2.794926361151496508e+02, 2.792567900578400213e+02, 2.802499759579201282e+02
1.943000000000000000e+03, 2.783991897519417194e+02, 2.756882784415942638e+02, 2.776721432216715471e+02, 2.796750778166831424e+02, 2.780823345799872186e+02, 2.769090928996724301e+02, 2.800802040672602402e+02, 2.752817435779065818e+02, 2.792154509729507481e+02, 2.794142554822512352e+02, 2.805474029532994678e+02, 2.796127475345273865e+02, 2.773947023974162107e+02, 2.790054706634304580e+02, 2.785062048367375951e+02, 2.804180235283836851e+02
1.944000000000000000e+03, 2.786302763315448487e+02, 2.758545053386420136e+02, 2.781042090628606616e+02, 2.795198535789317589e+02, 2.776883570940545951e+02, 2.769537124015096197e+02, 2.798859002831329121e+02, 2.746411533087548378e+02, 2.795443345858500948e+02, 2.792034594465059172e+02, 2.806610283151947556e+02, 2.789802791840749023e+02, 2.776085578274834234e+02, 2.792515306641615211e+02, 2.782624135159426828e+02, 2.803996514729546448e+02
1.945000000000000000e+03, 2.785533771408422581e+02, 2.758259459722205520e+02, 2.783401249976985810e+02, 2.801150357712478467e+02, 2.782185438584457415e+02, 2.766366088892192465e+02, 2.810193631727021284e+02, 2.748923473496184897e+02, 2.796928473546377631e+02, 2.794888226248100409e+02, 2.804555689171394306e+02, 2.795823565632938994e+02, 2.779167455040730488e+02, 2.796851354824433429e+02, 2.791767068274818939e+02, 2.799562068033183664e+02
1.946000000000000000e+03, 2.790083220623467923e+02, 2.759672576592470250e+02, 2.778266012625666121e+02, 2.798883442925576901e+02, 2.776415881823101586e+02, 2.769918434773678655e+02, 2.802359929100056775e+02, 2.749314520296737783e+02, 2.796484875675113244e+02, 2.794997335708233095e+02, 2.807026541453568598e+02, 2.793686360603942376e+02, 2.779458493090989464e+02, 2.793381173328003797e+02, 2.791071993310853259e+02, 2.807373010855024518e+02
1.947000000000000000e+03, 2.791318548040735550e+02, 2.756054375832461574e+02, 2.788597318712707533e+02, 2.800505934396427961e+02, 2.780662671602883051e+02, 2.762435777688683061e+02, 2.796698600031478463e+02, 2.747409104350088569e+02, 2.793448102766823240e+02, 2.792620683897171148e+02, 2.805918176661193115e+02, 2.797498015701762597e+02, 2.773524855418329480e+02, 2.788432800829470466e+02, 2.789790550134210321e+02, 2.797845825043625609e+02
1.948000000000000000e+03, 2.788702279142117959e+02, 2.756586886281038460e+02, 2.788586475956998925e+02, 2.799174619633112684e+02, 2.774936975370362688e+02, 2.769404890337976326e+02, 2.798857559171299840e+02, 2.752851191683563457e+02, 2.794878389058106904e+02, 2.791377122531695250e+02, 2.805512881845585866e+02, 2.798813315059078377e+02, 2.777076428560220052e+02, 2.793297035774419328e+02, 2.783314814175257652e+02, 2.795432808951489392e+02
1.949000000000000000e+03, 2.784438841019481288e+02, 2.758496396947285234e+02, 2.785320568247062738e+02, 2.799699041766284040e+02, 2.782880012481401764e+02, 2.769070163691693551e+02, 2.803563624869539126e+02, 2.751468731480147198e+02, 2.791897754009843311e+02, 2.792570103747690951e+02, 2.809835550182804127e+02, 2.800324845253283002e+02, 2.773711528733945215e+02, 2.801832678186655698e+02, 2.791606527556522224e+02, 2.800661027630043236e+02
1.950000000000000000e+03, 2.792828124407510018e+02, 2.761253239722786361e+02, 2.790662221060281354e+02, 2.800710925859018516e+02, 2.781438167632920795e+02, 2.765258047086202851e+02, 2.803433179088481211e+02, 2.757011813820003567e+02, 2.792113227983293200e+02, 2.794281054231612416e+02, 2.812621388469188446e+02, 2.799940878550015100e+02, 2.772244210144501153e+02, 2.792868048286708813e+02, 2.785642238267172957e+02, 2.801311183693354110e+02
1.951000000000000000e+03, 2.786612559721399407e+02, 2.762414349572058541e+02, 2.781334232974730867e+02, 2.797909886228588334e+02, 2.784056527140172648e+02, 2.763326402499650385e+02, 2.800116144760543193e+02, 2.748959407888433475e+02, 2.792625711717686272e+02, 2.796054603124766800e+02, 2.805870738704826408e+02, 2.801329788552009177e+02, 2.780075269448320796e+02, 2.791911527681893403e+02, 2.792895508263025022e+02, 2.800404540187812472e+02
1.952000000000000000e+03, 2.794691906965217640e+02, 2.761306528777629978e+02, 2.781875880657232187e+02, 2.794763435524101851e+02, 2.779000174026530772e+02, 2.764136359171295112e+02, 2.799297012098666642e+02, 2.750239369431340037e+02, 2.791372798580230210e+02, 2.794047247921911890e+02, 2.799396181355832027e+02, 2.793572182573873306e+02, 2.777235563333017581e+02, 2.789905900673907695e+02, 2.786618564034313863e+02, 2.803094811469468937e+02
1.953000000000000000e+03, 2.789263999343764340e+02, 2.756045019980689972e+02, 2.788465365464863908e+02, 2.794154844841714862e+02, 2.776230143774066619e+02, 2.767916075052995097e+02, 2.805405196996272252e+02, 2.750635631678686082e+02, 2.790512303774791576e+02, 2.793839819276943786e+02, 2.797727174856459555e+02, 2.799814190938450906e+02, 2.777271341130731344e+02, 2.789555395504427224e+02, 2.789585009116807441e+02, 2.804485394996415266e+02
1.954000000000000000e+03, 2.789797790608818673e+02, 2.757637541527547569e+02, 2.782215388027807421e+02, 2.795328598704943488e+02, 2.775756335425776342e+02, 2.769873336280597300e+02, 2.798859926593232785e+02, 2.749487542143714904e+02, 2.789487208457776433e+02, 2.788344069489733670e+02, 2.808041671674255895e+02, 2.794494473747102461e+02, 2.777520606804139334e+02, 2.796352011630671655e+02, 2.794173669198600578e+02, 2.803217708368300691e+02
1.955000000000000000e+03, 2.785141074549283076e+02, 2.760153537211404000e+02, 2.786455584707237563e+02, 2.791943621107940885e+02, 2.782548976146599671e+02, 2.764829361187071868e+02, 2.805850206285539343e+02, 2.757065898952803877e+02, 2.796570008251043760e+02, 2.790677561584238333e+02, 2.809193039433366721e+02, 2.794484351954145609e+02, 2.780336509053530563e+02, 2.791144121762547456e+02, 2.784279957429075125e+02, 2.800397502838939090e+02
1.956000000000000000e+03, 2.793369273037296807e+02, 2.754399454373409526e+02, 2.787373916117320505e+02, 2.792689971494210681e+02, 2.781454478153399918e+02, 2.765721659703353907e+02, 2.805513098523635449e+02, 2.750987274675397316e+02, 2.795925154999459892e+02, 2.793208429132537276e+02, 2.807591141628593618e+02, 2.801993888923343548e+02, 2.782167908799028737e+02, 2.788178136735746193e+02, 2.788156977357099322e+02, 2.787324675940317888e+02
1.957000000000000000e+03, 2.785779846081064193e+02, 2.759395343807842664e+02, 2.788658646371695227e+02, 2.793884287034072713e+02, 2.776853121137742164e+02, 2.766305973417966584e+02, 2.800204453442091221e+02, 2.748924483716658074e+02, 2.789317899915049566e+02, 2.791123562556228990e+02, 2.807571948219847400e+02, 2.798996358404455123e+02, 2.776376123042677477e+02, 2.790457851298926926e+02, 2.788155460619536825e+02, 2.800689177868632669e+02
1.958000000000000000e+03, 2.796634453162072305e+02, 2.757426879166660569e+02, 2.788396041615363856e+02, 2.787108839475815785e+02, 2.778967179970077268e+02, 2.767818435622954212e+02, 2.799543374081732168e+02, 2.750744647806491798e+02, 2.789971941177244616e+02, 2.793718145920053644e+02, 2.806578436530703016e+02, 2.799380933623193641e+02, 2.771395580344097880e+02, 2.798230997933272874e+02, 2.790080421706292668e+02, 2.802021440298915422e+02
1.959000000000000000e+03, 2.793574183727670288e+02, 2.757833814452158663e+02, 2.786289032157815768e+02, 2.793338346376839354e+02, 2.776859075723891124e+02, 2.769870220088186556e+02, 2.799125731560803274e+02, 2.749428223992736662e+02, 2.788135168921332365e+02, 2.793095963283316223e+02, 2.799304987819990629e+02, 2.799773910182387908e+02, 2.774298867123745254e+02, 2.796776532099505630e+02, 2.783255522636020487e+02, 2.795672464872109231e+02
1.960000000000000000e+03, 2.792446597405643729e+02, 2.749255354741077895e+02, 2.783724015077776244e+02, 2.796253553267438292e+02, 2.780264063408605466e+02, 2.766270346068871504e+02, 2.797609738538461102e+02, 2.755590538737566249e+02, 2.791008383514101752e+02, 2.794144962275566968e+02, 2.799850696419767360e+02, 2.800681608189257759e+02, 2.775685485397069669e+02, 2.797954719674401076e+02, 2.784309776036689641e+02, 2.800830454627579797e+02
1.961000000000000000e+03, 2.790371627188025059e+02, 2.759277852200518169e+02, 2.779630718675526850e+02, 2.798123541811206110e+02, 2.780329184979182742e+02, 2.769616433626675303e+02, 2.805499030884746503e+02, 2.751970799401991030e+02, 2.790254980871860084e+02, 2.796313042787833183e+02, 2.804848055559194790e+02, 2.800997451644196303e+02, 2.774518659202182675e+02, 2.797993542567798499e+02, 2.782529442838548448e+02, 2.801135693472604089e+02
1.962000000000000000e+03, 2.792926833187620446e+02, 2.760164923136086941e+02, 2.782540769750160052e+02, 2.795910464916993874e+02, 2.777771075347733358e+02, 2.767717916109262433e+02, 2.798776325199024200e+02, 2.754962501410270193e+02, 2.787894099347192309e+02, 2.795395827636980357e+02, 2.800264053953118264e+02, 2.793478478847607676e+02, 2.776811983310913092e+02, 2.795795672467945110e+02, 2.785352477348085927e+02, 2.799724934480715888e+02
1.963000000000000000e+03, 2.794266815478502508e+02, 2.751432369976974428e+02, 2.782743116955217033e+02, 2.792748034675543067e+02, 2.778701039952681526e+02, 2.761729033873491517e+02, 2.797961325510682400e+02, 2.750750594783866063e+02, 2.797752573686369146e+02, 2.794128156628886472e+02, 2.807475520950513896e+02, 2.795310040798573823e+02, 2.776839424054133474e+02, 2.795397798944604233e+02, 2.782668245048672588e+02, 2.798954640329743597e+02
1.964000000000000000e+03, 2.788321109328820739e+02, 2.755510692049374484e+02, 2.778972617337782935e+02, 2.794843103153391439e+02, 2.773746014994720213e+02, 2.767707649423508087e+02, 2.800670328410924412e+02, 2.745561615378065881e+02, 2.794775567827950340e+02, 2.788793615988875558e+02, 2.804102574641462411e+02, 2.798165613364737396e+02, 2.776128961643752859e+02, 2.794846753824456300e+02, 2.780681846746438737e+02, 2.794175466957964318e+02
1.965000000000000000e+03, 2.788945518913615160e+02, 2.760721610611510641e+02, 2.780296596327661973e+02, 2.788687146213207484e+02, 2.779925570044818528e+02, 2.763357208333295603e+02, 2.794903618946390225e+02, 2.743085395843801280e+02, 2.791707134422893546e+02, 2.785214231856867286e+02, 2.798592216527381424e+02, 2.797555535170024541e+02, 2.773608370789743276e+02, 2.793306051530607874e+02, 2.785417674756012048e+02, 2.798092405990681755e+02
1.966000000000000000e+03, 2.798730953848683498e+02, 2.764909640462045672e+02, 2.784181638322990011e+02, 2.793767519861106621e+02, 2.779243925662619858e+02, 2.767924531482867678e+02, 2.800520806904094115e+02, 2.750583464926097008e+02, 2.790983278876283293e+02, 2.796694797776693804e+02, 2.799489914267921336e+02, 2.796997950460694824e+02, 2.775459098834400038e+02, 2.794392144332297221e+02, 2.787731006406349934e+02, 2.798386589920489200e+02
1.967000000000000000e+03, 2.784680540542207723e+02, 2.759676650897525292e+02, 2.784184856534009782e+02, 2.786493665685967471e+02, 2.775034476025643357e+02, 2.775067027874796395e+02, 2.797860821121800541e+02, 2.748517283798824451e+02, 2.791293739388746644e+02, 2.786286227242822520e+02, 2.803427722286694461e+02, 2.796939186885211370e+02, 2.776483644111191325e+02, 2.791388224113274532e+02, 2.788132279319360691e+02, 2.797843612537678268e+02
1.968000000000000000e+03, 2.790439012890543609e+02, 2.755644765419017403e+02, 2.775825884963763883e+02, 2.787751251874869922e+02, 2.777239555352330171e+02, 2.770017930461639253e+02, 2.798553173674039840e+02, 2.752861452487611587e+02, 2.789231701951040350e+02, 2.787681109001864570e+02, 2.802397710231799124e+02, 2.790616144230093028e+02, 2.772879516470536032e+02, 2.792073186293371805e+02, 2.780912765767124029e+02, 2.797558298925586655e+02
1.969000000000000000e+03, 2.789474032448291041e+02, 2.757925568975668398e+02, 2.776804812554711361e+02, 2.792433708678835842e+02, 2.771677717811123216e+02, 2.763546585059195309e+02, 2.797234257063983591e+02, 2.747089737363329505e+02, 2.789590598911277652e+02, 2.793549605722338356e+02, 2.799373477666421763e+02, 2.795372166412058732e+02, 2.775191495480381718e+02, 2.793168273945435089e+02, 2.777728460056630411e+02, 2.802890231978631732e+02
1.970000000000000000e+03, 2.792077631183078665e+02, 2.753880758033807297e+02, 2.776467809514985561e+02, 2.787607792110284208e+02, 2.775662944178500311e+02, 2.764172175127751530e+02, 2.800673935818769564e+02, 2.752132202063031627e+02, 2.786898567378568146e+02, 2.794347467457084235e+02, 2.796040197220297046e+02, 2.802225188627207899e+02, 2.771978802531521069e+02, 2.791323146120529373e+02, 2.789047707735564927e+02, 2.800114730417316764e+02
1.971000000000000000e+03, 2.790776682121924637e+02, 2.752480608446528549e+02, 2.775974229656395664e+02, 2.786788585835477647e+02, 2.784780188074183229e+02, 2.768279705966476172e+02, 2.797360326032508056e+02, 2.748183847037306577e+02, 2.786668221501378753e+02, 2.792388831525653927e+02, 2.799610446137357371e+02, 2.797954817785106343e+02, 2.773725812451196475e+02, 2.787959058118394751e+02, 2.783089683622432062e+02, 2.796383169908528998e+02
1.972000000000000000e+03, 2.792997439983787444e+02, 2.755442593450580944e+02, 2.780220708000690593e+02, 2.788137817698241179e+02, 2.782079888319515248e+02, 2.768151457056462732e+02, 2.799151035032140271e+02, 2.754322615582976823e+02, 2.795865314106403048e+02, 2.793065622576020814e+02, 2.803559222625982557e+02, 2.792713361618617682e+02, 2.772859874371391129e+02, 2.791549770907100765e+02, 2.783996966052059747e+02, 2.800366476889652745e+02
1.973000000000000000e+03, 2.797225267809396314e+02, 2.758770719837932575e+02, 2.781679763856853924e+02, 2.793817190316349297e+02, 2.771371106155970665e+02, 2.766438016793449037e+02, 2.798543853994503365e+02, 2.753528862493596421e+02, 2.784481659118969219e+02, 2.788688613449446621e+02, 2.797428911989973130e+02, 2.794694836921797219e+02, 2.778972138296965113e+02, 2.795390195283038679e+02, 2.781570321581835401e+02, 2.802487118532885688e+02
