year, GFDL-ESM4, IPSL-CM6A-LR, TaiESM1, CanESM5, MPI-ESM1-2-LR, CNRM-ESM2-1, NorESM2-LM, ACCESS-ESM1-5, NorESM2-MM, MIROC-ES2L, CESM2-WACCM, EC-Earth3-Veg, CMCC-CM2-SR5
1.925000000000000000e+03, 1.237249181516957464e+01, 6.055018584345114974e+00, 1.631334721197300830e+00, 7.752808961796708864e+00, 2.303553443282596191e+01, 2.094093578704725189e+01, 3.397497908743777550e+00, 5.024160612066688181e+00, 3.509942396868710901e+00, 1.757610279372397954e+01, 3.820420681755752668e+00, 4.158729476661367386e+00, 4.650376444210078120e+00
1.926000000000000000e+03, 1.243882301240270216e+01, 6.050097557623308475e+00, 1.666570480685550804e+00, 7.735921411850229745e+00, 2.312388169624957257e+01, 2.107256493346653770e+01, 3.461838216534647295e+00, 5.054129673597365979e+00, 3.477410480455199515e+00, 1.754624512408226522e+01, 3.767107847301829349e+00, 4.126708922971087823e+00, 4.963195571221524105e+00
1.927000000000000000e+03, 1.244072107750788270e+01, 6.070295046109210446e+00, 1.742340968176013138e+00, 7.560724867799898163e+00, 2.302700677087234382e+01, 2.105950260633333571e+01, 3.612575863105154106e+00, 5.069251045164161695e+00, 3.500919262884004901e+00, 1.740390274931387538e+01, 3.819531197099800046e+00, 4.102408650916587796e+00, 5.043988239398538909e+00
1.928000000000000000e+03, 1.242257067678388971e+01, 6.081906677143606110e+00, 1.695999899591611015e+00, 7.561414655234789173e+00, 2.298397679426775042e+01, 2.108196739668361630e+01, 3.621118784944671987e+00, 5.086267037094288845e+00, 3.525307534409976906e+00, 1.732477864405946733e+01, 3.876446590725886487e+00, 4.083908396284456011e+00, 5.145361677657825261e+00
1.929000000000000000e+03, 1.247160529255382322e+01, 6.122273525393587157e+00, 1.607878447810745959e+00, 7.766542593735604072e+00, 2.313470155321364530e+01, 2.113881636689070831e+01, 3.513045242934655477e+00, 5.108821502053366714e+00, 3.510488377433315321e+00, 1.728166534505102092e+01, 3.919365843257045956e+00, 4.053911698125325813e+00, 4.947876577999206660e+00
1.930000000000000000e+03, 1.248621161992227080e+01, 6.105447300212881068e+00, 1.635856941967551048e+00, 7.705323963137032273e+00, 2.313775505705955027e+01, 2.118923938389026063e+01, 3.493947601610006615e+00, 5.096237995957086930e+00, 3.518739323692284593e+00, 1.729166938722358182e+01, 3.968639692748697989e+00, 4.137322818552467751e+00, 5.039390622127451813e+00
1.931000000000000000e+03, 1.251133344282368220e+01, 6.108494184561487295e+00, 1.617098917528930091e+00, 7.587321969396326971e+00, 2.311400711481915238e+01, 2.121107808063028344e+01, 3.500605305906979936e+00, 5.097481370498290865e+00, 3.481816657232428724e+00, 1.732682715129229933e+01, 3.953364033226919538e+00, 4.205576251929278975e+00, 4.729271184792494864e+00
1.932000000000000000e+03, 1.245545183653556975e+01, 6.137137353876256363e+00, 1.653049145707272904e+00, 7.465437903068998793e+00, 2.311809656382547473e+01, 2.127768663179553954e+01, 3.495353156799204886e+00, 5.082199700686675925e+00, 3.521388752945865619e+00, 1.741935286157973550e+01, 3.775375966452004128e+00, 4.236791792416160440e+00, 4.908773867494547360e+00
1.933000000000000000e+03, 1.239407967134803101e+01, 6.140006816893631481e+00, 1.811137525583778496e+00, 7.524372600963741498e+00, 2.313445394021473689e+01, 2.134194935785448166e+01, 3.470394320155677725e+00, 5.079834062797119465e+00, 3.577627045579473641e+00, 1.748992215209164769e+01, 3.675831422008389637e+00, 4.151041095755065413e+00, 4.652841943146272641e+00
1.934000000000000000e+03, 1.251221765409618669e+01, 6.140491922479369258e+00, 1.637297790730468439e+00, 7.584250081126048926e+00, 2.319224133432451396e+01, 2.141851665663978821e+01, 3.502785307928704128e+00, 5.093979164871975662e+00, 3.528405124306165153e+00, 1.747747012375470632e+01, 3.657896946726324039e+00, 4.164017298720835925e+00, 4.961605506473097726e+00
1.935000000000000000e+03, 1.258827359728957873e+01, 6.144933141026105439e+00, 1.553589476636711098e+00, 7.594367953068156929e+00, 2.317708895730627461e+01, 2.144315114333834416e+01, 3.619149177450121435e+00, 5.102731859468043751e+00, 3.440753267286145167e+00, 1.744424785823149904e+01, 3.820418213564205967e+00, 4.073600638351178915e+00, 5.068043970214580085e+00
1.936000000000000000e+03, 1.264559361620159805e+01, 6.124632012308611095e+00, 1.568312943937238746e+00, 7.415890402972799222e+00, 2.312839479948732446e+01, 2.147207045731366293e+01, 3.736322582762644728e+00, 5.121881891515773333e+00, 3.405701074601382050e+00, 1.741700479456332218e+01, 3.813645597931145215e+00, 3.897698368037907368e+00, 4.805273274871415978e+00
1.937000000000000000e+03, 1.260873675842543662e+01, 6.092437004501651820e+00, 1.733080510871350066e+00, 7.436228452414435530e+00, 2.306010033222188937e+01, 2.145876004267870485e+01, 3.723477509379878203e+00, 5.149701835530023253e+00, 3.414246113799117133e+00, 1.742510998059770344e+01, 3.656488382648748647e+00, 3.913585675092070115e+00, 4.754591718135366740e+00
1.938000000000000000e+03, 1.253796201033189739e+01, 6.107830554973659787e+00, 1.743265974713364308e+00, 7.494774378734049058e+00, 2.305941815099839332e+01, 2.136472605097744193e+01, 3.611774277341142536e+00, 5.143636460648489006e+00, 3.355627215567824173e+00, 1.746150690323494814e+01, 3.655588065392770591e+00, 4.012315833935495846e+00, 4.761691239254623120e+00
1.939000000000000000e+03, 1.254858000030303522e+01, 6.137156497604040695e+00, 1.661013684465384888e+00, 7.708524919227885519e+00, 2.306750134852474687e+01, 2.152597900279030796e+01, 3.497298118511515952e+00, 5.156745736702736060e+00, 3.454914309785888982e+00, 1.750026434095609673e+01, 3.741311890683442609e+00, 4.039718853181653024e+00, 4.608241568359140672e+00
1.940000000000000000e+03, 1.254085120365063588e+01, 6.164957416319015060e+00, 1.768830947646413021e+00, 7.811282665304565498e+00, 2.301534589028540267e+01, 2.154083235143975017e+01, 3.418092150245684469e+00, 5.183836010399329730e+00, 3.457213500096520509e+00, 1.753602390361954022e+01, 3.845940331870261186e+00, 4.007275431383670927e+00, 4.998387557543655824e+00
1.941000000000000000e+03, 1.258764788722172767e+01, 6.183296858616111003e+00, 1.672166428099950863e+00, 7.686074508245162917e+00, 2.298056239478193774e+01, 2.151505781555665919e+01, 3.479096917722088289e+00, 5.186019465014574337e+00, 3.487117622410045303e+00, 1.753697410339276175e+01, 3.886948675025167610e+00, 3.920834600371976286e+00, 5.177209286899084439e+00
1.942000000000000000e+03, 1.255547998664176568e+01, 6.191181131507512703e+00, 1.733230220684073286e+00, 7.601667729544886676e+00, 2.310100397929718596e+01, 2.160086049263811248e+01, 3.523637327981980594e+00, 5.174286435984423171e+00, 3.505368738699397912e+00, 1.751179879909148696e+01, 3.727779652646151742e+00, 3.976623451671753795e+00, 5.011006198491379848e+00
1.943000000000000000e+03, 1.250071104866205474e+01, 6.188976700465618208e+00, 1.739863362692966264e+00, 7.588579797168836905e+00, 2.310903719180683780e+01, 2.161257665725711519e+01, 3.520133907742441171e+00, 5.122301037576379557e+00, 3.505194823509159896e+00, 1.747255165196242999e+01, 3.674754311042559340e+00, 3.963728807185390668e+00, 4.862734936192598667e+00
1.944000000000000000e+03, 1.255106973497290213e+01, 6.184237148041937360e+00, 1.605910360198849363e+00, 7.703451139432715422e+00, 2.311166044023437394e+01, 2.157518563536092060e+01, 3.527105180044240118e+00, 5.101691748906368673e+00, 3.500248424603328967e+00, 1.751143719589315850e+01, 3.769095396478323146e+00, 3.946208316931114179e+00, 5.106549136936003208e+00
1.945000000000000000e+03, 1.263529704806954079e+01, 6.193919415567162190e+00, 1.578389566179554171e+00, 7.641783254161044425e+00, 2.311828055153645778e+01, 2.162141964062350397e+01, 3.529245809382397514e+00, 5.105990297497418950e+00, 3.574127164524032008e+00, 1.746958458469514852e+01, 3.822340680290589710e+00, 3.952782951994474381e+00, 5.053170293515342415e+00
1.946000000000000000e+03, 1.269819027727777261e+01, 6.224854775560252129e+00, 1.650717558215248015e+00, 7.728761965582497950e+00, 2.311825353757418355e+01, 2.161640540813937861e+01, 3.551125496428921835e+00, 5.094581287094363198e+00, 3.552153749087254120e+00, 1.740646825565465861e+01, 3.813805257408684035e+00, 4.057363339533677227e+00, 4.694516973617101741e+00
1.947000000000000000e+03, 1.278339539229204647e+01, 6.232408877680666315e+00, 1.723485004132079723e+00, 7.700085146031321770e+00, 2.306611346684104547e+01, 2.174894090296009352e+01, 3.635728880219967429e+00, 5.095060981597031358e+00, 3.509452373879016651e+00, 1.745414131202123897e+01, 3.852517818747485556e+00, 4.105545724624186654e+00, 4.782018041611273418e+00
1.948000000000000000e+03, 1.275738862967351750e+01, 6.222622253829061201e+00, 1.737883566235614685e+00, 7.777064391778927721e+00, 2.304750180396869652e+01, 2.180223373587722335e+01, 3.689180089414478392e+00, 5.079865100240169795e+00, 3.512127837188632196e+00, 1.755079065977171382e+01, 3.905415651260551790e+00, 4.153529354172693644e+00, 5.739014350355875038e+00
1.949000000000000000e+03, 1.276334159819293923e+01, 6.216425487966624530e+00, 1.649531794240206573e+00, 7.716766478055948397e+00, 2.301916169393979672e+01, 2.183387421339346091e+01, 3.689301966076213635e+00, 5.094752664798649633e+00, 3.524847975276368395e+00, 1.761243808347356676e+01, 3.928191666776768454e+00, 4.126247218260046701e+00, 5.211280216609163851e+00
1.950000000000000000e+03, 1.269222135002143581e+01, 6.205888406925123668e+00, 1.634921280768328877e+00, 7.757840093552986538e+00, 2.307091334220087475e+01, 2.187292246160085796e+01, 3.604506234089510208e+00, 5.103556318487429522e+00, 3.536819735316341529e+00, 1.761848888448375305e+01, 3.961186283293478549e+00, 4.075665825249923380e+00, 4.606523689886651951e+00
1.951000000000000000e+03, 1.265649798018912975e+01, 6.237318607118064406e+00, 1.694211919544328593e+00, 7.758421132852214797e+00, 2.318018016405270743e+01, 2.185324835424279755e+01, 3.503142333524666086e+00, 5.144461843773326493e+00, 3.572386859115654900e+00, 1.765461452050617197e+01, 3.945037160842030488e+00, 4.002648780461372624e+00, 5.115755058668222333e+00
1.952000000000000000e+03, 1.267433888523960483e+01, 6.224310068895166026e+00, 1.630668859098584056e+00, 7.682128078693114759e+00, 2.322885265386584308e+01, 2.192733773528934194e+01, 3.572832324622524869e+00, 5.194135209536359099e+00, 3.579935305054499306e+00, 1.768716739980336783e+01, 3.886891739929933642e+00, 3.962651559503373999e+00, 5.357868151429938663e+00
1.953000000000000000e+03, 1.270840251671319265e+01, 6.242508580551045405e+00, 1.693051333670654746e+00, 7.639000384503026098e+00, 2.320310193000025123e+01, 2.190596311876687352e+01, 3.659517824640229566e+00, 5.219236510621291458e+00, 3.599902415058854110e+00, 1.768706322059579605e+01, 3.812443244096670458e+00, 4.052592253787119958e+00, 4.814038690647810093e+00
1.954000000000000000e+03, 1.278228653606285548e+01, 6.222685715245054539e+00, 1.561620029441066704e+00, 7.644409069533712575e+00, 2.317120922771856328e+01, 2.191430150295918367e+01, 3.596149756888116222e+00, 5.241909572577633014e+00, 3.578008971190510756e+00, 1.777238169700532922e+01, 3.786560496330545256e+00, 4.063116447295165301e+00, 4.643053718941985153e+00
1.955000000000000000e+03, 1.276902112630545361e+01, 6.268117845226472973e+00, 1.718776493852310905e+00, 7.723392095005010560e+00, 2.316921742714209387e+01, 2.188098785870147722e+01, 3.552476654218204910e+00, 5.218441434969951942e+00, 3.562359550939516506e+00, 1.777520072432501053e+01, 3.883832665405804185e+00, 4.023521232061395558e+00, 4.881566962010951194e+00
1.956000000000000000e+03, 1.278334659588005628e+01, 6.307454713233677346e+00, 1.722564021210796881e+00, 7.868115871238000381e+00, 2.317827120852023626e+01, 2.193128940254245407e+01, 3.603616954132018435e+00, 5.188943124615986946e+00, 3.540940316514654018e+00, 1.772277245841614857e+01, 3.957940892432958435e+00, 3.968915178583878767e+00, 4.947533580424230415e+00
1.957000000000000000e+03, 1.278017423974951328e+01, 6.302467364774636316e+00, 1.725811817488247746e+00, 8.019595355778758261e+00, 2.315187838538262355e+01, 2.202185028789129007e+01, 3.483861010697120175e+00, 5.206125816073966739e+00, 3.558543986055139552e+00, 1.763595778296292949e+01, 3.973285907104437520e+00, 4.057045658897296292e+00, 4.702415878523296122e+00
1.958000000000000000e+03, 1.276743030668210999e+01, 6.270672334139907989e+00, 1.612064044523340289e+00, 8.004953171917113863e+00, 2.321100455174817867e+01, 2.211310931640876376e+01, 3.555054016822866814e+00, 5.200009509354960535e+00, 3.621566312700943424e+00, 1.767444091016909624e+01, 3.853878637115120576e+00, 4.055457415847875779e+00, 4.527742114603559465e+00
1.959000000000000000e+03, 1.273143706311807755e+01, 6.299419513832150486e+00, 1.608495129541287483e+00, 7.826396024175147126e+00, 2.317968586228195349e+01, 2.220864548838181207e+01, 3.735952584157603784e+00, 5.227507046553004244e+00, 3.579465382329733991e+00, 1.771112371210054803e+01, 3.800012609665476493e+00, 4.011840326637311271e+00, 4.713443165845120575e+00
1.960000000000000000e+03, 1.270415031917910120e+01, 6.305412928683014506e+00, 1.760859225176289344e+00, 7.808385329964009358e+00, 2.316430107936201210e+01, 2.220111085774165716e+01, 3.715929794387278218e+00, 5.246329915626306573e+00, 3.627135262474658450e+00, 1.780918615985165587e+01, 3.794630935011114481e+00, 4.016572267737067214e+00, 4.932812790758332788e+00
1.961000000000000000e+03, 1.267997120707472014e+01, 6.321719945516044881e+00, 1.657165139577611246e+00, 7.744272986318997631e+00, 2.308982770682477437e+01, 2.216224134939190193e+01, 3.579037244508136428e+00, 5.241934867416880195e+00, 3.662333724459664985e+00, 1.777375074652902143e+01, 3.815943301416908628e+00, 4.032485702085809365e+00, 4.968893497902024947e+00
1.962000000000000000e+03, 1.274572016938737917e+01, 6.297380103916492722e+00, 1.552393606961785189e+00, 7.679424838157976829e+00, 2.313967325406709108e+01, 2.218582050929157745e+01, 3.534690429520177979e+00, 5.244028090999906411e+00, 3.654941892168184214e+00, 1.781753204897249887e+01, 3.791410123316236280e+00, 4.050018199183917034e+00, 5.042284316700087032e+00
1.963000000000000000e+03, 1.265798600235679316e+01, 6.320188926009424613e+00, 1.667276806793205557e+00, 7.614257727629381023e+00, 2.311844640182486543e+01, 2.230336947996754660e+01, 3.556440905589694168e+00, 5.216250736892204642e+00, 3.572051266664559410e+00, 1.790869951889240141e+01, 3.843598895847650798e+00, 4.057936925060286804e+00, 5.081085355413687665e+00
1.964000000000000000e+03, 1.266596826702025602e+01, 6.339072050197474439e+00, 1.728021373885350931e+00, 7.576250364100236112e+00, 2.325346618884762506e+01, 2.240173980174572677e+01, 3.594669158884312044e+00, 5.169024355199114851e+00, 3.547589134729784988e+00, 1.796601989358716978e+01, 3.957046822576169021e+00, 4.048394766887686735e+00, 5.123530165150375737e+00
1.965000000000000000e+03, 1.264916581231631731e+01, 6.369723330780900028e+00, 1.788684375504278945e+00, 7.676652549415946325e+00, 2.326076689215286564e+01, 2.246598048130273639e+01, 3.712621910255213376e+00, 5.160850898084480498e+00, 3.562979045026346991e+00, 1.807578863187693941e+01, 3.922164826824225070e+00, 4.104343210804717756e+00, 4.818809590853098790e+00
1.966000000000000000e+03, 1.260748022753817210e+01, 6.356392834681250825e+00, 1.654946198641217503e+00, 7.862753547595215053e+00, 2.326930798465642880e+01, 2.249056565312263345e+01, 3.679034607734926077e+00, 5.165271838623192835e+00, 3.591892710444223535e+00, 1.809654587035883466e+01, 3.852838167404604608e+00, 4.109992736034261185e+00, 4.838351470359816275e+00
1.967000000000000000e+03, 1.271786014465013182e+01, 6.403880544328438340e+00, 1.604295212321909192e+00, 7.895538145769853244e+00, 2.330650322055784329e+01, 2.246142428723327455e+01, 3.620290495113905216e+00, 5.181854093893729640e+00, 3.653391107130124382e+00, 1.810699804296325865e+01, 3.852668241716166619e+00, 4.142018085406877326e+00, 4.923685826089717388e+00
1.968000000000000000e+03, 1.271395880043097648e+01, 6.373860815839277549e+00, 1.649787667282915038e+00, 7.868009467455385320e+00, 2.324754362638690353e+01, 2.252403305225707797e+01, 3.616420706334880997e+00, 5.234152991451116677e+00, 3.698806988376833971e+00, 1.817443780713537294e+01, 3.992754958003835952e+00, 4.190103241370799481e+00, 5.162839033297211166e+00
1.969000000000000000e+03, 1.267109028960603645e+01, 6.379695312871757729e+00, 1.698442124820082499e+00, 7.854560206566087999e+00, 2.328265102862566138e+01, 2.251990121699548553e+01, 3.760550326174284308e+00, 5.277520700079853633e+00, 3.719022788438441030e+00, 1.830124035179624542e+01, 3.957032353191356044e+00, 4.218686208048895381e+00, 4.960514693823947496e+00
1.970000000000000000e+03, 1.274644394025307470e+01, 6.386524593734036692e+00, 1.681500918706522629e+00, 7.748394643265262616e+00, 2.327683936831901690e+01, 2.254914660852076835e+01, 3.792772848349789783e+00, 5.319410531516915341e+00, 3.620819371509251816e+00, 1.842359212902603360e+01, 3.844083964507485351e+00, 4.221539167768950662e+00, 5.051027924567159211e+00
1.971000000000000000e+03, 1.280062369312523174e+01, 6.370840355111698550e+00, 1.621700066703386511e+00, 7.671178545061329679e+00, 2.325225444208082592e+01, 2.264350372650857679e+01, 3.718067020560803293e+00, 5.373570400776100264e+00, 3.592838056781121114e+00, 1.851202610209443478e+01, 3.887134996070844117e+00, 4.128762682844253185e+00, 5.223132976459748278e+00
1.972000000000000000e+03, 1.279889346831322072e+01, 6.388500139306145797e+00, 1.723743808968538627e+00, 7.614915450287804255e+00, 2.321073737640620394e+01, 2.268068634633327463e+01, 3.799645311872238196e+00, 5.363119333704466030e+00, 3.661554582126678170e+00, 1.859602304270025996e+01, 3.903520102419551829e+00, 4.033510084143141938e+00, 4.916004047417109390e+00
1.973000000000000000e+03, 1.269341836299601844e+01, 6.399533645506715551e+00, 1.660044087282019243e+00, 7.624579029004602937e+00, 2.324532487712690454e+01, 2.271797357238927262e+01, 3.755403584742636802e+00, 5.379335847317280539e+00, 3.690093297797446326e+00, 1.864084431774221784e+01, 3.869519299046434657e+00, 4.128753529386622212e+00, 4.925655665882647583e+00
1.974000000000000000e+03, 1.264253246555095878e+01, 6.395520846750947008e+00, 1.647194444689704662e+00, 7.703603670198655884e+00, 2.329782614717866807e+01, 2.280029685532564443e+01, 3.671879697771068152e+00, 5.385819225627697548e+00, 3.815851427424775011e+00, 1.873165296329269580e+01, 3.841143769870505764e+00, 4.218817247130681736e+00, 4.800034712783284974e+00
1.975000000000000000e+03, 1.269805921795185100e+01, 6.402691843040745567e+00, 1.739020470205642876e+00, 7.676229331302480752e+00, 2.326163100918255466e+01, 2.287364386898651603e+01, 3.609296893906777104e+00, 5.407663895071072702e+00, 3.842405976079220409e+00, 1.879127500035913201e+01, 3.888990161552108304e+00, 4.218588204684188270e+00, 5.056398654847445329e+00
1.976000000000000000e+03, 1.277769759238255531e+01, 6.400444124466282858e+00, 1.692018411499237374e+00, 7.658096270055554378e+00, 2.324424265066295092e+01, 2.295266460969473243e+01, 3.751270674358238022e+00, 5.448050382082280763e+00, 3.701690466540864755e+00, 1.881710477323473185e+01, 3.871174324290899804e+00, 4.173323511247117423e+00, 5.122193653694377957e+00
1.977000000000000000e+03, 1.277863414616091120e+01, 6.442394060655973753e+00, 1.622389087528211205e+00, 7.724507627449301417e+00, 2.321793271346433229e+01, 2.308412601892177918e+01, 3.924235632677237184e+00, 5.436285813175042669e+00, 3.649740677253459076e+00, 1.887980177488767808e+01, 3.873042980516341327e+00, 4.193205175440555266e+00, 5.107486681688255814e+00
1.978000000000000000e+03, 1.282758712203331442e+01, 6.427243814530151589e+00, 1.665689986191199345e+00, 7.785414709753498030e+00, 2.327452220249783110e+01, 2.312304168937419391e+01, 3.853388637491061530e+00, 5.397029202231534484e+00, 3.726885379675898502e+00, 1.894086349292738092e+01, 3.918732031898527257e+00, 4.135197113195714813e+00, 5.083490248459845873e+00
1.979000000000000000e+03, 1.278872288212696873e+01, 6.472586269334667186e+00, 1.743441575275311406e+00, 7.690024141005435077e+00, 2.334098587887690712e+01, 2.322839571611745768e+01, 3.822109133487508803e+00, 5.349374217301606116e+00, 3.715583939047071294e+00, 1.904688993425590837e+01, 3.979719961120876892e+00, 4.081383264264608179e+00, 5.272478117444811652e+00
1.980000000000000000e+03, 1.267112067292638677e+01, 6.468673793970793007e+00, 1.769916542815192395e+00, 7.645860069301829931e+00, 2.346294688266134187e+01, 2.329023437686891640e+01, 3.793801952972443381e+00, 5.335918065937681476e+00, 3.726794404053403564e+00, 1.912745521715792307e+01, 4.013389614501877034e+00, 4.167239585558387915e+00, 5.198156606387797751e+00
1.981000000000000000e+03, 1.267058359201915074e+01, 6.498665731552550895e+00, 1.678498509987395471e+00, 7.743180345886026217e+00, 2.344308806814703416e+01, 2.332859723363427307e+01, 3.686487615254180561e+00, 5.352482156438212790e+00, 3.705778201231253899e+00, 1.916109586782040708e+01, 4.092484326342995082e+00, 4.186208244677092516e+00, 4.842396122788816371e+00
1.982000000000000000e+03, 1.254208826588076420e+01, 6.505683098993595870e+00, 1.725260376775936244e+00, 7.786861035039582823e+00, 2.350203409889471828e+01, 2.341752432397172967e+01, 3.681244421301811176e+00, 5.363885747678915905e+00, 3.724798839099661141e+00, 1.914351551904133331e+01, 4.048021333737033878e+00, 4.220884938536105579e+00, 4.928408322796554053e+00
1.983000000000000000e+03, 1.253455032710602879e+01, 6.518309991498516531e+00, 1.834858525483790581e+00, 7.822785273961786245e+00, 2.349697190495390231e+01, 2.348097191278126772e+01, 3.734209665682982404e+00, 5.351143262921388200e+00, 3.735869435481249834e+00, 1.919545078626144274e+01, 4.025173292308580564e+00, 4.296785818295748349e+00, 5.424412880885925325e+00
1.984000000000000000e+03, 1.249436175864684806e+01, 6.572731759264325291e+00, 1.723296050365831444e+00, 7.829559599477492249e+00, 2.346165253654677585e+01, 2.363521754551533505e+01, 3.801471536336767709e+00, 5.335055205714516191e+00, 3.815957681485226960e+00, 1.928852277810534588e+01, 4.135896065586475601e+00, 4.356558182826057113e+00, 5.701337058812072200e+00
1.985000000000000000e+03, 1.235360175707807784e+01, 6.586720061225589617e+00, 1.592315952776203192e+00, 7.765748088675128002e+00, 2.343926341508390720e+01, 2.370505697342050055e+01, 3.859718326842990432e+00, 5.322959756265502662e+00, 3.750653304174230929e+00, 1.926245042379067840e+01, 4.084538366899781003e+00, 4.416766514414699252e+00, 5.240837882283277516e+00
1.986000000000000000e+03, 1.237634720612307504e+01, 6.618175023023390224e+00, 1.642948236184675226e+00, 7.817143697644958422e+00, 2.343317790531671108e+01, 2.381972608553637016e+01, 3.911240021779097464e+00, 5.372153900471666077e+00, 3.690479239331999839e+00, 1.926027689729660253e+01, 3.884811175601511568e+00, 4.402835274643997820e+00, 4.760079882257032935e+00
1.987000000000000000e+03, 1.238074293953290272e+01, 6.639898298955200673e+00, 1.721217814759698594e+00, 7.965434136609616189e+00, 2.353615810115995899e+01, 2.386390319027185214e+01, 3.870250566642911227e+00, 5.408298312774962646e+00, 3.670676878482700189e+00, 1.935385471733802021e+01, 3.739844351726143934e+00, 4.337849036543085290e+00, 5.260070686831817000e+00
1.988000000000000000e+03, 1.230594864855234327e+01, 6.655328095234467334e+00, 1.676220292968880976e+00, 8.099180695584868417e+00, 2.359324780259111165e+01, 2.391017209526364695e+01, 3.877416501713295549e+00, 5.413148837914009803e+00, 3.697635528849286146e+00, 1.944057756828235739e+01, 3.739390094419446253e+00, 4.280440254642772224e+00, 5.381514294188397329e+00
1.989000000000000000e+03, 1.220206036289189022e+01, 6.675049453617156736e+00, 1.689028865563808823e+00, 8.183213108996342910e+00, 2.352469035132397579e+01, 2.409367489006695351e+01, 3.883251067634641895e+00, 5.391906708139533322e+00, 3.822126721425027629e+00, 1.951826648386839835e+01, 3.854027900250627248e+00, 4.287981827607413976e+00, 5.004638497274563669e+00
1.990000000000000000e+03, 1.207807343462722649e+01, 6.677037091923427425e+00, 1.718208799257422648e+00, 8.062377182991909308e+00, 2.348617263653785159e+01, 2.416764198542014697e+01, 3.870905329564469532e+00, 5.343365790754956102e+00, 3.766422291611492223e+00, 1.962472452975098847e+01, 3.921728519740985242e+00, 4.216513663836400028e+00, 5.255464389041119233e+00
1.991000000000000000e+03, 1.199713502396048881e+01, 6.737240529758867780e+00, 1.677794916353209986e+00, 8.069440421684713982e+00, 2.355077496778470802e+01, 2.423402350793661952e+01, 3.927744856940813101e+00, 5.339792178979207549e+00, 3.642587005569696057e+00, 1.961651642940774209e+01, 3.851849859848094582e+00, 4.303290679083732861e+00, 5.664371861394237762e+00
1.992000000000000000e+03, 1.198963677274021578e+01, 6.727461137654822565e+00, 1.739350134628969702e+00, 8.000988532426097422e+00, 2.347816860826534224e+01, 2.438523562021276447e+01, 3.940616125053165497e+00, 5.382329376488922179e+00, 3.707013895819625926e+00, 1.978412618796945210e+01, 3.877966927172010525e+00, 4.500379721016681600e+00, 5.221607483716053544e+00
1.993000000000000000e+03, 1.192080980724231942e+01, 6.734867207176043813e+00, 1.828820299406458849e+00, 8.044807647964439923e+00, 2.344114399805591376e+01, 2.452822203221018071e+01, 3.800851197086330124e+00, 5.400333561826124118e+00, 3.831853162065218310e+00, 1.994468557257206243e+01, 3.907705686503455400e+00, 4.478947117971912029e+00, 5.344997664687673122e+00
1.994000000000000000e+03, 1.183838069367691581e+01, 6.757184335799706787e+00, 1.753328039634033830e+00, 8.000060899870197417e+00, 2.348755986498185422e+01, 2.463502818729725519e+01, 3.807619654681806409e+00, 5.404679283098709597e+00, 3.943682920399457004e+00, 2.008163594404168251e+01, 3.956652914095073026e+00, 4.373835339822562673e+00, 5.434182576907442552e+00
1.995000000000000000e+03, 1.183866272590478097e+01, 6.732895796290866208e+00, 1.638856217951040417e+00, 7.890841917393370153e+00, 2.346736396633577471e+01, 2.475276882169464798e+01, 3.889734129114858163e+00, 5.423731712147463746e+00, 3.815597401855262305e+00, 2.014894287392477779e+01, 4.034810255590588035e+00, 4.354119464926345273e+00, 5.397451410469185973e+00
1.996000000000000000e+03, 1.177630652582664439e+01, 6.765455458492685814e+00, 1.826642700406174491e+00, 7.836915466663591623e+00, 2.346018008253362552e+01, 2.484422418817761979e+01, 3.897453793116120835e+00, 5.413889890692202833e+00, 3.757592737676639594e+00, 2.015486941443377233e+01, 4.040545683385030173e+00, 4.313030098255297595e+00, 5.009905488577106603e+00
1.997000000000000000e+03, 1.175250965147212057e+01, 6.791577489141283230e+00, 1.825445615511827491e+00, 7.869773333647631652e+00, 2.341759565626328765e+01, 2.491835252579235060e+01, 3.853042756366960919e+00, 5.375764220161884488e+00, 3.640995178106964492e+00, 2.019952132751366136e+01, 4.065713725818557833e+00, 4.302761068015707124e+00, 5.451270977425170194e+00
1.998000000000000000e+03, 1.178212757301776037e+01, 6.820629245368558635e+00, 1.691984759813338846e+00, 7.749392024256628986e+00, 2.347938019584662683e+01, 2.498458072328027768e+01, 3.876659396237656541e+00, 5.325152499893950342e+00, 3.597454991273187908e+00, 2.035311405906912441e+01, 4.013839494996538804e+00, 4.407127111358166260e+00, 5.864507928626379041e+00
1.999000000000000000e+03, 1.182877926121674506e+01, 6.777344372850068410e+00, 1.747990243734819149e+00, 7.808918780480126109e+00, 2.343908652868908149e+01, 2.502573782094393451e+01, 3.816541649392301228e+00, 5.258662651947789257e+00, 3.701135119310279720e+00, 2.048096243784114279e+01, 3.900404651669240330e+00, 4.437011101023364823e+00, 5.017937976919833787e+00
2.000000000000000000e+03, 1.175055350410777777e+01, 6.780949914130967038e+00, 1.738088383452794705e+00, 7.800215968897590280e+00, 2.355773448202924314e+01, 2.507100186448087342e+01, 3.824319933862706744e+00, 5.247116983297316573e+00, 3.837916823096731100e+00, 2.053293111633163903e+01, 3.846433404227115105e+00, 4.479715873962847539e+00, 5.019632078038005929e+00
