year, ACCESS-ESM1-5, GFDL-ESM4, IPSL-CM6A-LR, TaiESM1, CESM2-WACCM, INM-CM5-0, UKESM1-0-LL, CanESM5, CMCC-CM2-SR5, INM-CM4-8, EC-Earth3-Veg, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1, MPI-ESM1-2-LR, MIROC-ES2L
1.912000000000000000e+03, 6.909170709415937139e+00, 7.299170753189207161e+00, 4.901294522858087532e+00, 1.091239003455469714e+01, 8.195811062787894841e+00, 9.670001639957529704e+00, 9.826305315179057587e+00, 6.570746705845900593e+00, 8.621075228273930691e+00, 9.852235187965135310e+00, 8.659040877392827795e+00, 7.376667939147981912e+00, 7.698340841053340711e+00, 5.343357986718181074e+00, 9.142174827002062187e+00, 6.076980995317035728e+00
1.913000000000000000e+03, 6.764878547548467402e+00, 6.972605625404830754e+00, 4.678354514879322856e+00, 1.041638856839966820e+01, 8.340727932972049175e+00, 9.177971958491518478e+00, 9.588883841475915659e+00, 6.826895382259294820e+00, 8.667038533679795265e+00, 9.446270385594386809e+00, 8.024642154687951390e+00, 7.682059762615480736e+00, 7.650579095478370562e+00, 5.120504438115531798e+00, 9.003768815155970273e+00, 5.671420862634318993e+00
1.914000000000000000e+03, 6.836633343817527297e+00, 7.249374001478878782e+00, 4.877764946210453090e+00, 1.076575233725039915e+01, 8.412556751404190791e+00, 9.329036512060646658e+00, 9.473280095598999750e+00, 6.548481396729671999e+00, 8.408043938569891296e+00, 9.268927980197837257e+00, 8.652269145084767743e+00, 7.772389510080615516e+00, 7.719427686607978956e+00, 5.273127041405265558e+00, 9.216108807660679858e+00, 5.599963094483823234e+00
1.915000000000000000e+03, 6.871237938467158024e+00, 7.285990912158777810e+00, 4.764651777168182001e+00, 1.079426633393996759e+01, 8.681183725760845959e+00, 9.164829043310698253e+00, 9.680128951436135054e+00, 6.660831136458227775e+00, 8.844611840421459092e+00, 9.505371897993287078e+00, 8.887821292694566111e+00, 7.808389689053367277e+00, 7.778831617318215486e+00, 5.490378384393140188e+00, 8.867792989280228966e+00, 5.827289740795086992e+00
1.916000000000000000e+03, 6.844858511123888434e+00, 7.399331650279059147e+00, 4.676320529427949069e+00, 1.087233058524133433e+01, 8.367073517134912208e+00, 9.001268458863936672e+00, 9.899273989758988535e+00, 6.655728733634882488e+00, 8.256089619266333557e+00, 9.667745218325926260e+00, 8.927277065687507118e+00, 8.250178477494323204e+00, 7.564285171485631842e+00, 5.299797423542240260e+00, 9.081909430549725215e+00, 6.240054073034709603e+00
1.917000000000000000e+03, 6.817372793873459180e+00, 7.401153591857838165e+00, 4.786201410747000118e+00, 1.106357503846138357e+01, 8.923054234320952460e+00, 9.404813019788981876e+00, 9.850618703503830176e+00, 6.716888198441101743e+00, 8.710324765204129349e+00, 9.387992368654312969e+00, 8.714548062567491371e+00, 8.266064066990615800e+00, 7.941487766110481239e+00, 5.198232189306406958e+00, 9.097923753644186817e+00, 5.942107252546424689e+00
1.918000000000000000e+03, 6.869208990625068623e+00, 7.485736310558885442e+00, 4.811728156806906576e+00, 1.085145070738115436e+01, 8.569209656917429641e+00, 9.440980482805015228e+00, 9.664928193748531626e+00, 6.645707670253558241e+00, 8.115998352201067689e+00, 9.555394006482130109e+00, 8.921100672281658817e+00, 8.227460231736751339e+00, 7.998753750731638412e+00, 5.242895517686331885e+00, 9.110930612930896899e+00, 6.200246895737067554e+00
1.919000000000000000e+03, 6.845647083196271687e+00, 7.477835359200371457e+00, 5.199518135269037167e+00, 1.066984574446315293e+01, 8.781592983949996878e+00, 9.151116571951549261e+00, 1.005097930157130115e+01, 6.938503669434479271e+00, 8.398863776288166605e+00, 9.707036271998219945e+00, 8.874270797494025587e+00, 7.897294336508577040e+00, 7.863131186339077594e+00, 5.056560874760716473e+00, 9.077484130441856536e+00, 5.943900679665408582e+00
1.920000000000000000e+03, 6.750637618129912809e+00, 7.445942151797528830e+00, 5.011630936043160567e+00, 1.095460282881931136e+01, 8.572697253157649300e+00, 9.647310146166281797e+00, 1.021222844196467960e+01, 7.065597113781157290e+00, 8.623526480377437409e+00, 9.330381749894376853e+00, 9.122180249936221230e+00, 7.920452881571510950e+00, 7.308203463527667587e+00, 5.024539311513750661e+00, 8.971897218412260955e+00, 5.857386553372241345e+00
1.921000000000000000e+03, 6.660833967153207524e+00, 7.549632120482148601e+00, 5.002639539363745058e+00, 1.132587633400951788e+01, 8.604472067584485018e+00, 9.332716055758034202e+00, 1.036602879841065139e+01, 6.758980605122776097e+00, 7.724176772467790997e+00, 9.581799190249531861e+00, 9.258944530297409159e+00, 7.654242239005729864e+00, 7.455627978717746629e+00, 5.546826447628285806e+00, 9.253698909269610695e+00, 5.943275925959180306e+00
1.922000000000000000e+03, 6.625071536361780034e+00, 7.389492323145972819e+00, 4.958811010897576921e+00, 1.119916272007628066e+01, 8.535274826785382629e+00, 9.245526957213261454e+00, 1.012773270245219770e+01, 6.544583781741663664e+00, 8.436846585960436684e+00, 9.398638613229815419e+00, 8.752632043253150584e+00, 7.907591728226036842e+00, 7.698003023028250347e+00, 5.820746877804498176e+00, 9.274278810846682930e+00, 5.898988019201635069e+00
1.923000000000000000e+03, 6.772661034525675916e+00, 7.462366936984066612e+00, 5.107050487498677072e+00, 1.073337097152342601e+01, 8.869053433013579735e+00, 8.902544676168178128e+00, 9.624365908329034269e+00, 6.415676284846549393e+00, 8.631337940900934314e+00, 9.376336916783225561e+00, 9.045132361632981954e+00, 7.601828522190407611e+00, 8.197357732261414398e+00, 5.648532181339349201e+00, 9.484919187766218229e+00, 5.693525473602507603e+00
1.924000000000000000e+03, 6.820059595167254685e+00, 7.721211402607796259e+00, 5.025349617605183283e+00, 1.087790134437328682e+01, 8.662966890774253415e+00, 9.608831532152580124e+00, 9.898438289733407558e+00, 6.763046144031230611e+00, 9.323722058981706695e+00, 9.683829849934442180e+00, 8.613362389620233373e+00, 7.761173323897098797e+00, 8.387184878078258521e+00, 5.650906380089607772e+00, 8.819999956907206951e+00, 5.774176765270507161e+00
1.925000000000000000e+03, 6.823923763331965375e+00, 7.596088081370825584e+00, 4.962941273239657392e+00, 1.113428276416334661e+01, 8.603265526449636269e+00, 9.536090065188762566e+00, 1.014948392929181509e+01, 6.620834635471512186e+00, 9.018724300934321647e+00, 9.800256184399151138e+00, 8.771355686417074082e+00, 7.789106567317066521e+00, 8.089823456885120834e+00, 5.903252516648312742e+00, 9.478158733195494179e+00, 5.923502084496264253e+00
1.926000000000000000e+03, 6.862907177888152077e+00, 7.355735623427360537e+00, 5.113930102283729795e+00, 1.093097152634763347e+01, 8.875677124318189115e+00, 8.798918620480026931e+00, 1.016624871627512050e+01, 6.953170917930147077e+00, 8.534993978409527671e+00, 9.790646371940960435e+00, 8.902222039727160308e+00, 8.173497465031212883e+00, 8.262470271826146018e+00, 5.354591551740777611e+00, 8.837016019235658604e+00, 5.981863791142219000e+00
1.927000000000000000e+03, 6.917238574942533802e+00, 7.257125829539215367e+00, 5.163029205089524787e+00, 1.040650717328396979e+01, 8.714918257768895060e+00, 9.449221602137120257e+00, 9.977114862911943050e+00, 6.936230445226523322e+00, 8.600665051827034446e+00, 9.407154996161640526e+00, 8.910006323404184414e+00, 8.234569893840932409e+00, 8.159415223302925568e+00, 5.506111597491505805e+00, 9.136574366711199602e+00, 6.127274472747862077e+00
1.928000000000000000e+03, 6.962075500826385266e+00, 7.238552767821178513e+00, 5.281021740316715452e+00, 1.076051678627453612e+01, 8.702858465343265237e+00, 9.346063805472688557e+00, 1.021049380356737935e+01, 6.700931418692188224e+00, 8.431777650073872366e+00, 9.492794601146968603e+00, 9.111537446813791519e+00, 7.911333391380399149e+00, 7.943272327565914281e+00, 5.469647490451996497e+00, 9.764774356519986043e+00, 6.220735670550628704e+00
1.929000000000000000e+03, 6.915019014521667451e+00, 7.241956664730117232e+00, 4.855367265746237670e+00, 1.104899518286224591e+01, 8.777580039513170007e+00, 9.500110992850629543e+00, 9.491888539461632135e+00, 6.782664084617083589e+00, 8.122849121359438485e+00, 9.747841364419915777e+00, 9.038631933679422303e+00, 7.921785184360857990e+00, 8.037326851434821506e+00, 5.425205993744793176e+00, 9.033170375558563947e+00, 6.197152292781385796e+00
1.930000000000000000e+03, 7.015880075993282006e+00, 7.343770576708911868e+00, 4.881988824640805191e+00, 1.101576259285784687e+01, 8.271521323146750149e+00, 9.352977998166842610e+00, 9.509367976029096781e+00, 6.802928363554168634e+00, 8.421626885299852816e+00, 9.914594120865562132e+00, 8.799836207128857168e+00, 7.751606542109059639e+00, 8.237879164275382138e+00, 5.397579092334398254e+00, 9.063503465510537538e+00, 6.234714930714905456e+00
1.931000000000000000e+03, 6.912948793041276296e+00, 7.346245215485378566e+00, 5.090835669090762572e+00, 1.088858378717457676e+01, 8.320074793190153528e+00, 9.450271867031577955e+00, 9.548069497153749197e+00, 6.796082916501317683e+00, 8.531029933899784368e+00, 9.878342158139524543e+00, 8.294682735284775177e+00, 8.010632155281355082e+00, 8.215702815556992888e+00, 5.573934857730497683e+00, 9.553617002940905323e+00, 6.027687632285355868e+00
1.932000000000000000e+03, 6.868779495139478719e+00, 7.051696152182465482e+00, 5.001635478051095873e+00, 1.104885384658034297e+01, 8.272962844066530153e+00, 9.063525208766698427e+00, 9.884445471899882207e+00, 7.078414655426424673e+00, 8.525849181304591795e+00, 9.626307329849433714e+00, 8.877718767139063161e+00, 7.964639998974432089e+00, 8.380764110423081448e+00, 5.472914751032464054e+00, 9.400903669241678529e+00, 6.071387769666624301e+00
1.933000000000000000e+03, 6.840237109313295427e+00, 7.542982358509528140e+00, 4.936659011445398093e+00, 1.017301031796185384e+01, 8.783533953395206595e+00, 9.244790326053502483e+00, 9.902394500983929149e+00, 6.948397082184229134e+00, 8.730033732636362842e+00, 9.676108164307246184e+00, 8.600837604929456148e+00, 7.845895294289836563e+00, 8.498298410829574934e+00, 5.712433775888227316e+00, 9.453756935191334421e+00, 5.895430786530734046e+00
1.934000000000000000e+03, 6.848231055561619485e+00, 7.361864905147136540e+00, 4.926050825844852987e+00, 1.073495434323307229e+01, 8.792978528471037336e+00, 9.202070644268818711e+00, 9.621300169948751702e+00, 6.797976268307804659e+00, 8.288798019788591986e+00, 9.591582663724260271e+00, 8.444217324784725420e+00, 7.700614715246048902e+00, 8.535087879725125504e+00, 5.491495072316512349e+00, 8.817470140847577298e+00, 5.952656157823749794e+00
1.935000000000000000e+03, 7.086966974326253776e+00, 7.211915175301521153e+00, 4.921499060769736644e+00, 1.120516281546139759e+01, 8.161941393530906197e+00, 8.981032037690022563e+00, 9.381049304849385706e+00, 7.073777297357189298e+00, 8.426069234700520383e+00, 9.408413456773269345e+00, 9.021925769340416679e+00, 7.675418182165882008e+00, 8.431847341524397521e+00, 5.526457808269976013e+00, 9.412135044269353656e+00, 5.951596666420656767e+00
1.936000000000000000e+03, 7.197618053595338239e+00, 7.277316702075727228e+00, 4.716521945274262606e+00, 1.102235735085033141e+01, 8.261691677427140945e+00, 9.619086036050378041e+00, 9.454804881566644781e+00, 7.248323346708707149e+00, 8.705415437480688468e+00, 9.485804764568369407e+00, 8.941683736942248828e+00, 7.711544284812156924e+00, 8.014395115875705855e+00, 5.303999472420668049e+00, 9.116030549718526999e+00, 6.003461862240841995e+00
1.937000000000000000e+03, 7.011506065983542868e+00, 7.392796373249473696e+00, 5.029875758141083786e+00, 1.064226433993887433e+01, 8.693088125821180512e+00, 9.261088009222341100e+00, 1.033974331822176929e+01, 6.839204210047412857e+00, 8.785421264870343805e+00, 9.407028086849733128e+00, 9.164822693705822587e+00, 7.870168482670748311e+00, 8.134907968487965491e+00, 5.212212631569653531e+00, 9.251300693446470547e+00, 6.145455148990029315e+00
1.938000000000000000e+03, 6.950430289852796761e+00, 7.164812385360999514e+00, 5.257261737078128050e+00, 1.094281510915596378e+01, 8.743326780199115689e+00, 9.276517227853103620e+00, 1.008136030316894960e+01, 7.036495103564150533e+00, 9.009987667510308995e+00, 9.350843230936126460e+00, 8.916302490142992809e+00, 8.103628662594267951e+00, 7.955027143662833922e+00, 5.999697616605469186e+00, 9.153714489023849765e+00, 6.065279258591743883e+00
1.939000000000000000e+03, 6.960820029428020916e+00, 7.080019012374700438e+00, 5.191127472359042372e+00, 1.075503611838473894e+01, 8.557019655566387328e+00, 9.511695130569249201e+00, 1.060803918438505455e+01, 6.683569991558520051e+00, 9.134718182530320973e+00, 9.758977327700122828e+00, 8.532653551147808102e+00, 8.110606176893771391e+00, 8.239895347390502778e+00, 5.505957217415312854e+00, 8.991272046114548999e+00, 5.822885086345571892e+00
1.940000000000000000e+03, 7.050589813702725195e+00, 7.205470465712382477e+00, 5.115288124188750452e+00, 1.068506035548023192e+01, 8.326943737951401303e+00, 9.653923946663651279e+00, 1.015028573740338835e+01, 6.788173022044142080e+00, 8.584839757787253944e+00, 9.786192162067367306e+00, 9.154060318097437587e+00, 8.056643752339777365e+00, 8.151836149632812223e+00, 5.548223587666640810e+00, 9.235093614441897358e+00, 6.012869915631082307e+00
1.941000000000000000e+03, 7.086409597998530430e+00, 7.141270843734920604e+00, 5.142735754389084590e+00, 1.085040638598449902e+01, 8.234798877846339238e+00, 9.391729590650053083e+00, 1.033854899290528273e+01, 7.035330968445420829e+00, 8.475144863752337443e+00, 9.881087842613728967e+00, 8.853991219796268908e+00, 8.025486584175672178e+00, 8.478378563251734334e+00, 5.623615135678743826e+00, 9.557644499665398641e+00, 5.884480315229994929e+00
1.942000000000000000e+03, 6.847911424824435045e+00, 7.241529658121077517e+00, 5.128747703477476882e+00, 1.077854842513311162e+01, 8.392279023324018539e+00, 9.528896778201756845e+00, 1.024051158151878482e+01, 6.815646440829163488e+00, 8.726971752349681921e+00, 9.423974623073721801e+00, 9.048327516811342619e+00, 7.998957496041230186e+00, 8.398320645378957394e+00, 5.394446974038545228e+00, 9.220203206918935024e+00, 6.039097926941076722e+00
1.943000000000000000e+03, 6.789616890917399950e+00, 7.261294632153235007e+00, 5.210951920969233875e+00, 1.057743161962746115e+01, 8.933936477492760986e+00, 9.262790039678275633e+00, 9.920237199062183819e+00, 6.821042750662808629e+00, 8.985792712773587709e+00, 9.349185315093368587e+00, 9.230744324044987792e+00, 8.223728564054715306e+00, 8.558019491724174088e+00, 5.279282427816652579e+00, 9.249077189755688266e+00, 6.145043329638799179e+00
1.944000000000000000e+03, 7.050983046534298637e+00, 7.364893134391199858e+00, 5.223233025331347257e+00, 1.094066981166951713e+01, 8.910157435685229999e+00, 9.397373292843889558e+00, 9.887237646708681993e+00, 6.602799270077167826e+00, 8.212172653145485057e+00, 9.195466505641201493e+00, 9.254822655123458475e+00, 8.174404306017702737e+00, 8.268636255588111439e+00, 5.659365836026058361e+00, 9.544308631650448405e+00, 5.952686695667988026e+00
1.945000000000000000e+03, 7.173532146603285753e+00, 7.509180555263821333e+00, 5.271415244350404983e+00, 1.140839262801091181e+01, 9.089227668462172005e+00, 9.326475857228475164e+00, 9.745422691607851462e+00, 6.774487544540902739e+00, 8.553977957233025009e+00, 9.480451437999704467e+00, 9.248724321882232147e+00, 8.173222859593050060e+00, 8.261997438225483492e+00, 5.515844577384018343e+00, 9.483193082250078731e+00, 6.212004104580000075e+00
1.946000000000000000e+03, 7.066744395271987500e+00, 7.479399553097771935e+00, 5.240920044970126312e+00, 1.126494656884663215e+01, 9.228054387734553998e+00, 9.403484904655304177e+00, 9.732711214816086809e+00, 6.757090558242384581e+00, 9.226643165111815037e+00, 9.716635252122715727e+00, 9.094826834372808477e+00, 8.036957878208445649e+00, 8.786184981047018283e+00, 6.083718746910350639e+00, 9.104077782723537737e+00, 6.250504685542964900e+00
1.947000000000000000e+03, 6.993776538601009563e+00, 7.127098372523265724e+00, 5.049845851817289955e+00, 1.090604182335412808e+01, 8.720806540051771805e+00, 9.382941016994006844e+00, 1.060768986416128890e+01, 6.688521969489777064e+00, 8.940404389881338787e+00, 9.545614561196037684e+00, 9.187214951951750308e+00, 8.251343032404205857e+00, 8.268554746876414896e+00, 5.785943834416817921e+00, 9.393842799196184146e+00, 5.952748812128281664e+00
1.948000000000000000e+03, 7.007139473678228647e+00, 7.607079792780775840e+00, 5.292682933224194919e+00, 1.046020173970162581e+01, 8.916049712941029881e+00, 9.355050673380379322e+00, 1.030385570469193901e+01, 6.683087160382641834e+00, 7.660139594869218804e+00, 9.553829600229308383e+00, 8.751250884616062820e+00, 8.160604012056431600e+00, 8.396114252985967141e+00, 5.840280260876641982e+00, 9.164025814191417041e+00, 6.068351959196927936e+00
1.949000000000000000e+03, 6.886979050414977266e+00, 7.237339432906916059e+00, 5.335834869502294353e+00, 1.091713045753245304e+01, 8.531876371054785579e+00, 9.667445539058002524e+00, 1.060685393585592884e+01, 6.920792179733616045e+00, 8.451568621010254745e+00, 9.377155915589913349e+00, 8.875417434132165440e+00, 7.950878622652514771e+00, 8.102994607541914363e+00, 5.631328951234891633e+00, 9.830550865102685165e+00, 5.893572562712749985e+00
1.950000000000000000e+03, 7.040528089145921875e+00, 7.173058735184546286e+00, 5.593291217400267357e+00, 1.088489018143890874e+01, 8.497961962769791100e+00, 9.202260907047929095e+00, 1.113396509940024437e+01, 6.739103062638943875e+00, 9.295819272807158029e+00, 9.556356064115471227e+00, 8.941589332178640603e+00, 8.113234090045267521e+00, 8.389637816142990090e+00, 5.506337860053986510e+00, 9.866193666661100536e+00, 6.061829113249166845e+00
1.951000000000000000e+03, 7.170993104627124026e+00, 7.283541150179275725e+00, 5.240290703321655030e+00, 1.095845160374920013e+01, 8.463394335839826255e+00, 9.473150564856169353e+00, 1.005902448272772531e+01, 6.978119358728137378e+00, 8.304285611011653856e+00, 9.618555764809496367e+00, 9.559908071170205801e+00, 8.199477387759168678e+00, 8.467288517527249425e+00, 5.557765789453168459e+00, 9.552867045521487910e+00, 6.110643078084165403e+00
1.952000000000000000e+03, 7.082391020866377396e+00, 7.188876373724100155e+00, 5.298298191974992299e+00, 1.094345937537743474e+01, 8.569256675610537499e+00, 9.150764771190090130e+00, 9.678551333562776193e+00, 7.067801564626012834e+00, 8.279606847866869401e+00, 9.384186106436164465e+00, 9.017274245802550325e+00, 8.233727903114800739e+00, 8.335980108039205305e+00, 5.235224217406774017e+00, 9.275000372735160425e+00, 6.305668741757307849e+00
1.953000000000000000e+03, 6.994054275731611980e+00, 7.196984237407863638e+00, 5.022394627254618271e+00, 1.104471931078616898e+01, 8.913137028796910499e+00, 8.860625221853174693e+00, 9.765285965521565359e+00, 6.886910843061208709e+00, 8.971327675263646384e+00, 9.597718178271390954e+00, 9.074060045566776367e+00, 7.719044918947298051e+00, 8.234224364909296767e+00, 5.339596201414435583e+00, 9.405304217170851189e+00, 6.313163599465836384e+00
1.954000000000000000e+03, 6.941155089104650955e+00, 7.184178879168015897e+00, 5.543781162694432219e+00, 1.151223740269875151e+01, 8.856377247952037735e+00, 9.474098986614812645e+00, 9.934291702774833865e+00, 6.982212688890383490e+00, 9.136516398284868501e+00, 9.258653925298657938e+00, 8.610288883534430227e+00, 7.835852194171510909e+00, 8.266955868946192609e+00, 5.481863254814386188e+00, 9.259247487910151619e+00, 6.086550142393361007e+00
1.955000000000000000e+03, 6.880561252068000400e+00, 7.355142752648110793e+00, 5.574715809849645431e+00, 1.094031136712771790e+01, 8.545167748944946240e+00, 9.512087012508651185e+00, 9.235431565511900587e+00, 6.826045757092499500e+00, 8.681776438793356476e+00, 9.152661547448417423e+00, 9.193154019229812235e+00, 7.819881362595325847e+00, 8.391844288071776958e+00, 5.583253837502039296e+00, 9.264831126224782665e+00, 6.249067935337516033e+00
1.956000000000000000e+03, 6.956466686531157961e+00, 7.533866914493215994e+00, 5.384539726490786826e+00, 1.095435213292596544e+01, 8.194092801059179365e+00, 9.319903474901591878e+00, 9.653231324151821724e+00, 6.703437126485106035e+00, 8.821868421900063595e+00, 9.457208441494875828e+00, 9.085423914008988078e+00, 8.054646102115224693e+00, 8.293840720228539354e+00, 5.811814162754711965e+00, 9.737278488126298370e+00, 6.305266809253794236e+00
1.957000000000000000e+03, 6.783675600107036630e+00, 7.449335744148799066e+00, 5.069787271821800445e+00, 1.082508524313594123e+01, 8.514699184506099527e+00, 9.262210440488676255e+00, 9.753150185541338502e+00, 6.628205207671291177e+00, 9.076693053301262637e+00, 9.360356043475595911e+00, 8.837263122865698151e+00, 8.012237060907402508e+00, 8.690703621284750824e+00, 5.686569159777293159e+00, 9.510458440669340874e+00, 6.067904372471733865e+00
1.958000000000000000e+03, 6.962643847924407048e+00, 7.092620664708593203e+00, 5.210752363680460242e+00, 1.110615752357127661e+01, 8.386660732033522692e+00, 9.490527851246316260e+00, 9.507174024490360864e+00, 6.972220261429066035e+00, 9.513984865064795571e+00, 9.321926452648369832e+00, 8.812342461052692144e+00, 8.041688310179715415e+00, 8.532935458813517116e+00, 5.620550795219397600e+00, 9.539597268504055094e+00, 6.329769112922540408e+00
1.959000000000000000e+03, 7.005606853637032394e+00, 6.972042757175521466e+00, 5.391193145855404545e+00, 1.094819406435525444e+01, 8.596443586565975181e+00, 9.647553203699951396e+00, 9.920795491430938640e+00, 6.781032364700482873e+00, 9.356461946318509248e+00, 9.278842609049837264e+00, 9.130798158623584015e+00, 8.354167925313456422e+00, 7.951086037776675219e+00, 5.183316261023763971e+00, 9.129509281489250228e+00, 6.343118141518208297e+00
1.960000000000000000e+03, 6.913170246865179891e+00, 7.053756523185681360e+00, 5.357455926360940701e+00, 1.048392164691390072e+01, 8.503962461512735160e+00, 9.808261352315819082e+00, 9.722260388518819241e+00, 6.460267631412259348e+00, 9.103048461941503078e+00, 9.473392948814392867e+00, 9.059427118653600175e+00, 8.134607807327592255e+00, 8.086536499015682722e+00, 5.104108507954969731e+00, 8.775894052955248270e+00, 6.223236446062330174e+00
1.961000000000000000e+03, 6.823720704739419496e+00, 7.053482778582616852e+00, 5.218980521319385169e+00, 1.052311566514773311e+01, 8.550974758712650114e+00, 9.930404913486448493e+00, 9.601276617769787691e+00, 6.888790375615070793e+00, 9.230298342251845867e+00, 9.860561329590323609e+00, 9.169399518312614461e+00, 8.024758768530665165e+00, 8.273638257354777537e+00, 5.509684051597287358e+00, 9.538117345505947142e+00, 6.688397938588527047e+00
1.962000000000000000e+03, 6.714444636670862110e+00, 6.763168153566259555e+00, 5.408471557552672948e+00, 1.092269853239826105e+01, 8.897751112616679947e+00, 9.944217434029084757e+00, 9.858751977567504099e+00, 6.865314795364966471e+00, 9.085741114508619987e+00, 9.379026346214198284e+00, 8.860021408958337119e+00, 7.925185106079347008e+00, 8.457781670814824793e+00, 5.879603012693622510e+00, 9.076234163828960533e+00, 6.186983975114606515e+00
1.963000000000000000e+03, 6.892043469182240756e+00, 7.210682534859199855e+00, 5.340787779720399087e+00, 1.087281504460241877e+01, 8.785020592601375355e+00, 9.798837398908988305e+00, 1.065228176005512140e+01, 6.803840460652454070e+00, 8.953078582521106554e+00, 9.930897983491075109e+00, 8.967438600009305816e+00, 8.056267193897173939e+00, 8.717909133744367267e+00, 5.824285624500467939e+00, 9.922037425668221999e+00, 6.412491615341559204e+00
1.964000000000000000e+03, 6.936365812280860688e+00, 7.029354753689121438e+00, 5.264763005854029565e+00, 1.053095098542804031e+01, 8.394553620682296824e+00, 9.969294461130409957e+00, 1.006791158908193040e+01, 6.656162730148294848e+00, 8.851158711584940164e+00, 1.001070605308331452e+01, 8.767288062755881128e+00, 8.202653628438598687e+00, 8.601451669187163418e+00, 5.529383757179279435e+00, 9.294100280876453013e+00, 6.484531246740445454e+00
1.965000000000000000e+03, 6.947430715494843589e+00, 6.877410806541576882e+00, 5.177410868997049498e+00, 1.047112810340498612e+01, 8.681745175108973811e+00, 9.677906801386468416e+00, 9.597162098636037086e+00, 6.918527212573409635e+00, 9.247714313908309336e+00, 9.864450227546688765e+00, 9.033407610631570606e+00, 8.325742524744349282e+00, 8.455922598258750256e+00, 5.483316135790108348e+00, 9.076699081083022591e+00, 6.224242297272067681e+00
1.966000000000000000e+03, 6.806494764819650989e+00, 7.273161406733601453e+00, 5.568725563611119256e+00, 1.077501664730267805e+01, 8.749502769489129861e+00, 9.814240675748630238e+00, 9.993380569571625571e+00, 6.860311877427410998e+00, 9.604109456524739130e+00, 9.319572663297797988e+00, 8.863221627283824233e+00, 8.199399000919752822e+00, 8.456822170099341562e+00, 5.484149318868903222e+00, 9.634154774809244870e+00, 6.474511875593841559e+00
1.967000000000000000e+03, 7.108156660924408676e+00, 6.989082649434775085e+00, 5.083012755296262064e+00, 1.073043106181772899e+01, 8.791683425910910898e+00, 9.686312318265146715e+00, 1.033729563249739059e+01, 6.716923673389632476e+00, 8.980739324053853778e+00, 9.424673363320254182e+00, 8.937716093585668986e+00, 8.457634650252964903e+00, 8.735868832913688209e+00, 5.741345291764182512e+00, 9.257429341752160923e+00, 6.574288412124773551e+00
1.968000000000000000e+03, 7.183108613707324785e+00, 6.968579143479079363e+00, 5.240360097251608451e+00, 1.070524557143451716e+01, 8.318786600439899814e+00, 9.261177096256274055e+00, 9.590560079145999950e+00, 6.607166532906630252e+00, 9.071630962691852318e+00, 9.263734119998522587e+00, 8.755547428845190439e+00, 8.355770478290294179e+00, 8.666101521138603658e+00, 5.618584201881359874e+00, 9.245386515603254196e+00, 6.553463494885373386e+00
1.969000000000000000e+03, 7.059751023003625114e+00, 7.429419737164701054e+00, 5.166734626364155147e+00, 1.060831070570011292e+01, 8.661137487726968232e+00, 9.440920322999824421e+00, 9.523606674679797379e+00, 6.723218210720558474e+00, 9.435078962081288267e+00, 9.236386108859900190e+00, 8.692199582419622317e+00, 8.475449687374853269e+00, 8.207775301425995096e+00, 5.805194727674418687e+00, 9.324788766312440913e+00, 6.339823686719256557e+00
1.970000000000000000e+03, 7.147041391625186257e+00, 7.076524121810287227e+00, 5.246981140640262886e+00, 1.079444980698201562e+01, 8.825272657153982792e+00, 9.239389411925580831e+00, 9.512971380223097739e+00, 6.799094598489850760e+00, 8.989933426797493965e+00, 9.603020132954467769e+00, 8.869763940657691137e+00, 8.128650338828505184e+00, 8.750304390168688329e+00, 6.079666760718497542e+00, 9.159436469022269378e+00, 6.479102508229636292e+00
1.971000000000000000e+03, 6.968502736273481268e+00, 6.974863763648297521e+00, 5.352086509358819910e+00, 1.078621248463857007e+01, 8.387142919443883571e+00, 9.329158720046176967e+00, 9.705031658293300723e+00, 6.786181605214625101e+00, 9.020908006429039006e+00, 9.543588026181353712e+00, 9.282432618465971785e+00, 8.191249334369006263e+00, 8.760428289536617896e+00, 5.849641638754286888e+00, 9.488134974929003818e+00, 6.661761201004321009e+00
1.972000000000000000e+03, 6.999777641588615928e+00, 6.774555455404916771e+00, 5.258979206710234777e+00, 1.076730476723419372e+01, 8.594266529755792305e+00, 9.680393705853338915e+00, 9.170341224311549411e+00, 6.858777925250251428e+00, 9.514735996543207008e+00, 9.437483317206199374e+00, 9.717674739729384115e+00, 8.312837869185766948e+00, 8.574104859181323590e+00, 5.591676989128083974e+00, 9.318607528933378958e+00, 6.331311686283822127e+00
1.973000000000000000e+03, 6.935013695625632302e+00, 6.945670667423650357e+00, 5.183588277163790892e+00, 1.078028142612623164e+01, 8.558427106994454192e+00, 9.919660560299218943e+00, 9.489165840019241571e+00, 6.836197708831658559e+00, 9.621664154033114258e+00, 9.289779524515944686e+00, 9.105197571294471715e+00, 8.638657381031238813e+00, 8.538363323417852868e+00, 5.851572519313380738e+00, 9.289082682049262019e+00, 6.826375264789759534e+00
