year, NorESM2-LM, INM-CM4-8, CESM2-WACCM, UKESM1-0-LL, NorESM2-MM, CanESM5, INM-CM5-0, IPSL-CM6A-LR, GFDL-ESM4, ACCESS-ESM1-5, MPI-ESM1-2-LR, MIROC-ES2L, TaiESM1, CMCC-ESM2, EC-Earth3-Veg, CNRM-ESM2-1
1.907000000000000000e+03, 1.686402017540301612e+00, 1.097874942074474669e+00, 1.862222204066986908e+00, 2.180746944901010842e+00, 1.581562463537493413e+00, 8.096164213376482177e-01, 1.073267785460758184e+00, 7.485037410800137181e-01, 1.984154382736011080e+00, 1.135089536879340333e+00, 1.223933847866552238e+00, 7.708341643353114891e-01, 2.454180311258685521e+00, 2.014375368327559812e+00, 1.236587553143388307e+00, 9.289237691435007216e-01
1.908000000000000000e+03, 1.700052100208942374e+00, 1.079836872315595553e+00, 1.892602661774366313e+00, 2.213504717496411978e+00, 1.597085475706544688e+00, 7.905082602213250320e-01, 1.071920313052033169e+00, 7.497716136199018555e-01, 1.970321015854219926e+00, 1.117403606165412455e+00, 1.220031484881663575e+00, 7.526381206656814760e-01, 2.458727682849036533e+00, 1.962927953793460967e+00, 1.236066731461082258e+00, 9.298549101058045663e-01
1.909000000000000000e+03, 1.685202210358208053e+00, 1.091033090504289982e+00, 1.803783413474229436e+00, 2.191158092079823483e+00, 1.580847508343752095e+00, 8.069037579370499369e-01, 1.076234439867620019e+00, 7.541268262247803333e-01, 1.875555480724851565e+00, 1.125917066293594004e+00, 1.217882651647663517e+00, 7.515484549786445312e-01, 2.450733895372009918e+00, 2.188154056119029800e+00, 1.218306519433650204e+00, 9.356585285133195429e-01
1.910000000000000000e+03, 1.654907577388599949e+00, 1.077321661503124250e+00, 1.782333847533295490e+00, 2.168408451870166065e+00, 1.618503373410915325e+00, 8.018822740337215871e-01, 1.058816778981464202e+00, 7.494653425997653828e-01, 1.837322136611656553e+00, 1.130684583385782815e+00, 1.220139043786534483e+00, 7.779722988536643680e-01, 2.439712092351958628e+00, 2.294038683501341325e+00, 1.213835255785840284e+00, 9.376523829261685927e-01
1.911000000000000000e+03, 1.608617423558599047e+00, 1.071623143990367621e+00, 1.776954834209518275e+00, 2.188772905548594938e+00, 1.553650925083731593e+00, 7.777609242591136951e-01, 1.078815782902102338e+00, 7.706654703230704229e-01, 1.925147480865129879e+00, 1.120985726387101478e+00, 1.209369938277198298e+00, 7.401752001919585933e-01, 2.480158140495231756e+00, 2.181341919026129172e+00, 1.217857710150765049e+00, 9.168313807337621357e-01
1.912000000000000000e+03, 1.626688862428677940e+00, 1.089822972366390585e+00, 1.761617483786001248e+00, 2.166815565087213180e+00, 1.507809993379539026e+00, 8.050898406936199958e-01, 1.064921293121360968e+00, 7.571627082491356742e-01, 1.947228418701550945e+00, 1.119907835226081394e+00, 1.227796456241857959e+00, 7.699588826383543250e-01, 2.522756116662880022e+00, 2.196103431622840052e+00, 1.193695476536966504e+00, 9.286726789800153758e-01
1.913000000000000000e+03, 1.595928345651850933e+00, 1.068803664941238907e+00, 1.731426276673560194e+00, 2.137858253803802011e+00, 1.505508881358201601e+00, 8.325629888849405136e-01, 1.035960756430720719e+00, 7.373892545172971991e-01, 1.842449680133479317e+00, 1.118670223566564204e+00, 1.203430422813582368e+00, 7.529400523303410031e-01, 2.488850879635482016e+00, 2.168360097957464649e+00, 1.197828377616634299e+00, 8.847992624618244983e-01
1.914000000000000000e+03, 1.608958510157900701e+00, 1.062377869730123159e+00, 1.756170871315776205e+00, 2.146942607705257355e+00, 1.542229772885157946e+00, 7.918906031238879262e-01, 1.074418224844689407e+00, 7.426468527804080955e-01, 1.920196703957147477e+00, 1.112195956006770681e+00, 1.219794419192113288e+00, 7.322216547541723353e-01, 2.434017213688551617e+00, 2.201112636661915811e+00, 1.177623283216672423e+00, 9.161771683404908995e-01
1.915000000000000000e+03, 1.611176011617098114e+00, 1.091698283326621555e+00, 1.820282093246043509e+00, 2.131375425200991547e+00, 1.554011935689677104e+00, 7.946382938680303099e-01, 1.062425205575017628e+00, 7.457057759300529387e-01, 1.937138218887648033e+00, 1.123045743435548527e+00, 1.214123460481083994e+00, 7.548004709947216950e-01, 2.509289857627251319e+00, 2.229811948907077568e+00, 1.198537188956065425e+00, 9.265771902072231780e-01
1.916000000000000000e+03, 1.585969440801217045e+00, 1.099586852238929602e+00, 1.804283439885554063e+00, 2.152375167774360776e+00, 1.616013446638153939e+00, 8.134625975097555806e-01, 1.056268089798580778e+00, 7.302999645431724751e-01, 1.936183791315382319e+00, 1.111819289168634040e+00, 1.221814478692027972e+00, 7.855490931730587656e-01, 2.481224900392555277e+00, 2.177731540825182055e+00, 1.205246783477198269e+00, 9.091507987282044789e-01
1.917000000000000000e+03, 1.615348735459451124e+00, 1.083947220458874039e+00, 1.797746694879800655e+00, 2.166820610070861797e+00, 1.675747573424895442e+00, 7.930039200759935181e-01, 1.081831030493559220e+00, 7.284078419268977811e-01, 1.878082108630686697e+00, 1.109659290573412171e+00, 1.231742625461930807e+00, 7.678015769185468908e-01, 2.559025221345486045e+00, 2.107441214182166345e+00, 1.217188461268094546e+00, 9.027100887957939523e-01
1.918000000000000000e+03, 1.677926793530492233e+00, 1.098983524452059601e+00, 1.803322782781064504e+00, 2.147230471482650227e+00, 1.671206211104883765e+00, 7.944684841873997927e-01, 1.080375646466728012e+00, 7.353217448929205702e-01, 1.921510625097388125e+00, 1.114503593661632541e+00, 1.209622610166847245e+00, 7.903302508689175054e-01, 2.494119484895099603e+00, 2.211954729644439066e+00, 1.209223847237129945e+00, 8.964536721137569275e-01
1.919000000000000000e+03, 1.648695018863616468e+00, 1.111468560757822743e+00, 1.808594751343803653e+00, 2.157265018957018388e+00, 1.614486263551238254e+00, 8.273669858649393971e-01, 1.076892151924033092e+00, 7.674844749168129310e-01, 1.922579275378762054e+00, 1.125108852512410218e+00, 1.217526436810212109e+00, 7.724424669602674154e-01, 2.437742842529823761e+00, 2.384471919146486929e+00, 1.218070670363481822e+00, 8.868426916696333651e-01
1.920000000000000000e+03, 1.570803311300604799e+00, 1.096461620078535093e+00, 1.827244121828207390e+00, 2.189501676646638639e+00, 1.608168335854446740e+00, 8.515319737257318611e-01, 1.107851075833538701e+00, 7.726207324534370979e-01, 1.903033581497873827e+00, 1.102092905620835950e+00, 1.203418127770420787e+00, 7.592400666510895624e-01, 2.420026638259862750e+00, 2.196396224116083040e+00, 1.222929647678212328e+00, 8.838290794717436061e-01
1.921000000000000000e+03, 1.554956834353866224e+00, 1.108529330555071857e+00, 1.855244058447149902e+00, 2.186074700628195089e+00, 1.588678405082233791e+00, 8.063299153912517614e-01, 1.082668842382358720e+00, 7.722071462821438192e-01, 1.885652110657229708e+00, 1.085396423065700722e+00, 1.208289428175735258e+00, 7.756815778230756742e-01, 2.548128943145443692e+00, 1.852285368665288035e+00, 1.249839282489999537e+00, 9.435794663517378389e-01
1.922000000000000000e+03, 1.576571518846480169e+00, 1.106601423888041946e+00, 1.840348980170120941e+00, 2.181019801888967269e+00, 1.579200719541627329e+00, 7.733539259139311506e-01, 1.086623713427774751e+00, 7.613675271620914398e-01, 1.938806615639409481e+00, 1.080232820495802715e+00, 1.222431144591552998e+00, 7.624631764098489528e-01, 2.630782381743151266e+00, 2.029397746639921785e+00, 1.252835193477358944e+00, 9.784848950146251001e-01
1.923000000000000000e+03, 1.650178287243446951e+00, 1.087953790961952105e+00, 1.844128175733142694e+00, 2.159165008299850808e+00, 1.569356473766153393e+00, 7.628445975951608782e-01, 1.050796535508298657e+00, 7.730032483589442949e-01, 1.908516259001171056e+00, 1.097843597461522158e+00, 1.230879642405236174e+00, 7.679520117659782708e-01, 2.515970712692414679e+00, 2.386728110368675271e+00, 1.218786381597413371e+00, 9.635503005538880172e-01
1.924000000000000000e+03, 1.748135893829312781e+00, 1.107360833661230171e+00, 1.866831734791975173e+00, 2.153676852033358013e+00, 1.560286166050683931e+00, 7.887520379379232560e-01, 1.109376130880941336e+00, 7.690557726746618528e-01, 1.956638555989428374e+00, 1.109598834458035199e+00, 1.197416381343758829e+00, 7.465938636152503749e-01, 2.465628669792532257e+00, 2.485606310050100909e+00, 1.233300483756829546e+00, 9.553729309134575409e-01
1.925000000000000000e+03, 1.718728140645814140e+00, 1.102854452827386034e+00, 1.843987379504065549e+00, 2.178919984695383505e+00, 1.561672239730742318e+00, 7.935386282150118653e-01, 1.087224826745853079e+00, 7.621759043933731270e-01, 1.929184164894392817e+00, 1.113710445045402953e+00, 1.216755134096731084e+00, 7.666618021174539388e-01, 2.530781481297038837e+00, 2.137940817454486275e+00, 1.188171145519484329e+00, 9.882484009705562178e-01
1.926000000000000000e+03, 1.759140877746880438e+00, 1.106000561666720117e+00, 1.871882729203008022e+00, 2.182838420100876586e+00, 1.573377286757643878e+00, 8.226340779336134279e-01, 1.044977535005015890e+00, 7.796268607825573849e-01, 1.918392946811751543e+00, 1.124530266128394906e+00, 1.185819609609521930e+00, 7.631252103856950297e-01, 2.538598183762499350e+00, 2.122085660432336596e+00, 1.196707990226205220e+00, 9.296764242668584810e-01
1.927000000000000000e+03, 1.720361501660454762e+00, 1.098189828342162055e+00, 1.861785451165348659e+00, 2.182055880508692702e+00, 1.613982682415384229e+00, 8.155704470211103674e-01, 1.092233811969762991e+00, 7.791537990271285574e-01, 1.870818450854593307e+00, 1.128866653197607262e+00, 1.215066574060132076e+00, 7.702368269530451839e-01, 2.445377151031414620e+00, 2.272110855487136760e+00, 1.207040213607771140e+00, 9.392982272217723638e-01
1.928000000000000000e+03, 1.677497868634503009e+00, 1.091278571782938522e+00, 1.847386076206052774e+00, 2.172069654045710063e+00, 1.602903452898673864e+00, 8.098320282777179413e-01, 1.098584341572703460e+00, 7.897018939456439401e-01, 1.886297908634972265e+00, 1.142319835647055415e+00, 1.230348857369786053e+00, 7.698864108825982377e-01, 2.393976681895592318e+00, 2.236703126149921061e+00, 1.193004743371460785e+00, 9.383952839482355701e-01
1.929000000000000000e+03, 1.670691399300633595e+00, 1.095966100442235636e+00, 1.850121663892431156e+00, 2.160016766927851162e+00, 1.581061089978181622e+00, 7.961880605541616918e-01, 1.096560553478146627e+00, 7.666489131422313807e-01, 1.900934933182945485e+00, 1.126644304261366303e+00, 1.211358642973737965e+00, 7.924542696578038559e-01, 2.478577174417774920e+00, 2.167892367685570143e+00, 1.226698514437088328e+00, 9.340012595559896713e-01
1.930000000000000000e+03, 1.710768935152615189e+00, 1.111889547095522790e+00, 1.815474160027378936e+00, 2.132554773818471361e+00, 1.574907892738524939e+00, 8.034468426023376741e-01, 1.068341209978853623e+00, 7.535741325939845359e-01, 1.912237698058804281e+00, 1.135040837482436116e+00, 1.198898384765831215e+00, 7.982555480806569070e-01, 2.573019536012277175e+00, 2.281338332950618941e+00, 1.237497451546090588e+00, 9.286435039246765388e-01
1.931000000000000000e+03, 1.738458548297617368e+00, 1.113977148745198154e+00, 1.771774535534680339e+00, 2.138761239876287412e+00, 1.582564767578424902e+00, 8.037357339130662970e-01, 1.086853374338698108e+00, 7.680270296777074179e-01, 1.891333773841941790e+00, 1.125118758028769150e+00, 1.223905418197485551e+00, 7.706436986547257062e-01, 2.538488846157418877e+00, 2.299223743005217813e+00, 1.195643421762945247e+00, 9.374772186503336213e-01
1.932000000000000000e+03, 1.733352204372998084e+00, 1.108566235361294616e+00, 1.721170319336676968e+00, 2.146112491023070223e+00, 1.620169921524812651e+00, 8.407694244450902854e-01, 1.063222525655168171e+00, 7.623674467631353924e-01, 1.854122722848339677e+00, 1.112244593474562615e+00, 1.227632883694218080e+00, 7.996448762217454043e-01, 2.518419050122827851e+00, 2.256090137976422216e+00, 1.187546298139032341e+00, 9.363454498093137790e-01
1.933000000000000000e+03, 1.782431526174473202e+00, 1.097810395515212534e+00, 1.816069797465206248e+00, 2.156293548853181363e+00, 1.590729677848439660e+00, 8.194424727431665056e-01, 1.075353099792541567e+00, 7.678882896464719332e-01, 1.944718500965280761e+00, 1.113967375481337951e+00, 1.229762292175570204e+00, 7.804916020130951981e-01, 2.382552871621179680e+00, 2.263788687741801198e+00, 1.202120833173661696e+00, 9.542240310377593238e-01
1.934000000000000000e+03, 1.782485836179551697e+00, 1.109965313247339047e+00, 1.836263681549077376e+00, 2.140134692210272416e+00, 1.549911588503344317e+00, 8.219212549347523211e-01, 1.066148713322535357e+00, 7.639115026288336718e-01, 1.914583575103213864e+00, 1.119425029368958491e+00, 1.205810060640919446e+00, 7.647166900194320993e-01, 2.394071071033525122e+00, 2.469127454311826231e+00, 1.159431493820063830e+00, 9.278840388758915481e-01
1.935000000000000000e+03, 1.771553382952754996e+00, 1.084263814923962066e+00, 1.815919265316483289e+00, 2.106141111347038297e+00, 1.539116469810614785e+00, 8.448702200316351441e-01, 1.057920380697316975e+00, 7.553266870757652240e-01, 1.913007977425073891e+00, 1.141710652979289753e+00, 1.232820897458535292e+00, 7.533183361645671150e-01, 2.494255614571722290e+00, 2.488404491280939546e+00, 1.162284406292603878e+00, 9.310243702577019054e-01
1.936000000000000000e+03, 1.710256976117829009e+00, 1.086780711250080689e+00, 1.758654751047269205e+00, 2.119204073194874915e+00, 1.544062901628652451e+00, 8.576762746898790590e-01, 1.092315190396692337e+00, 7.327660969176698069e-01, 1.891404679327151284e+00, 1.168142324043852875e+00, 1.223649081895775037e+00, 7.801513875537791076e-01, 2.584489923803824585e+00, 2.164747023389020253e+00, 1.183860361937053796e+00, 9.040756470525684874e-01
1.937000000000000000e+03, 1.690649704469972869e+00, 1.092406692732153628e+00, 1.767294490838193788e+00, 2.167945063824430640e+00, 1.554981151657448990e+00, 8.055147710103118808e-01, 1.070084090364231688e+00, 7.562028869904834361e-01, 1.876955586411097832e+00, 1.145771433562571717e+00, 1.216308480252769275e+00, 7.855691007583747165e-01, 2.496413694484572066e+00, 2.100328115546520991e+00, 1.192557687782215048e+00, 8.966892753618675993e-01
1.938000000000000000e+03, 1.671512902311558468e+00, 1.072810933050936999e+00, 1.845087531661207647e+00, 2.185629351201970660e+00, 1.594278565254643176e+00, 8.337362353319258679e-01, 1.085615778367259088e+00, 7.824036382013233037e-01, 1.843652227629920093e+00, 1.137976172510724471e+00, 1.210031456562302044e+00, 7.895630273306528668e-01, 2.434140162474009106e+00, 2.248110714566131652e+00, 1.234893500964320046e+00, 9.863322529243451209e-01
1.939000000000000000e+03, 1.676416408452970686e+00, 1.103428447493439046e+00, 1.807732387516287620e+00, 2.195047111109731830e+00, 1.627417249506823316e+00, 7.882401839396648846e-01, 1.082279879808246692e+00, 7.822807441406897100e-01, 1.837635026560852980e+00, 1.141323582801481384e+00, 1.201784275817324277e+00, 7.655916726132253602e-01, 2.479643800189815117e+00, 2.323563517298688819e+00, 1.178718138403679117e+00, 9.367550648746200137e-01
1.940000000000000000e+03, 1.697176771372538751e+00, 1.114323183197455158e+00, 1.777547098626956812e+00, 2.174301027205172598e+00, 1.649676533566142300e+00, 8.075138013778926371e-01, 1.092463585630516043e+00, 7.774241152868521798e-01, 1.878812589150786971e+00, 1.156890015274872452e+00, 1.222227325456881841e+00, 7.952634628858077370e-01, 2.472475794003444971e+00, 2.215196069358696285e+00, 1.159743080429274098e+00, 9.358983444672552832e-01
1.941000000000000000e+03, 1.738590904906578194e+00, 1.133859359496018016e+00, 1.752914483296961201e+00, 2.177895572780383038e+00, 1.621765835253256016e+00, 8.475370260736242445e-01, 1.086058082010398218e+00, 7.812536856353339276e-01, 1.858370508625339701e+00, 1.150986191153596128e+00, 1.228841504960502817e+00, 7.684295147604497389e-01, 2.454809022785901629e+00, 2.101721196876426223e+00, 1.191140581835651302e+00, 9.514407875453870789e-01
1.942000000000000000e+03, 1.753265754467638660e+00, 1.094682228967868154e+00, 1.759306786009571910e+00, 2.188676498338558041e+00, 1.606817932070470745e+00, 8.144069371063922258e-01, 1.100710150950547028e+00, 7.803892087739839889e-01, 1.860936504365720445e+00, 1.122075105109249016e+00, 1.217771002931054225e+00, 7.919828981043057770e-01, 2.506685486380436423e+00, 2.331584166248733325e+00, 1.201960877720322562e+00, 9.210014540744960732e-01
1.943000000000000000e+03, 1.798590579581404336e+00, 1.090831477603870781e+00, 1.847133349282162218e+00, 2.169742771081109023e+00, 1.638410618211825209e+00, 8.173463713375019868e-01, 1.063896918458647312e+00, 7.839702458605042334e-01, 1.898132530707298926e+00, 1.109060348869075341e+00, 1.211015408983530106e+00, 7.710485290145288051e-01, 2.417605365669275752e+00, 2.471250566793676384e+00, 1.235929178354558733e+00, 9.237218894154334281e-01
1.944000000000000000e+03, 1.746243464050222682e+00, 1.066707472537199664e+00, 1.890091107365821532e+00, 2.157719620447832831e+00, 1.653674522324002139e+00, 7.877581960616927281e-01, 1.078372592369854832e+00, 7.828791613028214247e-01, 1.911876433065145653e+00, 1.133181203665482251e+00, 1.220719854896674672e+00, 7.774833871046776812e-01, 2.447659609721245744e+00, 2.237458664196367852e+00, 1.240788970977666716e+00, 9.447480088050032032e-01
1.945000000000000000e+03, 1.758654052832871573e+00, 1.093087039211449563e+00, 1.901958608679021445e+00, 2.142564363471660016e+00, 1.657897464011564237e+00, 7.976152965917940874e-01, 1.085960857826821169e+00, 7.913752551482645670e-01, 1.920756033531937135e+00, 1.156648931883158093e+00, 1.223847836820419976e+00, 8.026237519367425133e-01, 2.618973688299221170e+00, 2.238538301191255186e+00, 1.255754783303136168e+00, 9.384341147242030168e-01
1.946000000000000000e+03, 1.821295461731235354e+00, 1.106047064204918939e+00, 1.928467752561984216e+00, 2.159082196963650446e+00, 1.615944619548557393e+00, 7.722481555898133010e-01, 1.085428065159938837e+00, 7.877617361009345842e-01, 1.921891033086813971e+00, 1.150767351703427810e+00, 1.217039243728908593e+00, 7.926661331463055182e-01, 2.676975892683898905e+00, 2.297070519131595656e+00, 1.240383302171050195e+00, 9.997998736347806226e-01
1.947000000000000000e+03, 1.763338878055845660e+00, 1.103259414891417434e+00, 1.901402077111245204e+00, 2.215577837555273266e+00, 1.648085129320587372e+00, 7.988019529491707793e-01, 1.089360249035029815e+00, 7.765589444345559755e-01, 1.869126899736767600e+00, 1.143604079658901318e+00, 1.225835309985716215e+00, 7.596869920198290327e-01, 2.554201023016801297e+00, 2.352924136913185915e+00, 1.256259230954884787e+00, 9.743925753120178390e-01
1.948000000000000000e+03, 1.769096895515682943e+00, 1.117796188661609236e+00, 1.888829973030777154e+00, 2.202030223223864880e+00, 1.619043167127333094e+00, 7.987976276541473020e-01, 1.080598358965650707e+00, 7.924732459859710199e-01, 1.935288267451734434e+00, 1.127265485223968300e+00, 1.209938361747104008e+00, 7.833186373652418766e-01, 2.370632297879111672e+00, 2.251351056358068981e+00, 1.235199577856176845e+00, 9.765549793933612222e-01
1.949000000000000000e+03, 1.697853952292656787e+00, 1.103219051701212372e+00, 1.867663406168693641e+00, 2.196624137326921300e+00, 1.628103235529768433e+00, 8.222036493828746018e-01, 1.113046312940850324e+00, 7.992177878003237090e-01, 1.864592656455837494e+00, 1.124031307486013320e+00, 1.236397666270818485e+00, 7.648024304577264454e-01, 2.381468009787890416e+00, 2.223255362678401514e+00, 1.182908049481175894e+00, 9.585282363182201504e-01
1.950000000000000000e+03, 1.737973424458735705e+00, 1.114078607474582983e+00, 1.827879102536556166e+00, 2.228726603308919252e+00, 1.642115911773880832e+00, 8.110501906401105243e-01, 1.062400907671350092e+00, 8.201933151404897648e-01, 1.842430818536505699e+00, 1.145120424717832819e+00, 1.227522332208977662e+00, 7.835531518597076417e-01, 2.515262003327706886e+00, 2.313943491209799141e+00, 1.198925227302969354e+00, 9.308339809176453539e-01
1.951000000000000000e+03, 1.779505514215710793e+00, 1.107014240772218328e+00, 1.810707345198385498e+00, 2.184589591366309591e+00, 1.612909029992086740e+00, 8.315813140518326652e-01, 1.075501725361337035e+00, 7.961428406568783478e-01, 1.902564998576847355e+00, 1.167239007545204821e+00, 1.232983855259060180e+00, 7.762274445621052399e-01, 2.514865121088874833e+00, 2.387817988081036624e+00, 1.206704255485464561e+00, 9.365779499564438337e-01
1.952000000000000000e+03, 1.746756775950568663e+00, 1.094249537333287448e+00, 1.822748751730318695e+00, 2.141819119349640754e+00, 1.633898480791500019e+00, 8.394011235931684300e-01, 1.059195762148337217e+00, 7.977751354687425689e-01, 1.873341071729262008e+00, 1.166228947545356442e+00, 1.214012857917681876e+00, 7.970664251619002938e-01, 2.532241549282791215e+00, 2.112458966724183540e+00, 1.266146825799755904e+00, 9.032258326701831930e-01
1.953000000000000000e+03, 1.714668738451084584e+00, 1.109888803967375992e+00, 1.814426587294849957e+00, 2.168115750985063261e+00, 1.578701641315039206e+00, 8.133616386583899516e-01, 1.028540089616814868e+00, 7.686456390099861702e-01, 1.896019041423650631e+00, 1.153154505016978471e+00, 1.218276345419410545e+00, 8.117177746979261643e-01, 2.520081664448881043e+00, 2.158872707357581966e+00, 1.202895285218211985e+00, 9.116950830372100301e-01
1.954000000000000000e+03, 1.735042467387600373e+00, 1.096662074789263697e+00, 1.879987212740199753e+00, 2.171445309074018226e+00, 1.569728006214954563e+00, 8.219110372952953547e-01, 1.095245839206729022e+00, 8.096058625489873650e-01, 1.870982658392014830e+00, 1.137284656514652159e+00, 1.205613241286264126e+00, 7.755528056186917762e-01, 2.636503081165352924e+00, 2.232277137315032967e+00, 1.181299414185724039e+00, 9.236227835816857024e-01
1.955000000000000000e+03, 1.761840885125123712e+00, 1.085514137922450439e+00, 1.832257571562673215e+00, 2.162104172683053438e+00, 1.549052007511598772e+00, 8.124387523071620043e-01, 1.068706873972656846e+00, 8.239094186309360301e-01, 1.890236498620223138e+00, 1.120998585255873925e+00, 1.212739068722381353e+00, 8.075037937073114014e-01, 2.637688299361590882e+00, 2.170904269105081053e+00, 1.166276574699989466e+00, 9.401677904127010432e-01
1.956000000000000000e+03, 1.734912239188560745e+00, 1.104985933031964462e+00, 1.752057773144811037e+00, 2.146350021938641550e+00, 1.568001899590089510e+00, 7.991085879935383440e-01, 1.081322459339658204e+00, 8.192771779946231847e-01, 1.942236046074637068e+00, 1.121252279007691088e+00, 1.237411308924631248e+00, 7.872591377931610346e-01, 2.526421228875634473e+00, 2.241908105743324775e+00, 1.204827843971597146e+00, 9.722963350924501702e-01
1.957000000000000000e+03, 1.800543653925994469e+00, 1.097370261757174559e+00, 1.770429637534159939e+00, 2.165344668550760687e+00, 1.616665078530215904e+00, 7.886405094859023635e-01, 1.066975449435437762e+00, 7.866170715243168132e-01, 1.940241558784315812e+00, 1.116078457420963899e+00, 1.228668486753921929e+00, 7.876671377826859333e-01, 2.491362431047740245e+00, 2.332586294358187207e+00, 1.194479465792777750e+00, 9.575769735764230184e-01
1.958000000000000000e+03, 1.772803759742801466e+00, 1.097093478601802952e+00, 1.770359817380895651e+00, 2.143121806884598968e+00, 1.582970006698831256e+00, 8.168026329431244958e-01, 1.097996775088762922e+00, 7.876688906475248775e-01, 1.861203542330585714e+00, 1.135797308723458965e+00, 1.232934459717797360e+00, 7.983671870625529410e-01, 2.521758992249998776e+00, 2.240295135847250929e+00, 1.184497213110156100e+00, 9.458885924113663579e-01
1.959000000000000000e+03, 1.693001107744512623e+00, 1.104991167391979667e+00, 1.804628782155467848e+00, 2.166738442491626948e+00, 1.648649177964266688e+00, 7.944049173806667641e-01, 1.087411179876726308e+00, 8.029448807160455281e-01, 1.843646813745599466e+00, 1.152458513980290755e+00, 1.213531923004022239e+00, 8.062637009750865946e-01, 2.549185636495906682e+00, 2.186287283732213815e+00, 1.198764790039360317e+00, 8.953115889046815434e-01
1.960000000000000000e+03, 1.679468202731652315e+00, 1.107339690824429068e+00, 1.819736989986000086e+00, 2.154671914972191349e+00, 1.643469110685110257e+00, 7.712981547073727295e-01, 1.101218362075517154e+00, 8.024931915439705854e-01, 1.850582590124687066e+00, 1.141461386013136625e+00, 1.208820566659063678e+00, 7.872134682294786856e-01, 2.449971885100442837e+00, 2.131475865297917327e+00, 1.219798849806515983e+00, 8.919702290699865754e-01
1.961000000000000000e+03, 1.703305995961847730e+00, 1.135316623844721207e+00, 1.791390068550779313e+00, 2.144159344335120565e+00, 1.619746712426079593e+00, 8.027773469319798849e-01, 1.104299821804510806e+00, 7.927153224866283487e-01, 1.856053874476006005e+00, 1.119580262835543349e+00, 1.218702773555247365e+00, 8.182668136604566156e-01, 2.291438501720079568e+00, 2.035359364935781734e+00, 1.225615152872283620e+00, 9.345997698591284042e-01
1.962000000000000000e+03, 1.711625722345947453e+00, 1.080666767413336338e+00, 1.836955345941222451e+00, 2.176167852515555889e+00, 1.596562819801932820e+00, 8.079621558228744505e-01, 1.098626290597258581e+00, 8.012442462795330567e-01, 1.834376675014610436e+00, 1.110980014861919551e+00, 1.207263245879802493e+00, 7.981979720881167140e-01, 2.439889481492275358e+00, 2.123122669629126769e+00, 1.229351833034717290e+00, 9.831865787954366942e-01
1.963000000000000000e+03, 1.805629960582681104e+00, 1.102607090017188485e+00, 1.858088124871812408e+00, 2.211062375498830779e+00, 1.594245081426170163e+00, 7.934656626144798164e-01, 1.086382871078927614e+00, 7.924229726242738581e-01, 1.900328966601273484e+00, 1.109729655442251106e+00, 1.230918471674193881e+00, 8.006974360288837689e-01, 2.591542599635031419e+00, 2.292883292171666199e+00, 1.190025453794221866e+00, 9.742814822433110145e-01
1.964000000000000000e+03, 1.809005643075820791e+00, 1.125269594190769995e+00, 1.807155328347643808e+00, 2.181320458822478603e+00, 1.618770751575171474e+00, 7.819106040547516567e-01, 1.098012259892589881e+00, 7.909442781050316507e-01, 1.844219884694482392e+00, 1.116890079425494342e+00, 1.208804225633979490e+00, 7.937047088236041104e-01, 2.565639304160540313e+00, 2.288035209719259111e+00, 1.210173553064723073e+00, 9.401371772290681994e-01
1.965000000000000000e+03, 1.769218857155724356e+00, 1.107216809716646599e+00, 1.811223643936342276e+00, 2.159161422242460660e+00, 1.622627840345337580e+00, 8.130056553783219231e-01, 1.072124752092221911e+00, 7.823014175908231671e-01, 1.821774304761707208e+00, 1.116811460536575318e+00, 1.190759905177556588e+00, 7.766127915931840819e-01, 2.393811012586438913e+00, 2.205210965063646444e+00, 1.216333557821552835e+00, 9.309827059257098636e-01
1.966000000000000000e+03, 1.794496784936923550e+00, 1.078964168925981459e+00, 1.842233932153067633e+00, 2.159853964580984442e+00, 1.629724113765264049e+00, 7.946431314641485555e-01, 1.089855557238647243e+00, 8.105531011938771346e-01, 1.916357714923038413e+00, 1.116602703307318478e+00, 1.229461738392674919e+00, 7.996727527007470027e-01, 2.374184370032014879e+00, 2.252943797590244657e+00, 1.248111927977825442e+00, 9.313873715379816787e-01
1.967000000000000000e+03, 1.846558560205124211e+00, 1.097844153216886776e+00, 1.853543972009082275e+00, 2.191790799540149770e+00, 1.661774027648298846e+00, 7.979166648242532744e-01, 1.073115064411881425e+00, 7.771593432828546311e-01, 1.850234770608274015e+00, 1.146515659118682251e+00, 1.204987424089772663e+00, 8.015495167858153192e-01, 2.471283106029120269e+00, 2.277209570442295661e+00, 1.227688460650271374e+00, 9.679293758486222643e-01
1.968000000000000000e+03, 1.846180959828255697e+00, 1.076620425283278504e+00, 1.803255803152873149e+00, 2.180784516135809703e+00, 1.661308683302513911e+00, 7.786365228215413881e-01, 1.051615036513344537e+00, 7.783392013013731292e-01, 1.834014694852265981e+00, 1.171602542515924883e+00, 1.222806590277906169e+00, 8.088308468796605588e-01, 2.522223124373106362e+00, 2.204925188738591224e+00, 1.229323870528702178e+00, 9.431132563046757955e-01
