year, UKESM1-0-LL, NorESM2-MM, CESM2-WACCM, NorESM2-LM, GFDL-ESM4, EC-Earth3-Veg, ACCESS-ESM1-5, INM-CM5-0, TaiESM1, CanESM5, INM-CM4-8, CNRM-ESM2-1, MIROC-ES2L, CMCC-CM2-SR5, MPI-ESM1-2-LR, IPSL-CM6A-LR
1.912000000000000000e+03, 5.416349864296442718e+00, 3.252968891618770453e+00, 3.726230334951189160e+00, 3.344147446622891540e+00, 3.503612903153213942e+00, 2.682221136411256257e+00, 3.610446429471676044e+00, 5.385527151349208452e+00, 4.166650174498856884e+00, 3.642790535880676028e+00, 5.471279684188709247e+00, 2.801393834054176857e+00, 3.470435811176176166e+00, 3.864968761652257889e+00, 4.904529605674031956e+00, 2.198456213023841865e+00
1.913000000000000000e+03, 5.374423006358853172e+00, 3.410203647854517683e+00, 3.833781388913844346e+00, 3.457187051838526148e+00, 3.310230018210729153e+00, 2.497852194056580988e+00, 3.567792124710906787e+00, 5.094431087626119847e+00, 3.845645023663317730e+00, 3.835826470896058105e+00, 5.209788530154955133e+00, 2.737088542707377670e+00, 3.222584436326689339e+00, 3.765162417079790824e+00, 4.792219430879016251e+00, 2.050558502211013323e+00
1.914000000000000000e+03, 5.274899369319447473e+00, 3.492666858703254995e+00, 3.827711232425595522e+00, 3.411665830252629039e+00, 3.379089455674973319e+00, 2.777564012949327754e+00, 3.563601370842984117e+00, 5.136363004552210398e+00, 4.131760875820194912e+00, 3.656055650290641168e+00, 5.102206576340381439e+00, 2.702994809843211499e+00, 3.176012666299045328e+00, 3.597193701348359252e+00, 4.880965373559778442e+00, 2.198705841063515187e+00
1.915000000000000000e+03, 5.394033986203305986e+00, 3.561172773910404210e+00, 3.890689431999739156e+00, 3.477588624127901262e+00, 3.343384830157859255e+00, 2.865123527199587627e+00, 3.597266024742722834e+00, 5.020886708678231614e+00, 4.041316827687444935e+00, 3.698352957158233867e+00, 5.231884224592752375e+00, 2.953159693735204261e+00, 3.318498306251869590e+00, 3.872017041041799335e+00, 4.667730014943036743e+00, 2.098059064251019734e+00
1.916000000000000000e+03, 5.490746095289671835e+00, 3.724670393874787155e+00, 3.737418643475660662e+00, 3.411100668533557645e+00, 3.461134338160523072e+00, 2.808133697167727316e+00, 3.556079026383746733e+00, 4.933083954862718556e+00, 4.115834916289486500e+00, 3.708482665397317746e+00, 5.315538645837597720e+00, 2.791568005622809601e+00, 3.570836655155900097e+00, 3.548078936501533054e+00, 4.768453434015907710e+00, 2.036745755496868426e+00
1.917000000000000000e+03, 5.519435065921651784e+00, 3.665501288731571439e+00, 4.020818052247708607e+00, 3.664487576772610389e+00, 3.522719203750169559e+00, 2.719830174864412697e+00, 3.571572085880231562e+00, 5.166872478160459359e+00, 4.134095733136802231e+00, 3.732340103820692701e+00, 5.145729865481466270e+00, 2.700867562577696557e+00, 3.374604454131114650e+00, 3.965904543994443365e+00, 4.743379473438810834e+00, 2.134453547077887592e+00
1.918000000000000000e+03, 5.344634510114069315e+00, 3.545035940765553395e+00, 3.820291799332293348e+00, 3.640897306652729259e+00, 3.564566672453552520e+00, 2.723025037347674093e+00, 3.585046459006434372e+00, 5.184721324376210028e+00, 4.066824963220668110e+00, 3.677331360557079876e+00, 5.244230506072129039e+00, 2.773406325181577703e+00, 3.556217974596007636e+00, 3.620144261411151199e+00, 4.862735533684477751e+00, 2.160737357051852214e+00
1.919000000000000000e+03, 5.587121958248595810e+00, 3.465608625703676005e+00, 4.006738345997900907e+00, 3.492528065216814248e+00, 3.462863372427280595e+00, 2.733796801131952670e+00, 3.566370473835719590e+00, 5.000974146437440204e+00, 4.042936979156141142e+00, 3.927760301679837696e+00, 5.331838720514244123e+00, 2.640280081024580117e+00, 3.384955580128015118e+00, 3.766736390156403491e+00, 4.727277387662663699e+00, 2.404350785157776116e+00
1.920000000000000000e+03, 5.698676543065618105e+00, 3.526021630297579090e+00, 3.864544125159274479e+00, 3.197471103825681116e+00, 3.584107125018275219e+00, 2.877491575430546344e+00, 3.498299150741970287e+00, 5.289131083622494955e+00, 4.226656982183198963e+00, 3.961369188021176768e+00, 5.114799527837275761e+00, 2.596141579105846642e+00, 3.337722551420232442e+00, 3.865484529928254975e+00, 4.766919684913105471e+00, 2.248056546629646935e+00
1.921000000000000000e+03, 5.790591732554006832e+00, 3.372207682017723585e+00, 3.805448074310719075e+00, 3.294617653160970328e+00, 3.623937878742796936e+00, 3.073936360944188984e+00, 3.474237913681013978e+00, 5.113926030533384015e+00, 4.314126533472607328e+00, 3.742927313030370851e+00, 5.237634797031240019e+00, 2.904526239882910144e+00, 3.373837144537836785e+00, 3.366018381400091464e+00, 4.893375630574451129e+00, 2.209709871833120953e+00
1.922000000000000000e+03, 5.654674362644738217e+00, 3.568735393458048133e+00, 3.963863097139070923e+00, 3.530960182718486884e+00, 3.480054490116741839e+00, 2.679983367290861729e+00, 3.428437530403323219e+00, 5.065780423907166430e+00, 4.089247718573133739e+00, 3.635076517736996138e+00, 5.118382628025461401e+00, 2.967617471342189006e+00, 3.348867073417833407e+00, 3.892219920496279517e+00, 4.861027387220438811e+00, 2.200829371423338454e+00
1.923000000000000000e+03, 5.370647450415144242e+00, 3.412695223747035822e+00, 4.034704215762859647e+00, 3.722931440156727945e+00, 3.566710494885581451e+00, 2.893717037882416410e+00, 3.536677763347034098e+00, 4.884567294656023684e+00, 3.963437838851441519e+00, 3.565852207252381945e+00, 5.134621525118569174e+00, 2.981160743021787685e+00, 3.220927412540423695e+00, 3.875126359100699247e+00, 4.869245652513910727e+00, 2.326788453122976552e+00
1.924000000000000000e+03, 5.502038764236682589e+00, 3.467107779616591223e+00, 3.921178295000550040e+00, 3.758433002250247679e+00, 3.684932205501798119e+00, 2.602324302442036164e+00, 3.560531664903987981e+00, 5.293470721023803449e+00, 4.173504739885798287e+00, 3.769014369086199689e+00, 5.309546445715871421e+00, 2.918567522802574477e+00, 3.286068762067952953e+00, 3.990318315170904295e+00, 4.603121947280859771e+00, 2.250169457871169953e+00
1.925000000000000000e+03, 5.654177213056643225e+00, 3.424951336437203953e+00, 3.925463297145196595e+00, 3.654906898550589034e+00, 3.620719624402568559e+00, 2.647517290350662744e+00, 3.559911267347884323e+00, 5.260212295996296916e+00, 4.243628204733152387e+00, 3.658680132264124030e+00, 5.410231107148059770e+00, 3.090582068000477189e+00, 3.371208122084826009e+00, 3.688016099891815003e+00, 5.050283314420100034e+00, 2.210478023566016414e+00
1.926000000000000000e+03, 5.619909637121324408e+00, 3.661612154225833748e+00, 4.055821653441730845e+00, 3.659059832010818081e+00, 3.476796255453663775e+00, 2.849610422667554488e+00, 3.615124914489217911e+00, 4.812176453563008494e+00, 4.099781804343453295e+00, 3.917920823581047873e+00, 5.386497281974138573e+00, 2.735993494711084661e+00, 3.407001154788755315e+00, 3.625770197968321007e+00, 4.608777178602473157e+00, 2.291634133810731111e+00
1.927000000000000000e+03, 5.612298706403337611e+00, 3.570090702968366170e+00, 3.968670954058927780e+00, 3.599059105875441755e+00, 3.396934249881304435e+00, 2.690604644675214097e+00, 3.597934172919060813e+00, 5.189582011380169391e+00, 3.886458369615971797e+00, 3.935941727735178031e+00, 5.132695450593210751e+00, 2.869418361423023089e+00, 3.492303190479687292e+00, 3.776825623497275242e+00, 4.847974259344864478e+00, 2.341697333243732526e+00
1.928000000000000000e+03, 5.694382194261530472e+00, 3.467486979229127630e+00, 3.948881666125098722e+00, 3.572393034217767660e+00, 3.358480002495940475e+00, 2.918026911237693088e+00, 3.669969575604072887e+00, 5.139171106033693981e+00, 4.135943628249551196e+00, 3.754082083615727594e+00, 5.203001148582981017e+00, 2.830401446333460580e+00, 3.559815645925080485e+00, 3.824333885073671446e+00, 5.180987294573785817e+00, 2.391730060952291126e+00
1.929000000000000000e+03, 5.218284015410407761e+00, 3.517436583036981812e+00, 3.944511879885701955e+00, 3.676451274645355483e+00, 3.419973741349754626e+00, 2.846184197364189483e+00, 3.603308827162476025e+00, 5.230386048267717136e+00, 4.237634660479523419e+00, 3.776667594187274712e+00, 5.365791062919926802e+00, 2.863707694889499500e+00, 3.534301900660356210e+00, 3.684456394091382148e+00, 4.656651213166012937e+00, 2.140526598106986089e+00
1.930000000000000000e+03, 5.310035802831521323e+00, 3.401450904317812718e+00, 3.651431436813272757e+00, 3.684855223897923526e+00, 3.434109358741448847e+00, 2.832189275453498745e+00, 3.675346847866286293e+00, 5.147007559226273621e+00, 4.049408355897028855e+00, 3.771007788086840229e+00, 5.474535519806639883e+00, 2.863458860634823022e+00, 3.559927770485975529e+00, 3.845538868487925921e+00, 4.795086172373111744e+00, 2.185650972079188570e+00
1.931000000000000000e+03, 5.292396397789294049e+00, 3.659576888476594902e+00, 3.761921322529647949e+00, 3.609502210893440921e+00, 3.468028239580318584e+00, 2.541930441523468254e+00, 3.589650951368885234e+00, 5.201863277163210952e+00, 4.059537457011803241e+00, 3.803178297302045596e+00, 5.420323080762579515e+00, 2.998935343059572656e+00, 3.438746486656234946e+00, 3.846999682870164694e+00, 5.050413118207839780e+00, 2.305808067102497638e+00
1.932000000000000000e+03, 5.523587404290980274e+00, 3.455249003881022851e+00, 3.882541448123244976e+00, 3.750832229648945138e+00, 3.321418595182347389e+00, 2.823393167724672193e+00, 3.574088246668129631e+00, 4.967774714963772986e+00, 4.185086508642538838e+00, 3.991231572748032086e+00, 5.270946522795961542e+00, 2.906190462650003692e+00, 3.455751424325696153e+00, 3.706523070109506879e+00, 5.005322387781464322e+00, 2.232251026621028700e+00
1.933000000000000000e+03, 5.513323422198962653e+00, 3.466755522731707728e+00, 4.027294391120862294e+00, 3.852369415308206868e+00, 3.570749440569225719e+00, 2.641315964412565886e+00, 3.559660464278682213e+00, 5.055110534820041579e+00, 3.852571204129010329e+00, 3.876019813696345295e+00, 5.313633473189542933e+00, 3.020873587291339479e+00, 3.336965203580689376e+00, 3.818944743415383591e+00, 4.998426600662084773e+00, 2.199611158542042588e+00
1.934000000000000000e+03, 5.383976857049830755e+00, 3.411924842231286448e+00, 4.067170950655687456e+00, 3.792169256804276856e+00, 3.503403636998366988e+00, 2.584394493639150525e+00, 3.594503097399358360e+00, 5.067239650572856746e+00, 4.122470121776412810e+00, 3.791939720433326499e+00, 5.286404179892579158e+00, 2.873980760400301815e+00, 3.380786417371964170e+00, 3.537205916191966448e+00, 4.622076071268201858e+00, 2.183639660346639921e+00
1.935000000000000000e+03, 5.229124141216424881e+00, 3.483585415501710969e+00, 3.621152831169921704e+00, 3.674914875681207782e+00, 3.284151966186470428e+00, 2.804279787888732667e+00, 3.736143103358348760e+00, 4.908557670305820686e+00, 4.340831324141973369e+00, 3.978547594259103537e+00, 5.119314731665055795e+00, 2.913986201706213031e+00, 3.380559010736871262e+00, 3.782501166625193978e+00, 4.951790648352330848e+00, 2.184068093880151551e+00
1.936000000000000000e+03, 5.270983606632483109e+00, 3.466929437349167031e+00, 3.846412118927792445e+00, 3.543106685082638485e+00, 3.465085953044181100e+00, 2.731592001527184177e+00, 3.815934663371894242e+00, 5.328849456999162904e+00, 4.068084430096540416e+00, 4.122565279119116077e+00, 5.225711032807944356e+00, 2.740372718957542197e+00, 3.411337737490016675e+00, 3.949567623671662808e+00, 4.708580571572717588e+00, 2.106222562853519609e+00
1.937000000000000000e+03, 5.781047050468694160e+00, 3.589414677124020514e+00, 4.090072040812962939e+00, 3.623801884018303721e+00, 3.491252151299143236e+00, 2.958631572905936480e+00, 3.666319937865705647e+00, 5.088151996061626825e+00, 3.894686406099165499e+00, 3.833807092228141311e+00, 5.151796069257305710e+00, 2.791850511389081024e+00, 3.506082274560827994e+00, 3.866657072489684488e+00, 4.822723725482067181e+00, 2.259557404773056444e+00
1.938000000000000000e+03, 5.661046050188565104e+00, 3.653250735495362722e+00, 3.991234515504110902e+00, 3.578112642303218571e+00, 3.400074274348538150e+00, 2.850093562254414348e+00, 3.636226624689779641e+00, 5.082346476557884074e+00, 4.248123462200260825e+00, 3.940047847586759744e+00, 5.138544058943696591e+00, 3.066639783730218394e+00, 3.448654529752855691e+00, 3.979221473218992777e+00, 4.739470178450960525e+00, 2.385989079889464293e+00
1.939000000000000000e+03, 5.872395924109224730e+00, 3.560374265302590047e+00, 3.928368542606876179e+00, 3.764258212347259658e+00, 3.232324404508152949e+00, 2.449622306220041956e+00, 3.665090469372422000e+00, 5.249911615275089538e+00, 4.070341482122652010e+00, 3.685881961069180868e+00, 5.385336355486512794e+00, 2.882284466558583169e+00, 3.295659435529892711e+00, 3.963438941456574938e+00, 4.721644859425736307e+00, 2.337954468616203041e+00
1.940000000000000000e+03, 5.638095289642835795e+00, 3.546546312564034409e+00, 3.738255515705106280e+00, 3.687616920850226521e+00, 3.414357502437903591e+00, 2.783373229322480658e+00, 3.727548019304194771e+00, 5.321143283864037343e+00, 3.997281321937069087e+00, 3.763158059540931522e+00, 5.387812026941080745e+00, 2.932537209994216187e+00, 3.404241241389679207e+00, 3.646120638599182673e+00, 4.823090020117001053e+00, 2.322358913586521023e+00
1.941000000000000000e+03, 5.767435452142251506e+00, 3.597904708386915562e+00, 3.774063964539299043e+00, 3.830219913445672919e+00, 3.417500134772843090e+00, 2.845387670104646549e+00, 3.683483220956853543e+00, 5.153242740160459689e+00, 4.161673352853827446e+00, 3.937135383872350403e+00, 5.417875883789070812e+00, 2.967301553085321952e+00, 3.335664117791610650e+00, 3.741143791157913956e+00, 5.028616440239018104e+00, 2.309445707286045035e+00
1.942000000000000000e+03, 5.691499754836028657e+00, 3.555811327625929330e+00, 3.928300890755489938e+00, 3.749045354784541040e+00, 3.431193328900460138e+00, 2.954764442631584220e+00, 3.542454833039597517e+00, 5.242174215422414463e+00, 3.984300217385644771e+00, 3.837782676755491007e+00, 5.167040169301738040e+00, 2.818297651146793648e+00, 3.434653756557197291e+00, 3.927047600045223685e+00, 4.888064464572651424e+00, 2.276581339882008059e+00
1.943000000000000000e+03, 5.560791759298489900e+00, 3.658695997350287055e+00, 4.101845226519546195e+00, 3.777120866072578576e+00, 3.459056672594974291e+00, 2.943531369427409228e+00, 3.500184847231033736e+00, 5.106163298246969795e+00, 4.013736049998748001e+00, 3.812728881067038333e+00, 5.115124082950374351e+00, 2.687484448159707995e+00, 3.513221509484464100e+00, 4.060680910031457813e+00, 4.852350830952564031e+00, 2.342334962612030669e+00
1.944000000000000000e+03, 5.438080468140397805e+00, 3.649793234593322833e+00, 4.055014902749778827e+00, 3.780697604019682689e+00, 3.519388222824773926e+00, 3.002802442175090292e+00, 3.680111324561164743e+00, 5.180982453269800558e+00, 4.216974444796062649e+00, 3.667926775778897586e+00, 5.068208782122620271e+00, 2.951221360457712883e+00, 3.390327301698082607e+00, 3.628255513520485032e+00, 5.007817978538488646e+00, 2.372682740624511677e+00
1.945000000000000000e+03, 5.452024383693505172e+00, 3.590886318043374548e+00, 4.098495078109498202e+00, 3.699250883270741141e+00, 3.602182497232992997e+00, 2.814917788389289299e+00, 3.718034841668670598e+00, 5.136128716924746485e+00, 4.256106562771460489e+00, 3.775867920404908595e+00, 5.235388072869936238e+00, 2.918548625137777019e+00, 3.513944251841342403e+00, 3.934621175495190748e+00, 4.953759445758150193e+00, 2.383854015235588264e+00
1.946000000000000000e+03, 5.410412386251971739e+00, 3.613121679106289008e+00, 4.213919628478167034e+00, 3.888143262568780845e+00, 3.565425644033718200e+00, 2.949718072164567051e+00, 3.672027277227919217e+00, 5.175084955163786304e+00, 4.028222219726014686e+00, 3.794424489134754275e+00, 5.381063224510358900e+00, 3.186638760370209322e+00, 3.561521052001434207e+00, 4.208631683588259342e+00, 4.703978559428407813e+00, 2.355372465508150270e+00
1.947000000000000000e+03, 5.876143844413554973e+00, 3.656568471285111865e+00, 3.880866907955871525e+00, 3.612114793633534937e+00, 3.362720205511126270e+00, 2.887722056671571114e+00, 3.641549184007582873e+00, 5.156526078915155686e+00, 4.078166848615134121e+00, 3.722839497358432670e+00, 5.249492713465658156e+00, 3.021359154756538601e+00, 3.392775829584778524e+00, 3.804866707221278066e+00, 4.915811323165677926e+00, 2.258380356761927832e+00
1.948000000000000000e+03, 5.746478884937963549e+00, 3.669683588391774443e+00, 4.057712379614950571e+00, 3.679830207996299674e+00, 3.680045537755413765e+00, 2.675188873437519987e+00, 3.621086487141510712e+00, 5.147684512785962063e+00, 3.997220412358126751e+00, 3.746429469642169163e+00, 5.262592696656805735e+00, 3.061501189522855437e+00, 3.459531318439453162e+00, 3.340331446375698565e+00, 4.858090047926332922e+00, 2.383511878263537387e+00
1.949000000000000000e+03, 5.849032926015027556e+00, 3.544293697878496463e+00, 3.829207095298168717e+00, 3.565464398164952087e+00, 3.459282685041595418e+00, 2.649884433443948417e+00, 3.586875631397812292e+00, 5.312828705208326951e+00, 4.304826483821296179e+00, 3.886385697854906951e+00, 5.134460186088347200e+00, 2.887129851122645530e+00, 3.333057091939433114e+00, 4.063986220170602515e+00, 5.195050570501415166e+00, 2.405701660175012968e+00
1.950000000000000000e+03, 6.220328161554579793e+00, 3.583160589591249057e+00, 3.804002557420905539e+00, 3.737771667229401906e+00, 3.456111315782281146e+00, 2.746866163777099690e+00, 3.691386946140384762e+00, 5.073680191501940939e+00, 4.079792091393984244e+00, 3.720306661227323008e+00, 5.261132006469019906e+00, 2.929829897254533133e+00, 3.438711226148142508e+00, 4.252770749605825351e+00, 5.163342312393645273e+00, 2.535227772747161712e+00
1.951000000000000000e+03, 5.604050886824414768e+00, 3.634203635477934569e+00, 3.866637805258922533e+00, 3.837994450126040125e+00, 3.450671027742695962e+00, 3.193841435508788962e+00, 3.752955112982994557e+00, 5.228208874947809726e+00, 4.106260909311904683e+00, 3.899700385207413689e+00, 5.291024755151343406e+00, 2.886091135436841704e+00, 3.490539605974842363e+00, 3.429666007557667484e+00, 5.018925110507329812e+00, 2.348828919541051885e+00
1.952000000000000000e+03, 5.454667622707777497e+00, 3.639566176092226879e+00, 3.887634388449390244e+00, 3.719774047214623014e+00, 3.426549354973460915e+00, 2.774214329288970049e+00, 3.725223686588066130e+00, 5.015091272288780821e+00, 4.103640380033628965e+00, 3.945726862865446272e+00, 5.171716475739464691e+00, 2.751003731008431430e+00, 3.613235302918074154e+00, 3.706849616363168565e+00, 4.838075185204429474e+00, 2.371052356925772209e+00
1.953000000000000000e+03, 5.394305985065716236e+00, 3.384537556842944106e+00, 4.179370461588947094e+00, 3.705953003021799752e+00, 3.421928110733524431e+00, 2.834117312592419058e+00, 3.619021346628823466e+00, 4.887254364654199712e+00, 4.173429652197158113e+00, 3.886706966492163406e+00, 5.280800274610315093e+00, 2.821190619531277921e+00, 3.604966875348585731e+00, 4.199111263217797152e+00, 4.898041465140225981e+00, 2.231004871187646454e+00
1.954000000000000000e+03, 5.557435790140744736e+00, 3.535718849899591731e+00, 4.029209648428104806e+00, 3.707295696273944952e+00, 3.418389777177143429e+00, 2.477813779325086063e+00, 3.643110197834199759e+00, 5.221999012424666020e+00, 4.302165652705217447e+00, 3.955719600066359032e+00, 5.081838065938732107e+00, 2.863830012357753585e+00, 3.465016036498643537e+00, 4.023777793881032849e+00, 4.885827692138191125e+00, 2.562689399342596541e+00
1.955000000000000000e+03, 5.124983556091142312e+00, 3.557957102441466013e+00, 3.874624121152034917e+00, 3.772255018032717011e+00, 3.531768614916323212e+00, 2.843447842093232314e+00, 3.561555302388020205e+00, 5.232537396247106898e+00, 3.984517833324529690e+00, 3.815025889523864233e+00, 5.029940649081791726e+00, 2.918355556437190579e+00, 3.551942114382322657e+00, 3.747929521572773481e+00, 4.884662010733107351e+00, 2.527516741648603738e+00
1.956000000000000000e+03, 5.350148373107559863e+00, 3.630449108172806749e+00, 3.752696415173210731e+00, 3.723892016409364736e+00, 3.592521254546159337e+00, 2.938071441409726869e+00, 3.595851352552606350e+00, 5.129923762101104678e+00, 4.114142150878948634e+00, 3.708300200395519663e+00, 5.201445564973051994e+00, 3.076580362830049431e+00, 3.583584128386764434e+00, 3.945125569039251268e+00, 5.095868605104862503e+00, 2.400723936837967365e+00
1.957000000000000000e+03, 5.442462950130499522e+00, 3.533076551181630442e+00, 3.860153769002669044e+00, 3.928781405903783330e+00, 3.567233983125285057e+00, 2.817320745235136759e+00, 3.544753435313760637e+00, 5.101889216051983311e+00, 4.080017368361344765e+00, 3.619285126607446390e+00, 5.144076624705889778e+00, 3.021572197283766581e+00, 3.436577616949506808e+00, 4.079159120279946649e+00, 5.057263721779785115e+00, 2.218554287697481531e+00
1.958000000000000000e+03, 5.282688094459390804e+00, 3.627341204904826810e+00, 3.927847460996543028e+00, 3.809327723384899222e+00, 3.385767927546151412e+00, 2.686031222104517724e+00, 3.617197876003601653e+00, 5.215782554900465051e+00, 4.254568941691500683e+00, 3.930764704011982413e+00, 5.108196340874961550e+00, 2.944999006573953526e+00, 3.621506846911575206e+00, 4.159753173738592658e+00, 4.993116155071986917e+00, 2.345923283140961768e+00
1.959000000000000000e+03, 5.578310891472659350e+00, 3.711968978676233988e+00, 3.983571855528200256e+00, 3.483198037493043131e+00, 3.324925253300258454e+00, 3.012088307512382102e+00, 3.699219520145907047e+00, 5.317265770351313314e+00, 4.036894525549191037e+00, 3.794686378558493001e+00, 5.073399779294520684e+00, 2.692148719706110693e+00, 3.626294748226655429e+00, 3.867044624158397337e+00, 4.755638636838551925e+00, 2.458983100489295470e+00
1.960000000000000000e+03, 5.425425841886045042e+00, 3.614066722331147563e+00, 3.900799354712256140e+00, 3.576391423588476393e+00, 3.407904281972164107e+00, 2.921801562079477943e+00, 3.615864186556288384e+00, 5.401600028104578399e+00, 3.922692030751984582e+00, 3.574082527091984929e+00, 5.208811424320411554e+00, 2.664617397026030510e+00, 3.548413565631770794e+00, 3.819033009954425406e+00, 4.527193807443422813e+00, 2.396216373327709093e+00
1.961000000000000000e+03, 5.435719828032616441e+00, 3.586533499153103044e+00, 3.964500203672131295e+00, 3.731004723648474908e+00, 3.374207660297468880e+00, 2.991119782804422922e+00, 3.588481354484440278e+00, 5.494823465253399597e+00, 4.203983755546280676e+00, 3.880087219352611250e+00, 5.430206491485504827e+00, 2.922794042585476593e+00, 3.842136261198713765e+00, 4.023232063301241723e+00, 4.988415242587196374e+00, 2.324993055454221302e+00
1.962000000000000000e+03, 5.445234414767634590e+00, 3.551905134824287380e+00, 4.122044610149741217e+00, 3.877166539240056498e+00, 3.160362517610397326e+00, 2.783638279264176507e+00, 3.503053387504025729e+00, 5.515503060851306927e+00, 4.282157108839412807e+00, 3.839186687019722211e+00, 5.182608775529807588e+00, 3.085213433189252896e+00, 3.521661806263575833e+00, 3.986348031361871769e+00, 4.744682541089007444e+00, 2.442119576193339636e+00
1.963000000000000000e+03, 5.876101231238399336e+00, 3.636709856809311248e+00, 4.021984491922864891e+00, 3.901226367525708394e+00, 3.457434919215454538e+00, 2.902376286304015007e+00, 3.590995012907434614e+00, 5.429528166476050188e+00, 3.999576022492609351e+00, 3.846539785498922281e+00, 5.516157620313010490e+00, 3.060760312128680827e+00, 3.676022342857093506e+00, 4.001987749421641816e+00, 5.242860954463096412e+00, 2.434645166958275819e+00
1.964000000000000000e+03, 5.615012339066789870e+00, 3.670186261634929448e+00, 3.843447556154167000e+00, 3.875251038650002755e+00, 3.385836520384894577e+00, 2.774141048244867847e+00, 3.632066600827578817e+00, 5.521024924382047061e+00, 3.837484372905453078e+00, 3.730587489249561628e+00, 5.557213369412931314e+00, 2.935171141562279207e+00, 3.729666987876217199e+00, 3.991674253594632571e+00, 4.846168378376241037e+00, 2.371919602921377379e+00
1.965000000000000000e+03, 5.298150202690219857e+00, 3.736913129639157116e+00, 4.031448908365874217e+00, 3.815148651044121930e+00, 3.312345799584891726e+00, 2.983724877227574623e+00, 3.629824985595854869e+00, 5.372458464841727732e+00, 3.982937649251878209e+00, 3.867841479711033870e+00, 5.487357698924852478e+00, 2.930187137508143636e+00, 3.560779853333548406e+00, 4.196140157038435348e+00, 4.805852298860230576e+00, 2.347447811080475066e+00
1.966000000000000000e+03, 5.525655864512214244e+00, 3.692319840523402785e+00, 4.051312660485589134e+00, 3.879631036864190197e+00, 3.498961504478917739e+00, 2.872424935951630065e+00, 3.502359508422713930e+00, 5.449437726512270430e+00, 4.248148212269888369e+00, 3.848246119962730916e+00, 5.138987625878892906e+00, 2.932192827534369606e+00, 3.694481051462072063e+00, 4.174588953296152205e+00, 5.074742138471838082e+00, 2.576534201744445696e+00
1.967000000000000000e+03, 5.766336158022741465e+00, 3.756963730336849494e+00, 4.058849625038214448e+00, 3.932346988639837004e+00, 3.336613072894818899e+00, 3.018470027364764441e+00, 3.763067310603964710e+00, 5.362234848052717773e+00, 4.041044717830979849e+00, 3.762140292728772817e+00, 5.227291246599648389e+00, 2.962576329587457202e+00, 3.779446698418102102e+00, 3.776213785189561634e+00, 4.892084341229081978e+00, 2.258208942179321443e+00
1.968000000000000000e+03, 5.342310358537066151e+00, 3.711082047271936357e+00, 3.790681971716408416e+00, 3.932016631668950435e+00, 3.395334097452584743e+00, 2.879267721988968631e+00, 3.793333926585658489e+00, 5.121505722704170260e+00, 4.007950638044154523e+00, 3.686971507668288073e+00, 5.137813701012708734e+00, 2.935499807822820273e+00, 3.769338701810094339e+00, 3.966202332451811419e+00, 4.863051020186288653e+00, 2.360705123654296855e+00
1.969000000000000000e+03, 5.317443562645256527e+00, 3.830020791942000180e+00, 4.052173559765417821e+00, 3.673410505336994536e+00, 3.645427473450422173e+00, 2.755768581408242657e+00, 3.734495615374087585e+00, 5.230807239766870786e+00, 4.021754366375325240e+00, 3.760015483237614919e+00, 5.112554396289533010e+00, 3.106899221311134163e+00, 3.616622882371863579e+00, 4.266050404964363274e+00, 4.910510127727374829e+00, 2.335805211532198555e+00
1.970000000000000000e+03, 5.355068806873647169e+00, 3.803226864070119007e+00, 4.226590332958460650e+00, 3.962251503523706919e+00, 3.438929409576047647e+00, 2.867907009288702014e+00, 3.795934344320059051e+00, 5.127916141406728023e+00, 4.140361770656626028e+00, 3.847654330076110796e+00, 5.333055377691234611e+00, 3.196283596664140525e+00, 3.707772486517303179e+00, 3.880019364204844834e+00, 4.800452781820631287e+00, 2.380128891659495149e+00
1.971000000000000000e+03, 5.425030516415586312e+00, 3.749813026725526743e+00, 3.896608278918381352e+00, 4.044829611156135485e+00, 3.305902635135413270e+00, 3.001876186663472890e+00, 3.695978728814053760e+00, 5.185195038262328637e+00, 4.056917966946198995e+00, 3.795779032009150900e+00, 5.286750891765689353e+00, 3.131396093800638880e+00, 3.836111129774979922e+00, 3.931297424727215883e+00, 5.015820530940873212e+00, 2.425472707130483574e+00
1.972000000000000000e+03, 5.107946277033946991e+00, 3.764935439531960082e+00, 4.035246798320107686e+00, 3.855062780333918582e+00, 3.280836220691814464e+00, 3.247169984654591612e+00, 3.644583846687981854e+00, 5.417558893631165162e+00, 4.022576646222868924e+00, 3.873350814988606228e+00, 5.278252911302960371e+00, 2.939258970422691242e+00, 3.614697215741569103e+00, 4.243073691776005241e+00, 4.878967739259290504e+00, 2.350675949925996377e+00
1.973000000000000000e+03, 5.336029333018627696e+00, 3.913718098814830793e+00, 4.023908376141538845e+00, 3.898236851975291462e+00, 3.338712242044819423e+00, 3.080807423701539260e+00, 3.691175548058089895e+00, 5.529472018778910147e+00, 4.193074921345595563e+00, 3.823565951455205614e+00, 5.164409511277316511e+00, 3.084772917823256133e+00, 3.923179451174432675e+00, 4.210117978843420872e+00, 4.899329385962283290e+00, 2.315395127249900931e+00
