year, TaiESM1, CMCC-ESM2, NorESM2-LM, NorESM2-MM, UKESM1-0-LL, IPSL-CM6A-LR, CESM2-WACCM, EC-Earth3-Veg, CNRM-ESM2-1, MPI-ESM1-2-LR
1.883000000000000000e+03, 1.006951258603368635e-10, 1.023764794040628426e-10, 2.503775607065562817e-10, 2.684303217709569348e-10, 2.633077288818222140e-13, 1.749267704058368130e-11, 1.143071327400113916e-10, 4.711041211883028984e-11, 4.533390878387700379e-11, 5.634442389903974729e-11
1.884000000000000000e+03, 1.003736614348896497e-10, 1.018996337849353805e-10, 2.390494465547934178e-10, 2.600351239940975662e-10, 2.865378558832603910e-13, 1.750127205213251703e-11, 1.139930577870446711e-10, 4.775140927971919139e-11, 4.564925223777580058e-11, 5.697826830170603936e-11
1.885000000000000000e+03, 1.002383385102803573e-10, 1.016278943661390918e-10, 2.466991440144756692e-10, 2.507787612092705826e-10, 2.779449221545104974e-13, 1.779435509556223833e-11, 1.144207909259335906e-10, 4.876713553761604560e-11, 4.735574816877520477e-11, 5.754565096406616372e-11
1.886000000000000000e+03, 1.003254118403060929e-10, 1.019602238194484469e-10, 2.415699847705389189e-10, 2.630613214183412705e-10, 3.042397422444611865e-13, 1.809877658998494850e-11, 1.144099942746888118e-10, 5.301139074874870473e-11, 4.881172663488977921e-11, 5.812817864026456002e-11
1.887000000000000000e+03, 1.001375702987242152e-10, 1.018207894824498742e-10, 2.447111470461231746e-10, 2.568447489458826745e-10, 3.200400814002657734e-13, 1.831822591950703329e-11, 1.146222041585368868e-10, 5.364401795844638919e-11, 5.057607699105967542e-11, 5.862914440915582233e-11
1.888000000000000000e+03, 1.000310723719582036e-10, 1.018649063386413185e-10, 2.702879595662333786e-10, 2.560187619000429853e-10, 2.982833093987476761e-13, 1.862620835324512477e-11, 1.145971456539576026e-10, 5.547875949712419340e-11, 5.116941852770245302e-11, 5.900247295830363723e-11
1.889000000000000000e+03, 1.002141916021890544e-10, 1.020466737290768993e-10, 2.678335721489159440e-10, 2.633255397975234995e-10, 3.036064387952019367e-13, 1.896801610321634839e-11, 1.152020322872887936e-10, 5.715908395187727579e-11, 5.265722625028035166e-11, 5.919518346152253201e-11
1.890000000000000000e+03, 1.214254479659312451e-10, 1.163048037364613902e-10, 2.590675322374288182e-10, 2.658763591135742137e-10, 3.403748195955654363e-13, 1.925592066556631348e-11, 1.152857098391657307e-10, 5.810248481258986802e-11, 5.448627939893439266e-11, 6.099567987889137182e-11
1.891000000000000000e+03, 1.224270507404208699e-10, 1.165926017496305467e-10, 2.618577213458475589e-10, 2.760693247061440883e-10, 3.832809430413836902e-13, 2.612471161596407709e-11, 1.304593770474715368e-10, 5.606494222097447757e-11, 7.567894344181971346e-11, 6.246982421625651644e-11
1.892000000000000000e+03, 1.231141352385011842e-10, 1.166546403682074255e-10, 2.865731670804416068e-10, 2.633195662839431836e-10, 3.638093529411592825e-13, 2.652919490733157801e-11, 1.306504241796268923e-10, 5.689600668983373432e-11, 7.734102563793367446e-11, 6.321647310291354873e-11
1.893000000000000000e+03, 1.236928464935589126e-10, 1.179175122341792032e-10, 2.756968110747326044e-10, 2.689605670520303766e-10, 4.236618325085140350e-13, 2.691077510363007461e-11, 1.308609723353197559e-10, 5.632442569704136689e-11, 8.043297669200548331e-11, 6.377728343907780926e-11
1.894000000000000000e+03, 1.238457927381923072e-10, 1.176984917745243944e-10, 2.757927571861901812e-10, 2.694879979267342989e-10, 5.126191965945386493e-13, 2.729603761141559885e-11, 1.311685270948095101e-10, 5.824382911192212924e-11, 8.195195411058859597e-11, 6.406450824700706609e-11
1.895000000000000000e+03, 1.243336990277764615e-10, 1.174755352268104218e-10, 2.799113184717116521e-10, 2.637227837994470098e-10, 5.093376881337476843e-13, 2.764989691016869745e-11, 1.312999666715237501e-10, 6.078607647011036920e-11, 8.343657133966184313e-11, 6.437990981849619264e-11
1.896000000000000000e+03, 1.252396408126529405e-10, 1.178465136971332240e-10, 2.733734465431006248e-10, 2.760456925923711402e-10, 4.748259153357938201e-13, 2.810594663805884157e-11, 1.317330815740695313e-10, 6.243646106234051743e-11, 8.510579273404698196e-11, 6.459653636879443617e-11
1.897000000000000000e+03, 1.257396383043709886e-10, 1.184589017599487709e-10, 2.600464824342546427e-10, 2.611911953646079823e-10, 4.561615289293118966e-13, 2.860528466452523877e-11, 1.323903917404408709e-10, 6.379563257126903934e-11, 8.892178476919531368e-11, 6.481782327410776943e-11
1.898000000000000000e+03, 1.260235601981884502e-10, 1.186444331749624095e-10, 2.555643828204233260e-10, 2.776929484396438284e-10, 4.518625276867640135e-13, 2.906883420198012038e-11, 1.334886342690701911e-10, 6.537873408010878861e-11, 9.024954535500997067e-11, 6.520518349187628692e-11
1.899000000000000000e+03, 1.262241578601845441e-10, 1.202015903057603431e-10, 2.675828277840849471e-10, 2.815088211976409039e-10, 4.327245820472910561e-13, 2.918798017829833695e-11, 1.340154157032776834e-10, 6.535873901719488458e-11, 9.304490748610550008e-11, 6.534051560708872241e-11
1.900000000000000000e+03, 1.294410887179932133e-10, 1.228398089818626939e-10, 2.748884066218555057e-10, 2.893786022787396466e-10, 4.321268127678650285e-13, 2.952221955879738442e-11, 1.346265006146341505e-10, 6.584282337806338693e-11, 9.801990034719867873e-11, 6.731215207281811776e-11
1.901000000000000000e+03, 1.300653439406974803e-10, 1.230775236973888672e-10, 3.096224007991023305e-10, 2.631792622742256919e-10, 4.063938167412026172e-13, 3.082527216561349088e-11, 1.378060277896735045e-10, 6.982085349204247334e-11, 1.090474306905477756e-10, 6.869170300365774575e-11
1.902000000000000000e+03, 1.308034784490499183e-10, 1.231714352620049427e-10, 2.976192955517216255e-10, 2.499981367967546601e-10, 4.142200245527054566e-13, 3.099171962310463288e-11, 1.380819267348832214e-10, 7.005122262973072707e-11, 1.120940284893904327e-10, 6.871637539343929880e-11
1.903000000000000000e+03, 1.312835162308464102e-10, 1.240396111741303148e-10, 2.902173311167154407e-10, 2.757970456626195312e-10, 3.967824248384870663e-13, 3.124442583920302554e-11, 1.387537932696586804e-10, 7.119001732779672803e-11, 1.161186919582920185e-10, 6.884362832205516411e-11
1.904000000000000000e+03, 1.318062054636849409e-10, 1.254114817933306549e-10, 2.753063274876921535e-10, 2.914701504243259979e-10, 4.327880780819632002e-13, 3.145386227582028481e-11, 1.394167099790553175e-10, 7.417927277296776629e-11, 1.169318885035774318e-10, 6.911297182141574234e-11
1.905000000000000000e+03, 1.322188754135540526e-10, 1.256779647476855185e-10, 2.936419326472322627e-10, 2.899907543700219868e-10, 4.440055547027668965e-13, 3.158722200299184434e-11, 1.398481652128141145e-10, 7.650171857534060624e-11, 1.175645048364864409e-10, 6.946852584311425846e-11
1.906000000000000000e+03, 1.325104349954020541e-10, 1.251220545633814577e-10, 3.057276764637570686e-10, 2.966476324216067537e-10, 4.330867302821403270e-13, 3.197733588071396009e-11, 1.409562548509483740e-10, 7.763986726217605547e-11, 1.189639703601942206e-10, 6.999043870486311766e-11
1.907000000000000000e+03, 1.320341353005710143e-10, 1.249107675933906221e-10, 2.851384049311905030e-10, 3.062541899544991250e-10, 4.017868201607623698e-13, 3.227456828881044927e-11, 1.408787270867379564e-10, 7.909159448804106983e-11, 1.178775845534078816e-10, 7.021637930047046356e-11
1.908000000000000000e+03, 1.325940391922847409e-10, 1.259187120080482051e-10, 2.848520704248769498e-10, 2.903649898803888218e-10, 4.021809523821574825e-13, 3.226209682687300652e-11, 1.404882119593930570e-10, 7.943317705265518607e-11, 1.184434628402092777e-10, 7.033794457194917665e-11
1.909000000000000000e+03, 1.331844329149719778e-10, 1.275958734326029425e-10, 2.950149467546362489e-10, 2.934347246226528663e-10, 3.881680224368112069e-13, 3.240024093361081630e-11, 1.407623322341968446e-10, 8.241297300765525293e-11, 1.148412666306159597e-10, 7.052632944204527560e-11
1.910000000000000000e+03, 1.649512003393479812e-10, 1.484026564531640043e-10, 3.002330499289202114e-10, 3.060320455544935313e-10, 4.771287702609001205e-13, 3.261408626218931683e-11, 1.413703993631740128e-10, 8.276124738576836715e-11, 1.158287540448326531e-10, 7.995591315993785344e-11
1.911000000000000000e+03, 1.677833357954468694e-10, 1.508547097466503912e-10, 3.261199290147913448e-10, 3.206884595735488666e-10, 5.822975921296159628e-13, 4.426470303232903422e-11, 1.761256594243087301e-10, 9.739099839573720913e-11, 1.487252289875371462e-10, 8.609197574677651758e-11
1.912000000000000000e+03, 1.705878035415470634e-10, 1.532385437771296694e-10, 3.187391507249679365e-10, 3.249992231772096293e-10, 6.196064002642125788e-13, 4.499733458870519034e-11, 1.780748329933680570e-10, 1.035267890384060003e-10, 1.503746510915171140e-10, 8.754878064161654029e-11
1.913000000000000000e+03, 1.723344443794829815e-10, 1.543069052693301610e-10, 3.402520183672709349e-10, 3.358488321848396406e-10, 6.211120118561166502e-13, 4.571075674636911851e-11, 1.796173984317687696e-10, 1.073456427675775070e-10, 1.520450790703882012e-10, 8.888451668576121738e-11
1.914000000000000000e+03, 1.736273054307140443e-10, 1.561401470062006532e-10, 3.395044111638864617e-10, 3.295383492483354691e-10, 5.917200750765632497e-13, 4.636912359628968327e-11, 1.825091665506573601e-10, 1.093830802765402909e-10, 1.546602810707505022e-10, 8.977585889156117739e-11
1.915000000000000000e+03, 1.749345408149770561e-10, 1.577604531208987825e-10, 3.346800958215483248e-10, 3.473924573162247812e-10, 5.178091213115031904e-13, 4.706753378401066667e-11, 1.847770930555950961e-10, 1.109827150335729583e-10, 1.573181218731857877e-10, 9.007276731133449098e-11
1.916000000000000000e+03, 1.761255190540758420e-10, 1.595901578112097147e-10, 3.261337370359930272e-10, 3.840851889211149355e-10, 4.917303716249396037e-13, 4.799279838890176328e-11, 1.864477913968733845e-10, 1.136072097621546073e-10, 1.602946474074693221e-10, 9.027447975129246155e-11
1.917000000000000000e+03, 1.772550768368591861e-10, 1.612809070549330624e-10, 3.411991155835455829e-10, 3.848421779878664910e-10, 5.298268476080906077e-13, 4.855528810197469551e-11, 1.876125764191420578e-10, 1.152989017005000577e-10, 1.645786712072292716e-10, 9.071358005265317506e-11
1.918000000000000000e+03, 1.784351583722566239e-10, 1.629368584883417819e-10, 3.357110035728894859e-10, 3.752254730309696133e-10, 5.175792433274696096e-13, 4.855056437859922761e-11, 1.891150889930324936e-10, 1.177112610938539261e-10, 1.664870701281349687e-10, 9.093424588717425587e-11
1.919000000000000000e+03, 1.793702550136397384e-10, 1.638835999972799629e-10, 3.343649832104620547e-10, 3.744364151339774680e-10, 5.046166446188957850e-13, 4.921726604903034652e-11, 1.902956320126212674e-10, 1.196152604636851140e-10, 1.693639941824412909e-10, 9.150060086583333247e-11
1.920000000000000000e+03, 1.496856818478043289e-10, 1.486476292752934560e-10, 3.221783712265756160e-10, 3.832223191601639288e-10, 5.003997849846707291e-13, 4.985420471316339850e-11, 1.915828639961461894e-10, 1.203663886965854950e-10, 1.714049609278914721e-10, 8.779001040964954741e-11
1.921000000000000000e+03, 1.483357497480128591e-10, 1.473226753015712988e-10, 3.008240245481481880e-10, 3.443788603145073476e-10, 4.202147754851061525e-13, 3.486146333771220240e-11, 1.653812801576582118e-10, 8.702095634465000736e-11, 1.446381768532858233e-10, 8.539055108521480583e-11
1.922000000000000000e+03, 1.469747577550048490e-10, 1.480065357954208169e-10, 3.147715253702127067e-10, 3.499002884628200248e-10, 4.103115282940421828e-13, 3.407251621369963296e-11, 1.649973245556610890e-10, 8.914281827817724701e-11, 1.451009534398977478e-10, 8.495225316249414132e-11
1.923000000000000000e+03, 1.458217895052797219e-10, 1.491828012969539659e-10, 3.352286802442772942e-10, 3.300147495315982716e-10, 3.905059721659590803e-13, 3.333747259820073960e-11, 1.655439993681212665e-10, 9.102814735764842184e-11, 1.450518266029816440e-10, 8.466486504180651478e-11
1.924000000000000000e+03, 1.456262646592446281e-10, 1.498024598590650583e-10, 3.330906315430315022e-10, 3.442888705247392257e-10, 3.466938285620399967e-13, 3.258198068939051853e-11, 1.660167754989348389e-10, 9.320285852959657815e-11, 1.446242673176896243e-10, 8.400485068271043184e-11
1.925000000000000000e+03, 1.459503478624121969e-10, 1.503818863103398306e-10, 3.199805803017751993e-10, 3.414645787713582989e-10, 3.450555048355566216e-13, 3.186255790586658492e-11, 1.667810424545201452e-10, 9.356839385133029536e-11, 1.443606701137893612e-10, 8.379194994140219282e-11
1.926000000000000000e+03, 1.466532069043728050e-10, 1.519293551454995268e-10, 3.308859333743052036e-10, 3.549417928950930891e-10, 3.289971943146448834e-13, 3.110482242102675639e-11, 1.681859433262512331e-10, 9.509828378804862101e-11, 1.452686204641578841e-10, 8.389513772275484381e-11
1.927000000000000000e+03, 1.474204615264450851e-10, 1.530572074145159304e-10, 3.067234651894000927e-10, 3.799056722141385192e-10, 3.317880791658037359e-13, 3.034786444586409415e-11, 1.684868976363673805e-10, 9.667392592850880110e-11, 1.461709344370617183e-10, 8.354208244391014931e-11
1.928000000000000000e+03, 1.478276174479673728e-10, 1.542487489473168204e-10, 3.134187227219467087e-10, 3.620020568461613459e-10, 3.533224916243077668e-13, 2.961180704503229204e-11, 1.705769824948154842e-10, 9.753060613304409068e-11, 1.456975299928513055e-10, 8.352861003795270758e-11
1.929000000000000000e+03, 1.493668024216436067e-10, 1.559671351915233950e-10, 3.181564689969799251e-10, 3.510280850788080573e-10, 3.132138727133685018e-13, 2.892969741052110764e-11, 1.718779199223020397e-10, 9.872634252665409526e-11, 1.450254922868356802e-10, 8.368205671490164933e-11
1.930000000000000000e+03, 1.518961314154064422e-10, 1.640053850992797448e-10, 3.262445135587738067e-10, 3.607839424901896426e-10, 3.243924753073771239e-13, 2.814786979542046558e-11, 1.743372577201539125e-10, 9.936682203386829224e-11, 1.445922276079223174e-10, 7.907349992430290144e-11
1.931000000000000000e+03, 1.530812234965554017e-10, 1.657327128364084271e-10, 3.239608776873930286e-10, 3.712463990794445260e-10, 4.053212107918268257e-13, 3.212055483535627628e-11, 1.616019775972487915e-10, 7.640542234078622896e-11, 1.073985970061321450e-10, 7.599324438574099551e-11
1.932000000000000000e+03, 1.537897437107586183e-10, 1.671512040819528767e-10, 3.468135639403037499e-10, 3.665446450448136159e-10, 4.861087634193730101e-13, 3.237490183603415837e-11, 1.623992417564755636e-10, 7.698061618007768032e-11, 1.063236134437338140e-10, 7.534052050208454203e-11
1.933000000000000000e+03, 1.538159099075107089e-10, 1.694525622464372018e-10, 3.569410941074059730e-10, 3.579926914317869408e-10, 5.776183390304296028e-13, 3.263467165567660618e-11, 1.645793647149894436e-10, 7.891589731040307965e-11, 1.043654541018667206e-10, 7.553899773766891795e-11
1.934000000000000000e+03, 1.561228446282821778e-10, 1.746440020244684942e-10, 3.654989763668707913e-10, 3.541438704618673610e-10, 6.013299263127635823e-13, 3.286084965735545911e-11, 1.669265236038640275e-10, 7.958814424625230941e-11, 1.028341867914177639e-10, 7.531811952373216870e-11
1.935000000000000000e+03, 1.581764857005507607e-10, 1.757044132699698634e-10, 3.603210858387921884e-10, 3.405555552509709511e-10, 5.588676427723174228e-13, 3.312247643539550995e-11, 1.688155000972167588e-10, 8.089621093523817197e-11, 1.032620904085978628e-10, 7.558665880335206327e-11
1.936000000000000000e+03, 1.604831203461049207e-10, 1.744676837717306181e-10, 3.677496779489613324e-10, 3.369734198308634436e-10, 5.246929794172262194e-13, 3.336567160592879044e-11, 1.689858811007004216e-10, 7.761411644189448994e-11, 1.032393225103732361e-10, 7.594758175587085785e-11
1.937000000000000000e+03, 1.615146319037997267e-10, 1.770448884915736319e-10, 3.612840051829987925e-10, 3.513858298648366177e-10, 5.575686763374228724e-13, 3.360901972007834276e-11, 1.714029731418677318e-10, 7.910236038482132223e-11, 1.020644685852881231e-10, 7.595914131063223763e-11
1.938000000000000000e+03, 1.626552714056518289e-10, 1.819114301898429202e-10, 3.444306322329629307e-10, 3.815662873730590145e-10, 7.500182418840707381e-13, 3.385765872755658083e-11, 1.743242176921163876e-10, 8.123032307935559718e-11, 1.025699533081582076e-10, 7.603538375400899791e-11
1.939000000000000000e+03, 1.655889975648539843e-10, 1.831654553177695418e-10, 3.474095949889297880e-10, 3.752078117621588387e-10, 8.156771311271974790e-13, 3.412220721290712136e-11, 1.762194956701790044e-10, 8.281852082148158693e-11, 1.024443438441694323e-10, 7.560460921850519437e-11
1.940000000000000000e+03, 1.520359341654339167e-10, 1.760351445563831949e-10, 3.481901266461043627e-10, 3.726409219461994179e-10, 8.413084916359215532e-13, 3.435530416336755213e-11, 1.787507582779443064e-10, 8.282665198770132944e-11, 1.014651241089339764e-10, 7.582224485785477605e-11
1.941000000000000000e+03, 1.532749721574145695e-10, 1.757780559061386285e-10, 3.491198741602706352e-10, 3.857061185403596643e-10, 7.204268959098314005e-13, 3.084504968439084087e-11, 1.684234115421563617e-10, 7.732195410175340123e-11, 9.274109293069469692e-11, 7.610346912495591320e-11
1.942000000000000000e+03, 1.539098325882860128e-10, 1.801387084388708732e-10, 3.644493445931632056e-10, 3.817734922392208302e-10, 6.436679657874495680e-13, 3.070021716865876376e-11, 1.694409520967772547e-10, 7.833625434634142098e-11, 9.287277645256381075e-11, 7.621699533668340856e-11
1.943000000000000000e+03, 1.540107272984260656e-10, 1.813344985381273179e-10, 3.716660221037356466e-10, 3.818336001042614361e-10, 6.229937570658880639e-13, 3.044092756214571369e-11, 1.717469213869133967e-10, 7.979458871539559465e-11, 9.287484806909538397e-11, 7.578273020457889853e-11
1.944000000000000000e+03, 1.562439010841097067e-10, 1.814739667499643329e-10, 3.740421441344071610e-10, 3.740716547554491824e-10, 5.798230658230909753e-13, 3.032172192979232547e-11, 1.743625378357965422e-10, 8.015485537354886486e-11, 9.247958207519781776e-11, 7.584218080388493000e-11
1.945000000000000000e+03, 1.580187160431286764e-10, 1.837089298967666649e-10, 3.414905917113867654e-10, 3.832909141892593633e-10, 5.247856443633793022e-13, 3.022066073210437580e-11, 1.763108740161386397e-10, 8.224070088154664022e-11, 9.256559571014009415e-11, 7.624904161145129223e-11
1.946000000000000000e+03, 1.584158343490790265e-10, 1.874649243752184482e-10, 3.586311658411865385e-10, 3.833811468462076287e-10, 5.355219782853374861e-13, 3.007778068726255867e-11, 1.786209508963815265e-10, 8.243307914729278840e-11, 9.232527593179133887e-11, 7.626907044464989609e-11
