year, NorESM2-MM, TaiESM1, MPI-ESM1-2-LR, CESM2-WACCM, NorESM2-MM, GFDL-ESM4, CNRM-ESM2-1, CNRM-ESM2-1, NorESM2-LM, TaiESM1, EC-Earth3-Veg, GFDL-ESM4
1.891000000000000000e+03, 3.593159082866298142e-10, 2.132306281906853687e-10, 1.366048487776062882e-10, 1.907219655743840636e-10, 3.593159082866298142e-10, 4.513514472218440621e-10, 1.887699858198983687e-10, 1.887699858198983687e-10, 3.820520209554672698e-10, 2.132306281906853687e-10, 2.627358204646489145e-10, 4.502776042590169341e-10
1.892000000000000000e+03, 3.445060637849654403e-10, 1.989494025912857616e-10, 1.520565393032837441e-10, 2.544114542287970486e-10, 3.445060637849654403e-10, 2.413457307410020438e-10, 2.784246115216921228e-10, 2.784246115216921228e-10, 1.002269144403161255e-10, 1.989494025912857616e-10, 8.502766446980895505e-10, 2.402130940782959337e-10
1.893000000000000000e+03, 3.074192542533622735e-10, 2.459945913405114994e-10, 1.539647784876653474e-10, 2.759978745169678535e-10, 3.074192542533622735e-10, 5.069309290102822566e-10, 2.326005860076537139e-10, 2.326005860076537139e-10, 2.214740077940522924e-10, 2.459945913405114994e-10, 3.494074823852802750e-10, 5.057585392575973650e-10
1.894000000000000000e+03, 3.408485892709358211e-10, 2.079933317051696506e-10, 1.610080026033936365e-10, 3.902456870938683732e-10, 3.408485892709358211e-10, 1.640102432442024599e-10, 1.816066313126540644e-10, 1.816066313126540644e-10, 3.195593702387050582e-10, 2.079933317051696506e-10, 1.811439818569427244e-10, 1.628372019346615758e-10
1.895000000000000000e+03, 5.187910659848683406e-10, 1.660174930487197807e-10, 1.863847507523687911e-10, 3.045605190742699900e-10, 5.187910659848683406e-10, 2.481379840011803430e-10, 2.141769789025237424e-10, 2.141769789025237424e-10, 2.936899441640593992e-10, 1.660174930487197807e-10, 4.467491340496133232e-10, 2.469389247251674277e-10
1.896000000000000000e+03, 3.371173934524201374e-10, 1.013215519209184409e-10, 2.214249050561291456e-10, 2.668939377456347049e-10, 3.371173934524201374e-10, 4.376175722467650414e-10, 2.583563496102940685e-10, 2.583563496102940685e-10, 1.960615347032597153e-10, 1.013215519209184409e-10, 9.596961085360974682e-10, 4.363916904184340284e-10
1.897000000000000000e+03, 2.960760250870492303e-10, 1.334887218099369738e-10, 1.904459040639199291e-10, 1.014047720984494680e-10, 2.960760250870492303e-10, 2.642453829206324556e-10, 2.688500455258512792e-10, 2.688500455258512792e-10, 3.898243114761006214e-10, 1.334887218099369738e-10, 2.437430910846705538e-10, 2.629246205946556572e-10
1.898000000000000000e+03, 1.637232513970094972e-10, 2.278291485946979108e-10, 2.261803499192012268e-10, 3.006400002841377377e-10, 1.637232513970094972e-10, 3.745766393739217152e-10, 2.080125097289832442e-10, 2.080125097289832442e-10, 1.099502744019981669e-10, 2.278291485946979108e-10, 2.240736055419323559e-10, 3.732693394863138095e-10
1.899000000000000000e+03, 2.703680086363998373e-10, 2.082609791548683373e-10, 1.887978049197885315e-10, 1.423016689195310586e-10, 2.703680086363998373e-10, 9.401390123095637060e-10, 3.455663865895479043e-10, 3.455663865895479043e-10, 4.986264133403194022e-10, 2.082609791548683373e-10, 3.032083787347973721e-10, 9.388516108195625436e-10
1.900000000000000000e+03, 3.811145618109677488e-10, 2.082376715302476941e-10, 1.833970172659207938e-10, 2.986188990919807938e-10, 3.811145618109677488e-10, 4.567649242486085712e-10, 3.176900857705134489e-10, 3.176900857705134489e-10, 2.793955434153244437e-10, 2.082376715302476941e-10, 2.644142057561012786e-10, 4.554800064159898835e-10
1.901000000000000000e+03, 3.617129325100756999e-10, 2.468239652166607958e-10, 2.319273262508409584e-10, 3.508290358887874837e-10, 3.617129325100756999e-10, 6.902639445520027531e-10, 2.562265070973406855e-10, 2.562265070973406855e-10, 1.700893319252555008e-10, 2.468239652166607958e-10, 8.699679764731509970e-10, 6.889214833827123203e-10
1.902000000000000000e+03, 3.637597139399543089e-10, 2.312280684808996038e-10, 1.627554971970439543e-10, 2.618637776697082395e-10, 3.637597139399543089e-10, 2.676510544129121754e-10, 3.148773660009533715e-10, 3.148773660009533715e-10, 2.387520106717676829e-10, 2.312280684808996038e-10, 9.461300070317109297e-10, 2.662671592635299947e-10
1.903000000000000000e+03, 3.739546618088967230e-10, 1.956349918923939484e-10, 1.255720556710129353e-10, 2.840938180668664035e-10, 3.739546618088967230e-10, 3.513077472995120941e-10, 3.524431678520217762e-10, 3.524431678520217762e-10, 4.541000658001025382e-10, 1.956349918923939484e-10, 2.495786339585829171e-10, 3.498787745670373387e-10
