year, NorESM2-MM, TaiESM1, MPI-ESM1-2-LR, CESM2-WACCM, NorESM2-MM, GFDL-ESM4, CNRM-ESM2-1, CNRM-ESM2-1, NorESM2-LM, TaiESM1, EC-Earth3-Veg, GFDL-ESM4
1.864000000000000000e+03, 3.397129110328343036e-10, 1.704617917632920564e-10, 1.848472306670326078e-10, 2.826948271942561901e-10, 3.397129110328343036e-10, 2.202440005150048359e-10, 2.489719801800104761e-10, 2.489719801800104761e-10, 2.967535731644274765e-10, 1.704617917632920564e-10, 3.562233507189690197e-10, 2.194146735133774699e-10
1.865000000000000000e+03, 4.452486782825791789e-10, 2.373768676705085651e-10, 1.632890298195584671e-10, 3.566034877781879374e-10, 4.452486782825791789e-10, 3.874206395536270779e-10, 2.894981977824455428e-10, 2.894981977824455428e-10, 2.177835725436377458e-10, 2.373768676705085651e-10, 3.142619985599627451e-10, 3.866069140188304941e-10
1.866000000000000000e+03, 2.346258050298353936e-10, 1.733570612177498285e-10, 1.598147259044560022e-10, 1.114670063310944409e-10, 2.346258050298353936e-10, 3.650842798720811549e-10, 1.935265715317109424e-10, 1.935265715317109424e-10, 1.786949055424497040e-10, 1.733570612177498285e-10, 5.913976693114936390e-10, 3.642230058370209661e-10
1.867000000000000000e+03, 3.271894392858759744e-10, 1.667726669869871867e-10, 1.918466172120515957e-10, 1.105481197714088664e-10, 3.271894392858759744e-10, 2.872607558828539017e-10, 1.857381715250489459e-10, 1.857381715250489459e-10, 2.862882818429687865e-10, 1.667726669869871867e-10, 4.048910330471642930e-10, 2.864265657208287226e-10
1.868000000000000000e+03, 4.679001037344527054e-10, 1.225484990147118197e-10, 2.082039184395660156e-10, 3.110927336138285565e-10, 4.679001037344527054e-10, 3.448103546956099432e-10, 2.686333582821507580e-10, 2.686333582821507580e-10, 3.536817689492761931e-10, 1.225484990147118197e-10, 3.119395499402041180e-10, 3.440262399611667145e-10
1.869000000000000000e+03, 2.043398036240712582e-10, 2.874037080718959077e-10, 1.750137525153867127e-10, 3.905659319614966351e-10, 2.043398036240712582e-10, 3.321158776253982811e-10, 3.597099424885105584e-10, 3.597099424885105584e-10, 5.203726440707091402e-10, 2.874037080718959077e-10, 2.547307925024546818e-10, 3.313097977094368517e-10
1.870000000000000000e+03, 1.575274568685517434e-10, 1.813399276901917295e-10, 1.785137674399283017e-10, 4.166647149623312807e-10, 1.575274568685517434e-10, 2.494184931906457239e-10, 3.470369675288835010e-10, 3.470369675288835010e-10, 4.797574013851106313e-10, 1.813399276901917295e-10, 4.560077550516395290e-10, 2.486671873812486210e-10
1.871000000000000000e+03, 1.729833865629245146e-10, 1.449863182323618734e-10, 1.648240961539323587e-10, 1.417600758118504047e-10, 1.729833865629245146e-10, 2.554509166441094319e-10, 2.018234804554443785e-10, 2.018234804554443785e-10, 3.299517038518820248e-10, 1.449863182323618734e-10, 3.727703074592359923e-10, 2.546460863645793606e-10
1.872000000000000000e+03, 3.096244921019997911e-10, 3.090410445400610601e-10, 1.772416968324521797e-10, 8.450947904830194901e-11, 3.096244921019997911e-10, 4.044821112107523520e-10, 2.466521372733079791e-10, 2.466521372733079791e-10, 1.704264946676619126e-10, 3.090410445400610601e-10, 2.852376580056572633e-10, 4.036491869316648252e-10
1.873000000000000000e+03, 3.516840631337715908e-10, 2.561153811918284890e-10, 2.120613356774529511e-10, 2.606683964643558486e-10, 3.516840631337715908e-10, 3.464050538064362700e-10, 2.634735060351046311e-10, 2.634735060351046311e-10, 1.762481352413504179e-10, 2.561153811918284890e-10, 2.205173863807570858e-10, 3.455362761014046647e-10
1.874000000000000000e+03, 2.646513632585487973e-10, 1.053999668239034641e-10, 2.007278436521643071e-10, 2.211518973646910169e-10, 2.646513632585487973e-10, 4.639742015183432603e-10, 1.826245432058436924e-10, 1.826245432058436924e-10, 2.782337189885660502e-10, 1.053999668239034641e-10, 2.594493939474864571e-10, 4.630614982826169324e-10
1.875000000000000000e+03, 3.530490089353008032e-10, 3.265003641329236725e-10, 2.625894718189132845e-10, 1.114824602769555504e-10, 3.530490089353008032e-10, 4.369266014818078458e-10, 2.518986934710345027e-10, 2.518986934710345027e-10, 1.821021273742063664e-10, 3.265003641329236725e-10, 2.295247138441383315e-10, 4.360654669138405832e-10
1.876000000000000000e+03, 3.515103509318748639e-10, 2.753956215888490168e-10, 1.594595959609102204e-10, 3.491732688019977134e-10, 3.515103509318748639e-10, 5.289540898451238093e-10, 2.894089348932651613e-10, 2.894089348932651613e-10, 2.883456529558627632e-10, 2.753956215888490168e-10, 2.541918853590509272e-10, 5.280356943462338957e-10
1.877000000000000000e+03, 1.671820609065892128e-10, 1.761052852632864307e-10, 1.861741747934045607e-10, 1.432296021220327108e-10, 1.671820609065892128e-10, 3.964442161763744299e-10, 2.422433553480251661e-10, 2.422433553480251661e-10, 2.472304313740280465e-10, 1.761052852632864307e-10, 1.907775028884324371e-10, 3.955496140750145189e-10
1.878000000000000000e+03, 2.122055209712098520e-10, 1.351186663771762001e-10, 1.704025898697466445e-10, 2.462170421774155483e-10, 2.122055209712098520e-10, 2.736403658849786384e-10, 1.922630018536226145e-10, 1.922630018536226145e-10, 2.675591735244849945e-10, 1.351186663771762001e-10, 2.915017466678216710e-10, 2.726969013038657160e-10
1.879000000000000000e+03, 5.905381977234797935e-10, 2.184653884513531656e-10, 2.132172774418830755e-10, 3.163155472318917041e-10, 5.905381977234797935e-10, 3.351967842267238935e-10, 1.870407481613502121e-10, 1.870407481613502121e-10, 3.920722112749270085e-10, 2.184653884513531656e-10, 3.275081247512244083e-10, 3.342682704021466464e-10
1.880000000000000000e+03, 1.929854644124630814e-10, 1.401952591446113348e-10, 1.763891941924344296e-10, 2.861146382267498611e-10, 1.929854644124630814e-10, 4.221542273965591499e-10, 3.190729972756410929e-10, 3.190729972756410929e-10, 1.779380467203472941e-10, 1.401952591446113348e-10, 2.681245154991720177e-10, 4.212317563254711253e-10
1.881000000000000000e+03, 4.152636056187351333e-10, 1.616070107053253448e-10, 1.414222034646519327e-10, 2.363962052437564062e-10, 4.152636056187351333e-10, 3.601491222840238262e-10, 2.751925436621525320e-10, 2.751925436621525320e-10, 2.798260549900709977e-10, 1.616070107053253448e-10, 2.158137217509663606e-10, 3.592169989967889439e-10
1.882000000000000000e+03, 3.040772109888964678e-10, 1.219801445872660080e-10, 2.188894010435124561e-10, 5.319205548828715878e-10, 3.040772109888964678e-10, 3.552686299836138127e-10, 3.318171007203635786e-10, 3.318171007203635786e-10, 1.894523840581054399e-10, 1.219801445872660080e-10, 2.885357810113660630e-10, 3.542905995317316684e-10
1.883000000000000000e+03, 2.490320328477376036e-10, 1.661512363968534493e-10, 2.267991143612932600e-10, 2.940332827198756280e-10, 2.490320328477376036e-10, 4.372796861143583926e-10, 2.254507516260727993e-10, 2.254507516260727993e-10, 1.534667576812656388e-10, 1.661512363968534493e-10, 2.201643133970256727e-10, 4.362183585517972094e-10
1.884000000000000000e+03, 1.901508866544757356e-10, 2.519543517043947278e-10, 1.566141937809510129e-10, 1.692745199060574072e-10, 1.901508866544757356e-10, 5.086613460897279187e-10, 2.717386442379662679e-10, 2.717386442379662679e-10, 1.383772218145003309e-10, 2.519543517043947278e-10, 2.460614514402602300e-10, 5.076367429851055837e-10
1.885000000000000000e+03, 1.547194028869884208e-10, 1.263772108022190797e-10, 2.063273308669716931e-10, 2.072295646721256310e-10, 1.547194028869884208e-10, 6.456503778463610108e-10, 2.275710999671007110e-10, 2.275710999671007110e-10, 3.734021384752804583e-10, 1.263772108022190797e-10, 5.194313772308138381e-10, 6.445776657628197585e-10
1.886000000000000000e+03, 2.316078051445540852e-10, 1.182238123706089515e-10, 2.243182845329891994e-10, 3.444013704802329107e-10, 2.316078051445540852e-10, 4.484487055552503712e-10, 2.352734576645233816e-10, 2.352734576645233816e-10, 1.522008137099330592e-10, 1.182238123706089515e-10, 3.437648628140147787e-10, 4.474135899615405223e-10
1.887000000000000000e+03, 2.773615330478751317e-10, 1.529043510230885183e-10, 1.479695013292832279e-10, 3.494161710771940070e-10, 2.773615330478751317e-10, 2.542439623608635314e-10, 2.463288298881361012e-10, 2.463288298881361012e-10, 2.199765775053936613e-10, 1.529043510230885183e-10, 2.682138473249921295e-10, 2.532030061435199775e-10
1.888000000000000000e+03, 3.814639092766768138e-10, 1.767345252106715943e-10, 1.863207019607483290e-10, 1.531867501898631935e-10, 3.814639092766768138e-10, 4.744455166735339562e-10, 3.546267424369610415e-10, 3.546267424369610415e-10, 2.766100684919533672e-10, 1.767345252106715943e-10, 3.464435946586599739e-10, 4.733771988594120372e-10
1.889000000000000000e+03, 1.420511241794125468e-10, 1.441663231921314721e-10, 2.161888667923926368e-10, 2.547570207213404424e-10, 1.420511241794125468e-10, 2.837606226223012305e-10, 2.686576271556692775e-10, 2.686576271556692775e-10, 2.124636787678932428e-10, 1.441663231921314721e-10, 2.848365564127182748e-10, 2.826986031846692786e-10
1.890000000000000000e+03, 4.252490058715238193e-10, 1.743114700631533259e-10, 2.178718893403804450e-10, 3.127320287960437474e-10, 4.252490058715238193e-10, 5.462794402514419030e-10, 2.204353127257720161e-10, 2.204353127257720161e-10, 4.049445579448947339e-10, 1.743114700631533259e-10, 2.746971582298543827e-10, 5.452251843437472071e-10
