year, NorESM2-MM, IPSL-CM6A-LR, CMCC-CM2-SR5, EC-Earth3-Veg, CNRM-ESM2-1, INM-CM4-8, UKESM1-0-LL, CanESM5, CESM2-WACCM, GFDL-ESM4, NorESM2-LM, INM-CM5-0, MIROC-ES2L, ACCESS-ESM1-5, TaiESM1, MPI-ESM1-2-LR
1.860000000000000000e+03, 2.229210171709586241e+00, 2.047743166592365771e+00, 2.617756461760690101e+00, 1.978264904001902913e+00, 2.276782857504135116e+00, 3.190881411745104757e+00, 2.261352407295573741e+00, 2.133233981163195292e+00, 2.699803618145180995e+00, 2.346591658909679801e+00, 2.335001420344380296e+00, 3.167216188565299184e+00, 2.904980932866413568e+00, 2.808769951863683279e+00, 2.544595860133381571e+00, 2.242423353190329927e+00
1.861000000000000000e+03, 2.169671936848748928e+00, 2.085932127863368457e+00, 2.670276813946334649e+00, 2.002915273276636654e+00, 2.145648979499271913e+00, 3.055122866489420552e+00, 2.501467998888383004e+00, 2.178654231074620640e+00, 2.634020313321752127e+00, 2.242358525011982628e+00, 2.397088043364370424e+00, 2.998785045983920039e+00, 2.995641527063430232e+00, 2.819898372703331546e+00, 2.911746337086354774e+00, 2.403971832664103747e+00
1.862000000000000000e+03, 2.063909247276492387e+00, 2.080950171405327342e+00, 2.595130038584089416e+00, 1.953455519666820628e+00, 2.308988069853207925e+00, 3.121394763708785991e+00, 2.455479748607332979e+00, 2.353231800286906150e+00, 2.495534928494451687e+00, 2.222686035115188918e+00, 2.174004938748050453e+00, 2.935618321206402204e+00, 2.800611156818761938e+00, 2.887684783387483023e+00, 2.666336218050171070e+00, 2.306377675486043444e+00
1.863000000000000000e+03, 2.330553404836492870e+00, 2.152728959686215582e+00, 2.677753157092503056e+00, 1.821415459020877980e+00, 2.406241714784310481e+00, 3.071189044229316600e+00, 2.424245765980631795e+00, 2.250260646174556012e+00, 2.281477836706871543e+00, 2.295800964391318644e+00, 2.208701675952926102e+00, 2.944366568674807727e+00, 3.027662730118551249e+00, 2.757793846227730938e+00, 2.448305365741969108e+00, 2.264897079128689761e+00
1.864000000000000000e+03, 2.064015060753087827e+00, 2.146541415412512421e+00, 2.816274166958856906e+00, 1.881759008547663869e+00, 2.265435594409741960e+00, 3.237602154670844001e+00, 2.609143140530977067e+00, 2.258938787258752523e+00, 2.505132572586796336e+00, 2.408643981679552848e+00, 2.344262080352699229e+00, 3.188996649439887587e+00, 2.842397262409340541e+00, 2.871717894298391194e+00, 2.769800575138759324e+00, 2.203159963737088223e+00
1.865000000000000000e+03, 2.119972399334660196e+00, 2.191391163077471393e+00, 2.703037702799767406e+00, 1.874480445048308130e+00, 2.157544624785145082e+00, 3.094526804077320392e+00, 2.343057852525435525e+00, 2.250453077351219022e+00, 2.538307160326825240e+00, 2.202622301951789208e+00, 2.369354347398121341e+00, 3.096131323184458495e+00, 2.940602770128851962e+00, 2.847663422740820849e+00, 2.560338741555876485e+00, 2.318494667948762356e+00
1.866000000000000000e+03, 2.290070371140267458e+00, 2.213646745066256916e+00, 2.831271741889986426e+00, 1.723815691086609814e+00, 2.319264040827625717e+00, 3.201313925268895577e+00, 2.500184912717334562e+00, 2.125463418231007928e+00, 2.539259912414843168e+00, 2.285991082726359647e+00, 2.063295036895981482e+00, 3.061395585871501623e+00, 2.950393736567642922e+00, 3.012242897618623960e+00, 2.649862271620701204e+00, 2.348326918349878500e+00
1.867000000000000000e+03, 2.231234350422645285e+00, 2.185770220527765151e+00, 2.689702038729694600e+00, 1.833205495333379842e+00, 2.356400266192827164e+00, 3.038874795324544742e+00, 2.448215467408149326e+00, 2.249666051750278228e+00, 2.524394716442340592e+00, 2.313163217381319470e+00, 2.319333414037263008e+00, 2.916627154478319994e+00, 2.800068931953474394e+00, 2.849851216168465928e+00, 2.626784621230402017e+00, 2.298617348667614468e+00
1.868000000000000000e+03, 2.235036841116261996e+00, 2.091759721927352267e+00, 2.589737107327818588e+00, 1.984262045586079326e+00, 2.217848247592191679e+00, 3.208586004447385953e+00, 2.665947445242921265e+00, 2.228750661244756071e+00, 2.396920664472620643e+00, 2.268435403169394515e+00, 2.162994214749332844e+00, 3.009686075846297548e+00, 2.791401444206393023e+00, 2.863502551802966867e+00, 2.661445446950349236e+00, 2.265027262926400997e+00
1.869000000000000000e+03, 2.304585504916293104e+00, 2.138199980311330073e+00, 2.603376536572454825e+00, 1.960485725956341074e+00, 2.068061354083227776e+00, 3.171975137312553095e+00, 2.622215715478977138e+00, 2.220098309888973720e+00, 2.543200640257021750e+00, 2.385591210162459674e+00, 2.174987614066358432e+00, 3.070183761814643031e+00, 2.873968761911726233e+00, 2.794800954757504119e+00, 2.444397774011511704e+00, 2.303151758485020739e+00
1.870000000000000000e+03, 2.226194620310346650e+00, 2.083910089122086085e+00, 2.924361342885336335e+00, 1.680128955063860507e+00, 2.082637775332911723e+00, 3.101260070966630256e+00, 2.704924880361848416e+00, 2.198489431306156927e+00, 2.395995050783800817e+00, 2.379851579925030158e+00, 2.172175703729637419e+00, 3.012749129048471808e+00, 2.835120609418415150e+00, 2.817447384151656298e+00, 2.577945414772788713e+00, 2.361449984755259024e+00
1.871000000000000000e+03, 2.137548017410657586e+00, 2.166023770573457519e+00, 2.676720459502032856e+00, 1.984315111766530748e+00, 2.326424747510280611e+00, 3.195059412051760805e+00, 2.450543837769293187e+00, 2.204051957108227544e+00, 2.686572583582605311e+00, 2.394632107258944043e+00, 2.145845379019573507e+00, 3.131316623248749487e+00, 2.944156091852460300e+00, 2.898209291396617093e+00, 2.725116336169508990e+00, 2.256488963525534519e+00
1.872000000000000000e+03, 2.153595055898088972e+00, 2.098827997506884202e+00, 2.577976736678696312e+00, 2.009141083832012065e+00, 2.282565933340341413e+00, 3.168145858441729246e+00, 2.516755255157523408e+00, 2.115043033132576689e+00, 2.543744091286419540e+00, 2.286222217644986898e+00, 2.122495221985332581e+00, 3.058891028456006023e+00, 2.999759309344457225e+00, 2.894090607135967996e+00, 2.489296425482042885e+00, 2.242714869729231175e+00
1.873000000000000000e+03, 2.189103304813731832e+00, 2.114906698065329049e+00, 2.545772308869989953e+00, 1.944688132451168228e+00, 2.339435654036666978e+00, 3.095802606844960891e+00, 2.468661245863787546e+00, 2.129563072716437855e+00, 2.558095835484522684e+00, 2.294640858992858856e+00, 2.352280385587938394e+00, 2.717075989895958443e+00, 2.824629495216160358e+00, 2.759243283527109014e+00, 2.457190540409620372e+00, 2.313632174544857811e+00
1.874000000000000000e+03, 2.228556060844135267e+00, 2.117447648947413885e+00, 2.612581230133427468e+00, 1.814840636926508655e+00, 2.268449085988300418e+00, 3.014849218049497015e+00, 2.340991952230833117e+00, 2.402296495760944506e+00, 2.523799059470044348e+00, 2.189294829339579529e+00, 2.346814649975212941e+00, 3.014461952919121668e+00, 2.735443813876770047e+00, 2.858452469039388877e+00, 2.725809339278564725e+00, 2.212681127338235854e+00
1.875000000000000000e+03, 2.230400879762884259e+00, 2.102333688909249432e+00, 2.569504160444417540e+00, 1.856086157638510148e+00, 2.209471243748853730e+00, 3.132658040737322125e+00, 2.667378120178747647e+00, 2.226556165683613031e+00, 2.619521384299388522e+00, 2.326833857220186097e+00, 2.421618104889960765e+00, 3.090114718595482035e+00, 2.946142539874043287e+00, 2.791671540840222843e+00, 2.541848324554541794e+00, 2.160749958084233313e+00
1.876000000000000000e+03, 2.091446351309115492e+00, 2.036920711269599948e+00, 2.777495646221551873e+00, 1.958098312984323686e+00, 2.206443822816591904e+00, 3.178330400270490408e+00, 2.381945869152269690e+00, 2.269673666071588158e+00, 2.491208392510987135e+00, 2.179116626868707218e+00, 2.208949378835328492e+00, 3.158216232154053671e+00, 3.029407819641416921e+00, 2.818956308153516499e+00, 2.638129326460862067e+00, 2.364320005276599801e+00
1.877000000000000000e+03, 2.377153989910825160e+00, 2.066415460149085170e+00, 2.654577639162792657e+00, 1.959880611700933750e+00, 2.299412099644374319e+00, 3.089462024694953790e+00, 2.412984464763969772e+00, 2.236434669613971415e+00, 2.773003040353375415e+00, 2.227748299700254009e+00, 2.372709356617883625e+00, 2.981607270814960575e+00, 2.880507390096923359e+00, 2.947011559948005566e+00, 2.563737705639353770e+00, 2.271334482098857688e+00
1.878000000000000000e+03, 2.174796830376301671e+00, 2.138343127742797556e+00, 2.688291763781449628e+00, 1.957852539855519103e+00, 2.357187239875026652e+00, 2.949113307180346144e+00, 2.442521045288607695e+00, 2.189616470604747178e+00, 2.397589344220053320e+00, 2.233876864461964207e+00, 2.197246559644646879e+00, 3.080590270895359861e+00, 2.997922883669427385e+00, 2.905271566926496352e+00, 2.749923951750945506e+00, 2.315810711811073563e+00
1.879000000000000000e+03, 2.098334414891928734e+00, 2.056460476727059117e+00, 2.610561685890104844e+00, 1.925996626131446954e+00, 2.403269741067561416e+00, 3.141088776057878729e+00, 2.556707080181404912e+00, 2.153658865524770150e+00, 2.627543775120035008e+00, 2.194261600959586556e+00, 2.231529234424198371e+00, 3.177154961683770207e+00, 2.897615582537894863e+00, 2.774938610505208292e+00, 2.509760417934372878e+00, 2.244733633970071196e+00
1.880000000000000000e+03, 2.189513930012411347e+00, 2.043229615386414455e+00, 2.699495063165425535e+00, 1.884824958693774644e+00, 2.082535707931705726e+00, 2.960487932412711132e+00, 2.610138885626528626e+00, 2.227363916661602605e+00, 2.513934353570133506e+00, 2.372554704420299920e+00, 2.147812730741370135e+00, 3.075641117591210172e+00, 2.872088424715651289e+00, 2.730085152676068549e+00, 2.728121044663496697e+00, 2.348862399149099556e+00
1.881000000000000000e+03, 2.239799669999571030e+00, 2.113148921530832336e+00, 2.406672223777302388e+00, 1.992334914962726966e+00, 2.306353758000934118e+00, 3.048922923884946456e+00, 2.482022114004312829e+00, 2.315027490542194144e+00, 2.552962751656776774e+00, 2.318232585418431135e+00, 2.149128956378132838e+00, 3.087019212725564010e+00, 2.909083570366302940e+00, 2.941282212536166174e+00, 2.548495911500205935e+00, 2.261159864498102134e+00
1.882000000000000000e+03, 2.242925260317744751e+00, 2.149657380714363075e+00, 2.629187937884099213e+00, 2.041235594589591251e+00, 2.308457535100398417e+00, 3.092851447091420347e+00, 2.419842248317182420e+00, 2.469639401187117667e+00, 2.277882450093814182e+00, 2.238229976249238362e+00, 2.448672651540882761e+00, 3.035787283281392135e+00, 2.816308700533750820e+00, 3.053725631258374484e+00, 2.926622205034174584e+00, 2.320480783995599872e+00
1.883000000000000000e+03, 2.253625797647205165e+00, 2.226709814105420460e+00, 2.707158116044356078e+00, 1.907963226696400172e+00, 2.260546792642978531e+00, 3.117398720827437852e+00, 2.498733211810005184e+00, 2.072300815738794100e+00, 2.495111311777423513e+00, 2.215772438049250059e+00, 2.140314742861700648e+00, 3.043443925907673542e+00, 2.898352142931145181e+00, 2.853232346476510806e+00, 2.536079879540556359e+00, 2.140277609845608442e+00
1.884000000000000000e+03, 2.195102322805788653e+00, 2.080727865308393820e+00, 2.442090297055671932e+00, 1.795140224165026721e+00, 2.132146930372250893e+00, 2.822863126416353285e+00, 2.241123730799217117e+00, 1.980193132161982783e+00, 2.441445388396153771e+00, 2.149712687150300727e+00, 2.248042422388825567e+00, 2.910408943778735047e+00, 2.849950040330969436e+00, 2.702203965017489384e+00, 2.448128752070484637e+00, 2.232093625677683768e+00
1.885000000000000000e+03, 2.114913376139499146e+00, 2.083130987785886568e+00, 2.340454650379326207e+00, 1.727209008865117967e+00, 2.203105857041217419e+00, 3.078693487155867548e+00, 2.557849209462137008e+00, 2.206570837062832968e+00, 2.486180453044223082e+00, 2.080171716674976246e+00, 2.314510789445581196e+00, 2.849603404897840697e+00, 2.976956304725839164e+00, 2.914594971990538852e+00, 2.811693091321026294e+00, 2.233929710872171626e+00
1.886000000000000000e+03, 2.095948092300978338e+00, 2.158715316717063626e+00, 2.761061865961055073e+00, 1.890375335239594001e+00, 2.247218923324096895e+00, 3.167275595612335959e+00, 2.531080594790867444e+00, 2.234447185394852209e+00, 2.473418261427055231e+00, 2.291536405689201139e+00, 2.256054555693229435e+00, 3.085058783175636421e+00, 2.768484680236045659e+00, 2.954736987996052111e+00, 2.565591026823650367e+00, 2.298301479894159893e+00
1.887000000000000000e+03, 2.176994346675700687e+00, 2.321532119954550222e+00, 2.714920948725956240e+00, 2.105084171368694967e+00, 2.249423087125502096e+00, 3.004780632838530696e+00, 2.549955219026871500e+00, 2.286562936126188106e+00, 2.509789419527683307e+00, 2.221948200545731389e+00, 2.321753148353842278e+00, 3.151045743976656155e+00, 2.868511168466297612e+00, 2.686948600518775709e+00, 2.476550900177142633e+00, 2.295693620759813758e+00
1.888000000000000000e+03, 2.179642140029422137e+00, 2.064533734065496340e+00, 2.742912938957486890e+00, 1.813709225540816261e+00, 2.224777478396150698e+00, 3.162399591369089880e+00, 2.561524593587951593e+00, 2.125989016030851886e+00, 2.542609710731438710e+00, 2.282418594424793223e+00, 2.429605030165769008e+00, 2.900162748659659506e+00, 2.891751032989476222e+00, 2.701866162339646937e+00, 2.643809546391137744e+00, 2.350396762765690983e+00
1.889000000000000000e+03, 2.139338178331923412e+00, 2.081239057224940403e+00, 2.813920277061936037e+00, 1.950783118554478612e+00, 2.187456790033721621e+00, 3.027700214022496450e+00, 2.515921989275299087e+00, 2.252764815277173316e+00, 2.551531468101109645e+00, 2.206023744172750600e+00, 2.364003187107791337e+00, 3.012197392645627581e+00, 2.667016891282593782e+00, 2.875654163233001714e+00, 2.739566291563079403e+00, 2.327586606340239062e+00
1.890000000000000000e+03, 2.048838263262425130e+00, 2.212876263531912358e+00, 2.733073660166403851e+00, 1.925495809828326799e+00, 2.411247637180607750e+00, 3.044526751310834278e+00, 2.418095641840856125e+00, 2.192683687042755736e+00, 2.450433548417859431e+00, 2.242384910277469334e+00, 2.369735012368656690e+00, 3.107853498629783662e+00, 2.938955417010187254e+00, 2.791789699169665351e+00, 2.527875961016630146e+00, 2.293968196655783220e+00
1.891000000000000000e+03, 2.087253629535494870e+00, 2.128431800985109312e+00, 2.659165157128493995e+00, 1.874544003757588673e+00, 2.427022276934068135e+00, 3.135035525808628432e+00, 2.171732151098813901e+00, 2.066177940252802880e+00, 2.574870134612770478e+00, 2.195960829891350219e+00, 2.230496777102959349e+00, 3.183369967538375089e+00, 2.790966344897491958e+00, 2.965968227599387497e+00, 2.616374533004564018e+00, 2.283271930587414733e+00
1.892000000000000000e+03, 2.148237243962749954e+00, 2.057317155034773748e+00, 2.346860565252512298e+00, 1.886142649345965872e+00, 2.134876407293949452e+00, 3.022665796159438756e+00, 2.797317048057600175e+00, 2.214802320591787943e+00, 2.567435333967269528e+00, 2.135238733772269359e+00, 2.404272753991135492e+00, 3.024074231269961111e+00, 3.081615931068647729e+00, 2.847720635920464538e+00, 2.605758391866911605e+00, 2.236897340477908447e+00
1.893000000000000000e+03, 2.163549898522644011e+00, 2.140022464372343336e+00, 2.524586583202728551e+00, 1.948803747899835015e+00, 2.290108817586964385e+00, 2.957106634644395715e+00, 2.608217236466054523e+00, 2.265727745360655021e+00, 2.693336582399687984e+00, 2.309387429188134000e+00, 2.254984309128852615e+00, 2.947493347603841851e+00, 2.947911021998484316e+00, 2.926573451787870539e+00, 2.527353580561634061e+00, 2.411911713467476126e+00
1.894000000000000000e+03, 1.991409536586956852e+00, 2.128326271413582216e+00, 2.590879574429334475e+00, 1.994278809653782458e+00, 2.209307669707524457e+00, 3.169247743650282167e+00, 2.485930688080788542e+00, 2.082890932642793569e+00, 2.517224577396198537e+00, 2.222519194937889964e+00, 2.286595217002119984e+00, 3.075755684776131815e+00, 2.904536530038480002e+00, 3.050515856925908320e+00, 2.491023372084017584e+00, 2.293998195063411849e+00
1.895000000000000000e+03, 2.002017623115405431e+00, 2.168568019793613466e+00, 2.657077301413814485e+00, 1.856235688692725150e+00, 2.229184104868692007e+00, 3.054003202595815036e+00, 2.679954448064865602e+00, 2.210226462271418946e+00, 2.475785663316904195e+00, 2.242237106797382751e+00, 2.283378568380970197e+00, 3.002194673959953430e+00, 2.727259129363194035e+00, 2.727207549638674067e+00, 2.832024579615424642e+00, 2.171731529660650306e+00
1.896000000000000000e+03, 2.175492254400799741e+00, 2.136357164060643576e+00, 2.713482900225743233e+00, 1.976564167173527231e+00, 2.029856003348859517e+00, 3.279084857895028460e+00, 2.329623731268419817e+00, 2.211190138410015216e+00, 2.473779918522601484e+00, 2.230254084472732323e+00, 2.308036237844047545e+00, 2.879924392658305798e+00, 2.881035763982483289e+00, 2.966219876876106110e+00, 2.768409549444889706e+00, 2.393451090253926328e+00
1.897000000000000000e+03, 2.001087035634551814e+00, 2.105143989733898380e+00, 2.623648456057345868e+00, 1.900485858178201815e+00, 2.257408205627869702e+00, 3.200385507955591624e+00, 2.470411901500690455e+00, 2.294654962952713539e+00, 2.546066566571542733e+00, 2.226908764084292169e+00, 2.080728368348327528e+00, 3.052168836960108766e+00, 2.812899204539969666e+00, 2.917290780738221567e+00, 2.539994857713025134e+00, 2.301044369708283632e+00
1.898000000000000000e+03, 2.288198758826450074e+00, 2.073664368925422608e+00, 2.747087228645229917e+00, 1.958774948595328969e+00, 2.125828110667429272e+00, 3.242572372214317600e+00, 2.537748839312544913e+00, 2.308761383505157472e+00, 2.723187454884936631e+00, 2.168461572787231617e+00, 2.426470710255063779e+00, 3.018720646306764621e+00, 3.047993750815152669e+00, 2.779018122317415518e+00, 2.486707291632867189e+00, 2.161789127272865318e+00
1.899000000000000000e+03, 2.311643452538142629e+00, 1.997689417775266207e+00, 2.631618140136723571e+00, 2.001820819072413382e+00, 2.250340569089872123e+00, 3.033986418595910894e+00, 2.479384306213276989e+00, 2.252740549854203245e+00, 2.501946026868482331e+00, 2.252906114056949516e+00, 2.264205175584057095e+00, 3.086257619159899601e+00, 2.776652106626348981e+00, 2.714674349111165785e+00, 2.481656121267424187e+00, 2.309824471355425679e+00
1.900000000000000000e+03, 2.120186541842930872e+00, 2.138529665353463116e+00, 2.619917603982783838e+00, 1.980747497582701300e+00, 2.085625745457256208e+00, 3.262309057169675341e+00, 2.524157392086087803e+00, 2.282857317685802023e+00, 2.395619249465318124e+00, 2.054892855352559167e+00, 2.164985098226886340e+00, 2.932017420246429307e+00, 2.806243692132922796e+00, 2.925434641907801225e+00, 2.547891727231019310e+00, 2.330372830287560149e+00
1.901000000000000000e+03, 2.005140208134184032e+00, 2.088625505537444749e+00, 2.750724152585639182e+00, 1.676048285189909892e+00, 2.277304994299170993e+00, 3.323853017888292349e+00, 2.399766341200978648e+00, 2.179689884177563819e+00, 2.496791118917647712e+00, 2.387418951144896884e+00, 2.353319912011424542e+00, 2.967117679608073377e+00, 2.806244384515218737e+00, 2.926839930259101941e+00, 2.560670903190721326e+00, 2.216074517701174251e+00
1.902000000000000000e+03, 1.923399788159307011e+00, 2.164646054707301204e+00, 2.681439364611587273e+00, 1.979745460398190327e+00, 2.077229280672569178e+00, 3.062637016699896630e+00, 2.290788301710488639e+00, 2.340561426894418151e+00, 2.692099765839978787e+00, 2.143367295862627753e+00, 2.289705312165208451e+00, 3.051656425259725136e+00, 2.877061024101899456e+00, 2.915407423375262486e+00, 2.379179915587896321e+00, 2.260415916446632867e+00
1.903000000000000000e+03, 1.989775744076837771e+00, 1.958512025555920744e+00, 2.555361441386582388e+00, 1.912916707557329232e+00, 2.118679183050781401e+00, 3.116451009331749678e+00, 2.517634975663636698e+00, 2.086809628515411408e+00, 2.497566509758554432e+00, 2.141865490951012863e+00, 2.064654624308241537e+00, 2.895484259106142488e+00, 2.677507032211631000e+00, 2.479882786121518912e+00, 2.549648552232942844e+00, 2.385112729350124638e+00
1.904000000000000000e+03, 2.012975580524232644e+00, 2.049463055850573312e+00, 2.821760484376329092e+00, 1.995810093435022248e+00, 2.294963821563387629e+00, 3.017332080805759542e+00, 2.405513110367334839e+00, 2.092269935980338058e+00, 2.606662864717776529e+00, 2.293929473468319102e+00, 2.051003654040810531e+00, 2.982276329615792587e+00, 2.851318049346770689e+00, 2.960103715650115763e+00, 2.624074714118603602e+00, 2.352149774860577747e+00
1.905000000000000000e+03, 2.011205729128460629e+00, 2.086831010320118640e+00, 2.617740671515604856e+00, 1.845963189908757851e+00, 2.054566468561591641e+00, 3.041258968502472015e+00, 2.593901848885635353e+00, 2.061257722425127170e+00, 2.567386526065212227e+00, 2.256527608394143236e+00, 2.297281916821588332e+00, 2.986095941688011735e+00, 2.883572820924781510e+00, 2.802126417485755194e+00, 2.692142086205357998e+00, 2.373837641120378539e+00
1.906000000000000000e+03, 2.169978196077778421e+00, 2.157021716223265884e+00, 2.723003466570083742e+00, 1.960411018431544194e+00, 2.388873600960298660e+00, 3.219840732867848221e+00, 2.526471296935265620e+00, 2.347994367359295342e+00, 2.521452032379792652e+00, 2.307549012661602728e+00, 2.372648362938550193e+00, 2.993699927859871934e+00, 2.818812564000384491e+00, 2.837599908189517350e+00, 2.619680487026377236e+00, 2.315884635473594688e+00
1.907000000000000000e+03, 2.129952677335400058e+00, 2.055092179109633044e+00, 2.713916009491651682e+00, 1.948738250698690111e+00, 2.185175958207736802e+00, 3.048885769617226682e+00, 2.293355560933762138e+00, 2.175559902095018927e+00, 2.709334143429781072e+00, 2.179155446387602613e+00, 2.268768640345288912e+00, 3.083341711594270063e+00, 2.757172414883953593e+00, 2.925250367017822040e+00, 2.680858049048560954e+00, 2.315795538256302688e+00
1.908000000000000000e+03, 2.133761919627573000e+00, 2.142568874373836696e+00, 2.629828381247484526e+00, 2.003058242589075277e+00, 2.182792928649416986e+00, 3.181142963887532371e+00, 2.648102981258969812e+00, 2.215194195240239861e+00, 2.511298995145355928e+00, 2.219473345765929917e+00, 2.165446735298353520e+00, 3.110455981616708776e+00, 2.966638816841363546e+00, 2.804640876753296652e+00, 2.494317578244911182e+00, 2.376033639378166029e+00
1.909000000000000000e+03, 2.116248861619741461e+00, 2.095136191323617947e+00, 2.609792815122774723e+00, 1.915988104145930349e+00, 2.213787592802853865e+00, 3.133889130743794826e+00, 2.558188084705709908e+00, 2.205017884566844000e+00, 2.478337330176678677e+00, 2.163521901559509963e+00, 2.427171137553572056e+00, 2.940338867694122005e+00, 2.784349641778026019e+00, 2.859355372715870036e+00, 2.550665915321650434e+00, 2.268086567772650497e+00
1.910000000000000000e+03, 2.233353320177047685e+00, 2.016854847942946005e+00, 2.611977614784582791e+00, 1.971115767040444666e+00, 2.199468644256754146e+00, 3.001837606324649688e+00, 2.423012310619743204e+00, 2.149790928686495572e+00, 2.499674712975631152e+00, 2.195799811433919668e+00, 2.317474789574240024e+00, 3.149249396748861951e+00, 2.912094376532301077e+00, 2.683498749093321312e+00, 2.491647167060087487e+00, 2.248595250018062153e+00
1.911000000000000000e+03, 2.114393891037836148e+00, 2.189570933331178804e+00, 2.849205985436022992e+00, 1.794562100353626066e+00, 2.275645890036045671e+00, 3.103168857624066579e+00, 2.453518070400026119e+00, 2.086567294943030948e+00, 2.474270502926717796e+00, 2.323172609172249992e+00, 1.953283645446000749e+00, 3.031369064843647543e+00, 2.969459822405777771e+00, 2.733006715328388125e+00, 2.900793091096403042e+00, 2.258640558910189888e+00
