year, NorESM2-MM, IPSL-CM6A-LR, CMCC-CM2-SR5, EC-Earth3-Veg, CNRM-ESM2-1, INM-CM4-8, UKESM1-0-LL, CanESM5, CESM2-WACCM, GFDL-ESM4, NorESM2-LM, INM-CM5-0, MIROC-ES2L, ACCESS-ESM1-5, TaiESM1, MPI-ESM1-2-LR
1.912000000000000000e+03, 2.022709620179995227e+00, 2.143125583887964147e+00, 2.713248957207182510e+00, 1.906773395631684798e+00, 2.258860967269683329e+00, 3.280641878113802701e+00, 2.558854521193457465e+00, 2.076942822718449655e+00, 2.422122066969014220e+00, 2.249478164783239365e+00, 2.203333568627678485e+00, 3.253341828830206950e+00, 2.656676001342061610e+00, 2.631012152098403334e+00, 2.517271543682551904e+00, 2.457088641643171201e+00
1.913000000000000000e+03, 2.182106244421986752e+00, 1.980983331168289618e+00, 2.611871429224588592e+00, 2.156168677431852032e+00, 2.099103279783367526e+00, 3.095952018717428089e+00, 2.310059474428743709e+00, 2.338204730833957967e+00, 2.442473127494508844e+00, 2.220926560029180763e+00, 2.151122891741069409e+00, 3.066668673758541797e+00, 2.870741904345952999e+00, 2.567472420076630790e+00, 2.375260581961609940e+00, 2.181733072285997999e+00
1.914000000000000000e+03, 2.177446417272996815e+00, 2.012719067239626458e+00, 2.606397656619546588e+00, 2.087216623463488574e+00, 2.242794773685156784e+00, 3.012736650515181136e+00, 2.402653615883324267e+00, 2.132833699138663608e+00, 2.595173292338932125e+00, 2.288968595655906046e+00, 2.239572207560825312e+00, 3.047448258849262182e+00, 2.858551971908608547e+00, 2.789587177123281858e+00, 2.549353717349283066e+00, 2.259706848077472685e+00
1.915000000000000000e+03, 2.266179425492429012e+00, 2.043535265088528785e+00, 2.655738280851761335e+00, 1.743573981911390236e+00, 2.260858590151988423e+00, 3.050282923083574182e+00, 2.381204944324642803e+00, 2.102891946218956143e+00, 2.473167156541494549e+00, 2.240945785661871970e+00, 2.091134219175466935e+00, 3.058995625257009632e+00, 2.860553094828070186e+00, 2.833298189286129531e+00, 2.323579168698888697e+00, 2.320731950015812561e+00
1.916000000000000000e+03, 2.135303588527667440e+00, 2.002928188539900844e+00, 2.496964375080084064e+00, 1.928668908549812766e+00, 2.071595427683788682e+00, 3.163779303569409951e+00, 2.472635700420296789e+00, 2.148942827777767128e+00, 2.488886934483874214e+00, 2.085397084330121054e+00, 2.235524635615125266e+00, 3.001563602092871985e+00, 2.971132692263968256e+00, 2.590610313836659628e+00, 2.684690718439997958e+00, 2.102490706948568544e+00
1.917000000000000000e+03, 2.353613881035179656e+00, 2.086645511610417447e+00, 2.751035289472603118e+00, 1.893337452069199678e+00, 2.122814729885718510e+00, 3.091761350033650046e+00, 2.238611033076046475e+00, 2.061040797531003221e+00, 2.364797771033253504e+00, 2.420085982562259375e+00, 2.278546037851979289e+00, 3.155235059309569490e+00, 2.965253626766737316e+00, 2.875533668684624899e+00, 2.738311024398524474e+00, 2.201264335572482800e+00
1.918000000000000000e+03, 2.038650992863501710e+00, 2.179855205428797849e+00, 2.571189679200414968e+00, 1.982154003668945119e+00, 2.126819379475318517e+00, 3.074178085669406091e+00, 2.422252436304817902e+00, 2.237781016568874737e+00, 2.624332547347985489e+00, 2.286418346102104593e+00, 2.178018332105593924e+00, 3.109467082689803430e+00, 2.942830883638833495e+00, 2.726766966731130282e+00, 2.567704602126688940e+00, 2.183704946808756819e+00
1.919000000000000000e+03, 2.175660019171503645e+00, 2.172952406278316317e+00, 2.538747204414825820e+00, 1.979664549504481341e+00, 2.035457958587683969e+00, 3.010476697379002253e+00, 2.497693968565868339e+00, 2.328741551697126155e+00, 2.516862175295956572e+00, 2.335682896794004648e+00, 2.145339457481935330e+00, 3.048110921776112647e+00, 2.906727852629718445e+00, 2.903020203224960127e+00, 2.436594903040939730e+00, 2.303753496763396580e+00
1.920000000000000000e+03, 2.189370170194686160e+00, 2.107037180088913608e+00, 2.459803867509196884e+00, 2.041538354269403222e+00, 2.043224846309946940e+00, 3.061006956778474120e+00, 2.593303950017317394e+00, 2.317980904042733492e+00, 2.455693099695832604e+00, 2.379503972853408200e+00, 1.996198179488587465e+00, 3.220283817721364183e+00, 2.844015818743622859e+00, 2.825777089521201546e+00, 2.767879905197399015e+00, 2.211043975290953867e+00
1.921000000000000000e+03, 2.194180404497867887e+00, 2.016428012128010927e+00, 2.492816896826994810e+00, 1.908546585352517644e+00, 2.203361095085227817e+00, 3.126691020643299623e+00, 2.604742378242841827e+00, 2.010266330187905126e+00, 2.409480744686202325e+00, 2.411118414447010583e+00, 2.096187166358406628e+00, 3.062013789188846147e+00, 2.932283265595087673e+00, 2.736576705160529421e+00, 2.594400340461084031e+00, 2.244620796743638902e+00
1.922000000000000000e+03, 2.265080874238859288e+00, 2.049674909709646720e+00, 2.613045400191129186e+00, 2.016157936059606026e+00, 2.275093509493806732e+00, 3.118180052583647832e+00, 2.441523607926335160e+00, 2.230156906176482767e+00, 2.593698743431418485e+00, 2.165146819092143016e+00, 2.162325173889338981e+00, 2.891404558320696427e+00, 2.760254292367715134e+00, 2.959175754048954055e+00, 2.423063781112813952e+00, 2.334624522131704794e+00
1.923000000000000000e+03, 2.136336508168618753e+00, 2.256600742547254068e+00, 2.718620596230239439e+00, 1.891775253014057245e+00, 2.150331469712357002e+00, 3.065086009800588318e+00, 2.281416292372232313e+00, 1.979186533400067338e+00, 2.393556539152689400e+00, 2.324562374655928298e+00, 2.355438450932912708e+00, 2.990494983413486185e+00, 2.885827559914611484e+00, 2.874116848206136776e+00, 2.399174570794258887e+00, 2.288687577630922565e+00
1.924000000000000000e+03, 2.211902545755873195e+00, 2.105258832827216153e+00, 2.818015798257164306e+00, 1.887614842356776901e+00, 2.185305012487248177e+00, 3.219361840143854625e+00, 2.559975359220515223e+00, 2.283895561025090615e+00, 2.495875647407493680e+00, 2.249286866252622197e+00, 2.235267932787528000e+00, 3.125053963215832731e+00, 2.861815754091243225e+00, 2.849213046121884751e+00, 2.697509056611052447e+00, 2.240689453931421493e+00
1.925000000000000000e+03, 2.011883148769119778e+00, 2.154761131464110857e+00, 2.727548888492766999e+00, 1.908609483642345950e+00, 2.214622307458938177e+00, 3.076450510190242404e+00, 2.440693910351078078e+00, 1.927013123038010090e+00, 2.597063319987671370e+00, 2.313193914464673817e+00, 2.148541365775598511e+00, 3.178200158693667010e+00, 2.744745500424810913e+00, 2.751011353434857920e+00, 2.584993252329653490e+00, 2.298971239567349834e+00
1.926000000000000000e+03, 2.154837295870239977e+00, 2.251693622536951711e+00, 2.621516922534971705e+00, 2.001536480420986752e+00, 2.047902133568994198e+00, 3.120501287685073510e+00, 2.463688949414785778e+00, 2.311730294180589951e+00, 2.543746625044105425e+00, 2.138002919358637399e+00, 2.270307666905031496e+00, 2.974209946986570596e+00, 2.918394976710315003e+00, 3.010610167475797905e+00, 2.541700479418992575e+00, 2.217657855829991753e+00
1.927000000000000000e+03, 2.244515179207293265e+00, 2.091397467390703202e+00, 2.561134211609832345e+00, 1.766043866514809269e+00, 2.258024661058430027e+00, 3.050641204126259609e+00, 2.318287942741865670e+00, 2.424330492343544918e+00, 2.577186940203852306e+00, 2.377692991139325418e+00, 2.181240847081560297e+00, 3.023504304986103453e+00, 3.068791447020900343e+00, 2.953148974201185162e+00, 2.485767391742906174e+00, 2.398280354565657024e+00
1.928000000000000000e+03, 2.082117776967416400e+00, 2.176522908960098146e+00, 2.583803422993801391e+00, 1.873086300485489408e+00, 2.190908656493810724e+00, 3.020059589869974470e+00, 2.317573499494055778e+00, 2.006165556638502157e+00, 2.462656215753471489e+00, 2.101359044452727698e+00, 2.259272974957444724e+00, 2.970336290853169192e+00, 2.986639391429062318e+00, 2.796064016781348638e+00, 2.695721225400274257e+00, 2.313820552623109705e+00
1.929000000000000000e+03, 2.061006705279709195e+00, 2.087263267665019129e+00, 2.425074360658293848e+00, 1.944333574213086058e+00, 2.279743824322970625e+00, 3.169572481701198097e+00, 2.373995207914986416e+00, 2.063254362841652423e+00, 2.479938323152810042e+00, 2.267138092769521940e+00, 2.248534770597856003e+00, 3.190785546918630367e+00, 2.861228591836061153e+00, 2.956568518498278841e+00, 2.539818443120010816e+00, 2.029327763670810914e+00
1.930000000000000000e+03, 2.133158059288720931e+00, 2.224079725621100678e+00, 2.432764593471204329e+00, 2.039443524634449112e+00, 2.193275768963966144e+00, 3.141783598498654406e+00, 2.397611621735906695e+00, 2.233225215817245868e+00, 2.160421364882604500e+00, 2.317035880520169400e+00, 2.218483919478671407e+00, 3.118173723077927395e+00, 3.024823401728144123e+00, 2.855959881160759828e+00, 2.506382456620916965e+00, 2.273811526648881642e+00
1.931000000000000000e+03, 2.337175387192839349e+00, 2.171708455157847162e+00, 2.594622590839016585e+00, 1.848107387500669496e+00, 2.258400006916956304e+00, 3.281525047967395192e+00, 2.490786620844858579e+00, 2.152241114635736974e+00, 2.637260336396367144e+00, 2.188119501509687037e+00, 2.086279356016484066e+00, 3.050200290135967496e+00, 2.980157589411521091e+00, 2.859344119614320778e+00, 2.759695616044028021e+00, 2.286298279494175745e+00
1.932000000000000000e+03, 1.979607410294687453e+00, 2.058347881359772646e+00, 2.591192462580270028e+00, 2.012508593167237958e+00, 2.234459799825220916e+00, 3.179295915425713215e+00, 2.394627408719302242e+00, 2.246088790715679462e+00, 2.556882126448158488e+00, 2.334045680193301830e+00, 2.378313344444596300e+00, 2.895264723319105116e+00, 2.766482354147541400e+00, 2.909038762363210129e+00, 2.506375483377946800e+00, 2.334395301289188485e+00
1.933000000000000000e+03, 2.270931680405372077e+00, 2.160107222774245717e+00, 2.564965213811094991e+00, 1.864815031686471336e+00, 2.192892740998630075e+00, 3.069172222570529129e+00, 2.473157484779349602e+00, 2.167091222084018387e+00, 2.519935269606168760e+00, 2.211793377271630057e+00, 2.499608262921728219e+00, 3.076623217611191841e+00, 2.807589934555003719e+00, 2.798279289974355155e+00, 2.555419567395171399e+00, 2.315796925360080305e+00
1.934000000000000000e+03, 2.096825142281667720e+00, 2.019512169156723935e+00, 2.494853306208913324e+00, 1.886820503596513099e+00, 2.162992556917613829e+00, 3.104841803490161034e+00, 2.378057076352037669e+00, 2.148502673581456524e+00, 2.462402886928407142e+00, 2.236385766703555156e+00, 2.178075567410665325e+00, 2.994686097008463221e+00, 2.952313390261112502e+00, 2.913853272202084455e+00, 2.698266083954705685e+00, 2.104621897080250381e+00
1.935000000000000000e+03, 2.145408728283474620e+00, 2.060917543131117302e+00, 2.600429119764471775e+00, 1.735674244230866581e+00, 2.336236740852811522e+00, 3.214657565635977043e+00, 2.210391790525601419e+00, 2.445297384106042582e+00, 2.476417650516562041e+00, 2.064673237435744380e+00, 2.257225411294596196e+00, 3.022380747227618514e+00, 2.945209413737172266e+00, 2.950347928618751059e+00, 2.677670545592166551e+00, 2.351910759837824383e+00
1.936000000000000000e+03, 2.058472159827194226e+00, 1.986816927650120190e+00, 2.706091872913662488e+00, 1.826488922006087590e+00, 2.051952817515979799e+00, 3.169464150210657749e+00, 2.472543031335617592e+00, 2.372560085635450733e+00, 2.669387680702123511e+00, 2.096487436554594908e+00, 2.452848584628519735e+00, 3.177671038182416474e+00, 2.966564398703996908e+00, 2.955497784047837584e+00, 2.694139601866012868e+00, 2.170330631025250590e+00
1.937000000000000000e+03, 2.420549897728334177e+00, 2.034178632482244176e+00, 2.608496426742035190e+00, 2.009365856487800972e+00, 2.146193971134818579e+00, 3.017461924164563047e+00, 2.498022193183525363e+00, 2.149547573279483981e+00, 2.469822818181251822e+00, 2.291618156613097756e+00, 2.278225511217953692e+00, 3.103672312850620951e+00, 2.762331635442148325e+00, 2.770283192656430415e+00, 2.545233483983160294e+00, 2.253220249622192473e+00
1.938000000000000000e+03, 2.156903184477207969e+00, 2.092632683204463273e+00, 2.807629715789405012e+00, 1.786815736132232102e+00, 2.220169328630513306e+00, 3.138438749136846617e+00, 2.442368109959307532e+00, 2.203352888617430949e+00, 2.435689264916979457e+00, 2.142096987731071600e+00, 2.392176879903062492e+00, 2.909043735729206048e+00, 2.910673785875473207e+00, 2.868742439281328771e+00, 2.611173272277385937e+00, 2.116715302229773776e+00
1.939000000000000000e+03, 2.136960509375901207e+00, 1.993312679381708197e+00, 2.724523333997255659e+00, 1.723611915712991660e+00, 2.185204987032599799e+00, 3.154486050076200865e+00, 2.521887193932736526e+00, 2.000224699720274391e+00, 2.489514579053376586e+00, 2.011720920215089858e+00, 2.320712238280647544e+00, 3.213460442060762645e+00, 3.024014141210423556e+00, 2.791855520597273710e+00, 2.526627875952974112e+00, 2.366642497490965891e+00
1.940000000000000000e+03, 2.154403269919629604e+00, 2.094873527972732408e+00, 2.644752163700807124e+00, 2.002356658325112448e+00, 2.129475486733320100e+00, 3.228349847299972541e+00, 2.474309156513838648e+00, 2.133861662046272478e+00, 2.249315462741746430e+00, 2.162707348636133453e+00, 2.204225494908404137e+00, 3.167676583362720066e+00, 3.013552150123073758e+00, 2.937749587908928817e+00, 2.586443303299335028e+00, 2.356715668696196087e+00
1.941000000000000000e+03, 2.107328863081511017e+00, 2.058484952595329709e+00, 2.525092277443065747e+00, 1.958498633754252483e+00, 2.201171685305520320e+00, 3.096694735023913125e+00, 2.435148093486318555e+00, 2.343298821458635217e+00, 2.481074838378721115e+00, 2.311634776967589122e+00, 2.337804361283374099e+00, 3.038557819078071542e+00, 2.958939330630173448e+00, 2.919034696499648529e+00, 2.589440413439282107e+00, 2.328386109040975427e+00
1.942000000000000000e+03, 2.127259792933065885e+00, 2.097402980796863492e+00, 2.610001914649892285e+00, 1.900731832439142455e+00, 2.133767385354804258e+00, 3.180269691430746004e+00, 2.549596223373558512e+00, 2.097877670233578407e+00, 2.568970212577424306e+00, 2.246412457521350436e+00, 2.228082645708159948e+00, 2.991444313572068303e+00, 2.847089817366257325e+00, 2.762591484704633338e+00, 2.309510728753092490e+00, 2.422583354552364732e+00
1.943000000000000000e+03, 2.256880579537681175e+00, 2.027826459014888449e+00, 2.785947181428127362e+00, 1.998389672163332298e+00, 2.045673244598515517e+00, 3.111633628578096111e+00, 2.495434681881405048e+00, 2.071567867875673485e+00, 2.491153429054749235e+00, 2.218149178277294187e+00, 2.197754053156269372e+00, 3.071601578240708896e+00, 2.874979634196710876e+00, 2.831385241879625703e+00, 2.697683811143754440e+00, 2.183883742675123418e+00
1.944000000000000000e+03, 2.214261258272454569e+00, 2.144013398720388430e+00, 2.353696003351974930e+00, 1.914343752613764771e+00, 2.329929066444568431e+00, 3.109348476306269760e+00, 2.671172412382432082e+00, 2.174555725759396374e+00, 2.531087632375847107e+00, 2.127657826840616107e+00, 2.237142077499046255e+00, 3.087312659807848192e+00, 2.984945531075355873e+00, 2.930932651026437963e+00, 2.680240391766141705e+00, 2.215461558239924411e+00
1.945000000000000000e+03, 2.179510217253001425e+00, 2.185796592673665995e+00, 2.650811179500622394e+00, 1.879251712809525854e+00, 2.222189888633069543e+00, 3.118415752902353510e+00, 2.264411203899951097e+00, 2.130253847061608585e+00, 2.616601094957905715e+00, 2.239782651417340897e+00, 2.222463573375691226e+00, 3.044094316529215138e+00, 3.034906445085446602e+00, 2.890506094050385499e+00, 2.611989231953850243e+00, 2.220302924436117653e+00
1.946000000000000000e+03, 2.295127316241370341e+00, 2.131281669223072495e+00, 2.847262165557138847e+00, 2.068654109526317786e+00, 2.362412777715419576e+00, 3.331639528980602449e+00, 2.496438004677718148e+00, 1.963804233849288261e+00, 2.718588143165380444e+00, 2.247654222835461901e+00, 2.183664819057582029e+00, 2.905690859352335398e+00, 2.850335358588476975e+00, 2.704280933138127008e+00, 2.507556151448478321e+00, 2.154751645082253031e+00
1.947000000000000000e+03, 2.215398204151568518e+00, 2.172779419086531938e+00, 2.492425413957779945e+00, 1.936343610680163030e+00, 2.376477642984897720e+00, 3.207459053197363019e+00, 2.536383153298342297e+00, 2.076242404944910191e+00, 2.579916778056329907e+00, 2.173201240021022773e+00, 2.109988665864424018e+00, 3.188011224684483835e+00, 2.900880336028829110e+00, 2.833337608100415572e+00, 2.502721260108597079e+00, 2.362908509808640201e+00
1.948000000000000000e+03, 2.230578598420818626e+00, 2.060084590374293256e+00, 2.583153395806606412e+00, 1.930728723167779881e+00, 2.201306171164329584e+00, 3.141460988348044658e+00, 2.453752573293822792e+00, 2.090926160701707115e+00, 2.424350422170762354e+00, 2.207550045137392836e+00, 2.264760196705642770e+00, 3.048911671925433886e+00, 2.609699844253715373e+00, 2.705132449307543041e+00, 2.522689497714996065e+00, 2.366078592060570696e+00
1.949000000000000000e+03, 2.100518812783950917e+00, 2.252474453919107056e+00, 2.683835797384933830e+00, 1.901681461361180103e+00, 2.170022476182633220e+00, 3.126968249131145239e+00, 2.760246133027827398e+00, 2.202780556354212660e+00, 2.294356700507421909e+00, 2.283027567156521886e+00, 2.074705681500314203e+00, 3.015508913454238549e+00, 2.906232642807670352e+00, 2.894900135911743888e+00, 2.638146560434373011e+00, 2.432819478408827951e+00
1.950000000000000000e+03, 2.057917907626905407e+00, 2.175754147054264287e+00, 2.653913851570165683e+00, 1.974625149668590485e+00, 2.292210365427140406e+00, 3.013595586330126697e+00, 2.557277715949738184e+00, 2.126254332530663760e+00, 2.365350013320305589e+00, 2.276012260037527657e+00, 2.260714240370734984e+00, 2.986896469973816082e+00, 3.064041014083460635e+00, 2.915948356274527420e+00, 2.372064019815312008e+00, 2.300682593692646716e+00
1.951000000000000000e+03, 2.207519190720088620e+00, 2.157130130633938325e+00, 2.540938293988231678e+00, 1.800217479509536922e+00, 2.109399244726071654e+00, 3.158314174743714897e+00, 2.293753574873472978e+00, 2.139603805307831674e+00, 2.253907081564015868e+00, 2.244787928961808898e+00, 2.413463403084283421e+00, 3.123333835344215270e+00, 2.723988012819821503e+00, 2.944195824038399856e+00, 2.583474225592960138e+00, 2.179274548896826147e+00
1.952000000000000000e+03, 2.120192740115333319e+00, 2.040705747226551292e+00, 2.445055613478845036e+00, 1.906491692462092713e+00, 2.128232478857492005e+00, 3.259701118026698374e+00, 2.264773484121578750e+00, 2.235954201550889753e+00, 2.584086632333592704e+00, 2.378468561179849505e+00, 2.310670555595027320e+00, 3.129169003291292217e+00, 2.927908576776037552e+00, 2.835862189712404557e+00, 2.723467575436616439e+00, 2.257357448228731744e+00
1.953000000000000000e+03, 2.052060188910688865e+00, 2.182254766394560175e+00, 2.747059224784637266e+00, 1.946638257540136419e+00, 2.068719040880541371e+00, 3.220414674890570872e+00, 2.460251062973827452e+00, 2.275086528280841236e+00, 2.589016835454318155e+00, 2.109488599705580558e+00, 2.107956104935821973e+00, 2.826204302917413536e+00, 2.918390141267749538e+00, 2.895303778732882805e+00, 2.635052522640338957e+00, 2.181031805704779725e+00
1.954000000000000000e+03, 2.043081893181270647e+00, 2.155282249176123432e+00, 2.788146332256064230e+00, 1.781767106913209719e+00, 2.298997607736666282e+00, 3.137565522703906318e+00, 2.428096452829489049e+00, 2.171236175723123996e+00, 2.464866682993641867e+00, 2.211848845562200960e+00, 2.245471481319138540e+00, 2.941349468402023160e+00, 2.742223095846521908e+00, 2.856146470611128141e+00, 2.536689298996984476e+00, 2.199779568963750709e+00
1.955000000000000000e+03, 2.058574898992509006e+00, 2.131145028493846905e+00, 2.607395831303200850e+00, 1.965109596868916952e+00, 2.279133312942759115e+00, 3.242596924129184988e+00, 2.184090106880673954e+00, 2.026409494266910194e+00, 2.447612859058093893e+00, 2.209243981795923961e+00, 2.227321457395447180e+00, 3.133875982221148160e+00, 2.835145581087794575e+00, 2.806585194756682444e+00, 2.672332498711784243e+00, 2.270353660310410859e+00
1.956000000000000000e+03, 2.071021941133539990e+00, 2.199067940639952479e+00, 2.671404610326369333e+00, 1.963022971371613856e+00, 2.182626085760001278e+00, 3.119992298556401256e+00, 2.488725471943672218e+00, 2.045690752555734182e+00, 2.383229820566576507e+00, 2.157577555467021568e+00, 2.203079099589455581e+00, 3.031459437624852704e+00, 2.892914148372067729e+00, 2.990729163306428351e+00, 2.510315873980508261e+00, 2.354593291206586780e+00
1.957000000000000000e+03, 2.028782311982522124e+00, 2.007182072219156677e+00, 2.853486350197902421e+00, 1.810546516129762029e+00, 2.129693177147448768e+00, 3.325947962586072393e+00, 2.256520018001258787e+00, 1.923464441505571942e+00, 2.543502169786923783e+00, 2.213575535554966667e+00, 2.204767123509908888e+00, 3.061850326593860139e+00, 3.141540678281340870e+00, 2.813852646069427976e+00, 2.573826982235142502e+00, 2.264668874412055555e+00
1.958000000000000000e+03, 2.165637629042223011e+00, 2.173603330451071347e+00, 2.794961336457078005e+00, 1.814143476884224171e+00, 2.130767850921348572e+00, 3.029421973112863320e+00, 2.463143593922909602e+00, 2.335564498784996612e+00, 2.478665380709075716e+00, 2.248743563741424367e+00, 2.122587798825500638e+00, 3.062082914757731533e+00, 2.853186633979124309e+00, 2.792674314376280886e+00, 2.545671114143440938e+00, 2.262774977414114375e+00
1.959000000000000000e+03, 2.128662407078460994e+00, 2.152580798936739370e+00, 2.749373780728573191e+00, 1.890199744145770300e+00, 2.021501445464209290e+00, 3.189014981536610005e+00, 2.342771270102835146e+00, 2.023732797673685635e+00, 2.626195086254315303e+00, 2.234523509217860582e+00, 2.115139620216439198e+00, 3.217707241208279445e+00, 2.806809455464864378e+00, 2.810229687204741644e+00, 2.528890362236437372e+00, 2.118820131904397996e+00
1.960000000000000000e+03, 2.030112732179577328e+00, 2.024441074234478943e+00, 2.730616510983161938e+00, 1.888839840910361723e+00, 2.021699139489238295e+00, 3.066350098312621508e+00, 2.419768142642358288e+00, 2.003322575987137810e+00, 2.310680258727148662e+00, 2.165910477329680894e+00, 2.062361833000717404e+00, 2.871831654057810823e+00, 2.956169527013260190e+00, 2.815938341877248341e+00, 2.426122759780778182e+00, 2.302608982923008529e+00
1.961000000000000000e+03, 2.176944142684268613e+00, 2.060386837618393141e+00, 2.699436206317967546e+00, 1.871809284499610149e+00, 2.279286465073444568e+00, 3.036815157942248433e+00, 2.268895610235381888e+00, 2.151799200926755695e+00, 2.383019147055860820e+00, 2.147652272720769862e+00, 2.035214173001695936e+00, 3.170118283028432238e+00, 3.012979770191234419e+00, 2.876369033067384340e+00, 2.389972399573647266e+00, 2.198056408034390063e+00
1.962000000000000000e+03, 2.132273812659592593e+00, 2.007715299082815985e+00, 2.651355224119710474e+00, 1.818789781383562287e+00, 2.203436865106125797e+00, 3.143771128491045452e+00, 2.432706981689299663e+00, 2.204874826722894809e+00, 2.423235341183334057e+00, 2.092401482132209889e+00, 2.210002830381812444e+00, 3.172739471489432361e+00, 2.854881936772148965e+00, 2.596792856238252956e+00, 2.451629748431478184e+00, 2.171461733114164794e+00
1.963000000000000000e+03, 2.067838149795210967e+00, 2.173031157610329167e+00, 2.527050422793653439e+00, 1.738390120232403468e+00, 2.160996624853926740e+00, 3.272797908552010693e+00, 2.615521880453546277e+00, 2.297647984439744828e+00, 2.401840861085399403e+00, 2.219126385677435476e+00, 2.292119021674910329e+00, 3.036099285668837133e+00, 2.845314590578141178e+00, 2.693078659094489957e+00, 2.525256719168630148e+00, 2.334095446103437332e+00
1.964000000000000000e+03, 1.996727730228467834e+00, 2.082640451520674674e+00, 2.497808066906451963e+00, 1.928037046842256297e+00, 2.122251483393795990e+00, 3.174839719970855345e+00, 2.324610146018311063e+00, 2.177254727201022533e+00, 2.374823285468277589e+00, 2.271787966544653425e+00, 2.136631488260039458e+00, 3.181107214345637146e+00, 2.696000722893414636e+00, 2.725638393623787348e+00, 2.409108262293266911e+00, 2.222052426806834013e+00
1.965000000000000000e+03, 2.255740509938998883e+00, 2.183568787531818600e+00, 2.640298646061798316e+00, 1.851843986187301061e+00, 2.263798303777555088e+00, 3.235217125800324833e+00, 2.253185979724219745e+00, 1.976862162301462833e+00, 2.390780613135751409e+00, 2.152248609746253649e+00, 2.311194553624916548e+00, 3.173597259236503376e+00, 2.879655639620839924e+00, 2.685962952998087960e+00, 2.531285133994652270e+00, 2.266424153205190972e+00
1.966000000000000000e+03, 2.225089834225418617e+00, 2.145261224829546176e+00, 2.808749584238614094e+00, 1.968849012181001168e+00, 2.257862875166340544e+00, 3.067935111332213527e+00, 2.539441953715011024e+00, 2.104239065754625937e+00, 2.415132712907968493e+00, 2.284606702584986326e+00, 2.438905116398931927e+00, 3.151993841250960049e+00, 2.831454061286977630e+00, 2.946729420291521517e+00, 2.471983839709330777e+00, 2.152935557374320297e+00
1.967000000000000000e+03, 2.161036517573168503e+00, 2.010967744921192679e+00, 2.820964746399746037e+00, 1.893776638890351416e+00, 2.033267465942828700e+00, 3.021602818589589123e+00, 2.489072356458379431e+00, 1.994848243531062826e+00, 2.409339902887166929e+00, 2.102533913661042142e+00, 2.050117425869827592e+00, 3.076629912095545816e+00, 2.784490115396843102e+00, 2.802447265001462906e+00, 2.336926840009320827e+00, 2.378698478975109776e+00
1.968000000000000000e+03, 2.233970271463664670e+00, 2.048524109172414231e+00, 2.713949640905540139e+00, 1.738795165438722368e+00, 2.136250864684802409e+00, 3.173849029534676180e+00, 2.403106243809356446e+00, 2.102307576873888362e+00, 2.234956410317869846e+00, 2.289446825624127158e+00, 1.995017404275180262e+00, 2.997301928434914498e+00, 2.836026794786985494e+00, 2.901841842381431391e+00, 2.605067177147619706e+00, 2.271437003758455031e+00
1.969000000000000000e+03, 2.215464537101057285e+00, 2.127617259583369336e+00, 2.757115213242879115e+00, 1.842636399891105059e+00, 2.292151537916126802e+00, 3.060335513365882498e+00, 2.322380182735184651e+00, 2.122210841766573708e+00, 2.490942906533445189e+00, 2.207476948608884548e+00, 2.053306512507720338e+00, 2.903877014885388075e+00, 2.777699836306759984e+00, 2.931244391014402595e+00, 2.463859092106023496e+00, 2.100470395122949974e+00
1.970000000000000000e+03, 2.278082517356506465e+00, 2.023895622524999993e+00, 2.495910831266368923e+00, 2.100068908716432148e+00, 2.197235552522928348e+00, 3.034398518357820151e+00, 2.142508938247797978e+00, 2.139387480605556835e+00, 2.617439946384461980e+00, 2.090473120520122574e+00, 2.334366635688699620e+00, 3.053319582534285814e+00, 2.774968987726901926e+00, 2.731964612750139576e+00, 2.447531586920480340e+00, 2.129368203098448209e+00
1.971000000000000000e+03, 2.077937614668520450e+00, 2.073166961481137882e+00, 2.775927843175712173e+00, 1.689610243927668565e+00, 2.401367818056798331e+00, 3.086374180701959347e+00, 2.326174133153581014e+00, 2.251507718533781954e+00, 2.419182360416058053e+00, 2.068420885593369007e+00, 2.249701009467751867e+00, 3.134532635498575637e+00, 2.681445141062761106e+00, 2.616573340301262096e+00, 2.611583527548829053e+00, 2.344498045200373415e+00
1.972000000000000000e+03, 2.034047222409441691e+00, 1.980192638463901256e+00, 2.579019898970330349e+00, 2.098169560100130671e+00, 2.074089846284182137e+00, 3.239313789228400520e+00, 2.181747450412280021e+00, 2.157825834440747936e+00, 2.444263789987597413e+00, 2.126200828903220152e+00, 2.124675987219222240e+00, 3.087690695381447803e+00, 2.815248757641079180e+00, 2.704612682383823241e+00, 2.452008864907555985e+00, 2.235067181955479043e+00
1.973000000000000000e+03, 2.052610096540926410e+00, 1.981025524453927655e+00, 2.747342742874858246e+00, 1.892745420782083743e+00, 2.379579260677861630e+00, 3.074194406461303153e+00, 2.174178747061251915e+00, 1.987537828943405138e+00, 2.608416287880082063e+00, 2.301271328625052792e+00, 2.248653959689729032e+00, 3.123742083530122393e+00, 2.638708841997905896e+00, 2.670829004128920658e+00, 2.526283774404503024e+00, 2.128630481074427205e+00
