year, IPSL-CM6A-LR, CanESM5, NorESM2-MM, UKESM1-0-LL, CNRM-ESM2-1, NorESM2-LM, EC-Earth3-Veg, TaiESM1, MPI-ESM1-2-LR, MIROC-ES2L, GFDL-ESM4, ACCESS-ESM1-5, CESM2-WACCM, CMCC-CM2-SR5
1.860000000000000000e+03, 3.582353111713185001e+01, 1.227155760305917340e+02, 9.663878277831884134e+01, 1.990282545619328687e+02, 1.334991085157274711e+02, 9.721293077581562159e+01, 1.341707366152693908e+02, 6.620013496364629191e+01, 5.567538810958935613e+01, 9.164435393782672179e+01, 4.099601910672601690e+01, 8.997855184889517943e+01, 1.095089379132667347e+02, 2.687312405194406892e+02
1.861000000000000000e+03, 3.582984376443634744e+01, 1.227202057880719934e+02, 9.660774003540937827e+01, 1.991941263284715546e+02, 1.335024579175278063e+02, 9.717295418453814193e+01, 1.341900957331327504e+02, 6.619100011919837812e+01, 5.568460242276861294e+01, 9.163320891342949892e+01, 4.098931386070810134e+01, 8.997100468919795446e+01, 1.094442002926658546e+02, 2.687704735335905752e+02
1.862000000000000000e+03, 3.582542007669087525e+01, 1.227302999500696075e+02, 9.657060600529850092e+01, 1.991187742341318483e+02, 1.334934490203749533e+02, 9.715872028134138816e+01, 1.341908143723239277e+02, 6.617505862694818575e+01, 5.570201600089272631e+01, 9.162658502115520776e+01, 4.095485006185331400e+01, 8.993245778122742706e+01, 1.094167393492129037e+02, 2.687758156597918742e+02
1.863000000000000000e+03, 3.582982316788523036e+01, 1.227208585150853253e+02, 9.652777815320408195e+01, 1.992001026245655169e+02, 1.334761544065853798e+02, 9.719091969528575703e+01, 1.341950765451097141e+02, 6.620666911153216461e+01, 5.571165360625304430e+01, 9.161199102640603087e+01, 4.097649352868903350e+01, 8.990886568258487443e+01, 1.094359555674456033e+02, 2.687299186309491574e+02
1.864000000000000000e+03, 3.584163925975535392e+01, 1.227150034898387503e+02, 9.650981526504229180e+01, 1.991709891297333286e+02, 1.334474081542806800e+02, 9.721432912690647754e+01, 1.341926435458140929e+02, 6.626449421673697771e+01, 5.567455657304018501e+01, 9.161321819496028240e+01, 4.100125163133300532e+01, 8.990078912604759864e+01, 1.094638261324308672e+02, 2.687354318088973741e+02
1.865000000000000000e+03, 3.585716978341368133e+01, 1.227176276212853594e+02, 9.653118693470480594e+01, 1.991998961175594900e+02, 1.334433700081586096e+02, 9.721297445240691104e+01, 1.341773313613062157e+02, 6.620835555232378056e+01, 5.561095250103250009e+01, 9.160371546880718086e+01, 4.103100299611219981e+01, 8.990155164621093320e+01, 1.094838431543100512e+02, 2.687439634257669354e+02
1.866000000000000000e+03, 3.586628597381197636e+01, 1.227167423913277702e+02, 9.654054963309292248e+01, 1.992026770955586414e+02, 1.334275005575559589e+02, 9.719489422078467555e+01, 1.341662402129407212e+02, 6.620222679100915286e+01, 5.558873706199201337e+01, 9.159168977762293196e+01, 4.097151479344148584e+01, 8.989849182885727430e+01, 1.094752244251208282e+02, 2.687426653104496381e+02
1.867000000000000000e+03, 3.586257633276175483e+01, 1.227190648124417578e+02, 9.650945465213175112e+01, 1.991439162999046744e+02, 1.334006891890937823e+02, 9.718554540118088880e+01, 1.341380576479226363e+02, 6.621183185141431693e+01, 5.561823564159256250e+01, 9.158122604258078070e+01, 4.098676475993575252e+01, 8.989392738335835986e+01, 1.094507182291777525e+02, 2.687808005817634580e+02
1.868000000000000000e+03, 3.586218128135038796e+01, 1.227352164184725467e+02, 9.648456608396486445e+01, 1.990905036440655920e+02, 1.333961907245294469e+02, 9.718395862512493011e+01, 1.341274727959479094e+02, 6.621492559731994731e+01, 5.571147537544339201e+01, 9.156091006739443117e+01, 4.098159562801085798e+01, 8.988776560697107243e+01, 1.094587751074438984e+02, 2.688187862788269058e+02
1.869000000000000000e+03, 3.586305630150097556e+01, 1.227403949597385804e+02, 9.648450668605610758e+01, 1.990872098722772137e+02, 1.334006969399418097e+02, 9.721024661608606721e+01, 1.341396836174266127e+02, 6.623338953954394981e+01, 5.575229613140717788e+01, 9.154496277042419194e+01, 4.096311155486728239e+01, 8.988643772563271739e+01, 1.094675385744595104e+02, 2.688218827692836612e+02
1.870000000000000000e+03, 3.586494477177828344e+01, 1.227393183983231069e+02, 9.645106856931613493e+01, 1.989700228426370643e+02, 1.333953375750181749e+02, 9.721181841469356755e+01, 1.341753874655986465e+02, 6.631048479756702818e+01, 5.575209111600205603e+01, 9.148494002626412680e+01, 4.094772556223349369e+01, 8.989323538364983790e+01, 1.094716628659810596e+02, 2.688195484757328586e+02
1.871000000000000000e+03, 3.586556346278654672e+01, 1.227504157781402938e+02, 9.641087171406142886e+01, 1.990460664516248528e+02, 1.333860715210960564e+02, 9.719823962646233895e+01, 1.341794299170637430e+02, 6.622481086257207039e+01, 5.568392235542633983e+01, 9.144475058320649907e+01, 4.098533232230276724e+01, 8.990652833637393826e+01, 1.094808630678383707e+02, 2.687752340288096207e+02
1.872000000000000000e+03, 3.586147622873643570e+01, 1.227510765166700537e+02, 9.638136839184481630e+01, 1.992364274203791297e+02, 1.333898766531617923e+02, 9.719006078949092853e+01, 1.341751145616732970e+02, 6.622340269731859053e+01, 5.573035768622933261e+01, 9.144659208549467166e+01, 4.101200857646184517e+01, 8.990575381410103262e+01, 1.094469902609970688e+02, 2.687543974401816058e+02
1.873000000000000000e+03, 3.585324849912577605e+01, 1.227535222363536604e+02, 9.636870527658108188e+01, 1.991955156280787946e+02, 1.333937763465507089e+02, 9.715332563440182412e+01, 1.341728875484827483e+02, 6.636587350145772746e+01, 5.574707029730907237e+01, 9.145049436262030440e+01, 4.098228991581859049e+01, 8.990225136461044997e+01, 1.093856397198695873e+02, 2.688266168900407251e+02
1.874000000000000000e+03, 3.585168204576184081e+01, 1.227823955587691955e+02, 9.638595879739997940e+01, 1.993144237987278586e+02, 1.333795325273990500e+02, 9.710829216961533916e+01, 1.341796663952895301e+02, 6.629680377192804031e+01, 5.573405198969945218e+01, 9.143761681565591459e+01, 4.092421241405332921e+01, 8.989817108966857973e+01, 1.093418626467175301e+02, 2.688978134166287077e+02
1.875000000000000000e+03, 3.585439722303723897e+01, 1.228011581436407482e+02, 9.637831227331180628e+01, 1.994017446709234207e+02, 1.333829360159720920e+02, 9.706077587927204320e+01, 1.341870285663429456e+02, 6.626006620480256970e+01, 5.574017782608200378e+01, 9.139681320054658897e+01, 4.095853966604924778e+01, 8.989290803717271672e+01, 1.093227993785088472e+02, 2.689084296839901640e+02
1.876000000000000000e+03, 3.586156288951229953e+01, 1.228028848805190023e+02, 9.637313216769929625e+01, 1.994483942098804050e+02, 1.334102720321774598e+02, 9.702387596575916007e+01, 1.341969763375329023e+02, 6.635298700375300029e+01, 5.575703626788516942e+01, 9.137971409334723205e+01, 4.093035281199526310e+01, 8.988673342579252790e+01, 1.093256937141268139e+02, 2.689344756899461117e+02
1.877000000000000000e+03, 3.585926831383399360e+01, 1.228094561965230724e+02, 9.636285186471924646e+01, 1.995953074632826940e+02, 1.333982175092363889e+02, 9.700201575294494205e+01, 1.342364558984994005e+02, 6.631240722510108299e+01, 5.572340092178851023e+01, 9.138757609285607941e+01, 4.087477447339303183e+01, 8.988365994883278631e+01, 1.093142515550033949e+02, 2.689101429043096800e+02
1.878000000000000000e+03, 3.585348850251644137e+01, 1.227986799601920040e+02, 9.634902603954816414e+01, 1.995195707797167586e+02, 1.333946996180365261e+02, 9.697626584252543580e+01, 1.342771869797811632e+02, 6.631427452029262781e+01, 5.573998929359450472e+01, 9.138400455659467525e+01, 4.087760042209560396e+01, 8.988933775506727386e+01, 1.092849847729821846e+02, 2.688636866332256545e+02
1.879000000000000000e+03, 3.585068933579557182e+01, 1.228029097456115437e+02, 9.636329637587549257e+01, 1.995445276318679362e+02, 1.334161256952201029e+02, 9.699337870791157457e+01, 1.342915759538072109e+02, 6.630302357587140705e+01, 5.579189138565779871e+01, 9.136946277998015375e+01, 4.087938684887071616e+01, 8.990551425945609765e+01, 1.093110622135751555e+02, 2.688777719732997866e+02
1.880000000000000000e+03, 3.584887625083409546e+01, 1.228236648318701327e+02, 9.639741022606378351e+01, 1.994964295387210029e+02, 1.334147464049033260e+02, 9.701991562538722746e+01, 1.343079784476547331e+02, 6.631165084840918666e+01, 5.578999763672395318e+01, 9.132061924226131566e+01, 4.090727635635383308e+01, 8.991520686287114472e+01, 1.093252668743591443e+02, 2.689013238510477777e+02
1.881000000000000000e+03, 3.585394996091354614e+01, 1.228483288680719596e+02, 9.641946967322728312e+01, 1.994735264281879950e+02, 1.334208949081912294e+02, 9.702125348435291130e+01, 1.343107924944225715e+02, 6.631142370414042375e+01, 5.581073376156198407e+01, 9.126264598533077788e+01, 4.090609511478842819e+01, 8.991518897320977999e+01, 1.093220419507844809e+02, 2.689495610541038104e+02
1.882000000000000000e+03, 3.586584129479673066e+01, 1.228657647154356880e+02, 9.643589457848050017e+01, 1.995992383296942876e+02, 1.334399036945445687e+02, 9.700707911277336848e+01, 1.343317358904735102e+02, 6.635598252225707938e+01, 5.583396054538317088e+01, 9.121740374624641845e+01, 4.087026314136296890e+01, 8.992636987553315464e+01, 1.093256878349027517e+02, 2.690520161798822869e+02
1.883000000000000000e+03, 3.587794581453062648e+01, 1.228690418698625848e+02, 9.640222595332910771e+01, 1.996809329809828455e+02, 1.334559391262066299e+02, 9.696732347843560262e+01, 1.343588211217464732e+02, 6.628810713257387022e+01, 5.589899007095813488e+01, 9.117632006583923499e+01, 4.085802086467294458e+01, 8.994230323623222034e+01, 1.093572424383703066e+02, 2.689495277799070436e+02
1.884000000000000000e+03, 3.589077411043066235e+01, 1.228618316970876094e+02, 9.636224397121202401e+01, 1.998460793278340191e+02, 1.334764012016085246e+02, 9.696502456801381697e+01, 1.343843832174041495e+02, 6.630303105808241071e+01, 5.594140143664338183e+01, 9.115960440690777489e+01, 4.086827591420709638e+01, 8.995538208473801944e+01, 1.093278047944737636e+02, 2.689073114060906278e+02
1.885000000000000000e+03, 3.590597386762568988e+01, 1.228916186696786497e+02, 9.634190572042952283e+01, 1.999220831203988666e+02, 1.335038598347626362e+02, 9.696114132738395597e+01, 1.344037200999571269e+02, 6.636016968608223010e+01, 5.593767419802669849e+01, 9.117385069461076341e+01, 4.083039484973303956e+01, 8.999100686074901034e+01, 1.093012759482721634e+02, 2.690213863917210801e+02
1.886000000000000000e+03, 3.590794461882212119e+01, 1.229297650172808574e+02, 9.633527326726103013e+01, 1.999423635010033991e+02, 1.335231114539194266e+02, 9.698606834037840940e+01, 1.343794801292955867e+02, 6.631356339004769040e+01, 5.597406145699828528e+01, 9.119977964402130510e+01, 4.083770829375114175e+01, 9.004220653968648946e+01, 1.092937869919767735e+02, 2.691037966789565417e+02
1.887000000000000000e+03, 3.591047497191770788e+01, 1.229636548167310650e+02, 9.635405485465628317e+01, 1.999229100488535096e+02, 1.335325673795600210e+02, 9.701558414218126813e+01, 1.343600577971650694e+02, 6.633332309861263809e+01, 5.592211841514588144e+01, 9.121129126912950369e+01, 4.083482076512422765e+01, 9.009026544072187903e+01, 1.093029694210567300e+02, 2.690265812433700034e+02
1.888000000000000000e+03, 3.592315312039779940e+01, 1.229851128512156322e+02, 9.639445634539097796e+01, 1.998158215878066528e+02, 1.335419433310735826e+02, 9.701176311866909430e+01, 1.343475372371823369e+02, 6.637549844160716361e+01, 5.601847437276931174e+01, 9.120987709882221850e+01, 4.081022959202115885e+01, 9.011609524491403533e+01, 1.092776484383243201e+02, 2.689895697250580042e+02
1.889000000000000000e+03, 3.593189153088953702e+01, 1.230004074199084982e+02, 9.640542417924839924e+01, 1.997513567364152891e+02, 1.335644854080334483e+02, 9.699198252905365791e+01, 1.343561302830826776e+02, 6.634073950844920375e+01, 5.608572220183766888e+01, 9.121119271199962952e+01, 4.079169885070173507e+01, 9.014375466234972123e+01, 1.092448986194284544e+02, 2.690246103796133639e+02
1.890000000000000000e+03, 3.593914228775370390e+01, 1.230031402980150688e+02, 9.640420634691538737e+01, 1.998193089097543123e+02, 1.336030221098251047e+02, 9.700363437064945060e+01, 1.343581984127824569e+02, 6.632045489561750173e+01, 5.606465865724963749e+01, 9.121470498117641057e+01, 4.078259486714092219e+01, 9.016941183069334897e+01, 1.092475003727883944e+02, 2.690383633066632001e+02
1.891000000000000000e+03, 3.594913699054634293e+01, 1.230086255876883996e+02, 9.645479274350650201e+01, 2.000057090757904916e+02, 1.336239428420805098e+02, 9.702915886629004660e+01, 1.343352305110906002e+02, 6.636879730144929113e+01, 5.602058432657312181e+01, 9.124443758307594976e+01, 4.075381143284485574e+01, 9.019139657406098820e+01, 1.092605443410114248e+02, 2.690222266566869394e+02
1.892000000000000000e+03, 3.595723356833327955e+01, 1.230225216493306561e+02, 9.650777808277526049e+01, 1.999781787590096940e+02, 1.336359631562724530e+02, 9.702622696780161959e+01, 1.343210521241001629e+02, 6.636692726463685688e+01, 5.602680890963661398e+01, 9.129125932900659279e+01, 4.072269596352999343e+01, 9.021774143661330925e+01, 1.092435168503971425e+02, 2.690550770432197396e+02
1.893000000000000000e+03, 3.595391172481865283e+01, 1.230421954110669702e+02, 9.652661692315324160e+01, 1.997235228059589929e+02, 1.336726267938099397e+02, 9.699578864398489486e+01, 1.343159703761880905e+02, 6.635828690508961358e+01, 5.603673307652024960e+01, 9.132933805380197612e+01, 4.073597525288515442e+01, 9.024919448564854463e+01, 1.092333670705663877e+02, 2.691821765472591892e+02
1.894000000000000000e+03, 3.595623268378915327e+01, 1.230622139064196006e+02, 9.653232776065850373e+01, 1.996489131913096742e+02, 1.336787038157149823e+02, 9.700960246098291861e+01, 1.343094496329026128e+02, 6.639178867179153087e+01, 5.605663566946449095e+01, 9.135052279184749580e+01, 4.071451319556672388e+01, 9.028171675573894106e+01, 1.092446705724981086e+02, 2.692190280123612638e+02
1.895000000000000000e+03, 3.596407635745561038e+01, 1.230707979845923887e+02, 9.655824345188817404e+01, 1.997099286798253672e+02, 1.336807046730460513e+02, 9.700897117162409700e+01, 1.342918212372047435e+02, 6.639126526043455101e+01, 5.606294195469133257e+01, 9.137834343037471285e+01, 4.065724356621672797e+01, 9.031079112805375075e+01, 1.092615617947981548e+02, 2.691758035724334377e+02
1.896000000000000000e+03, 3.596434914364380830e+01, 1.230778994941975952e+02, 9.657996417301028202e+01, 1.998495368601301436e+02, 1.337197356548399796e+02, 9.698859871629399265e+01, 1.342617816862912719e+02, 6.627485735754991936e+01, 5.607441637267697843e+01, 9.140434634024673244e+01, 4.066203313926474294e+01, 9.033124996082587188e+01, 1.092531226040851919e+02, 2.691894893163905067e+02
1.897000000000000000e+03, 3.596935535446737475e+01, 1.230757069219373108e+02, 9.655850764182704893e+01, 1.999155683252033953e+02, 1.337651061301675668e+02, 9.696249731344677514e+01, 1.342432641487526439e+02, 6.628052422934210597e+01, 5.604368806390573354e+01, 9.139520892988912237e+01, 4.064013390256866387e+01, 9.036676553604024775e+01, 1.092230298716997794e+02, 2.691926573304974681e+02
1.898000000000000000e+03, 3.597655944315945931e+01, 1.230804886078853997e+02, 9.650917111430098316e+01, 1.998583928973726813e+02, 1.337615981567168433e+02, 9.695972935646369706e+01, 1.342330003797865174e+02, 6.635171506735368041e+01, 5.614519318343656096e+01, 9.135238097917361699e+01, 4.062900802228258357e+01, 9.041860755907437408e+01, 1.091669130313827623e+02, 2.691746088956360836e+02
1.899000000000000000e+03, 3.598686337859723494e+01, 1.230805134725332408e+02, 9.645336435716451717e+01, 1.998107521071232782e+02, 1.337831126115405311e+02, 9.692865105662032477e+01, 1.342261330591153978e+02, 6.641682833859708524e+01, 5.616607566542921859e+01, 9.133227918176714866e+01, 4.057971344908983014e+01, 9.045315967634468279e+01, 1.091239772416392526e+02, 2.691991066720997310e+02
1.900000000000000000e+03, 3.599040463089264819e+01, 1.231049266101469328e+02, 9.643214315823247773e+01, 1.998169476676067404e+02, 1.338339478024276161e+02, 9.692218873943245683e+01, 1.342055508652890694e+02, 6.640748322180850494e+01, 5.610342730873716732e+01, 9.128737043641699245e+01, 4.055356373088180533e+01, 9.047179185320547390e+01, 1.091108649419906556e+02, 2.692046294694732751e+02
1.901000000000000000e+03, 3.598540966638150707e+01, 1.231271807921547889e+02, 9.646095101166675079e+01, 1.999187071401516391e+02, 1.338556602198091241e+02, 9.694183644210984596e+01, 1.341847558690931521e+02, 6.641766837695011816e+01, 5.615962671515990223e+01, 9.126254723438279370e+01, 4.056699260026237397e+01, 9.050386001282771531e+01, 1.091480067775411840e+02, 2.692324910013828116e+02
1.902000000000000000e+03, 3.599176941559075971e+01, 1.231298404702318692e+02, 9.649405891268676783e+01, 2.000614898346159691e+02, 1.338729654378136331e+02, 9.693989451315432859e+01, 1.341370198784250078e+02, 6.641595898106778861e+01, 5.616207716895060287e+01, 9.124715410225867629e+01, 4.058108688539852693e+01, 9.053311774287691094e+01, 1.091647403865229506e+02, 2.692353069586059178e+02
1.903000000000000000e+03, 3.600836523221812513e+01, 1.231454912409575542e+02, 9.651466838083244681e+01, 2.001584940696977810e+02, 1.339228833285505402e+02, 9.695998582597209747e+01, 1.341057927854443221e+02, 6.642702945891819866e+01, 5.615956560971869749e+01, 9.119320657491689985e+01, 4.053923428760864311e+01, 9.056130304129736430e+01, 1.091579059909253289e+02, 2.692428712663149213e+02
1.904000000000000000e+03, 3.601411853083575920e+01, 1.231765599263518567e+02, 9.653155898488766695e+01, 2.001455291039211772e+02, 1.339514318716228445e+02, 9.703805665358302690e+01, 1.341323569622327625e+02, 6.643031985602377176e+01, 5.615614924270265362e+01, 9.117078158774755536e+01, 4.053400824849508410e+01, 9.059351517208033044e+01, 1.091776312760912759e+02, 2.692893335035636255e+02
1.905000000000000000e+03, 3.600449001163931229e+01, 1.232041117317424153e+02, 9.653389016637520115e+01, 2.000917352744443463e+02, 1.339728643490769286e+02, 9.707019503744538724e+01, 1.341608556575861826e+02, 6.645430422885310406e+01, 5.611150501407156810e+01, 9.121339424194786716e+01, 4.058567820861035358e+01, 9.063660738774896686e+01, 1.091863809998798729e+02, 2.693149924051869561e+02
1.906000000000000000e+03, 3.600563597460577370e+01, 1.232268816114896595e+02, 9.652320468545495658e+01, 2.000682164958962233e+02, 1.340200281174832355e+02, 9.703194873624478589e+01, 1.341539684777409605e+02, 6.645014560219999566e+01, 5.613673166115017921e+01, 9.128266188145730098e+01, 4.055496013890636675e+01, 9.067528023074503096e+01, 1.091661150474700719e+02, 2.693279288267717106e+02
1.907000000000000000e+03, 3.601212698991415095e+01, 1.232406400626006331e+02, 9.649250877182180375e+01, 2.000755295133371305e+02, 1.340374306737355994e+02, 9.699787096170311429e+01, 1.341482967022647301e+02, 6.651218343637908958e+01, 5.615301232262895326e+01, 9.128725285008863466e+01, 4.053545053908812434e+01, 9.071857873225519597e+01, 1.091435625258515643e+02, 2.693270752111463935e+02
1.908000000000000000e+03, 3.602001236291165753e+01, 1.232435327926024939e+02, 9.648278698850589308e+01, 2.000091169880842870e+02, 1.340803429059189114e+02, 9.697690565946253116e+01, 1.341502301473927332e+02, 6.652034377577534485e+01, 5.619124248551145939e+01, 9.126108310477457053e+01, 4.051368405809070339e+01, 9.075989765614406224e+01, 1.091249006244879070e+02, 2.693760976553550108e+02
1.909000000000000000e+03, 3.603334603936138336e+01, 1.232658549140666082e+02, 9.650101513643517137e+01, 2.000042973121797445e+02, 1.341185372228177357e+02, 9.698280732913384838e+01, 1.341621780823850258e+02, 6.653883680897187958e+01, 5.627606971585653639e+01, 9.127577337550337688e+01, 4.047166737081995080e+01, 9.079096866049901848e+01, 1.091394362786888763e+02, 2.694613351197577344e+02
1.910000000000000000e+03, 3.604626226189730431e+01, 1.232673770597508707e+02, 9.653592388538818625e+01, 1.999255213081659406e+02, 1.341545208804132017e+02, 9.700354189045606290e+01, 1.341958356452362580e+02, 6.653184513358384322e+01, 5.627254553637568080e+01, 9.129043200155916793e+01, 4.045929651959959727e+01, 9.081914029562376811e+01, 1.091441774430957565e+02, 2.694902824464058426e+02
1.911000000000000000e+03, 3.605942674548489180e+01, 1.232613817364849069e+02, 9.657647336511220715e+01, 1.999269156128209772e+02, 1.342162245968243326e+02, 9.704212205048462181e+01, 1.342050438046913996e+02, 6.652568588288136198e+01, 5.630336649078019917e+01, 9.128435205117224882e+01, 4.046249225496680424e+01, 9.084637804904136260e+01, 1.091508711819999320e+02, 2.695141663137873707e+02
1.912000000000000000e+03, 3.608136573515403001e+01, 1.232660709185726233e+02, 9.661031566703925932e+01, 1.999479479113119282e+02, 1.342558244032830430e+02, 9.708117898968914972e+01, 1.342100816781350545e+02, 6.647866263656126762e+01, 5.621960339298141207e+01, 9.126357056254302336e+01, 4.049323370999112370e+01, 9.086636853930507129e+01, 1.091688131317584407e+02, 2.694944386595246328e+02
1.913000000000000000e+03, 3.609994382234491184e+01, 1.232806795742572916e+02, 9.665684232751490867e+01, 1.999990031927399059e+02, 1.343167676164176498e+02, 9.710162010022274615e+01, 1.342319848512539409e+02, 6.654003316435183990e+01, 5.624910142667548030e+01, 9.123524143540591069e+01, 4.051356123702419154e+01, 9.090354186837515726e+01, 1.091895148674335587e+02, 2.694672003002951897e+02
