year, ACCESS-ESM1-5, NorESM2-MM, CESM2-WACCM, MPI-ESM1-2-LR, UKESM1-0-LL, MIROC-ES2L, TaiESM1, GFDL-ESM4, CMCC-CM2-SR5, IPSL-CM6A-LR, EC-Earth3-Veg, NorESM2-LM, CNRM-ESM2-1, CanESM5
1.860000000000000000e+03, 3.353035006202494728e+00, 3.286257503745938280e+00, 3.747205335004067273e+00, 4.424986108113593275e+00, 4.918944713450298600e+00, 3.205497791435860666e+00, 4.103191549225501333e+00, 3.057473912656836657e+00, 3.382651008645557678e+00, 1.809300747600104620e+00, 2.087981611086931366e+00, 3.503584979812879308e+00, 2.566649856582128741e+00, 3.510168255099632262e+00
1.861000000000000000e+03, 3.399680031371284716e+00, 3.250885880677360174e+00, 3.819906370856439803e+00, 4.417454806377299370e+00, 5.072767201819915250e+00, 3.135965179136672276e+00, 4.078695984088066773e+00, 3.075964770006648141e+00, 3.510902341328232534e+00, 1.820094553738393239e+00, 2.322823895746449097e+00, 3.433860040223411847e+00, 2.514571894893709025e+00, 3.620286530611847020e+00
1.862000000000000000e+03, 3.291814899863454880e+00, 3.225655802621615997e+00, 3.680031027777770358e+00, 4.300151240804081176e+00, 5.224963023554632713e+00, 3.227024970683117555e+00, 3.990537828264598463e+00, 3.020169092176780534e+00, 3.387836329048704798e+00, 1.798491434474958073e+00, 2.180431216437915598e+00, 3.394494338174220083e+00, 2.501963392154840982e+00, 3.661505655873026122e+00
1.863000000000000000e+03, 3.295421120754677524e+00, 3.262640748470127861e+00, 3.581693181295783290e+00, 4.254446905421676028e+00, 5.145987555629007559e+00, 3.192672147715386988e+00, 4.004584203418867894e+00, 2.990210245969923797e+00, 3.308518329003957703e+00, 1.779195152880736819e+00, 2.210310201049145107e+00, 3.440761820511552216e+00, 2.610804570642470512e+00, 3.549926984502611571e+00
1.864000000000000000e+03, 3.349182542469862689e+00, 3.127373742078048746e+00, 3.580067059021853293e+00, 4.513189698014651086e+00, 5.411620095118583329e+00, 3.137111785122795649e+00, 4.111107252617233421e+00, 3.044786630068553102e+00, 3.527354610185765793e+00, 1.773161182734095398e+00, 2.234326559695409831e+00, 3.501315952615426053e+00, 2.542749682995485649e+00, 3.625860621884358093e+00
1.865000000000000000e+03, 3.358759877916488890e+00, 3.176512068145143530e+00, 3.664937118467615829e+00, 4.517672225601766733e+00, 5.085867910111694812e+00, 3.265695694567700702e+00, 3.904477921940859186e+00, 3.046154734073404757e+00, 3.484345128122984470e+00, 1.855706840435683347e+00, 2.253846064814831518e+00, 3.522755711660110922e+00, 2.550873116440030675e+00, 3.645573942128498057e+00
1.866000000000000000e+03, 3.391459874923835383e+00, 3.297732708211626118e+00, 3.799435717651494127e+00, 4.510383197180679815e+00, 5.246665342248800989e+00, 3.233892914580887457e+00, 4.074641079808688282e+00, 3.089935990855833925e+00, 3.534228158120015006e+00, 1.838683360666693023e+00, 2.413744740645071829e+00, 3.326704708868534421e+00, 2.684239388704458218e+00, 3.628691734893068954e+00
1.867000000000000000e+03, 3.411546133958168081e+00, 3.307625737576417535e+00, 3.598953854742821257e+00, 4.458437387293905374e+00, 5.175837211221393730e+00, 3.222630830011646630e+00, 4.045382722830052735e+00, 3.095386033970449979e+00, 3.540824336678968898e+00, 1.813584562398996569e+00, 2.243353618713602060e+00, 3.415529213811851594e+00, 2.654273627069157371e+00, 3.589869057854007117e+00
1.868000000000000000e+03, 3.337600850484423454e+00, 3.168301051589405670e+00, 3.631808694542683735e+00, 4.494624311404114003e+00, 5.534187008428919974e+00, 3.268512574473506405e+00, 4.074516204364418748e+00, 3.078576658321256598e+00, 3.425212700867772853e+00, 1.801417579545700809e+00, 2.182805623263337935e+00, 3.272137192145300855e+00, 2.611662851753530745e+00, 3.697460872467778437e+00
1.869000000000000000e+03, 3.389267187540621062e+00, 3.327159769471848438e+00, 3.628916102951565303e+00, 4.564278673376625406e+00, 5.477090839123015975e+00, 3.271686525299657866e+00, 4.027516107692508562e+00, 3.210861813629524608e+00, 3.404183271950087963e+00, 1.847159728672070234e+00, 2.038488803525884130e+00, 3.293809549397655800e+00, 2.471643644692608888e+00, 3.663207844816273262e+00
1.870000000000000000e+03, 3.361809174261421784e+00, 3.304909706458169616e+00, 3.501405866754511376e+00, 4.635139547638116753e+00, 5.649082000683832483e+00, 3.208454457146662886e+00, 3.984426201569961634e+00, 3.143530936926946406e+00, 3.499715900064526153e+00, 1.795750656434012882e+00, 2.320920670104809069e+00, 3.291799206911275366e+00, 2.450884211440863769e+00, 3.677115787614358311e+00
1.871000000000000000e+03, 3.385267867672501652e+00, 3.268363462312638745e+00, 3.725893062038684977e+00, 4.441215471437673479e+00, 5.078721017036096796e+00, 3.213368926476353415e+00, 3.929320611895554372e+00, 3.072985875737207273e+00, 3.354854314577421448e+00, 1.834607252094296204e+00, 2.276040099783355419e+00, 3.244643021269157934e+00, 2.532660573127151871e+00, 3.488008375239295855e+00
1.872000000000000000e+03, 3.365128675008479675e+00, 3.237135327292563591e+00, 3.810270439672886589e+00, 4.493439260007884961e+00, 5.220556098468112971e+00, 3.195805347934213003e+00, 4.001498586428398951e+00, 3.137976167071744538e+00, 3.322115809940158204e+00, 1.874530982228032050e+00, 2.260609103395744945e+00, 3.349482020979218433e+00, 2.536601994884828848e+00, 3.515764779118260019e+00
1.873000000000000000e+03, 3.348533949856989711e+00, 3.179839669306605554e+00, 3.686907923576941748e+00, 4.548721917877290188e+00, 5.411945036577296975e+00, 3.210353796534306081e+00, 4.024033165417296054e+00, 3.157766680577006824e+00, 3.537858652845030427e+00, 1.825392083748465843e+00, 2.217040636220524163e+00, 3.317945892428973309e+00, 2.578761224045447165e+00, 3.613557909736223372e+00
1.874000000000000000e+03, 3.394642527680175714e+00, 3.286492424262966949e+00, 3.652518999813775036e+00, 4.458495784884284774e+00, 5.026276560222152412e+00, 3.139749917637991494e+00, 3.941652872937374763e+00, 3.107402305806972187e+00, 3.451427797918453777e+00, 1.847402866176076630e+00, 2.303208441311169530e+00, 3.253282447181223613e+00, 2.596313965792285128e+00, 3.711765098292109766e+00
1.875000000000000000e+03, 3.420323305488263799e+00, 3.222308422133136396e+00, 3.683294495066880891e+00, 4.315030449006282964e+00, 5.484212510489430592e+00, 3.186264874257676905e+00, 3.970246867519394041e+00, 3.035606038086505976e+00, 3.319698951207903370e+00, 1.807239839874224874e+00, 2.246680943236265549e+00, 3.366922786062827022e+00, 2.493592938493397693e+00, 3.698151105365053759e+00
