year, ACCESS-ESM1-5, NorESM2-MM, CESM2-WACCM, MPI-ESM1-2-LR, UKESM1-0-LL, MIROC-ES2L, TaiESM1, GFDL-ESM4, CMCC-CM2-SR5, IPSL-CM6A-LR, EC-Earth3-Veg, NorESM2-LM, CNRM-ESM2-1, CanESM5
1.876000000000000000e+03, 3.422421898877305857e+00, 3.216194549591210539e+00, 3.651931998496020348e+00, 4.542693802889250065e+00, 5.216597129731640692e+00, 3.228976053725384876e+00, 4.074167709371182333e+00, 3.153268291602353557e+00, 3.487162208495128368e+00, 1.818487331190729028e+00, 2.047462545128650557e+00, 3.346923612686396154e+00, 2.531609206304406445e+00, 3.804386675521689742e+00
1.877000000000000000e+03, 3.394323942147580819e+00, 3.353195748360199957e+00, 3.793064732993657096e+00, 4.406807894130835734e+00, 5.083534589928664360e+00, 3.207040768166921296e+00, 3.955352899744240869e+00, 3.151182397513116129e+00, 3.374602227342756500e+00, 1.843252221055344364e+00, 2.212420841432419572e+00, 3.440400126125355396e+00, 2.615932039996776926e+00, 3.658863009590818116e+00
1.878000000000000000e+03, 3.347852419101504662e+00, 3.216988435571015881e+00, 3.623062581375233737e+00, 4.426175082349840473e+00, 5.216135574203303982e+00, 3.172844034539556102e+00, 4.092695681149576714e+00, 3.036958590070880870e+00, 3.359927982207212338e+00, 1.837852997279684653e+00, 2.271501941707503747e+00, 3.318537979845094021e+00, 2.626781923232019533e+00, 3.639906397831527141e+00
1.879000000000000000e+03, 3.406420440993086718e+00, 3.123093463080726995e+00, 3.673731937280369397e+00, 4.424086962756155650e+00, 5.248403463483993114e+00, 3.246876127441130855e+00, 4.003948042481179748e+00, 3.110734382801510378e+00, 3.448933453268441252e+00, 1.802057990281894728e+00, 2.180182202829024529e+00, 3.425856308883099111e+00, 2.653862442100990648e+00, 3.561019207576398671e+00
1.880000000000000000e+03, 3.404964125174994916e+00, 3.237868879311640580e+00, 3.673132033279473685e+00, 4.271651427057457262e+00, 5.516652184173335804e+00, 3.151388701508381018e+00, 4.104300183221860188e+00, 3.117391605824045175e+00, 3.471992048598369518e+00, 1.779210753863140981e+00, 2.285922612155034894e+00, 3.403766577857729736e+00, 2.597358178046860200e+00, 3.731766601144538509e+00
1.881000000000000000e+03, 3.368720596200713402e+00, 3.111926468058348494e+00, 3.686461628987824479e+00, 4.655284028469060864e+00, 5.351575504321361088e+00, 3.167354154245142439e+00, 4.081809083108018044e+00, 3.136777608472083312e+00, 3.276948812232589159e+00, 1.795569098689269616e+00, 2.166578986691769071e+00, 3.305207235986641567e+00, 2.516657844504722519e+00, 3.774670507673420161e+00
1.882000000000000000e+03, 3.378751840563502640e+00, 3.272505588336617421e+00, 3.545701457650072719e+00, 4.488648768953697576e+00, 5.132523524882580901e+00, 3.250551724395980724e+00, 4.108476082246792949e+00, 3.096995866882400694e+00, 3.663985850953029200e+00, 1.838583579192782480e+00, 2.049252076140445578e+00, 3.530813044312049787e+00, 2.462785402644668054e+00, 3.803638418078892691e+00
1.883000000000000000e+03, 3.454396458209303855e+00, 3.238394239230097948e+00, 3.683091212586552032e+00, 4.345720742006963455e+00, 5.393733890509690987e+00, 3.190407913176307897e+00, 3.961583505968843788e+00, 3.107288050753747477e+00, 3.183226809394450019e+00, 1.819397135948106703e+00, 2.220849758937585960e+00, 3.337679525481018317e+00, 2.566651540020441047e+00, 3.491971582984999767e+00
1.884000000000000000e+03, 3.352272601321265810e+00, 3.250244145848092181e+00, 3.555169634210941787e+00, 4.334598068020103945e+00, 4.887292474519975727e+00, 3.138092818299079045e+00, 3.983552700572853933e+00, 2.928175276899339874e+00, 3.240729468897177501e+00, 1.798238305922450708e+00, 2.059074169034958768e+00, 3.367174312419466631e+00, 2.504619574462058740e+00, 3.466089422785972651e+00
1.885000000000000000e+03, 3.355799149271959880e+00, 3.212409527515968755e+00, 3.537933608205827696e+00, 4.424992191634891547e+00, 5.324360418146069307e+00, 3.175793863315077292e+00, 4.093482190599293524e+00, 3.026806839097976987e+00, 3.363658006717037185e+00, 1.792712949081391560e+00, 2.405986001827554954e+00, 3.312079843200588236e+00, 2.556759743435405685e+00, 3.668182846406997655e+00
1.886000000000000000e+03, 3.414448792218746753e+00, 3.208045457313720927e+00, 3.483645183509384680e+00, 4.710122119580758770e+00, 5.444346807367289820e+00, 3.074843281687881458e+00, 3.950225573997142803e+00, 3.060551646541091575e+00, 3.535014493338703545e+00, 1.811292237702851526e+00, 2.226400657799896710e+00, 3.430963814493196207e+00, 2.623629265533010013e+00, 3.703584780656039577e+00
1.887000000000000000e+03, 3.446161019280205462e+00, 3.190864641132608703e+00, 3.582069196318690807e+00, 4.418214855416485953e+00, 5.445782908461208827e+00, 3.199914908660722812e+00, 4.008791536124308053e+00, 3.035218673966279201e+00, 3.290539164864867416e+00, 1.832392761150908767e+00, 2.176889211602453411e+00, 3.505952547354311388e+00, 2.582487579599351601e+00, 3.671236374580320927e+00
1.888000000000000000e+03, 3.386495038968080351e+00, 3.194397532774603032e+00, 3.719821123731718693e+00, 4.501807148293301530e+00, 5.348464681299113010e+00, 3.180964641227538525e+00, 4.024672248861097756e+00, 3.088278807950505467e+00, 3.472047846564546347e+00, 1.844685236586623311e+00, 2.124465587245728315e+00, 3.405424219037600952e+00, 2.526435858010013913e+00, 3.641210154655064368e+00
1.889000000000000000e+03, 3.391377314964123535e+00, 3.335481900568073144e+00, 3.580631830529811932e+00, 4.559339055128468488e+00, 5.510492453214982156e+00, 3.150229421492050541e+00, 4.017812525500124465e+00, 3.106522957939381158e+00, 3.573065930400791679e+00, 1.874071078670977997e+00, 2.181696338532176149e+00, 3.358022097659070671e+00, 2.483039242549236025e+00, 3.703269137318240478e+00
1.890000000000000000e+03, 3.431888496666282595e+00, 3.052781578052225164e+00, 3.577497490608346098e+00, 4.301271129639181012e+00, 5.271873116076611687e+00, 3.264079120038299475e+00, 4.026968179886635468e+00, 3.071902479874068614e+00, 3.477102003861470614e+00, 1.841441055239242397e+00, 2.472417552008986164e+00, 3.355401132906160822e+00, 2.597537514559661975e+00, 3.676902027832018582e+00
1.891000000000000000e+03, 3.405789966489293441e+00, 3.062885345623773681e+00, 3.641872531288079085e+00, 4.495890939643467199e+00, 4.759109847053161424e+00, 3.082787652133126777e+00, 4.044294408173269240e+00, 3.023445475434720642e+00, 3.440381669149671584e+00, 1.811925225491909375e+00, 2.213784072808303360e+00, 3.372342532436664708e+00, 2.630065538859745367e+00, 3.625133530051259267e+00
1.892000000000000000e+03, 3.431251605923664183e+00, 3.209602154292735321e+00, 3.616020775652509123e+00, 4.533171846583654130e+00, 5.773540515830566378e+00, 3.152399328299687387e+00, 3.919571809857383737e+00, 3.046680657008307147e+00, 3.300000005022702521e+00, 1.866004870120648418e+00, 2.322329098278949733e+00, 3.535821032183064538e+00, 2.567041049458846480e+00, 3.727347564736297247e+00
1.893000000000000000e+03, 3.434271734500260909e+00, 3.182246880232152630e+00, 3.674421903594321748e+00, 4.684460816781871983e+00, 5.752164143939047847e+00, 3.159450778523371195e+00, 4.075233489214175719e+00, 3.118135224701481523e+00, 3.571551326931853065e+00, 1.825501139907682591e+00, 2.289650103760237254e+00, 3.322725719261330646e+00, 2.673614920561756758e+00, 3.640925287975719904e+00
1.894000000000000000e+03, 3.428836403552304457e+00, 3.023490138142713946e+00, 3.661951540670761673e+00, 4.529512726216396779e+00, 5.545036840105924014e+00, 3.145750296125456646e+00, 3.971841418837745330e+00, 3.164685622950119459e+00, 3.437103238724957155e+00, 1.803023092141643247e+00, 2.267018513554343695e+00, 3.394510085741361927e+00, 2.698540507944348299e+00, 3.688610996263769870e+00
1.895000000000000000e+03, 3.510700565776947890e+00, 3.064126733003864622e+00, 3.610591754964297184e+00, 4.618783765229380833e+00, 5.574580304437272815e+00, 3.156730752355824787e+00, 4.017204194296224884e+00, 3.168285970547037866e+00, 3.365680898425652767e+00, 1.840886879315326574e+00, 2.471402725089681507e+00, 3.414640331545502061e+00, 2.606139184511143458e+00, 3.809644728155232585e+00
1.896000000000000000e+03, 3.467234632935668692e+00, 3.226399160951240130e+00, 3.622211999448112785e+00, 4.668894152269031039e+00, 5.044109238377071591e+00, 3.146504992591684591e+00, 4.005001932278155152e+00, 3.094599370222084200e+00, 3.490808450554424791e+00, 1.903730702629639726e+00, 2.227806116507826673e+00, 3.486863378461205532e+00, 2.510908929334183970e+00, 3.708245091373415736e+00
1.897000000000000000e+03, 3.414685714430696795e+00, 3.162934333571667089e+00, 3.752291979841986258e+00, 4.555293264334972392e+00, 5.276121616849975382e+00, 3.176486551699059913e+00, 4.101443004606087683e+00, 3.134152221981884257e+00, 3.424816081891964181e+00, 1.857211745441319728e+00, 2.204527552558138925e+00, 3.271333204742616019e+00, 2.646160120632397916e+00, 3.836922069626120813e+00
1.898000000000000000e+03, 3.495189121499191476e+00, 3.267504260923215220e+00, 3.716795440520523464e+00, 4.427124580496692552e+00, 5.526058417829654346e+00, 3.272924355139489982e+00, 4.080153304928828106e+00, 3.125463698831561388e+00, 3.435778065341561049e+00, 1.846987524469965836e+00, 2.210262815204609321e+00, 3.558095875408816777e+00, 2.599147238357878642e+00, 3.582190963195373001e+00
1.899000000000000000e+03, 3.518793898209790161e+00, 3.182749746389825329e+00, 3.612691512138754835e+00, 4.676723444308216848e+00, 5.342518876354457547e+00, 3.220651876736995600e+00, 4.036548618713188930e+00, 3.167997273358459598e+00, 3.582644894156340243e+00, 1.814039447089145662e+00, 2.461941554512443453e+00, 3.370012038097073948e+00, 2.542511614001254472e+00, 3.644960011943862987e+00
1.900000000000000000e+03, 3.389577877487928159e+00, 3.028136057509184909e+00, 3.508958783925830716e+00, 4.614915023982718800e+00, 5.390586380149088974e+00, 3.173905970484053540e+00, 3.972977875499933642e+00, 3.007689264474175950e+00, 3.392507616636259105e+00, 1.841536682037141492e+00, 2.254760148560315258e+00, 3.299586011220196013e+00, 2.488059102574594394e+00, 3.724199906916507707e+00
1.901000000000000000e+03, 3.462690163102289276e+00, 3.146984826143811365e+00, 3.604704923244776094e+00, 4.516631602071458751e+00, 5.264726641904022841e+00, 3.222685816656436053e+00, 3.998056003964521210e+00, 3.087700373801654408e+00, 3.606491754565838814e+00, 1.809127392990914407e+00, 2.479498018666224546e+00, 3.456520353409980650e+00, 2.659983645513720685e+00, 3.729955845843234474e+00
1.902000000000000000e+03, 3.476431161463282127e+00, 3.099277336937704241e+00, 3.713149066256174802e+00, 4.544153031021200384e+00, 5.045942200724395477e+00, 3.251475330077427284e+00, 3.894600771689409768e+00, 3.075324760987025563e+00, 3.513742407574534710e+00, 1.849073540900945334e+00, 2.409506071554021744e+00, 3.395641932531802354e+00, 2.462258959307957795e+00, 3.768846080796696363e+00
1.903000000000000000e+03, 3.473470137375427758e+00, 3.038766146771945120e+00, 3.527851146556303163e+00, 4.370309304547382645e+00, 5.249674915221294036e+00, 3.158501812682767085e+00, 3.956820379871664795e+00, 3.010751209106599546e+00, 3.482696113420787221e+00, 1.814183722983022440e+00, 2.091763711245028468e+00, 3.237536923211622675e+00, 2.455279122366301525e+00, 3.559570932874274618e+00
1.904000000000000000e+03, 3.427448932250393820e+00, 3.145246866203218694e+00, 3.643977241228280484e+00, 4.491353304565803839e+00, 5.126197562636132687e+00, 3.036661006524381978e+00, 3.922243774808692685e+00, 2.965898321159139872e+00, 3.632308836120099915e+00, 1.811416482421785989e+00, 2.078126066612127065e+00, 3.355290539975758879e+00, 2.597584598761877306e+00, 3.678655439638544689e+00
1.905000000000000000e+03, 3.430665732453404004e+00, 3.150522554403863751e+00, 3.727790869859976208e+00, 4.633609699559949391e+00, 5.602042938523942972e+00, 3.145330023859299828e+00, 4.015164587009685704e+00, 2.970174193470442425e+00, 3.448130943186880071e+00, 1.817172332971305648e+00, 2.499255072499562580e+00, 3.465139628693405527e+00, 2.455657625307921421e+00, 3.674151375392761931e+00
1.906000000000000000e+03, 3.472386721478913252e+00, 3.202594313226079237e+00, 3.685545558176718473e+00, 4.840207154423543656e+00, 5.346755996890979468e+00, 3.266384411585623315e+00, 4.008668802656257135e+00, 3.100632122975592431e+00, 3.538058510248044186e+00, 1.854082013098413029e+00, 2.219660136513669002e+00, 3.410673579160864666e+00, 2.657346389894720495e+00, 3.800877282502534538e+00
1.907000000000000000e+03, 3.510854283490175920e+00, 3.183605276491406677e+00, 3.739541019307659475e+00, 4.520555745842926854e+00, 5.244305145654648115e+00, 3.158467149643239047e+00, 4.045247353371129506e+00, 3.062423604696068224e+00, 3.528173693045817849e+00, 1.806303980263753495e+00, 2.215489214378111527e+00, 3.468327716190673815e+00, 2.568405733071118302e+00, 3.668342595252808369e+00
1.908000000000000000e+03, 3.507267660600177361e+00, 3.150273191438573317e+00, 3.675229684775557004e+00, 4.619706494979131328e+00, 5.483512894084537237e+00, 3.228699459029709118e+00, 3.898327150954499665e+00, 3.109338652398151659e+00, 3.484542422149427665e+00, 1.829168798557989195e+00, 2.243270273889905297e+00, 3.280377635571352535e+00, 2.622799577125918269e+00, 3.675874795621228319e+00
1.909000000000000000e+03, 3.527465854875679874e+00, 3.134772882212992329e+00, 3.685038444639413324e+00, 4.544633244040828579e+00, 5.543366403417392618e+00, 3.154204180619661457e+00, 3.959016395931548082e+00, 3.057875110856953960e+00, 3.623743145291073109e+00, 1.880365252613878546e+00, 2.192171075001225766e+00, 3.362055969360702168e+00, 2.631703171439145450e+00, 3.889575042640780911e+00
1.910000000000000000e+03, 3.536194500480446035e+00, 3.275967112131388248e+00, 3.605576634681361359e+00, 4.556403935919101755e+00, 5.295971746474385178e+00, 3.209823362926198964e+00, 3.937287596484342345e+00, 3.036403178560163063e+00, 3.442858134689896321e+00, 1.842056998886264951e+00, 2.236200942322198681e+00, 3.294373516411789993e+00, 2.561519981975326044e+00, 3.662401090026331740e+00
1.911000000000000000e+03, 3.559922294453859326e+00, 3.212004787444192822e+00, 3.582974675621811045e+00, 4.549676975659948219e+00, 5.387372678561936468e+00, 3.153810245286896574e+00, 3.996831367355293096e+00, 3.039466328564331743e+00, 3.670226661252396827e+00, 1.872815431581225099e+00, 2.305943038759878494e+00, 3.138932567709140642e+00, 2.616190879814543901e+00, 3.708046891781309196e+00
1.912000000000000000e+03, 3.527856334072474009e+00, 3.096923794164166743e+00, 3.589377862580180434e+00, 4.704833594508786909e+00, 5.398842319255167332e+00, 3.203155663125861530e+00, 3.966360204044175219e+00, 2.993911232087699048e+00, 3.481881545661419608e+00, 1.876765357420744129e+00, 2.133075975159932636e+00, 3.206385760661373041e+00, 2.622764191304886694e+00, 3.678955104985643931e+00
1.913000000000000000e+03, 3.473529174412620879e+00, 3.318294665667876231e+00, 3.617439966636629034e+00, 4.441510735483978678e+00, 4.964928077841232579e+00, 3.086383600929558213e+00, 3.963869563590531442e+00, 3.026196731394860784e+00, 3.409008197978860011e+00, 1.865149143788699782e+00, 2.028877918531231117e+00, 3.192023143687812592e+00, 2.469518232125065715e+00, 3.754958111972105161e+00
1.914000000000000000e+03, 3.530068681222001459e+00, 3.263119772897924431e+00, 3.533729068920672400e+00, 4.494918170103623822e+00, 5.173936396531855664e+00, 3.103902008717640992e+00, 3.947136357774894133e+00, 3.082465291292375564e+00, 3.454975572254407989e+00, 1.851033472249006273e+00, 2.189447538953456895e+00, 3.187798752842127215e+00, 2.548981119512785387e+00, 3.571895869023571812e+00
1.915000000000000000e+03, 3.522353614668592758e+00, 3.273345809390570960e+00, 3.643561411714781872e+00, 4.630352000647749655e+00, 5.124603795372976833e+00, 3.144018578856232260e+00, 3.998024840427546689e+00, 3.064989928638664818e+00, 3.558665106589741001e+00, 1.865519902349386472e+00, 2.340707698048865026e+00, 3.252290239092805013e+00, 2.631228816948411264e+00, 3.745934980835257111e+00
