year, UKESM1-0-LL, MPI-ESM1-2-LR, NorESM2-MM, CanESM5, CESM2-WACCM, INM-CM4-8, GFDL-ESM4, INM-CM5-0, CNRM-ESM2-1, CMCC-CM2-SR5, NorESM2-LM, TaiESM1, MIROC-ES2L, EC-Earth3-Veg, IPSL-CM6A-LR, ACCESS-ESM1-5
1.912000000000000000e+03, -2.100140678681421402e-01, -1.600657465704723864e-02, -1.610597249294650202e-01, -3.995196294430970740e-02, -6.917984252867058481e-02, 4.618849303447497001e-01, 1.807544713020984573e-01, 5.694590106495530657e-01, 2.426579265997698062e-02, 1.756695333830420314e-01, -1.668392431180644175e-01, 9.096416379968030874e-02, 8.064400440649928392e-02, 2.712242353382646881e-02, 2.073762789497368697e-02, 6.575033677615722827e-02
1.913000000000000000e+03, 1.921997898377450220e-01, 1.294772910519370879e-01, -1.076049945563532506e-01, 7.706875653636614809e-02, 2.807957164368594591e-02, 1.971175408506333493e-01, -1.033752235406497494e-01, 3.639460986710401080e-01, 1.180684581771326569e-01, 1.441444592280398673e-01, -9.208150836547421628e-03, -2.537322872102108495e-01, -5.250074469672461747e-02, -1.684660651490162966e-03, -9.380747048256775356e-02, 7.656892300346421210e-02
1.914000000000000000e+03, -1.124380768598725738e-01, 1.524662388935397184e-01, 4.494542155988057869e-02, 8.037224961690213332e-02, 5.041623067231183059e-02, 6.326148935955056007e-02, -8.584670585236731100e-02, 1.937104097008087722e-01, -1.823656249452584519e-02, -1.022613180199416494e-01, -6.109291217839796923e-02, 7.610597933169041540e-02, -1.179974556618477582e-01, 1.062258438951626666e-01, 4.937338323329337753e-02, 1.523698897755972233e-02
1.915000000000000000e+03, 5.204654828480888978e-02, -1.911372671637366627e-01, 8.103542048097199524e-02, -5.135719374648262114e-02, 2.103877254650315595e-02, 7.558333440615251642e-02, -6.591598989911419404e-02, -2.055571954792660260e-03, 1.843740560931202976e-01, 1.366319364075573028e-01, -6.637326539707577057e-03, -1.113308460602402267e-01, -1.652889301221861784e-02, 9.969524140791545530e-03, -6.028114345387414197e-02, 5.610263200628579083e-02
1.916000000000000000e+03, -1.499514207988423276e-01, 1.491644227453163551e-01, 2.279043663869587677e-01, 1.166652233891047382e-03, -9.357321029521570299e-02, 1.407360548005934242e-01, 4.481121852140934614e-02, -4.975136538843306228e-02, 4.785851196819954773e-02, -3.688023559856100642e-01, -9.893836899225894044e-02, -8.797549266581465230e-03, 9.119241210529273334e-02, 1.556658673832876649e-02, -1.129228710601846292e-01, -2.078235253623806136e-02
1.917000000000000000e+03, 3.163423053051684364e-01, -1.909709017899241801e-01, 1.240446556972512049e-01, -2.742610345025895541e-02, 1.622287812821612552e-01, -2.783068461702607331e-04, -3.581525964106932469e-02, 1.464503307247074781e-01, 3.813554936291438380e-02, 1.534458191539957161e-01, 1.159787003457817683e-02, -2.946170615017083480e-02, -3.038393049997166820e-02, -4.051855095075424028e-04, -6.952325064869872145e-03, 8.007899448317545854e-02
1.918000000000000000e+03, -6.230215922331823475e-02, 2.051864782776028073e-01, 3.322691450126702417e-02, -7.929478067633094485e-02, -3.032059892499152157e-02, 6.802455371408767937e-02, 8.117696102700550087e-02, 1.384016481310542668e-01, 3.774848766617401596e-02, -2.455705436616895665e-01, 1.533305786382624103e-01, -2.169266878420377798e-01, 1.938109322185371797e-01, -9.993300189314342774e-02, 6.229531548668306926e-03, 6.105053700151490820e-02
1.919000000000000000e+03, -4.802796743512632166e-02, -2.464366246998036802e-01, -1.599001778803617047e-01, 6.719513661097391288e-02, 2.066546971775746339e-02, 1.249818590307152227e-01, -1.225473112671989079e-01, -3.590718796896476273e-02, -7.339737670814294561e-03, -1.941536913787278440e-01, -4.489605640121083208e-02, -8.526401783226691955e-02, 4.446553173321078634e-02, -1.098223205358777738e-01, 1.880091228858810914e-01, 4.723294227291721659e-02
1.920000000000000000e+03, -1.260140306093978924e-01, 1.680280257665003329e-01, 1.826938835033965758e-02, 8.514411016893622119e-02, -1.332549504937116658e-02, -6.588279665331495116e-02, 8.947048144944738657e-02, 1.836968903244401707e-01, -2.226506984410183201e-02, 1.351407928185761331e-01, -2.704764275056171230e-01, 3.620388985417472873e-03, 3.923215686594917068e-02, 3.170450115250658674e-02, 4.279355897386312446e-02, -5.608523500048677446e-02
1.921000000000000000e+03, 1.730828564471363629e-02, 8.526357390034969286e-02, -9.116313779644734383e-02, 1.256489054633128655e-01, -2.354025407140362958e-02, -4.353652136145720088e-03, 2.043364803951426209e-02, 5.108203345389581568e-02, 1.112114543440237829e-01, -6.989821379824457948e-01, -1.979528639036093607e-01, 2.628475616635158052e-01, 5.054948384355759106e-03, 2.087254427448252125e-01, 1.281830024536551732e-02, -2.938489177022021032e-02
1.922000000000000000e+03, 2.476942587627959085e-03, -1.164831721062313113e-01, -6.372965979683319071e-02, -1.226461279475704880e-01, -1.245579194251986571e-01, -1.561099920855805456e-01, 4.831321117353442468e-03, -2.845915172398618548e-02, 1.280547215830082353e-01, 8.151144870568177714e-02, 4.784271875235616284e-02, -1.430816259580900418e-01, 2.229741808578043077e-02, -1.388594784523140557e-01, -1.924174169509613314e-02, -6.487569505177931406e-02
1.923000000000000000e+03, 2.663074874596383160e-02, -2.525486088170465077e-02, 6.469641396575437353e-02, 3.868194030683006629e-02, 1.547422471416237122e-01, -6.471729592262950859e-02, 7.185622809880555517e-02, -1.011619945988287556e-01, 1.102963792032025242e-01, 2.525477009727669087e-01, 7.986713822127562701e-02, -2.159093743447114966e-01, -1.102083049826264594e-01, -4.747723756994249450e-02, 8.998497315557370257e-02, 6.814761486404309621e-02
1.924000000000000000e+03, -1.953515428009431065e-01, -2.045127817178739593e-01, -3.022488824210551109e-02, -1.796191429997624212e-01, -1.780915808513389847e-02, 1.232177187348446473e-01, 1.265099434631491992e-01, 2.344469971044898238e-01, 7.015192784306598095e-02, 2.736830636599688060e-01, 1.035891145755699488e-01, 1.145656823846168682e-01, -7.908142312142933672e-02, -1.431989205857669700e-01, 2.942305346358503604e-02, 6.015173929770042949e-02
1.925000000000000000e+03, 1.789902974211548814e-01, 2.844847266186191215e-01, 2.052834424799871837e-03, -3.263144755710004064e-02, -1.526312929154117759e-01, 3.180470629010453409e-01, 8.046188228964304412e-02, 3.055121698681790843e-01, 2.426658502651394267e-01, -9.740156196177460202e-02, 1.179905890002775071e-01, 1.164812741857373934e-01, -4.228814928408296953e-02, -2.216001188352127171e-01, -2.460295269964768439e-02, 4.935452578051545414e-02
1.926000000000000000e+03, -8.523689069914588967e-02, -1.450721617811742137e-01, 1.776684828895683521e-01, -6.597097444608207573e-02, 5.779091585829697342e-02, 2.527688443104919025e-01, -7.826845710840873993e-02, -1.332602289968552178e-01, -1.059482263161536965e-02, -1.340029970961675310e-01, 2.322503275223469429e-02, -7.976113665999602642e-02, -1.533870284082132843e-02, 9.996168577726205484e-02, 3.466191559600872302e-02, 1.552125441612264012e-01
1.927000000000000000e+03, 2.112633218943765490e-01, -8.715060117624462421e-02, 4.515885793048823177e-02, -8.888340042591971746e-02, -1.238558275136869080e-03, -1.401131328921866315e-01, -1.650844594490160633e-01, 1.232302022578788264e-01, 2.717233655327323805e-02, -1.360172354102051340e-01, -1.254287064696409798e-02, -1.821991764148185033e-01, 9.454873079115766812e-03, -2.388328599560465837e-01, 7.182748928297805202e-02, 3.737247938625016391e-02
1.928000000000000000e+03, 2.521369003602779713e-01, 3.584199434311262089e-01, -8.693599565543224869e-03, 1.929659097359161246e-01, -4.462085305462932042e-03, 1.261180505586399769e-01, -1.350725261965235457e-01, 9.796277559514927902e-02, 4.497094121428950320e-02, -1.008710343218366251e-01, -1.511384804907572876e-01, -1.045157741348511915e-01, 1.090456063466589270e-01, 1.543076053845898570e-02, 1.072022407275351058e-01, 1.653836595671981380e-01
1.929000000000000000e+03, -5.374982689058721563e-02, -1.346085863227695079e-01, 2.631588027615102202e-02, -6.244878193584075393e-02, -1.147319235042247934e-02, 2.424398357868418619e-01, -3.975786806079477376e-02, 2.126604672135918861e-01, 8.381214956656872495e-02, -3.663677700062460962e-01, 9.770750533034015806e-02, 2.253505719442687183e-01, 9.623447253551101199e-02, 8.139605136712932398e-02, -6.716279717441642205e-02, 3.115340137167774484e-02
1.930000000000000000e+03, -5.672645194381972789e-02, -2.349795336272691992e-02, -6.180998297803132202e-02, -1.267111620821479712e-01, -8.262717914891361259e-02, 3.475579289416622641e-01, -8.120334815829469144e-02, 2.803091131121426272e-01, 5.883050211253323253e-02, 1.784779210994220933e-02, 3.308378797964689477e-02, -9.671955490261943678e-02, 1.068304795327401913e-01, 1.831483438562195587e-01, -8.409362321196092380e-03, 1.039403700565287997e-01
1.931000000000000000e+03, -1.546229072576046915e-01, 7.725062248700646783e-02, 9.296102720926181784e-02, -1.791054425678554329e-01, -2.886824393048935122e-01, 2.677593322759559413e-01, 1.458506951491231156e-02, 2.277676640156742760e-01, 1.216978521070502667e-01, 1.844265269316957834e-01, 9.407944012309137072e-02, -8.738188569523085147e-02, 1.110664012169528120e-01, -2.244409160201717157e-01, 5.784563762618855076e-02, 7.799592949193635306e-03
1.932000000000000000e+03, -7.571210690839948187e-02, 8.177241089126362217e-02, -1.587477630148344601e-02, 1.900743482053710576e-01, -8.511813851379305962e-02, 3.678488440629062994e-02, -2.549998576420261509e-01, -1.098252875731308698e-01, 1.216341419517511097e-01, -1.091729947144680773e-01, 4.115371208589191365e-02, 1.205072280954190833e-01, 6.794851276968702503e-02, 1.189388264912573795e-01, -3.227062334795563481e-02, 8.834878747504142787e-03
1.933000000000000000e+03, -7.710305652871649040e-02, 5.291821480461234711e-02, -8.558863225246622630e-02, 1.220427484678641115e-02, 1.101468776442809383e-01, 1.008415807499220967e-01, 1.244888059499808519e-01, -1.494867565458888811e-02, 1.743387135865680504e-01, 8.596526142170277107e-02, 8.649082665766716360e-02, -3.003327738589555707e-01, -6.887417800405286339e-02, -2.267012075554677986e-01, 1.010087488015414155e-02, 1.259662199790655308e-02
1.934000000000000000e+03, 6.305775566428918968e-03, -1.618722333864500889e-03, -1.010233589681621413e-01, 7.349806553502911954e-02, 1.508375750260772252e-01, 1.543793442621918810e-01, 2.420656816712481868e-02, 8.508798033573405917e-02, 5.327280154181018856e-02, -2.424898737505393753e-01, 1.387149783039323403e-01, -2.493458825687988600e-02, -8.365763485515541331e-02, -1.896218967515668763e-01, -3.885416022212712095e-02, 9.235760280029593761e-02
1.935000000000000000e+03, -1.013965912279174292e-01, -1.111511387417107866e-01, 1.679300832663159493e-02, -6.487361183118688090e-02, -3.372358348039931064e-01, -1.745896170005457326e-01, -2.015864899391911214e-01, -1.248931384648627463e-01, 3.192694264191697773e-02, -1.341430525106648841e-01, 4.036309396839782987e-02, 2.709033477512961530e-01, -5.792947205864006077e-02, -2.727072024008385664e-01, -6.004617058568870180e-02, 1.707525294310222874e-01
1.936000000000000000e+03, -1.698249395928735361e-01, -6.099373408491341741e-02, 4.727801901159205122e-02, 1.416378338554667993e-01, -1.231227225144455595e-01, 1.445842158233859587e-01, -1.539656785050242359e-02, 3.166374482267819146e-01, -3.865525318338223354e-02, 1.706523543774127460e-01, -2.243352672696003192e-01, -8.687805044301270818e-03, -5.857802562973747108e-03, -2.357987558266996242e-01, -5.298741676558275937e-02, 2.349397597950734773e-01
1.937000000000000000e+03, 1.803428588797775876e-03, -5.433915078109411573e-02, 2.292678703195507803e-02, -3.680052558899234855e-02, 1.299141293394284469e-01, -1.030618833894145492e-01, -7.934528364268907119e-02, 9.167474357109345329e-02, -7.867575564655693646e-03, 7.698233517010717730e-02, -5.082126595859923907e-02, -2.014786974467792091e-01, 9.766610364903141606e-02, 2.885755476311797629e-01, 1.788823726939950398e-02, 4.181402770336858921e-02
1.938000000000000000e+03, 1.789441000284414662e-01, 1.195156281599396575e-01, 1.689188828789563723e-01, 1.842634000887651557e-01, 7.652613015379902683e-02, 7.496477522665198102e-03, -2.028173025433090970e-01, 3.566383133726851867e-02, 2.175750799012051429e-01, 5.240596225740175307e-02, -1.302799925298672723e-01, 3.284068251003063876e-02, 5.948331165923381736e-02, 1.303061081808411237e-01, 9.160033505797389453e-02, 4.211848801230446554e-02
1.939000000000000000e+03, -1.375520165608247469e-01, -1.621691791771662783e-01, 2.874189106040359737e-02, -5.593875754330924349e-02, 6.610711368081548245e-02, 2.262487540069979819e-01, -3.216927288432648857e-01, 2.929064768800128116e-01, 1.178127538256038415e-01, 2.751391517782683649e-01, 2.600002880375080691e-02, 7.935635526302925458e-02, -5.520597176280890583e-02, -6.440342466502535501e-01, 3.480951611747710311e-02, 1.112455176847666483e-01
1.940000000000000000e+03, -1.823228633386802036e-02, -1.026782486280541501e-01, 1.756854673057675967e-02, -9.831943805783267820e-02, -5.257132526875773343e-02, 1.880339011693674678e-01, 3.258519880565976384e-02, 2.474968917499351662e-01, 3.577340845432903232e-02, -1.193870146971868218e-01, 1.148447711723643849e-01, -3.058723606896245339e-01, -4.794445407215815191e-02, -2.042002417511565582e-01, 5.268167900779166524e-02, 1.944380375099953873e-01
1.941000000000000000e+03, 4.853734775853302263e-02, 2.058781247191472652e-01, 4.216372765352831287e-02, -5.419786646431160038e-02, -1.942488946594375931e-01, 6.569050937430878645e-02, 2.129330915622435275e-02, 9.012209000573988271e-02, 1.852378138364545734e-01, -1.856846953359413688e-01, 1.386888278937824515e-01, 1.092529762418008032e-01, -7.550002756514062607e-02, 9.683458403622356714e-02, 4.487246811735606106e-02, 4.975570922880419300e-02
1.942000000000000000e+03, 1.495320146713024524e-02, 1.602591809349548230e-02, 6.580000102634708803e-02, 1.049641191585356202e-02, 1.511935860447315497e-02, -7.874768951326835409e-02, -1.574815847252873657e-01, 1.761543152250114597e-01, 1.821515762726294910e-02, 1.654255995181836691e-01, 7.072644916165940487e-02, -9.125463528636849897e-02, -9.849547369116955914e-03, 1.571907123192529399e-01, -2.321071795301302143e-02, -7.298284704322688388e-02
1.943000000000000000e+03, 1.354567106012689870e-01, -5.200612250795265401e-02, 1.940043361351038737e-03, 7.158820750111130615e-02, 2.701129451558279548e-01, -1.207481347306802316e-01, -2.080526644685373044e-02, 1.222634160674735404e-01, -2.277637952902647131e-02, 2.707618668604457324e-01, 8.959858579643832643e-02, -2.628571985506695796e-01, 5.509061556783649560e-02, 1.914503155519406766e-02, -5.095072860450117376e-03, -8.693060123975154818e-02
1.944000000000000000e+03, -2.498269404017162409e-01, 2.161829264404430129e-01, 1.427403631887568247e-01, -1.576749337566531184e-01, 8.718878382320130460e-02, 6.101246465213591881e-03, 9.307946581135607966e-02, 2.023971978484398193e-01, 1.016521844864779062e-01, -2.332792184010284986e-01, 2.191027946016440783e-02, 1.483155100750197519e-01, 4.925116446295980943e-02, 1.501522993666623285e-01, 4.754125970445746002e-02, 1.083947021825774348e-01
1.945000000000000000e+03, 6.592243537717262791e-02, -7.877234806832850850e-03, -2.574451386883392159e-02, -5.698472843285087852e-02, 1.105687554729800348e-01, 5.999547896986544976e-02, 1.527308102578211757e-01, 3.279277074486133120e-02, 1.066295338032578338e-01, 1.393231677793647372e-01, 2.958580970909524543e-02, 1.357850137399724544e-01, -5.354202133456886781e-02, -2.816948678865731082e-01, 7.514518867724569173e-02, 8.238464802734352110e-02
1.946000000000000000e+03, 5.504680016496148187e-02, -1.364740754142579060e-01, 5.248041397028298943e-02, -5.163385335268002446e-02, 1.314303276756687844e-01, 3.347563579270013689e-01, -3.432653272374599357e-03, 7.455433617474047092e-02, 2.980427287520431290e-01, 4.520774588562222474e-01, 2.466283775083557284e-01, -2.222049672091225558e-01, 8.578195834013437049e-02, 3.058981843486756058e-01, 1.752769631133113681e-02, 4.015222406560002566e-02
1.947000000000000000e+03, 3.917168132298996797e-02, -4.910859567398764142e-02, 7.939563015146249014e-02, -4.400314549422243426e-02, -2.208533985466211089e-02, 6.023441241578422756e-02, -2.008575934958057863e-01, 1.594383004813297033e-01, 1.043394303382411542e-01, 2.396215967702953185e-04, -8.629628044977544557e-03, -1.315420122166985895e-01, 1.760382719506554949e-02, 6.491994707619849758e-02, -4.176543643972610576e-02, 5.282031986331068435e-02
1.948000000000000000e+03, -9.563008703268149890e-03, -1.044719261094270712e-01, 2.751471430893496009e-02, -4.896947508249783337e-02, 1.139814813832326218e-01, 4.413235935275269112e-02, 4.772954511710627429e-02, 7.527548394660155129e-02, 1.472584657617324322e-01, -7.842308345916054746e-01, -1.009561831212086730e-01, -1.778329485336395122e-01, 9.262482635726787539e-02, -3.640309839499098477e-01, 4.489627581260893091e-02, 6.135152291545605853e-03
1.949000000000000000e+03, -1.209767248743462142e-01, 1.866836316059441170e-01, -1.856285337040204653e-02, 1.399032993267281845e-02, -1.127520360266842242e-01, -1.043174162024637780e-01, -1.119707901354657503e-01, 1.463443819683142022e-01, 6.410436799265688268e-02, 1.335632445841455629e-01, -3.995619429031876946e-02, 1.855365185815596729e-01, -1.018352112082274163e-01, -3.099334733385788465e-01, 3.225820339299809159e-02, 6.182389704000638281e-02
1.950000000000000000e+03, 7.958153540546902827e-02, 1.721573447701909843e-01, 9.652664163812350873e-02, -3.277076480270344622e-02, -8.986846066177403558e-02, 3.458534903863746957e-02, -1.110055023941148578e-01, 9.424621373996398821e-02, -2.295610362968604837e-02, 5.679549381220145854e-01, -6.200444580151225765e-02, -9.638830381112878376e-03, -5.383343846968812602e-02, -1.011274989443689820e-01, 9.961264261462259018e-02, 1.299498990975375412e-01
1.951000000000000000e+03, 2.360611895923480363e-01, 8.513615085995183962e-02, 9.917978088074305698e-03, -5.952085533086538816e-02, -9.846999782717240357e-02, 3.088935641273413482e-02, -8.445656499263215489e-02, 2.641113285171796665e-01, 3.927827569504709765e-02, -4.906876389734139421e-01, 2.904660975411473001e-02, -1.446238705329084828e-01, 1.031473979898240023e-01, 2.232207013637683424e-01, -3.042886336852112031e-02, 1.661799553832274956e-01
1.952000000000000000e+03, 1.875484685236888660e-01, -8.981854039821760005e-02, 4.735398600879836550e-02, -2.139499518090656749e-02, -1.634813228239876681e-01, 1.349748164557611763e-01, -1.433455417153573219e-01, 5.088241777291051260e-02, -9.251088945252412821e-02, -3.272769144806675357e-01, 5.580594641568283054e-02, -6.050967957510003381e-02, 1.444492812963300843e-01, -1.157165608450984873e-01, 1.333104890090361719e-02, 1.162782446480761650e-01
1.953000000000000000e+03, -6.736476268140635659e-02, -9.444863188020254097e-02, -1.846067196675048316e-01, 2.651514313131024883e-02, 4.758065573307714707e-02, 6.430252298869720828e-02, -3.791911817245344207e-02, -6.934828100603437906e-02, 5.061290472233705238e-04, 3.161568007615095377e-01, 8.428318529997706060e-03, -1.099772970868117122e-01, 1.321705554895837575e-01, -1.577683357248135521e-01, -1.214659606114970591e-01, -3.548598760296678943e-03
1.954000000000000000e+03, 9.183545690051909960e-02, 3.160707931046932272e-03, -3.346826489035265723e-02, 6.789470678037468065e-02, 4.708279178298250406e-02, -7.989371315619353542e-02, -1.095153633641269830e-01, 9.832963097270931707e-02, -5.096400692447513453e-02, 1.713892381369291340e-01, -1.154773596778198436e-01, 1.195465175158628574e-01, 1.528530135835420162e-02, -5.050129332527032444e-01, 1.745788207749568444e-01, 6.511602882366106237e-02
1.955000000000000000e+03, -2.075988273451460659e-03, 7.873523846744460986e-02, 5.651085053617356524e-02, 1.078044805374745313e-01, -1.397439975432321346e-01, -2.501001349405720248e-02, -3.104904291291419455e-02, 1.434656794402814906e-01, -8.389041080984498480e-03, -1.975327484306428627e-01, 6.280408347172361516e-02, -3.615432128928299793e-01, -4.216987823531858975e-04, -1.130868352538939581e-01, 9.966763000305475795e-02, -9.828742716263247359e-02
1.956000000000000000e+03, -2.162165542396458084e-01, -1.682351268580171422e-01, 7.008165101235219741e-02, -2.400578626856714193e-02, -9.687881086118672880e-02, 2.637551793510468576e-02, -3.197049422492119486e-02, 1.290049885903186977e-01, 1.350809235750067283e-01, -1.390627396067843635e-01, -1.346777175736557641e-01, -1.147774645603569788e-01, -4.233512013478469421e-02, 1.384112404300313626e-01, -3.630549863929726645e-02, -5.503514762886084488e-02
1.957000000000000000e+03, 7.724257757715533024e-02, 1.704003736045204831e-01, 7.471237585971922390e-02, -1.095933895356338561e-01, -1.508622684994803953e-01, -1.309665221373259442e-02, -2.682335923630582361e-02, 6.118524561775123827e-02, 1.121561411940011771e-01, 1.966466311912736520e-01, 9.770993197435552668e-02, -1.838698537881571227e-01, -3.445056604308944365e-02, 6.995724288650134737e-02, -1.208592780691772062e-01, -9.433103364513344830e-03
1.958000000000000000e+03, -2.491771526326625186e-01, -2.298257065884459424e-02, 5.285076301088795919e-03, -1.546037578343815722e-01, -1.012471328584650526e-01, -1.559408814767490048e-01, -2.669207637151252421e-01, 3.106797298683059306e-03, 4.265336936806796153e-02, 3.357638952595069504e-01, 7.380434321976464540e-02, 1.011629200001275403e-01, 1.521600302313251274e-01, -3.296516168838461436e-01, -1.359884563388799421e-02, 6.822761797610547158e-03
1.959000000000000000e+03, 3.492513122012283781e-04, -1.238960973693679635e-01, 6.577342183986573110e-02, -1.143919322247406029e-01, -1.105296905989612208e-02, -2.048834381742275224e-01, -1.893570186568037939e-01, 2.435852612053882871e-01, -8.244586421291583145e-02, -8.929013347088063379e-02, -1.789523982695178372e-01, -1.410797319034373665e-01, 1.517623772332819809e-01, 1.697945031542340555e-01, 7.262778802361032071e-02, 1.461676099933851558e-01
1.960000000000000000e+03, -2.301626736668563322e-01, -3.503270790114817457e-01, 2.615446361967339525e-02, -1.977093083261498019e-01, -1.088520661387756550e-01, 2.110245161760752886e-02, -1.100152491919485914e-01, 2.580724645214491075e-01, -1.218707186681789040e-01, -1.395961495757589432e-01, -1.944793375892023835e-01, -3.839796453771365248e-01, 8.272373591822120009e-02, 6.058477540341136724e-02, -5.651213909546983286e-03, -1.361210932212264871e-02
1.961000000000000000e+03, 2.197233749698698502e-01, 1.791855565060802569e-01, -1.122302556932954221e-01, 2.165584724268535335e-02, -2.294143552553098986e-02, 1.609404876526893957e-01, -6.342858367416322196e-02, 3.917606353207198633e-01, 3.806157666822038849e-02, 3.871389538651073825e-02, 1.522408552390119678e-02, 8.169660961840244373e-02, 2.774682255781515949e-01, 9.170765076872743060e-02, -8.583844419357002098e-02, 7.326736302973307392e-03
1.962000000000000000e+03, -2.290936449412113718e-01, -1.589680377548568502e-01, -8.226633416524570253e-02, -1.096000752838182241e-01, 2.255861460325562021e-02, 1.355937943901137643e-01, -2.830167568284434609e-01, 4.403631676163782815e-01, 1.944202566302396518e-01, -2.393388173283865321e-03, 1.799906370748243223e-01, 3.614201043141647141e-01, 5.319224466902081061e-02, -1.833202371467034242e-01, 2.044648243814083804e-02, -5.723697442738139018e-02
1.963000000000000000e+03, -1.186593828392619177e-01, 3.948367333413180802e-01, -2.849693537153738521e-03, -1.681386360123277371e-02, 1.542132230683067665e-02, 4.455445560090849355e-01, -2.860622822118955369e-02, 4.361790253963193642e-01, 1.686178924518955957e-01, -1.478516633634772287e-03, 4.490127783806265038e-02, -1.596802717349542489e-01, 1.900630806170384712e-01, -2.846101783066495305e-01, 1.175605959492952157e-02, -3.517837130929177963e-02
1.964000000000000000e+03, 3.172455073802560865e-01, -2.128358938531708100e-01, 9.252213851985009729e-02, -5.649919097681082442e-02, -1.691074884558648461e-01, 4.148242048794986703e-01, -1.312505475258332333e-01, 3.916628466540006959e-01, 2.696881721205107371e-02, 2.033629744444420337e-02, 7.762055653587167370e-02, -3.299438570402444815e-01, 2.444940202791191786e-01, 2.679524289423312888e-02, 2.449525145388223302e-03, -6.963356478990780606e-03
1.965000000000000000e+03, 2.219183805097384166e-02, -1.150245667852524585e-02, 8.316570944430960732e-02, 2.441846085672945976e-01, -7.209440759814688716e-03, 4.464529693950706757e-01, -1.733781189453288962e-01, 3.711649144027935887e-01, 5.935958203196552846e-02, 4.196608015861291729e-01, -4.678879446442547191e-02, -2.630371400306326102e-01, 1.181524957234914713e-01, 1.833324154171993570e-01, -2.360260762926741709e-02, 3.508850106156675974e-02
1.966000000000000000e+03, -2.475597269804928613e-01, 1.790475922993192415e-01, 1.190908043158486924e-02, -3.042937387732231810e-02, -3.024114864114427637e-03, -1.791124888395728698e-02, 8.356113351960636759e-02, 3.928002291794197576e-01, 2.810837781034865313e-03, 1.571444123111764291e-01, -5.709041926553844876e-02, 1.134354208156408139e-01, 1.239761279202334643e-01, -4.905313650257467351e-02, 1.383943944247062185e-01, -9.543656489802042342e-02
1.967000000000000000e+03, -2.825636146882821997e-02, -1.587826777653040811e-01, 8.418901600956656128e-02, -1.292345442559373649e-02, 5.621510346317041412e-02, 1.307123095061113738e-01, -1.670769857876567011e-01, 3.040218528908446016e-01, 1.252627636951491874e-01, -8.063271881327868651e-02, 2.594641594551710343e-03, -1.643959160845261461e-02, 2.591275591169016623e-01, 1.940319639047604072e-01, -1.324056933834407146e-01, 2.100136314351724598e-01
1.968000000000000000e+03, -3.467394332604710645e-03, 3.355663266557502161e-02, 3.258656739759367704e-02, -1.592207543695835781e-01, -1.608653600324084221e-01, 1.401228439390819203e-01, -4.982612293883811883e-02, 8.568322922080606752e-02, 4.766803936405265146e-02, -7.913469492430103003e-02, 1.153222946450815217e-01, -1.235612640281733288e-01, 2.962483872368976145e-01, -3.700596902692593337e-02, -2.899963696458897344e-02, 1.910489333897728570e-01
1.969000000000000000e+03, 4.042174627806833370e-03, 6.707313615764680381e-02, -2.658566428160725678e-02, -1.086806024332002789e-02, -1.461178697412947036e-01, 3.479071222413183256e-02, 1.580739508983700914e-01, 1.835481675815664737e-01, 5.961201024164217155e-02, 2.938959788948307117e-01, 1.711110968631960076e-03, -1.724104750056919544e-01, 1.262408697909087052e-01, -1.543716459792615625e-01, -4.127061172858857707e-02, 1.138823464764872617e-01
1.970000000000000000e+03, 1.489662217098787211e-01, -1.533596928860034812e-02, -3.859710308266992018e-02, -4.663341104253791031e-02, 2.515172408672881887e-02, 1.028563485089614843e-01, -1.224796458885810402e-01, 1.550107705691006477e-01, 1.996738762907203368e-01, 1.729002778807264828e-02, 2.665360887475180796e-02, -7.753979882222161724e-02, 1.838046573839172415e-01, 5.025179593836070352e-02, 2.517365152699911016e-03, 1.822764797302623696e-01
1.971000000000000000e+03, 9.401790703758609868e-02, -1.096422447120977556e-01, 6.040113181107886059e-02, -5.447636703983443213e-02, -1.943525238408261857e-01, 1.468356541336054977e-01, -2.290330108052420488e-01, 2.800495071250934109e-01, -3.537408701428609165e-02, -1.338463305627365096e-01, 1.896513989228647556e-01, -8.182418979474639920e-02, 3.021236091108903676e-01, -3.074805937722058791e-01, 1.666907292878571159e-02, 6.754557294679561230e-02
1.972000000000000000e+03, -8.016626882342128835e-02, -1.326246375449555426e-01, 4.330183392983909252e-02, 1.796702058604938979e-02, -6.545141209077613709e-02, 3.203760565629609758e-01, -2.801892248115463446e-01, 4.211817372815211957e-01, 7.875508007013086453e-02, 2.618192321688723179e-01, -5.513012687430644126e-02, -2.524537353057969558e-01, 6.692091262889993120e-02, 2.177390783237407590e-01, -4.705413400308119942e-02, -8.600979183551975271e-02
1.973000000000000000e+03, 2.119084713031206893e-02, 1.261322989993222121e-01, 1.333258270993769867e-01, 4.647434234642051215e-02, -1.097796944072976649e-01, 5.156647089371824144e-02, -2.186270057377386611e-01, 4.659405768707109430e-01, 7.675986663722884906e-02, 6.872782439618779771e-02, -8.965660299644660769e-02, -2.549113772383720597e-02, 3.247895224442926554e-01, 1.348251535179058880e-01, -9.120573389411254506e-02, 9.179908836072056544e-02
