year, UKESM1-0-LL, CESM2-WACCM, EC-Earth3-Veg, IPSL-CM6A-LR, MPI-ESM1-2-LR, NorESM2-LM, TaiESM1, NorESM2-MM
1.878000000000000000e+03, 5.867175389638608655e-10, 1.516060291396982255e-10, 3.321829829409096356e-10, 6.213247979027267365e-10, 3.619593128518691880e-10, 8.999809575946284317e-11, 7.521798484366965596e-11, 9.001738086414299999e-11
1.879000000000000000e+03, 5.926687268517215443e-10, 1.464548629529937217e-10, 3.338731127598306296e-10, 6.159415854274158791e-10, 3.599587351904769123e-10, 8.972970530132376471e-11, 7.496741332953603820e-11, 8.971743694850522981e-11
1.880000000000000000e+03, 6.580472251074571327e-10, 1.657358749981627458e-10, 3.251546502027777878e-10, 6.104337915653619252e-10, 3.500760468398844005e-10, 8.946868098074688998e-11, 7.464661037005779713e-11, 8.932156837153119196e-11
1.881000000000000000e+03, 6.484783254611136955e-10, 1.718503911928456626e-10, 3.480196369494164267e-10, 6.250391920426262128e-10, 3.590528810585479141e-10, 8.096506416979474377e-11, 6.714269919030210319e-11, 8.028974304641212357e-11
1.882000000000000000e+03, 6.220481928526090008e-10, 1.643904268921195260e-10, 3.315527217832615826e-10, 6.581192939155338129e-10, 3.643371415710624143e-10, 8.105169643292804797e-11, 6.700070057691094492e-11, 8.024608709464806446e-11
1.883000000000000000e+03, 6.654685115735557700e-10, 1.549436656305681556e-10, 3.423708275712741133e-10, 6.940476885041252825e-10, 3.674599359330360640e-10, 8.098882292461467065e-11, 6.704705528089694248e-11, 8.032365639228372745e-11
1.884000000000000000e+03, 5.606801481478451229e-10, 1.661141778860111804e-10, 3.344319220577613114e-10, 6.535586826375048586e-10, 3.653591184424244657e-10, 8.101606518922545411e-11, 6.698504200518332076e-11, 8.043068756034318741e-11
1.885000000000000000e+03, 6.594175983893802344e-10, 1.519038228771757024e-10, 3.329119018437424964e-10, 5.848935010957831277e-10, 3.636331545085115697e-10, 8.111722459702277724e-11, 6.697313190286582306e-11, 8.047663441113245385e-11
1.886000000000000000e+03, 6.616063180955226209e-10, 1.511687595444749080e-10, 3.491091433037733686e-10, 6.352045979759030584e-10, 3.666539457883683849e-10, 8.113261291085495024e-11, 6.704238552567057377e-11, 8.054549795598536550e-11
1.887000000000000000e+03, 6.380437179990943813e-10, 1.518408715879454339e-10, 3.447944725012105523e-10, 6.385766348386903547e-10, 3.776722510098999433e-10, 8.121051486306955853e-11, 6.709215447649334695e-11, 8.062878003887705307e-11
1.888000000000000000e+03, 6.114420935431204284e-10, 1.738514989971232649e-10, 3.775938125608001132e-10, 6.817493141420727707e-10, 3.817428536489390917e-10, 8.123297438612390130e-11, 6.716620693097098978e-11, 8.068821145682937882e-11
1.889000000000000000e+03, 6.578714336041400640e-10, 1.747378826880441170e-10, 3.602503360085136111e-10, 6.594984790103676280e-10, 3.750179721636174690e-10, 8.126764427221139209e-11, 6.717880303453659497e-11, 8.059342210918411941e-11
1.890000000000000000e+03, 6.277759630906972572e-10, 1.621647967938382173e-10, 3.488484913825967056e-10, 6.741041081074744367e-10, 3.531036420450198441e-10, 8.130535936477635343e-11, 6.717512268033162228e-11, 8.064688776041783798e-11
1.891000000000000000e+03, 5.633677758067672462e-10, 1.627997329010306480e-10, 3.791124059349524322e-10, 6.439871882490640528e-10, 3.521760703395221101e-10, 7.309028520124215347e-11, 5.950949485967321233e-11, 7.155682214633177595e-11
1.892000000000000000e+03, 6.229902698029898761e-10, 1.862466097319501557e-10, 3.726099834556312081e-10, 6.158209027423260631e-10, 3.634989283402801708e-10, 7.369258728010305932e-11, 5.972802191667750774e-11, 7.193732998689150969e-11
1.893000000000000000e+03, 7.491382262340118325e-10, 1.802891150700601475e-10, 3.640939983051025452e-10, 6.642562899803356997e-10, 3.707524905116573391e-10, 7.422276041237748530e-11, 6.009769740036239558e-11, 7.255110340785172243e-11
1.894000000000000000e+03, 7.179979394345813405e-10, 1.590452662504134501e-10, 3.857812490973036095e-10, 6.325050409882451387e-10, 3.685352889916285339e-10, 7.472793631989566903e-11, 6.047469781119880081e-11, 7.319142175819688464e-11
1.895000000000000000e+03, 7.089809652860222265e-10, 1.548996397075762490e-10, 3.765134459075288196e-10, 6.333320664576035163e-10, 3.732806768306839600e-10, 7.527692632186903688e-11, 6.084408194744997594e-11, 7.373093540161559100e-11
1.896000000000000000e+03, 5.958093636584120986e-10, 1.511184326086226056e-10, 3.738238931431975783e-10, 7.030734699236530727e-10, 3.695815752927063541e-10, 7.577261667149053721e-11, 6.131845922859919167e-11, 7.430376951116387458e-11
1.897000000000000000e+03, 6.425969417882846102e-10, 1.890118634541670547e-10, 3.895404541119930657e-10, 6.987975427934329840e-10, 3.683654521773317310e-10, 7.627188812334051633e-11, 6.180909690815575191e-11, 7.492122650106151045e-11
1.898000000000000000e+03, 6.538441044871398248e-10, 1.915942772822033043e-10, 4.050782322517367796e-10, 6.716458528919319604e-10, 3.772452178070897794e-10, 7.678479976432826625e-11, 6.225047310468806872e-11, 7.555114359791002597e-11
1.899000000000000000e+03, 6.024141913719322366e-10, 1.839994673295524465e-10, 3.869327479061072311e-10, 6.347667271270208725e-10, 3.729164292855096764e-10, 7.725899004192308880e-11, 6.255689843010178228e-11, 7.612798611434376136e-11
1.900000000000000000e+03, 6.438778676071940421e-10, 1.745106836840221832e-10, 3.940638138463329761e-10, 6.247891752626194179e-10, 3.693887629084083525e-10, 7.770608093076643211e-11, 6.291598024584258258e-11, 7.674247167977978967e-11
1.901000000000000000e+03, 6.049603973548643478e-10, 1.617845642323108386e-10, 3.937575080140928588e-10, 6.596150162354660712e-10, 3.723672882588576044e-10, 7.668392676924758865e-11, 6.237156973933030393e-11, 7.620195887536344240e-11
1.902000000000000000e+03, 6.295011776760346539e-10, 1.784543848869367465e-10, 4.205916683597180995e-10, 6.626392502928485800e-10, 3.622937634328643685e-10, 7.290383278248092609e-11, 6.269900109990300898e-11, 7.582494749784658321e-11
1.903000000000000000e+03, 6.348198503611329309e-10, 1.842404595873122600e-10, 4.421560112081172002e-10, 6.387905255026133299e-10, 3.594531203308219694e-10, 7.340405714226388149e-11, 6.298299586214268277e-11, 7.648383555426760858e-11
1.904000000000000000e+03, 6.383493002445709999e-10, 1.674330155934634698e-10, 4.264973947503362142e-10, 5.965133941620125493e-10, 3.645557880891656280e-10, 7.396882087737957522e-11, 6.336256828889626442e-11, 7.709645951021224154e-11
1.905000000000000000e+03, 7.238545045469154864e-10, 1.639902808419093653e-10, 4.160670012347261068e-10, 6.664144354119164904e-10, 3.730807023284351873e-10, 7.449981195309235425e-11, 6.371457329544619532e-11, 7.769747778137182655e-11
1.906000000000000000e+03, 6.366162074508711901e-10, 1.739672487695305271e-10, 4.043734150272989075e-10, 6.743817078844316811e-10, 3.917533357830073944e-10, 7.501529243500116505e-11, 6.417538070446247535e-11, 7.835347734308666875e-11
1.907000000000000000e+03, 6.263034243013996033e-10, 1.916929619586235500e-10, 4.223352387247169388e-10, 6.837721465030876224e-10, 3.938197696385409422e-10, 7.548741647556136952e-11, 6.444974177201697810e-11, 7.899207865940141135e-11
1.908000000000000000e+03, 6.429727555173922428e-10, 1.894560456609949310e-10, 4.266317285648752492e-10, 6.878955779155014752e-10, 3.884334988279499031e-10, 7.595060118346007593e-11, 6.483599578178825000e-11, 7.941299202990097205e-11
1.909000000000000000e+03, 6.587273741189133191e-10, 1.626699607301388285e-10, 4.180156084194059731e-10, 6.817431272706827757e-10, 3.863739813136277233e-10, 7.644092397857246792e-11, 6.511422363797105763e-11, 7.999684996129960457e-11
1.910000000000000000e+03, 6.453277730569012468e-10, 1.713259768136777888e-10, 4.071730423912100425e-10, 6.739995232317571003e-10, 3.917184242596593230e-10, 7.690014141244189332e-11, 6.543730895296570885e-11, 8.056683994365123937e-11
1.911000000000000000e+03, 6.533915165641482684e-10, 1.792387863239578455e-10, 4.270790657184080261e-10, 7.218848599299593413e-10, 3.838863234349866597e-10, 7.748267032779056130e-11, 6.556461524849844531e-11, 8.103134913145490992e-11
1.912000000000000000e+03, 6.188534743916645557e-10, 1.765368701362971163e-10, 4.180886376195090703e-10, 7.224205210606930932e-10, 3.775163687484218280e-10, 7.841740568536292024e-11, 6.630809535050322540e-11, 8.207654867878836575e-11
1.913000000000000000e+03, 5.910082887369756914e-10, 1.702184308414449219e-10, 4.303555903051912867e-10, 6.620207870918256565e-10, 3.824741677337143797e-10, 7.912896825480416123e-11, 6.703097838544115218e-11, 8.304004767104349904e-11
1.914000000000000000e+03, 5.804350363167775703e-10, 1.799586582932113892e-10, 4.063310029521983420e-10, 7.130290080732227659e-10, 3.850834293040974023e-10, 7.972484482767197246e-11, 6.770962783654856469e-11, 8.399456770289904419e-11
1.915000000000000000e+03, 5.913523269544971413e-10, 1.866253230769267121e-10, 4.398820597734286231e-10, 6.970390989589693417e-10, 3.797235414384514817e-10, 8.034788818202110158e-11, 6.836431964374187567e-11, 8.492701771634371084e-11
1.916000000000000000e+03, 5.979864258338330241e-10, 1.732245757972371479e-10, 4.368761598196815552e-10, 6.764345850204628596e-10, 3.770251992448088748e-10, 8.092783425717017011e-11, 6.888893401364316731e-11, 8.571749871678162972e-11
1.917000000000000000e+03, 6.245777628057065552e-10, 1.961310240631311695e-10, 4.433581551027967937e-10, 6.813286703509975839e-10, 3.830416469276724941e-10, 8.148151172532131969e-11, 6.945661217949737299e-11, 8.641418925646212410e-11
1.918000000000000000e+03, 6.258137402976512716e-10, 1.986269496550120216e-10, 4.662442489665093190e-10, 7.268429617489366072e-10, 3.850543657747832545e-10, 8.199227554848850467e-11, 7.008986274473890549e-11, 8.707617082575608852e-11
1.919000000000000000e+03, 6.587601896977701518e-10, 2.180821135197058009e-10, 4.595223931265309863e-10, 7.915743023517818216e-10, 3.898658335365515690e-10, 8.254078702394162041e-11, 7.054800946289520705e-11, 8.783585300961599492e-11
1.920000000000000000e+03, 6.753962541325905231e-10, 2.090952625858021226e-10, 4.720431583125573093e-10, 7.674421949865883475e-10, 3.917142318288409741e-10, 8.302832323841078888e-11, 7.115110564985000046e-11, 8.851979944332786485e-11
1.921000000000000000e+03, 6.802555841247448548e-10, 1.988362245259000558e-10, 4.746563597320696965e-10, 7.536971766561230390e-10, 3.894079237502079660e-10, 8.255139069788542273e-11, 7.100393053975890571e-11, 8.806361090345263040e-11
1.922000000000000000e+03, 6.700797678103153328e-10, 2.082121499669549984e-10, 5.002170205987699031e-10, 7.103880167059903363e-10, 3.917133813019415939e-10, 8.512769368817048123e-11, 7.328998901046016397e-11, 9.066437887390330917e-11
1.923000000000000000e+03, 6.183400523382910841e-10, 2.219921437632318515e-10, 4.552291503913233555e-10, 7.920827337269704867e-10, 4.027263867024662646e-10, 8.765112069714702158e-11, 7.546884654605573819e-11, 9.325529101815243849e-11
1.924000000000000000e+03, 6.281725022232623261e-10, 2.211413109736457534e-10, 4.854832096138630865e-10, 7.705315756746430391e-10, 4.091053876326439685e-10, 9.002132548383521941e-11, 7.766328046619952299e-11, 9.566450677927904774e-11
1.925000000000000000e+03, 6.468162436935760332e-10, 2.113058847383943226e-10, 4.572852360542422084e-10, 7.801519639434638191e-10, 4.147236738944399454e-10, 9.252552730149809104e-11, 7.990915254681370240e-11, 9.828767609359825866e-11
1.926000000000000000e+03, 6.339474463652942334e-10, 2.144867090833031179e-10, 4.818081402347357637e-10, 7.939879903997148743e-10, 4.182427311436386738e-10, 9.487246319039001401e-11, 8.234835703961556027e-11, 1.008402865608932028e-10
1.927000000000000000e+03, 6.582229919168758945e-10, 2.182236241486957400e-10, 4.748926056446696460e-10, 8.124097367803310593e-10, 4.128097713285150881e-10, 9.745500697993142083e-11, 8.448304625371202574e-11, 1.034169901492127301e-10
1.928000000000000000e+03, 6.706639974525808483e-10, 2.124269825728272137e-10, 5.065790019002803812e-10, 8.274477348245821993e-10, 4.261045763390392181e-10, 9.994403675859251154e-11, 8.663193886404740276e-11, 1.061164026217956295e-10
1.929000000000000000e+03, 5.930878019843330716e-10, 2.150906295437028425e-10, 5.093725055666619006e-10, 7.601638895306687307e-10, 4.379641571367339323e-10, 1.024404557426903635e-10, 8.897321570368169927e-11, 1.088022889791336306e-10
1.930000000000000000e+03, 5.839926016447883344e-10, 2.173549476922177434e-10, 5.019506846593255197e-10, 7.654908007501286941e-10, 4.290097646646985003e-10, 1.042259617350613590e-10, 9.133554477214180252e-11, 1.108319533370733626e-10
1.931000000000000000e+03, 5.813750953703750618e-10, 2.106963722147887482e-10, 4.779459493247387999e-10, 7.926289384732630396e-10, 4.304872586263705619e-10, 1.067170377456615590e-10, 9.362016087648869135e-11, 1.134863641874668973e-10
1.932000000000000000e+03, 6.282412974457387446e-10, 2.134565116795962248e-10, 4.634760377238164254e-10, 7.888186036260179109e-10, 4.354691048358592327e-10, 1.097170230750094398e-10, 9.604285980824930590e-11, 1.165201435859114024e-10
1.933000000000000000e+03, 6.618600574613061714e-10, 2.177232297238762958e-10, 4.887920790813658707e-10, 7.560177223151575781e-10, 4.357139083071194897e-10, 1.125074314867430621e-10, 9.839183929982233158e-11, 1.194249927493262949e-10
1.934000000000000000e+03, 6.127447733777900111e-10, 2.322906656747148849e-10, 4.731307712247340749e-10, 7.228395324215268164e-10, 4.325151921589417075e-10, 1.152982133041641350e-10, 1.009007510414455057e-10, 1.223103502706812560e-10
1.935000000000000000e+03, 5.793091754655360947e-10, 2.098704764231936000e-10, 4.747831445064520768e-10, 7.640982495770679694e-10, 4.436814129724465826e-10, 1.170330845904242848e-10, 1.021307055584492644e-10, 1.241204587088560187e-10
1.936000000000000000e+03, 6.015201214515581739e-10, 1.892726909061526553e-10, 5.118167357083401220e-10, 7.433424206407044951e-10, 4.497566788620600932e-10, 1.198321983444140482e-10, 1.046538449139836578e-10, 1.269048171959737740e-10
1.937000000000000000e+03, 7.160353115148033805e-10, 2.127007003085180668e-10, 4.910756283487481434e-10, 7.919388663223214841e-10, 4.526543681408868721e-10, 1.227040632912294072e-10, 1.069791541880966495e-10, 1.297756168196165814e-10
1.938000000000000000e+03, 6.876766863792396767e-10, 2.201939364639299997e-10, 5.217629884558518516e-10, 8.388193990032095386e-10, 4.490587531045684464e-10, 1.255369159085563630e-10, 1.092571072841952539e-10, 1.327035218512866215e-10
1.939000000000000000e+03, 7.450617331350870684e-10, 2.136938939023350175e-10, 4.810392095762229871e-10, 8.325431057838799603e-10, 4.503880710711657210e-10, 1.283626066965932750e-10, 1.117860138090752073e-10, 1.356565404430134755e-10
1.940000000000000000e+03, 6.650766262303059491e-10, 2.040630918223795513e-10, 4.918500443564414957e-10, 8.369668487334404689e-10, 4.526728676349354434e-10, 1.312174444391655787e-10, 1.140235691375570820e-10, 1.385998582417194169e-10
1.941000000000000000e+03, 6.715800054174010163e-10, 1.953914415067287057e-10, 5.163589434754326342e-10, 8.071901176899038535e-10, 4.519859378748276457e-10, 1.327526435466311290e-10, 1.143312138143933729e-10, 1.401580568352696630e-10
1.942000000000000000e+03, 6.791491882236368590e-10, 2.138324708240650020e-10, 5.124102299134945709e-10, 8.229711627185122295e-10, 4.618638492467501358e-10, 1.352837438485068726e-10, 1.163840680344220991e-10, 1.429152376132462375e-10
1.943000000000000000e+03, 6.486634577474220850e-10, 2.410393164649051485e-10, 5.100010020741336777e-10, 8.206458018811149636e-10, 4.694531047966584752e-10, 1.378458495659524213e-10, 1.183103041562180193e-10, 1.456020278001217580e-10
1.944000000000000000e+03, 6.254858742378964845e-10, 2.280272882120825416e-10, 5.262990404954313455e-10, 8.506177994992134078e-10, 4.688241152517113384e-10, 1.403715295947432994e-10, 1.205230328474292508e-10, 1.483657259977550337e-10
1.945000000000000000e+03, 6.278802752374803401e-10, 2.324046119540715655e-10, 5.234362200959522464e-10, 8.347089860720940395e-10, 4.750300732008820494e-10, 1.428862559033491613e-10, 1.227137643691741036e-10, 1.509855193918563345e-10
1.946000000000000000e+03, 6.319360959974066977e-10, 2.199865867635519037e-10, 5.255881739877559017e-10, 8.457793999822094795e-10, 4.793974772225648646e-10, 1.453584196043332194e-10, 1.249549257525573264e-10, 1.536638734681046321e-10
1.947000000000000000e+03, 7.057974927127156257e-10, 2.170619138625830224e-10, 5.250883986595733595e-10, 8.142913641373680480e-10, 4.753577407201591201e-10, 1.478740786858535648e-10, 1.270350849037920782e-10, 1.563147554373444901e-10
1.948000000000000000e+03, 6.927975603316626305e-10, 2.206070826755496016e-10, 5.145006789673902831e-10, 8.409761845828771043e-10, 4.747595921847737902e-10, 1.503806984724568255e-10, 1.287789894263594399e-10, 1.589615104378270008e-10
1.949000000000000000e+03, 6.971536001487762154e-10, 2.119694583143137724e-10, 4.958578084893837886e-10, 8.759786967048808531e-10, 4.817651956785191759e-10, 1.529582634467454564e-10, 1.308534819924170280e-10, 1.617267863628599004e-10
1.950000000000000000e+03, 7.802621475059713695e-10, 1.997393528946584016e-10, 5.113063560315025594e-10, 8.984230296296810001e-10, 5.040136607393525067e-10, 1.578860803236320584e-10, 1.372384386239985575e-10, 1.634293499859882302e-10
1.951000000000000000e+03, 6.824484459044766666e-10, 2.098293540469796609e-10, 5.197896291692681222e-10, 8.507827201827986965e-10, 5.113510505239969160e-10, 1.565061782606632629e-10, 1.348191700042510930e-10, 1.663012599150495469e-10
1.952000000000000000e+03, 6.390632515770454449e-10, 2.242782916021420449e-10, 5.497450664973108813e-10, 8.583898677352231271e-10, 5.172496891552352977e-10, 1.613249545836064457e-10, 1.387274922977373237e-10, 1.713651343685160916e-10
1.953000000000000000e+03, 6.174057524940482199e-10, 2.350859598495232386e-10, 5.251201580015864734e-10, 8.206893464758492012e-10, 5.076051603805620345e-10, 1.661246337134956198e-10, 1.425662224647391054e-10, 1.761820221228376362e-10
1.954000000000000000e+03, 6.380767343438321201e-10, 2.554222426595491756e-10, 5.392581601581363877e-10, 8.891562054856099324e-10, 5.064311872766781336e-10, 1.712173614799908595e-10, 1.473972232587413807e-10, 1.816011520724519399e-10
1.955000000000000000e+03, 5.648850394788943410e-10, 2.487399061367666073e-10, 5.444288388193839850e-10, 8.776109106066045813e-10, 4.997108229905814008e-10, 1.761868856589175933e-10, 1.512959674369012272e-10, 1.866577556994451670e-10
1.956000000000000000e+03, 5.812398354556186707e-10, 2.263694251668418774e-10, 5.767815680889517182e-10, 8.578714865661410208e-10, 5.190948150834970150e-10, 1.805834954381530400e-10, 1.553056965594949899e-10, 1.915150104909542114e-10
1.957000000000000000e+03, 6.170139170802323607e-10, 2.349263645911706080e-10, 5.649616929808230532e-10, 7.765282688271187432e-10, 5.334128787825651175e-10, 1.854852327934921162e-10, 1.593089740088764034e-10, 1.963070424466290409e-10
1.958000000000000000e+03, 5.980154594800751184e-10, 2.413916349007523109e-10, 5.838552067821179573e-10, 8.264024383342191043e-10, 5.446333978891481506e-10, 1.906047512690574020e-10, 1.633792034114978698e-10, 2.014997335519387677e-10
1.959000000000000000e+03, 6.601239571044945414e-10, 2.426901386078825014e-10, 6.088466358632374404e-10, 8.575327562264828259e-10, 5.448699901414959214e-10, 1.956895874077526591e-10, 1.674033584699299637e-10, 2.067458456773880352e-10
1.960000000000000000e+03, 6.530312461906025510e-10, 2.442696107400350102e-10, 6.196265281833492576e-10, 8.615501749421882866e-10, 5.385562851448925171e-10, 2.007943540587901350e-10, 1.713216765490507419e-10, 2.117108872358245784e-10
1.961000000000000000e+03, 6.488762351660919900e-10, 2.721146508365252593e-10, 6.192272761018409727e-10, 8.463561803124575540e-10, 5.352632369678930841e-10, 2.062453858326651596e-10, 1.747777517768646541e-10, 2.169370249854917797e-10
1.962000000000000000e+03, 6.632351002491952591e-10, 2.995380614181939984e-10, 6.521133098565299643e-10, 8.929244646710853714e-10, 5.397818125375849468e-10, 2.239324004990945559e-10, 1.892195831578353847e-10, 2.361672361756003153e-10
1.963000000000000000e+03, 7.583048914033926886e-10, 2.919493082759392825e-10, 6.349585846724015819e-10, 8.663624304502897910e-10, 5.500025672159055162e-10, 2.191217991746667342e-10, 1.848411547872380113e-10, 2.297676296157569120e-10
1.964000000000000000e+03, 6.854425017674221671e-10, 2.795805844092720164e-10, 6.480500941233105184e-10, 8.811972940192667102e-10, 5.697411124126426779e-10, 2.229789192255637437e-10, 1.873761540178823456e-10, 2.338278924721507709e-10
1.965000000000000000e+03, 6.150410432203104483e-10, 2.857540336437993402e-10, 6.612456773974837781e-10, 8.416935079855959415e-10, 5.672325446614131369e-10, 2.263357033062524014e-10, 1.893811203262222459e-10, 2.375527718192246860e-10
1.966000000000000000e+03, 6.455755459796638771e-10, 2.912319179774567637e-10, 6.758566609377694813e-10, 9.082743147781670113e-10, 5.787278980490631739e-10, 2.270056961662091713e-10, 1.893231745352782247e-10, 2.376441360753117729e-10
1.967000000000000000e+03, 6.707830658288914689e-10, 2.942915478407400354e-10, 6.956381380884357267e-10, 8.262421924746480811e-10, 5.804726748115564558e-10, 2.286965092701804431e-10, 1.899951181559597629e-10, 2.394827645877685412e-10
1.968000000000000000e+03, 6.040834369160451322e-10, 2.969049273646520114e-10, 7.053120744069806295e-10, 8.473390271715865000e-10, 5.724148807349256921e-10, 2.274639014189235067e-10, 1.891052268032704695e-10, 2.391274343037090143e-10
