year, MIROC-ES2L, CMCC-ESM2, CESM2-WACCM, UKESM1-0-LL, CanESM5, CNRM-ESM2-1, GFDL-ESM4, MPI-ESM1-2-LR
1.879000000000000000e+03, -5.824671011592687475e-11, -3.043759850104450574e-10, -3.074762366484178666e-10, -6.454377386376490249e-11, -7.832253986804356042e-11, 1.189112949344702195e-10, -3.402717576457289853e-10, -1.386423490589413017e-10
1.880000000000000000e+03, -5.699290240585256863e-10, -4.313791425524942971e-10, 8.033362854206756859e-11, 5.364761039339292765e-11, -2.447066375566227764e-10, -3.801158401689019746e-11, 2.177939422067544330e-10, -1.109052866614705390e-10
1.881000000000000000e+03, 2.251547224515253436e-10, -1.905065816986757590e-10, -8.743318154823819428e-11, 3.577682516941956653e-10, -1.477147109598913677e-10, -5.946979486990882084e-11, 3.569036273528643246e-10, 3.793871124277027908e-10
1.882000000000000000e+03, -4.499860444362156534e-11, 1.448139158272979204e-11, -6.183193069944454670e-10, 4.598514188412120239e-10, 2.207491964296907192e-10, -2.083061010681103559e-10, -6.565869740764384703e-11, 3.012735999242542903e-10
1.883000000000000000e+03, 1.091998743160041775e-10, -3.448103868986328610e-10, -3.012661992558373154e-10, 7.295416080312967851e-11, 3.814648661538511460e-10, 3.613288559272136829e-10, -8.771932696049548096e-10, -2.815725550151449192e-11
1.884000000000000000e+03, -5.821124213815055360e-11, 2.414413576130449263e-10, 3.140526293400034946e-10, 2.099128411557373076e-10, 7.746596636123512701e-11, -1.255130970954026779e-11, -5.221891364502191537e-12, 2.123252084228026731e-10
1.885000000000000000e+03, 6.291223211466282165e-11, -1.283270755416501008e-10, -4.054795345144735455e-10, 3.284457815777259472e-10, 1.172669060547233323e-10, 4.973854808408558750e-10, -1.231881409560473202e-09, 3.398861323729081858e-10
1.886000000000000000e+03, 8.048236344664276667e-11, -5.821244920416777896e-10, 1.108641395780521365e-10, -1.482314598552003254e-11, -2.443353221607611309e-11, 1.628717987762159144e-10, -1.755741182231670284e-10, -5.852563800581771710e-10
1.887000000000000000e+03, 2.627903138262440351e-10, 2.510094624788550188e-10, -5.467625860736485048e-10, -2.358319897611492974e-10, -2.608884893073386628e-10, -2.163645819291319070e-10, 2.141799924113941668e-10, 8.909806531590101613e-10
1.888000000000000000e+03, 9.998435687404775568e-11, -2.312221822762071710e-10, 4.075219215985317832e-10, 7.195029425882406025e-11, -2.057671580761691220e-10, -1.149374288279550291e-10, -1.726959411746948697e-10, 4.551826279403893491e-10
1.889000000000000000e+03, 5.849220755698357514e-11, -6.161880169403746043e-10, 1.173651045295777740e-10, 1.461359617785423281e-10, 3.420041518611795778e-10, 3.437262946470025852e-10, 3.160754400333032867e-10, -7.165605374014091912e-10
1.890000000000000000e+03, -1.925725328877320961e-10, -1.602169560305283324e-10, -1.048545011545715823e-10, 2.645563177734623424e-10, 3.798292602652104746e-10, 5.143402660983944421e-11, -3.428601837138449793e-10, -3.900596347508003352e-10
1.891000000000000000e+03, 2.723447860409005885e-10, 4.823570248981797119e-10, 9.854152119450109941e-11, 6.767309805053524719e-10, 7.717978511453645269e-11, 2.686804792787351237e-10, -9.668833964553409768e-11, 4.538800677063836607e-10
1.892000000000000000e+03, 2.667597722528895948e-11, -5.289587579319572297e-10, 1.649926657009784136e-10, -1.030158692189380036e-09, -1.076083229087312291e-10, 2.964795665724268862e-10, 1.328393613891695206e-10, 2.029592168675941783e-10
1.893000000000000000e+03, 7.058968436614826421e-11, -5.138269337955142562e-10, -6.813037734082077798e-11, 1.058357970372238030e-10, 2.944853908399159212e-11, -9.048497673368494422e-12, -5.133529983769455091e-10, 3.511503441433519142e-10
1.894000000000000000e+03, -1.646928148166401711e-10, -6.019303861232034979e-10, -7.207767260314362768e-10, 5.059440099352488068e-10, 1.658173287885419830e-10, 2.139798732896939194e-10, 5.736535039420496241e-10, 2.280672688149573585e-10
1.895000000000000000e+03, 3.886934646189217766e-10, 1.851663312747144625e-10, -3.475356314775796939e-10, 1.469112403657799179e-10, -4.349810462771953864e-10, 4.596803870561630366e-10, 3.270963517637070572e-11, 3.556225910349776539e-10
1.896000000000000000e+03, 1.977871046721559587e-10, -5.582733450914804762e-11, -1.242516830509245275e-10, 3.017982123585928342e-10, -4.185647826057447579e-11, 9.060737778338301700e-11, -2.550258896670297046e-10, -6.051171772730313230e-10
1.897000000000000000e+03, -3.818376145142853568e-10, -4.450182279593517403e-10, 2.707810832037720722e-10, 2.686086958938001298e-10, -1.008105234605339016e-10, -3.032191963307489325e-10, 2.881297553536583941e-10, 6.489548895090230030e-10
1.898000000000000000e+03, 3.438981875525445419e-10, 4.544418498770250277e-10, -8.707356785764838911e-11, -5.317492925922111488e-11, 6.047321213437109331e-10, 4.862321890758300000e-10, 2.172198921186117961e-10, 3.744279933770345498e-10
1.899000000000000000e+03, -4.376679379737722528e-12, -8.317465891174130266e-10, 4.097449505678651253e-10, 1.023496461895069264e-10, -1.815604795441576023e-10, 4.351568006312306638e-11, -1.026134849102658080e-09, -3.304894667788239985e-10
1.900000000000000000e+03, -1.732726594045560496e-10, -2.910883322064568684e-11, 2.668578623905663705e-10, 3.926611734691448835e-10, 4.825997117026840115e-11, -1.609152530700993611e-10, -2.633234685254089307e-10, 4.112418995388100034e-10
1.901000000000000000e+03, -3.167138540690678099e-11, -1.171595734497486891e-10, -4.931868356935318975e-10, -1.034298148325574846e-11, 5.273493676540809684e-10, 8.471366580798626125e-11, -4.889092119449432774e-10, -4.179365997665285388e-10
1.902000000000000000e+03, -1.879806391692150394e-10, 1.875220247583827548e-10, -1.002537102643129104e-10, 4.905694870750610183e-10, 5.024066572159725178e-11, 9.184296351243296189e-11, 2.553633507032445735e-10, -2.400364540452310766e-10
1.903000000000000000e+03, 3.089891542529308935e-10, -6.527676719056274408e-10, 3.737642622488375401e-10, -2.255718684347879422e-10, -7.846339321788165483e-11, -1.832621824499340650e-10, -2.150671720132495814e-10, 7.616470522256105450e-11
1.904000000000000000e+03, -1.884751660309192546e-10, -4.785799713848178944e-10, -4.458027390595834341e-10, 4.340798623007865485e-10, -2.720370244666547821e-10, 1.455324204101838876e-10, -9.551174633079254235e-10, -2.072063134087325188e-10
1.905000000000000000e+03, -3.835915043861458552e-10, -5.545319933332218034e-10, 1.585763397630309173e-10, -3.524245362898891074e-10, 2.417248985596717758e-11, -1.429342789341609914e-11, 3.215907023859160766e-10, 7.665913611481868635e-10
1.906000000000000000e+03, -7.984096727038090317e-11, 3.863974409115587222e-10, -5.164435615805077894e-11, -1.641797736823908020e-10, 2.440642693864079468e-10, 3.099118617069545383e-10, -6.179483941343637674e-10, -6.316864287653251300e-11
1.907000000000000000e+03, -4.381224973961535154e-10, 7.150337400704937525e-10, 2.493287201703137395e-10, 3.190793229422490431e-10, 2.093942782378637091e-10, 2.524342588666128714e-10, 3.721682481587168723e-10, 4.210566030994454901e-10
1.908000000000000000e+03, -2.824650711518552252e-10, -3.882878201492180763e-10, -9.114300844974397923e-11, 3.794411489642578566e-11, -2.420904826306043402e-10, 2.867323351088381102e-10, 2.870727614756858320e-10, 4.516813562212640078e-10
1.909000000000000000e+03, 2.206775629578704792e-11, -8.060078706061389427e-10, -1.662552620521891461e-10, -3.468805217995005438e-10, -3.812854798246935553e-10, 3.294999512082977174e-11, -5.296193117259276556e-10, 6.770518027010234947e-11
1.910000000000000000e+03, 1.765440764501941268e-10, 4.148212835735028456e-10, -3.409343889514062921e-10, -1.218467857137207425e-10, -1.227574318029801202e-10, 2.725450054598736825e-10, -5.935307642492251431e-10, -1.911334535996403251e-10
1.911000000000000000e+03, -3.624277393802741880e-10, -1.396164231161901201e-10, -1.783614144347269363e-10, 3.473305128284007710e-10, -3.529143964946734488e-10, 9.902504608085606732e-11, 1.477441803298730700e-10, -5.422814547559158359e-10
1.912000000000000000e+03, 2.191384441999692188e-10, -4.013945836972564253e-11, -1.883571979868664988e-10, -5.718051046749344845e-10, -1.085636938143570678e-10, 6.536522883586722493e-11, 4.911741909995922689e-10, -4.063543557615476417e-11
1.913000000000000000e+03, -1.426631973058719830e-10, -9.933359750479024828e-11, 7.645275331877506245e-11, 5.233021866691030890e-10, 2.094232240586057066e-10, 3.194687650130844084e-10, -2.809072518439612755e-10, 3.494774440379238683e-10
1.914000000000000000e+03, -3.206410574920338342e-10, -3.351971965691656088e-10, 1.372691754619213613e-10, -3.061350459088011002e-10, 2.183999897763021064e-10, -4.893676004322653786e-11, -2.332760345747914897e-10, 4.186375949669091074e-10
1.915000000000000000e+03, -4.491488146827956243e-11, -1.122046386554552287e-10, 5.728264334079713492e-11, 1.417070879682658816e-10, -1.395557626249717658e-10, 4.983826681565240828e-10, -1.791171901829398241e-10, -5.205807375230917836e-10
1.916000000000000000e+03, 2.478022198757004243e-10, 7.633197553701060948e-11, -2.547734578976258611e-10, -4.082725921002165238e-10, 3.170209085459286013e-12, 1.301777399863046523e-10, 1.217680196036381897e-10, 4.064978517908741292e-10
1.917000000000000000e+03, -8.256394641418844865e-11, 1.792999110485403583e-11, 4.417032123550761733e-10, 8.613048965448434452e-10, -7.452647825202473894e-11, 1.020387726661944044e-10, -9.732279955742564096e-11, -5.233593709693653352e-10
1.918000000000000000e+03, 5.266532393559199468e-10, -9.494463788099185727e-10, -8.255443849020206030e-11, -1.696300302060287359e-10, -2.154721234203559694e-10, 1.015361162715791368e-10, 2.205866769049710860e-10, 5.573232069139544924e-10
1.919000000000000000e+03, 1.208286656429336883e-10, -1.934391695334477800e-10, 5.626624503381965459e-11, -1.307657016758003027e-10, 1.825930867781472562e-10, -1.985847578118075129e-11, -3.330046335077457093e-10, -6.695725434548330878e-10
1.920000000000000000e+03, 1.066077246719703798e-10, 1.954743810777107677e-09, -3.628156436243983638e-11, -3.430982823891463049e-10, 2.313668321969852611e-10, -5.847685191649984586e-11, 2.431231218110739277e-10, 4.598027395937239443e-10
1.921000000000000000e+03, 1.373609275247738398e-11, 6.885151501225796068e-10, -6.409347195248264472e-11, 4.712525301415990015e-11, 3.414327681431494202e-10, 3.022522328113173684e-10, 5.552548975789737460e-11, 2.284758824152665975e-10
1.922000000000000000e+03, 6.059001589708246330e-11, -1.176713051609756858e-09, -3.391360811537129416e-10, 6.743969249153602343e-12, -3.332731535763733318e-10, 3.482639969776844198e-10, 1.312841792615601997e-11, -3.087166957193559199e-10
1.923000000000000000e+03, -2.994751645772950456e-10, -9.269449968831791585e-10, 4.213194915803395738e-10, 7.250751451478200195e-11, 1.051125905745779631e-10, 2.985273303572928062e-10, 1.952589302519967438e-10, -7.463006384946484138e-11
1.924000000000000000e+03, -2.148923550546412407e-10, 3.079953155792487718e-10, -4.848931412399143688e-11, -5.318834614919045393e-10, -4.880891001777621884e-10, 1.925186781343047381e-10, 3.437725146509007560e-10, -5.541806866709631478e-10
1.925000000000000000e+03, -1.149119430565273235e-10, 4.645289428673863667e-10, -4.155719586488642009e-10, 4.873367141146005978e-10, -8.867124967667762654e-11, 6.579940556720169251e-10, 2.186435536295418413e-10, 7.738995020889357916e-10
1.926000000000000000e+03, -4.168071143441804382e-11, -5.394181605604749981e-10, 1.573483630820974657e-10, -2.320744019824038532e-10, -1.792666027544788634e-10, -2.911536378889451646e-11, -2.126832372337704018e-10, -3.915041191487306397e-10
1.927000000000000000e+03, 2.569225315525899210e-11, -6.200049115828722524e-11, -3.372244829142866380e-12, 5.752064474349111911e-10, -2.415278138515796387e-10, 7.251177440976333579e-11, -4.485931951357161578e-10, -2.391819348725020321e-10
1.928000000000000000e+03, 2.963156988236472610e-10, 2.722324331437789334e-10, -1.214899968826974917e-11, 6.864929010062399534e-10, 5.243570127049941904e-10, 1.227153339283051530e-10, -3.670400975584523315e-10, 9.824713731447205784e-10
1.929000000000000000e+03, 2.615032914726760193e-10, 2.028788811720207081e-10, -3.123826658313524900e-11, -1.463446030231104020e-10, -1.696955528971771116e-10, 2.279835432085020992e-10, -1.080362689783303437e-10, -3.673134769556489084e-10
1.930000000000000000e+03, 2.902964113728288599e-10, -5.920436669150455869e-10, -2.249705025795364036e-10, -1.544490572504828641e-10, -3.443192972100751386e-10, 1.594143948637866233e-10, -2.206583801263099746e-10, -6.469529458159097724e-11
1.931000000000000000e+03, 3.018069172618005055e-10, 3.048568443981439314e-10, -7.860008549881896791e-10, -4.209916438792490053e-10, -4.866931933864090252e-10, 3.312081147364280130e-10, 3.963282162844456675e-11, 2.069696860101861316e-10
1.932000000000000000e+03, 1.846402777693778194e-10, -1.575046719279246072e-10, -2.317526823174187323e-10, -2.061412821311501083e-10, 5.164996115283598472e-10, 3.281507775437979197e-10, -6.929253139912745640e-10, 2.215039056002445515e-10
1.933000000000000000e+03, -1.871556394605760257e-10, -5.114986254413733569e-10, 2.998988792361114151e-10, -2.099284193516066298e-10, 3.316335569142513569e-11, 4.747272192566861921e-10, 3.382803651301830980e-10, 1.448565128476115930e-10
1.934000000000000000e+03, -2.273275500457465770e-10, -9.701371044247045171e-10, 4.106881707814092157e-10, 1.716872919238136003e-11, 1.997203865505917199e-10, 1.452514860710076467e-10, 6.577785573277812161e-11, -9.773197261319828980e-13
1.935000000000000000e+03, -1.574149804896455131e-10, 1.293761728081065098e-10, -9.181980557142300447e-10, -2.760724033837732181e-10, -1.762846782094228831e-10, 8.731763532255712849e-11, -5.477821953673582526e-10, -3.089772060756626291e-10
1.936000000000000000e+03, -1.591773312260279268e-11, 7.884278843590980044e-10, -3.352284447846820845e-10, -4.623822029926404923e-10, 3.848803736789548053e-10, -1.034758223182424568e-10, -4.183795124769931282e-11, -1.608055230068005027e-10
1.937000000000000000e+03, 2.653935424242997006e-10, -4.150291929618705990e-10, 3.537195299503141245e-10, 4.910193319233877434e-12, -1.000001175867081580e-10, -2.162698898199435646e-11, -2.156093579433270355e-10, -1.465883418292451002e-10
1.938000000000000000e+03, 1.616373153689260474e-10, -8.980753864869612536e-10, 2.083590670587904429e-10, 4.872109325169946152e-10, 5.007091986021742360e-10, 5.881659737653599430e-10, -5.511267509998956519e-10, 3.247069681732801375e-10
1.939000000000000000e+03, -1.500142614653494319e-10, 4.233443796039494160e-10, 1.799910240437047210e-10, -3.745127458661158060e-10, -1.520055010751940339e-10, 3.208330709003747685e-10, -8.741535670006269752e-10, -4.422349855524444720e-10
1.940000000000000000e+03, -1.302821350540831489e-10, 1.863072538498930647e-09, -1.431368901710861902e-10, -4.964102881977573192e-11, -2.671688843972173731e-10, 9.509838640547686522e-11, 8.854557536881803640e-11, -2.754002237388354804e-10
1.941000000000000000e+03, -2.051604294633254723e-10, -3.927948447025439584e-10, -5.288849493251480719e-10, 1.321525910023181545e-10, -1.472748807968388508e-10, 4.999500295691570269e-10, 5.786149478445177482e-11, 5.619049662926321282e-10
1.942000000000000000e+03, -2.676472358270242508e-11, -1.379088664630111082e-09, 4.116574883669238788e-11, 4.071306754319967964e-11, 2.852248463912826516e-11, 4.881706760478923311e-11, -4.279334802484566038e-10, 4.305930814942582110e-11
1.943000000000000000e+03, 1.497007976526193683e-10, 4.870438388575172140e-10, 7.354413602263747820e-10, 3.688078583045738292e-10, 1.945306229559427614e-10, -6.115799645610054475e-11, -5.653530915141298046e-11, -1.411078213925031398e-10
1.944000000000000000e+03, 1.338329319690876701e-10, 1.455628362571267878e-10, 2.373904654381759727e-10, -6.802035752038865694e-10, -4.284588783389021764e-10, 2.745080492090987175e-10, 2.529300160003082625e-10, 5.837116560688724207e-10
1.945000000000000000e+03, -1.454927163020860986e-10, -3.992710733714910527e-10, 3.010475335666501535e-10, 1.794869526785108629e-10, -1.548477760229660971e-10, 2.880155860479446573e-10, 4.150239362196437779e-10, -1.900502970428412438e-11
1.946000000000000000e+03, 2.331000925540428114e-10, -4.862116618496830300e-11, 3.578477103532720829e-10, 1.498758709350285606e-10, -1.403075451799336286e-10, 8.074751189561026813e-10, -9.327739899849011203e-12, -3.702101370294327683e-10
1.947000000000000000e+03, 4.783585998590211616e-11, -2.443870461722216754e-10, -6.013215092080906048e-11, 1.066526998241301275e-10, -1.195721977656612538e-10, 2.830031612840876472e-10, -5.458015244698515571e-10, -1.333671262703318871e-10
1.948000000000000000e+03, 2.516945988930598263e-10, 4.946168558478343245e-10, 3.103394236094173233e-10, -2.603719478455492318e-11, -1.330674817284109295e-10, 3.978543891777244544e-10, 1.296981509823433654e-10, -2.876481813521128861e-10
1.949000000000000000e+03, -2.767224905705169421e-10, 6.026605745716954871e-11, -3.069919906871546670e-10, -3.293832148112956540e-10, 3.801670264086117579e-11, 1.720742059209233088e-10, -3.042644636350637688e-10, 5.101474118174212535e-10
1.950000000000000000e+03, -1.462846003122270808e-10, -8.755007865722944735e-10, -2.446864696263133533e-10, 2.166765714537119907e-10, -8.904982418666680567e-11, -6.093035577658393382e-11, -3.016414334990765258e-10, 4.682771121333833884e-10
1.951000000000000000e+03, 2.802881687872060735e-10, 8.624693500290282959e-11, -2.681060291343142474e-10, 6.427235784475651623e-10, -1.617393348786397175e-10, 1.080600827848898228e-10, -2.294985274003509108e-10, 2.326826131610270632e-10
1.952000000000000000e+03, 3.925200763781813125e-10, 8.669611742333424711e-10, -4.451135296752232331e-10, 5.106380385105592147e-10, -5.813781188216702575e-11, -2.485433408824429380e-10, -3.895208233480725672e-10, -2.469307705837327884e-10
1.953000000000000000e+03, 3.591544109471185393e-10, -9.612375411720839948e-10, 1.295487047190937323e-10, -1.834139758705510010e-10, 7.205107504639920318e-11, 1.100430953908377635e-12, -1.030397315076350876e-10, -2.569591658574087001e-10
1.954000000000000000e+03, 4.153560061220700115e-11, -8.230004062568844967e-11, 1.281931616130272819e-10, 2.500403119606327387e-10, 1.844940677581894612e-10, -1.367135769654274974e-10, -2.975921957277577524e-10, 1.166715572781047588e-11
1.955000000000000000e+03, -1.145905585492615001e-12, 6.714498880639603243e-10, -3.804834884065843560e-10, -5.652291315790082908e-12, 2.929431185446454699e-10, -2.285861498109700140e-11, -8.437129341367061244e-11, 2.140028923869535653e-10
1.956000000000000000e+03, -1.150395795649234197e-10, -5.219107094995566278e-10, -2.637736758442344847e-10, -5.886926084736288504e-10, -6.523225989837906821e-11, 3.650802387363241695e-10, -8.687520437897185285e-11, -4.615406828880170157e-10
1.957000000000000000e+03, -9.361444164449853529e-11, 2.697716037892331500e-10, -4.107554041443191788e-10, 2.103082931787115042e-10, -2.978042205888337163e-10, 3.037699438653654936e-10, -7.288860783291174336e-11, 4.652111393850680915e-10
1.958000000000000000e+03, 4.134729238671782934e-10, 4.037223999782143039e-10, -2.756673844916738088e-10, -6.784343986574204769e-10, -4.201134009729896604e-10, 1.148902831054133046e-10, -7.253186559332871425e-10, -6.350027298029658013e-11
1.959000000000000000e+03, 4.123923592304896725e-10, 1.364032985560059078e-10, -3.009411709335342743e-11, 9.509062186084889786e-13, -3.108435678664999001e-10, -2.219206914427051116e-10, -5.145503719982972789e-10, -3.317235072664797574e-10
1.960000000000000000e+03, 2.247898144560283319e-10, 3.773685506595462717e-10, -2.963734727277480431e-10, -6.266636946957767270e-10, -5.372465138518440134e-10, -3.291600981847880345e-10, -2.989505633261009971e-10, -9.580387220703857355e-10
1.961000000000000000e+03, 7.539798614368152187e-10, 7.773711974901354927e-11, -6.246305795788016139e-11, 5.982406259711088880e-10, 5.884663971636557898e-11, 1.033524890461430614e-10, -1.723580227254128357e-10, 4.934830031625008656e-10
1.962000000000000000e+03, 1.445422486898964751e-10, -3.374674651738431234e-10, 6.142074456694330656e-11, -6.237530511918772883e-10, -2.978223881447012063e-10, 5.256151519859030680e-10, -7.690571943982954270e-10, -4.272334743625227697e-10
1.963000000000000000e+03, 5.164689934830971120e-10, 2.127012408698048593e-10, 4.198791082479219049e-11, -3.230737898361509067e-10, -4.568924791968408243e-11, 4.562074291606838693e-10, -7.773329701266075806e-11, 1.068617591548505468e-09
1.964000000000000000e+03, 6.643772170599693796e-10, -3.285686449618154000e-11, -4.604319917458936762e-10, 8.637640439835398358e-10, -1.535283980543188357e-10, 7.421448395403393376e-11, -3.566544220724140638e-10, -5.813352059042541196e-10
1.965000000000000000e+03, 3.210623564856454574e-10, 1.180382035711326605e-10, -1.962927365739836490e-11, 6.042169654860153015e-11, 6.635364353844375734e-10, 1.604769522248674431e-10, -4.711300179549934163e-10, -2.786872692443275199e-11
1.966000000000000000e+03, 3.368872365691553142e-10, -6.288192648140676233e-10, -8.233811777743768841e-12, -6.740306353584616484e-10, -8.268743223418340527e-11, 9.365979644528565211e-12, 2.270653215925457437e-10, 4.863956811525374072e-10
1.967000000000000000e+03, 7.041417470786825747e-10, 4.889810193680269762e-10, 1.530578704118373143e-10, -7.693356874340628464e-11, -3.511762241168642843e-11, 3.389887626924456409e-10, -4.540075979185469442e-10, -4.349534079592192566e-10
1.968000000000000000e+03, 8.050122405703821278e-10, -8.318598786079965212e-11, -4.379910008655405060e-10, -9.440671281835929563e-12, -4.326594227764317097e-10, 1.290324925008385869e-10, -1.353952986547554138e-10, 9.583909028985971918e-11
