year, IPSL-CM6A-LR, NorESM2-MM, GFDL-ESM4, MPI-ESM1-2-LR, TaiESM1, EC-Earth3-Veg, CNRM-ESM2-1, CESM2-WACCM, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-LM, CanESM5, MIROC-ES2L
2.070000000000000000e+03, 4.249426663276087979e+00, 1.540307462538769157e+00, 1.305580487692258451e+01, 9.712607435299062786e+00, 7.014768933311601451e-01, 1.679835005034542750e+00, 7.394994398703187422e+00, 1.393998196761878861e+00, 2.290323077086209747e+00, 1.118468620465496555e+00, 1.374280327422081616e+00, 3.697497797555255428e+00, 7.844082990415373047e+00
2.071000000000000000e+03, 4.244620017537369172e+00, 1.579700176851334126e+00, 1.314380042181984010e+01, 9.746354958623964393e+00, 5.395558790418606421e-01, 1.731128525027954890e+00, 7.427640476808410774e+00, 1.445291167300448043e+00, 2.751170906183012743e+00, 1.099516078048761614e+00, 1.388860838839910627e+00, 3.613538369205733680e+00, 7.822477240637064178e+00
2.072000000000000000e+03, 4.267530278162342761e+00, 1.618744693956396974e+00, 1.333722019600918784e+01, 9.643915490130432033e+00, 5.906373069866540648e-01, 1.608720592963693852e+00, 7.443351470837454187e+00, 1.393471916848246117e+00, 2.899302412584132238e+00, 1.104096848171174816e+00, 1.366207670196340818e+00, 3.781773385150005495e+00, 7.759214208022128467e+00
2.073000000000000000e+03, 4.272816198407512367e+00, 1.566118811582951853e+00, 1.336972249152602288e+01, 9.585270042451792705e+00, 5.970688636336818345e-01, 1.591619879745430399e+00, 7.448959101103519664e+00, 1.410924542436475138e+00, 2.966863500693919686e+00, 1.116992387362801153e+00, 1.354503174111102659e+00, 3.857876353177056572e+00, 7.872408606044784207e+00
2.074000000000000000e+03, 4.285766375474602263e+00, 1.553495567786946197e+00, 1.323585276743304284e+01, 9.752766276153854719e+00, 4.026581685374541197e-01, 1.668137734965819297e+00, 7.478445271793142446e+00, 1.438028274231463399e+00, 3.157327779691252889e+00, 1.085328243680934612e+00, 1.367062962105787260e+00, 3.945465396014210313e+00, 7.923130215859475634e+00
2.075000000000000000e+03, 4.300220301443499871e+00, 1.621437010757965869e+00, 1.317887163398379613e+01, 9.814106661703819512e+00, 8.743126457020675701e-01, 1.610535056188795222e+00, 7.414172719992915717e+00, 1.411614379219141124e+00, 3.171753998706772215e+00, 1.098873433286346790e+00, 1.429565229424430317e+00, 4.056109178941484039e+00, 7.991705743856270416e+00
2.076000000000000000e+03, 4.269126120267391578e+00, 1.579624750051057847e+00, 1.339145449415909717e+01, 9.658296508317050666e+00, 6.272164573553193900e-01, 1.517759510101206244e+00, 7.482086742323115658e+00, 1.407776002360787704e+00, 2.478817432391385633e+00, 1.117573606851270940e+00, 1.378654324662755393e+00, 3.890027173863977339e+00, 7.964197972304458695e+00
2.077000000000000000e+03, 4.230758005589507320e+00, 1.548867578555749303e+00, 1.369872100600363218e+01, 9.619109687290993804e+00, 5.640961770835861699e-01, 1.669946488987453126e+00, 7.437121634525286851e+00, 1.455369634963701975e+00, 2.394067419727433865e+00, 1.109436490288351784e+00, 1.345331926908708065e+00, 4.063645816543122180e+00, 7.967718547693532827e+00
2.078000000000000000e+03, 4.233531449457538898e+00, 1.594066446605081122e+00, 1.371293897085936031e+01, 9.587671403158436689e+00, 6.467966125135318212e-01, 1.730815722530357537e+00, 7.480100942014097143e+00, 1.452903843833536879e+00, 3.157949369780859605e+00, 1.081434847365080110e+00, 1.401887488677050486e+00, 3.886474791641871818e+00, 8.008771725440752220e+00
2.079000000000000000e+03, 4.213476011555032485e+00, 1.687307573794699644e+00, 1.375902595952137020e+01, 9.706736012793195201e+00, 5.909680966722417050e-01, 1.624203508433002430e+00, 7.343937722941757507e+00, 1.413463841069411586e+00, 3.069339445603194161e+00, 1.072886472370998989e+00, 1.464059344716189814e+00, 3.999447853691287413e+00, 8.046379196042527937e+00
2.080000000000000000e+03, 4.199594603906173340e+00, 1.641651774053884738e+00, 1.394946919802034202e+01, 9.766309739596149342e+00, 5.927887481918652224e-01, 1.518117932145208515e+00, 7.384814876119460969e+00, 1.449085247947858868e+00, 3.301402119216866993e+00, 1.090035905251191206e+00, 1.446234024114403605e+00, 4.073816599242362280e+00, 8.047189154862545379e+00
2.081000000000000000e+03, 4.224678139487805240e+00, 1.597350843631429651e+00, 1.397755040832883644e+01, 9.758210715933095969e+00, 5.272835079029010164e-01, 1.653136881884479159e+00, 7.325733137501124759e+00, 1.486588737086453671e+00, 2.994565027763857579e+00, 1.094608918694339295e+00, 1.386477582091474314e+00, 4.054603296372905952e+00, 7.982818868778892352e+00
2.082000000000000000e+03, 4.239778567241672569e+00, 1.643494265526740161e+00, 1.395703911036242140e+01, 9.853259909733163013e+00, 7.679225193668228755e-01, 1.712685680964660895e+00, 7.279826966045978232e+00, 1.433463014277632341e+00, 2.364561732067667510e+00, 1.114466947099307159e+00, 1.416347672939041180e+00, 4.025991761884949227e+00, 7.989183515068618568e+00
2.083000000000000000e+03, 4.219751151074668805e+00, 1.635857259661664287e+00, 1.399436237362508884e+01, 9.869661791592351463e+00, 5.468031261029986378e-01, 1.751033604962905388e+00, 7.289721539042153253e+00, 1.463381176754370072e+00, 2.590818016537059787e+00, 1.136297923293598799e+00, 1.433717553584522353e+00, 3.907008362917898658e+00, 8.131290742553238360e+00
2.084000000000000000e+03, 4.186100332709791871e+00, 1.616105528515601186e+00, 1.412215448316442767e+01, 9.912335039734273323e+00, 4.037181804390724271e-01, 1.599013451952159715e+00, 7.293962695682846942e+00, 1.461999320078654074e+00, 3.198989285912853919e+00, 1.102254370817019824e+00, 1.430170018642852314e+00, 3.907192874505051261e+00, 8.173000431403131927e+00
2.085000000000000000e+03, 4.170045060222903111e+00, 1.632780708597916908e+00, 1.434194590615128106e+01, 1.008207429640073727e+01, 9.292927769323108267e-01, 1.661438807040117371e+00, 7.250890469011220141e+00, 1.455850447590404606e+00, 3.379962920415486405e+00, 1.079143033534819995e+00, 1.401736724931342604e+00, 3.916701515546428425e+00, 8.138285857474642171e+00
2.086000000000000000e+03, 4.144616623154792734e+00, 1.654189659678365620e+00, 1.449608785154497959e+01, 1.019652249459534410e+01, 6.804074841316081201e-01, 1.705711690546406700e+00, 7.227824246706566313e+00, 1.430288419592994575e+00, 2.891610845530902196e+00, 1.066280478510580387e+00, 1.407800560261458500e+00, 3.970052072533015952e+00, 8.058529635862024421e+00
