year, GFDL-ESM4, CanESM5, EC-Earth3-Veg, CMCC-CM2-SR5, INM-CM4-8, CESM2-WACCM, MIROC-ES2L, NorESM2-MM, NorESM2-LM, MPI-ESM1-2-LR, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL, ACCESS-ESM1-5, INM-CM5-0, IPSL-CM6A-LR
2.025000000000000000e+03, -1.197420935578317053e-01, 1.950041367320722030e-01, 8.968128562311133978e-02, -1.604317219595243760e-01, 4.361927836342806009e-01, 3.256437579705305785e-01, 1.079982189642494095e-01, 1.311572943711028227e-01, 2.742673343756739657e-01, -6.811976398841125546e-02, 4.287967433246982728e-03, -1.684629132239338911e-01, -4.324280183743995920e-01, 1.203811563347731012e-01, 5.917292483973848327e-01, -2.017402680151490491e-01
2.026000000000000000e+03, 6.341375413996122590e-02, 1.492641231093155552e-01, 5.749548855763044752e-01, -1.013800927831284060e+00, 4.867334488506434576e-01, 9.039173317876671165e-02, 2.708272274468672136e-01, 3.340766018151950512e-01, 1.556034614857815246e-01, 2.326237279174858397e-01, 1.523757267077932853e-01, 3.913338208995029155e-01, 2.770663405173593233e-02, 2.962147246754053276e-01, 2.907123106537352619e-01, 2.850282983372934287e-01
2.027000000000000000e+03, 3.238441757401110399e-01, 8.965779203020796118e-02, 4.694882284271457706e-01, 7.477852310926556001e-01, 1.254184396143673830e-01, 2.125464823271684400e-01, 2.189114831109083836e-01, -1.530554225936970603e-01, 1.391199684835984773e-01, 1.569028995939373283e-01, -3.372737843978550892e-02, -1.822473609965541697e-01, -1.200453534932500871e-01, -1.423878418280512259e-01, 2.197461333752557533e-01, 1.265192027688538112e-01
2.028000000000000000e+03, 3.223377604535183905e-02, -3.036422497016974531e-02, 1.865186416268138359e-01, 8.644895821423324023e-01, 3.855686389906500255e-01, 2.391586204701849905e-01, 2.009555705234200920e-02, 1.849425720460343148e-01, 1.791193223529334577e-01, 6.228037181694548452e-02, -1.459113770479348107e-02, 6.647398838022787471e-02, -1.354277283543279253e-01, -1.513269564495528519e-01, 4.966032619752552280e-01, -1.075024098070642559e-01
2.029000000000000000e+03, -4.100739095261565076e-02, 1.085225347911323163e-01, 7.874425475733576318e-02, -3.543142505616826421e-01, 4.984825116460345762e-01, 3.685873082734901218e-01, 8.337842459938804573e-02, 2.880678078470422232e-01, 3.739485293069142458e-01, -1.289666779012819120e-01, 9.855112170538048166e-02, -8.388746743346993107e-01, -1.332522610944744668e-01, -1.632743283490671604e-01, 3.346668776746923313e-01, -1.464395843774220773e-01
2.030000000000000000e+03, 2.589189299577842052e-01, 2.321107952396860574e-01, 2.981015959954645411e-01, 8.102488912736087456e-02, 5.401465521025016203e-01, 4.038420114614721390e-01, 2.988506066809810124e-01, 3.975998027604735197e-01, 4.031101518414283991e-01, 2.405699152262397167e-01, -4.815628757855082431e-02, 3.593924171649219290e-01, 2.536133362323377272e-01, 3.899535287808993944e-01, 5.400319336921329816e-01, 2.793434751293356610e-01
2.031000000000000000e+03, 3.333761533080434325e-01, 2.627066448138159482e-01, -3.880582721694070258e-01, 1.329487573499628199e-02, 5.510820700566582131e-01, 1.067422635815637455e-01, 2.304874709205637084e-01, 2.450557273183798790e-01, 2.360516067912244720e-01, 3.588870192014805838e-01, 1.687166876466696108e-01, 8.146809262888162761e-01, 1.503502252766290154e-02, 8.333569863744584583e-02, 2.089163732712366606e-01, 3.515291771382994535e-01
2.032000000000000000e+03, -2.746757039679415535e-01, 1.920692595047397699e-01, -4.024849538661238180e-01, -1.096791167394982613e-01, 5.185399314840458684e-01, 2.381388022203278498e-01, 7.383357285636507616e-03, 1.533702537359366846e-01, 3.322633558972258316e-01, 2.307932532066515052e-01, -5.893504604778546790e-02, -5.010014021825710540e-01, -2.971059570799799987e-01, -1.993918143711239932e-01, 2.706376687231245026e-01, 1.936955366209970608e-01
2.033000000000000000e+03, -2.752847827326133576e-02, 3.194971419621230324e-01, 4.338240680334342625e-01, -2.905707622661888312e-01, 2.230385778934514673e-01, 4.010136689921597331e-01, 7.922367895347233457e-02, 4.048664144414651500e-01, 2.261883134152418984e-01, 6.685135223024310513e-02, 8.950764656409310183e-02, -4.038612522442478481e-01, 1.316185607074432662e-01, -8.861288909388725932e-02, 2.283015888933532800e-01, 6.906406973467023314e-02
2.034000000000000000e+03, 8.512807356844480366e-02, 2.517545683982863602e-01, 3.727037451230046372e-01, 7.698439452994998433e-01, 3.485825541691456864e-01, 5.127662461519671977e-01, 3.204782197874143090e-01, 4.303206583052270884e-01, 9.221956977734101224e-02, 1.230255463831080726e-01, 2.935798507274379326e-02, 2.858897769730323613e-01, 7.036999477212826926e-02, -5.818762228365896572e-02, 5.216114504716129474e-01, 1.842022969406230115e-01
2.035000000000000000e+03, 2.981775044886853521e-01, 1.918920417180661198e-01, 1.150706337444064864e-01, 8.960402047300487505e-01, 1.233152283729326837e-01, 4.518997274906264017e-01, 2.445133385848150820e-01, 2.712242416631642783e-01, 3.123001019864542482e-01, 1.609253791092838115e-01, 1.180918090102800189e-01, 1.921799594913423948e-01, -1.076907443386049823e-01, 9.280878520652120767e-02, 4.855972476291541828e-01, -1.162075588141376209e-01
2.036000000000000000e+03, -3.933663879289724941e-01, 2.420428388274133980e-01, -3.397025856843899350e-01, -1.602029197057401877e-01, 5.129859116982711242e-01, 2.719627648619492022e-01, 1.768143879008093056e-01, 2.550162141986612174e-01, 3.724651265292147628e-01, 2.388240709999878975e-01, 1.841542195935266246e-01, -1.727828516468295494e-01, 1.016609551970264341e-01, -1.307892973897189191e-02, 8.413087369851247888e-02, 7.622468283250347088e-02
2.037000000000000000e+03, -1.600076893319919702e-01, 1.781948718614406457e-01, 5.054334272261576944e-01, -3.123998887220721388e-01, 4.673846705690171688e-01, 3.115043022341613677e-01, 8.116740960555100803e-02, 1.362870248387230976e-01, 3.117344298868071073e-01, 2.884795020117298381e-01, 2.227231124117795558e-01, 5.010720019323675611e-01, -5.197681541887028134e-02, -2.707764248659980111e-01, 3.963267983504544234e-01, 2.753984169273153149e-01
2.038000000000000000e+03, 4.464331837479085796e-01, 2.080798390868134617e-01, 2.875020010701834772e-01, -3.514192022094071999e-01, 4.771001018673946131e-02, 3.723852954193763720e-01, 3.263485407931788207e-01, 4.810980064125247035e-01, 4.398162229807484058e-01, -1.157059276718487156e-01, -1.405560937471856398e-01, 3.298243488257583400e-01, -1.779501638747021108e-01, 5.807160585234008576e-02, 2.887273176144042330e-01, -2.413324274676516557e-01
2.039000000000000000e+03, 3.323289192867968089e-01, 2.623061889372729216e-01, -5.285658040158508486e-01, 7.887781339136877845e-01, 3.762512748040123811e-01, 2.314066882411042192e-01, 2.220454481745868791e-01, 5.273756141048174806e-01, 3.202099660411784621e-01, 3.405219542549205863e-02, -5.092094951080997078e-02, -7.165150623816584075e-01, 1.877078642390659635e-01, 2.795055814167657360e-01, 2.473890295627034497e-01, -5.413290981690983827e-02
2.040000000000000000e+03, 3.183531696054779370e-01, 4.851610142057533603e-01, 4.658985189486405248e-02, 9.990656183351921404e-01, 4.461499409977283670e-01, 3.727773402931376379e-01, 1.972346634464268167e-01, 4.253790052716049930e-01, 3.312955752002024190e-01, 3.182866014294852275e-01, 2.286908385700956170e-01, 3.065441485277081157e-01, 1.078755600421809659e-02, 1.206614893846206377e-01, 5.963043284789437681e-01, 2.741614187868832153e-01
2.041000000000000000e+03, -1.256215293083057238e-01, 3.699201928018913121e-01, 6.440442538188857480e-01, -9.014755847305730430e-02, 4.245216479782158436e-01, 3.179311440400116040e-01, 3.534993894552622140e-01, 3.881059404286558157e-01, 3.861168556428946630e-01, 2.445420620543149737e-01, -2.368647446184635186e-02, 8.980450473199310668e-01, -2.865866548200312613e-01, 2.826015986118498580e-01, 4.793482546886511653e-01, -5.435010447000504638e-04
2.042000000000000000e+03, 5.381164440285085560e-02, 3.633755709947305013e-01, 2.692883072908458519e-01, -5.750086520744811941e-02, 7.056301247531731047e-01, 5.265515501705125834e-01, 1.704007526274672057e-01, 2.772342623042012288e-01, 2.939602205025521608e-01, 1.063828667854796045e-01, 2.128713362469355497e-01, -2.110747733142172844e-01, 2.472865011643293476e-01, -4.919645388015218140e-02, 3.993427454704941981e-01, 1.714152534412141105e-01
2.043000000000000000e+03, 4.983532211898268338e-01, 2.857289805470523136e-01, -1.828839599940315086e-01, -5.392013258918711971e-01, 3.209409578149676756e-01, 4.823973098134194393e-01, 2.229343751338423441e-01, 5.306744597633987759e-01, 4.106116006090477222e-01, 2.210085482852566785e-01, 4.011652557165512611e-03, -5.409960198296758227e-01, 2.797195863300675489e-01, -1.517316399969999841e-01, 2.522860186429969342e-01, 2.255036527406932279e-01
2.044000000000000000e+03, 2.382230362125804246e-01, 4.443510083632631336e-01, 4.306841023677054903e-01, 3.446616442357705590e-01, 4.522527027791518189e-02, 5.955269271436921530e-01, 2.404197463197036144e-01, 4.944900347796925000e-01, 4.014711783026051473e-01, -2.321119664737274768e-01, 1.870582977351185894e-01, 1.017593506647803125e-01, 9.309957246627584282e-02, 4.722083526207146616e-03, -1.659446129722702210e-02, -6.757992961071423998e-02
2.045000000000000000e+03, -3.726130674863928349e-01, 1.961883550080780469e-01, 4.251761350207072243e-01, 1.657171306078203177e+00, 5.685396033826700668e-01, 3.686022188756741258e-01, 2.642501548010592893e-01, 4.554515258100320652e-01, 4.727359405230569522e-01, 3.892511178145652284e-01, 1.843358537329378988e-01, 8.255267294704055070e-01, 8.985009712731432951e-02, 2.401541991044123525e-01, 1.443887697713857610e-01, 1.805141072885789177e-01
2.046000000000000000e+03, 3.247578692305478909e-01, -4.226145829484322797e-02, -1.240443225281833289e-01, 2.611527537596655124e-01, 5.876677823434444115e-01, 4.865354228521484581e-01, 9.323595984801429093e-02, 4.252280349335691989e-01, 4.419738513797618062e-01, 2.206453777318974005e-02, -2.422839999844045994e-02, -3.786590048958667770e-02, -1.492269832736340673e-01, 1.129213569338248097e-01, 3.438541732680492902e-01, -1.102040645671189673e-01
2.047000000000000000e+03, -3.624642632225941880e-02, 4.484289129431076049e-01, -1.162032792759971293e-03, -1.720005410315958716e-01, 3.078482005192705317e-01, 6.610887268326791633e-01, 2.269217090385237667e-01, 2.700459420607865257e-01, 4.605808318878447105e-01, 2.761537326446285023e-01, 7.498228206020658704e-02, -7.527531496385051479e-01, 4.388468081680291233e-02, -6.299409621000058579e-02, 2.473667610672705408e-01, 1.304046586492904891e-01
2.048000000000000000e+03, -2.095185342074951940e-01, 5.672608972824200180e-01, 4.043189826403347231e-01, -2.597188218820808414e-01, 1.085407043602914928e-01, 5.384991202624000994e-01, 2.624665452268483690e-01, 6.852223560553536430e-01, 3.764495102540517668e-01, 2.129345254562125811e-01, 1.623894499917832857e-01, 7.970062523857817105e-01, -3.704744445739394099e-02, -1.630832402779303081e-02, 1.290776794439373876e-01, 1.928558023689050660e-01
2.049000000000000000e+03, 4.846803290323032365e-01, 3.825362566582886092e-01, 4.021687623425236890e-01, 3.309954569815133363e-01, 2.861283550991503000e-01, 4.499858651606041260e-01, 3.574741911457811616e-01, 5.445710692962419941e-01, 2.700558913189811672e-01, 3.033051330419777036e-01, 5.947903125557428561e-02, 6.971376553372414797e-01, 4.322244064295473719e-03, 3.409245341814537422e-02, 2.426391481798778615e-01, -1.170028846355744279e-01
2.050000000000000000e+03, 2.137636604263385698e-01, 3.086071718122433416e-01, -1.852827091778650181e-01, 1.064647252008528833e+00, 5.634441885835496100e-01, 4.949914327686538162e-01, 1.045467767786293495e-01, 4.186259920137661017e-01, 3.887429527955613140e-01, 2.285392684130319596e-01, 1.029658785003638583e-01, -2.912519943146694712e-01, -3.470025623806694947e-04, 1.967026000895515936e-01, 5.644915307995223008e-01, 2.402995762286679049e-01
2.051000000000000000e+03, 1.706688058963276577e-01, -6.076498804954982846e-02, 5.693821313728424371e-01, 2.748389004797934243e-01, 3.275799948269370043e-01, 4.310081464217066505e-01, 2.946665946595637409e-01, 3.264034515590116259e-01, 5.185192833626363074e-01, 6.100193935187766398e-02, 1.419645349979854476e-01, -4.162220330249288835e-01, 2.265609277600560620e-03, 2.129615752557796060e-01, 2.967514459304718133e-01, -2.676117018461674282e-02
2.052000000000000000e+03, 5.569477564859096619e-01, 5.722188093973967771e-01, -1.161602824167197318e-01, -1.086199557238097246e-01, -2.280955644097782092e-04, 3.896075182814439097e-01, 2.364795475842797201e-01, 4.617112555156477338e-01, 4.188277752111134178e-01, 2.944985268521579380e-01, 2.211478333936700014e-01, -2.142355367202597727e-01, 1.112258008587587721e-01, -2.711520922269519129e-01, 5.102954995638810942e-01, -1.269840591409579500e-01
2.053000000000000000e+03, -1.597251544913996235e-01, 3.329946369714186227e-01, -2.547801334876577117e-01, -6.627265225817240146e-02, 6.167192929230579379e-01, 6.665939076766236315e-01, 2.154347854844233245e-01, 4.399055756564859143e-01, 3.582244817334142017e-01, 2.915812556878443762e-01, 8.117237679621824853e-02, 5.074091076070836870e-01, -4.196808047649953077e-01, -1.249554170379201107e-01, 2.872477722758211005e-01, 1.439608355117585614e-01
2.054000000000000000e+03, 4.741886255700953345e-01, 5.478648461731030483e-01, 7.863965233477453465e-01, 8.624138460843713272e-01, 5.228518186714636862e-01, 7.093805616975733530e-01, 2.600021823464061521e-01, 6.274315426432216514e-01, 3.733302996234570958e-01, 2.581449303844328136e-01, 1.328376222539069118e-01, 4.146906476847614931e-01, -9.856574309988508364e-02, -9.618073019685467739e-02, 4.016192916043772598e-01, 3.444489877800713251e-01
2.055000000000000000e+03, 8.608798312281472631e-01, 5.939112324172466373e-01, 4.460310269495257884e-01, 1.169334330672739730e+00, 2.814663274738462562e-01, 2.291297089686120392e-01, 3.219077377354119807e-01, 4.470483881025407169e-01, 5.371248050224918247e-01, 1.693001076061451671e-01, 1.685661192353024307e-01, 1.701714516178702563e-01, 7.814945424967852106e-02, -9.999385914428605970e-02, 2.737834669406836730e-01, -1.742999179332764548e-02
2.056000000000000000e+03, 4.835311893783966058e-02, 5.546041960556297168e-01, 3.672265351214096252e-02, 9.320552256087016874e-02, 4.655829741806230548e-01, 4.793235357569990418e-01, 1.802062455635382032e-01, 2.695626864920374066e-01, 3.786681875428344335e-01, 1.171109703296682875e-01, 2.303637495392472090e-01, -1.952075848553211368e-01, 1.950885068024720004e-01, -2.767368459827495436e-02, 4.515135395735503931e-01, 1.441755924108433992e-02
2.057000000000000000e+03, 2.544641079306101880e-02, 3.821419418984715599e-01, 2.538884236093848501e-01, -1.577121908557973240e-01, 4.633215410415656987e-01, 6.805389865951231299e-01, 2.034078838202868778e-01, 3.552019298283348725e-01, 4.348433252077257838e-01, 1.390483053158825533e-01, 6.754259212904339428e-03, -2.847427586349318140e-01, 2.429418940739291877e-01, -1.229612363925783464e-01, 6.651947248860017314e-01, 2.435081914368630585e-01
2.058000000000000000e+03, 3.721978598689428264e-01, 2.951576220647522120e-01, 4.137058677157621212e-01, 4.851772803413522683e-01, 4.123815310834766934e-01, 2.796245262545928312e-01, 1.359333758354992483e-01, 7.139423725228704054e-01, 3.607661026535752269e-01, 3.572984360327215447e-01, 3.321737008249017048e-02, 2.251165309740149612e-01, -1.549337421795334013e-01, -2.787422299544524140e-01, 2.342516373931775031e-01, -1.094785034386314831e-02
2.059000000000000000e+03, 1.130717424759309503e-01, 4.263161723620406129e-01, -2.169334341487576256e-01, 3.516655177864381754e-01, 5.250638139505985347e-01, 3.383443212602758599e-01, 1.690775175904387084e-01, 5.818243365880645390e-01, 5.516786884775196631e-01, 1.487831556457705207e-01, 2.521069083933337729e-01, 3.771032582285454571e-01, 8.473471807826611635e-02, 1.008882524961202815e-01, 6.319638776751090870e-01, 2.391555782650732764e-01
2.060000000000000000e+03, 5.028055351620365487e-02, 4.683203628492643711e-01, -3.213899463161167813e-01, -3.681396441806392139e-01, 1.497141689064477588e-01, 7.326018970900980420e-01, 1.818409154521091198e-01, 3.321438749781539523e-01, 4.825217844510786835e-01, 3.722616453947257820e-01, -9.864268442576717283e-03, 6.902351680636452658e-01, 1.117233097439082473e-01, 1.920732587061467142e-02, 1.890815163873412752e-01, 1.159838195856934540e-01
2.061000000000000000e+03, 1.958095348270484370e-01, 4.700197904285999262e-01, 6.245578227288136608e-01, 6.522825821444753203e-01, 3.401481668446363349e-01, 3.829922531871598479e-01, 3.955851285802285400e-01, 5.881883850604940900e-01, 3.291741287310709918e-01, 2.971488949224358467e-01, 2.700957085080738507e-01, -5.834233693823166478e-01, 9.918158129762844055e-02, 4.390733770914011236e-02, 6.934534535451775117e-01, 2.905588377757478257e-03
2.062000000000000000e+03, 1.330341165932347192e-01, 3.061855454466373416e-01, 7.577729891870846890e-01, 1.016121177547979038e+00, -1.859582786833092194e-01, 3.221582046316390224e-01, 2.991944165098716635e-01, 5.529358071126952989e-01, 3.427178844885541142e-01, -6.216044282475156196e-02, 4.363821865428496594e-02, -6.162231529940487285e-01, -1.060773922692913179e-01, -5.969528863893374532e-02, 2.456994243854785098e-01, 1.885476319526081107e-02
2.063000000000000000e+03, 7.186828647293740380e-01, 4.551259422281138667e-01, 4.022209336186772233e-01, 4.174770608357936119e-01, 1.470592668949411985e-01, 5.125349981703082314e-01, -9.736901487879125183e-03, 6.312037674029672418e-01, 5.534837864761057435e-01, 6.245067201270664697e-02, 7.939366353274945887e-02, 6.552261796020348861e-01, 2.384830964320764080e-01, 2.928665664380031841e-01, -5.616381919492915292e-02, -3.770153522270887347e-02
2.064000000000000000e+03, -1.576296362139898155e-01, 4.623193470122206050e-01, 8.395713623680176041e-02, 1.458072883831228739e-01, 1.785705684583024089e-01, 6.033642028445563854e-01, 3.040632304801237917e-01, 4.133094837728278348e-01, 6.199922264759661905e-01, 2.596131177953943103e-01, 1.531007881898301948e-01, 7.767557454129437877e-01, 4.940300709151786845e-02, 1.575935865863373198e-01, 7.667017648275216424e-02, 2.706022637501410144e-01
2.065000000000000000e+03, 8.008999476738024037e-02, 3.888448472999085914e-01, 5.483905642276324377e-01, 3.438492484481578404e-01, 6.654428999276900125e-01, 5.143158762640999138e-01, 3.148372249574514781e-01, 3.772188939357040693e-01, 3.336669142417064693e-01, 2.841494200731897735e-01, -4.296704458657301035e-05, -1.181393394558496873e-01, -1.067896595165000739e-01, -1.200740476608615215e-01, 6.348915163313504362e-01, 6.469737364241788524e-02
2.066000000000000000e+03, 8.883952756328771239e-01, 4.273559072652001189e-01, 1.954896272831720128e-01, 1.981925175957335028e-01, 4.143777862153147362e-01, 2.927541406239902999e-01, 3.349065383132220353e-01, 4.670943818115910195e-01, 4.355500307756098866e-01, 1.998829943934661291e-01, 9.000257233721596986e-03, -8.217224699864249526e-01, 9.877175656322433051e-02, -1.759601738414995065e-01, 9.050271355073243040e-02, -1.552387185367030686e-01
2.067000000000000000e+03, 4.335592425915093528e-01, 4.094377007788895240e-01, -7.758948025554398553e-01, 7.093379847267237137e-01, 6.667614324863064823e-01, 5.485507346219227198e-01, 1.133067299234096631e-01, 5.565319050786737831e-01, 4.950830671571012087e-01, 2.084970251518981355e-01, 1.951840424657961398e-02, 3.337146180290764264e-01, 1.665576866029579994e-01, -8.245732811749408031e-02, 1.235822434584740379e-02, 1.340542631468444601e-01
2.068000000000000000e+03, -6.793986302584059667e-02, 3.728206124358821039e-01, 1.848187891305182740e-01, -8.199515074430240302e-01, 2.978031210595256106e-01, 5.718866074008980283e-01, 2.214404158781601573e-01, 4.906479876964002784e-01, 5.187363466829987280e-01, 1.602328993208728680e-01, 1.059757886515982350e-01, 1.019749856130884647e+00, 3.500703298531112617e-01, -1.143459761392737195e-01, 4.652867845980387385e-01, 6.237673463544254893e-02
2.069000000000000000e+03, 5.610700147953973094e-02, 5.163922418996176322e-01, 2.098736340701440328e-01, 9.958303700763716515e-01, 2.812684935548329102e-01, 3.906180175687284373e-01, 3.509976847596571470e-01, 4.437509217322501698e-01, 4.171917888751905390e-01, 4.278092096898723495e-01, 6.908351601222194327e-02, -6.217298648595547261e-01, 1.168975103876658400e-01, 1.268445051577243854e-01, -1.770528821349431209e-02, 9.930198834854089829e-02
2.070000000000000000e+03, 4.793653444042135781e-01, 4.316297306552914215e-01, 7.255816893238637988e-01, 9.497786671622286958e-01, 4.185883621545208877e-01, 6.165294086381242211e-01, 3.379546830615356434e-01, 6.411304498233486582e-01, 4.291958292019980581e-01, 2.403004936358196231e-01, 4.420679153396388228e-02, -5.559937590387421802e-02, -1.107990554854859505e-01, -5.056380270271619397e-03, 2.028610465487913350e-01, 3.962688934331032309e-02
2.071000000000000000e+03, 4.798539996999702795e-01, 6.776137594124301833e-01, 3.078601165397150119e-01, -3.738484610392781016e-02, 2.345676414122297715e-01, 3.231112067433664636e-01, 1.781280930071700019e-01, 4.248252701384802044e-01, 3.744051021787723199e-01, 1.307001990861226537e-01, 1.495108398929363702e-01, 2.288455391871674349e-01, 2.602665719750746343e-01, -2.586908715389850122e-01, 1.720342813819040473e-01, 1.815049399864658020e-01
2.072000000000000000e+03, -1.778763415666564096e-01, 5.159249032074556540e-01, -4.560674005999129088e-01, -2.334293950207736931e-02, 3.610384746677693379e-01, 5.654724396449075652e-01, 2.741308115262354739e-01, 3.567270087236445453e-01, 4.166112966101572224e-01, 3.117838312754403485e-02, 1.090458470697531768e-01, 6.185930976840856715e-02, -2.887593573316711917e-02, 2.841892585432408413e-01, 3.378518462662755129e-01, -1.380256606172600986e-01
2.073000000000000000e+03, -3.154719211274953916e-01, 4.648424455461079852e-01, 2.549653270783583392e-01, 1.515727170377277055e-01, 4.048147655701657133e-01, 4.882313853519285596e-01, 2.848904888111893907e-01, 5.713584973685649215e-01, 5.004563829364269134e-01, 4.102603889931832337e-01, 6.662704429171791010e-02, 3.273757149847274922e-02, -2.991040804555676336e-01, -2.231569387777084246e-01, 1.687912700024231383e-01, 1.679626355274772831e-01
2.074000000000000000e+03, 2.577717964457099456e-02, 5.517580791101710513e-01, 6.561478179274461420e-01, -3.133747188684615770e-01, 4.481905055298719409e-01, 3.599063807857196817e-01, 3.202028071702570644e-01, 5.792568798021746623e-01, 4.694727300027855543e-01, 3.257299113844393523e-01, 2.263683250750736856e-03, 8.145482840321250917e-01, 2.081615807521374206e-01, -5.455640771574183506e-02, 2.169268649227027237e-02, 7.947680296000766975e-02
2.075000000000000000e+03, 8.400252755019418371e-01, 3.461820289066980250e-01, -5.158160212945915868e-01, 1.872684245236063416e-01, -4.791988928245353996e-02, 4.093780679727060390e-01, 2.452175490444875039e-01, 3.098327159205372383e-01, 2.723638887302555212e-01, 4.481701524409335141e-02, 7.582274337819636112e-02, -6.743554468548879077e-01, 1.627268589901908757e-01, 1.931657048689371936e-01, 3.441505703527264481e-01, -6.931090200342397700e-02
2.076000000000000000e+03, 9.212984587669250658e-01, 7.084924369903674579e-01, 2.588255376003355535e-01, 1.242647258613768679e+00, 3.941252469692186344e-01, 5.704695972948866656e-01, 8.650882835616514888e-02, 3.949701165753484178e-01, 4.711967191443932612e-01, 9.022412529809212267e-02, 1.311815239569281283e-02, 3.036104588096398271e-01, -1.689953532313561158e-01, 1.057219602357058336e-01, -6.942095208650886189e-03, -1.266966240359329865e-01
