year, NorESM2-MM, UKESM1-0-LL, ACCESS-ESM1-5, IPSL-CM6A-LR, CMCC-CM2-SR5, CanESM5, TaiESM1, GFDL-ESM4, CESM2-WACCM, CNRM-ESM2-1, EC-Earth3-Veg, MIROC-ES2L, NorESM2-LM, MPI-ESM1-2-LR
2.076000000000000000e+03, 4.470523438053612075e+00, 5.923996711981187602e+00, 2.623233110252387146e+00, 2.932428587725946389e+00, 4.043079352277526795e+00, 6.391732814829249598e+00, 4.100284412126445233e+00, 4.706957454846217637e+00, 4.123848743344491474e+00, 2.774325295605191144e+00, 3.350384741979810954e+00, 3.425053563070551199e+00, 3.912604315426905899e+00, 4.956609284084514400e+00
2.077000000000000000e+03, 4.608338325266512214e+00, 5.898138068805105050e+00, 2.675259632067408244e+00, 3.055765109147683845e+00, 3.976163340780411559e+00, 6.668755457675977993e+00, 4.069579898658552963e+00, 5.152151971038391842e+00, 4.016367035400104868e+00, 2.794531125027588825e+00, 3.225370980201277771e+00, 3.315783122344726941e+00, 3.924291105257485590e+00, 4.825955999126064988e+00
2.078000000000000000e+03, 4.629916014816168435e+00, 5.405189749210616235e+00, 2.656619613310011285e+00, 3.041261501871201922e+00, 4.337849901137185604e+00, 6.552913800208671979e+00, 4.184999839152452772e+00, 4.768350635619376554e+00, 4.171175074644926539e+00, 2.780651131858192571e+00, 3.397399991359232541e+00, 3.323293738970142019e+00, 3.886830875313818101e+00, 4.715523531283366765e+00
2.079000000000000000e+03, 4.496244443647472444e+00, 6.070817450034699192e+00, 2.589591178639454316e+00, 3.036303080059845616e+00, 4.444690270272559474e+00, 6.583936833223702934e+00, 4.162237160015691551e+00, 4.922885520069468335e+00, 4.263615715546706042e+00, 2.893281041389496266e+00, 3.702825832128520567e+00, 3.383417425899779563e+00, 3.783613266529050723e+00, 4.671164969142131085e+00
2.080000000000000000e+03, 4.573171092363367940e+00, 5.443188537792528869e+00, 2.630392111034937752e+00, 3.110229329648362739e+00, 4.017465770606145625e+00, 6.562515164476227625e+00, 4.304038622547230020e+00, 5.029141388208029362e+00, 4.182452837790709310e+00, 2.781144688813194321e+00, 3.392851359861777105e+00, 3.453417351540336799e+00, 3.838679243915752881e+00, 4.902280513095220726e+00
2.081000000000000000e+03, 4.546925298952994687e+00, 5.775455624581356417e+00, 2.642384256007680676e+00, 3.055253978862751296e+00, 4.212019071856717645e+00, 6.656148316622351402e+00, 4.126816934783351876e+00, 5.016327469871219691e+00, 4.173566745709679893e+00, 2.927480541779554191e+00, 3.199081188840122270e+00, 3.481865090725180689e+00, 3.943564951001038210e+00, 4.749005573177372597e+00
2.082000000000000000e+03, 4.487029613728579669e+00, 6.262571304480868406e+00, 2.636670258569114633e+00, 3.048343433465656283e+00, 3.963215183385361051e+00, 6.855179281531741609e+00, 4.404531999536733800e+00, 4.857825916191548465e+00, 4.234627760355950343e+00, 2.927458264683462819e+00, 3.342172171631994537e+00, 3.409695749533229403e+00, 3.886524916454948908e+00, 4.739706823414561399e+00
2.083000000000000000e+03, 4.559587048088028283e+00, 5.793843320185978918e+00, 2.714438201913532023e+00, 2.998642425715660753e+00, 4.150986539308977541e+00, 6.855985022381524630e+00, 4.268370682330004939e+00, 4.698166507934612213e+00, 4.167152464864948946e+00, 2.749066842405554212e+00, 3.522297371502247199e+00, 3.387643186034135834e+00, 3.739602107550433541e+00, 4.750709101295817582e+00
2.084000000000000000e+03, 4.697386867515209730e+00, 5.558523589791779962e+00, 2.700956032268886808e+00, 3.024964939338516956e+00, 4.410984616677232850e+00, 6.636014214868870553e+00, 4.017581147702864897e+00, 4.859942839416725668e+00, 4.058326700321555514e+00, 2.881501642001786934e+00, 3.650224915150848126e+00, 3.487885544428280138e+00, 3.934261810223286027e+00, 4.754602055414522965e+00
2.085000000000000000e+03, 4.721412829660957655e+00, 5.904476930386692857e+00, 2.621458854263717608e+00, 3.010046197050336492e+00, 4.201096506194389235e+00, 6.951134503415820731e+00, 4.624968613306636556e+00, 5.136233013561534833e+00, 4.216039978446230130e+00, 2.785064754031009393e+00, 3.225266168728067928e+00, 3.550702974196672912e+00, 4.019893159397386562e+00, 4.662111657728416070e+00
2.086000000000000000e+03, 4.731170280490511360e+00, 6.615486739848464026e+00, 2.643600302169694327e+00, 2.990473473752834010e+00, 4.320870568798338418e+00, 6.717327125878815863e+00, 4.301229650793623627e+00, 5.048433797616680430e+00, 4.200639043064896327e+00, 2.810759310395717137e+00, 3.457407202835413251e+00, 3.520315198299681647e+00, 4.119677728626098379e+00, 4.700066866447019542e+00
2.087000000000000000e+03, 4.751313036326149764e+00, 6.246665193739159960e+00, 2.586134279093075694e+00, 3.163481934369094972e+00, 3.903189085315471818e+00, 6.846690505248770542e+00, 4.046577433742245766e+00, 5.165572822744878501e+00, 4.191835045819068739e+00, 2.879571555257660176e+00, 3.579441031894524894e+00, 3.447809698536658196e+00, 3.982906832737639569e+00, 4.905796209462928381e+00
2.088000000000000000e+03, 4.587216097495342204e+00, 5.911425192457431699e+00, 2.669441901659730387e+00, 3.085591355843554595e+00, 4.241945991812928973e+00, 7.040991886746219564e+00, 4.203751970288909234e+00, 5.065646109075802705e+00, 4.224028695627640495e+00, 2.849286140714663240e+00, 3.838070247312686867e+00, 3.454374192256767007e+00, 3.840101586969467462e+00, 4.861654568497362661e+00
2.089000000000000000e+03, 4.757976510733453956e+00, 5.421921466901706843e+00, 2.597654852746212217e+00, 3.068477320344647374e+00, 4.538884510770854419e+00, 6.916249846448160987e+00, 4.410489588990001764e+00, 4.960423561850181073e+00, 4.348695375714934919e+00, 2.834491265621156053e+00, 3.505844495078076939e+00, 3.640606482017568091e+00, 4.011993928027165701e+00, 4.628041203362066369e+00
2.090000000000000000e+03, 4.719616312116099444e+00, 5.529694572704881850e+00, 2.590091540824994265e+00, 3.063093928194545512e+00, 4.380273692258331408e+00, 7.005317128590456299e+00, 4.242785764679305238e+00, 5.233869679242899586e+00, 4.200956905803187702e+00, 2.938557747675718979e+00, 3.275083215080917487e+00, 3.557190967430803763e+00, 4.079895519300510642e+00, 4.982232325152261332e+00
2.091000000000000000e+03, 4.790397780739705347e+00, 6.448839317008045136e+00, 2.606521938604581035e+00, 3.132614957124315591e+00, 4.206741964666749212e+00, 6.938142987035548437e+00, 4.193856266727611803e+00, 4.947232922797610399e+00, 4.449581731895638548e+00, 2.908013499433107274e+00, 3.296224326861772358e+00, 3.479882761596130081e+00, 4.010477318551151527e+00, 5.006490156418611726e+00
2.092000000000000000e+03, 4.804879963185394232e+00, 6.616256175396759254e+00, 2.724853353320490168e+00, 3.033721060566341610e+00, 4.042464661669432857e+00, 7.172733010942594412e+00, 4.053764756783972523e+00, 4.941153689588055897e+00, 4.478024134665127498e+00, 2.770645499114250843e+00, 3.863431383348345349e+00, 3.548238223207415665e+00, 3.885213957079285407e+00, 5.073128805285751497e+00
2.093000000000000000e+03, 4.801802697918442497e+00, 5.529781456272898410e+00, 2.731681173664044948e+00, 3.043707833505215454e+00, 4.009285935349106822e+00, 7.133747518587537861e+00, 4.334455652147289229e+00, 5.348751404918296259e+00, 4.380719904417036403e+00, 2.995401277190667511e+00, 3.609264576623157250e+00, 3.706490692147864863e+00, 4.142144063423669031e+00, 4.966748480878409033e+00
2.094000000000000000e+03, 4.751288178313743948e+00, 5.835783223610016002e+00, 2.730909001851753892e+00, 3.008149300505896573e+00, 4.526368337207075321e+00, 7.058938193794387139e+00, 4.706077431694330571e+00, 4.950118821641245503e+00, 4.440871085331584034e+00, 2.798357969256303868e+00, 3.522437048269418725e+00, 3.590077972899885506e+00, 4.232041642265298442e+00, 4.673494734014429497e+00
2.095000000000000000e+03, 4.836071970595843261e+00, 6.954373548787650350e+00, 2.684016377928406971e+00, 3.075520969226597678e+00, 4.489492093615494284e+00, 7.440040902229011266e+00, 4.330554906705789797e+00, 4.846383212488794889e+00, 4.356920819157670266e+00, 2.917214727556145970e+00, 3.265556693569157343e+00, 3.550976411767815311e+00, 4.173536616063199922e+00, 4.946300221903321415e+00
2.096000000000000000e+03, 4.848251660774714367e+00, 6.077607249160083214e+00, 2.679726837579569754e+00, 3.039782972940415995e+00, 4.459510233522360423e+00, 7.232925859193798601e+00, 4.253884920277990034e+00, 5.380376024008476143e+00, 4.497723497436727946e+00, 2.792473462091543457e+00, 3.621939961799865326e+00, 3.630676931598213031e+00, 4.003624757600712236e+00, 4.922002805260878411e+00
2.097000000000000000e+03, 4.909426571126696892e+00, 5.875781626281153081e+00, 2.675523783636965636e+00, 3.110281386704843332e+00, 4.174989288934661147e+00, 7.085235905248274513e+00, 4.063704390830960911e+00, 5.108471028555720217e+00, 4.326714659207969937e+00, 2.896207225833208998e+00, 3.460595456782201929e+00, 3.748172146842434493e+00, 4.122598221469804258e+00, 4.923419401719353772e+00
2.098000000000000000e+03, 4.795145325490974386e+00, 6.129431722877107802e+00, 2.637331830411612010e+00, 3.091308367097354903e+00, 4.232398245599391373e+00, 7.136942216888224166e+00, 4.409622672001582977e+00, 5.275643380656137360e+00, 4.450936455423335936e+00, 2.827633873653416341e+00, 3.324176618792352489e+00, 3.618110986515915783e+00, 4.205370138969024119e+00, 4.952990638724107164e+00
2.099000000000000000e+03, 4.863939036416755179e+00, 5.914085942932038265e+00, 2.609892183888925299e+00, 3.002431683418907760e+00, 4.605060871716854187e+00, 7.363505597865989571e+00, 4.530962148707570414e+00, 5.148697906923367817e+00, 4.568243307895296645e+00, 2.900863833530852531e+00, 3.545275134940656159e+00, 3.586683981896830797e+00, 4.001042540896645683e+00, 5.112426798854486698e+00
2.100000000000000000e+03, 4.779668067846443158e+00, 5.869019157824424404e+00, 2.637761471409184377e+00, 3.142476178686293142e+00, 4.581532745502304493e+00, 7.287740447885973083e+00, 4.222399767054317188e+00, 5.183843003231133117e+00, 4.307469497955708881e+00, 2.899539418307252259e+00, 3.940456095216960719e+00, 3.679102993623134310e+00, 4.039718854422578609e+00, 5.014904872024329663e+00
