year, TaiESM1, CESM2-WACCM, GFDL-ESM4, INM-CM5-0, CNRM-ESM2-1, NorESM2-MM, CanESM5, ACCESS-ESM1-5, INM-CM4-8, CMCC-ESM2, MPI-ESM1-2-LR, EC-Earth3-Veg, IPSL-CM6A-LR, NorESM2-LM, UKESM1-0-LL, MIROC-ES2L
2.051000000000000000e+03, 5.874042114906766976e+00, 4.288861203167440905e+00, 3.323229229089287529e+00, 2.538711880076830241e+00, 3.111731197982358754e+00, 4.189798352475123444e+00, 3.329855504028403690e+00, 2.166425639574366180e+00, 2.556583401865732519e+00, 5.283698115203251611e+00, 3.851320979322633509e+00, 3.892650589779345083e+00, 2.890376523891178717e+00, 3.720488295985291849e+00, 3.949664435316376121e+00, 2.723387816565315589e+00
2.052000000000000000e+03, 4.859845014939606855e+00, 4.180895109203741633e+00, 3.534621512064958893e+00, 2.569313243557677762e+00, 3.172013139702425377e+00, 4.149316528526481918e+00, 3.562249065789787839e+00, 2.043386840610124544e+00, 2.542946182542006994e+00, 6.186136713835325374e+00, 3.949063843647259819e+00, 3.874067849568854527e+00, 2.840644174869872973e+00, 3.750066218320538436e+00, 3.938181351428659216e+00, 2.716204905263884140e+00
2.053000000000000000e+03, 4.562985814670660112e+00, 4.298339908006781229e+00, 3.277139458724310117e+00, 2.554089676384703189e+00, 3.149821372916478790e+00, 4.137457560694351777e+00, 3.596458142262437097e+00, 1.971306708379141570e+00, 2.597652999401041107e+00, 6.020122366649984791e+00, 3.951524650684073769e+00, 3.764833936158974659e+00, 2.917315631247775265e+00, 3.728087508991834387e+00, 3.930897814178304195e+00, 2.704912079624138155e+00
2.054000000000000000e+03, 4.929356287814152360e+00, 4.455909829474927975e+00, 3.540396781057383535e+00, 2.565565081913970147e+00, 3.090726325997745327e+00, 4.253962232397862309e+00, 3.752802158685041967e+00, 2.006046609024731975e+00, 2.589127231328603340e+00, 4.879831312734340010e+00, 3.937517291324297730e+00, 3.917515461265642429e+00, 3.007405201480283896e+00, 3.660357185090620913e+00, 3.944843688560734751e+00, 2.698326223162355042e+00
2.055000000000000000e+03, 5.243228954971278277e+00, 4.430736763280405555e+00, 3.661835914405358494e+00, 2.556384425957199724e+00, 3.079678752678971954e+00, 4.275836622196385939e+00, 3.779339729479386900e+00, 2.001304212846011676e+00, 2.565848968853721157e+00, 3.805231333495307844e+00, 3.727070558440796155e+00, 3.946318764795366363e+00, 2.969705419731237139e+00, 3.741483810255791020e+00, 3.963781665506925123e+00, 2.773638666070831427e+00
2.056000000000000000e+03, 5.326647091458356797e+00, 4.337933616702597917e+00, 3.542559162005323170e+00, 2.561820771450910694e+00, 3.167402674350903613e+00, 4.259468836458415453e+00, 3.742180685897250392e+00, 2.015055779708691208e+00, 2.587831107755905968e+00, 4.595108460088410673e+00, 3.728052911778019674e+00, 3.857372319347478484e+00, 2.884943233150810027e+00, 3.787895886984267158e+00, 3.962039522321436191e+00, 2.798834218937408469e+00
2.057000000000000000e+03, 4.847664296475763024e+00, 4.450799525109652599e+00, 3.388479348602431163e+00, 2.575479683867384573e+00, 3.032912268270658629e+00, 4.122512455003729315e+00, 3.733963719019857574e+00, 1.992501722412664655e+00, 2.583910908495311798e+00, 5.947747011975751619e+00, 3.835564923296746809e+00, 3.865658591654021148e+00, 3.012867210732266710e+00, 3.815092083382846777e+00, 3.954575945161175721e+00, 2.726005110864158532e+00
2.058000000000000000e+03, 4.359904296212842034e+00, 4.444144773992114494e+00, 3.482235753361951236e+00, 2.554659500689174134e+00, 3.012880807876907596e+00, 4.286895799683806629e+00, 3.780224422982511268e+00, 1.909948959095040255e+00, 2.590253606750832827e+00, 6.579139609255718391e+00, 4.015799341270896328e+00, 3.905300671150384595e+00, 2.950591616618219337e+00, 3.809593903961304928e+00, 3.942177704235577451e+00, 2.734278440404626309e+00
2.059000000000000000e+03, 4.379264172393743770e+00, 4.255373825410180721e+00, 3.449286852346791221e+00, 2.578699442495723915e+00, 3.125625572913011574e+00, 4.441313438535762437e+00, 3.829580992718479848e+00, 2.003510249626186290e+00, 2.594605247375850965e+00, 4.911924370440654108e+00, 3.943690873261563201e+00, 3.849390653926830108e+00, 2.982501460292235063e+00, 3.857071703440726917e+00, 3.970457446701100679e+00, 2.799666112767297488e+00
2.060000000000000000e+03, 5.224907322032964707e+00, 4.436599135847328235e+00, 3.386856880796899283e+00, 2.547005530710819698e+00, 3.089787634728905275e+00, 4.421600191905493915e+00, 3.822212229096610070e+00, 2.035853583863094229e+00, 2.571143187792828133e+00, 3.848821854753021743e+00, 3.819999473349554364e+00, 3.789220753506167050e+00, 3.010390589578496368e+00, 3.982679690147724383e+00, 3.966501555371432897e+00, 2.814483912469872173e+00
2.061000000000000000e+03, 5.953573982135079490e+00, 4.557688587623069942e+00, 3.482840809611504440e+00, 2.598287709661968758e+00, 3.203809717893423059e+00, 4.434492286708169750e+00, 3.820506504871469478e+00, 2.044219386844830399e+00, 2.584392542751809518e+00, 4.958851100778582932e+00, 3.519926668163854355e+00, 3.887108203020322783e+00, 2.966628392298329420e+00, 3.968872029507442445e+00, 3.939308823541807669e+00, 2.811373338205541472e+00
2.062000000000000000e+03, 4.950609198688102452e+00, 4.412190075907927778e+00, 3.302819323602484314e+00, 2.555960555458542949e+00, 3.105979047899352530e+00, 4.512955353099614264e+00, 3.802329814648399697e+00, 2.029256073638744606e+00, 2.544531189083813594e+00, 6.259846309172282020e+00, 3.647168507439471963e+00, 4.052655796678736877e+00, 2.903167338162364164e+00, 3.836672393712711404e+00, 3.954986235578818121e+00, 2.717616199088548345e+00
2.063000000000000000e+03, 3.989931462605697199e+00, 4.433143164848861062e+00, 3.662772873935184137e+00, 2.516836431767614179e+00, 3.110702153801375491e+00, 4.576298255727252240e+00, 3.879548241263119479e+00, 2.117201492247251071e+00, 2.567844159297603568e+00, 4.356369155467817222e+00, 3.890606291896429259e+00, 4.039815425459827303e+00, 2.893670874462152209e+00, 3.938915738809005695e+00, 3.976259644704898566e+00, 2.761299501589709049e+00
2.064000000000000000e+03, 4.865969327661681554e+00, 4.581374690785161796e+00, 3.381548416866314355e+00, 2.538954403516311853e+00, 3.145023528933189816e+00, 4.578470920369238861e+00, 3.818416463668988570e+00, 2.161295813465212934e+00, 2.548555475305806617e+00, 3.525546948068269515e+00, 3.920451883633524925e+00, 3.951075235504394545e+00, 2.991879396224920828e+00, 4.070169879510070032e+00, 3.944638364229825722e+00, 2.823775676414269409e+00
2.065000000000000000e+03, 6.272209932453566061e+00, 4.642635669364283402e+00, 3.344985845549646175e+00, 2.566140213251633106e+00, 3.089472759909249078e+00, 4.500213732760183660e+00, 3.795994422393775380e+00, 2.068375272370294393e+00, 2.598498671403258964e+00, 4.738751013692443337e+00, 3.906168360950839524e+00, 4.021236887140018368e+00, 3.000818485872104535e+00, 4.062422420325595418e+00, 3.953723726334025024e+00, 2.799207552378524255e+00
2.066000000000000000e+03, 5.578702465881621997e+00, 4.562969874936391612e+00, 3.668253238454881160e+00, 2.534187048502481332e+00, 3.033297931509347567e+00, 4.433731518175066277e+00, 3.929591004578553814e+00, 2.023381800226824456e+00, 2.584681105809322421e+00, 6.297265342127642995e+00, 3.855063638782621371e+00, 4.022822550344123727e+00, 2.886073132777196903e+00, 4.036838624799952591e+00, 3.981244503259451673e+00, 2.788871807963997806e+00
2.067000000000000000e+03, 4.399353138619409798e+00, 4.490048806477508592e+00, 3.466055923346466727e+00, 2.533630573218177862e+00, 2.977866899482764396e+00, 4.494155737583034771e+00, 3.798845204432548694e+00, 1.934740680912152344e+00, 2.609403894441319149e+00, 6.262259679123971523e+00, 3.920863882765633690e+00, 3.876700968866635844e+00, 2.915770262169562255e+00, 4.036825878433728754e+00, 3.984447377653892897e+00, 2.857756120863557570e+00
2.068000000000000000e+03, 5.115968785337560831e+00, 4.595642117015599659e+00, 3.490889918371264056e+00, 2.567700083543040357e+00, 3.061683961211239424e+00, 4.528263797067200613e+00, 3.815127256780265430e+00, 1.999142904646992180e+00, 2.592934796964808442e+00, 4.601174271453174036e+00, 3.939395422364722954e+00, 3.911044863862839005e+00, 2.951470536813796564e+00, 4.139189672473761128e+00, 3.986754799335517685e+00, 2.862635835323218636e+00
2.069000000000000000e+03, 5.647251263864765392e+00, 4.593348210485857841e+00, 3.453818407113864897e+00, 2.525405334733159535e+00, 3.051294201109643556e+00, 4.512139016170293893e+00, 3.910371308276507030e+00, 2.033430874223743690e+00, 2.583379656190811779e+00, 4.075747803895868770e+00, 3.822592425198140909e+00, 4.054416488320676137e+00, 2.951699794445975744e+00, 4.113793701461283092e+00, 3.979253699156446000e+00, 2.864155622854106742e+00
2.070000000000000000e+03, 5.061147680613626854e+00, 4.654232992688527304e+00, 3.442290246791290365e+00, 2.549907792817209362e+00, 3.076655702949108839e+00, 4.570392910201203307e+00, 4.005782121842789145e+00, 2.065434098421976561e+00, 2.596672167155269939e+00, 4.841809756070206916e+00, 3.665867817638189585e+00, 4.119750925975955269e+00, 2.969819408171327169e+00, 4.031900539414897899e+00, 3.972659080262626929e+00, 2.859272264824332499e+00
2.071000000000000000e+03, 4.970234336322956636e+00, 4.670689305033821626e+00, 3.554426292108588736e+00, 2.543508212807137348e+00, 3.018085289121007708e+00, 4.647573117941758980e+00, 4.119949194474341603e+00, 1.936599957114133908e+00, 2.591572972249972739e+00, 5.989281610689171309e+00, 3.774137188811523380e+00, 4.100759601266708465e+00, 3.020385711864046030e+00, 4.075604514191436323e+00, 3.988796775898837854e+00, 2.890414096242212239e+00
2.072000000000000000e+03, 5.143471318307366147e+00, 4.701609824289576522e+00, 3.397587777747157478e+00, 2.556055078209894749e+00, 3.089839531290352159e+00, 4.563178048244096452e+00, 4.113917026102697605e+00, 2.095971090963193895e+00, 2.582068709344734980e+00, 6.269257973116166838e+00, 3.918742438295241826e+00, 3.927404952854861797e+00, 2.911266280848266774e+00, 4.050939876006415474e+00, 3.972404663497013377e+00, 2.922739821866590759e+00
2.073000000000000000e+03, 5.065111102051406355e+00, 4.751331096705783352e+00, 3.395287787504651433e+00, 2.541655623808634523e+00, 3.008057767905399693e+00, 4.583423912992013349e+00, 4.094839444336678902e+00, 2.023609214820491609e+00, 2.586268314865790341e+00, 4.793319411437881428e+00, 3.998219949723645694e+00, 3.971245713444267356e+00, 2.930273271682597880e+00, 4.129522092589141380e+00, 3.991381162851860509e+00, 2.903775023448591508e+00
2.074000000000000000e+03, 5.521284532695109881e+00, 4.734232863744919584e+00, 3.413923734974895208e+00, 2.536211652386518800e+00, 2.944901074747349856e+00, 4.717678486974742569e+00, 4.066662916992133781e+00, 1.957232763795640373e+00, 2.593435829980523799e+00, 4.071488722013627992e+00, 3.805383440791707095e+00, 4.045058378569779123e+00, 2.970307884854286762e+00, 4.254906709970105005e+00, 4.007259141488018095e+00, 2.918672066601085469e+00
