year, ACCESS-ESM1-5, NorESM2-LM, MPI-ESM1-2-LR, IPSL-CM6A-LR, EC-Earth3-Veg, INM-CM5-0, CanESM5, GFDL-ESM4, MIROC-ES2L, CNRM-ESM2-1, TaiESM1, CESM2-WACCM, INM-CM4-8, NorESM2-MM, CMCC-CM2-SR5, UKESM1-0-LL
2.075000000000000000e+03, 9.325755711920450608e+00, 1.021190427618606122e+01, 1.456405583487550359e+01, 9.006829551214766028e+00, 1.068710800583430753e+01, 1.705661060084425529e+01, 1.321162570268576175e+01, 1.127138984560274082e+01, 8.293503861466863469e+00, 1.063359413031204248e+01, 1.471637375226995559e+01, 1.133684559039931550e+01, 1.715583761410746533e+01, 1.198761716750057538e+01, 1.187305267733404790e+01, 1.353252843018191598e+01
2.076000000000000000e+03, 9.337673533477666155e+00, 1.055126472097181001e+01, 1.511391974482794787e+01, 8.718963687556248843e+00, 1.115008589691350593e+01, 1.674640178155649295e+01, 1.340478706171107959e+01, 1.180375314052928282e+01, 8.253859403906412595e+00, 1.038069508202969793e+01, 1.491566655372800732e+01, 1.169211529863739329e+01, 1.755697999325484204e+01, 1.203623914152677976e+01, 1.362863415620922325e+01, 1.403226066568795716e+01
2.077000000000000000e+03, 9.019100089724160441e+00, 1.088335891498661212e+01, 1.516643670617672868e+01, 9.633114348373188918e+00, 1.133449298831612673e+01, 1.697184087798296304e+01, 1.329844099941330349e+01, 1.121620670346696613e+01, 8.175629352234082603e+00, 1.059063426525034224e+01, 1.510845265037658791e+01, 1.137230585295665186e+01, 1.759151796499735809e+01, 1.267644141743674169e+01, 1.395889230186093499e+01, 1.468798530671188907e+01
2.078000000000000000e+03, 8.828937069748029387e+00, 1.109829690500859023e+01, 1.532400689656432569e+01, 9.247339527195498121e+00, 1.099752826622191471e+01, 1.679961723739662460e+01, 1.355572667182067903e+01, 1.097746699908481283e+01, 8.324059179523016994e+00, 1.032229009815841181e+01, 1.519170734388452537e+01, 1.136075852431773470e+01, 1.769928635714455822e+01, 1.320070585044325817e+01, 1.303339703211348599e+01, 1.323125310246308750e+01
2.079000000000000000e+03, 9.160197912373977402e+00, 1.060404108983761873e+01, 1.523163959617787455e+01, 9.100486587456705578e+00, 1.071375372049013563e+01, 1.754510895304962403e+01, 1.345905767198454228e+01, 1.144015200287700473e+01, 8.370282887136285765e+00, 1.118579360372148024e+01, 1.528874142737822339e+01, 1.203573591257181796e+01, 1.772925416619975891e+01, 1.251655442656563544e+01, 1.343290904632942251e+01, 1.484306443747111182e+01
2.080000000000000000e+03, 9.396760589912164008e+00, 1.050300123099713545e+01, 1.503783299855177980e+01, 1.002075642802150313e+01, 1.114423052134013226e+01, 1.704961288323240254e+01, 1.340235125060765853e+01, 1.097821850413397016e+01, 8.367566887921269014e+00, 1.068103925272381716e+01, 1.552195513176418906e+01, 1.172491834155759527e+01, 1.799810945840907195e+01, 1.218960541095591132e+01, 1.167452665571962100e+01, 1.370213485346232929e+01
2.081000000000000000e+03, 9.219802277363227105e+00, 1.071290853262532750e+01, 1.534892144886531717e+01, 9.531872640528474605e+00, 1.141617524332153444e+01, 1.692879992619797846e+01, 1.368121287033578781e+01, 1.103091629283141550e+01, 8.680214557140905285e+00, 1.116935429447284811e+01, 1.583261119795181671e+01, 1.151839980466762903e+01, 1.752543537951660824e+01, 1.259936317320868326e+01, 1.227648441074216201e+01, 1.337252287331329370e+01
2.082000000000000000e+03, 9.803384095855060210e+00, 1.080442468122381783e+01, 1.468232555219925572e+01, 8.993927723024235377e+00, 1.121685932155181575e+01, 1.739305789440148686e+01, 1.360363495788510413e+01, 1.114441024340819908e+01, 8.458225802979244534e+00, 1.117672038559030234e+01, 1.504557088321156932e+01, 1.186695495029679748e+01, 1.775625628854417926e+01, 1.245940864826775041e+01, 1.391291939596624339e+01, 1.533938691604058491e+01
2.083000000000000000e+03, 9.446297373440986078e+00, 1.070473648809640110e+01, 1.515491822649652853e+01, 9.013922004269867116e+00, 1.088310250276578195e+01, 1.718218023799035521e+01, 1.381791574054070182e+01, 1.127418283370475471e+01, 8.581191917936292768e+00, 1.073407908406818834e+01, 1.531001822739732710e+01, 1.143362129265634941e+01, 1.785915949216637344e+01, 1.236894560866118553e+01, 1.387394279324050572e+01, 1.454621595008368651e+01
2.084000000000000000e+03, 8.870534995819950197e+00, 1.066390684678230727e+01, 1.548970342493219654e+01, 9.213002376444654473e+00, 1.110453467067647360e+01, 1.737795015472391924e+01, 1.390038975373364494e+01, 1.143916774655856372e+01, 8.625885182674029039e+00, 1.055575704519290703e+01, 1.642919343923224673e+01, 1.149029637832854256e+01, 1.766818096945698713e+01, 1.292153804417510798e+01, 1.305380717802904655e+01, 1.346170707877383421e+01
2.085000000000000000e+03, 9.163532927494781433e+00, 1.093159331588993055e+01, 1.455017817541825131e+01, 9.105536071440930357e+00, 1.140248641155306686e+01, 1.695725208513529125e+01, 1.391600618759289532e+01, 1.151701922585218973e+01, 8.552988744073925176e+00, 1.090832749189868878e+01, 1.516685535077502145e+01, 1.138961952464699756e+01, 1.741917552485279330e+01, 1.294836513472608353e+01, 1.183940170306620310e+01, 1.424274732828021151e+01
2.086000000000000000e+03, 8.920043522046109175e+00, 1.141872120261004753e+01, 1.448670970472687181e+01, 9.375665994035070838e+00, 1.125436190593706343e+01, 1.711687067348345082e+01, 1.389534662650108032e+01, 1.081336008438279883e+01, 8.561989205255196467e+00, 1.087195257924099678e+01, 1.439165243151090223e+01, 1.184183803908169885e+01, 1.781536412664928193e+01, 1.298838293095540308e+01, 1.298704684064417592e+01, 1.525296362624831126e+01
2.087000000000000000e+03, 9.350983651016226972e+00, 1.108213120303686239e+01, 1.533249764736752319e+01, 1.017731202193291828e+01, 1.105456155771742921e+01, 1.782260995767686396e+01, 1.381175770264821345e+01, 1.145985573257371648e+01, 8.661864563228659719e+00, 1.110293557958013722e+01, 1.516093555789940162e+01, 1.166702334585845691e+01, 1.772428149252976581e+01, 1.312927414767993284e+01, 1.402788678258552224e+01, 1.617931004371349601e+01
2.088000000000000000e+03, 8.949494519208124998e+00, 1.055849673323633731e+01, 1.563598691139679353e+01, 9.308251957721651593e+00, 1.078326961795034755e+01, 1.709577638522632270e+01, 1.403591541500591688e+01, 1.152436010993673499e+01, 8.608070724166159593e+00, 1.080772812314142328e+01, 1.577788615531881078e+01, 1.173299904120460546e+01, 1.765432751190092731e+01, 1.252803349709152769e+01, 1.427453730232274864e+01, 1.479005294761451950e+01
2.089000000000000000e+03, 8.960154599217489135e+00, 1.079753437850175501e+01, 1.524428831268425810e+01, 9.230183280648533994e+00, 1.178899869988365090e+01, 1.758957732233904991e+01, 1.420471721590094738e+01, 1.119756265197860223e+01, 8.353486387378737277e+00, 1.127998975194261888e+01, 1.617717112385040679e+01, 1.189233878051523163e+01, 1.800507069585644615e+01, 1.267949010396283782e+01, 1.355026039246219760e+01, 1.332077386387950035e+01
2.090000000000000000e+03, 9.589804285725151090e+00, 1.112531500855796018e+01, 1.531220433550322113e+01, 9.206609161574851541e+00, 1.183074843207875659e+01, 1.748021672632498635e+01, 1.401329434851279743e+01, 1.086693477388696039e+01, 8.560835651840747573e+00, 1.147736269720685343e+01, 1.436718175554755383e+01, 1.194680825640384647e+01, 1.816139672081180123e+01, 1.268491407861171183e+01, 1.202613922445579853e+01, 1.355081888883548302e+01
2.091000000000000000e+03, 1.025528524459024915e+01, 1.117122821890681017e+01, 1.584703647619189404e+01, 9.870610194827623474e+00, 1.144442775706430204e+01, 1.730969357409907161e+01, 1.430830496860096268e+01, 1.150696251436765571e+01, 8.802717165575662861e+00, 1.170292357365670988e+01, 1.457316125560834585e+01, 1.194062108269417699e+01, 1.799741476738913093e+01, 1.309462840042119147e+01, 1.226337173494892596e+01, 1.511278678139862564e+01
2.092000000000000000e+03, 9.943414634826931220e+00, 1.082373427301383195e+01, 1.571028878821720198e+01, 9.207323197629849076e+00, 1.113208723083381280e+01, 1.698519017423014077e+01, 1.395566808233222744e+01, 1.180438736807285593e+01, 8.835629177540319290e+00, 1.094178073217484304e+01, 1.610739897396962661e+01, 1.253352483548930429e+01, 1.787489467480581595e+01, 1.324136715045169588e+01, 1.409081914408023906e+01, 1.624755041392489119e+01
2.093000000000000000e+03, 9.548334330507612933e+00, 1.107902463783718794e+01, 1.607251302071344767e+01, 8.904203880995138931e+00, 1.125409523971051939e+01, 1.733092113712311999e+01, 1.414500016863277487e+01, 1.098535763300188428e+01, 8.663776024184985047e+00, 1.126008155197804328e+01, 1.722545228889684665e+01, 1.211857392792383159e+01, 1.826346501624481178e+01, 1.301378903662551245e+01, 1.445116306394051264e+01, 1.397573009793096155e+01
2.094000000000000000e+03, 9.089081985623662874e+00, 1.141342046979528568e+01, 1.594127346816536850e+01, 9.152504463870526408e+00, 1.111006989789809474e+01, 1.794880280965525543e+01, 1.425223673994645068e+01, 1.141603486205055162e+01, 8.753786554408620191e+00, 1.099646963521990273e+01, 1.676926714923497386e+01, 1.207199258843015599e+01, 1.777184023189356665e+01, 1.276259577039712134e+01, 1.414885191962374478e+01, 1.411415267397905460e+01
2.095000000000000000e+03, 9.145981636150020577e+00, 1.159683562495156828e+01, 1.569182979223850083e+01, 9.535395203798929131e+00, 1.167400942429313560e+01, 1.760844710034028537e+01, 1.429264285513404609e+01, 1.189241737514259967e+01, 8.722710957227070239e+00, 1.152480907762346618e+01, 1.608760191586013732e+01, 1.207205887332676930e+01, 1.845763912130305329e+01, 1.289970299890820904e+01, 1.295601567168167634e+01, 1.638564049486434371e+01
2.096000000000000000e+03, 9.312583286906811253e+00, 1.099763275236984406e+01, 1.617730535431163119e+01, 9.351423810185576002e+00, 1.132994715127074059e+01, 1.776115475211833683e+01, 1.477654272524078038e+01, 1.155031396829026846e+01, 8.944456502458823621e+00, 1.146963964428175942e+01, 1.557741379948832261e+01, 1.223708389040469413e+01, 1.802071345330558572e+01, 1.319421930474662119e+01, 1.229063427914114115e+01, 1.567694341533318969e+01
2.097000000000000000e+03, 8.929301114411281048e+00, 1.109876148495638226e+01, 1.618712985460238585e+01, 9.245316547413890973e+00, 1.159310556687767146e+01, 1.680367097752315075e+01, 1.453240364571379395e+01, 1.167948356862874348e+01, 8.626604614347028743e+00, 1.095151071213552463e+01, 1.675129524761278077e+01, 1.222002046947461729e+01, 1.777175535898678405e+01, 1.341972236767558968e+01, 1.406219982864394602e+01, 1.450122436868004172e+01
2.098000000000000000e+03, 8.846406033894853138e+00, 1.133964273525169730e+01, 1.600207783032156428e+01, 9.539597503295997427e+00, 1.180203964315760601e+01, 1.771226992992731297e+01, 1.435473009718766768e+01, 1.173088395156733377e+01, 8.975410385978932482e+00, 1.158113557507413738e+01, 1.620395453365781790e+01, 1.212079517925943684e+01, 1.786703129528762801e+01, 1.309088484698755295e+01, 1.385163773599354009e+01, 1.535108505619863095e+01
2.099000000000000000e+03, 9.420742769897326951e+00, 1.121630063726213145e+01, 1.635665954149880008e+01, 8.944661379283440183e+00, 1.152818123953259999e+01, 1.748264035820814755e+01, 1.429168768385684452e+01, 1.146293061934987101e+01, 8.945089324396791497e+00, 1.117672988686596014e+01, 1.564007797185525206e+01, 1.258198653708818426e+01, 1.829475966176783075e+01, 1.281170214988044265e+01, 1.372540427012823017e+01, 1.483487011016569923e+01
2.100000000000000000e+03, 9.227121693582525097e+00, 1.100214460163507901e+01, 1.641066908104904698e+01, 9.735922451944137634e+00, 1.102778777387416120e+01, 1.688678482475154397e+01, 1.449635692810418774e+01, 1.164459370722178022e+01, 9.072433765697292429e+00, 1.152869524120401401e+01, 1.543825521095618392e+01, 1.221302952652769314e+01, 1.778841184691812316e+01, 1.308935431499998714e+01, 1.389154321773180101e+01, 1.433887173103443402e+01
