year, GFDL-ESM4, NorESM2-LM, NorESM2-MM, ACCESS-ESM1-5, INM-CM4-8, UKESM1-0-LL, MPI-ESM1-2-LR, CESM2-WACCM, CNRM-ESM2-1, MIROC-ES2L, CMCC-CM2-SR5, EC-Earth3-Veg, INM-CM5-0, TaiESM1, IPSL-CM6A-LR, CanESM5
2.048000000000000000e+03, 6.298826418340018662e+00, 6.691537682197731485e+00, 8.037360777216001395e+00, 7.796666907668262425e+00, 9.050096318730778577e+00, 5.730454240041744640e+00, 5.963928634605538015e+00, 7.736418070186630302e+00, 6.833349149647305332e+00, 6.390919277250588060e+00, 6.925749677856718023e+00, 6.465683499312261162e+00, 9.362750837053651409e+00, 7.842051105223737828e+00, 9.603149987522467512e+00, 8.026212145784029417e+00
2.049000000000000000e+03, 7.427358375391425405e+00, 6.328499100131951494e+00, 7.712140552694147111e+00, 8.119791536006497168e+00, 9.593326111431727199e+00, 6.198042160585075955e+00, 5.875745972982922005e+00, 8.334310016953239142e+00, 6.542888717396794007e+00, 5.936114377369474226e+00, 7.224820145016802364e+00, 6.621587233915416704e+00, 9.570767482682695615e+00, 7.464251612968417326e+00, 1.073910548220010597e+01, 8.010665070841490376e+00
2.050000000000000000e+03, 6.323668816552931560e+00, 7.818512930690195262e+00, 6.992119019205147445e+00, 8.420487614758897621e+00, 9.332005557385059547e+00, 6.207678088194458432e+00, 6.198671324088595114e+00, 8.324311059574629468e+00, 7.045236494632369784e+00, 6.825504055480706711e+00, 7.944267516841497567e+00, 6.305826175726208405e+00, 9.834279008579100534e+00, 7.491829974497383304e+00, 1.052028452935388714e+01, 7.468204743401479107e+00
2.051000000000000000e+03, 7.161440160045020598e+00, 7.020530772282746135e+00, 7.605545208693790471e+00, 7.623509028938845411e+00, 9.066977892947226891e+00, 6.644226281676507639e+00, 6.621644193775523490e+00, 6.946534891381510590e+00, 7.123585795544527421e+00, 6.232838706267536111e+00, 7.502017334366593460e+00, 7.167883981148451156e+00, 9.468913545660665676e+00, 6.939077282991467754e+00, 1.002124907956883071e+01, 8.442613211751151425e+00
2.052000000000000000e+03, 6.757278505631503229e+00, 6.757291468204443596e+00, 6.948492440065117570e+00, 7.548979649809987258e+00, 9.122876223799707418e+00, 5.703699504911233120e+00, 6.291966394968344645e+00, 8.928374424730529668e+00, 6.925561363011563998e+00, 6.287308495488689530e+00, 7.472500351399898655e+00, 5.982029567324811836e+00, 9.276857057628779657e+00, 6.712367633667418509e+00, 1.071932292872238968e+01, 7.649233360670615767e+00
2.053000000000000000e+03, 6.308340436194039391e+00, 6.228771966167287566e+00, 7.390224348204038840e+00, 7.586036613875848822e+00, 9.268100744114077472e+00, 6.880255077780907946e+00, 6.216688294838849771e+00, 8.055974535478949150e+00, 7.266115602606858737e+00, 6.394799922738126696e+00, 6.869401017400688758e+00, 6.299009063354016114e+00, 9.555834409641509097e+00, 6.989534122498470836e+00, 1.056931173310476524e+01, 8.059168916110376557e+00
2.054000000000000000e+03, 7.753566935371408064e+00, 7.316861850732018446e+00, 7.848253715722249169e+00, 7.434376357075586306e+00, 9.151162151958310176e+00, 6.720284756737179954e+00, 6.146342931694854350e+00, 7.991000113621981704e+00, 6.447502630053044470e+00, 6.231409687784968732e+00, 7.706034984308579361e+00, 7.200775259984209420e+00, 9.715555352869248651e+00, 6.809848072077842929e+00, 9.261093788853468567e+00, 8.847518537386747539e+00
2.055000000000000000e+03, 7.520295279590206938e+00, 6.986236916596091362e+00, 7.357957651993131343e+00, 7.207707920134873270e+00, 9.299413794946708833e+00, 7.045898014704323309e+00, 5.398418438788570306e+00, 6.937933888871214094e+00, 6.833745137910629097e+00, 6.437659091710020931e+00, 7.255358773829704511e+00, 6.664837741404123328e+00, 9.540670779127973233e+00, 7.616544573823902375e+00, 1.010821073031739381e+01, 8.370968941507967997e+00
2.056000000000000000e+03, 6.263055596170381989e+00, 7.123633080672607143e+00, 6.522758551812912309e+00, 7.179476035985311810e+00, 9.634453742490164174e+00, 6.614341916072996597e+00, 5.433723251142895450e+00, 9.318515382239162648e+00, 6.880915033538596681e+00, 6.534849546408074694e+00, 7.597995337851558340e+00, 6.265678294356093581e+00, 9.815379428064479939e+00, 6.801477219448540446e+00, 1.092355553724661021e+01, 7.769189852658679563e+00
2.057000000000000000e+03, 6.761675725469154408e+00, 6.662640281695249023e+00, 8.396089825919496263e+00, 6.940190983521477008e+00, 9.172301819367595144e+00, 6.119659428722104444e+00, 6.253011252505071838e+00, 7.834135819213244645e+00, 6.498036375874729487e+00, 6.182235845789024076e+00, 8.178138776065560833e+00, 6.565557881844735988e+00, 9.672247518088720852e+00, 6.492150174611244218e+00, 1.013641448468721151e+01, 8.451680507543272824e+00
2.058000000000000000e+03, 7.362664671384204773e+00, 6.963292541157357185e+00, 8.582724305550014421e+00, 8.234808422365182068e+00, 9.289983700950379841e+00, 6.371013413676814174e+00, 6.538469055515428785e+00, 6.173688354967821645e+00, 6.886107281996580731e+00, 6.201703489528734181e+00, 8.137428438409111564e+00, 6.735709758845553452e+00, 9.877420473655680766e+00, 6.328501238032349541e+00, 1.087531949692889199e+01, 8.823931339456299483e+00
2.059000000000000000e+03, 6.483457767934156735e+00, 7.770417607175261310e+00, 7.402342091427684068e+00, 7.311075555847200036e+00, 9.308402763349064912e+00, 7.012743457454779339e+00, 6.265061012016383657e+00, 8.660723446759599042e+00, 6.803524467513345719e+00, 7.005751878572197278e+00, 7.489835769517071640e+00, 6.051236383417117892e+00, 9.872648487124653371e+00, 7.671226369324449124e+00, 9.759121614115997545e+00, 8.641356943459427953e+00
2.060000000000000000e+03, 6.927377416181244030e+00, 7.468371373744847830e+00, 7.578352956112775374e+00, 7.446838479939444255e+00, 9.215228687812112796e+00, 6.448809197556477635e+00, 5.219271246580340140e+00, 8.068291222106656946e+00, 6.977350639630187423e+00, 6.901498436561586125e+00, 6.790923478690788606e+00, 5.861967881784841516e+00, 9.814650332069730254e+00, 7.721934048152288455e+00, 9.972936532323135594e+00, 8.203953964917346298e+00
2.061000000000000000e+03, 6.351079937922810004e+00, 6.082321395121608631e+00, 8.066156879723715534e+00, 8.078790323870167711e+00, 9.392616608336407324e+00, 5.937711792680955725e+00, 4.772382233620261260e+00, 6.704734611309057790e+00, 7.330110047723176869e+00, 6.634890692780259336e+00, 7.471888581239010563e+00, 7.135957920196859483e+00, 9.813787219196214551e+00, 7.307469414068052949e+00, 1.062053452746303606e+01, 8.183003279420482556e+00
2.062000000000000000e+03, 7.117616931469457953e+00, 7.447607892288496068e+00, 7.942998987645923492e+00, 7.492177298366118343e+00, 9.670261208229870675e+00, 6.745284397068379789e+00, 5.820792396250451084e+00, 8.145034237292248847e+00, 6.552386275415344130e+00, 5.761578420294787506e+00, 7.790855961032494115e+00, 6.898929658399334031e+00, 9.411675394549535056e+00, 5.981206875506304144e+00, 1.029680983038520914e+01, 8.433806976478990691e+00
2.063000000000000000e+03, 7.181189620256239969e+00, 7.057183227751516519e+00, 7.827790286224181493e+00, 8.281062275415036922e+00, 9.283426075688234747e+00, 6.469499881877744052e+00, 6.818434780374687421e+00, 8.397064563371726464e+00, 6.824484614158000007e+00, 6.878548357621073528e+00, 7.985423534262886314e+00, 6.610833488705739391e+00, 9.744994326293658915e+00, 7.975615606895538612e+00, 1.099125329636209791e+01, 8.593275450243712754e+00
2.064000000000000000e+03, 6.049532273996478082e+00, 7.192860495868703019e+00, 7.494298198892177965e+00, 7.491588761965478405e+00, 9.345194180371644066e+00, 5.988442312058500860e+00, 6.399421192923970381e+00, 8.602361137712088990e+00, 6.790273078842451682e+00, 6.662505726150683927e+00, 7.760056929408121640e+00, 6.538067226582817248e+00, 9.894512744052054387e+00, 7.669383331068740262e+00, 1.023284508092095813e+01, 7.984261630394744458e+00
2.065000000000000000e+03, 7.615251065737032476e+00, 6.872492220700740617e+00, 7.442997576731440468e+00, 7.525686439228756797e+00, 9.572543660066409998e+00, 6.763771460219087928e+00, 6.399666448490984649e+00, 7.780782724269075246e+00, 6.966462104586224946e+00, 6.404637033191487916e+00, 8.146075221420836954e+00, 7.124933055355294087e+00, 9.298792396478697597e+00, 7.806980273313933516e+00, 1.013587992856664322e+01, 8.503971554785167086e+00
2.066000000000000000e+03, 7.322111953287678610e+00, 7.044021756022819325e+00, 7.700107954784810360e+00, 6.862408568330507386e+00, 9.523873244858693354e+00, 6.963986359897152312e+00, 6.041842783002264738e+00, 6.446822740565210985e+00, 6.682577743834313466e+00, 5.917972352138213488e+00, 7.723049164496623042e+00, 6.513941355319238902e+00, 9.218509813480119774e+00, 6.408786008195762385e+00, 1.122470235020711193e+01, 8.410623928840410102e+00
2.067000000000000000e+03, 7.063497968362734802e+00, 7.976028404153655771e+00, 7.131529476288770653e+00, 8.114805748061492352e+00, 9.742928036434495453e+00, 6.628640116290258177e+00, 6.485849060234945007e+00, 7.950282355685546420e+00, 6.927751294350917632e+00, 6.746585589808415939e+00, 7.738374855662260465e+00, 5.406731885288255768e+00, 9.253753918866108208e+00, 8.076082459733219920e+00, 1.077190372532293772e+01, 7.621226544733266550e+00
2.068000000000000000e+03, 6.310149721378629728e+00, 7.035167101406521795e+00, 7.402967511216402841e+00, 6.700696219697219291e+00, 9.726530933099162723e+00, 6.639845923550517170e+00, 6.381535584121128757e+00, 7.489563792026642908e+00, 6.938483582905067060e+00, 6.710236610213105912e+00, 6.346804900526684889e+00, 6.762133575357615278e+00, 9.825917708781380711e+00, 7.924008319076260243e+00, 1.068453978837418283e+01, 8.452644851701720086e+00
2.069000000000000000e+03, 7.023039070903600134e+00, 6.626840128093565596e+00, 7.190328003521711864e+00, 7.759990247916554118e+00, 9.634709065753281010e+00, 6.207447354880530455e+00, 5.485491594191194586e+00, 7.334264530663212156e+00, 7.193991626817042295e+00, 6.555547934934004672e+00, 7.996067885347038384e+00, 6.473406431595451593e+00, 9.826524683050704922e+00, 6.796845707233384104e+00, 1.083697082454994742e+01, 8.557936078507724531e+00
2.070000000000000000e+03, 7.601966416098001389e+00, 7.559131489120745506e+00, 7.822666408459451937e+00, 7.214712822144498716e+00, 9.780193117378624734e+00, 6.625943980556082913e+00, 5.300009460452918653e+00, 7.784079046234971599e+00, 6.899654440214590068e+00, 6.089312623234969024e+00, 6.036158898255346905e+00, 7.032267926260892921e+00, 9.465448320771470136e+00, 7.578153259077063275e+00, 1.071894256345150076e+01, 9.019961568322450773e+00
2.071000000000000000e+03, 6.917170944888429318e+00, 6.290161586009343608e+00, 6.529459889755314883e+00, 7.994999552162733281e+00, 9.960900247512917360e+00, 6.484169648950483200e+00, 6.013154865980407493e+00, 8.108071517381048920e+00, 7.274671223838489631e+00, 6.813103497142454223e+00, 6.819868291579500585e+00, 6.590672113520554376e+00, 9.584067388650650443e+00, 7.705600414331913228e+00, 1.058582989897958271e+01, 8.213219128787381251e+00
2.072000000000000000e+03, 6.041319021594432570e+00, 7.034058934336585800e+00, 6.948617480614651676e+00, 8.029737697185934664e+00, 9.407382468687080390e+00, 6.021631275095502112e+00, 6.906672198492954884e+00, 7.746469800843043707e+00, 6.277811410424290806e+00, 7.024869011458926060e+00, 7.928663809516145911e+00, 5.881961735248147249e+00, 9.735434655114310942e+00, 7.069884673307893053e+00, 1.146801598620560192e+01, 8.512986351371159444e+00
2.073000000000000000e+03, 6.134064847551898403e+00, 7.307060076639113610e+00, 7.886144064125768516e+00, 6.765411677605267293e+00, 9.438381968779713915e+00, 7.237149993715970453e+00, 6.016379335908357717e+00, 8.162708086443572597e+00, 6.997247654509488157e+00, 6.764384787594098114e+00, 7.963532081478353675e+00, 6.923173514931666439e+00, 9.745215262094568232e+00, 7.706642956665452182e+00, 9.820336026054121703e+00, 8.497049700988709375e+00
2.074000000000000000e+03, 6.896732409257710472e+00, 7.171814946662918189e+00, 7.321383757314284146e+00, 8.197860715813984456e+00, 9.668223342865783110e+00, 7.142084180734918242e+00, 5.581291538569540300e+00, 6.537809638730453621e+00, 6.307485387502390850e+00, 6.640810557023677063e+00, 6.603750387510801900e+00, 7.161816360111429525e+00, 9.736129183621793359e+00, 7.398731112521508280e+00, 1.079599182041352634e+01, 8.036544715901671410e+00
2.075000000000000000e+03, 7.941660980254181545e+00, 5.968432683907871628e+00, 6.708502079137713459e+00, 8.416796290640450096e+00, 9.714331612321650766e+00, 6.218623334951069559e+00, 6.295098964643766948e+00, 8.149825788909573987e+00, 6.925445352161165857e+00, 6.124874486370111448e+00, 7.242640139747502204e+00, 5.713768825543922958e+00, 9.820257322531551480e+00, 6.889040456291824377e+00, 1.019466681503666727e+01, 8.384696993538462095e+00
2.076000000000000000e+03, 7.562618179361160209e+00, 7.931930997067723865e+00, 8.319464668807356134e+00, 7.757779552075223961e+00, 9.726288677931155036e+00, 6.911115176786868375e+00, 6.843996607291245482e+00, 7.373787194700151204e+00, 6.574490902546679116e+00, 6.902162638560758623e+00, 8.244415336726993004e+00, 7.230529676675820028e+00, 9.642913808818104116e+00, 6.936718225519487468e+00, 1.122269637870869019e+01, 7.779919473675215080e+00
