year, UKESM1-0-LL, ACCESS-ESM1-5, INM-CM4-8, MIROC-ES2L, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4, INM-CM5-0, CMCC-CM2-SR5, TaiESM1, NorESM2-MM, CanESM5, CESM2-WACCM, IPSL-CM6A-LR, MPI-ESM1-2-LR, CNRM-ESM2-1
1.912000000000000000e+03, 1.340176050322034129e+00, 7.135785756301802341e-01, 2.257913187178502312e+00, 1.696915611516874423e+00, 1.289175423939588061e+00, 5.353159095405317647e-01, 1.143890416977537683e+00, 2.056283358281433049e+00, 1.307963514485766643e+00, 1.285446751895781503e+00, 7.200324163519919995e-01, 2.851022119805341593e+00, 7.922644132510654469e-01, 1.005536152157230356e+00, 1.468065321351863295e+00, 9.488076605707094213e-01
1.913000000000000000e+03, 9.714998788934594565e-01, 7.080624889676727651e-01, 2.255969430734858783e+00, 1.612577162368084904e+00, 1.033337845182805248e+00, 5.738280132927930932e-01, 1.237376988229141217e+00, 1.741398428589238767e+00, 1.106350988127455803e+00, 1.256366245733043785e+00, 6.739608815118570684e-01, 2.908782171148992735e+00, 8.497659593121754673e-01, 1.101285998951255563e+00, 1.381236669226097780e+00, 1.248611030201844274e+00
1.914000000000000000e+03, 1.320059425764403160e+00, 7.052922669710874892e-01, 2.339428308737732998e+00, 1.668332100577241794e+00, 1.038762056193053729e+00, 6.531272455713967862e-01, 1.099192960195099378e+00, 1.796354857875063216e+00, 9.327177524072025605e-01, 1.174933174104113576e+00, 6.832669690602184431e-01, 2.936030657349574025e+00, 7.498589378826429064e-01, 1.046815161176745113e+00, 1.389948473713179755e+00, 9.968933899894947270e-01
1.915000000000000000e+03, 1.457764316566980689e+00, 6.385234444612065685e-01, 2.057016880246815838e+00, 1.682221733150465637e+00, 1.210306220318985604e+00, 5.684277302821802991e-01, 1.101038860542367548e+00, 1.859613807318791556e+00, 1.256078943510488433e+00, 1.318646231924215151e+00, 7.489814712220971282e-01, 3.149045562819441813e+00, 8.123207178435865039e-01, 9.379101496126386328e-01, 1.640598328312891097e+00, 1.208580399252336957e+00
1.916000000000000000e+03, 1.422661649290728914e+00, 7.182279003502816117e-01, 2.102122454501652360e+00, 1.611069361901212860e+00, 1.185741570071477069e+00, 5.881472486212772077e-01, 1.073120220447540518e+00, 1.994564663239525082e+00, 1.087060641326140553e+00, 1.277570132161819583e+00, 7.221733791085158671e-01, 2.898666516571712481e+00, 7.142258013999002175e-01, 1.034194605132366052e+00, 1.503475008774668442e+00, 1.180097176065188824e+00
1.917000000000000000e+03, 1.300333507443270253e+00, 6.307048428913688554e-01, 2.272115378358385840e+00, 1.475108904347050665e+00, 1.082815555962257648e+00, 7.151488486510851894e-01, 1.199268625998720861e+00, 1.827026909524108955e+00, 1.290713462367894859e+00, 1.171840418936476169e+00, 7.975100598037760946e-01, 2.874445603242929970e+00, 7.752474917013156830e-01, 1.278641678723205999e+00, 1.524416516557880241e+00, 1.178608729415354883e+00
1.918000000000000000e+03, 1.352275396016080711e+00, 6.946135621326173792e-01, 2.452765103371838951e+00, 1.601783554032846446e+00, 1.166380234883394484e+00, 6.348711478337539793e-01, 1.011358650096050527e+00, 2.157218158741301739e+00, 1.090204582674144884e+00, 1.410985112623567295e+00, 7.580499375778136928e-01, 2.822954263521339602e+00, 7.798247744523373326e-01, 1.151625439788036998e+00, 1.298473184434002725e+00, 1.100121305799426574e+00
1.919000000000000000e+03, 1.468411134965208031e+00, 6.863489505420160564e-01, 2.307829331678953988e+00, 1.720951862893967510e+00, 1.056318014490465584e+00, 6.368871353223541920e-01, 1.014280460330856615e+00, 2.025289905920530042e+00, 9.519857596103201702e-01, 1.204320900921717064e+00, 7.585257001095045970e-01, 2.960961385246767108e+00, 8.090345544459770499e-01, 1.189270105216671425e+00, 1.384915427235258623e+00, 1.259157962191787883e+00
1.920000000000000000e+03, 1.217225984987177156e+00, 6.133135370809430498e-01, 2.083611151190865041e+00, 1.691972110845676669e+00, 1.102765923803641135e+00, 6.420431861401977303e-01, 1.138258353897033892e+00, 1.912792332285841335e+00, 1.037085539755857377e+00, 1.255448027272717759e+00, 7.435884054740783400e-01, 2.933114185492898596e+00, 8.110376360728503986e-01, 1.005187763402555223e+00, 1.348114977505505907e+00, 1.189439047839689012e+00
1.921000000000000000e+03, 1.310383334881038975e+00, 6.885766620822745265e-01, 2.483518092399064070e+00, 1.576706311850211595e+00, 1.192907103023002291e+00, 6.690919510483059884e-01, 1.300251921510231279e+00, 1.770725048154839998e+00, 1.127806960804786485e+00, 1.286920475046840595e+00, 7.442079178057936506e-01, 3.182907666556797466e+00, 8.835494916573702895e-01, 9.397914214876379457e-01, 1.450733188107665717e+00, 1.166514075262719663e+00
1.922000000000000000e+03, 1.169956918319520867e+00, 7.712445709999561361e-01, 2.100109047696324449e+00, 1.531592047941698898e+00, 1.035788416762122077e+00, 7.006757839934505405e-01, 1.176350805685690393e+00, 2.074015174679635365e+00, 1.142044459480291874e+00, 1.266909521915147385e+00, 8.626730545883027901e-01, 3.014231260425840109e+00, 8.132438351881370320e-01, 1.294416863768250270e+00, 1.731913301667271199e+00, 1.346476173647002339e+00
1.923000000000000000e+03, 1.133619299196549024e+00, 6.794365352409715841e-01, 2.348526478648415683e+00, 1.637527984411221604e+00, 1.010229364688935760e+00, 6.647498686811149637e-01, 1.039752170705629419e+00, 1.780293123291193158e+00, 1.234993118198570938e+00, 1.269062873736859887e+00, 8.333268886997909908e-01, 3.010272009213379008e+00, 7.817609361401166579e-01, 1.187962749068196100e+00, 1.601711236722570764e+00, 1.234598889638967689e+00
1.924000000000000000e+03, 1.020377206989495411e+00, 7.212829666676348062e-01, 2.357660410824316877e+00, 1.638149153811101488e+00, 1.327444798842095874e+00, 6.706601535450641416e-01, 1.089309904585409106e+00, 1.949560655496145545e+00, 1.086556411252617149e+00, 1.175450527562451164e+00, 7.506725265130362867e-01, 3.011114393231896891e+00, 8.074573082250406930e-01, 1.097302599087782493e+00, 1.210237772293935254e+00, 1.302427613956184116e+00
1.925000000000000000e+03, 9.633634663563616085e-01, 7.587742757688715756e-01, 2.454326784522951055e+00, 1.685824961818910284e+00, 1.159533258087694918e+00, 7.272433439312175896e-01, 1.127933479122736671e+00, 2.091989143538824703e+00, 1.292926448254052119e+00, 1.591980564537729403e+00, 8.057401239092980560e-01, 3.148361091622875030e+00, 7.793638536183077337e-01, 1.029429820827948427e+00, 1.418366412151805811e+00, 1.182380957977133384e+00
1.926000000000000000e+03, 1.139783657858315147e+00, 6.808128278214941043e-01, 2.503208245124429077e+00, 1.597195440001791145e+00, 1.184028340756836162e+00, 7.121272234510565013e-01, 1.173799272768941471e+00, 1.887821948021313423e+00, 9.679585613635860453e-01, 1.163175637218211156e+00, 8.174423791252977134e-01, 3.182827488379245562e+00, 8.527828566471010729e-01, 1.209618019719531645e+00, 1.548291609142157244e+00, 1.181126224241493050e+00
1.927000000000000000e+03, 1.256849854934161570e+00, 7.702794358683062725e-01, 2.318236215792733201e+00, 1.566516822416086585e+00, 1.140489022785938777e+00, 6.328036429764023474e-01, 1.016168057661337665e+00, 1.795663109198786689e+00, 1.108182781041096465e+00, 1.196512436823472747e+00, 8.151600664133015206e-01, 3.273002154610117120e+00, 8.373595953323078600e-01, 1.259987178009883246e+00, 1.319359221007219585e+00, 1.278699622418673743e+00
1.928000000000000000e+03, 1.227960838897988793e+00, 6.932016793705290114e-01, 2.492139211200633753e+00, 1.518883249795615953e+00, 1.138110726337140166e+00, 6.392826965287520258e-01, 1.181006529626383639e+00, 1.842928104666503364e+00, 1.115070708907971442e+00, 1.299095725388703659e+00, 7.938179458656920984e-01, 3.134852801614150586e+00, 8.209127489668323063e-01, 1.099340130357897571e+00, 1.496506653466687986e+00, 1.196794859126162125e+00
1.929000000000000000e+03, 1.036141780163513326e+00, 7.213292962857329460e-01, 2.313380488806032975e+00, 1.595843594398598242e+00, 1.189558413363474010e+00, 6.649315121689116648e-01, 1.039600041941568298e+00, 1.873665373298773806e+00, 1.181870021387531278e+00, 1.356796831944379278e+00, 6.767631390246473533e-01, 3.120109893682945668e+00, 8.517543910101154081e-01, 9.783965206327027708e-01, 1.571997887115277770e+00, 1.166278631344263683e+00
1.930000000000000000e+03, 9.652055141455949672e-01, 7.558771581819342389e-01, 1.914281235863363406e+00, 1.494678900144409406e+00, 1.211297793259477062e+00, 6.405715414310596545e-01, 1.136572062397931182e+00, 2.031132493027290487e+00, 1.096958848146245336e+00, 1.261817034886887789e+00, 6.488316880592525093e-01, 3.089832885870914758e+00, 7.586171938528588621e-01, 1.042496320013236666e+00, 1.327939277648735983e+00, 1.235477588382920988e+00
1.931000000000000000e+03, 1.166310676719583439e+00, 8.008562389589362063e-01, 2.071691828475656472e+00, 1.632636824193434810e+00, 9.541831681420974709e-01, 6.504610128323754514e-01, 1.068320711499135101e+00, 1.879158554590511843e+00, 1.191117755005508094e+00, 1.111067200477398265e+00, 7.670435565576791959e-01, 3.333743251092208926e+00, 8.077488150950571377e-01, 1.200057620695115235e+00, 1.407160824835313351e+00, 1.025443983665388137e+00
1.932000000000000000e+03, 1.223904767110118641e+00, 7.237789840007721187e-01, 2.644531208095722619e+00, 1.628798747169715844e+00, 1.200596869910650843e+00, 6.378487517660834660e-01, 1.207682159626761065e+00, 1.963803317054659381e+00, 1.137975680048308735e+00, 1.519015335055060811e+00, 8.545809264754252732e-01, 3.151745589947427817e+00, 8.665760951914667221e-01, 1.121295480793521149e+00, 1.526989752857282889e+00, 1.412552285892770154e+00
1.933000000000000000e+03, 1.245121783036515550e+00, 6.950525489290192427e-01, 2.455006278333977221e+00, 1.607038402076125250e+00, 1.199893781699548079e+00, 6.709157004749841668e-01, 1.209201586510150861e+00, 2.197599055389993339e+00, 1.204844436274392860e+00, 1.140089563139512929e+00, 7.982705148430785380e-01, 3.135574210054235866e+00, 8.918524730871156825e-01, 1.115275806744530085e+00, 1.434315735027398064e+00, 1.562538299932039410e+00
1.934000000000000000e+03, 1.321511251459973169e+00, 6.756501174220078676e-01, 2.073897274569293625e+00, 1.628198131677977001e+00, 1.016506291078310253e+00, 7.013958498030699040e-01, 1.261877957834453001e+00, 2.078235932195241720e+00, 1.249442994894826908e+00, 1.221227905861862029e+00, 6.805613770633741622e-01, 3.236410768635195723e+00, 8.609499146882563236e-01, 1.076682885642058496e+00, 1.274642493699288615e+00, 1.499421057090171594e+00
1.935000000000000000e+03, 1.162937544093938902e+00, 7.118616467170126860e-01, 2.276437345100015275e+00, 1.576381587792356376e+00, 1.084132448461444964e+00, 6.943673389651158212e-01, 1.127622669534846134e+00, 1.923267395713583516e+00, 1.001642927604203370e+00, 1.387876164609526564e+00, 7.027424322958968350e-01, 3.195644639411512333e+00, 7.420547981278918792e-01, 1.228963648730691860e+00, 1.222653228792171198e+00, 1.372969045814190103e+00
1.936000000000000000e+03, 1.496203282690477421e+00, 6.597831015362729534e-01, 2.525685058199583999e+00, 1.575449369231085361e+00, 1.232137208223231584e+00, 7.350817314750870413e-01, 1.096870647412406141e+00, 2.070957309581113126e+00, 1.111670515891025834e+00, 1.162817790863784451e+00, 7.605634793061831767e-01, 3.443399210801801225e+00, 7.883689557940842807e-01, 1.376308147143604277e+00, 1.372899156301645496e+00, 1.450649554615605741e+00
1.937000000000000000e+03, 1.204077168350163429e+00, 6.518703056525458894e-01, 2.400168235845663744e+00, 1.633870818618629484e+00, 1.067119489753838746e+00, 6.760788170405475084e-01, 1.112646940951801833e+00, 1.931755800926579170e+00, 1.298940285847006715e+00, 1.475605313807317742e+00, 7.057623054525675732e-01, 3.285293187096956835e+00, 8.891062391244126673e-01, 1.146295120635827836e+00, 1.604540896891283097e+00, 1.251934910481681928e+00
1.938000000000000000e+03, 1.300137881027865205e+00, 7.080964989760122341e-01, 2.135182544498896551e+00, 1.564728178743366005e+00, 1.003026965991228980e+00, 7.003347148914935705e-01, 1.203729566453197286e+00, 2.143803130425248060e+00, 1.313948011468043076e+00, 1.174372646962886568e+00, 7.011134264671812222e-01, 3.227227412709409382e+00, 7.381496319033289399e-01, 1.110337120631558205e+00, 1.663676568894413732e+00, 1.609757869413862119e+00
1.939000000000000000e+03, 1.065641310750482074e+00, 7.122545455657164348e-01, 2.221783676981824662e+00, 1.518301437234406581e+00, 1.162794258520649660e+00, 6.986640613366802421e-01, 1.012297992924523715e+00, 2.037271563194748669e+00, 1.032083751133350935e+00, 1.333571030438509553e+00, 7.933396543289490399e-01, 3.274063557813073011e+00, 7.947196094735599070e-01, 1.203282073386855888e+00, 1.648500378894636631e+00, 1.465042454869391886e+00
1.940000000000000000e+03, 1.196543297324019317e+00, 8.016495922123988427e-01, 2.474153844901609833e+00, 1.535578042673630961e+00, 1.281578052180810667e+00, 5.417881717690229415e-01, 1.072922461602770161e+00, 2.030917486181967213e+00, 1.231709393128203711e+00, 1.098220201288092390e+00, 7.295578182937171308e-01, 3.249689266952699551e+00, 8.269009415065159407e-01, 1.222391461642378996e+00, 1.669243983407141751e+00, 1.215348549171234138e+00
1.941000000000000000e+03, 1.192847288782378889e+00, 8.170526224241154711e-01, 2.406395692899074401e+00, 1.387799077215975840e+00, 1.236759884757741901e+00, 6.802395650454825526e-01, 1.349551123716086876e+00, 1.980990165967428496e+00, 1.077088856348209944e+00, 1.353946301561797183e+00, 7.508739805184985183e-01, 3.260600929951983140e+00, 8.418263532808065719e-01, 1.166740046052274105e+00, 1.569518242115599760e+00, 1.064929899246688683e+00
1.942000000000000000e+03, 1.430293623196394304e+00, 7.630324991928124634e-01, 2.321972739535541397e+00, 1.583818700663668144e+00, 1.074762946242900918e+00, 7.114091111544770252e-01, 1.117025453021659676e+00, 1.972336901131416909e+00, 1.400016600932748378e+00, 1.209608095631687474e+00, 7.718757508717815075e-01, 3.371542073149180752e+00, 7.428907671851640027e-01, 9.032371000842259745e-01, 1.418625483891839512e+00, 1.293446428395130132e+00
1.943000000000000000e+03, 9.156450307339195627e-01, 7.163399376376303751e-01, 2.332947509543433107e+00, 1.630051673105298304e+00, 1.033752534515209431e+00, 6.007826645187074321e-01, 1.161656927256550897e+00, 2.180461164191196843e+00, 1.114480580345487137e+00, 1.127329202058119817e+00, 7.936634751246769426e-01, 3.429135069965873583e+00, 7.589503764962188814e-01, 1.342425948270354885e+00, 1.353247860457344354e+00, 1.245234504441025791e+00
1.944000000000000000e+03, 1.033933471024403028e+00, 7.282559130029538919e-01, 2.175281599608786198e+00, 1.625582459049584427e+00, 1.226029812242513062e+00, 6.610982940396088470e-01, 1.171059054470308558e+00, 2.122871628210351247e+00, 9.076833429014995458e-01, 1.289618433138273179e+00, 8.167689556405240969e-01, 3.326506549958133441e+00, 7.809110715633269528e-01, 9.824790523503706963e-01, 1.655368115122764827e+00, 9.098247637339778038e-01
1.945000000000000000e+03, 1.202498379890503344e+00, 7.160456583117443818e-01, 2.256453172537128182e+00, 1.533182886806727208e+00, 1.055497707715745470e+00, 6.788493417423869802e-01, 1.304543214140004403e+00, 2.046891881497329369e+00, 1.344841389141191446e+00, 1.372027450690181727e+00, 7.532250927810435481e-01, 3.281838466781065833e+00, 8.714035025839277360e-01, 1.244274017760085282e+00, 1.590742610012324976e+00, 9.100069693628163314e-01
1.946000000000000000e+03, 1.230366145984435944e+00, 8.359578888562119170e-01, 2.492398498208937330e+00, 1.580416092500613434e+00, 1.083204406076913040e+00, 5.873556950624029271e-01, 1.013411454186088578e+00, 1.753819747459771872e+00, 1.277628545743552779e+00, 1.314445679893306851e+00, 6.762520907165977535e-01, 3.219361108418875794e+00, 9.100235217524346165e-01, 1.263736767603144129e+00, 1.339928645613241542e+00, 1.251591025140847080e+00
1.947000000000000000e+03, 1.107815988226065196e+00, 8.775194900055262037e-01, 2.449383834377363733e+00, 1.508491948263581017e+00, 1.027717919748527553e+00, 6.794174091934714887e-01, 9.490191406105689120e-01, 1.765355475525041129e+00, 9.242589668935817793e-01, 1.225094170929705850e+00, 6.761546559013797975e-01, 3.444894255152457063e+00, 9.611888555054848293e-01, 1.192674237936762749e+00, 1.462444807031559879e+00, 9.672973637174673289e-01
1.948000000000000000e+03, 9.140868727651529912e-01, 8.287021029890164758e-01, 2.339464138165391116e+00, 1.589316632611726954e+00, 1.086329363974226636e+00, 6.295407488592642542e-01, 1.016365811267167407e+00, 2.201213507510457301e+00, 8.925600868000828081e-01, 1.277116359361158082e+00, 8.101648626698414457e-01, 3.330473232922790405e+00, 8.660700733032856702e-01, 1.122334427162253956e+00, 1.711245312656933582e+00, 1.284089271373929808e+00
1.949000000000000000e+03, 1.099025251657123947e+00, 7.818166455332965503e-01, 2.680646190822076669e+00, 1.497512506058980231e+00, 1.017400808910577270e+00, 6.764253398677512186e-01, 1.082174273324836733e+00, 2.301242451946705181e+00, 1.305058658038593888e+00, 1.223336431812621417e+00, 7.756619603004761831e-01, 3.367060046414760421e+00, 7.908877050723388535e-01, 1.112845804646091175e+00, 1.783635037563700898e+00, 1.434537784054720877e+00
1.950000000000000000e+03, 1.183033748155396747e+00, 7.968581192055830265e-01, 2.104035412808819672e+00, 1.358753199063264860e+00, 1.090192379889481700e+00, 6.740733440963813106e-01, 1.099095692616388620e+00, 2.007830408592436111e+00, 1.156819374968786285e+00, 1.355472505715284104e+00, 6.920728883357918360e-01, 3.454300685352291733e+00, 8.409249074894107334e-01, 1.525123868809714178e+00, 1.632649042488889535e+00, 1.228474738477989936e+00
1.951000000000000000e+03, 1.173896314601531765e+00, 7.105512875189715638e-01, 2.221054242969887405e+00, 1.509249142755190620e+00, 1.173576491625596185e+00, 6.380156934745986330e-01, 1.128808480346905174e+00, 1.836767857325980025e+00, 9.390986350015021467e-01, 1.345074164272816120e+00, 7.547369973233385432e-01, 3.385460783215837210e+00, 7.395509218053819556e-01, 1.162591540006040036e+00, 1.335080760181516002e+00, 1.306861555048393297e+00
1.952000000000000000e+03, 1.189711841645024304e+00, 7.849053273419682730e-01, 2.171005936510861378e+00, 1.487022809698911097e+00, 1.006019870758193546e+00, 7.382895968013407639e-01, 1.160361636051108647e+00, 1.950505965708400957e+00, 1.062575904852994135e+00, 1.281739011833425534e+00, 7.213463107709759958e-01, 3.375719642304889412e+00, 8.399394594798760272e-01, 1.257573971502550014e+00, 1.543168275530820033e+00, 1.409941646433080509e+00
1.953000000000000000e+03, 1.073393706745338072e+00, 8.264570477774773050e-01, 2.305425615073891876e+00, 1.435434623370576812e+00, 9.664179461561215323e-01, 6.569876896511238629e-01, 1.063663277785960926e+00, 2.242646119943499716e+00, 1.239263725058054044e+00, 1.393271895007804684e+00, 7.388093222293252715e-01, 3.714281691074200253e+00, 8.121389682841703150e-01, 1.054649043553405052e+00, 1.581179914424443167e+00, 1.385837191572123483e+00
1.954000000000000000e+03, 1.047542568126465401e+00, 7.093032682462356853e-01, 2.319659081760561126e+00, 1.517737837477820761e+00, 1.083132763686307509e+00, 6.480463072818054560e-01, 9.675522913188338014e-01, 2.126792520422931876e+00, 1.309578601775856832e+00, 1.269319997508216336e+00, 7.454787956759617584e-01, 3.576857770726433294e+00, 8.203554570683513347e-01, 1.327282423464968497e+00, 1.560021511639752445e+00, 1.339963168381292924e+00
1.955000000000000000e+03, 1.409179210924555115e+00, 9.036371729668193353e-01, 2.128192246348314054e+00, 1.573000655568315587e+00, 1.213177298648227653e+00, 5.803308359958878615e-01, 1.181332853135934613e+00, 1.854490954263523950e+00, 1.135581307396987372e+00, 1.110253569906670013e+00, 7.595653439148569719e-01, 3.560199925251404274e+00, 8.624914611625673633e-01, 1.114182805236995311e+00, 1.719778763860017046e+00, 1.463346484711071538e+00
1.956000000000000000e+03, 1.445064043797204878e+00, 7.876421894447322991e-01, 2.157315979077541357e+00, 1.509045477821138848e+00, 1.178826261379752882e+00, 6.887617955122558033e-01, 1.177048447030568212e+00, 1.927906389794131314e+00, 1.108329215467704687e+00, 1.275499483337049877e+00, 8.185197802149882795e-01, 3.517300768403876177e+00, 7.923155480880400559e-01, 1.038106611916567168e+00, 1.693256674521947946e+00, 1.096984888066270036e+00
1.957000000000000000e+03, 1.227903374496376765e+00, 7.771441779661345528e-01, 2.253278198496094120e+00, 1.474943390649482655e+00, 1.092784023056160736e+00, 5.901533798109809270e-01, 1.237285876904985260e+00, 1.877497147597811500e+00, 1.245866830650943502e+00, 1.363275947336292315e+00, 8.265787236686540362e-01, 3.554149913532674177e+00, 7.576200326903758109e-01, 1.149778821640126347e+00, 1.505262299539665616e+00, 1.448107748844794429e+00
1.958000000000000000e+03, 1.063309331264729263e+00, 8.170722996437758123e-01, 2.212610140661126046e+00, 1.460570365216642408e+00, 1.083614105929024962e+00, 6.526987697292201407e-01, 1.072564595200538262e+00, 1.783203489551404619e+00, 1.290180158898157403e+00, 1.227274641977642577e+00, 8.113253354356136926e-01, 3.560900482057441252e+00, 8.253887871972563905e-01, 1.009054349440993592e+00, 1.759120503896669740e+00, 1.189809599570799792e+00
1.959000000000000000e+03, 1.270766120423224343e+00, 7.241555558673241633e-01, 2.252500936950320387e+00, 1.549220269980302600e+00, 1.149678605162718137e+00, 6.039540698218244241e-01, 9.560206059188010030e-01, 1.898844103736619271e+00, 1.310842044819969132e+00, 1.361595945240695160e+00, 8.217560099073636382e-01, 3.722087840252044089e+00, 8.903351242170812752e-01, 1.207834257499962760e+00, 1.485885609678958996e+00, 1.362649509451250962e+00
1.960000000000000000e+03, 1.442335421851661748e+00, 7.892952840128297787e-01, 2.326856113626668776e+00, 1.473824417843551116e+00, 1.221057928649742275e+00, 6.985864643896617654e-01, 1.118231243543006848e+00, 2.278308634112523379e+00, 1.022002681406827485e+00, 1.128654702440322621e+00, 7.748708786886475686e-01, 3.479270849297959156e+00, 1.053552079718085510e+00, 1.057458193794200696e+00, 1.394101514884831472e+00, 1.525463092207352656e+00
1.961000000000000000e+03, 1.254242749334707252e+00, 7.460877769467589848e-01, 2.280883447308010847e+00, 1.417318541511152441e+00, 1.108343753456695113e+00, 5.702323126891417626e-01, 1.068038155674280398e+00, 2.120315492119848155e+00, 1.167043867185494133e+00, 1.271372222086441628e+00, 7.006125493799655324e-01, 3.587759969196454790e+00, 9.625454572379140705e-01, 1.240328163608931611e+00, 1.514364418817817359e+00, 1.298417680116757067e+00
1.962000000000000000e+03, 1.022119303519279265e+00, 7.620434419793438163e-01, 2.281444621334120182e+00, 1.501238148086070145e+00, 1.198817606331601615e+00, 6.347281492845656681e-01, 1.056109685958965150e+00, 1.978781137555146952e+00, 1.382057033622694053e+00, 1.206414232156334920e+00, 6.883167079339290728e-01, 3.672805937588202063e+00, 7.424036260239313956e-01, 1.134363914256642625e+00, 1.596151185300727304e+00, 1.211250892476705143e+00
1.963000000000000000e+03, 1.228480183025733474e+00, 7.515690500938864149e-01, 2.409080793552855315e+00, 1.593339584171203915e+00, 1.067217497037857621e+00, 7.556819975879139895e-01, 1.227838842883193227e+00, 2.070550180156082387e+00, 1.083503818232916416e+00, 1.490497440095108983e+00, 7.619212006407323212e-01, 3.621509180207524992e+00, 7.472917463072572541e-01, 1.340793067338531097e+00, 1.562129484309576988e+00, 1.275938466722029485e+00
1.964000000000000000e+03, 1.337889206597266067e+00, 8.557363479120939642e-01, 2.481888077805181947e+00, 1.603735974208515769e+00, 1.081928243251645272e+00, 6.543283934897786702e-01, 1.153691637983786933e+00, 2.182376818918947858e+00, 1.205683425646324247e+00, 1.117961465445689306e+00, 8.083679398626057999e-01, 3.674661006719168732e+00, 9.502528433435482036e-01, 1.008217752417763569e+00, 1.773600245521869123e+00, 1.213610366601884261e+00
1.965000000000000000e+03, 1.340778051973975371e+00, 8.228973507490094930e-01, 2.198393710496824305e+00, 1.571058477232611716e+00, 1.111920562045730865e+00, 5.853814979738596325e-01, 9.307034093666995966e-01, 1.911019486937038492e+00, 1.236815127470187070e+00, 1.300840570903011306e+00, 8.027099004440141350e-01, 3.706593945920398259e+00, 8.934111154881212435e-01, 1.042208276102877917e+00, 1.529204141793699012e+00, 1.293813133827266482e+00
1.966000000000000000e+03, 1.399438832243238284e+00, 8.619554367701623976e-01, 2.264300899175140103e+00, 1.450982807278241360e+00, 1.036926917537987825e+00, 6.889745560316388184e-01, 1.100260134307071702e+00, 2.031594031870097794e+00, 1.355181691900291696e+00, 1.316794579240181839e+00, 8.379891274929972544e-01, 3.726987983027908680e+00, 8.279193204988667398e-01, 1.168471890414971792e+00, 1.512531127024606903e+00, 1.066811623244024565e+00
1.967000000000000000e+03, 1.439081450290267794e+00, 8.097315915774793149e-01, 2.128967973397067670e+00, 1.518292081646068103e+00, 1.122719059834128785e+00, 6.849491361907645848e-01, 9.742331657363829667e-01, 2.207052539780220979e+00, 1.269974010243879015e+00, 1.173960368851087788e+00, 9.371851854420372163e-01, 3.693428041541016782e+00, 8.419644493745988001e-01, 1.218045220058245448e+00, 1.423449650742623751e+00, 1.500016029422312380e+00
1.968000000000000000e+03, 1.193129491735665626e+00, 7.199207391093853659e-01, 1.985266868523048123e+00, 1.519789599427488147e+00, 1.165622657016628372e+00, 7.245563011664911679e-01, 9.910765207695556578e-01, 2.046615158157897074e+00, 1.232845926096630462e+00, 1.220743207201331115e+00, 9.996462985770691034e-01, 3.762340057013703110e+00, 9.155225529254458205e-01, 1.156345667053174875e+00, 1.319012513055529245e+00, 1.370533754681532601e+00
1.969000000000000000e+03, 1.169843796310108930e+00, 7.151521356145664754e-01, 2.321342182280007993e+00, 1.442216928285047661e+00, 1.034925650083210469e+00, 6.676165746238104104e-01, 1.094190766599660192e+00, 2.047008649745836184e+00, 1.154673927613074635e+00, 1.499184372954130762e+00, 1.025997443013261012e+00, 3.643239814186926218e+00, 9.445866960412032665e-01, 9.058922494637942080e-01, 1.572249217945011379e+00, 1.629373569087065210e+00
1.970000000000000000e+03, 1.091435185915949235e+00, 7.943018410512867611e-01, 2.167775630083025984e+00, 1.507350147739689339e+00, 9.614278489351493207e-01, 7.382297224039910954e-01, 1.008912604635827659e+00, 1.932762104518336521e+00, 1.233166885546328473e+00, 1.073472667449852480e+00, 9.273414265855012273e-01, 3.666798567640073614e+00, 9.613630704836894081e-01, 1.016120068333026705e+00, 1.621863248706004068e+00, 1.602761350503965065e+00
1.971000000000000000e+03, 1.200739639961867056e+00, 7.793968771358223968e-01, 2.392144378606392507e+00, 1.544055436210524768e+00, 1.227145539147254993e+00, 6.975682235098655815e-01, 1.158710810110609613e+00, 1.882373740377356830e+00, 9.913187957682318974e-01, 1.313157704823391336e+00, 8.829156224615148929e-01, 3.637003802826447973e+00, 9.151419937990182829e-01, 1.395036267343678915e+00, 1.536509502461236742e+00, 1.472703444062526623e+00
1.972000000000000000e+03, 1.026379323400680388e+00, 8.289713279458934547e-01, 2.489182807352911642e+00, 1.561951831931841062e+00, 1.180300634990365305e+00, 7.310440335022856395e-01, 1.144871804444871355e+00, 1.980395925526006851e+00, 1.492206987023114273e+00, 1.450067445704745328e+00, 8.064154559619666207e-01, 3.780360641830351032e+00, 8.904440975204102049e-01, 1.098607523425910282e+00, 1.416319090223523869e+00, 1.500622003358712542e+00
1.973000000000000000e+03, 1.050634945537443965e+00, 7.616176649923602771e-01, 2.427775143457058693e+00, 1.650477619568144094e+00, 1.116121338539543650e+00, 6.463973642331002356e-01, 1.121294596011906286e+00, 2.065186670599441499e+00, 1.486419231228487625e+00, 1.219515081879083418e+00, 7.821648034137814731e-01, 3.758769500013387166e+00, 9.138528145705548944e-01, 1.153657750466817733e+00, 1.336732703594832428e+00, 1.196338081557558164e+00
