year, UKESM1-0-LL, ACCESS-ESM1-5, INM-CM4-8, MIROC-ES2L, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4, INM-CM5-0, CMCC-CM2-SR5, TaiESM1, NorESM2-MM, CanESM5, CESM2-WACCM, IPSL-CM6A-LR, MPI-ESM1-2-LR, CNRM-ESM2-1
1.860000000000000000e+03, 1.380254332322847777e+00, 6.879301868578766577e-01, 2.342325902528648918e+00, 1.628021201551015595e+00, 1.206081347928438907e+00, 6.636257113521820683e-01, 1.205566257191542423e+00, 1.668639315059927908e+00, 1.159024725720863680e+00, 1.105642826062918971e+00, 7.184735231760134289e-01, 2.707247120152139530e+00, 8.318133276746737526e-01, 1.041780409695098886e+00, 1.508353315652189108e+00, 1.433219803866774056e+00
1.861000000000000000e+03, 1.218918886617784691e+00, 6.798069164169975309e-01, 2.198483119724278012e+00, 1.581246923798053539e+00, 1.153471966475707156e+00, 5.993081899065044738e-01, 1.265891610208601969e+00, 2.039010081393269669e+00, 1.031644377722887418e+00, 1.275336750833535149e+00, 8.935163444901155216e-01, 2.851513641615751382e+00, 8.757809220367864800e-01, 9.861246343424049376e-01, 1.191433275908677869e+00, 1.178600933748656931e+00
1.862000000000000000e+03, 1.283360991200324763e+00, 6.581350451798377854e-01, 2.226654938321705579e+00, 1.635815947415430793e+00, 1.226062583862764566e+00, 6.607119402111050199e-01, 1.086700684989988730e+00, 1.837316845611960625e+00, 1.026501140791721722e+00, 1.410810849637426534e+00, 7.914175078895646642e-01, 2.761249845290810079e+00, 8.450486705888026195e-01, 9.500399477021034267e-01, 1.331241244993674577e+00, 1.152329836379607730e+00
1.863000000000000000e+03, 1.382492279388620737e+00, 6.308848952483235850e-01, 2.290531519239600744e+00, 1.591941230330503831e+00, 1.087603296403494069e+00, 6.082370303075065321e-01, 1.042288128447684592e+00, 2.040205390181359490e+00, 1.167033782649065321e+00, 1.147949765586417037e+00, 6.941860813469744595e-01, 2.762365819949396339e+00, 7.773260523533951361e-01, 1.238741606100798753e+00, 1.327319676209631538e+00, 1.045702050736416089e+00
1.864000000000000000e+03, 1.210295039017285301e+00, 6.233154205549883420e-01, 2.319327575150576415e+00, 1.538316033678391426e+00, 1.253877993980787808e+00, 6.709367405328128253e-01, 1.196286872930179435e+00, 1.919174179379213863e+00, 1.200337364296324649e+00, 1.256632652224080049e+00, 7.331350139036754143e-01, 2.753863104044477428e+00, 7.724472730845980406e-01, 1.011491311502989987e+00, 1.377702022943857019e+00, 1.431176922968941945e+00
1.865000000000000000e+03, 1.254371431853093632e+00, 6.771974135139349205e-01, 2.239842342691984012e+00, 1.495262593142700602e+00, 1.197410976521533499e+00, 6.724723793213914780e-01, 1.054672526372313124e+00, 1.797104802773647592e+00, 1.102128583985354293e+00, 1.219336301020812696e+00, 7.486638540336125747e-01, 2.946503513857737566e+00, 6.537683749808397282e-01, 1.040363029421282670e+00, 1.677029373383122302e+00, 1.364815732081944066e+00
1.866000000000000000e+03, 1.262331767702368879e+00, 6.560537841798598224e-01, 2.137716882566337517e+00, 1.616649641269821469e+00, 1.083851138059058528e+00, 6.669178318994011256e-01, 1.027488016662243320e+00, 1.696601414551970555e+00, 1.327151364784592946e+00, 1.318001504483748976e+00, 6.527163366342535467e-01, 2.818178592263318460e+00, 7.071805690003315492e-01, 8.272606873338268496e-01, 1.557228977397247194e+00, 9.067247418910650003e-01
1.867000000000000000e+03, 9.692810331402399449e-01, 6.429784372834419504e-01, 2.176305316963849990e+00, 1.640446298976327544e+00, 1.104255063440720441e+00, 6.429855509599737839e-01, 1.098277721932887863e+00, 1.850249949139891381e+00, 1.002302292113721016e+00, 1.456532439193309880e+00, 6.632632896942242118e-01, 2.706852380596432184e+00, 6.437139300990150081e-01, 1.002125751843087942e+00, 1.613266282553956543e+00, 1.161715585761327274e+00
1.868000000000000000e+03, 1.556860890104523110e+00, 6.041151397574366921e-01, 2.058566011017829211e+00, 1.637102326782704065e+00, 1.179768429883248482e+00, 5.091468010086479534e-01, 1.223299592032328409e+00, 1.816412550946335580e+00, 1.015005904731556496e+00, 1.175880180561660326e+00, 7.543331565079477441e-01, 2.676186543958901431e+00, 7.506653981621695948e-01, 1.131675433275000753e+00, 1.656116154013342001e+00, 1.026747565545100382e+00
1.869000000000000000e+03, 1.728755368900736222e+00, 6.439390843681023213e-01, 2.240517758277170923e+00, 1.653695116515620622e+00, 1.255656403715450065e+00, 6.228159765801167813e-01, 1.226208946383593901e+00, 1.674370110222856090e+00, 1.051319255446163226e+00, 1.239981983965152912e+00, 7.171488813336196477e-01, 2.841858360891287738e+00, 7.571869301334069879e-01, 1.102403194611139670e+00, 1.360434530480068238e+00, 1.344382183091370475e+00
1.870000000000000000e+03, 1.784318422776980828e+00, 7.210617326870566446e-01, 2.199727325464794436e+00, 1.623061731824568588e+00, 1.097328647099937493e+00, 6.036601120249843744e-01, 1.168932387201940593e+00, 1.837500563575497292e+00, 1.039885339272901721e+00, 1.326786863557614105e+00, 7.201457374333439798e-01, 2.781780387019017198e+00, 7.423529921582640023e-01, 9.131392478207772667e-01, 1.246616587234544493e+00, 1.380738936599623656e+00
1.871000000000000000e+03, 1.419799076744995059e+00, 6.631284269416373167e-01, 2.014933759062432550e+00, 1.597852697906476882e+00, 1.051815262601929257e+00, 5.494120814037746214e-01, 9.359575506909628695e-01, 1.744538249735426705e+00, 1.357385608145559086e+00, 1.305087941051877420e+00, 8.039569466418078347e-01, 2.639690457042324301e+00, 8.650428706314627902e-01, 1.052787967291461291e+00, 1.454883144629294023e+00, 9.574958567088736050e-01
1.872000000000000000e+03, 1.061950890903617051e+00, 6.757768680804163708e-01, 2.195326172308979640e+00, 1.554510151220720449e+00, 1.031469862262033077e+00, 7.168409928639282169e-01, 9.272236116683160168e-01, 1.840710855551025427e+00, 8.931469459208758455e-01, 1.261639786459512802e+00, 8.345828737305009959e-01, 2.757235846228717424e+00, 8.466369128953860068e-01, 1.088368858461222333e+00, 1.341269108275404021e+00, 1.214104517896500424e+00
1.873000000000000000e+03, 1.436980010358060333e+00, 6.578935207712772737e-01, 2.611910124709899250e+00, 1.649954821603127897e+00, 1.095944315534389757e+00, 6.245308735275789669e-01, 1.030664590539942527e+00, 1.764216706984618188e+00, 9.278809535566473476e-01, 1.286359338788577888e+00, 6.888755809910255268e-01, 2.727743954883360189e+00, 8.002523591578700746e-01, 1.113760063710147019e+00, 1.361701530185145836e+00, 1.389348392865562110e+00
1.874000000000000000e+03, 1.419599785651947332e+00, 6.661072465019169941e-01, 2.100354864775316521e+00, 1.639957316334036630e+00, 1.316100757736587745e+00, 5.683116978347042547e-01, 1.073211037360530584e+00, 1.807829034291464465e+00, 1.123946337719203603e+00, 1.315646978223070418e+00, 6.744792177871244965e-01, 2.904540228859674222e+00, 7.163713236320005118e-01, 1.267871424163347971e+00, 1.447150992001441372e+00, 1.325334350566000241e+00
1.875000000000000000e+03, 1.463907709777532373e+00, 7.312268476345429313e-01, 2.366099548968763511e+00, 1.657396820568749485e+00, 1.344744253314981153e+00, 6.742116017343170453e-01, 1.085545807327003454e+00, 1.795772958088742932e+00, 1.063883456769739055e+00, 1.296942566390080431e+00, 7.274387148094542122e-01, 2.854927595334133095e+00, 8.246219636996326985e-01, 1.285458859288426181e+00, 1.540515065756074220e+00, 1.258936997242776190e+00
1.876000000000000000e+03, 1.442409699104222565e+00, 8.166848253736750385e-01, 2.300481189612833433e+00, 1.469919098724424389e+00, 1.001840891078618068e+00, 6.830137977992853937e-01, 1.227591124074171036e+00, 1.812336201684809689e+00, 9.933240661406305128e-01, 1.214330649518635674e+00, 7.768093341870252466e-01, 2.896802778039562654e+00, 6.927064684436970987e-01, 1.077159222007678663e+00, 1.491271078879359946e+00, 1.159311180390784290e+00
1.877000000000000000e+03, 1.131076824231121547e+00, 7.026766271996007784e-01, 2.375390937310066786e+00, 1.553379045717311335e+00, 8.441830781814008144e-01, 6.092705648701024490e-01, 1.170633208539244796e+00, 1.745467104604021769e+00, 1.176943393276397742e+00, 1.446446909566560635e+00, 7.184461297377556788e-01, 2.829928246701939543e+00, 7.717596787402156711e-01, 1.197905286730105434e+00, 1.653881944576926832e+00, 1.072227028606630883e+00
1.878000000000000000e+03, 1.325600236925192243e+00, 7.298391797857980423e-01, 2.236008008000053504e+00, 1.614366647902715002e+00, 7.850436834554781473e-01, 6.841048291328054587e-01, 1.192174164131032388e+00, 1.784416074673725205e+00, 8.764426505580952265e-01, 1.117000740492339217e+00, 7.225399965878704922e-01, 2.762070759870896008e+00, 7.127408101114405259e-01, 1.283207004008760421e+00, 1.382678986954037903e+00, 1.196747307909332037e+00
1.879000000000000000e+03, 1.149414919234504673e+00, 7.123969757437424999e-01, 2.040426814028049485e+00, 1.672075292511177480e+00, 1.277960181544659735e+00, 6.397127578426340389e-01, 1.258468760664447572e+00, 1.808440307470718267e+00, 1.078431725439890965e+00, 1.339722931023824337e+00, 7.385436158542059149e-01, 2.784227371769621762e+00, 7.829522115363912738e-01, 1.236494869404120012e+00, 1.256703144497718583e+00, 1.226418927331904163e+00
1.880000000000000000e+03, 1.273174372899392948e+00, 7.266674445434210261e-01, 2.150912508300941273e+00, 1.640188145940642217e+00, 1.205247572787378374e+00, 6.113886224398701330e-01, 1.013449451379266675e+00, 1.861546518181380394e+00, 1.100382466763140332e+00, 1.252298183862694092e+00, 7.391456431633462998e-01, 2.861323387649029382e+00, 9.077060760743271839e-01, 1.148712444610805017e+00, 1.379101494688981688e+00, 1.389093758062682982e+00
1.881000000000000000e+03, 1.422753443810834018e+00, 7.323223625688264349e-01, 2.292592567688601424e+00, 1.606906009952272507e+00, 1.079375456367858810e+00, 6.422219492571575872e-01, 1.070361396591953618e+00, 2.116106126527796061e+00, 1.003147380384744158e+00, 1.337663320478732265e+00, 5.748051444503274876e-01, 2.853463233395119314e+00, 8.330526123279338169e-01, 9.508652951773275408e-01, 1.620054246826011068e+00, 1.131513438605395994e+00
1.882000000000000000e+03, 1.398754688896001408e+00, 6.978255681901405216e-01, 2.206073269450526286e+00, 1.639656475070516040e+00, 1.034514148281204360e+00, 6.184215454252167676e-01, 1.121409704594938717e+00, 1.725878471501172795e+00, 9.334366211676077274e-01, 1.026322319671668870e+00, 7.412217282912053617e-01, 2.848525308580295512e+00, 7.689070036990832691e-01, 1.146407375473890156e+00, 1.604503509352324109e+00, 1.053418729143727361e+00
1.883000000000000000e+03, 1.537047374724384907e+00, 7.612338106716879382e-01, 2.216680234116726655e+00, 1.647639247983484490e+00, 1.283675757131810036e+00, 5.625287343754964420e-01, 1.042809879191138878e+00, 1.985147128256678606e+00, 1.209218928779650870e+00, 1.374715448315207089e+00, 7.585182769459796193e-01, 2.861569610398894792e+00, 7.108442774785315166e-01, 1.178791046897775807e+00, 1.361499445191784785e+00, 1.399570268021263164e+00
1.884000000000000000e+03, 1.239850144540278976e+00, 7.641354045656990612e-01, 2.116796242462542388e+00, 1.666615589742984849e+00, 1.044194870231001993e+00, 6.226703073232637831e-01, 1.035152244454632831e+00, 1.908879612597830455e+00, 1.003746260581944938e+00, 1.387869238378666825e+00, 7.840520786818325760e-01, 2.730298256927378819e+00, 7.615517000727387575e-01, 9.072666268599628436e-01, 1.322765468451708504e+00, 1.035144886890464022e+00
1.885000000000000000e+03, 1.495831983507720953e+00, 7.236716426927095602e-01, 2.134127768602294584e+00, 1.561067585653304279e+00, 1.207984390973618316e+00, 5.786829709207209627e-01, 1.088832083302171627e+00, 1.774203400828088251e+00, 9.558828875040398243e-01, 1.180729815825344531e+00, 7.454066292609035083e-01, 2.852071508170222369e+00, 8.392782691182248955e-01, 8.687813697241103528e-01, 1.379387504634204120e+00, 1.259551334288116609e+00
1.886000000000000000e+03, 1.373896743751930050e+00, 6.384651456529149005e-01, 2.089226094669280887e+00, 1.661099619939782279e+00, 1.143238205661505802e+00, 6.191351092209890217e-01, 1.192750857561356570e+00, 1.806645624302646302e+00, 9.942709304487210575e-01, 1.241943904307649005e+00, 7.471636109871561127e-01, 2.917718537822578728e+00, 6.667118412231649582e-01, 1.165785620347755236e+00, 1.492193909233652471e+00, 1.091888861062042970e+00
1.887000000000000000e+03, 1.224193782106572703e+00, 7.007600073045215927e-01, 2.142534747354158498e+00, 1.679677937856461467e+00, 1.270159589222516594e+00, 5.640906678052588497e-01, 1.158370774888698218e+00, 1.942921629644442039e+00, 1.196973035513832828e+00, 1.134549423066619767e+00, 7.189017385054758957e-01, 2.780866268519396112e+00, 7.178690720756908394e-01, 1.173057621782029214e+00, 1.490920137583497063e+00, 1.335378308180271478e+00
1.888000000000000000e+03, 1.112738309674971005e+00, 6.963145099371751412e-01, 2.005894293243992266e+00, 1.597797187655434437e+00, 1.181038419090767011e+00, 4.929125089249432601e-01, 9.920591524897106606e-01, 1.882398543833411431e+00, 1.161326272834088735e+00, 1.345972424059900696e+00, 6.658744158369312993e-01, 2.783401608480858158e+00, 7.693077201780237351e-01, 1.269739563765949875e+00, 1.463176110027130106e+00, 1.224673895379506439e+00
1.889000000000000000e+03, 1.340416337576741057e+00, 6.224856487024210683e-01, 2.319402809430481049e+00, 1.588058253210435700e+00, 1.207432126313042975e+00, 6.098379248348807513e-01, 1.107459592564759898e+00, 1.939509870177784423e+00, 9.918727084214375989e-01, 1.304830516206888058e+00, 7.503903513892494770e-01, 2.852892951767379781e+00, 7.348303137862977064e-01, 1.097350577423799045e+00, 1.346224287847529899e+00, 1.080303493150940763e+00
1.890000000000000000e+03, 1.396209723215972254e+00, 6.567797740174302623e-01, 2.133429295736712472e+00, 1.678692577989928436e+00, 1.134149636862425314e+00, 6.170356127566709592e-01, 1.207244535737133972e+00, 1.827503691072878578e+00, 9.899083616575674593e-01, 1.065666916442642886e+00, 8.093426133405290379e-01, 2.790517535385994563e+00, 7.576821525047576777e-01, 1.051652059641567716e+00, 1.439875601126140436e+00, 1.202093898542076156e+00
1.891000000000000000e+03, 1.079187842616981863e+00, 6.955616741707209005e-01, 2.173689536923782750e+00, 1.646937084956264119e+00, 1.253974700719417079e+00, 5.333335410858753844e-01, 1.170410796881669935e+00, 1.766427349808050939e+00, 1.082067930735598704e+00, 1.280612251051981509e+00, 6.184279445628229066e-01, 2.990483611835451416e+00, 7.415979823452447661e-01, 9.390707107411810917e-01, 1.249252608702679179e+00, 1.277645570241621398e+00
1.892000000000000000e+03, 1.448173985971730193e+00, 6.402262129968849802e-01, 2.298877002819208926e+00, 1.581114702113683324e+00, 1.232256934375679291e+00, 5.781742475608190324e-01, 1.223017814532405545e+00, 1.854092075480463508e+00, 1.074615243397298636e+00, 1.424664137207416248e+00, 6.893652361764794900e-01, 2.858309208909992183e+00, 7.301638666399563604e-01, 1.061897263410288117e+00, 1.378890590001889960e+00, 1.111045114691946001e+00
1.893000000000000000e+03, 1.629958089659867548e+00, 7.345218441091588835e-01, 2.378586119123203613e+00, 1.612282513355394187e+00, 1.214290199903004464e+00, 5.825279210691813869e-01, 1.219755379458829836e+00, 1.836424317626276226e+00, 8.389465383465414261e-01, 1.207418038762254398e+00, 7.470560470137661557e-01, 2.878211843630015476e+00, 7.276978169335887037e-01, 1.228601731532679153e+00, 1.383729878461551710e+00, 9.785507212392468013e-01
1.894000000000000000e+03, 1.599121577484612811e+00, 8.017672425170224715e-01, 2.200934245535477896e+00, 1.615143309425620455e+00, 1.171036129239361623e+00, 6.139542009929060962e-01, 1.151481109477019649e+00, 1.938070446664021063e+00, 9.020353269820583497e-01, 1.233393364112457480e+00, 6.490584863464186061e-01, 2.818144043249907860e+00, 7.182491340243519762e-01, 1.235307563341682791e+00, 1.397978952086623039e+00, 1.127195662940301268e+00
1.895000000000000000e+03, 1.543613043470826174e+00, 7.993623785342929278e-01, 2.059264628535472319e+00, 1.722802296351800821e+00, 1.009401644472665449e+00, 6.546885293177374665e-01, 1.070383490154464656e+00, 1.947730390746294615e+00, 1.019019087620494979e+00, 1.201335065332204799e+00, 6.629072950612512338e-01, 2.718187972501937999e+00, 7.814317247700329760e-01, 9.970484642353039106e-01, 1.455556514590370609e+00, 1.298716759552845934e+00
1.896000000000000000e+03, 1.318365644683120674e+00, 7.792996279342170318e-01, 2.264519908641841717e+00, 1.684825444734462607e+00, 1.235374075551231465e+00, 6.804671264824457833e-01, 1.106800707708794684e+00, 1.866291892528265439e+00, 1.394822116030394410e+00, 1.340205268862461496e+00, 6.704841851988566637e-01, 2.785236003486637468e+00, 7.655025722871854343e-01, 1.312914211935073405e+00, 1.383653937356543517e+00, 1.171725737450008520e+00
1.897000000000000000e+03, 1.338640531612446338e+00, 8.462699083863478577e-01, 2.146744914855688968e+00, 1.637202798279333349e+00, 1.362468018148020432e+00, 5.545864324400292533e-01, 1.038558960484919247e+00, 1.921391812829455148e+00, 1.194507662531544057e+00, 1.170719520130081293e+00, 6.998302444355445351e-01, 2.763731765293734099e+00, 7.411769798751757232e-01, 1.088876402153353906e+00, 1.309607974172555700e+00, 1.252014119057849761e+00
1.898000000000000000e+03, 1.465147641256886679e+00, 7.944339711704295759e-01, 2.090824794189829472e+00, 1.666709672496599959e+00, 1.224579050157016180e+00, 6.126465837267025538e-01, 9.828727133020055406e-01, 1.779794532220987380e+00, 9.712784549990614025e-01, 1.266451511535517716e+00, 7.415213536963924934e-01, 2.839891598174623777e+00, 7.404982646636359966e-01, 1.160914464707848204e+00, 1.494388272313478039e+00, 1.222292203513616116e+00
1.899000000000000000e+03, 1.192518829289371585e+00, 6.190780765210215364e-01, 2.173980126676118729e+00, 1.680505238327695050e+00, 9.882458275097968370e-01, 6.613472184068230897e-01, 9.231957643115817902e-01, 1.784743760587645944e+00, 1.034811595143871665e+00, 1.201773024698159942e+00, 7.199790818494602451e-01, 2.951991522745728513e+00, 7.131133739529623705e-01, 1.368135906784288203e+00, 1.601362069885907458e+00, 1.384671283027000932e+00
1.900000000000000000e+03, 1.359746624599911025e+00, 6.024103359001267144e-01, 2.253782876188080930e+00, 1.618544981624590484e+00, 9.993934183671825400e-01, 6.930735246650522319e-01, 1.118277921710879808e+00, 1.944802494855162545e+00, 1.048763525922340456e+00, 1.283242238297728877e+00, 7.357335636752624364e-01, 2.897808279791043606e+00, 7.124143675941856380e-01, 1.002561429378411750e+00, 1.645336556815398810e+00, 1.029820628839240637e+00
1.901000000000000000e+03, 1.525692513635110714e+00, 6.470093223755453149e-01, 2.297167506565194195e+00, 1.549502003735564681e+00, 1.198926561864145590e+00, 6.349119660227848794e-01, 1.204514126928807771e+00, 1.909464779902013909e+00, 1.047204541074881146e+00, 1.311860679591515089e+00, 7.978099009458463620e-01, 2.992804551493654319e+00, 8.350342149796308178e-01, 1.289056731186168259e+00, 1.764848182994119385e+00, 1.427893438421818484e+00
1.902000000000000000e+03, 1.371654230083817483e+00, 7.238987942437086209e-01, 2.309254946021866761e+00, 1.526619645006904724e+00, 1.100649493260366762e+00, 6.952554004472368820e-01, 1.261448391916973666e+00, 1.850152103024888639e+00, 1.183380121448930566e+00, 1.454837721164594644e+00, 7.611878317402961391e-01, 2.867339545159628411e+00, 8.155670991987177265e-01, 1.184108738634539471e+00, 1.518217566590182033e+00, 1.247167286485057147e+00
1.903000000000000000e+03, 1.541160459597826327e+00, 8.127428525051426655e-01, 2.292554613313511958e+00, 1.622491073541445283e+00, 1.053435766735252299e+00, 6.270653409683515367e-01, 1.112126157798333237e+00, 1.945693812742677720e+00, 1.182374831791084269e+00, 1.107377168026684400e+00, 6.411886814375911126e-01, 2.834359187773682454e+00, 7.438883217872077624e-01, 1.120037183980366891e+00, 1.311316258140082791e+00, 9.995354354159818877e-01
1.904000000000000000e+03, 1.147506571581947243e+00, 7.682796808947058853e-01, 2.282517291686888772e+00, 1.690252941076593185e+00, 1.148858872000491749e+00, 6.127708877424971057e-01, 1.012504635159564570e+00, 1.737592686722696067e+00, 1.110640828109838996e+00, 1.203339941675025004e+00, 7.310607877751617023e-01, 2.882534054240280863e+00, 8.125634544997401010e-01, 8.593901443593938705e-01, 1.201990475535804181e+00, 1.304290199121560301e+00
1.905000000000000000e+03, 1.312959935636969000e+00, 8.069032899593712171e-01, 2.154799554081960444e+00, 1.724447429451071212e+00, 1.183707476864808372e+00, 5.812336937886531940e-01, 1.170261566754219773e+00, 1.838620774064366747e+00, 1.207176394012448917e+00, 1.163382187893016395e+00, 7.182753614961110422e-01, 2.899197314755177501e+00, 6.638370353396374490e-01, 1.114479441651235581e+00, 1.408067894352497573e+00, 1.258267230685001348e+00
1.906000000000000000e+03, 1.174295748973676945e+00, 7.791805655240229278e-01, 2.221434758485064442e+00, 1.588524166916699620e+00, 1.017656456861796732e+00, 5.768419952973867781e-01, 1.124813688219037378e+00, 1.812456202774806124e+00, 1.107234817914723779e+00, 1.314318883015996642e+00, 7.443977196823093889e-01, 2.893145170728259608e+00, 6.108858714317315641e-01, 1.158481470770828636e+00, 1.595866055888205404e+00, 1.240195051304723961e+00
1.907000000000000000e+03, 1.399087364052095328e+00, 7.687319930947426050e-01, 2.667696077817153011e+00, 1.618868931564822589e+00, 1.162447561565484344e+00, 6.126125911040768424e-01, 1.136803139723674638e+00, 1.877772512795890858e+00, 1.182361333807612214e+00, 1.243653845286608828e+00, 7.725438592321689502e-01, 2.874336980808465114e+00, 8.071308853188827737e-01, 1.093892092859427345e+00, 1.528093887091662051e+00, 1.316724866438768737e+00
1.908000000000000000e+03, 1.472137958868054763e+00, 6.998739634370253482e-01, 2.270691268997018231e+00, 1.535015803939855150e+00, 9.542102056227033113e-01, 6.342853945991243636e-01, 1.263658143663296096e+00, 1.830333225421091115e+00, 1.038124434241189276e+00, 1.280335734444216111e+00, 7.790667481939105299e-01, 2.857129672749307403e+00, 8.780843675762338707e-01, 1.143203558840800493e+00, 1.685460008261328690e+00, 1.157284165188771752e+00
1.909000000000000000e+03, 1.135783584592572559e+00, 7.843086527253311235e-01, 2.222543287951681545e+00, 1.673486415115077675e+00, 1.073869409376647877e+00, 5.710465161243822863e-01, 1.187777425642519757e+00, 1.935445481145152247e+00, 1.116775548171829113e+00, 1.326891112466180189e+00, 7.585458897408973167e-01, 2.863134959818552705e+00, 7.770189461760048655e-01, 9.327003298395540876e-01, 1.577139837046577897e+00, 1.275973802372757371e+00
1.910000000000000000e+03, 1.309172169249229745e+00, 7.568823557845076877e-01, 2.498222502333756978e+00, 1.654163304159697923e+00, 1.132388324135343405e+00, 6.500101543801929393e-01, 1.173151374487856780e+00, 1.716390307749907862e+00, 1.160913119948006722e+00, 1.202905303996896658e+00, 7.170826984851257357e-01, 2.883076212227476010e+00, 7.772209061369115268e-01, 1.014089019933984925e+00, 1.422879625561261463e+00, 1.332265418824369219e+00
1.911000000000000000e+03, 1.371447862713278898e+00, 7.129731544524013920e-01, 2.226021187936675805e+00, 1.641262437825835807e+00, 1.198428728476873539e+00, 6.820995438785267817e-01, 1.225446394503717062e+00, 1.899814509114166494e+00, 1.238741726064735094e+00, 1.082763399709168128e+00, 6.358920600936204259e-01, 2.933520885569217196e+00, 7.807784599794581615e-01, 9.494918665541376424e-01, 1.348655003950850029e+00, 1.227996590405610933e+00
