year, MPI-ESM1-2-LR, GFDL-ESM4, CNRM-ESM2-1, TaiESM1, EC-Earth3-Veg, UKESM1-0-LL, NorESM2-MM, MIROC-ES2L, ACCESS-ESM1-5, IPSL-CM6A-LR, CESM2-WACCM, NorESM2-LM, CanESM5, INM-CM5-0, CMCC-CM2-SR5, INM-CM4-8
1.912000000000000000e+03, 2.945839646333854489e+02, 2.944760000223125758e+02, 2.946603366097767207e+02, 2.955683869033351812e+02, 2.941810068377524772e+02, 2.959016859983588006e+02, 2.965508648942783338e+02, 2.961227673758788228e+02, 2.955064382063271751e+02, 2.921008466694678987e+02, 2.968214765057684303e+02, 2.971178351682131620e+02, 2.944874808044136216e+02, 2.937367411501868446e+02, 2.955918279089129328e+02, 2.936078395603215654e+02
1.913000000000000000e+03, 2.949510863946229051e+02, 2.938355504440633581e+02, 2.938325793152013716e+02, 2.954292571121767992e+02, 2.943447085924276507e+02, 2.962641557888405828e+02, 2.965415098225047359e+02, 2.958388129632568848e+02, 2.951909969108422729e+02, 2.920243426203584818e+02, 2.965863024369575101e+02, 2.971796921743886628e+02, 2.940973542939719323e+02, 2.940119390726005690e+02, 2.952769880257814066e+02, 2.936991263067588989e+02
1.914000000000000000e+03, 2.951562203363047843e+02, 2.943468939212048667e+02, 2.946873051803023031e+02, 2.957082564350964731e+02, 2.945447703070394709e+02, 2.963768180317666179e+02, 2.965792493028940271e+02, 2.951345285946876515e+02, 2.954852719138602879e+02, 2.920029187979270660e+02, 2.967908025412693860e+02, 2.961940993394385941e+02, 2.938929400960238354e+02, 2.941484138626797744e+02, 2.957389351094180370e+02, 2.933553172264183218e+02
1.915000000000000000e+03, 2.946493596132101516e+02, 2.942335077690905791e+02, 2.939286583634442991e+02, 2.958683823341479524e+02, 2.943689049400139766e+02, 2.961497208390549076e+02, 2.967107793726439695e+02, 2.955375824810124641e+02, 2.954174140586676458e+02, 2.926936504124612952e+02, 2.967741162762979457e+02, 2.970062210444442599e+02, 2.939857381584143923e+02, 2.937171671998353304e+02, 2.960218744276204461e+02, 2.937048752831448724e+02
1.916000000000000000e+03, 2.949433030236708078e+02, 2.944788152961570518e+02, 2.941575351497743327e+02, 2.956986175782047326e+02, 2.946057289497945817e+02, 2.968485821502881663e+02, 2.962560615738349838e+02, 2.963074083511000936e+02, 2.956549350546699770e+02, 2.928333653317529865e+02, 2.972351933513391486e+02, 2.971543142658109105e+02, 2.938823480065711919e+02, 2.935057031362231328e+02, 2.965492499254580139e+02, 2.939712058364351037e+02
1.917000000000000000e+03, 2.947391096803225423e+02, 2.942795959144261815e+02, 2.942209618432607954e+02, 2.959305873709467392e+02, 2.945101350188568858e+02, 2.962507628247604430e+02, 2.963297423479398844e+02, 2.966367189273275358e+02, 2.958574333215145202e+02, 2.924379686881634939e+02, 2.970808520480387642e+02, 2.968290068488331030e+02, 2.944404771342543654e+02, 2.943332418442589073e+02, 2.961385127428260375e+02, 2.938440628400747414e+02
1.918000000000000000e+03, 2.948978168158613471e+02, 2.947078356477195484e+02, 2.942758501520158916e+02, 2.951063928312874509e+02, 2.943882072484054788e+02, 2.960458442366632994e+02, 2.963736008289809547e+02, 2.958152930122825524e+02, 2.956907311564639258e+02, 2.924946824718627454e+02, 2.974387994101097092e+02, 2.968366089612250107e+02, 2.946262890001240180e+02, 2.936614140723578430e+02, 2.956422781012201995e+02, 2.934288119516585311e+02
1.919000000000000000e+03, 2.950389864603320689e+02, 2.948608639468999399e+02, 2.943456692520435922e+02, 2.954395908097838515e+02, 2.947060882575831329e+02, 2.965657781698993745e+02, 2.962782649805462256e+02, 2.951464934770500008e+02, 2.956298373703120888e+02, 2.924487335028251209e+02, 2.965237206161137351e+02, 2.973797452373569854e+02, 2.944472979682393543e+02, 2.938495685495180396e+02, 2.964642044846743261e+02, 2.937384020337426023e+02
1.920000000000000000e+03, 2.951224045796061546e+02, 2.946188268907273482e+02, 2.936752150438215381e+02, 2.958097391606435167e+02, 2.946696307486704427e+02, 2.964208834990112109e+02, 2.965005301528719883e+02, 2.954158021349465457e+02, 2.959717012591871139e+02, 2.922211883098201497e+02, 2.963533766319333722e+02, 2.973172072727404611e+02, 2.947536361558099998e+02, 2.937671056576166961e+02, 2.968167366682235411e+02, 2.941803771192166437e+02
1.921000000000000000e+03, 2.949695066280237938e+02, 2.938625430056743539e+02, 2.945303069756388936e+02, 2.956496704532274862e+02, 2.949954665889456464e+02, 2.960039461892274062e+02, 2.964559638086630571e+02, 2.964606583061044489e+02, 2.954439524847700795e+02, 2.927457997364752487e+02, 2.969889394496443060e+02, 2.969643329135236058e+02, 2.942297396181864997e+02, 2.942653668841758190e+02, 2.962904151692932260e+02, 2.933881709732648346e+02
1.922000000000000000e+03, 2.947444896398779406e+02, 2.941658592617603745e+02, 2.943184849108254184e+02, 2.957862865962969749e+02, 2.951785397450290702e+02, 2.962914864521698064e+02, 2.961064627905763587e+02, 2.966398815604538868e+02, 2.952882036946099902e+02, 2.926533342526030310e+02, 2.968138308082919252e+02, 2.965895120086561292e+02, 2.939353135461226998e+02, 2.937669170065324238e+02, 2.968660830156433690e+02, 2.939202320555054939e+02
1.923000000000000000e+03, 2.954336920693548336e+02, 2.944006820250496048e+02, 2.942750124104987322e+02, 2.956141340185196782e+02, 2.946809353577390311e+02, 2.963026043987551930e+02, 2.956121650269805059e+02, 2.954091739734542443e+02, 2.952435091921043977e+02, 2.924788957586344509e+02, 2.968623474613590361e+02, 2.969536717549294167e+02, 2.940732617250570797e+02, 2.939313520115270535e+02, 2.963116479759026447e+02, 2.939272042877527724e+02
1.924000000000000000e+03, 2.956543155307454640e+02, 2.940648498530131860e+02, 2.940753549838819367e+02, 2.965529066221325820e+02, 2.944080810904342798e+02, 2.961929178632241815e+02, 2.958561868997486499e+02, 2.955281859027443261e+02, 2.954842365012931964e+02, 2.923020835483310975e+02, 2.974110176112127988e+02, 2.972667920824544581e+02, 2.945967537091854069e+02, 2.943544101009857741e+02, 2.963878336204020911e+02, 2.934671031295588932e+02
1.925000000000000000e+03, 2.950755171773198526e+02, 2.941398954262249958e+02, 2.945398817223837682e+02, 2.954385207769258272e+02, 2.948024877119228222e+02, 2.968606536613310141e+02, 2.953008787091704903e+02, 2.955919038147190463e+02, 2.953225341385860929e+02, 2.923419674718560941e+02, 2.971092579808832284e+02, 2.968475667150328263e+02, 2.944614670546731645e+02, 2.937963366715820257e+02, 2.958094064359096365e+02, 2.940098271067959104e+02
1.926000000000000000e+03, 2.948402932359840065e+02, 2.944269575998916366e+02, 2.940804596035485474e+02, 2.953730888386976972e+02, 2.945609761796392831e+02, 2.963426730162651097e+02, 2.958708112285521565e+02, 2.955822033053071891e+02, 2.958090053700769886e+02, 2.921979210957338182e+02, 2.966276156430162132e+02, 2.968002014279450691e+02, 2.941947121298354659e+02, 2.937812497689847078e+02, 2.957538363274145468e+02, 2.935152660479866995e+02
1.927000000000000000e+03, 2.954340528137097408e+02, 2.946003901167783283e+02, 2.941720625882012996e+02, 2.957708283658294022e+02, 2.942474848184615439e+02, 2.960851344731648851e+02, 2.959084254113526526e+02, 2.956559399835833801e+02, 2.953232032960694369e+02, 2.923662159987534892e+02, 2.968652977205317711e+02, 2.970423855405688300e+02, 2.941603314387220394e+02, 2.943365177734960980e+02, 2.966325748157494786e+02, 2.939164502091641111e+02
1.928000000000000000e+03, 2.953663102011203136e+02, 2.941306833912559000e+02, 2.945296972466300645e+02, 2.958966096789228004e+02, 2.948865308844265769e+02, 2.966431042240170655e+02, 2.956743315222133788e+02, 2.964436676449049628e+02, 2.956139935998589863e+02, 2.923854244488666154e+02, 2.970848142167430979e+02, 2.972484451619368429e+02, 2.941519882454222170e+02, 2.943554689917817768e+02, 2.967895268040603014e+02, 2.937085985551011618e+02
1.929000000000000000e+03, 2.951148844679713079e+02, 2.947238715432301319e+02, 2.944010788605631319e+02, 2.958146430847908164e+02, 2.941669449160673366e+02, 2.966184031544298705e+02, 2.965233412732636111e+02, 2.959643884567572059e+02, 2.954971243873106914e+02, 2.930219444412735470e+02, 2.964752827988675108e+02, 2.971470690153188343e+02, 2.943668796206882803e+02, 2.941096196932537055e+02, 2.961557562037417028e+02, 2.937155335432013317e+02
1.930000000000000000e+03, 2.948261550992601201e+02, 2.944318014066648743e+02, 2.940215028511817650e+02, 2.958046530546977237e+02, 2.946815809473077934e+02, 2.968974672196889060e+02, 2.967385972442294815e+02, 2.958301163788113399e+02, 2.957580187223820758e+02, 2.923294405156274820e+02, 2.971227275801029464e+02, 2.971442947109824786e+02, 2.945377732259312893e+02, 2.941251624693136932e+02, 2.965129426589589343e+02, 2.943875771506106389e+02
1.931000000000000000e+03, 2.952933018264993734e+02, 2.947925672814517952e+02, 2.950791661956218377e+02, 2.961081041526885542e+02, 2.946821715434697921e+02, 2.963620353189087950e+02, 2.966441217128878520e+02, 2.958523819195123679e+02, 2.953415631388170937e+02, 2.921832149088664892e+02, 2.969849072322156758e+02, 2.969082588943488190e+02, 2.942843872531190641e+02, 2.937291013106717514e+02, 2.962035333467773626e+02, 2.941172046377660649e+02
1.932000000000000000e+03, 2.947194900511249216e+02, 2.939433410328272203e+02, 2.938987344624076741e+02, 2.956140539111692078e+02, 2.944387167945130273e+02, 2.963312800496141222e+02, 2.959820965641650332e+02, 2.957183395723877197e+02, 2.954715721644814721e+02, 2.922310692730283108e+02, 2.966234831340134406e+02, 2.972471841907329235e+02, 2.943649087476937893e+02, 2.941806560634938705e+02, 2.961557549977821395e+02, 2.935922185211337023e+02
1.933000000000000000e+03, 2.948629735804722714e+02, 2.943482178340346422e+02, 2.934380265833471526e+02, 2.958462604172441957e+02, 2.945750831734329722e+02, 2.963945237963562818e+02, 2.960292002811974612e+02, 2.958887846058750029e+02, 2.948684442485329100e+02, 2.924225632034579689e+02, 2.966766661371243003e+02, 2.969715058869051063e+02, 2.947437877258303160e+02, 2.939638717917526378e+02, 2.961570722458887985e+02, 2.939284058923593648e+02
1.934000000000000000e+03, 2.955451371413532229e+02, 2.940345782118408238e+02, 2.940115065529350318e+02, 2.961931054485567074e+02, 2.945998801350549456e+02, 2.963010080452493185e+02, 2.969133590732587322e+02, 2.956817280992435144e+02, 2.957823578542862037e+02, 2.928327590545771386e+02, 2.966871484869923279e+02, 2.969054698035813544e+02, 2.943820064156925582e+02, 2.938006090141423670e+02, 2.956302482916951817e+02, 2.938651499780885388e+02
1.935000000000000000e+03, 2.957794937628502225e+02, 2.944677608502186104e+02, 2.937212509079918732e+02, 2.957783722517751812e+02, 2.943907523805115716e+02, 2.965126460201670398e+02, 2.967179717756364425e+02, 2.961836646542768676e+02, 2.952906839375437471e+02, 2.920089654112334188e+02, 2.971458561487813768e+02, 2.970670668663767060e+02, 2.946678611021285406e+02, 2.939789362767313037e+02, 2.962530147676816910e+02, 2.940796667867257383e+02
1.936000000000000000e+03, 2.951399621778883215e+02, 2.946213238289082597e+02, 2.940434872058310702e+02, 2.957654545016511065e+02, 2.944781593081016808e+02, 2.968161284587045543e+02, 2.958492153172342114e+02, 2.959442329714896118e+02, 2.959922911367733604e+02, 2.915196286980660147e+02, 2.979204181983046169e+02, 2.970924930192134639e+02, 2.941173552458041058e+02, 2.938774860263146138e+02, 2.959488445930745684e+02, 2.938104582280201953e+02
1.937000000000000000e+03, 2.946817208558125571e+02, 2.940708993567878906e+02, 2.942967936669342066e+02, 2.954660698475828440e+02, 2.952540929659824656e+02, 2.960710021256944060e+02, 2.961524072268321106e+02, 2.953095061395442826e+02, 2.956394714096674079e+02, 2.926666051388430105e+02, 2.968288280399135601e+02, 2.967220906904634603e+02, 2.941578192561797778e+02, 2.940496417759018755e+02, 2.966950950510312168e+02, 2.937015252942285315e+02
1.938000000000000000e+03, 2.949011778234738017e+02, 2.939747364537238354e+02, 2.940534066248441718e+02, 2.959790775813257255e+02, 2.945336312775085048e+02, 2.963464143157552826e+02, 2.963509576698486399e+02, 2.957535375725507834e+02, 2.951202252936325294e+02, 2.930856020330410274e+02, 2.974790862648271172e+02, 2.969568794582997953e+02, 2.953588961369951562e+02, 2.940148477302834635e+02, 2.959999257347404864e+02, 2.936993886059318584e+02
1.939000000000000000e+03, 2.941568084385334032e+02, 2.949378394786672288e+02, 2.936286132838503704e+02, 2.955385265805289237e+02, 2.946044597674596730e+02, 2.966157288694805061e+02, 2.966384418749580618e+02, 2.958005700643920477e+02, 2.954996912658183419e+02, 2.926979854811015684e+02, 2.969193240576099697e+02, 2.967685140075709569e+02, 2.945491405516254986e+02, 2.941336013075121514e+02, 2.956651057661481445e+02, 2.940672635327824196e+02
1.940000000000000000e+03, 2.943017492090100404e+02, 2.947025946218355443e+02, 2.945503300723005395e+02, 2.959994056113309284e+02, 2.950796426296536765e+02, 2.964805113988121548e+02, 2.967546983076163656e+02, 2.968412009425961173e+02, 2.954521971407499450e+02, 2.923888170780987821e+02, 2.968742819229331076e+02, 2.974540841524294024e+02, 2.949207409814966923e+02, 2.940232254337021800e+02, 2.958415841620308697e+02, 2.940629350979658057e+02
1.941000000000000000e+03, 2.952357881844198459e+02, 2.937799932365916220e+02, 2.944710376671442873e+02, 2.956601436274149819e+02, 2.940260811274578714e+02, 2.966682350833266355e+02, 2.966335107229637629e+02, 2.968179851844030281e+02, 2.953691710733422155e+02, 2.925535480783006506e+02, 2.969928951118470764e+02, 2.972914748166485879e+02, 2.955772671024036526e+02, 2.940401829192551872e+02, 2.963091496463153476e+02, 2.942502652105001175e+02
1.942000000000000000e+03, 2.954011832552287160e+02, 2.942916011909065901e+02, 2.944205721597519982e+02, 2.958957885117068258e+02, 2.950163741702756397e+02, 2.964783367858737506e+02, 2.966946443891289960e+02, 2.957661456823892081e+02, 2.953978515983283160e+02, 2.926105521674485317e+02, 2.972009561510188291e+02, 2.966550950181765529e+02, 2.944693423500742142e+02, 2.944901865531426779e+02, 2.962637824990631543e+02, 2.938887097231117309e+02
1.943000000000000000e+03, 2.957256852431917196e+02, 2.947684095708062841e+02, 2.940830779678098565e+02, 2.957940652455113195e+02, 2.949067167175962254e+02, 2.966042466716009471e+02, 2.962292319949287958e+02, 2.950052834318292412e+02, 2.957734436571167294e+02, 2.923810362713746258e+02, 2.976320845929528787e+02, 2.968918314172821624e+02, 2.941895817507135575e+02, 2.938928303367965782e+02, 2.959101352427885558e+02, 2.939424068006837274e+02
1.944000000000000000e+03, 2.945935958015368783e+02, 2.945321046513946612e+02, 2.951175086933075704e+02, 2.959730667470213916e+02, 2.944457857843893862e+02, 2.966118676819851316e+02, 2.959142162314910820e+02, 2.959088555906422471e+02, 2.955117497099872708e+02, 2.925716750817376237e+02, 2.975223085132792562e+02, 2.970775022743134741e+02, 2.949925614221303363e+02, 2.937881595869451985e+02, 2.962847930810468711e+02, 2.937887546947345072e+02
1.945000000000000000e+03, 2.950017313710317808e+02, 2.937193788968644981e+02, 2.953566049965218667e+02, 2.956166998783500617e+02, 2.948386486003483924e+02, 2.963521580411663194e+02, 2.964132474063943050e+02, 2.969144760759610335e+02, 2.956238498265420844e+02, 2.926883172049440418e+02, 2.965949663183802727e+02, 2.971738076238457893e+02, 2.947479165176598030e+02, 2.940822540345720881e+02, 2.965192823257237364e+02, 2.941967939952401707e+02
1.946000000000000000e+03, 2.957586957684297886e+02, 2.945886637313135452e+02, 2.944964692917262141e+02, 2.952729883513501363e+02, 2.948587529295703007e+02, 2.964097358291451769e+02, 2.967303287161268486e+02, 2.957130726807748715e+02, 2.954421302353669034e+02, 2.923488125073508854e+02, 2.969811608129057845e+02, 2.973939392306536433e+02, 2.947750085223029259e+02, 2.943618518083219442e+02, 2.962320192237462493e+02, 2.938078831769141175e+02
1.947000000000000000e+03, 2.949427364652084975e+02, 2.951385388163990910e+02, 2.950153246327211036e+02, 2.956379775175912528e+02, 2.950460532897058670e+02, 2.965294789702315370e+02, 2.967500361719519333e+02, 2.957502874038921732e+02, 2.950104544043374517e+02, 2.926475793634263596e+02, 2.961591907012803517e+02, 2.970905836153967812e+02, 2.945253178459593073e+02, 2.944490961272480831e+02, 2.964723843495770552e+02, 2.940809869121910083e+02
1.948000000000000000e+03, 2.947850254725199193e+02, 2.945179823857312726e+02, 2.945109383819481081e+02, 2.956706997945508419e+02, 2.944410030460041980e+02, 2.969295267247558741e+02, 2.966767511713316026e+02, 2.956909120530378345e+02, 2.954200183726428008e+02, 2.929331282625680615e+02, 2.962492270411239588e+02, 2.974024748139242433e+02, 2.950840744896990486e+02, 2.941230150856756609e+02, 2.970207167474738981e+02, 2.940573620996520958e+02
1.949000000000000000e+03, 2.944724704256855148e+02, 2.945652934461705854e+02, 2.938600627381623553e+02, 2.961704699721134375e+02, 2.950959907938314473e+02, 2.967419431735614808e+02, 2.962988720835164145e+02, 2.962390033916179846e+02, 2.954591637195251224e+02, 2.927984123693724996e+02, 2.969860658381725784e+02, 2.969855291259547698e+02, 2.950387154570532289e+02, 2.936726240932102883e+02, 2.962356606142830628e+02, 2.938163901318666262e+02
1.950000000000000000e+03, 2.948824375522585228e+02, 2.947566386603162982e+02, 2.944489709939172712e+02, 2.955383490401083009e+02, 2.948608684160114990e+02, 2.967472944611921548e+02, 2.967141900147625506e+02, 2.970055377643036536e+02, 2.950376859619961465e+02, 2.926270212605300571e+02, 2.969430212980216197e+02, 2.973120358938840013e+02, 2.953102676028365181e+02, 2.941048820461865603e+02, 2.962227434789973017e+02, 2.943195139665489819e+02
1.951000000000000000e+03, 2.958647167860856939e+02, 2.945294931668012737e+02, 2.940016336482167389e+02, 2.956296793740017392e+02, 2.946895845787161079e+02, 2.958529634173685281e+02, 2.965027633027161755e+02, 2.956894138327227211e+02, 2.958936755920369137e+02, 2.927641637931866967e+02, 2.978280008572389193e+02, 2.971572701355229924e+02, 2.952809989575222289e+02, 2.944263407264671741e+02, 2.968236704405099431e+02, 2.940783065174408080e+02
1.952000000000000000e+03, 2.952090018121397179e+02, 2.944821418569539446e+02, 2.939543746767114385e+02, 2.961017978473734047e+02, 2.951328627436252532e+02, 2.963563248184397594e+02, 2.966367332211684698e+02, 2.958208102647245710e+02, 2.953142653178909427e+02, 2.927692793877153576e+02, 2.973052388933252246e+02, 2.966488020592286716e+02, 2.947969751313016218e+02, 2.943599147191211500e+02, 2.970729961250926294e+02, 2.937059138068973994e+02
1.953000000000000000e+03, 2.948940318367675673e+02, 2.945698769668108525e+02, 2.939814214642315733e+02, 2.962724403200969050e+02, 2.954124495399959756e+02, 2.967480879004758663e+02, 2.962880275425888499e+02, 2.965665689551277637e+02, 2.949590113908104740e+02, 2.928371060386914451e+02, 2.971926242826031626e+02, 2.968152902880178772e+02, 2.944419654282017405e+02, 2.935925339188937642e+02, 2.965949572933490117e+02, 2.940410759365262834e+02
1.954000000000000000e+03, 2.951439203411875951e+02, 2.947925443254896436e+02, 2.944823781600404118e+02, 2.953164717108665513e+02, 2.943280687861779938e+02, 2.967778705157885497e+02, 2.966069519864512358e+02, 2.957695087030266450e+02, 2.958621056595286518e+02, 2.921261688765135887e+02, 2.967321973513631974e+02, 2.971343222599043656e+02, 2.937076219598870352e+02, 2.938123671047546850e+02, 2.961412423480425673e+02, 2.940191058867881679e+02
1.955000000000000000e+03, 2.949229295871250542e+02, 2.941884483762117384e+02, 2.941283921790891895e+02, 2.959454329977068596e+02, 2.944186697010148919e+02, 2.967266152728060433e+02, 2.961772354939274123e+02, 2.958415493187928860e+02, 2.952235108340915986e+02, 2.927162866985080427e+02, 2.970016703414511312e+02, 2.978846264912409652e+02, 2.945383602259022382e+02, 2.940858241142360612e+02, 2.962236423051643897e+02, 2.938671224973260792e+02
1.956000000000000000e+03, 2.947238025712545664e+02, 2.943546180316316736e+02, 2.943932171301128164e+02, 2.958652765344276077e+02, 2.948232443016823936e+02, 2.969050336243022912e+02, 2.959685212089453330e+02, 2.961330072927542005e+02, 2.956025426490512018e+02, 2.929431294686322644e+02, 2.970911629498830280e+02, 2.972069605332347919e+02, 2.944909243099635887e+02, 2.938419581277313455e+02, 2.967809941788137849e+02, 2.943351644574942725e+02
1.957000000000000000e+03, 2.949265753952323053e+02, 2.943262601037312720e+02, 2.941815451670239554e+02, 2.962185672165759911e+02, 2.947571814475915630e+02, 2.967721679232186602e+02, 2.961361750532410042e+02, 2.968816646487702542e+02, 2.954090436490474190e+02, 2.929843550717748712e+02, 2.974203397276306760e+02, 2.977139986982776918e+02, 2.944211096777753482e+02, 2.941573541142575436e+02, 2.962941377515851968e+02, 2.939888829176258014e+02
1.958000000000000000e+03, 2.943260193658175012e+02, 2.945240002172301956e+02, 2.944800727838961052e+02, 2.959631608836170358e+02, 2.945809502445341082e+02, 2.963909606447353440e+02, 2.957863617569656185e+02, 2.962822650681359846e+02, 2.951679942726368608e+02, 2.931834594641563285e+02, 2.972608366122626649e+02, 2.976729403038118562e+02, 2.945760023285394595e+02, 2.946098761316397372e+02, 2.965556632361909237e+02, 2.939947171316897538e+02
1.959000000000000000e+03, 2.949814317549958105e+02, 2.948579294184000332e+02, 2.946946909882919385e+02, 2.954146476139196125e+02, 2.944312911968194726e+02, 2.961973412919491011e+02, 2.965087209830341521e+02, 2.959069497964023299e+02, 2.958436268186861753e+02, 2.930058779737556165e+02, 2.963027989695470410e+02, 2.977759955718707943e+02, 2.942685496203891944e+02, 2.945434598685368996e+02, 2.957730124272964645e+02, 2.940959350597225921e+02
1.960000000000000000e+03, 2.953435532048918049e+02, 2.943907991202453900e+02, 2.942098069789532246e+02, 2.960461367950581462e+02, 2.940566738791521857e+02, 2.963860019545285240e+02, 2.966169934781992197e+02, 2.961839482319625745e+02, 2.951007928850553981e+02, 2.927699613436014943e+02, 2.961569960360468485e+02, 2.968858113395291980e+02, 2.945528075182392058e+02, 2.937411888945743499e+02, 2.962033258258815067e+02, 2.941293344623195480e+02
1.961000000000000000e+03, 2.957851398280615172e+02, 2.943918285011563967e+02, 2.945067431753261076e+02, 2.954933758344673720e+02, 2.941977581549571141e+02, 2.962443510781578766e+02, 2.971115651442019043e+02, 2.970840093687486956e+02, 2.954536961700213737e+02, 2.928951772403115115e+02, 2.965055488714121452e+02, 2.969135093210038576e+02, 2.950186426142706182e+02, 2.939090910883801939e+02, 2.961931572493628551e+02, 2.938941701462903779e+02
1.962000000000000000e+03, 2.949743967229144346e+02, 2.945399272233171928e+02, 2.946233433300658930e+02, 2.958458104120006738e+02, 2.942001089791666573e+02, 2.967442948106145195e+02, 2.974468609783602346e+02, 2.959112641481009973e+02, 2.953067111101927367e+02, 2.931883877183437903e+02, 2.969136613706908179e+02, 2.968853170097837051e+02, 2.947523606209289255e+02, 2.937574754044788392e+02, 2.962531425275773813e+02, 2.939122812660011164e+02
1.963000000000000000e+03, 2.949984330574885689e+02, 2.941272648373856100e+02, 2.943119638923231491e+02, 2.958203501936334874e+02, 2.943519718981576716e+02, 2.962341810134633420e+02, 2.964671065318283354e+02, 2.948689393052505920e+02, 2.958811674834342966e+02, 2.922576711072866829e+02, 2.973460171951291500e+02, 2.965394221812979367e+02, 2.943272642618528607e+02, 2.938592399828813200e+02, 2.963632186163062556e+02, 2.935207214809686320e+02
1.964000000000000000e+03, 2.939591399951328299e+02, 2.940088292473141678e+02, 2.946230195049842564e+02, 2.957142484748079028e+02, 2.942514386846611387e+02, 2.958668569355815521e+02, 2.960365429376308839e+02, 2.953629964312680158e+02, 2.951904081710105174e+02, 2.924834771189309777e+02, 2.968617559572884375e+02, 2.966973233548319513e+02, 2.943780744578955364e+02, 2.935930065602263426e+02, 2.960663949418852212e+02, 2.931496558115662765e+02
1.965000000000000000e+03, 2.948973022683223348e+02, 2.943851787652316148e+02, 2.939377127095963829e+02, 2.958360661707114900e+02, 2.945228503570949670e+02, 2.960114970531557788e+02, 2.961467099647686609e+02, 2.957925706105455674e+02, 2.953130142642434066e+02, 2.928142649136102023e+02, 2.966409217785252963e+02, 2.975058232122133290e+02, 2.946695434326814507e+02, 2.939935178110461607e+02, 2.969169344063718654e+02, 2.941211327294939224e+02
1.966000000000000000e+03, 2.951713056143438507e+02, 2.942247011976513136e+02, 2.955144884307749180e+02, 2.954349223005693261e+02, 2.945050646882484671e+02, 2.964645471161732644e+02, 2.958488846452497114e+02, 2.963846750209226002e+02, 2.949620327609356423e+02, 2.927033425034588277e+02, 2.966712182814520702e+02, 2.973315851849248475e+02, 2.950138499365949087e+02, 2.944341158015917017e+02, 2.967402612049050958e+02, 2.936408030920627539e+02
1.967000000000000000e+03, 2.947450740633906889e+02, 2.945944542521344829e+02, 2.944143530408976517e+02, 2.957063936637316601e+02, 2.945596505864929782e+02, 2.963214088697900479e+02, 2.953178676727434890e+02, 2.958220173039958922e+02, 2.953629152239141717e+02, 2.931149453284050423e+02, 2.968239684597502333e+02, 2.969045978214889487e+02, 2.949252782202452181e+02, 2.936505391383496431e+02, 2.959772133815461643e+02, 2.941502748244016630e+02
1.968000000000000000e+03, 2.954146980831695259e+02, 2.945306694579856526e+02, 2.942461071975080813e+02, 2.959659161071641051e+02, 2.942711320780387609e+02, 2.960269738023598052e+02, 2.953172778999327761e+02, 2.956592620804401577e+02, 2.953992412963174843e+02, 2.930094508076023203e+02, 2.966242284313183859e+02, 2.962760827413383709e+02, 2.935564549270809493e+02, 2.941551716788121666e+02, 2.964106594740238165e+02, 2.942588803369200150e+02
1.969000000000000000e+03, 2.949357046982706265e+02, 2.942247911714751467e+02, 2.937007904516643748e+02, 2.953653318478421284e+02, 2.946427044311318468e+02, 2.959865946239337404e+02, 2.951734999439611329e+02, 2.959265559597147899e+02, 2.955305921130855040e+02, 2.926020444817156658e+02, 2.965724418064150427e+02, 2.967184043898797086e+02, 2.945964469338647973e+02, 2.939828267447728081e+02, 2.962208653333307780e+02, 2.940200112053852877e+02
1.970000000000000000e+03, 2.951207417721040542e+02, 2.942824870460838156e+02, 2.936091560212221339e+02, 2.961405226748401560e+02, 2.948140528900867139e+02, 2.965547880767254583e+02, 2.957409195879835693e+02, 2.967165677840718558e+02, 2.952405234827232903e+02, 2.931799745573483733e+02, 2.965092484555792680e+02, 2.969980962085576834e+02, 2.945950636420295154e+02, 2.939599488364085573e+02, 2.963463695286006896e+02, 2.942607685635461507e+02
1.971000000000000000e+03, 2.946496737775475481e+02, 2.944808612909160956e+02, 2.940902578896756268e+02, 2.962907303875465459e+02, 2.936491357081575870e+02, 2.963242079860153808e+02, 2.952969401029143341e+02, 2.960529218609854638e+02, 2.953641827843794090e+02, 2.924630385252712585e+02, 2.962937526153805265e+02, 2.973231383057733979e+02, 2.940983213391785966e+02, 2.941624294115660518e+02, 2.974306059866679561e+02, 2.937371257623573797e+02
1.972000000000000000e+03, 2.950842077125722653e+02, 2.939334321734975219e+02, 2.942399669672697087e+02, 2.954445192805702050e+02, 2.941690965864769964e+02, 2.964142780494489671e+02, 2.960433453215778172e+02, 2.957745969426045463e+02, 2.953885520135773959e+02, 2.931633526185700589e+02, 2.970622204284834993e+02, 2.971032851617907795e+02, 2.940739793357665235e+02, 2.941560022612604826e+02, 2.964585702208255498e+02, 2.937400486075845834e+02
1.973000000000000000e+03, 2.952171286519783280e+02, 2.943721358573591829e+02, 2.945895146168315932e+02, 2.953093667879125519e+02, 2.941818702425160836e+02, 2.964067189952198760e+02, 2.964933833851025611e+02, 2.959828118159947508e+02, 2.955627116356442343e+02, 2.930532002417998001e+02, 2.974410685988428895e+02, 2.973385456956292501e+02, 2.947527565958496893e+02, 2.942093117791189911e+02, 2.961208200549517073e+02, 2.939304928438273805e+02
