year, INM-CM5-0, CMCC-CM2-SR5, NorESM2-MM, IPSL-CM6A-LR, CESM2-WACCM, MPI-ESM1-2-LR, CNRM-ESM2-1, UKESM1-0-LL, NorESM2-LM, ACCESS-ESM1-5, INM-CM4-8, EC-Earth3-Veg, TaiESM1, CanESM5, MIROC-ES2L, GFDL-ESM4
1.895000000000000000e+03, 3.036092771767372245e+00, 3.046409986844702100e+00, 2.395188311411077464e+00, 2.575610971047514575e+00, 2.626476809405722257e+00, 2.106203150228596499e+00, 2.940324018454905541e+00, 2.244314713879091094e+00, 2.098372035129409063e+00, 2.654801051283575575e+00, 3.204276898593167555e+00, 2.121275879745014858e+00, 3.713314306518986641e+00, 1.038021474021582735e+00, 3.552188819338822245e+00, 2.322726815617196294e+00
1.896000000000000000e+03, 2.911375261857331864e+00, 3.729286715260053064e+00, 2.110353721636471835e+00, 3.008844078546911938e+00, 2.600296216607704380e+00, 1.937909059745358542e+00, 2.437574375833786888e+00, 1.894426301339661167e+00, 2.171367681388674420e+00, 2.383811723337259991e+00, 3.787673975161894191e+00, 2.460243758327721242e+00, 3.718867852288253228e+00, 8.289061386604839043e-01, 3.341148215331851912e+00, 2.184141797610247515e+00
1.897000000000000000e+03, 2.896541992445082148e+00, 3.911780465158201547e+00, 2.399377113970584841e+00, 2.741644495658641656e+00, 2.569229053807463803e+00, 2.117956824822552431e+00, 2.774276881828781960e+00, 2.217647635815271467e+00, 1.599670272557180972e+00, 2.819158275483832021e+00, 3.635117542643826472e+00, 2.506546717981284811e+00, 3.055799199191503224e+00, 1.109204032593386069e+00, 3.324514700550766477e+00, 2.257022986766706651e+00
1.898000000000000000e+03, 2.862534297353077850e+00, 3.452221717981197813e+00, 2.480401592506384922e+00, 2.819249856448539315e+00, 2.504643707030145272e+00, 2.081636143791219862e+00, 2.619889444690141733e+00, 2.286617462405889700e+00, 2.008222802380436267e+00, 2.293333354761710297e+00, 3.280595027188696111e+00, 2.411394350275422482e+00, 3.561816892065178042e+00, 1.379267254995651726e+00, 3.310456290513740019e+00, 2.024289868857998442e+00
1.899000000000000000e+03, 2.590653478274277166e+00, 3.009717804986029588e+00, 2.626380605050619987e+00, 2.776956360377126121e+00, 2.401054335047719146e+00, 2.546439128567897558e+00, 2.938465073989055654e+00, 1.599123387630855264e+00, 2.121120490988440022e+00, 2.002929088120268375e+00, 3.555937075225118704e+00, 2.042169871080614652e+00, 3.265541081102500964e+00, 1.531898829354176206e+00, 3.263262126328451807e+00, 2.066247804764634655e+00
1.900000000000000000e+03, 2.817920629118100706e+00, 2.745150984203543754e+00, 2.255752556350007598e+00, 2.561780051223176979e+00, 2.343968206893939143e+00, 2.545202318006176245e+00, 2.501634001372786464e+00, 2.006492978110373304e+00, 2.454522675132126963e+00, 2.092762214435451629e+00, 3.653119407905550897e+00, 2.398553636567400726e+00, 3.180646950830947173e+00, 1.347659613026195302e+00, 3.057328315716877132e+00, 2.419392366156342788e+00
1.901000000000000000e+03, 2.890202490246828848e+00, 2.676891655361536504e+00, 3.106078173632616846e+00, 2.780038758342626704e+00, 3.201728759959059811e+00, 2.373691432614694730e+00, 2.836601502193320190e+00, 2.266650922744655183e+00, 1.945820688140465604e+00, 2.385435770581195492e+00, 3.777408025873369546e+00, 2.068849733722239126e+00, 3.782110193998309722e+00, 1.354061617928326688e+00, 3.249037635844497007e+00, 2.642050194234597527e+00
1.902000000000000000e+03, 2.718319815110932680e+00, 3.369646642699250627e+00, 2.489882879949421479e+00, 2.814271771193791682e+00, 2.872004507590296019e+00, 2.093902487425909786e+00, 2.839810036930129122e+00, 1.873212460192612561e+00, 2.542292844504530969e+00, 2.544740483535327336e+00, 3.495533465813738694e+00, 2.155018996032326051e+00, 3.890414489535531040e+00, 1.409508607797024693e+00, 3.249709322436686865e+00, 2.463747206933384781e+00
1.903000000000000000e+03, 2.842930466437602277e+00, 3.571404119147043144e+00, 2.047815030628471700e+00, 2.239068173035831055e+00, 2.466921610928632713e+00, 1.750417936669552699e+00, 2.080819156129745551e+00, 2.444152220440025669e+00, 1.680575942509521248e+00, 2.455050035040736933e+00, 3.412854781751161415e+00, 1.920782824520503418e+00, 3.361392977871622723e+00, 1.074683604500793921e+00, 3.403029603573022310e+00, 2.012562291693731353e+00
1.904000000000000000e+03, 2.485383402953781129e+00, 3.418665367956909673e+00, 2.399812316606518614e+00, 2.390083994744883533e+00, 2.606928309358893081e+00, 1.992037436954513963e+00, 2.856923720840320424e+00, 1.531985476499148069e+00, 1.881219525475077647e+00, 2.741423161647028373e+00, 3.311283680931544460e+00, 2.118072032474765276e+00, 3.220071447391480213e+00, 1.083986541743564791e+00, 3.492988312779681248e+00, 2.180720126719011720e+00
1.905000000000000000e+03, 2.872435305086912471e+00, 3.541440521413738551e+00, 2.547191928432572805e+00, 2.704674468661238063e+00, 1.940686703769682664e+00, 1.975882035740806231e+00, 2.613782520134130483e+00, 2.261234098603849496e+00, 1.502443026065110265e+00, 2.677135024772153926e+00, 3.310983883304124298e+00, 2.076539678587048687e+00, 3.167482754614286744e+00, 1.232360056742577648e+00, 3.476603626057537255e+00, 2.456145091806729575e+00
1.906000000000000000e+03, 2.718707060817593391e+00, 3.776774874381841229e+00, 2.481165397054994504e+00, 2.661335060094207616e+00, 2.011981636700667764e+00, 2.539737965465906910e+00, 2.982854234168393237e+00, 1.544869024904728549e+00, 1.625996408828544126e+00, 2.422616337766555272e+00, 3.854788184498278980e+00, 2.119014222011581072e+00, 3.194687677874922915e+00, 1.322169846103206980e+00, 3.391543610231658512e+00, 2.212625450836811947e+00
1.907000000000000000e+03, 2.897244310346898555e+00, 3.268787793647086382e+00, 2.658283388406170289e+00, 2.607403262084396545e+00, 2.989345172815983886e+00, 2.066426924216047123e+00, 2.751187937224934821e+00, 2.293773173526579168e+00, 2.014900780763779764e+00, 2.487578530406991284e+00, 4.294169066884015784e+00, 2.333684785864750921e+00, 3.408029585531659134e+00, 1.408099643395034350e+00, 3.025544061692996944e+00, 2.446897796527364388e+00
1.908000000000000000e+03, 2.976632208301401405e+00, 3.183374133085322910e+00, 2.637264402215389492e+00, 2.714876999356777176e+00, 3.123278546773303077e+00, 2.553013392384690494e+00, 2.575093481349116864e+00, 2.134553355932240049e+00, 1.995441773903582572e+00, 2.292096788524424777e+00, 3.408673227056356669e+00, 1.573449711372815418e+00, 3.382867120959548668e+00, 1.290508737587233723e+00, 3.244239105035814141e+00, 2.501946598731122684e+00
