year, INM-CM5-0, CMCC-CM2-SR5, NorESM2-MM, IPSL-CM6A-LR, CESM2-WACCM, MPI-ESM1-2-LR, CNRM-ESM2-1, UKESM1-0-LL, NorESM2-LM, ACCESS-ESM1-5, INM-CM4-8, EC-Earth3-Veg, TaiESM1, CanESM5, MIROC-ES2L, GFDL-ESM4
1.909000000000000000e+03, 2.871451967185814524e+00, 2.973149194327445510e+00, 3.119362081599238223e+00, 2.200974897082883963e+00, 2.539859983096083962e+00, 2.300435996798198435e+00, 2.747627101794314353e+00, 1.637963038678720507e+00, 1.571667441514365660e+00, 2.359464704276458935e+00, 3.855841234652390703e+00, 2.231996504085317135e+00, 3.441152679609391196e+00, 1.212316097405081949e+00, 3.609299693877251691e+00, 2.389403488280076981e+00
1.910000000000000000e+03, 2.432053826576265010e+00, 3.416351437719106876e+00, 1.938695209493635829e+00, 2.480725842897151256e+00, 3.134958662447012046e+00, 1.878108819503589988e+00, 2.613974083333165943e+00, 2.180819642018492655e+00, 2.107284631389036100e+00, 2.361842512799130045e+00, 3.799389553716057133e+00, 1.951782430713528527e+00, 3.331936097937564956e+00, 1.152975446920629476e+00, 3.232497573793022827e+00, 2.450623835947504769e+00
1.911000000000000000e+03, 3.027111036705947278e+00, 3.690413798575011395e+00, 1.924465272014727946e+00, 2.516226499013447082e+00, 2.807637669992538054e+00, 2.085271974197281164e+00, 2.930415079969644676e+00, 2.063727026032035283e+00, 2.036491558368006327e+00, 2.250382858128423980e+00, 3.627394883135971249e+00, 2.076104182692398492e+00, 3.225661100079396881e+00, 1.149928256428096374e+00, 3.557599020082347518e+00, 2.345624422898945127e+00
1.912000000000000000e+03, 3.035651064312592684e+00, 4.043241288393634392e+00, 2.384942756947036280e+00, 2.501711229611136567e+00, 2.653288409309860096e+00, 2.102225649714354550e+00, 2.123287819290121892e+00, 1.915420134825682075e+00, 1.168523972488651586e+00, 2.315335600254651460e+00, 3.523713384983635066e+00, 2.301855808851676954e+00, 3.348907012217161583e+00, 1.216914792559861347e+00, 3.462251095493875663e+00, 2.208060026813097210e+00
1.913000000000000000e+03, 2.354883471356516544e+00, 3.683621374943605975e+00, 1.713564098074922493e+00, 2.455279302901104188e+00, 2.901446360367431865e+00, 1.993609597369524478e+00, 2.708693072099546129e+00, 1.525873720406010658e+00, 1.574728039637929955e+00, 2.319065051672236422e+00, 3.563563933276297835e+00, 1.922268676602872706e+00, 2.985022327191186875e+00, 1.087787459174333948e+00, 3.441086798754309672e+00, 2.477175541858585017e+00
1.914000000000000000e+03, 2.657898098612901716e+00, 2.955644842580192666e+00, 2.322877576579277292e+00, 2.567370024157331176e+00, 2.677215972090191354e+00, 2.024852635456337868e+00, 2.244551924814950361e+00, 2.131384930702832303e+00, 2.453799169199048169e+00, 2.364184649584332387e+00, 3.651319509498705429e+00, 1.952140207825362905e+00, 2.989411588256499996e+00, 1.354357004557884547e+00, 3.303412464675252735e+00, 2.303073961824521732e+00
1.915000000000000000e+03, 2.846051487750198561e+00, 3.114972655263443801e+00, 2.549898587102159997e+00, 2.195503276580895946e+00, 2.588908308401197900e+00, 2.397064106285572205e+00, 2.651428812003008506e+00, 2.113403057879588154e+00, 1.230945645295451030e+00, 1.899292972040034888e+00, 3.133406312657970982e+00, 2.251102056482599867e+00, 3.254832644749082071e+00, 1.598932776366531305e+00, 3.329976580476094128e+00, 2.439719956775216136e+00
1.916000000000000000e+03, 3.045423048763941765e+00, 3.017723209963526276e+00, 2.286963688270889250e+00, 2.495747451830944375e+00, 2.257094258056172809e+00, 1.931294313758688430e+00, 2.709649100202990102e+00, 2.124867387830644105e+00, 1.555642715129268439e+00, 2.209347500762375738e+00, 3.364110078188167208e+00, 2.276524804808183866e+00, 3.354928908917973907e+00, 9.456073635019398571e-01, 2.984224979091827379e+00, 2.290645116565719785e+00
1.917000000000000000e+03, 2.752798590452896210e+00, 3.684914665333640649e+00, 2.632838639147014881e+00, 3.095579073540841275e+00, 2.565956883956441725e+00, 2.148698244755550046e+00, 2.624867615682169752e+00, 1.884171826289378959e+00, 2.317610606040280352e+00, 2.128850934191034217e+00, 3.833948906809241386e+00, 2.050044270172723060e+00, 3.555553288784618182e+00, 1.232376121991210605e+00, 3.488067192861835419e+00, 2.647946811079392671e+00
1.918000000000000000e+03, 3.229878121463980900e+00, 3.275559693272776851e+00, 2.540335124382260723e+00, 2.374802369695485194e+00, 2.725166435049801716e+00, 1.844213372019789299e+00, 2.561555961590086916e+00, 1.998030950297574604e+00, 1.983248527889741375e+00, 2.237766037582221479e+00, 3.848690322240733597e+00, 2.238067761861224803e+00, 3.701303673183892418e+00, 9.117155242112841007e-01, 3.289755241875416125e+00, 1.831591263861745533e+00
1.919000000000000000e+03, 3.245417053875457203e+00, 2.983455929404025930e+00, 2.313954464707056236e+00, 2.839496425964246118e+00, 2.678762101608561430e+00, 2.068895325583333999e+00, 2.628936299469591731e+00, 2.095284124009484827e+00, 1.908937264295510916e+00, 2.352179883438395791e+00, 3.273358995872968524e+00, 1.741583502887243728e+00, 3.165629005593893819e+00, 1.153614579157971720e+00, 3.501549055895785578e+00, 2.159908614183327025e+00
1.920000000000000000e+03, 2.981160540213680044e+00, 2.589388619652024826e+00, 2.828902229632032750e+00, 2.270490086403561314e+00, 3.217031228950475885e+00, 1.823476086162006737e+00, 2.466697846276339590e+00, 1.717581713858992387e+00, 1.966339933396124229e+00, 2.248427424968465260e+00, 3.407017002865043054e+00, 2.058579951849091039e+00, 3.501570087200787551e+00, 1.058463777019421181e+00, 3.585627956286967510e+00, 2.442770899561161002e+00
1.921000000000000000e+03, 2.710836905457840285e+00, 2.887178801558290875e+00, 2.515217216999871219e+00, 2.314759916166004405e+00, 2.918607953886640516e+00, 2.176072237562547862e+00, 2.483135545370656505e+00, 1.983905131742244476e+00, 2.242487167124151970e+00, 2.300005653045798848e+00, 3.919572193766182711e+00, 1.990773376484208601e+00, 3.215186357757215063e+00, 2.006528407678846104e+00, 2.859202800461970284e+00, 2.601510348783009796e+00
1.922000000000000000e+03, 3.452177501261386006e+00, 3.410298604868643668e+00, 3.071982882653315983e+00, 3.070494207122029362e+00, 2.860330568859013489e+00, 2.583864097843449503e+00, 2.670693371355288281e+00, 1.772740112968124171e+00, 2.400986465419190363e+00, 2.737723253819650093e+00, 3.366580909419980117e+00, 1.796194673323879831e+00, 3.392663906522299655e+00, 1.380472593620164501e+00, 3.615025864142508816e+00, 2.443068666525032739e+00
1.923000000000000000e+03, 2.679665142647804643e+00, 3.725864922815857572e+00, 2.632101222731877410e+00, 2.482529534510974578e+00, 2.428040789059924709e+00, 2.111029525852916144e+00, 2.834024968927109978e+00, 1.703623943216738379e+00, 2.015755964477198958e+00, 1.791366068727741734e+00, 3.917391570874873441e+00, 2.230298055372840871e+00, 3.240637154614948390e+00, 1.313296269006542838e+00, 3.307684974899888442e+00, 2.023304526107438051e+00
1.924000000000000000e+03, 3.048686758267335595e+00, 3.314764649789653905e+00, 2.590403488943040511e+00, 2.498909222815286935e+00, 2.735421986720884213e+00, 1.582535914911359587e+00, 2.674010340923088869e+00, 1.677130813956995592e+00, 2.034100598460297782e+00, 2.508759465227808239e+00, 3.636600272452496174e+00, 2.472830295260337152e+00, 4.054385973346134264e+00, 1.567418125338789103e+00, 3.353782245596081513e+00, 2.312979829369166573e+00
1.925000000000000000e+03, 3.206864243958190475e+00, 3.445019300114022798e+00, 2.983975681117264855e+00, 2.635285785242564405e+00, 2.570733551393449723e+00, 2.048952195460770120e+00, 2.621110009999589430e+00, 1.521870853835238568e+00, 2.565073394451402145e+00, 2.653295650544038597e+00, 4.138093251321999233e+00, 1.989163615273450203e+00, 4.118588202054268343e+00, 1.707878168932177143e+00, 3.554865811220498273e+00, 2.358043244811698802e+00
1.926000000000000000e+03, 2.774237002708428435e+00, 3.422260687354290454e+00, 2.491417654201385723e+00, 2.504065228426000989e+00, 2.834746517499203478e+00, 2.314241407762823943e+00, 2.405994098908651679e+00, 1.871473982394723956e+00, 2.310752754231843120e+00, 2.170481145516707677e+00, 3.674173289795859443e+00, 2.107364612750493915e+00, 3.471071677992807025e+00, 1.615625582815416905e+00, 3.180504383001437230e+00, 2.460032645339690571e+00
1.927000000000000000e+03, 2.676705966939931347e+00, 2.893741722520931869e+00, 2.804970049523601183e+00, 2.771494594436733294e+00, 2.476350524415491083e+00, 1.712949711087481841e+00, 2.768501763215775568e+00, 1.940570409620337555e+00, 1.635612018842482529e+00, 2.409086828523004264e+00, 3.527022529726270950e+00, 2.060037402409622409e+00, 3.161527484170087554e+00, 1.782172242795168060e+00, 3.177922382650916866e+00, 2.216455413907403305e+00
1.928000000000000000e+03, 3.021905263504147676e+00, 2.917036981753073466e+00, 2.625058950800624569e+00, 2.511694068330920349e+00, 2.885469369822514896e+00, 2.250319268651423066e+00, 2.601727527132024154e+00, 1.765304894775636013e+00, 1.827905654314081918e+00, 2.402284203188815859e+00, 3.867150432667275428e+00, 2.024976498009420034e+00, 3.786518404583641750e+00, 1.389609040853123201e+00, 3.349747591218421583e+00, 2.470048256425302569e+00
1.929000000000000000e+03, 2.831571817598960816e+00, 3.162329620366212346e+00, 2.056254088770857358e+00, 2.337981316420249644e+00, 3.097855127004842668e+00, 2.131622335551731862e+00, 2.784258214765746420e+00, 1.559024910474383852e+00, 1.967640455142711797e+00, 2.620085675227766586e+00, 3.387076011569752687e+00, 2.386843562781772121e+00, 3.214638389063824597e+00, 1.450028546106301386e+00, 3.438597450686525558e+00, 2.056644597586230194e+00
1.930000000000000000e+03, 3.094140391999005146e+00, 3.220112728516751233e+00, 1.875090192935081612e+00, 2.546220482135059804e+00, 2.408421525951957687e+00, 1.877747512852615319e+00, 2.580106035104176687e+00, 1.664912763818913621e+00, 2.093812479915892144e+00, 2.463319160367088312e+00, 2.991449571838870725e+00, 2.213582342906340372e+00, 2.964619069134156071e+00, 1.350756139033816527e+00, 3.224950739323732218e+00, 2.388043524967631726e+00
1.931000000000000000e+03, 3.006779625625045416e+00, 3.230949670138201224e+00, 2.760006814577800949e+00, 2.788341676552730242e+00, 2.839463859318532624e+00, 2.223084959408748063e+00, 2.348014280340296800e+00, 2.048442610769656280e+00, 2.018198626835733034e+00, 2.783659887583788350e+00, 3.289020791278782330e+00, 2.074886705280443611e+00, 3.489976479950536170e+00, 1.801560828142749759e+00, 3.375679684292350213e+00, 2.250510883149088315e+00
1.932000000000000000e+03, 2.994225769002735404e+00, 3.426162576696214046e+00, 3.179885230538108676e+00, 2.542950288315077856e+00, 3.094809150901284944e+00, 2.086346004174286950e+00, 2.890550254117328688e+00, 1.723807255630581015e+00, 1.839543942201639970e+00, 2.323958518119630501e+00, 4.368522729994669618e+00, 2.235076671058314979e+00, 3.874597838101590863e+00, 1.229075738687160468e+00, 3.418026487917025236e+00, 2.314464831808345835e+00
1.933000000000000000e+03, 3.432828097364172937e+00, 3.355050540923674607e+00, 2.252969437161418842e+00, 2.513546096292207377e+00, 3.408434135115604668e+00, 2.104717774719675916e+00, 3.016877855760371929e+00, 1.857933243127824152e+00, 2.469762979927704993e+00, 2.392187723951906264e+00, 3.827433584781643638e+00, 2.101179886504466410e+00, 3.130398144886199940e+00, 1.433908090687661119e+00, 3.216977477651865591e+00, 2.629898437786669430e+00
1.934000000000000000e+03, 3.004209531086530216e+00, 3.433183475989843192e+00, 2.165586599976948357e+00, 2.429259703489682121e+00, 2.886073583393518049e+00, 1.798983530912917406e+00, 3.131319925188857933e+00, 1.960557474998686045e+00, 2.156980060373444807e+00, 2.168619619982823821e+00, 3.262493244801956571e+00, 1.862956637918091518e+00, 3.821100834969992199e+00, 1.230093665876355269e+00, 3.341290786034437410e+00, 2.406848944414203384e+00
1.935000000000000000e+03, 2.730766930414901594e+00, 3.239109441994834526e+00, 2.387398678294454069e+00, 2.831387342032662513e+00, 2.128086031472968376e+00, 1.774028228281676611e+00, 2.790465121803521242e+00, 1.613256911707780406e+00, 2.032868868079151792e+00, 2.309478602607391906e+00, 3.692876885099958706e+00, 2.293560489392055146e+00, 3.430905051052413501e+00, 1.381730464022073113e+00, 3.218972191149311435e+00, 2.326405892899630068e+00
1.936000000000000000e+03, 2.990487476815191226e+00, 2.896869138334690952e+00, 2.272097588603433582e+00, 3.077656041564507117e+00, 3.078935704884054658e+00, 2.056588566761039960e+00, 3.204531547857798923e+00, 2.577272689700226049e+00, 2.298281376997585834e+00, 2.152954254754108288e+00, 4.070417531544576306e+00, 2.441874629183808043e+00, 3.255883212348261502e+00, 1.674801121318534980e+00, 3.330254219075536870e+00, 2.302793319239023528e+00
1.937000000000000000e+03, 2.939165759935817857e+00, 3.696527791736292645e+00, 2.287649195760660614e+00, 2.443860912262038276e+00, 3.012501944068333604e+00, 2.355028468327295954e+00, 2.234075059068100444e+00, 1.673074906745919854e+00, 1.970914996228117166e+00, 2.075537742166360555e+00, 3.734450919041983674e+00, 1.797713613172448710e+00, 4.138818273198709541e+00, 1.243178743374258932e+00, 3.438308664528727299e+00, 2.259305209730612773e+00
1.938000000000000000e+03, 3.357049506434818475e+00, 3.530904169453688013e+00, 2.362624361104182835e+00, 2.715323939309369106e+00, 2.426768910423450887e+00, 2.345549541214289491e+00, 3.510615737380106349e+00, 1.873355820854692766e+00, 2.266977485222909205e+00, 2.224112866785203479e+00, 3.332691858275754093e+00, 2.542206868307726797e+00, 3.287613581886785319e+00, 1.308842168343410828e+00, 3.125379396057861303e+00, 2.395163759243159163e+00
1.939000000000000000e+03, 3.067256092948237978e+00, 3.446748090658080965e+00, 2.408100935735947523e+00, 2.589960652338864300e+00, 2.393537323624479463e+00, 2.483798855573804421e+00, 2.842962227708784262e+00, 1.569418784346924944e+00, 2.005920457746555030e+00, 2.276906591157072945e+00, 3.346533831239249857e+00, 2.131378978185022532e+00, 3.261166809963100377e+00, 1.356837332677503838e+00, 3.251716410546141578e+00, 2.082577670493837907e+00
1.940000000000000000e+03, 3.134479557936428851e+00, 3.141688415268641954e+00, 2.340039681362117818e+00, 2.746684508634849031e+00, 3.006691683099957046e+00, 2.516740221561157398e+00, 2.286228952151827087e+00, 1.937575635411680208e+00, 1.386711160567864587e+00, 2.745766463881568420e+00, 4.033220965436215444e+00, 2.113464193402200042e+00, 3.179807811492493919e+00, 1.307584883743070359e+00, 3.236480973539881401e+00, 2.274181043499796662e+00
1.941000000000000000e+03, 2.936646825891048529e+00, 3.114136973022930910e+00, 2.278113627620848458e+00, 2.470834294217154614e+00, 2.686664616981693676e+00, 2.060603224830254376e+00, 2.398912639909049904e+00, 1.717333237290679993e+00, 2.131199473139372635e+00, 2.836591403826994817e+00, 3.653558210495078562e+00, 2.570910182769326813e+00, 3.456383691865183572e+00, 1.107163375582955078e+00, 2.869931210598918536e+00, 2.857706229724037872e+00
1.942000000000000000e+03, 2.968179681829669736e+00, 4.090068918908656315e+00, 2.676766922868032861e+00, 2.610581894020525873e+00, 2.662123430562784332e+00, 2.079046596475103925e+00, 2.502068317890018267e+00, 2.098651066581587177e+00, 2.335618218073987951e+00, 2.365239708178545008e+00, 3.835330019404342927e+00, 1.909543554332872262e+00, 2.888803346648926684e+00, 1.438176127292954076e+00, 3.630632334254963123e+00, 2.143731018864636351e+00
1.943000000000000000e+03, 3.250658163108154586e+00, 2.819853065109057422e+00, 2.731879099415724266e+00, 2.706622440149887510e+00, 2.056204682784599669e+00, 1.866696356611089014e+00, 2.479030645086773177e+00, 1.341381798612423459e+00, 1.663744872841063760e+00, 2.331490251200651009e+00, 3.614205443638591753e+00, 2.358146398131177879e+00, 3.380298227122720434e+00, 1.214120578442891896e+00, 3.742026340537143003e+00, 2.245654553124833530e+00
1.944000000000000000e+03, 3.166934486465177390e+00, 2.865775637000612885e+00, 2.748580916900274840e+00, 2.533102254350482418e+00, 2.813383809283738657e+00, 2.705122867336833714e+00, 2.174451016194036690e+00, 1.863486164565842262e+00, 2.078852252960920133e+00, 2.413054972508537066e+00, 3.414708341304829364e+00, 2.349027714813211709e+00, 3.588280658646981536e+00, 1.128477063952388226e+00, 3.266236273319511607e+00, 2.472804565113415176e+00
1.945000000000000000e+03, 3.050934518222694791e+00, 3.541871581732880525e+00, 2.474519057730337757e+00, 2.745639468122497817e+00, 2.785497717697769993e+00, 1.926062162825468160e+00, 2.114188320088802531e+00, 1.899831591965216671e+00, 1.824651966044242624e+00, 2.201093159904498719e+00, 3.771474821747053507e+00, 2.091641336596228307e+00, 3.975472566203815727e+00, 9.881174933471532640e-01, 3.424501365451717572e+00, 2.341749961986078876e+00
1.946000000000000000e+03, 2.593228415328359571e+00, 3.431720363472590130e+00, 2.442907094892667441e+00, 2.676359965100825189e+00, 3.465230511730130747e+00, 2.013114418543797246e+00, 2.547924208278450564e+00, 1.897243853559660076e+00, 1.617673793875132215e+00, 2.542857271424704635e+00, 3.898831707432834914e+00, 2.179481826012970913e+00, 3.434945592496526867e+00, 1.307965864086684693e+00, 3.229004160095493514e+00, 1.814302053232003331e+00
1.947000000000000000e+03, 2.710860201967917327e+00, 2.717883103337872530e+00, 1.922749440271188659e+00, 2.759714491771091183e+00, 3.630511350371139034e+00, 2.097277064810847858e+00, 1.956229455240875437e+00, 1.602277641185533064e+00, 1.893978272406431573e+00, 2.689150250424188648e+00, 4.006763254420619091e+00, 2.284972270719073606e+00, 3.438128332678245247e+00, 1.311639465260344695e+00, 3.144230842978304352e+00, 2.080014270118482056e+00
1.948000000000000000e+03, 3.550401605556225082e+00, 2.792430792532062167e+00, 3.120957192908788258e+00, 2.468294856125446302e+00, 2.594799807742859343e+00, 2.487508516869378461e+00, 2.658739985363144598e+00, 1.607451309549131624e+00, 2.079304667711151300e+00, 2.494644219445526279e+00, 3.955249065172006695e+00, 1.997848607023021694e+00, 3.710387891381479175e+00, 1.108151742764992287e+00, 3.099633659056794333e+00, 2.060230045192042780e+00
1.949000000000000000e+03, 3.487909599000471594e+00, 2.989017286902011961e+00, 2.391411361742258990e+00, 2.619704492514320471e+00, 2.691731287766816472e+00, 2.441995869641985006e+00, 2.708319664232998303e+00, 1.908575670434221827e+00, 2.022330490984044715e+00, 2.636777014065727620e+00, 4.105516976359409043e+00, 2.116692434999155381e+00, 3.320069757756004769e+00, 1.241333751881871006e+00, 2.982209006107498617e+00, 2.241617790462957949e+00
1.950000000000000000e+03, 2.962804314985979737e+00, 3.199767467322606862e+00, 2.288166869828819561e+00, 3.221560518362329262e+00, 3.074971019349932888e+00, 2.424794921893265176e+00, 2.371558451128446432e+00, 1.934711274133838144e+00, 2.191027129032232512e+00, 2.375108757157744499e+00, 3.523833301088775904e+00, 2.116186142844153295e+00, 3.607221273959479113e+00, 1.347630501914900636e+00, 3.267139164595947776e+00, 2.294510180175900249e+00
1.951000000000000000e+03, 2.776138636249780856e+00, 2.745580107188233754e+00, 2.347587761574513987e+00, 2.354016439399202021e+00, 2.047461721904084708e+00, 1.740443241456699708e+00, 2.630742567496882067e+00, 1.706458167046704055e+00, 1.985668423247217707e+00, 2.143581436158216391e+00, 3.565480093649730620e+00, 2.209462497732927577e+00, 3.497677077377396415e+00, 1.120248487011476390e+00, 3.312012237789593971e+00, 2.245730040741124700e+00
1.952000000000000000e+03, 3.141343867494490461e+00, 3.005700661517186845e+00, 2.513017522442592799e+00, 2.759994813848168693e+00, 2.770669691860838224e+00, 2.128679052668214666e+00, 2.817632407473305012e+00, 1.897603422140785812e+00, 2.584637247099285329e+00, 2.450772198098214893e+00, 3.491929577102610871e+00, 2.173767512039925798e+00, 3.760787795639618736e+00, 1.152940701859252348e+00, 3.057398491985684252e+00, 2.496821625046791393e+00
1.953000000000000000e+03, 3.382082082196188111e+00, 3.101957721169510407e+00, 2.320192282918368321e+00, 2.533488274237662985e+00, 3.109996722249037671e+00, 2.359542670902813999e+00, 2.928946260687192549e+00, 1.690987767503661310e+00, 1.915920714032757655e+00, 2.482461853800543405e+00, 3.873834616851497881e+00, 1.905052657715494036e+00, 3.745320911275262787e+00, 1.789680248566745346e+00, 2.953611400880228555e+00, 2.150201363202798532e+00
1.954000000000000000e+03, 3.012208324766357137e+00, 3.679025923444009027e+00, 2.303899534200307020e+00, 2.881340902497639522e+00, 2.880174772027637609e+00, 2.207815131036588774e+00, 2.704261638494050768e+00, 1.782246547596562314e+00, 1.543774663073897990e+00, 2.208721549699876441e+00, 3.606460909213878185e+00, 2.309869439581211381e+00, 3.414497833588942655e+00, 1.434692188020990633e+00, 3.313087186499385162e+00, 2.044007267221257695e+00
1.955000000000000000e+03, 2.724173573192865572e+00, 3.234624010474589362e+00, 2.352303356470370144e+00, 2.493828917268877010e+00, 2.835085840502818311e+00, 2.178889584206191277e+00, 2.718835609792530139e+00, 2.509213750888432237e+00, 1.795984241186113994e+00, 2.995330023652786000e+00, 3.236599130912722888e+00, 2.419926332180027284e+00, 3.030300731159116356e+00, 1.414316499775542413e+00, 3.169631149204543252e+00, 2.607347551031321764e+00
1.956000000000000000e+03, 2.783636170094621054e+00, 3.324126029710166019e+00, 3.015914601980270948e+00, 2.564689342807566330e+00, 2.566553383604998739e+00, 2.463213285378407225e+00, 2.506139136684764512e+00, 2.053474540483076538e+00, 2.152395824572836514e+00, 2.588267630573394484e+00, 3.373009420836515559e+00, 2.300698434421132976e+00, 3.270955897417354930e+00, 1.122655572491293441e+00, 3.356272768966070963e+00, 2.329494820324521598e+00
1.957000000000000000e+03, 2.820675565099479254e+00, 3.547307773477646808e+00, 2.511578250697704018e+00, 2.500759823196523346e+00, 2.678943756621804173e+00, 2.273609484787817436e+00, 2.696489125320284952e+00, 1.775142328859239171e+00, 1.494259594810531500e+00, 2.411992950935306190e+00, 3.806102280635634383e+00, 1.893141267174736742e+00, 3.217187002317561717e+00, 1.471810075296023035e+00, 3.427486116715657172e+00, 2.506468506398782825e+00
1.958000000000000000e+03, 2.656613975241203907e+00, 3.478988797299081615e+00, 2.620932732218272498e+00, 2.458041848100493976e+00, 2.977159243593151761e+00, 2.470939552159165942e+00, 2.384544481834638407e+00, 1.640102314493925961e+00, 1.658812693006248118e+00, 2.627602297016658373e+00, 3.454144832621797168e+00, 2.166882165452855613e+00, 3.363218100422241008e+00, 1.330843658981021971e+00, 3.169394140993995190e+00, 2.086629755748437010e+00
1.959000000000000000e+03, 2.827129809212808986e+00, 4.089299270517630092e+00, 2.281950611709743448e+00, 2.607189969246373806e+00, 3.675935508885549208e+00, 2.142101848094828398e+00, 2.642790258701550599e+00, 2.018173283150701991e+00, 1.729269415859008063e+00, 2.323062134153007552e+00, 3.502496159461339964e+00, 2.319287947498857694e+00, 3.485587703172288165e+00, 1.521495121058337618e+00, 3.150577679989089663e+00, 2.212123215265670240e+00
1.960000000000000000e+03, 3.358544284318325523e+00, 3.469771762624183076e+00, 2.584892197661726509e+00, 2.642383670335164858e+00, 3.239871156132036578e+00, 1.994994859258625741e+00, 2.731167477742218352e+00, 2.259400986619305662e+00, 2.544938694030255633e+00, 2.371285589922757175e+00, 3.751093599092769626e+00, 2.345818858308814647e+00, 3.327176472116153416e+00, 1.264741165654536204e+00, 3.257744970649383287e+00, 2.480142440385927571e+00
1.961000000000000000e+03, 3.184054327160367848e+00, 3.226164206800159029e+00, 1.778083311270172162e+00, 2.825355480541402287e+00, 2.907794085943699702e+00, 2.185585214780967345e+00, 2.708225686259680298e+00, 1.718697676162308507e+00, 1.351831943575122708e+00, 2.209296170745385979e+00, 3.642149416760499747e+00, 2.300034448342406002e+00, 3.071608279112893136e+00, 1.325879438949683964e+00, 3.067336768041799555e+00, 2.237413427463212923e+00
1.962000000000000000e+03, 2.762836599033422047e+00, 3.298769372490518936e+00, 2.022913149060292959e+00, 2.613936877651233281e+00, 2.097493503378538016e+00, 2.158311557310928830e+00, 2.456194927230453739e+00, 1.754373535796560635e+00, 1.797669572813499039e+00, 2.277655179591896228e+00, 3.730518994439883773e+00, 2.356012379255331801e+00, 3.388972833631346049e+00, 1.272188815685540098e+00, 3.553632482467485421e+00, 2.337618866159058229e+00
1.963000000000000000e+03, 2.892653241930146280e+00, 3.186509392322473211e+00, 2.079322575138369711e+00, 2.690901633944582816e+00, 2.415411558759279043e+00, 2.379074103729239553e+00, 2.566864324492659666e+00, 2.088527001162291619e+00, 2.427654683089941479e+00, 2.345142676585624919e+00, 3.803504196249530622e+00, 2.213979191290808668e+00, 3.507040311713331082e+00, 1.475661550875450034e+00, 3.511721696096326450e+00, 2.556828011418007751e+00
1.964000000000000000e+03, 3.088748330256434471e+00, 2.860261322177759524e+00, 2.443123822651496635e+00, 2.473618080032074396e+00, 3.103190070969148007e+00, 2.544640021774111194e+00, 2.545765132401025532e+00, 1.957236548035041102e+00, 1.878969738580765325e+00, 2.698081065477869966e+00, 3.732861132834849549e+00, 2.172224686572379326e+00, 3.177851318048133589e+00, 1.311705754135291890e+00, 3.609445205327160178e+00, 2.255932391496124456e+00
1.965000000000000000e+03, 2.621085870202001900e+00, 3.560401368798947974e+00, 2.476484055058545852e+00, 2.440051322017397606e+00, 2.613127444640921393e+00, 2.132773043154525094e+00, 2.450064848625129077e+00, 2.151576497048331316e+00, 1.221151215972900106e+00, 2.158075294008199752e+00, 3.373131845864691503e+00, 2.263412129987008026e+00, 3.514928979622895522e+00, 1.272163627865165347e+00, 3.136889332322780444e+00, 2.086991123966644324e+00
1.966000000000000000e+03, 2.970139841449610074e+00, 3.612482176026518665e+00, 2.942324098728510862e+00, 2.679596781869011402e+00, 2.740671970923613809e+00, 2.070529127235558153e+00, 2.341366969533281051e+00, 2.192229517413529560e+00, 2.070254068076238685e+00, 2.493314371070753932e+00, 3.672992309546904810e+00, 2.154627930679731573e+00, 3.540466428344495764e+00, 1.439187067784685858e+00, 3.183115658509512169e+00, 2.243609439018035445e+00
1.967000000000000000e+03, 3.165667144697405622e+00, 3.705309110188745425e+00, 3.178410203049407023e+00, 2.712030289877532141e+00, 2.820693116241507425e+00, 2.017644236775167688e+00, 2.751397722867864548e+00, 2.223953631130081376e+00, 1.859069685746091549e+00, 2.498155996787826627e+00, 3.316845443642017166e+00, 2.109531783219670942e+00, 2.953389809838285363e+00, 1.198893235775101873e+00, 3.182032877815853311e+00, 1.992957542500400248e+00
1.968000000000000000e+03, 2.890082136012802838e+00, 3.729302772563943602e+00, 3.171009942087124944e+00, 2.481051671652195978e+00, 2.829481403085962299e+00, 1.943103537632270505e+00, 2.732693996692318272e+00, 1.811489462561539421e+00, 2.077368648393824291e+00, 2.084559597920897733e+00, 3.266314918045092774e+00, 2.420787901295782252e+00, 3.573995155291184389e+00, 1.537189413416575556e+00, 3.236981177346045957e+00, 2.068130454275951546e+00
1.969000000000000000e+03, 3.085522428009368490e+00, 3.335319122151795490e+00, 3.240132662001396380e+00, 2.443470200816481253e+00, 3.050362386809235549e+00, 2.333887026651359609e+00, 2.849293943090446479e+00, 1.952598242856612432e+00, 1.511588122622335995e+00, 2.116311227633310033e+00, 3.571489234176574712e+00, 1.974377059021476866e+00, 3.332276270509438643e+00, 1.345557443917397844e+00, 3.011714105233811445e+00, 2.378395950253490820e+00
1.970000000000000000e+03, 2.539425300298080224e+00, 2.814598051407749324e+00, 3.329153578735350116e+00, 2.345511160207464307e+00, 3.323910736610877770e+00, 2.048595351902817274e+00, 2.860606447393656104e+00, 1.688974979481286276e+00, 1.943071271568405534e+00, 2.534216571988462618e+00, 3.461028517597988685e+00, 1.939975672156432962e+00, 3.197236853576534532e+00, 9.798809713994104387e-01, 3.089704009741341295e+00, 2.304099297181837702e+00
