year, MPI-ESM1-2-LR, EC-Earth3-Veg
1.910000000000000000e+03, 4.760540448225346574e-10, 3.224985248796107824e-11
1.911000000000000000e+03, 4.198592032213613612e-10, 2.874928918632510920e-11
1.912000000000000000e+03, 4.773603657469854173e-10, 3.172881006895445560e-11
1.913000000000000000e+03, 4.576397067886150297e-10, 3.417793251901234953e-11
1.914000000000000000e+03, 4.277518806118447638e-10, 3.241434255774035111e-11
1.915000000000000000e+03, 4.818244812306229616e-10, 2.963670942163669990e-11
1.916000000000000000e+03, 4.763511672831744486e-10, 3.211705723431295963e-11
1.917000000000000000e+03, 4.650542032883738658e-10, 3.244232337598498568e-11
1.918000000000000000e+03, 4.191953580780372332e-10, 3.431269228440616133e-11
1.919000000000000000e+03, 4.108893321898524953e-10, 3.432812481611695759e-11
1.920000000000000000e+03, 4.379364323269202318e-10, 3.194126623831129890e-11
1.921000000000000000e+03, 4.345902022668951453e-10, 3.234081262752405894e-11
1.922000000000000000e+03, 5.064642642316361698e-10, 3.281466311558408397e-11
1.923000000000000000e+03, 5.291094104913662777e-10, 3.049328762174495690e-11
1.924000000000000000e+03, 4.221258552427932379e-10, 3.329056003623088147e-11
1.925000000000000000e+03, 4.248278659266792443e-10, 3.787427296201022348e-11
1.926000000000000000e+03, 4.822903680169494495e-10, 3.574678047439779590e-11
1.927000000000000000e+03, 4.328800350165863248e-10, 3.818999563256967775e-11
1.928000000000000000e+03, 4.480268288236798878e-10, 3.578247484024806753e-11
1.929000000000000000e+03, 4.936878319826540410e-10, 3.531745530609151490e-11
1.930000000000000000e+03, 4.328861033862013448e-10, 3.844311792117379963e-11
1.931000000000000000e+03, 4.238664018812626527e-10, 3.928494514626891033e-11
1.932000000000000000e+03, 4.957177795023574480e-10, 3.497968155624197955e-11
1.933000000000000000e+03, 4.740756749954356663e-10, 3.904995552678820574e-11
1.934000000000000000e+03, 4.091811243285737996e-10, 4.325138579807129062e-11
1.935000000000000000e+03, 3.902897446150760565e-10, 3.592699777448766684e-11
1.936000000000000000e+03, 4.267270134789937557e-10, 3.810577964291122676e-11
1.937000000000000000e+03, 4.957759250211558286e-10, 4.252700586682532156e-11
1.938000000000000000e+03, 5.184325139834723406e-10, 3.730733005927876923e-11
1.939000000000000000e+03, 5.382071160333825904e-10, 4.044778141798070805e-11
1.940000000000000000e+03, 5.434302227306105750e-10, 4.226537050928019701e-11
1.941000000000000000e+03, 5.214834239077329182e-10, 4.629879453786647682e-11
1.942000000000000000e+03, 4.497935006042266762e-10, 4.813471420671341096e-11
1.943000000000000000e+03, 4.447332384560069845e-10, 4.182205811631249901e-11
1.944000000000000000e+03, 4.942148003558893634e-10, 4.481478992326766719e-11
1.945000000000000000e+03, 5.358781874347402633e-10, 5.022258139314713765e-11
1.946000000000000000e+03, 4.070138921708829224e-10, 4.167368297233786207e-11
1.947000000000000000e+03, 4.486902879919315658e-10, 4.332561506113364515e-11
1.948000000000000000e+03, 5.228222872376911689e-10, 4.659115852896015941e-11
1.949000000000000000e+03, 5.805617837218412406e-10, 4.665119450783455376e-11
1.950000000000000000e+03, 5.128018718821928053e-10, 5.197585202398171812e-11
1.951000000000000000e+03, 4.581092063468369882e-10, 5.171646939687206268e-11
1.952000000000000000e+03, 4.703285363177842841e-10, 5.512159591964472506e-11
1.953000000000000000e+03, 4.837636689355729282e-10, 5.534087189761503365e-11
1.954000000000000000e+03, 4.995835742835401467e-10, 5.619358296898725629e-11
1.955000000000000000e+03, 5.164379301692895527e-10, 6.955016796382712196e-11
1.956000000000000000e+03, 5.244612767571174880e-10, 7.687364202057280652e-11
1.957000000000000000e+03, 4.892279810300176778e-10, 7.279776299546877358e-11
1.958000000000000000e+03, 5.528241255041868818e-10, 7.667315065771298087e-11
1.959000000000000000e+03, 4.856245476953684451e-10, 8.047052016088216760e-11
1.960000000000000000e+03, 4.499706593143122932e-10, 8.735518667344137563e-11
1.961000000000000000e+03, 4.571733414080748398e-10, 8.882816818733894182e-11
1.962000000000000000e+03, 5.069309061897526158e-10, 8.735731779364338068e-11
1.963000000000000000e+03, 4.904445987278689397e-10, 9.470167889109884170e-11
1.964000000000000000e+03, 5.462987884483080732e-10, 7.813407002292758835e-11
1.965000000000000000e+03, 5.018998513493821605e-10, 8.390282464195210414e-11
1.966000000000000000e+03, 4.723630835532756893e-10, 8.530649230052092513e-11
1.967000000000000000e+03, 4.596333172872937488e-10, 8.400896301740155853e-11
1.968000000000000000e+03, 4.186368320537487436e-10, 7.818253079244830199e-11
1.969000000000000000e+03, 4.675013128500938476e-10, 9.136439564164361894e-11
1.970000000000000000e+03, 4.979726529966232810e-10, 7.245069935174737773e-11
1.971000000000000000e+03, 4.867888973410927431e-10, 7.600615786619780683e-11
1.972000000000000000e+03, 4.661298419989903449e-10, 9.535636458198468727e-11
1.973000000000000000e+03, 4.247391058461842781e-10, 8.828807253907337073e-11
1.974000000000000000e+03, 4.055659802741259046e-10, 8.762814640915632222e-11
1.975000000000000000e+03, 4.891724163677017650e-10, 8.649150547587314153e-11
1.976000000000000000e+03, 5.211066309817394689e-10, 8.245932782283099768e-11
1.977000000000000000e+03, 4.784658012348554485e-10, 8.476766807373369687e-11
1.978000000000000000e+03, 4.145294774148795100e-10, 8.624822414378775423e-11
1.979000000000000000e+03, 5.270558197482260005e-10, 8.606617359969313644e-11
1.980000000000000000e+03, 5.045670502211667301e-10, 7.603260621222616255e-11
1.981000000000000000e+03, 4.417135244591717943e-10, 8.842172959826836855e-11
1.982000000000000000e+03, 4.449200837167506852e-10, 9.530136579254848872e-11
1.983000000000000000e+03, 5.044127053685786243e-10, 8.685989680152936937e-11
1.984000000000000000e+03, 5.185970103840748127e-10, 7.186619528794672860e-11
1.985000000000000000e+03, 4.537329560552364526e-10, 9.107943063113068197e-11
1.986000000000000000e+03, 5.022804774383432535e-10, 8.887349815829659959e-11
1.987000000000000000e+03, 5.196194352748812955e-10, 8.008771241644585228e-11
1.988000000000000000e+03, 4.897067604954736375e-10, 8.624011224495275337e-11
1.989000000000000000e+03, 5.621645899350317102e-10, 8.981157554127483220e-11
1.990000000000000000e+03, 5.024312305353351523e-10, 9.212539948947737700e-11
1.991000000000000000e+03, 4.884093532642647715e-10, 7.566754448341472810e-11
1.992000000000000000e+03, 5.303374418235073783e-10, 8.390264801165706156e-11
1.993000000000000000e+03, 5.160144239017324730e-10, 9.330209051542127539e-11
1.994000000000000000e+03, 4.942771649751849530e-10, 8.452439612198724643e-11
1.995000000000000000e+03, 5.346742615704909309e-10, 8.493367406926351523e-11
1.996000000000000000e+03, 5.572600202552054674e-10, 9.085361586316983332e-11
1.997000000000000000e+03, 5.189226457041857814e-10, 8.984367348140782428e-11
1.998000000000000000e+03, 4.442315381768885121e-10, 9.280998136943765012e-11
1.999000000000000000e+03, 5.325154673832495158e-10, 9.244943100106556612e-11
2.000000000000000000e+03, 6.047502548777026946e-10, 8.532440499163563919e-11
2.001000000000000000e+03, 5.319685241858461582e-10, 7.647600604607096028e-11
2.002000000000000000e+03, 4.715521908379645924e-10, 8.021008320816915463e-11
2.003000000000000000e+03, 4.963233818614318919e-10, 8.624316834299986068e-11
2.004000000000000000e+03, 5.490180069486379011e-10, 8.700886593350135751e-11
2.005000000000000000e+03, 5.644793969441757320e-10, 8.868434861392327921e-11
2.006000000000000000e+03, 6.532478201818460429e-10, 9.050141856245241963e-11
2.007000000000000000e+03, 5.673042639550680929e-10, 8.130937589729733586e-11
2.008000000000000000e+03, 5.759141715021399283e-10, 9.447692892030286457e-11
2.009000000000000000e+03, 4.747394449410125773e-10, 9.415779446892936850e-11
2.010000000000000000e+03, 6.163218300178607752e-10, 8.756127256987261882e-11
2.011000000000000000e+03, 5.374073320720089609e-10, 7.687301021358637808e-11
2.012000000000000000e+03, 5.375117636209954569e-10, 9.295063530078522821e-11
2.013000000000000000e+03, 5.081008414831830754e-10, 1.022102455850316511e-10
2.014000000000000000e+03, 6.194734847206136958e-10, 8.699350909913394316e-11
