year, MPI-ESM1-2-LR, EC-Earth3-Veg
1.850000000000000000e+03, 4.832019162024077261e-10, 2.723467324043350169e-11
1.851000000000000000e+03, 4.465387089096243025e-10, 2.555907629412805815e-11
1.852000000000000000e+03, 4.483598467550228220e-10, 2.422936979200993093e-11
1.853000000000000000e+03, 4.323066868677552604e-10, 2.196828448318950037e-11
1.854000000000000000e+03, 4.369467909808569627e-10, 2.802530235067107278e-11
1.855000000000000000e+03, 4.790023828980326052e-10, 2.937420972457133035e-11
1.856000000000000000e+03, 4.833314872657820346e-10, 2.116953861824054570e-11
1.857000000000000000e+03, 4.253436774502709823e-10, 2.600928887152447776e-11
1.858000000000000000e+03, 4.973318728449891113e-10, 2.511843899855272794e-11
1.859000000000000000e+03, 5.359453026204251999e-10, 2.420898283625728162e-11
1.860000000000000000e+03, 5.023582138940133229e-10, 2.664671732630588620e-11
1.861000000000000000e+03, 3.821252933468078212e-10, 2.855572371459343332e-11
1.862000000000000000e+03, 4.071517520948574158e-10, 2.806025008476011827e-11
1.863000000000000000e+03, 4.119532576375565102e-10, 2.802265246752096023e-11
1.864000000000000000e+03, 4.057513023633576018e-10, 2.457160521072405555e-11
1.865000000000000000e+03, 5.115284839986788057e-10, 2.863642202756214593e-11
1.866000000000000000e+03, 4.733341418843117429e-10, 2.755440269949279263e-11
1.867000000000000000e+03, 4.973123472172140137e-10, 2.742170617030113036e-11
1.868000000000000000e+03, 4.988775503237274544e-10, 2.580395962715380184e-11
1.869000000000000000e+03, 4.352422394207414323e-10, 2.943640195494954786e-11
1.870000000000000000e+03, 3.806057643352531506e-10, 2.885517341107989050e-11
1.871000000000000000e+03, 4.254103641478245275e-10, 2.926439530143172534e-11
1.872000000000000000e+03, 3.906945514377936309e-10, 2.530492832582427572e-11
1.873000000000000000e+03, 4.078542101804199108e-10, 2.724705329151297645e-11
1.874000000000000000e+03, 4.318791038194625698e-10, 2.739365486080824569e-11
1.875000000000000000e+03, 4.677429351817971602e-10, 3.405574651060789359e-11
1.876000000000000000e+03, 4.489597020687353637e-10, 3.113664933096861766e-11
1.877000000000000000e+03, 5.111056345450192305e-10, 2.439002695936589171e-11
1.878000000000000000e+03, 4.572831810732978611e-10, 2.179149983028441637e-11
1.879000000000000000e+03, 4.106649522417133638e-10, 2.357889653431419228e-11
1.880000000000000000e+03, 4.148439389635474604e-10, 3.452514665059280158e-11
1.881000000000000000e+03, 4.747452335789375294e-10, 2.717201534400100843e-11
1.882000000000000000e+03, 5.440321466441539956e-10, 2.734939681382803196e-11
1.883000000000000000e+03, 4.503304934775862500e-10, 2.745662913075619782e-11
1.884000000000000000e+03, 4.189456977025401354e-10, 3.350879911605646491e-11
1.885000000000000000e+03, 4.043355527871137293e-10, 2.427848724928492812e-11
1.886000000000000000e+03, 4.603132268223342381e-10, 3.117158569871990085e-11
1.887000000000000000e+03, 4.528190706700429076e-10, 2.978856230328141434e-11
1.888000000000000000e+03, 4.611236162731191406e-10, 3.137025733962332835e-11
1.889000000000000000e+03, 4.090217452099585172e-10, 3.008974884423217787e-11
1.890000000000000000e+03, 4.344590865827125723e-10, 3.239200432371209612e-11
1.891000000000000000e+03, 3.969493739690697754e-10, 3.202583810162532235e-11
1.892000000000000000e+03, 4.232335859170854679e-10, 3.137929977913662004e-11
1.893000000000000000e+03, 4.349602651039600667e-10, 3.289337997899272905e-11
1.894000000000000000e+03, 4.172472292399147444e-10, 3.304339336947142988e-11
1.895000000000000000e+03, 4.458099847107478329e-10, 3.269387222263184732e-11
1.896000000000000000e+03, 4.510297859681906772e-10, 2.956720963584892142e-11
1.897000000000000000e+03, 4.075086043655044543e-10, 3.594868502579141346e-11
1.898000000000000000e+03, 4.455295646812281531e-10, 3.580791789590749843e-11
1.899000000000000000e+03, 4.800492795560549671e-10, 3.395410343897254351e-11
1.900000000000000000e+03, 5.126251056200238035e-10, 2.698189011205179121e-11
1.901000000000000000e+03, 5.563998730205576453e-10, 3.047204105687966729e-11
1.902000000000000000e+03, 4.817981272290134741e-10, 3.075301969156209091e-11
1.903000000000000000e+03, 4.329705150428991104e-10, 3.087796485573444313e-11
1.904000000000000000e+03, 3.635220623249085992e-10, 2.788056558693944669e-11
1.905000000000000000e+03, 4.182925357911423504e-10, 3.190576370018610601e-11
1.906000000000000000e+03, 4.777112384666765362e-10, 3.134077501932803791e-11
1.907000000000000000e+03, 5.178846603698330217e-10, 3.050335663862193223e-11
1.908000000000000000e+03, 4.941436655166932014e-10, 3.246498615855498743e-11
1.909000000000000000e+03, 5.057724037748118852e-10, 2.767802077939139573e-11
