year, CMCC-ESM2, CNRM-ESM2-1, MPI-ESM1-2-LR, GFDL-ESM4, CESM2-WACCM, UKESM1-0-LL, CanESM5, MIROC-ES2L
1.866000000000000000e+03, 1.754370382963090459e-09, -1.698221823599648484e-09, -3.486929245806384693e-10, -2.719225837191767527e-10, -1.057386930409596217e-10, -1.759683513178451315e-10, 8.501817230400397787e-10, -5.875697567572830830e-10
1.867000000000000000e+03, 1.535128976687581094e-10, -9.230185819980618167e-11, 1.656925745216563591e-10, 1.502594901183654448e-10, -5.679954756216687350e-10, -1.015843709293759876e-09, 7.169096954301935734e-11, -1.282175469856082563e-10
1.868000000000000000e+03, -2.648927207658722302e-10, -4.882064047686411232e-10, -8.604877912724315378e-11, 7.211074147189734185e-10, -8.819886281899251203e-11, 1.204414610132748883e-09, 1.056738729304656407e-09, -2.227456455594766803e-10
1.869000000000000000e+03, -2.736535206103126188e-09, 8.801821680096414257e-10, -9.914764875908255581e-10, 4.238027129877332558e-10, 1.664616121954020710e-10, 1.121395602505533920e-09, -7.489289850580384502e-10, -2.451111981642148169e-10
1.870000000000000000e+03, 2.216072844885142598e-09, 7.661051106995960544e-10, -1.429488142352553340e-09, -1.808684876670872015e-10, -1.517009372466454014e-10, 1.413392529673680471e-09, 7.241228348340123462e-10, -3.761198829540759206e-10
1.871000000000000000e+03, 1.741825011066621972e-09, -1.457935745336436276e-09, 6.685763676273399639e-11, -1.464552104540692913e-09, 9.281926056550287401e-11, 7.527531678532483155e-10, 6.587839546196008464e-10, -6.095130360874065389e-10
1.872000000000000000e+03, -3.423159832477550446e-10, 2.348432526793512137e-10, -3.844778205061068470e-10, -9.562787858647383302e-10, 3.148828915175204813e-10, -1.270494978380589926e-09, 4.388319383087242183e-10, -1.230142917491039642e-09
1.873000000000000000e+03, -2.854772498495107548e-10, 8.748004696973696070e-10, -5.081799893648138534e-10, -8.666397138867496637e-12, -7.367323508172830326e-11, 6.324156676147831575e-10, -5.393351262057118175e-10, -1.648057655602254943e-10
1.874000000000000000e+03, -7.798028917605020290e-10, 4.142206143108895238e-10, -2.530737854388819147e-10, 8.956614902176018864e-11, -3.383660901551045803e-10, 4.025779319107737747e-10, -5.074013969706589980e-10, -7.211823622621945579e-11
1.875000000000000000e+03, -1.639334497743680574e-09, 1.898741654347329713e-10, 6.599482611747533790e-12, 1.918939828578158481e-10, -3.751131334421460706e-12, 6.908668312711378114e-10, -1.110104976760353105e-09, -2.170761958091468302e-10
1.876000000000000000e+03, 2.596666600470560345e-09, -3.870078804200628466e-10, -3.984768101512774888e-10, 6.474718355454129565e-10, -2.244760943144718809e-10, 4.986495769899452962e-10, 1.383561756685202642e-09, -1.531999922148288283e-09
1.877000000000000000e+03, 1.989915950519927726e-09, -5.794519396394221047e-10, -9.148266611318537666e-11, -1.348199171450108651e-10, -1.388785752216519899e-10, -6.842097160011089125e-10, 8.014487959969353591e-11, -9.672403580484023950e-10
1.878000000000000000e+03, -1.570337334539223378e-09, 1.135363267452458413e-10, -4.480056448957010283e-10, 7.751568134839839488e-11, -2.451950748619559870e-10, 2.487260612039054472e-10, 1.760787836491199486e-09, -8.651501311045951376e-11
1.879000000000000000e+03, 1.273814158756458327e-09, 1.931094533702016137e-10, -1.190636697730095546e-09, 4.173644867172985719e-10, -2.005922162332779497e-10, -4.798439769759019370e-10, -1.244750210036751813e-09, 3.307604575184167880e-10
1.880000000000000000e+03, -7.571976758306017430e-10, 1.064898520038404483e-09, -4.716159665968998696e-10, -1.198848548270286554e-09, 4.108957394503501093e-10, -2.917063781938281500e-10, -1.168092922845731290e-09, -1.435693820167222512e-10
1.881000000000000000e+03, -4.484874688971813463e-11, -6.383975500296270583e-10, 9.169111951891171032e-10, -3.479100325498034394e-10, 2.306986465447797257e-10, 3.837407023533641284e-10, 5.755916843402198924e-10, -3.330292173738241602e-10
1.882000000000000000e+03, 6.620058840978698378e-10, -6.565262046754177980e-10, -5.493846840962914326e-10, -3.923930335069634889e-11, -1.824280185418551196e-10, 3.107106589648913058e-10, 9.113838031379886564e-11, -1.844246271265857855e-10
1.883000000000000000e+03, -6.378180060758679977e-10, 1.105070601860253692e-09, -6.586179015463794125e-10, -5.542323973161983349e-10, -4.302955965005398815e-10, 9.314950961384442380e-10, 8.487454539208343329e-10, -9.752724154650426086e-11
1.884000000000000000e+03, 2.594585912258484015e-10, -8.470460244177262262e-10, -8.232532988217680124e-10, -1.830234650912053045e-10, -7.901745097033747215e-12, -1.216268581474597105e-10, 6.207075474834613548e-10, 3.211452833155137967e-10
1.885000000000000000e+03, -7.897348288335780708e-10, 3.324146525269664366e-10, -3.118748401277469113e-10, -1.599543309422825681e-11, 2.672075284493994931e-10, 7.980541134176678825e-10, -2.637002467460252807e-10, -6.273376966275445427e-10
1.886000000000000000e+03, 1.983067764547629532e-09, -3.673748922456103969e-10, 3.657825154969103356e-11, 8.393326642295931536e-10, -5.143507413097743000e-10, 1.957808720830248491e-10, 8.200923070300402296e-10, 2.100147951865239703e-10
1.887000000000000000e+03, 7.757576499681743217e-10, 9.111102235750557042e-10, 1.320563402923002326e-10, -4.953811768573808796e-11, -3.985183228279413972e-10, -6.826215982826617507e-10, -3.145930438859140823e-10, 3.209127666758307431e-10
1.888000000000000000e+03, -1.837822221397627454e-09, -8.631553957776996305e-11, 3.519598818352984156e-11, -1.164524494491397963e-09, 3.804517525292077368e-11, -3.996705242446935638e-10, 4.007779172505156203e-10, -4.605464896699836333e-10
1.889000000000000000e+03, 1.032631369916450708e-09, -3.978410665983157388e-10, -9.915413453899686803e-10, 1.449159280176116871e-10, -1.120749771055949086e-10, 2.418172346652776800e-10, -4.835843197677846672e-10, -3.666799456759853167e-10
1.890000000000000000e+03, 2.223878255128978094e-10, 2.738595718909953377e-10, 4.349220094142216507e-10, 5.471344181160379363e-10, 1.308237515084159757e-11, 4.621739716477065275e-10, -2.958668252605834555e-10, 5.045172178340913147e-10
1.891000000000000000e+03, -3.737341416372606589e-10, 2.720376817383491412e-10, -7.244637917776535572e-10, -4.563407879830053227e-12, -1.043219116888173549e-10, -9.908337177717814047e-10, -1.901357331726793693e-10, 1.422443083313370141e-10
1.892000000000000000e+03, -2.660687704961819569e-10, -2.042233626329519443e-10, -6.645455579767312316e-10, 3.792486858151706666e-10, -2.431339456116683271e-12, 4.594350674825537961e-10, 1.038480585882187850e-09, -5.059455999985005684e-10
1.893000000000000000e+03, 9.340375197369194744e-10, -5.831544385460932022e-10, -5.376856136944290335e-10, 4.356424793102946640e-11, -2.389592668829233810e-10, 8.988033029129314738e-10, 1.116618584673833141e-10, -5.294391703896447799e-10
1.894000000000000000e+03, -1.624102619243508271e-09, 1.024480549266764494e-10, -3.039921721483057697e-10, -2.008840486461858877e-10, -1.053128212179009731e-10, 7.206092613798344226e-10, 7.511293176813110161e-11, -2.710168880620965762e-10
1.895000000000000000e+03, 5.555795774365678494e-10, 7.966246781312090014e-10, 6.043166875397400226e-11, -6.753802413201144269e-10, 9.949390008960689851e-11, 5.364407730158589246e-10, -1.353532500598647462e-10, 8.105121342671449892e-10
1.896000000000000000e+03, 9.644501504908820216e-10, -1.287147806016183152e-10, -1.393865533355081434e-10, -8.939337752165108002e-11, 1.823734491273585949e-11, -5.981916224613294137e-12, 1.342739326675686406e-09, 5.540981255452158363e-10
1.897000000000000000e+03, 8.179715266185542197e-10, 9.424606620411864368e-11, -9.840212970720156340e-10, -3.963034575169673483e-10, -9.154715281951555035e-11, 7.377361218134610014e-11, -5.369298239994724940e-10, -1.844787435078333689e-10
1.898000000000000000e+03, -1.717518481375373710e-10, 2.671136161807851202e-10, 7.300649096902385556e-10, -8.809055465563040481e-10, -8.916945284781707027e-11, 3.622636475101220671e-10, -4.372737057951475190e-10, 7.239761153953351832e-11
1.899000000000000000e+03, -1.313011813335021206e-09, 5.482729559211603666e-10, 5.489090493978038565e-10, -9.631157188306782954e-10, -1.909770130741597893e-10, -4.598753306123962372e-10, -8.577653406053181056e-10, 1.219554377535427010e-10
1.900000000000000000e+03, -9.235740420051674393e-10, -8.207979512819534154e-10, 5.790906854368420060e-10, 6.431348481689434073e-10, -2.634660680112071091e-10, 2.076436190543401973e-11, 5.124203344313037314e-10, -1.883482678753406857e-10
1.901000000000000000e+03, 1.368768863164681466e-09, 1.295785466462409922e-09, 1.124228986681660544e-09, 8.319241089903467199e-10, 2.417412660212273456e-10, 5.797095346635555081e-10, 5.217139995231338756e-10, -7.782487334291510596e-10
1.902000000000000000e+03, 3.170145098243477365e-10, -7.620694018694191574e-12, -3.391973188776950770e-10, 7.894263045740912304e-10, 7.677653614369186665e-11, 2.599209415599878455e-10, -9.167853447026532198e-10, -1.358563822736453020e-09
1.903000000000000000e+03, -3.811934370007319427e-10, -1.061826238432506019e-09, -6.347368120832842325e-10, -8.646409875513167640e-10, -1.689416493566609470e-10, 5.522281524116610967e-10, 5.862697534853093871e-10, 6.286759049796724261e-11
1.904000000000000000e+03, -2.137315829389270274e-09, 6.064800789020334420e-10, -1.448229390694227505e-09, -9.955679077346421274e-10, 9.149471261600205320e-11, -5.926863105371506687e-10, 1.328921740039629907e-09, 5.148161125521504166e-10
1.905000000000000000e+03, 1.766792145758557293e-09, 3.575548601444122511e-10, -2.767994785245524228e-11, 7.305628836318676041e-10, -5.082503613448669755e-10, -9.885494346991939652e-11, -1.370067678267795868e-10, 6.399586483490176159e-10
1.906000000000000000e+03, 9.901318643288239006e-10, 2.695098830329193056e-10, 3.548735709366670826e-10, -2.480775088014268810e-10, -6.455312248025761009e-10, -5.700247926017523761e-10, -1.784338761183858949e-10, -3.450803605389867642e-10
1.907000000000000000e+03, -1.067322446159750258e-09, 3.000887478452937757e-10, 2.871352629932642317e-10, 2.298690483052153286e-11, 1.280068855065011819e-10, 3.163925009412898173e-10, -2.480714184567601714e-10, -2.755564868385038139e-10
1.908000000000000000e+03, -5.166669977188817222e-11, -2.950576289580511458e-10, 7.294353996302233804e-10, 7.073885740513670794e-10, 5.295630966273364213e-10, 2.445662752428139738e-10, 1.532256087969330424e-10, -1.090110233593003399e-09
1.909000000000000000e+03, -3.998196799248332623e-10, 3.884311654090445775e-10, 1.631194390427057103e-12, 1.080194053336134743e-10, 1.164469737599845178e-10, -8.950727630002985248e-10, -2.557328938785690932e-10, 3.851410954607406799e-10
1.910000000000000000e+03, 3.200876985212759667e-10, 8.346541649292952394e-10, -4.589660177048708315e-10, -1.852178029952323761e-10, -1.820911704541121315e-10, -1.260138825928789816e-10, -1.128015812441074634e-10, 2.018841455289566049e-10
1.911000000000000000e+03, -9.995017658087235413e-10, -7.483657938172183508e-11, -6.679163854951712328e-10, 4.097825946893152379e-10, -3.836689086097396527e-11, -3.674468415014647922e-10, 2.623878412246782283e-10, -1.283974023145520524e-10
1.912000000000000000e+03, 1.877912234091770070e-09, -1.148456169920884188e-09, -2.340137880403717816e-10, -3.102920337990593663e-10, 6.577623443141911346e-11, 4.531218005700667058e-10, -3.991860834372099195e-10, -2.714204810697790093e-11
1.913000000000000000e+03, 8.061055322006153398e-10, 5.825461085242706617e-10, -5.040859712300163312e-10, 4.313227018196196567e-10, 1.960642277581041652e-10, -1.144318281248141536e-09, 1.172246177646451647e-09, -4.057422121358021153e-10
1.914000000000000000e+03, -2.637307482944345883e-09, -9.273409465559189735e-10, -5.513614848567573860e-11, -7.680700235953166497e-10, -2.527506643641513254e-10, 1.316357930834348053e-10, -1.073865546457787327e-10, 3.605569655878172578e-10
1.915000000000000000e+03, -1.418524332947481958e-09, 5.950667037284452422e-10, 8.472353938147267199e-10, -2.635722129589078437e-10, 1.182846485883588345e-10, 6.543037307149887358e-10, -4.650944426550890064e-10, 2.487906621402599585e-10
1.916000000000000000e+03, 2.254136784752282860e-09, 4.622370895509833432e-11, 4.452471848118781495e-10, -4.465734510414045230e-10, -3.583118163799874279e-10, 2.631538378261892581e-11, 1.486385524557492176e-09, -3.539794609943648007e-10
1.917000000000000000e+03, 4.798887746027879542e-11, -2.431508411496767770e-10, -1.093885831796745626e-10, 5.575951075221206598e-10, 3.810390844686244625e-12, -1.252350430060728369e-10, -9.334651502949000091e-10, -1.605600699568179185e-09
1.918000000000000000e+03, -1.014921852706098437e-09, -3.531448497239403901e-10, -5.314457496621507448e-10, -1.072705159383333398e-09, -1.516018882714218467e-10, 4.592782432984625233e-10, 8.505467281698481463e-10, -3.909897889978073118e-10
1.919000000000000000e+03, 6.610281333843812330e-10, 4.770891918530663077e-10, -3.220801479771752393e-10, -6.414983575785399525e-10, 1.183233323135772127e-10, 5.945896073785542422e-10, 2.405956022400835982e-10, 8.089666314168208339e-10
1.920000000000000000e+03, 2.535736373468594061e-09, 3.365707679818197444e-10, -2.185686827380512323e-10, 5.630353056745006740e-10, 9.517008806366614507e-11, -3.026945662833384432e-10, -3.842187976859341359e-10, 2.534963376865855532e-10
1.921000000000000000e+03, -6.160801655542068924e-10, -3.974244257062857599e-10, -4.466320906963462220e-10, 1.154716900135676401e-09, 1.725248207859671976e-10, -1.494319577139512706e-11, -2.030457153711426603e-09, -8.420039242288216842e-10
1.922000000000000000e+03, -1.581634846146641922e-09, 7.540590125033917250e-10, 7.242478023875142300e-10, -5.157746872753954555e-10, -2.613302124184130376e-10, -7.258921722983979617e-10, 4.933768702012369350e-10, -1.442280889281369412e-09
1.923000000000000000e+03, -4.370430835948712542e-10, -1.866666771097867725e-10, 3.028350739676643703e-10, -9.728106239564918739e-10, -1.619023626932351117e-10, -4.816330951584216874e-10, 4.532578309167187730e-10, -4.104722282645792367e-11
1.924000000000000000e+03, 1.280163100584026951e-09, 3.302103092833473392e-10, -9.502335200760835564e-10, -1.218382596968737901e-10, -2.086085500442958519e-10, -7.563269860774889024e-10, -8.475649779241569305e-10, -1.127917370436612618e-10
1.925000000000000000e+03, -2.623617384515928444e-09, -1.331032411012101633e-10, 7.103578746364924662e-11, 3.687667859600244606e-12, -3.455398972344343740e-10, -1.044397689621768025e-09, -4.342776170086608260e-10, 2.458372437315279208e-10
1.926000000000000000e+03, 1.732708887334667444e-09, -7.611369306737136834e-11, 5.704621912960293734e-11, 2.467322131455976837e-10, 1.019430182224640441e-10, -2.751377767021480769e-10, 2.657151667276261194e-10, -3.974644415824585187e-10
1.927000000000000000e+03, 5.274946501768291281e-10, 2.180127271120786134e-10, -1.018537342671795442e-10, -1.000580411213350335e-09, -2.619985919048811134e-11, -5.475399244133593661e-11, 6.568099031845784586e-10, -7.619932324197794542e-10
1.928000000000000000e+03, 2.222842504893882178e-10, -3.503885456104247037e-10, -5.234113181163376316e-10, 4.092572205453215734e-10, -1.646393019982656193e-10, -2.043056743953667295e-10, 1.088796446904892506e-09, -1.275925796110890681e-09
1.929000000000000000e+03, 4.721330568782407226e-11, -4.351823846418433740e-10, 4.326114004130286504e-10, -6.562723711181030944e-10, 3.198470598445672522e-11, -9.055369631054285050e-10, 4.545423114794253635e-10, -5.894880623051325854e-10
1.930000000000000000e+03, -1.151468442304331869e-09, 1.506026569608581602e-11, -7.266242878382114475e-10, 1.084306949815893906e-10, -4.696311950122935675e-10, -1.085870627093238326e-09, 8.649844136251921829e-10, -1.169348225189899733e-09
1.931000000000000000e+03, 1.664700008257905407e-09, -9.148149801252466457e-10, -5.407768630629564815e-10, -4.488695810364310057e-10, -2.680179024793520046e-10, -1.402217421796449324e-10, -9.650053606333752655e-10, -1.668282910152205720e-10
1.932000000000000000e+03, 3.459854210832332126e-10, 8.407236146682751827e-10, 3.731140616792063275e-10, 5.237875588186691379e-10, 2.552851234353587470e-11, 5.102765110379786569e-11, 1.836695132639513994e-09, -1.901026578093152145e-10
1.933000000000000000e+03, -2.684585911303411146e-09, 1.289547315367700281e-09, -4.480206621202078530e-10, 3.720210717092508972e-10, 2.011549394255559514e-10, 1.469423241453023486e-10, -9.624860546626812845e-10, -4.229274330360778103e-10
1.934000000000000000e+03, 1.587151931889094982e-10, 5.892502639793604007e-10, -8.778457982057415729e-10, 3.269254089137453360e-10, 1.087248140988736553e-11, 4.435552323323016179e-10, 1.331600892350268757e-09, -1.700348376127968273e-10
1.935000000000000000e+03, 1.508408012406277699e-09, 1.675018344694287996e-10, -6.643671729108865842e-10, -5.030735118872160034e-10, -3.525153301523969322e-10, -3.082963951947982207e-10, 4.442672432891028287e-10, -6.961317843642377125e-10
1.936000000000000000e+03, 7.580807828070301374e-11, 3.341991003182914652e-10, -1.164721647831504556e-10, -5.360307945912342080e-10, -6.932334073510341026e-10, 6.786238966116092848e-10, 8.037469853815933587e-10, -6.450668097945144631e-10
1.937000000000000000e+03, -7.907698191270823737e-10, -9.159052784587846584e-11, 5.707532260278445097e-10, -2.661923305461210044e-10, 2.890288790223258261e-10, -9.852980069988472389e-11, 1.563875012059490800e-09, -3.842135218558459434e-11
1.938000000000000000e+03, 3.512567630969366590e-11, 1.317510830873894096e-09, 1.270202444325469212e-09, 4.558274363358813511e-10, -5.672771480133372143e-10, -1.575520609334242477e-10, -8.915301325419064612e-10, -6.059689598728748991e-10
1.939000000000000000e+03, 1.129129333411005113e-09, 3.918860824047105516e-10, 2.759700438265104252e-10, -1.137768895454511169e-09, -1.118499507174012895e-10, -6.267694798975942724e-10, -3.283853417491658567e-10, -9.769622661617195047e-10
1.940000000000000000e+03, 4.300077502959435647e-10, -6.151231098778088183e-10, -2.332400751553820897e-10, -2.465814192965124176e-10, -9.497989986443976554e-11, -1.245714591906715271e-10, -2.591724340581681077e-10, -1.288890124819370349e-09
1.941000000000000000e+03, -3.605757317794844040e-10, -8.398394353383084260e-10, -1.556585439547147000e-10, 1.730659953525524299e-09, 1.654454941927924632e-10, -4.257060160071998286e-10, 5.772794351186513680e-10, -2.106144747113511679e-09
1.942000000000000000e+03, -3.640141980862053653e-09, 2.367614469467472820e-10, -1.009415082190147220e-09, -9.866030741741207835e-10, -4.677018043615281584e-10, 6.093588677267994034e-10, 5.121834305854995936e-10, -3.842981545710498366e-10
1.943000000000000000e+03, 2.809046838468672295e-10, -1.309188083262194919e-10, -4.402772154873522814e-10, -1.605743136872541677e-10, -1.764020956692088973e-10, -1.013863924857718175e-09, 1.926453353528172158e-09, 2.483892788656698609e-10
1.944000000000000000e+03, 1.981240997913048113e-09, -1.607441740856779699e-09, 1.430629672963212292e-10, 1.324789331275362891e-11, -3.134228735333775227e-10, -6.931984749652862021e-10, -1.444382615557439751e-10, -1.368618002461064835e-10
1.945000000000000000e+03, 1.537688719610087508e-09, -1.073695553857483945e-09, 7.211728280634746414e-10, 7.781651724186643269e-10, 3.356387390281152158e-10, -3.615042179683084205e-10, 1.203272169374796701e-09, -1.311795284796341459e-09
1.946000000000000000e+03, -1.173669035909399143e-09, 4.867475585770761422e-10, -9.256351123967221721e-10, -1.600983961330584378e-09, -2.332249260587821463e-11, 6.107542794353236812e-11, -2.193831719418619283e-09, -3.546856863201749865e-10
1.947000000000000000e+03, 4.602322375329207149e-10, -1.227625936034663789e-09, 1.596432995080485698e-10, -1.295261507786657660e-09, 3.554503045068187494e-10, -4.136761195482373725e-10, 5.513360319708208579e-10, -9.630681507185859576e-10
1.948000000000000000e+03, -2.208778504829102579e-09, 4.028015477173664819e-10, 6.522759643592255327e-10, -4.298635195060028450e-10, 7.792107424493606060e-12, -1.323082137479874700e-09, -3.705108639660002691e-10, -1.951882020484108320e-10
1.949000000000000000e+03, 4.992021873682733147e-10, 7.101649527147982735e-10, 6.948324936737629374e-10, 8.141458036449609065e-11, -3.950540011155683741e-10, -6.237097420716053844e-10, 2.433988258425556718e-10, -1.111895022784855735e-09
1.950000000000000000e+03, 2.342031209939035900e-10, -4.929019776959163772e-10, -3.532304365833709341e-10, -1.038615368530577805e-11, -1.831913123307768584e-10, -1.005801741216913094e-10, -2.436106765723554775e-10, -2.437672407467542820e-09
1.951000000000000000e+03, -3.927214180731332931e-11, -1.644757862133225904e-12, -8.476170622710701239e-10, 1.808167511265735689e-10, -4.557002379595111980e-10, -2.501946002718811458e-10, 1.277068169981909127e-10, -7.972123918202444153e-10
1.952000000000000000e+03, 2.135119624042460117e-10, 4.482126024955056263e-10, -3.630062934833046435e-10, 1.625554826033710213e-10, -2.295297792800391688e-10, 4.263041775922623314e-11, 1.209707201969208644e-10, -8.487693353246519412e-10
1.953000000000000000e+03, 7.953460529380780492e-10, 1.683004523005109480e-10, -1.648661285119577548e-10, -5.374516987030674096e-10, -2.403867901468712474e-10, -6.890641159097301620e-10, -1.993198812679173873e-09, -1.487639679643190333e-09
1.954000000000000000e+03, -9.990286630425547949e-10, -9.018849365674312671e-11, -1.799509872039589292e-11, -8.723958941138937505e-10, -1.813085832586716897e-10, -4.335543921992436343e-10, 8.079727308378423650e-10, -6.788645607733094583e-10
1.955000000000000000e+03, -3.192297605544368399e-10, 5.718117511657649238e-10, 9.069081514405313701e-10, 8.773325045054575609e-10, -1.126452842571960804e-10, 3.524616933623753202e-10, -1.560301897906129503e-10, -3.611740772732000233e-10
1.956000000000000000e+03, -6.683485349174539522e-10, -1.450406509826508299e-09, 4.901658574942966950e-11, 9.309082991161065869e-11, -3.282953219036529174e-10, 5.753413423960768891e-10, 1.527535489484854507e-09, -8.809986597157433990e-10
1.957000000000000000e+03, 1.068594600158887692e-09, 6.855098872172948014e-10, -7.637483299429376479e-10, 4.384454847857151077e-10, -4.056169759828117587e-10, 1.596772754202954536e-10, -9.058676202119050013e-10, -1.479800140574360718e-09
1.958000000000000000e+03, 1.235043741316043755e-09, -7.494753410110285391e-10, 7.828215745024556976e-10, -8.983204252923953048e-10, -1.172757355854194828e-10, -3.882339381359028779e-10, 9.862556642996490135e-10, -1.223193486956966337e-09
1.959000000000000000e+03, -1.423551904126466272e-09, 4.457100444032516384e-10, -1.032639485994083682e-09, -1.214175349443708636e-09, -1.237874125067484195e-10, -1.259248528692559001e-11, -1.455612896216207247e-10, -4.018916919281241201e-10
1.960000000000000000e+03, -1.153547265874064516e-09, 9.024723943939514473e-10, -9.247621367950895845e-10, 2.983864171743974703e-10, 6.596225062837205509e-10, 5.026370670174378742e-10, 4.721425732433598350e-10, -8.046783400293224203e-10
1.961000000000000000e+03, 1.810941699641039677e-09, -3.292591744430493198e-10, -2.174746447868962950e-11, -2.736272648128724948e-10, 5.854023386805897145e-11, -5.054176077606264548e-10, -7.217021708459188112e-11, -1.395336047026856085e-09
1.962000000000000000e+03, 1.870545738724634645e-10, -5.522819701099507773e-10, 3.610511427346721028e-10, -5.548667645273460310e-10, -6.181026961882835964e-10, -1.175416414055778206e-09, 1.433288011056817683e-09, -3.555107935178556803e-10
1.963000000000000000e+03, -5.501209447895697294e-10, -2.307219648486375052e-11, -2.187851528091029625e-10, 8.707305497020184419e-10, -5.416256019608922988e-10, 1.613182937861995923e-11, -4.433964177421482111e-11, 6.902806373949983291e-10
1.964000000000000000e+03, -1.926480795315710516e-09, -4.534306616832348930e-10, 4.690783641809542469e-10, -2.962683356655332132e-10, 1.812200816622542243e-10, 3.411658369679956750e-10, 5.685994441837593834e-11, 5.377793529693655836e-10
1.965000000000000000e+03, 7.533516107666132335e-10, 1.560106952281719623e-10, -5.579823654869479499e-10, -1.642249152247397951e-09, 2.893702049039096209e-10, 4.495745557835821495e-10, 3.113710100692848368e-10, 6.862114303000709983e-11
1.966000000000000000e+03, 8.147355115099710348e-10, -9.058204591922083589e-10, 2.448649092310953204e-10, 1.204441748665631391e-10, -2.188655669325752120e-10, 2.482237252276980542e-10, -8.365652818572196209e-10, -9.857218653205892722e-10
1.967000000000000000e+03, 1.181634686428049849e-09, 1.248952807055449212e-09, -6.346786186633924305e-10, -9.421305609449295092e-10, -1.774457062843973686e-10, 2.436886979968072625e-10, 6.914756892098944557e-10, -2.755359531513864041e-10
1.968000000000000000e+03, 2.450010320561050325e-10, 4.425075993352905485e-10, -9.100110968687923527e-10, -3.538834711476954933e-10, 2.302759670953045741e-11, -1.143383389998387583e-10, -1.223300120006681160e-10, -2.383943564619995501e-10
