year, EC-Earth3-Veg, CESM2-WACCM, CanESM5, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1, MIROC-ES2L, IPSL-CM6A-LR, CMCC-CM2-SR5, MPI-ESM1-2-LR, ACCESS-ESM1-5, TaiESM1, GFDL-ESM4
1.866000000000000000e+03, 8.848773412906720814e-01, 4.955267843437141106e-01, 4.644433532248696928e+00, 4.788598919798267572e-01, 4.051861582430654751e-01, 5.740440483251468606e+00, 5.070478089130527444e+00, 2.123959982686641101e+00, 6.141530247250722718e-01, 5.166677897809892173e+00, 5.643694624547908045e-01, 2.516184051931348309e-01, 1.114535006401419448e+00
1.867000000000000000e+03, 8.757072525001098340e-01, 4.855669419095020034e-01, 4.687235534536490889e+00, 4.733013928763213363e-01, 4.237558462103361845e-01, 5.668613372563423347e+00, 5.061311290641248739e+00, 2.068380377333685072e+00, 8.431369223896566512e-01, 5.187363194632289343e+00, 5.660393945169209795e-01, 2.122628966451902965e-01, 1.090642376168639682e+00
1.868000000000000000e+03, 8.709332698344026680e-01, 4.534781341143943045e-01, 4.852905053457738482e+00, 4.409123728305530676e-01, 4.700795801043329836e-01, 5.661503400679828601e+00, 5.069456240463028784e+00, 2.051013474668409220e+00, 1.012204270882784307e+00, 5.187406623218073776e+00, 5.595423447240228665e-01, 3.170656423177969363e-01, 1.085534244024826567e+00
1.869000000000000000e+03, 8.659783640158891238e-01, 4.419431466682643417e-01, 4.934702957084802222e+00, 4.513406733150778782e-01, 4.307721521074052706e-01, 5.623078189684135531e+00, 5.069714397330439937e+00, 2.058527083402838187e+00, 8.706892371618270010e-01, 5.212781082936746024e+00, 5.533051062050412527e-01, 3.407385556029774443e-01, 1.113834140573382037e+00
1.870000000000000000e+03, 8.588590071790095370e-01, 4.666379123204683621e-01, 4.876158494922557374e+00, 4.727572210574242928e-01, 4.017249300301103387e-01, 5.646240299571100074e+00, 5.041370092150975424e+00, 2.088715515128743316e+00, 8.626895811472848896e-01, 5.183107996573184550e+00, 5.594482854774901481e-01, 2.983427211076987717e-01, 1.132836839417744823e+00
1.871000000000000000e+03, 9.336816934450958838e-01, 4.367720011330698537e-01, 4.959880426779835538e+00, 4.530040882077065456e-01, 4.336266234785489671e-01, 5.694846602845737848e+00, 5.042766653012427547e+00, 2.061965818598216149e+00, 6.519445198378439610e-01, 5.162836317577781386e+00, 5.698382186432648933e-01, 3.033315759435083470e-01, 1.155144188691875851e+00
1.872000000000000000e+03, 8.842665757326478859e-01, 4.269244187175900707e-01, 5.060886651902377409e+00, 4.434440745163572561e-01, 4.175835116982891670e-01, 5.651008552396747930e+00, 5.010621677589023548e+00, 2.046483499800014538e+00, 8.560703950090062797e-01, 5.163764250593764871e+00, 5.721883135493316397e-01, 3.050403954481814006e-01, 1.117524342824592676e+00
1.873000000000000000e+03, 8.387450264227900298e-01, 4.560237452637533329e-01, 5.077632100443403296e+00, 4.622336578927493389e-01, 4.165293877840616776e-01, 5.636804309317427375e+00, 4.967967624228666779e+00, 2.055837329169730499e+00, 8.602189897816410191e-01, 5.177890602867909919e+00, 5.725242893302052716e-01, 2.952532016156480532e-01, 1.073451599680830704e+00
1.874000000000000000e+03, 8.502227854077029079e-01, 4.807295369390798268e-01, 4.964068066765491061e+00, 4.780118720307711122e-01, 4.442612077369974544e-01, 5.650843816454696800e+00, 4.982629347341182680e+00, 2.054763106278323370e+00, 7.506348614906854788e-01, 5.133056167812216408e+00, 5.738625072618421807e-01, 2.846873896492733147e-01, 1.057067397928077801e+00
1.875000000000000000e+03, 8.649120147823714522e-01, 4.598163667493475049e-01, 4.883717675835914207e+00, 4.560860705058824571e-01, 4.351736590181214948e-01, 5.690967342273044238e+00, 5.007841599404688537e+00, 2.089252484952698108e+00, 6.763098112654760685e-01, 5.104966515031627239e+00, 5.786260841754647943e-01, 2.548607787364187693e-01, 1.066677694694974088e+00
1.876000000000000000e+03, 9.297520728076994478e-01, 4.637835387958307853e-01, 4.783374615456600587e+00, 4.465558712158241850e-01, 3.984183610045365920e-01, 5.696572200090888494e+00, 5.005131893481491012e+00, 2.128578795975708093e+00, 8.778687516013058412e-01, 5.085453756547120285e+00, 5.941147680513280127e-01, 3.320915391296509478e-01, 1.063720787955512614e+00
1.877000000000000000e+03, 9.326857394628800257e-01, 4.589478911634911062e-01, 4.939760588025976062e+00, 4.619140891893838141e-01, 4.145085515896040906e-01, 5.719449631368152431e+00, 5.000863694528291603e+00, 2.118351220329345974e+00, 7.345745303806230364e-01, 5.046615972784568527e+00, 5.977616040599016412e-01, 2.372814736789190249e-01, 1.119201863223572735e+00
1.878000000000000000e+03, 8.160400992044437585e-01, 4.488298114339883127e-01, 5.008081338341888511e+00, 4.587760624178445767e-01, 4.141848741786107180e-01, 5.671224489821033110e+00, 4.984841666040132679e+00, 2.145844308791300392e+00, 8.652296798897782804e-01, 5.082258286356936772e+00, 5.960655334868061317e-01, 3.358841938391028403e-01, 1.134443108709513703e+00
1.879000000000000000e+03, 7.575532043093420320e-01, 4.473118033787175096e-01, 5.176222505602303237e+00, 4.474794977046504529e-01, 4.157197591774191570e-01, 5.667449520944919605e+00, 4.991962939829631019e+00, 2.177598726647286043e+00, 7.579483037721843619e-01, 5.072302633456546417e+00, 5.955841819770806289e-01, 3.106440886210266039e-01, 1.148796986095619532e+00
1.880000000000000000e+03, 7.949025812828405257e-01, 4.119896505433605638e-01, 4.977383467257327609e+00, 4.698967367617407076e-01, 4.361081405133159228e-01, 5.682793193647261987e+00, 5.002024644188506564e+00, 2.182054992183040110e+00, 7.136421846789340329e-01, 5.021620882093534632e+00, 5.941871204732129819e-01, 2.726081564008505098e-01, 1.177766763676088679e+00
1.881000000000000000e+03, 9.067637110802497791e-01, 4.399349628972432091e-01, 4.885243183857252092e+00, 4.987300394390145053e-01, 4.198404292948234584e-01, 5.741605855491722643e+00, 4.991636062690238518e+00, 2.176925511615777964e+00, 7.360929417696711052e-01, 5.005961280066475894e+00, 5.986669420558088373e-01, 2.366642893581209772e-01, 1.131153550075981951e+00
1.882000000000000000e+03, 8.898853103828827660e-01, 4.860790375849275424e-01, 4.937774335926861546e+00, 4.667592451698496792e-01, 4.253773212159561723e-01, 5.752063007467787870e+00, 4.995531368586923371e+00, 2.151623756415580679e+00, 8.294773642894085475e-01, 5.018633217031295501e+00, 5.951433946333627434e-01, 4.319284347837601401e-01, 1.117144416825897046e+00
1.883000000000000000e+03, 8.581556837993760123e-01, 4.970970305834686020e-01, 4.881081658339837759e+00, 4.269541578960810990e-01, 4.386388047716363037e-01, 5.666167242368743473e+00, 4.977614457953267291e+00, 2.161868587493090299e+00, 6.132663303337363425e-01, 5.000769129772652200e+00, 5.962071492363032466e-01, 2.444747098009903419e-01, 1.119711148037989989e+00
1.884000000000000000e+03, 8.878041305654306159e-01, 4.693332925005921918e-01, 5.156008201522068291e+00, 4.393926764277699681e-01, 4.318030218983323620e-01, 5.713897402917615054e+00, 5.019957841417596711e+00, 2.168290434662443644e+00, 7.609801409734179289e-01, 4.973312156429328112e+00, 6.087575275204928360e-01, 2.137308103101258905e-01, 1.108713975118418738e+00
1.885000000000000000e+03, 9.360669749841918907e-01, 4.530767431015796931e-01, 5.130588225763894172e+00, 4.743655381228137902e-01, 4.233684471333787891e-01, 5.704057641729523453e+00, 5.033556431314553770e+00, 2.146154525216965148e+00, 8.610386513291838906e-01, 4.958160903611177339e+00, 6.119467210537279378e-01, 3.481438199644906750e-01, 1.104565399208199183e+00
1.886000000000000000e+03, 8.483022310958049372e-01, 4.744735321183541354e-01, 5.089606141620946822e+00, 4.776984490638563341e-01, 4.166495850815114532e-01, 5.737691524428343293e+00, 4.988133391887112467e+00, 2.100268476534905115e+00, 8.628838574293742347e-01, 4.947075870550950327e+00, 6.029673733625573462e-01, 2.795010608764252891e-01, 1.080395239056020973e+00
1.887000000000000000e+03, 8.915790429331942324e-01, 4.698454895115115604e-01, 5.157026814717330154e+00, 4.827404356119039397e-01, 4.250847555130591870e-01, 5.711239440808865808e+00, 4.979613542183404462e+00, 2.112403240358375900e+00, 6.923452457895494794e-01, 4.976559965019466958e+00, 5.914614114572975812e-01, 3.393813262661403707e-01, 1.115787468662902349e+00
1.888000000000000000e+03, 9.145931032675044259e-01, 4.433567812184539547e-01, 5.142491928016669434e+00, 4.796973191069724973e-01, 4.386980519122959388e-01, 5.710783628028007541e+00, 4.984512163394771989e+00, 2.129470420461730296e+00, 6.963745366672278170e-01, 4.965304553464462423e+00, 5.909176738984704969e-01, 2.472837653676854264e-01, 1.151874559960619937e+00
1.889000000000000000e+03, 9.225942757921719029e-01, 4.532325607020608049e-01, 5.163840737891040256e+00, 4.555222885513011133e-01, 4.238788047102051704e-01, 5.755959612426064353e+00, 5.004458149219524365e+00, 2.152131252106761039e+00, 7.702421574624367384e-01, 4.957674022073191189e+00, 5.894570637402304358e-01, 2.461475262246233808e-01, 1.102688342752468520e+00
1.890000000000000000e+03, 8.789176381280202621e-01, 4.694654811993010934e-01, 5.135222569128019110e+00, 4.305328978958646857e-01, 3.946808149338522642e-01, 5.746949457590169175e+00, 5.012688889133123382e+00, 2.144969914200430150e+00, 8.818007388937041391e-01, 4.928613014044393559e+00, 5.795907449343797868e-01, 3.725953148241360480e-01, 1.100133074990305104e+00
1.891000000000000000e+03, 8.919075247128642747e-01, 4.618330955879254018e-01, 5.027229908214432719e+00, 4.741092546604138147e-01, 4.131741985478790125e-01, 5.769442040031351304e+00, 5.007070373783702344e+00, 2.139916708662192413e+00, 7.804099494971471485e-01, 4.951428291181795061e+00, 5.776668131123572358e-01, 2.566085478957168542e-01, 1.136092868585448779e+00
1.892000000000000000e+03, 9.102316802842974619e-01, 4.576981690446214612e-01, 5.036623475437323805e+00, 4.714603735961678255e-01, 4.080310803570743050e-01, 5.787652558396999325e+00, 5.019967273443495692e+00, 2.110461644930524905e+00, 7.170421529495347723e-01, 4.917116635058429885e+00, 5.722758018786311407e-01, 2.020252215799929196e-01, 1.131255678142822241e+00
1.893000000000000000e+03, 9.134168210822292133e-01, 4.759744104884224836e-01, 5.127607296528646330e+00, 4.503884049141881896e-01, 4.165476007833424643e-01, 5.812875940748851278e+00, 4.988589679895140350e+00, 2.094861313895879817e+00, 9.212437168616564032e-01, 4.886192609060074687e+00, 5.740709036197289006e-01, 3.182454276720267372e-01, 1.145123887132126539e+00
1.894000000000000000e+03, 9.272758728577329412e-01, 4.698762411911903136e-01, 5.098506156176303428e+00, 4.578490216891840658e-01, 4.038422294840706139e-01, 5.760310442537388553e+00, 4.942948270448870751e+00, 2.131300007801683272e+00, 8.037535244354778730e-01, 4.857964555666004713e+00, 5.909262986557174413e-01, 2.926680015831514825e-01, 1.153715673689010623e+00
1.895000000000000000e+03, 9.427223341710864180e-01, 4.524469713879024635e-01, 5.207080768726763509e+00, 4.674646400263770540e-01, 3.979508143726003810e-01, 5.744910056701679757e+00, 4.969660863087257852e+00, 2.142805728247598296e+00, 7.150767778734555824e-01, 4.833526170387856702e+00, 5.995141017060499067e-01, 2.952428412546870828e-01, 1.158663226688906311e+00
1.896000000000000000e+03, 9.143463165463175946e-01, 4.460303270723710023e-01, 5.354812967416466840e+00, 4.640620145145661346e-01, 3.957364316345745592e-01, 5.814917924169031416e+00, 5.000009648998250178e+00, 2.100783692566457805e+00, 4.441151061559330815e-01, 4.821214254246092956e+00, 6.000899145452707195e-01, 2.905698869259052408e-01, 1.130531657933479206e+00
1.897000000000000000e+03, 8.641773832553949486e-01, 4.479302110207132870e-01, 5.514239901917491693e+00, 4.581521105412023620e-01, 4.221184141373853782e-01, 5.789791588865042193e+00, 4.982774185831897462e+00, 2.154679510443833657e+00, 6.347779680149286952e-01, 4.817234891088457260e+00, 6.171617399485204158e-01, 3.135804848212423446e-01, 1.130277892695119135e+00
1.898000000000000000e+03, 8.987929284515017159e-01, 4.537467346447767169e-01, 5.431712885574127903e+00, 4.517555920671670333e-01, 4.286896752099023100e-01, 5.810039094172144480e+00, 4.979286638422089517e+00, 2.145577321005023297e+00, 9.595824898608027453e-01, 4.794936834502649070e+00, 6.309571573833159253e-01, 2.908550603900385556e-01, 1.120707505362539047e+00
1.899000000000000000e+03, 9.348081928452990352e-01, 4.618630786904260876e-01, 5.273285504929099865e+00, 4.477406063693358251e-01, 4.177129596172759474e-01, 5.796486718348575984e+00, 4.965242430947781394e+00, 2.135834210503270381e+00, 9.849940178204465990e-01, 4.803083290327603727e+00, 6.211521493236636937e-01, 2.879385580366561337e-01, 1.097114205065533143e+00
1.900000000000000000e+03, 8.918253073557499411e-01, 4.539301228281643619e-01, 5.180572586633329202e+00, 4.397049029258497388e-01, 4.090977298179641064e-01, 5.864889267859320299e+00, 4.975309374106673843e+00, 2.163538382949870442e+00, 9.085375420767340948e-01, 4.820116134654353957e+00, 5.996383994186339494e-01, 2.639309158560430579e-01, 1.043973940529057787e+00
1.901000000000000000e+03, 8.119328834683419149e-01, 4.332484351071247963e-01, 5.217476219491729239e+00, 4.409845306211071514e-01, 4.267124318658222504e-01, 5.817136968596992475e+00, 4.987330527249778989e+00, 2.137402474735137670e+00, 8.141180525027094106e-01, 4.857931129100721002e+00, 5.817054122740453748e-01, 2.737254822297378043e-01, 1.035296912051713036e+00
1.902000000000000000e+03, 8.125846711011499579e-01, 4.431490875091767534e-01, 5.215535595396724844e+00, 4.395924728859186836e-01, 4.135979758323868327e-01, 5.842246630190279788e+00, 4.957621886506070830e+00, 2.165717187826526668e+00, 7.547666926357131656e-01, 4.896536012588407871e+00, 5.823487579057862185e-01, 1.891033671074021649e-01, 1.078242291622216520e+00
1.903000000000000000e+03, 8.314826097243317449e-01, 4.813748756039179511e-01, 5.179563568394095263e+00, 4.940876497530359845e-01, 4.179402547159238313e-01, 5.900766845290246643e+00, 4.945779243281865689e+00, 2.174038724430515046e+00, 7.473273769907781139e-01, 4.906011187755781933e+00, 5.964390302743954875e-01, 3.570022910686677098e-01, 1.168672555150813919e+00
1.904000000000000000e+03, 8.315634787568896291e-01, 4.790214823528487487e-01, 5.315932994141929768e+00, 4.736745838833065214e-01, 4.579410932382501076e-01, 5.818885272702154055e+00, 4.972931653951982334e+00, 2.173285115422380454e+00, 7.530326273438147089e-01, 4.881790363534110888e+00, 6.164839805221344893e-01, 3.201222375699845912e-01, 1.157186282175032055e+00
1.905000000000000000e+03, 8.318552763299007502e-01, 4.866042186731829866e-01, 5.405497658760755719e+00, 4.495257355049085413e-01, 4.431773611933771950e-01, 5.802488227790706610e+00, 4.995103665285975048e+00, 2.136382577718519027e+00, 7.619110082054961763e-01, 4.825292768021670398e+00, 6.270294768771011995e-01, 3.566337273291059762e-01, 1.082074729774075816e+00
1.906000000000000000e+03, 8.678866977550224737e-01, 4.883966176224234790e-01, 5.361478024047291235e+00, 4.521312116834285688e-01, 4.313572439342590048e-01, 5.843414631283248895e+00, 5.010417747241231901e+00, 2.139465184336221792e+00, 8.711220570108173522e-01, 4.806457604310470977e+00, 6.372443601511185163e-01, 2.711749896154230788e-01, 1.102605624216391078e+00
1.907000000000000000e+03, 8.639576188063158302e-01, 4.563219169974614409e-01, 5.358437861541048619e+00, 4.508013974502643184e-01, 4.154130897679506051e-01, 5.837375612585827156e+00, 5.026906739144586744e+00, 2.144305979220167302e+00, 7.891088446320475569e-01, 4.824516162624512994e+00, 6.369462294594626650e-01, 2.931002262867471453e-01, 1.084808715675279700e+00
1.908000000000000000e+03, 8.521426654423737146e-01, 4.283022103251792889e-01, 5.192007065345099370e+00, 4.587816950955826423e-01, 4.155679261699961047e-01, 5.859706240724487536e+00, 4.995105254437876674e+00, 2.136824026555506073e+00, 9.034611242560905975e-01, 4.817336695974945293e+00, 6.349372700670782299e-01, 2.836565275711278034e-01, 1.081567457877122385e+00
1.909000000000000000e+03, 8.548294731743077968e-01, 4.589639102578472740e-01, 5.332981522315640710e+00, 4.573662161062416742e-01, 4.397579730095992345e-01, 5.867966175495802794e+00, 4.955886292570633955e+00, 2.147347784998670406e+00, 8.849365246147344877e-01, 4.834860686287201226e+00, 6.259209451539756719e-01, 2.343760564997759144e-01, 1.124963572614843921e+00
1.910000000000000000e+03, 8.042411114979817199e-01, 4.757827815556318063e-01, 5.320564531684746967e+00, 4.800044265985817238e-01, 4.140197790596250593e-01, 5.869339994177986242e+00, 4.959159303295899157e+00, 2.101636875058097598e+00, 8.050550885788140265e-01, 4.844124438713782510e+00, 6.285095887626127587e-01, 2.991067281707719405e-01, 1.143903979962311412e+00
1.911000000000000000e+03, 8.212119896867156044e-01, 4.678064153431517047e-01, 5.312207322767206641e+00, 5.042611338181944847e-01, 4.161303234589683320e-01, 5.895804725226550858e+00, 4.990287439639775613e+00, 2.096880648278030446e+00, 7.688406995843766190e-01, 4.827144970875469454e+00, 6.262764733553400909e-01, 3.291545854636636625e-01, 1.141640394935504954e+00
1.912000000000000000e+03, 8.516042890537379728e-01, 4.649881946268231148e-01, 5.344239583605297383e+00, 4.565092897622211598e-01, 4.545622513006434273e-01, 5.946575332346807130e+00, 4.963706047358058093e+00, 2.065984946038175618e+00, 6.625656872488061566e-01, 4.812480337961312138e+00, 6.187690183301085556e-01, 2.948285156686055730e-01, 1.160788155557775037e+00
1.913000000000000000e+03, 8.691760840903682839e-01, 4.626991053120629860e-01, 5.379846342786072988e+00, 4.768208311401179178e-01, 4.466381177451780871e-01, 5.879710973039235178e+00, 4.896494077465044725e+00, 2.048945652502258685e+00, 7.823525052733572016e-01, 4.790516672115121111e+00, 6.183136727472167138e-01, 2.727322567787166530e-01, 1.163520498879853537e+00
1.914000000000000000e+03, 8.896484409683936834e-01, 4.778674671908678118e-01, 5.545495506652051709e+00, 4.809032207275195092e-01, 4.179901466288599710e-01, 5.910613553821183253e+00, 4.912615031105630692e+00, 2.054700297245503737e+00, 1.081910381287974898e+00, 4.773699050556523105e+00, 6.196761552499575609e-01, 3.157672263253725742e-01, 1.170447297249740615e+00
1.915000000000000000e+03, 8.695427341679757838e-01, 4.624223353856324326e-01, 5.366337571842246135e+00, 4.464835147240100444e-01, 4.328375945245034884e-01, 5.861133571689118860e+00, 4.923050608170996156e+00, 2.057437318755113154e+00, 8.587683741011666871e-01, 4.778619297268382304e+00, 6.154465548863394808e-01, 2.508999682375754881e-01, 1.144776112954779101e+00
1.916000000000000000e+03, 8.646352749636783130e-01, 4.800068773091129004e-01, 5.392473743054043034e+00, 4.554524741281876232e-01, 4.523480772647379133e-01, 5.893808438311091358e+00, 4.938927316651270161e+00, 2.037255813889151668e+00, 8.159527497940692875e-01, 4.829582639494449658e+00, 6.065591222698346607e-01, 2.351011065709981418e-01, 1.121137826681703142e+00
1.917000000000000000e+03, 8.707922949377688848e-01, 4.735927942975210470e-01, 5.447902381542672146e+00, 4.538560715719650585e-01, 4.117696818597825215e-01, 5.900451083861714352e+00, 4.923643845808924446e+00, 2.018569893554409411e+00, 7.607602561269527497e-01, 4.819518688038228582e+00, 6.025227845301613927e-01, 2.837074658901451718e-01, 1.105310472690978596e+00
1.918000000000000000e+03, 8.619501053801276180e-01, 4.548632094775825752e-01, 5.423867963899887457e+00, 4.481204163402499052e-01, 4.125153305026576511e-01, 5.864161306917509364e+00, 4.882471951547573852e+00, 2.053531785104766971e+00, 7.642504300133914352e-01, 4.841293620760915850e+00, 5.947589710064509205e-01, 2.505836868064686418e-01, 1.151315083768428282e+00
1.919000000000000000e+03, 8.922939636744602332e-01, 4.409280557241147536e-01, 5.588845421659386581e+00, 4.680754884890688250e-01, 4.362956722821585975e-01, 5.869218253379473893e+00, 4.888563248818936557e+00, 2.066290434412910937e+00, 1.037667178414111158e+00, 4.823696217078489390e+00, 5.932294339505826963e-01, 2.886572580841590963e-01, 1.129552828494482908e+00
1.920000000000000000e+03, 8.752174436519537526e-01, 4.633678544816797196e-01, 5.703548874766984689e+00, 4.688682152430917460e-01, 4.274066593390129509e-01, 5.917646405860986114e+00, 4.897503936847753536e+00, 2.088511560535710743e+00, 8.879438076650824074e-01, 4.825673764164648993e+00, 5.889001908944666575e-01, 3.114098995202838616e-01, 1.105223700957837396e+00
1.921000000000000000e+03, 8.362316529655148267e-01, 4.720766688806434241e-01, 5.443618744613297977e+00, 4.416916911561636905e-01, 4.264380345217228530e-01, 5.935944175107218612e+00, 4.903980537907662196e+00, 2.069521721260640934e+00, 7.674705213913068924e-01, 4.806525820320513454e+00, 5.862594173705043543e-01, 2.684981764988492170e-01, 1.117432071786490289e+00
1.922000000000000000e+03, 8.335980612448897764e-01, 4.602963001568228241e-01, 5.268093582874372238e+00, 4.272529415937714736e-01, 4.195178653968914539e-01, 5.896224044315291124e+00, 4.879101509897306954e+00, 2.039499704777605782e+00, 7.499428152579838969e-01, 4.762481686506531808e+00, 5.952756419175335711e-01, 2.816636358604061030e-01, 1.185872802777372836e+00
1.923000000000000000e+03, 8.247342599336126012e-01, 4.696897656940300925e-01, 5.327169938049503450e+00, 4.416907877136668215e-01, 4.158937283520340311e-01, 5.918318752581955167e+00, 4.852751019530638921e+00, 2.087389877077181932e+00, 6.923263506518452237e-01, 4.780030206766064715e+00, 6.013638963031879836e-01, 2.921534141422499342e-01, 1.203082376810372223e+00
1.924000000000000000e+03, 8.039229253490027816e-01, 4.595836435047613300e-01, 5.281187020795441001e+00, 4.737086064448477463e-01, 4.373775139038936777e-01, 5.932298474872105487e+00, 4.864008863343336486e+00, 2.109447503657276179e+00, 8.616075994943984684e-01, 4.837184846385957471e+00, 6.000769749104500894e-01, 3.533078881943166327e-01, 1.150200916884067448e+00
