year, EC-Earth3-Veg, CESM2-WACCM, CanESM5, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1, MIROC-ES2L, IPSL-CM6A-LR, CMCC-CM2-SR5, MPI-ESM1-2-LR, ACCESS-ESM1-5, TaiESM1, GFDL-ESM4
1.925000000000000000e+03, 8.371039196659648685e-01, 4.448165845927560258e-01, 5.185007134036912824e+00, 4.726263991122519048e-01, 4.241796384818833920e-01, 5.981435276993083860e+00, 4.869182232400240729e+00, 2.095166304272325863e+00, 6.897594849636737857e-01, 4.803008654678040834e+00, 6.099699384980342698e-01, 1.937055438130536322e-01, 1.122033088370114617e+00
1.926000000000000000e+03, 9.115058812791400067e-01, 4.508250482801167691e-01, 5.153379983639595707e+00, 4.798704109857160338e-01, 4.178218759206628330e-01, 5.981851348356354237e+00, 4.900579856913034327e+00, 2.089431035062286668e+00, 1.016047474493121161e+00, 4.767612169005615463e+00, 6.076965595210188642e-01, 3.508820336529441808e-01, 1.124497777285685229e+00
1.927000000000000000e+03, 8.818304923127822104e-01, 4.629909786398440086e-01, 5.045850204205848399e+00, 4.901905494389907636e-01, 4.424071587091097379e-01, 5.960242830027683070e+00, 4.927983387944626870e+00, 2.100761716977459059e+00, 9.310222296080387094e-01, 4.816030146280227520e+00, 6.103289710264168111e-01, 3.450108768909739831e-01, 1.151482614441048380e+00
1.928000000000000000e+03, 8.843329781739619477e-01, 4.613054288896361044e-01, 5.193438010655737180e+00, 4.653091545034189203e-01, 4.570997654955808454e-01, 5.973412373133489162e+00, 4.868662457946692612e+00, 2.114336308482918536e+00, 8.646865788708566480e-01, 4.787258444817628522e+00, 6.105601605644798147e-01, 3.052069487646473789e-01, 1.107629274277657228e+00
1.929000000000000000e+03, 8.619170162186643447e-01, 4.562421609506369102e-01, 5.292629436207415772e+00, 4.904483172377293587e-01, 4.389077585515220314e-01, 5.984009854291312713e+00, 4.825182587408829882e+00, 2.094410898759504036e+00, 7.721193803989563342e-01, 4.764857428344763335e+00, 6.089670557267561346e-01, 2.566692362108075054e-01, 1.142388749852344176e+00
1.930000000000000000e+03, 8.659976764234410540e-01, 4.641375724445295781e-01, 5.397508320332514486e+00, 5.034949913102872987e-01, 4.234425766431983984e-01, 5.982391336733222431e+00, 4.813367255322880567e+00, 2.059389879158616932e+00, 8.665237438534265646e-01, 4.791713330494842715e+00, 6.094652493800073456e-01, 2.927349789422967197e-01, 1.131032027413301222e+00
1.931000000000000000e+03, 8.639894067424908064e-01, 4.685348370128508133e-01, 5.426482943146587523e+00, 4.707923984316060850e-01, 4.285514308891580915e-01, 6.003147681140963421e+00, 4.791513019412627195e+00, 2.050816494002904111e+00, 7.675324239984567809e-01, 4.761399917453788433e+00, 6.174025720945979234e-01, 3.817550405612409326e-01, 1.145332671045377282e+00
1.932000000000000000e+03, 8.848423685561164209e-01, 4.479609712678577771e-01, 5.332962152285468882e+00, 4.263266331210557314e-01, 4.292120229401353848e-01, 5.924854894656930604e+00, 4.783585386581632903e+00, 2.057281751008124271e+00, 8.596737910164423679e-01, 4.747924792286041473e+00, 6.208010113785589201e-01, 2.181052979196299868e-01, 1.136368135983658378e+00
1.933000000000000000e+03, 8.398719322392065312e-01, 4.414983417120915687e-01, 5.425784061190951135e+00, 4.634746001971666862e-01, 4.240339100301430686e-01, 5.979182689938232542e+00, 4.769303197759259483e+00, 2.064749293353253190e+00, 7.806142642782939456e-01, 4.747912264487033518e+00, 6.207046579396992003e-01, 3.122017625579366351e-01, 1.149582163854118599e+00
1.934000000000000000e+03, 8.614297301735485135e-01, 4.535527798920874210e-01, 5.505453192646818650e+00, 4.942434571651109776e-01, 4.139695555799263182e-01, 6.024879789490725557e+00, 4.763350613630544572e+00, 2.058693245611399103e+00, 7.040367660906144964e-01, 4.763381171687849580e+00, 6.140916033501626625e-01, 3.398202150386047671e-01, 1.185931911446036047e+00
1.935000000000000000e+03, 8.770061330209734107e-01, 4.977768469666482010e-01, 5.618110127278002963e+00, 4.767100712673710272e-01, 4.384917726146352890e-01, 6.081251003706605651e+00, 4.744119550098155891e+00, 2.046162287065841134e+00, 1.011589357685758639e+00, 4.743449439553621971e+00, 6.134592425433422758e-01, 2.232060801750326562e-01, 1.221529451328290605e+00
1.936000000000000000e+03, 8.397691590284852570e-01, 4.817340988260042089e-01, 5.650656829923049074e+00, 4.692733114273252570e-01, 4.251533962928250587e-01, 6.096974211471433591e+00, 4.736424214275949396e+00, 2.072905103610628963e+00, 9.510928546861971977e-01, 4.713773673094397765e+00, 6.059570184795142200e-01, 3.282964750560849465e-01, 1.206922394024682266e+00
1.937000000000000000e+03, 8.219251282815457360e-01, 4.387010420479280914e-01, 5.720445732897181834e+00, 4.807766114356539222e-01, 4.257392618691934749e-01, 6.176109876447291036e+00, 4.732043851910243681e+00, 2.115971193303932019e+00, 7.892316152202446533e-01, 4.681756328673248646e+00, 5.988449357674653362e-01, 2.320128720254393817e-01, 1.175425857224095427e+00
1.938000000000000000e+03, 8.556738995843613527e-01, 4.765978909636017780e-01, 5.835401115695728613e+00, 4.715374571534532433e-01, 4.212417167294533749e-01, 6.129742633896593240e+00, 4.735601035133027104e+00, 2.104080620160492465e+00, 7.037684876254096666e-01, 4.719071703407736962e+00, 5.962068735431931277e-01, 3.414760238772137635e-01, 1.143794095183117587e+00
1.939000000000000000e+03, 8.209412263658381059e-01, 4.693333185508872796e-01, 5.792479151107403190e+00, 4.477511865584449802e-01, 4.221962559826052397e-01, 6.206044757514040278e+00, 4.727029090433175540e+00, 2.087471703437224768e+00, 1.014381122291233783e+00, 4.752957929615751809e+00, 6.017893723173511900e-01, 2.569535772010766994e-01, 1.180768203700323316e+00
1.940000000000000000e+03, 8.059561685235809847e-01, 4.531637708667831665e-01, 5.725229783609375289e+00, 4.610280786792185781e-01, 4.596380847245554180e-01, 6.276161113716814732e+00, 4.687660542865249802e+00, 2.086402273476214653e+00, 8.618156416672604347e-01, 4.739810727296683623e+00, 6.114414474496336904e-01, 3.669896624288525588e-01, 1.149408281005246169e+00
1.941000000000000000e+03, 8.322293533290513468e-01, 4.370180179990051372e-01, 5.719530332239640913e+00, 4.685735983327829479e-01, 4.413729076775606552e-01, 6.300221791027582618e+00, 4.643092712566009084e+00, 2.091455028837944319e+00, 9.478914064444758925e-01, 4.749852517630851700e+00, 6.294386489912107141e-01, 2.610739778198551964e-01, 1.105055652586182768e+00
1.942000000000000000e+03, 8.942827113811198103e-01, 4.730695560278693201e-01, 5.865400969350597293e+00, 4.572456586850302540e-01, 4.094584686665950768e-01, 6.268598366982117476e+00, 4.617919838311286718e+00, 2.091963251653232714e+00, 7.784235468241169631e-01, 4.733710034935498356e+00, 6.342869738700678273e-01, 2.877223016578839276e-01, 1.202331993528232390e+00
1.943000000000000000e+03, 8.773220442488833815e-01, 4.800550647697452433e-01, 5.924349397394564676e+00, 4.464509289628645905e-01, 4.280525298267797152e-01, 6.288812414145851015e+00, 4.624617481306696476e+00, 2.045456485909900479e+00, 7.766120482602609787e-01, 4.737439487728818399e+00, 6.274332250260404864e-01, 3.242431581732995727e-01, 1.173928082855312249e+00
1.944000000000000000e+03, 8.310401980912358599e-01, 4.676947457387514717e-01, 6.191204003015166712e+00, 4.412313924069102278e-01, 4.251235016920379417e-01, 6.302893130315372794e+00, 4.641159620136940944e+00, 2.083307060116699194e+00, 1.166410668647495763e+00, 4.702680416919315931e+00, 6.238501754376616359e-01, 2.402849575736209498e-01, 1.165193728630852465e+00
1.945000000000000000e+03, 8.282036076698198190e-01, 4.388001549961638159e-01, 6.170310544295599442e+00, 4.611469358205665947e-01, 4.201438947592889828e-01, 6.285017371567541922e+00, 4.586704561445442252e+00, 2.040745820072636718e+00, 8.126775844821260142e-01, 4.732280213266453650e+00, 6.246941079345058601e-01, 2.479504244817020697e-01, 1.167523813416919687e+00
1.946000000000000000e+03, 8.653103663384460464e-01, 4.464308763103859157e-01, 6.375950397664605696e+00, 4.783499407656001123e-01, 4.349034890550219634e-01, 6.209727656917724659e+00, 4.563676192066230541e+00, 2.071089068248968879e+00, 7.148562839865665319e-01, 4.736317485031759311e+00, 6.269694515013479741e-01, 2.414080508844785589e-01, 1.251375472350380935e+00
1.947000000000000000e+03, 8.092245098493910938e-01, 4.255680083909745837e-01, 6.134976258021180406e+00, 4.691238596962535312e-01, 4.417683614111254653e-01, 6.283248026316011980e+00, 4.571150577245707503e+00, 2.094720101063672235e+00, 9.592868472486885123e-01, 4.733639409375791196e+00, 6.428236373000622006e-01, 2.967207017885261089e-01, 1.203511954704233888e+00
1.948000000000000000e+03, 8.039119039229813968e-01, 4.731220414300413846e-01, 6.239471199891203135e+00, 4.445545067603912104e-01, 4.194824271525273152e-01, 6.231545157672000457e+00, 4.554570500840227076e+00, 2.103148099535551374e+00, 1.169525332957876973e+00, 4.717094655867231090e+00, 6.564189112141488591e-01, 3.231965258847135924e-01, 1.145981389801529859e+00
1.949000000000000000e+03, 8.272722063001113346e-01, 4.806245353855314595e-01, 6.237900983580507486e+00, 4.346779487863325353e-01, 4.151342237194571849e-01, 6.238190371759164243e+00, 4.565282795285312112e+00, 2.084757806021320548e+00, 7.249344916830859908e-01, 4.731371615233586070e+00, 6.623460305429654804e-01, 2.973252247593650699e-01, 1.125255098544318599e+00
1.950000000000000000e+03, 8.175186043756325072e-01, 4.605996815644351483e-01, 6.262328723833584299e+00, 4.685108643052270372e-01, 4.425679201757160564e-01, 6.313676652948378987e+00, 4.525779755102433910e+00, 2.070056294333273872e+00, 7.783856204022728820e-01, 4.740447438905578181e+00, 6.602211140349137919e-01, 2.801366554504901019e-01, 1.137345981741864520e+00
1.951000000000000000e+03, 8.159470605320265912e-01, 4.701841648006558905e-01, 6.287516909972981516e+00, 4.618567571759431001e-01, 4.307448489635179456e-01, 6.310224147573690878e+00, 4.463673249023066170e+00, 2.125223384602276777e+00, 9.827686995721535146e-01, 4.780986149408041008e+00, 6.537801273363886834e-01, 2.983363866300050016e-01, 1.148724475088364727e+00
1.952000000000000000e+03, 8.224501725244953709e-01, 4.708190482603238913e-01, 6.315790532763400300e+00, 4.604076680087408335e-01, 4.269074915595522102e-01, 6.311603424895833925e+00, 4.438047345585744097e+00, 2.115487757187977103e+00, 9.352311272763583760e-01, 4.755491953309136655e+00, 6.531192650326772542e-01, 3.168125879873205930e-01, 1.173315385674544853e+00
1.953000000000000000e+03, 8.259815213803057832e-01, 4.372446980123567140e-01, 6.299362981382925497e+00, 4.670003780077385258e-01, 4.163398556669922201e-01, 6.350954577724971628e+00, 4.416508452185197164e+00, 2.126266675678669227e+00, 7.342501169731252553e-01, 4.723397622253778572e+00, 6.627375548508673830e-01, 2.533906361724033163e-01, 1.183068313476041133e+00
1.954000000000000000e+03, 8.023847200988722950e-01, 4.452531049345208602e-01, 6.069598690215498138e+00, 4.626065267787301538e-01, 4.442119574531835369e-01, 6.380476250505043190e+00, 4.402971721755570833e+00, 2.102768424208721232e+00, 7.314595758131191561e-01, 4.740314331278929316e+00, 6.607016776466224650e-01, 2.999444997343417851e-01, 1.179274544830281268e+00
1.955000000000000000e+03, 7.848591026744718979e-01, 4.638407572050458061e-01, 6.118141808535670023e+00, 4.577314929678660826e-01, 4.530569541927073618e-01, 6.378389201567900457e+00, 4.378836349162444463e+00, 2.136621059070435535e+00, 8.228233201830394972e-01, 4.742705489364507976e+00, 6.609154829018369925e-01, 3.670712519709936061e-01, 1.155910287566171313e+00
1.956000000000000000e+03, 8.289092195579754740e-01, 4.683357881532928535e-01, 6.233500313370816670e+00, 4.380985790334549490e-01, 4.139981960687229567e-01, 6.451568625787556854e+00, 4.345322461599794295e+00, 2.114879446701820154e+00, 9.866835396352111598e-01, 4.726624382565212557e+00, 6.718390784188409404e-01, 3.203547544523990265e-01, 1.190609961786479154e+00
1.957000000000000000e+03, 8.584788292972411750e-01, 4.715926164174801816e-01, 6.314701902746771012e+00, 4.492889211761619261e-01, 4.354412605488407473e-01, 6.413837654613369743e+00, 4.261221141096018350e+00, 2.096367929326304225e+00, 8.334014588612227437e-01, 4.750696834710420369e+00, 6.622371055299048903e-01, 2.467574641668062729e-01, 1.213634070175749535e+00
1.958000000000000000e+03, 8.622491443291252500e-01, 4.435795480409628899e-01, 6.242637550486312747e+00, 4.731730704228671591e-01, 4.587855212530046467e-01, 6.465042500437095718e+00, 4.208010964034521351e+00, 2.076057781027234039e+00, 7.822830816565080614e-01, 4.738741076311178801e+00, 6.621531424423032774e-01, 3.239286546102900233e-01, 1.240168722255113432e+00
1.959000000000000000e+03, 8.463272169869631156e-01, 4.380552787124155079e-01, 6.328770007421740118e+00, 4.879030679948508364e-01, 4.471328441906578521e-01, 6.439035704325727139e+00, 4.215250889652169874e+00, 2.043240501181120550e+00, 7.280543270821556723e-01, 4.769921719472331567e+00, 6.573367952883549803e-01, 2.257298344056403172e-01, 1.238681583617097903e+00
1.960000000000000000e+03, 8.681764858485691017e-01, 4.528416429888743600e-01, 6.311926855726778918e+00, 4.945562186366156965e-01, 4.100168264914181293e-01, 6.499982640666869038e+00, 4.201998168390825406e+00, 2.053989482419163792e+00, 1.079784642545315698e+00, 4.739933128606512724e+00, 6.476576064888870388e-01, 3.687770749658145220e-01, 1.170201668162220932e+00
1.961000000000000000e+03, 8.880880487325024664e-01, 4.888965743725514068e-01, 6.300158231750236482e+00, 4.808093772603719285e-01, 4.278525966104854694e-01, 6.524786446986962751e+00, 4.162795889111734482e+00, 2.037101180870836359e+00, 1.074664614727308676e+00, 4.714780192327496344e+00, 6.495442714047685584e-01, 2.568378904765782900e-01, 1.169193040359979507e+00
1.962000000000000000e+03, 8.829529003665450571e-01, 5.121846224012627236e-01, 6.350043426576825745e+00, 4.883788644627498621e-01, 4.464707634199261421e-01, 6.567518936292960241e+00, 4.151811630161001965e+00, 2.026201343991560488e+00, 7.895044483171748118e-01, 4.730331154869695354e+00, 6.494278543172815610e-01, 3.327551343473342804e-01, 1.182424521342531509e+00
1.963000000000000000e+03, 8.674338707367115209e-01, 5.172286820593633427e-01, 6.578019946971776832e+00, 4.681586248758032309e-01, 4.129401083808263428e-01, 6.541428543272190588e+00, 4.179660029779664221e+00, 2.021262169871528958e+00, 1.091174378975092285e+00, 4.717673655120986353e+00, 6.420263245987587464e-01, 2.019369234522579715e-01, 1.149699006982485283e+00
1.964000000000000000e+03, 8.854376544348525613e-01, 4.753971190112272760e-01, 6.601736149279579635e+00, 4.619964507398529596e-01, 4.287581293310618880e-01, 6.561807103468147773e+00, 4.196788511461629234e+00, 2.044317414236566322e+00, 9.475070378302099527e-01, 4.698655673207365879e+00, 6.485502190599101713e-01, 3.668640538176641819e-01, 1.194527564458537583e+00
1.965000000000000000e+03, 8.547414704509534999e-01, 4.681316679403684788e-01, 6.502223631718603514e+00, 4.658591497271776793e-01, 4.680753109078791829e-01, 6.516988724554438228e+00, 4.214393644170717934e+00, 2.014679825247862599e+00, 9.321289988606477062e-01, 4.730645158566708197e+00, 6.663438167573600968e-01, 2.780688963687024118e-01, 1.223417307203707116e+00
1.966000000000000000e+03, 8.363925531197281549e-01, 4.867574765473816623e-01, 6.522738000697578364e+00, 4.580236845973766902e-01, 4.536163642959864517e-01, 6.538142442052502723e+00, 4.218873897486653313e+00, 1.996299739742326107e+00, 8.559771364861628040e-01, 4.741146206006554564e+00, 6.752453490665204505e-01, 2.861875857748652496e-01, 1.169219058529074262e+00
1.967000000000000000e+03, 8.406449030582302528e-01, 4.777307901113266309e-01, 6.544044646807424037e+00, 4.387977769106442549e-01, 4.141357093063051109e-01, 6.467153826551601092e+00, 4.208006843476152170e+00, 1.985828478791038743e+00, 8.528140697211757937e-01, 4.759808719169690505e+00, 6.753296244248774283e-01, 3.161761397596326018e-01, 1.177681979370109877e+00
1.968000000000000000e+03, 8.408713104321037246e-01, 4.642765453307482471e-01, 6.519220961552519178e+00, 4.539106243844035493e-01, 4.199897419931312159e-01, 6.518421525979347209e+00, 4.241036903260487989e+00, 2.008520280929413371e+00, 9.239415666068776511e-01, 4.737019531295334929e+00, 6.693746109265069633e-01, 3.394579456399084982e-01, 1.145513795513423139e+00
1.969000000000000000e+03, 8.280373051140990093e-01, 4.467134230291405217e-01, 6.587920457120913120e+00, 4.809816729635910670e-01, 4.717663870997485520e-01, 6.536749514161166452e+00, 4.258801581700923933e+00, 2.013098449153086111e+00, 1.030878493008007268e+00, 4.705071372271211416e+00, 6.563317743408291216e-01, 1.945958047105912914e-01, 1.131039616084205113e+00
1.970000000000000000e+03, 8.509147543935384750e-01, 4.663194468292333750e-01, 6.707696993407636477e+00, 4.895992098223639344e-01, 4.748427169662513547e-01, 6.604168926334572198e+00, 4.214686046898580507e+00, 1.966464152957454470e+00, 9.677471670652829649e-01, 4.693861220412244961e+00, 6.542525818667140891e-01, 3.757314495268552212e-01, 1.147908546750492365e+00
1.971000000000000000e+03, 8.165350393163471887e-01, 4.852996458779357813e-01, 6.740572704456821995e+00, 5.083323201669861513e-01, 4.448530764015667383e-01, 6.681423841056431279e+00, 4.188089842988431677e+00, 1.944458154789426629e+00, 1.148776621560398503e+00, 4.709834701786905775e+00, 6.550211244278895117e-01, 2.821299305053457940e-01, 1.113408993316875373e+00
1.972000000000000000e+03, 8.052650798982788904e-01, 5.106431963388746720e-01, 6.749749222259614712e+00, 5.341325531828318152e-01, 4.398549616400228013e-01, 6.672832695948506476e+00, 4.209717723368420650e+00, 1.986484061973084581e+00, 8.240906322603551715e-01, 4.701152271328566279e+00, 6.616736038379876783e-01, 2.146312775724613375e-01, 1.143395058159991429e+00
1.973000000000000000e+03, 8.596854960499145104e-01, 5.050948310432227251e-01, 6.589287316207514955e+00, 5.501112048823673106e-01, 4.812776481802454875e-01, 6.722971258778810189e+00, 4.209871128489010239e+00, 1.954513638941529852e+00, 7.102176561341152494e-01, 4.694771945980224181e+00, 6.679374395952091259e-01, 3.292272068803510643e-01, 1.146611362924704336e+00
1.974000000000000000e+03, 8.492525535476354026e-01, 4.674949155904249976e-01, 6.770804503214093550e+00, 5.593194434054504782e-01, 4.929635141986208335e-01, 6.677836582033656043e+00, 4.202528756141200361e+00, 1.958501812557141175e+00, 9.265200178998115321e-01, 4.686806057882386689e+00, 6.756659432439485746e-01, 3.371219448848118416e-01, 1.168819359603083141e+00
1.975000000000000000e+03, 8.510609268434791153e-01, 4.993272075773179663e-01, 6.858000878513267118e+00, 5.202877783009505208e-01, 4.572310529678305646e-01, 6.751558232237031554e+00, 4.225040687310663401e+00, 1.987327824780185548e+00, 1.109460384529711297e+00, 4.669561676961860641e+00, 6.963108607375463333e-01, 3.560358982867955491e-01, 1.185491543500809986e+00
1.976000000000000000e+03, 8.567404521688700703e-01, 5.147666603750317149e-01, 6.861763410031089805e+00, 5.060504987467306925e-01, 5.066661001872263537e-01, 6.754552308811011763e+00, 4.215487486118634664e+00, 2.043478733315478912e+00, 1.058813122933259354e+00, 4.688270270722190602e+00, 6.944248505186673137e-01, 2.317725695589293589e-01, 1.216347424339430550e+00
1.977000000000000000e+03, 8.463113167815730087e-01, 5.076643438251572382e-01, 7.127225943539115427e+00, 5.320559888507130353e-01, 5.019689502874653542e-01, 6.785010020556500265e+00, 4.223416297609272618e+00, 2.017852253045781641e+00, 1.102467706111653234e+00, 4.719674337443271028e+00, 6.833761451096916906e-01, 1.787790255656100669e-01, 1.198704533885001089e+00
1.978000000000000000e+03, 8.400710900609780207e-01, 5.033269789894805335e-01, 6.909552024559707739e+00, 5.545479615919619576e-01, 4.538804239795554696e-01, 6.781581540298981636e+00, 4.251244287746903439e+00, 2.009360174910361341e+00, 9.494582150113698438e-01, 4.690312282722236326e+00, 6.835123965213588670e-01, 2.488283859839401091e-01, 1.223188894754976053e+00
1.979000000000000000e+03, 8.485450434646522044e-01, 4.849872048242637734e-01, 6.589110321027073169e+00, 5.307135671863332238e-01, 4.816449346113048091e-01, 6.740836154839723093e+00, 4.266654014697366826e+00, 2.014842012457001896e+00, 1.142248381501260290e+00, 4.633500583085004010e+00, 6.834623527536887178e-01, 4.342976071615766709e-01, 1.223517473565127522e+00
1.980000000000000000e+03, 8.490558705664055239e-01, 5.171679901531787138e-01, 6.736404839295435210e+00, 5.214990839633595332e-01, 4.850692840924013538e-01, 6.868310330334675307e+00, 4.295866763258729293e+00, 2.006289743149046068e+00, 1.020640124788455116e+00, 4.639558193051413149e+00, 6.775884510103846736e-01, 3.580923619195233165e-01, 1.208134306857643114e+00
1.981000000000000000e+03, 8.322652405270151155e-01, 5.476464303562411651e-01, 6.587879449901238971e+00, 4.998669805264894239e-01, 5.069638413170184377e-01, 6.873076235977021220e+00, 4.294303790066961390e+00, 1.961132541226702886e+00, 1.036510685711892643e+00, 4.675510560489274603e+00, 6.624032396034609249e-01, 2.256304799238591230e-01, 1.252196810457165910e+00
1.982000000000000000e+03, 8.451409484666865257e-01, 5.177442529115708902e-01, 6.710062200969942658e+00, 5.204588532583002136e-01, 5.321361631604383247e-01, 6.896973701281882363e+00, 4.263118275908127863e+00, 1.942138308681764514e+00, 1.008245734547546846e+00, 4.684702529263740090e+00, 6.710169349959806961e-01, 3.485566357136264393e-01, 1.248090109103357603e+00
1.983000000000000000e+03, 8.891270419066915620e-01, 5.151507136127747577e-01, 6.914609198166899340e+00, 5.500226620766579533e-01, 4.957798191339486960e-01, 6.903855115707681733e+00, 4.255890906596985879e+00, 1.970951490125648853e+00, 1.068913003436732900e+00, 4.686980088239503850e+00, 6.825695251845724787e-01, 4.650440435449598731e-01, 1.278340301493922526e+00
1.984000000000000000e+03, 8.507573618813470961e-01, 5.420828757796165576e-01, 6.775391684854453977e+00, 5.324404752436404653e-01, 5.193321718865892000e-01, 7.074770985283262981e+00, 4.229669219839515826e+00, 1.951806795231878278e+00, 9.960449540240553512e-01, 4.690143905831137161e+00, 6.885073818193427897e-01, 2.950587582358493721e-01, 1.238436729294827066e+00
1.985000000000000000e+03, 8.229485941931973247e-01, 5.153138780015306120e-01, 6.688779608999148252e+00, 5.033945523896509178e-01, 5.374701712730849401e-01, 6.974097207022001754e+00, 4.231154102887152213e+00, 1.957951864020980537e+00, 9.392423313118253292e-01, 4.723893654466628789e+00, 7.032647795836447502e-01, 2.114814985903320788e-01, 1.210546549063714838e+00
1.986000000000000000e+03, 8.587578387175927030e-01, 4.873993467549500025e-01, 6.738576915059760530e+00, 5.238834563313885528e-01, 5.332077705067492790e-01, 6.929936170276404184e+00, 4.201794543364784751e+00, 2.038990897206954589e+00, 9.781197396861198712e-01, 4.722157220886762374e+00, 7.065978507844972167e-01, 2.902853830536200608e-01, 1.217720849091354474e+00
1.987000000000000000e+03, 8.677005246992924858e-01, 5.040302518624445449e-01, 6.910835162621654426e+00, 5.458194309889600193e-01, 4.946757778967988406e-01, 7.005888801415726341e+00, 4.201765616386543556e+00, 2.069083462612051783e+00, 1.103163603683439353e+00, 4.727874406185089917e+00, 6.946263575659294975e-01, 3.846810566486335015e-01, 1.204178592131502468e+00
1.988000000000000000e+03, 8.517945309003008836e-01, 5.562652172455753163e-01, 6.934075553893714883e+00, 5.515624554673750346e-01, 5.099185575744309418e-01, 7.012010462086299079e+00, 4.218542445773091565e+00, 2.044321220501850611e+00, 1.185615500614426887e+00, 4.746345314744495170e+00, 6.867038319873953744e-01, 2.906793340031724737e-01, 1.153823688263772462e+00
1.989000000000000000e+03, 8.508094374358589063e-01, 5.420555862089850852e-01, 6.794522027824979382e+00, 5.703336465247382803e-01, 5.353020682018341247e-01, 6.987632935325943428e+00, 4.235373841197747957e+00, 2.018009188933507225e+00, 1.150668650074028854e+00, 4.758024165250639648e+00, 6.944277952686194189e-01, 2.548486911213102002e-01, 1.148019675866108313e+00
1.990000000000000000e+03, 8.761169741728312976e-01, 4.992638007175788650e-01, 6.877983207341208605e+00, 6.336380845889356683e-01, 5.284120112962678029e-01, 7.044969490920816035e+00, 4.252436118927033881e+00, 1.998316446519332157e+00, 9.913701895362538874e-01, 4.796868487230243616e+00, 6.954423910090773431e-01, 3.178991001617830769e-01, 1.165373527293921851e+00
1.991000000000000000e+03, 8.605480559470465307e-01, 5.316576385560007889e-01, 6.944980742835527465e+00, 5.744905611893381669e-01, 5.723978153926360113e-01, 7.044144882024923504e+00, 4.226571299261042469e+00, 2.033143539962699808e+00, 1.100753794498229965e+00, 4.806528146244593458e+00, 7.098898713764325574e-01, 4.026686773186794466e-01, 1.187706493245378470e+00
1.992000000000000000e+03, 8.468609755247533677e-01, 5.692998761960615939e-01, 6.827046976457796568e+00, 5.535707807061427399e-01, 5.367406559088236939e-01, 7.119959010959193257e+00, 4.249598991586510444e+00, 2.036967760661454463e+00, 1.031184652331588181e+00, 4.764806590865962477e+00, 7.326682596054026053e-01, 2.476112461006869936e-01, 1.194479128653244571e+00
1.993000000000000000e+03, 8.603230456326019793e-01, 5.632386517356759992e-01, 6.967582974009236096e+00, 5.877946187022746738e-01, 5.125444140367909629e-01, 7.172572171160045862e+00, 4.296647741446859570e+00, 2.030435720179740500e+00, 9.064501943530988148e-01, 4.751805228542678172e+00, 7.366177899584672728e-01, 2.727618596059457889e-01, 1.241548992631408499e+00
1.994000000000000000e+03, 8.976886012026572548e-01, 5.523557893840259636e-01, 6.832424901902463432e+00, 5.891615385479733735e-01, 5.506099921889262561e-01, 7.125086786828867425e+00, 4.340194017656007652e+00, 2.058559200633673925e+00, 8.289741081911198295e-01, 4.768688230543554951e+00, 7.532443379147045759e-01, 3.694240315843874689e-01, 1.251752012242611789e+00
1.995000000000000000e+03, 8.774866510810118703e-01, 5.472516224955794595e-01, 6.746157056053294632e+00, 5.764038651163205795e-01, 5.737545354672309861e-01, 7.280712000526703420e+00, 4.366489432470124221e+00, 2.046025839747370512e+00, 1.030525477186027494e+00, 4.768881591625304672e+00, 7.701114798950901008e-01, 3.064063002819824577e-01, 1.244948093657268995e+00
1.996000000000000000e+03, 8.727407920158305465e-01, 5.560091855231495961e-01, 6.859620713005365467e+00, 6.032128479347910188e-01, 5.818348519910726546e-01, 7.317786598552540767e+00, 4.396833774188409372e+00, 2.045659543938646241e+00, 1.227838540492244057e+00, 4.791775043457591643e+00, 7.640819123074623631e-01, 3.487096905240371636e-01, 1.227211855140583507e+00
1.997000000000000000e+03, 8.980061814377002793e-01, 5.622583142133925627e-01, 6.884017081580290132e+00, 5.785034540850042539e-01, 5.381626820833541602e-01, 7.312394051265144412e+00, 4.417115600609491821e+00, 2.046038996189849968e+00, 1.082602816578249749e+00, 4.813333460078889736e+00, 7.429149059878638051e-01, 2.867611258994823276e-01, 1.206075449120212140e+00
1.998000000000000000e+03, 8.853689704780308700e-01, 5.281217750887027274e-01, 6.828953778720785017e+00, 5.377191660791617034e-01, 5.555603299895888192e-01, 7.339843222934737454e+00, 4.391369756033358662e+00, 2.014581239045381444e+00, 1.174104962337378488e+00, 4.830049827275909813e+00, 7.239502258799890289e-01, 3.447885087593619557e-01, 1.202385884876633115e+00
1.999000000000000000e+03, 8.814133847052331161e-01, 5.553744662544124466e-01, 6.662368783681876572e+00, 5.488574498049806349e-01, 5.485602683860194562e-01, 7.276964268260567970e+00, 4.431041563387785764e+00, 2.028032319531632766e+00, 8.465450453900507100e-01, 4.791369043672949246e+00, 7.085017969182361153e-01, 2.751091860336606354e-01, 1.271939163229565350e+00
2.000000000000000000e+03, 8.922641363643325496e-01, 5.865016490846561847e-01, 6.679597969267214275e+00, 5.433764571644204011e-01, 5.841331530605123890e-01, 7.297955748090558359e+00, 4.449951983349327733e+00, 2.011105279991386663e+00, 1.047484870335618767e+00, 4.836155569138896659e+00, 7.027887295473128626e-01, 3.240446172595566332e-01, 1.239506709931813555e+00
