year, CESM2-WACCM, IPSL-CM6A-LR, ACCESS-ESM1-5, EC-Earth3-Veg, UKESM1-0-LL, CNRM-ESM2-1, NorESM2-MM, GFDL-ESM4, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-LM, TaiESM1, CanESM5, MPI-ESM1-2-LR
1.878000000000000000e+03, 6.532708648819623987e-01, 9.499922878121579428e-01, 6.954330975349555244e-01, 9.897316262486447469e-01, 1.179668808868244767e+00, 1.158309375331255442e+00, 6.445767807640954139e-01, 9.839452579165058888e-01, 9.155454583562467885e-01, 1.433572549653814976e+00, 5.997679976573268013e-01, 1.264614746786876465e+00, 2.512536066276556124e+00, 1.210135971193419202e+00
1.879000000000000000e+03, 7.278439396358959979e-01, 9.711918259924500196e-01, 7.100721103546719926e-01, 8.373444270182922589e-01, 1.118955446076701277e+00, 1.169366933126091634e+00, 6.436447921425580976e-01, 1.009674826506579581e+00, 9.483824557066115046e-01, 1.430987302986868936e+00, 5.561647441338336550e-01, 1.237944377678519947e+00, 2.959538708496765924e+00, 1.202512072703405321e+00
1.880000000000000000e+03, 7.700831696474327304e-01, 9.644233424873812632e-01, 7.022957331967648598e-01, 8.985638702557235957e-01, 1.198428381575998847e+00, 1.213388339110305081e+00, 6.314941214170114447e-01, 9.758920062584200972e-01, 9.379257892783046113e-01, 1.465148281164064814e+00, 5.552328040709509915e-01, 1.159078441806695281e+00, 3.025690630590124108e+00, 1.246020379274570544e+00
1.881000000000000000e+03, 7.131088806236708377e-01, 8.813137823912194913e-01, 6.994083253760534635e-01, 9.939257713161776531e-01, 1.231781937707577823e+00, 1.187097264330049029e+00, 5.481791426481925633e-01, 9.264245739047973771e-01, 9.113342038176749371e-01, 1.456471765884699288e+00, 5.650029083770062854e-01, 1.060373497498875883e+00, 2.771350812551075737e+00, 1.280369980501013139e+00
1.882000000000000000e+03, 6.973900098112358892e-01, 8.714857363241141908e-01, 7.060113068312049434e-01, 9.943716243047414638e-01, 1.222111770794858554e+00, 1.113090899618614182e+00, 6.699644528459957060e-01, 9.385200697445663653e-01, 9.851685172861173179e-01, 1.466747239029704497e+00, 5.536736360377675359e-01, 1.364921990876760916e+00, 2.834891420222527270e+00, 1.455533083910012682e+00
1.883000000000000000e+03, 6.725484420400001939e-01, 9.322482400173547346e-01, 7.016824341159555445e-01, 9.232104030891059576e-01, 1.252398989181201516e+00, 1.219900997166539769e+00, 6.430832815617133491e-01, 9.291778966897487058e-01, 8.215036076065852511e-01, 1.461170576099340090e+00, 5.114426243943518413e-01, 1.162458306934868846e+00, 2.740848941707335840e+00, 1.221361230154881072e+00
1.884000000000000000e+03, 6.730365157394716524e-01, 8.346882578866858804e-01, 7.048611126257741111e-01, 9.300277751132555171e-01, 1.140218585515248462e+00, 1.120979564865347777e+00, 6.527850406233145497e-01, 8.741700770027129863e-01, 9.194982396082554965e-01, 1.421416227455962078e+00, 5.544518873902228862e-01, 1.052427308966091157e+00, 2.641824951633249263e+00, 1.228454469351579093e+00
1.885000000000000000e+03, 7.274290613147431639e-01, 8.162426388211375672e-01, 7.175157190507305272e-01, 1.022173287290059296e+00, 1.241114137987781252e+00, 1.183106585438179259e+00, 6.516476745329319309e-01, 9.105381175284479323e-01, 9.512105767298739689e-01, 1.451243244841987856e+00, 5.159501759028993773e-01, 1.302270367461653588e+00, 2.888604740003002380e+00, 1.225491955877017203e+00
1.886000000000000000e+03, 6.269925692381949078e-01, 8.839080985138416668e-01, 7.134743251231442374e-01, 9.212207379544402608e-01, 1.211314133535168924e+00, 1.112748079041122828e+00, 6.563294077495824830e-01, 8.881129169582420158e-01, 9.883340916192946413e-01, 1.432849186297842081e+00, 5.461432772735113073e-01, 1.159122148391159568e+00, 2.801048062080813583e+00, 1.283169349490980604e+00
1.887000000000000000e+03, 6.691524033032832941e-01, 8.993171654627470923e-01, 7.053030537232831687e-01, 9.386295441104741677e-01, 1.197405369967257771e+00, 1.179785733455530394e+00, 6.518887184337032181e-01, 9.555013950109557674e-01, 9.657972794034251907e-01, 1.434177646328218758e+00, 5.183997260225856607e-01, 1.245306649597641480e+00, 2.824588236191375668e+00, 1.256934920154655799e+00
1.888000000000000000e+03, 6.724816456355000582e-01, 9.669742456343454196e-01, 6.989242718120771691e-01, 1.010235722507273115e+00, 1.075079883236511158e+00, 1.209388398213393279e+00, 5.974449898519750279e-01, 9.693037852764897488e-01, 9.717165108236642812e-01, 1.461702909016976637e+00, 4.367121622289058536e-01, 1.117610934219735341e+00, 2.726006836485295626e+00, 1.238416233845235137e+00
1.889000000000000000e+03, 6.511247962793672572e-01, 9.304019261946000485e-01, 6.943739469289265109e-01, 1.000910460430147975e+00, 1.194558056300459414e+00, 1.106998787156818098e+00, 6.717559872584203395e-01, 9.245542398155436326e-01, 9.022942033940323237e-01, 1.438839389894348564e+00, 5.412506281562305954e-01, 1.116791217518289914e+00, 2.920511842271313441e+00, 1.279629154614956965e+00
1.890000000000000000e+03, 6.778184234813686704e-01, 8.772306040663487847e-01, 6.959287597063142927e-01, 9.534159337636745057e-01, 1.201314038433143105e+00, 1.137878557184163419e+00, 6.697894248728665234e-01, 9.399538995616032455e-01, 1.049804099875314201e+00, 1.406218533423776229e+00, 5.337643176491537744e-01, 1.260555261281790296e+00, 2.831605867342483318e+00, 1.167107067162730827e+00
1.891000000000000000e+03, 6.661207810793152717e-01, 8.520764529562889766e-01, 6.911370463914646711e-01, 9.756715087913312434e-01, 1.121736531411941629e+00, 1.212791761059098805e+00, 5.538613008363547641e-01, 9.536848064696629157e-01, 9.510000316972336831e-01, 1.424023794809073040e+00, 4.830633204311128859e-01, 1.147444018112984354e+00, 3.016626468554243878e+00, 1.147176836320682236e+00
1.892000000000000000e+03, 6.441040432074097710e-01, 8.742654532892133457e-01, 6.954147258146035071e-01, 9.547489627677685498e-01, 1.254883427527581974e+00, 1.105751030578002503e+00, 6.220639635764796394e-01, 9.752016374967567014e-01, 8.686628309171735562e-01, 1.450946287320775241e+00, 5.173474833580503640e-01, 1.092258018420313892e+00, 2.710774892259539826e+00, 1.283216584317798281e+00
1.893000000000000000e+03, 6.713081897615618132e-01, 8.976145696713139222e-01, 6.842709060076441752e-01, 9.451035907572697958e-01, 1.330721688177778583e+00, 1.036443991263469977e+00, 6.381549167141794543e-01, 9.994942901132055635e-01, 9.360499408455448256e-01, 1.486349727785985841e+00, 5.205894106252223485e-01, 1.247830542210955906e+00, 2.861691659458636128e+00, 1.258170868383801100e+00
1.894000000000000000e+03, 6.460031849750333954e-01, 9.599981883579502551e-01, 6.947334343880469110e-01, 9.721373755768424330e-01, 1.315224610201152222e+00, 1.088498079543630537e+00, 5.806018709831056723e-01, 9.863248671083465480e-01, 9.031309314530033827e-01, 1.451456016742717736e+00, 5.420494096425765296e-01, 1.179300635805492714e+00, 2.806791246550260244e+00, 1.234060077314443227e+00
1.895000000000000000e+03, 6.809473101744866197e-01, 9.153245233805126224e-01, 7.270401522178828735e-01, 1.017985559987784061e+00, 1.302334985436279569e+00, 1.156813403103156279e+00, 5.996418031603171217e-01, 9.825329969669772678e-01, 9.447278604754582032e-01, 1.406782871624953524e+00, 5.646937135013393450e-01, 1.168638666693240902e+00, 2.736590299251265179e+00, 1.243393489506328997e+00
1.896000000000000000e+03, 6.735322190377390772e-01, 9.177341483676214606e-01, 7.405525516384307005e-01, 1.000213828774825453e+00, 1.180525482854019481e+00, 1.151521560883247863e+00, 5.885763924011478965e-01, 9.393430241854361373e-01, 7.895926658372661722e-01, 1.405046626212034910e+00, 5.920897099919010254e-01, 1.187350426422003613e+00, 2.594710742988100893e+00, 1.199346478667419502e+00
1.897000000000000000e+03, 6.707259733445759542e-01, 9.248234100358566634e-01, 7.120122481544741699e-01, 9.314839161657967326e-01, 1.204279991692618346e+00, 1.210715913019591694e+00, 6.140088032186462597e-01, 9.054213048891637250e-01, 9.194644405413432420e-01, 1.461146458743390442e+00, 5.086765922032614462e-01, 1.193995426646894620e+00, 2.838907461141828126e+00, 1.253701365628777875e+00
1.898000000000000000e+03, 6.600911928784616300e-01, 9.391715987782143227e-01, 7.452248708689425127e-01, 9.824829089238901192e-01, 1.275938657305294210e+00, 1.160224398604796425e+00, 6.266113433977269498e-01, 8.962052509097148123e-01, 1.075756671036293355e+00, 1.453661085388653573e+00, 5.484519927701766440e-01, 1.179126331380714321e+00, 2.900985120487606483e+00, 1.190759517453464866e+00
1.899000000000000000e+03, 6.459932648892993123e-01, 1.002486718778611063e+00, 7.472151079135187501e-01, 1.053518840712049043e+00, 1.137243004838882188e+00, 1.267823925312649314e+00, 6.422483877298043042e-01, 8.738381302101262404e-01, 1.080150297530418468e+00, 1.459043178345767355e+00, 5.602832414273709594e-01, 1.165178331616418816e+00, 3.072518323291870246e+00, 1.312234127028783393e+00
1.900000000000000000e+03, 6.398604546593620324e-01, 9.374233139180029317e-01, 7.079879027191883223e-01, 1.027492237754231041e+00, 1.224809004965066617e+00, 1.113749435112957542e+00, 6.161358683485544940e-01, 8.663656821702110378e-01, 1.018437776265780137e+00, 1.439009643338420519e+00, 5.999275159569776861e-01, 1.134690497966227340e+00, 2.824520756694413492e+00, 1.349161362698481081e+00
1.901000000000000000e+03, 7.194153585522428118e-01, 9.226734619662420034e-01, 6.981500861582127238e-01, 9.166548373199899791e-01, 1.296672481287683976e+00, 1.220106539599910001e+00, 6.950397965043079163e-01, 8.848848431554194871e-01, 9.420391614593053298e-01, 1.452718338638816720e+00, 5.550247327130111152e-01, 1.210402740257757292e+00, 2.918191860455738418e+00, 1.364264880502365607e+00
1.902000000000000000e+03, 7.080949950724393371e-01, 9.409835547510811971e-01, 6.942927850660678413e-01, 9.041421584689293134e-01, 1.194295084851647815e+00, 1.214848746102545674e+00, 6.297949869710647297e-01, 9.483038773660271703e-01, 9.615415329289029867e-01, 1.512137843246019520e+00, 6.021609765220179433e-01, 1.032391721140666130e+00, 2.996063997141947155e+00, 1.324099167316960424e+00
1.903000000000000000e+03, 6.639620504780548993e-01, 9.331186184047813859e-01, 6.994950091961795735e-01, 9.468918587497283657e-01, 1.311127338373886619e+00, 1.121947434622730499e+00, 5.850919512625289975e-01, 1.007302129696959092e+00, 9.937600022159323032e-01, 1.408051566438790259e+00, 5.490979128255216724e-01, 1.275242332024129510e+00, 2.750619702906872188e+00, 1.171876666712976300e+00
1.904000000000000000e+03, 7.122980811905164078e-01, 8.600959047352383369e-01, 7.208773594492787762e-01, 9.399067990471163814e-01, 1.114246149258076191e+00, 1.195772251719406931e+00, 6.431024027614042904e-01, 9.714230282282332318e-01, 9.898971057022942777e-01, 1.411110021209906584e+00, 5.582982364653106266e-01, 1.171878489136079837e+00, 2.693824625705407705e+00, 1.201549724429017862e+00
1.905000000000000000e+03, 6.038567138774406651e-01, 8.592382844790754648e-01, 7.190089369122180107e-01, 9.023743782733821828e-01, 1.207663809699757396e+00, 1.178153063080036533e+00, 6.336759279408284984e-01, 9.036294502339825563e-01, 9.970920247599689423e-01, 1.426010338961374524e+00, 5.123443261154686512e-01, 1.230556678334674858e+00, 2.917703788211608362e+00, 1.216747009409412383e+00
1.906000000000000000e+03, 5.797282269036865276e-01, 8.932289046488594009e-01, 7.429434344100170895e-01, 9.501694917326006795e-01, 1.138567857232306135e+00, 1.176591136661196080e+00, 6.410281374534109178e-01, 9.208100695045841055e-01, 1.082983222637001308e+00, 1.429329182579856417e+00, 4.923252007814132858e-01, 1.141562711155193588e+00, 2.917505493980509623e+00, 1.346548312413950121e+00
1.907000000000000000e+03, 7.099457075011446072e-01, 9.107853366317224530e-01, 7.340539665151901705e-01, 9.466358716004926732e-01, 1.232497681977868798e+00, 1.247491578788931799e+00, 6.458924584238295852e-01, 9.304224444624398238e-01, 9.718845048160819067e-01, 1.450922710347022360e+00, 5.343620440384820869e-01, 1.174165975778548754e+00, 2.908541929209538690e+00, 1.260737849033093383e+00
1.908000000000000000e+03, 7.173654347982841850e-01, 9.045775449286090897e-01, 7.399571869359748977e-01, 9.499427498449400931e-01, 1.285187507229929027e+00, 1.170929240092851042e+00, 6.523009824455175965e-01, 9.699820096616512677e-01, 1.023771251686637074e+00, 1.483286343990253053e+00, 5.525442206394353128e-01, 1.191698716164297567e+00, 2.834613260993304795e+00, 1.362919862380127523e+00
1.909000000000000000e+03, 6.609250196617727502e-01, 8.746266066966917885e-01, 7.240342190142347034e-01, 9.591385710178476076e-01, 1.153990793230070588e+00, 1.195130532979707061e+00, 6.612976799138892137e-01, 9.717455968243182696e-01, 1.008039061578196893e+00, 1.412009609279553768e+00, 5.165564107225749657e-01, 1.089563015620311548e+00, 2.898423340799746839e+00, 1.344807364662585547e+00
1.910000000000000000e+03, 6.987541928622246212e-01, 8.307796309929356138e-01, 7.428853911023579615e-01, 9.227394386919550717e-01, 1.208594272909074174e+00, 1.184929392418240024e+00, 6.114535540986523188e-01, 1.003153401941500711e+00, 1.005319874987232742e+00, 1.415747570756773710e+00, 5.593762807992681552e-01, 1.173872786162633686e+00, 2.898229499440485579e+00, 1.254560995789384847e+00
1.911000000000000000e+03, 6.923058012232625735e-01, 8.489291446470323965e-01, 7.374502558910676075e-01, 9.040030138121611936e-01, 1.283549497038728227e+00, 1.208668694891886997e+00, 5.905004184376249077e-01, 9.864050804423130092e-01, 1.051805438865955677e+00, 1.449174257269264743e+00, 5.586386853110458794e-01, 1.181092673243070434e+00, 2.895635418984918719e+00, 1.237549231776666092e+00
1.912000000000000000e+03, 6.848623705727564515e-01, 8.371004057263982112e-01, 7.271120670212408710e-01, 9.079546117414010187e-01, 1.137342987203300515e+00, 1.083575446878250359e+00, 6.089996841161883223e-01, 9.684287318145526902e-01, 9.837573099938835552e-01, 1.491058591450819870e+00, 4.727786125799116057e-01, 1.180308630243387391e+00, 2.906645772148095830e+00, 1.294464434255125029e+00
1.913000000000000000e+03, 7.310281722269158511e-01, 8.604861246879444980e-01, 7.080386813907034727e-01, 9.518414402817576558e-01, 1.045101068261951927e+00, 1.142255166375640396e+00, 5.548771402367832506e-01, 9.763131891276585206e-01, 9.998961614385202257e-01, 1.458941997324365358e+00, 5.076835235233705390e-01, 1.126715975143127713e+00, 2.742280996756916167e+00, 1.243920754247035410e+00
1.914000000000000000e+03, 6.703306402512457796e-01, 8.620735496233956630e-01, 7.129629250989942824e-01, 9.535641294294585624e-01, 1.183069568523479997e+00, 1.101515529000065330e+00, 6.323163660747661563e-01, 9.795119178183953057e-01, 1.087750642384810451e+00, 1.405741897711293875e+00, 5.681899136831510821e-01, 1.194054205738940055e+00, 2.950402636862913930e+00, 1.197350073094617606e+00
1.915000000000000000e+03, 7.039169341362221388e-01, 8.487874512852995323e-01, 7.111768798075382980e-01, 9.547535449476770575e-01, 1.224315813093446392e+00, 1.103486483255504913e+00, 6.374437259133993727e-01, 9.526319184989312516e-01, 1.053093645277634272e+00, 1.433995186026409518e+00, 4.814589035311946374e-01, 1.132343764420950638e+00, 3.213985533997383737e+00, 1.311079330452739722e+00
1.916000000000000000e+03, 6.562122189584090881e-01, 8.670552182605137936e-01, 7.081247634051569539e-01, 9.325438525828971814e-01, 1.279916388873840738e+00, 1.146253964409468029e+00, 6.125198747534118526e-01, 9.363688133278088577e-01, 9.768010551748536052e-01, 1.448675109010060913e+00, 5.134366286758713649e-01, 1.115541959828010743e+00, 2.687757306889008824e+00, 1.198509678819928537e+00
1.917000000000000000e+03, 6.763118588808062492e-01, 9.238864275931957248e-01, 7.073355865449393320e-01, 9.424390720518192044e-01, 1.189113600688469052e+00, 1.185002676124909504e+00, 6.698984142189667867e-01, 9.322784421032236368e-01, 1.027117318326002948e+00, 1.489871260369907802e+00, 6.055376378803462023e-01, 1.207587172888646032e+00, 3.005590394543550925e+00, 1.320937390169342862e+00
1.918000000000000000e+03, 6.956615712142337760e-01, 8.988955314763911186e-01, 6.941915282113324537e-01, 9.530307729791026583e-01, 1.157923802607236263e+00, 1.122825288685524781e+00, 6.575713853489482119e-01, 9.582960120329208076e-01, 9.506970133055053784e-01, 1.446370891334545883e+00, 5.508684740402931546e-01, 1.128999939276958298e+00, 2.701925143491730630e+00, 1.153631411705138499e+00
1.919000000000000000e+03, 6.811167995478355497e-01, 9.351791490433836174e-01, 7.060145565841390303e-01, 1.002711592540013408e+00, 1.245988133680953514e+00, 1.170083749678026530e+00, 6.298877076530307040e-01, 9.328954938568680966e-01, 1.081734696593174450e+00, 1.394608391681130932e+00, 5.512702822115578272e-01, 1.187802406992668258e+00, 2.926155367338179047e+00, 1.229880293156229598e+00
