year, CESM2-WACCM, IPSL-CM6A-LR, ACCESS-ESM1-5, EC-Earth3-Veg, UKESM1-0-LL, CNRM-ESM2-1, NorESM2-MM, GFDL-ESM4, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-LM, TaiESM1, CanESM5, MPI-ESM1-2-LR
1.920000000000000000e+03, 7.012223270701819500e-01, 8.674530707543551822e-01, 6.988568238559267343e-01, 9.783504710524578707e-01, 1.142001408348161995e+00, 1.114725238167244559e+00, 6.627682073110098271e-01, 8.876642158745914335e-01, 9.994244263010839679e-01, 1.419251513362512096e+00, 5.655764257899896785e-01, 1.240461958411564147e+00, 2.984263959091110863e+00, 1.171634153131457134e+00
1.921000000000000000e+03, 7.580041306530842515e-01, 8.355716277397720049e-01, 6.849718322844509100e-01, 9.411975667340222174e-01, 1.189314910840815198e+00, 1.173368377094180515e+00, 6.524302931585255205e-01, 9.306639479718121777e-01, 9.467485588382078543e-01, 1.453980771708957453e+00, 5.652134832134798614e-01, 1.157370929961916373e+00, 3.466648311561899565e+00, 1.300776755599230450e+00
1.922000000000000000e+03, 7.237463034625468694e-01, 9.079571348743077364e-01, 6.961562162078737126e-01, 9.626035791753781989e-01, 1.158359426985905438e+00, 1.195402414229376431e+00, 7.063149038750455855e-01, 1.012741721778854131e+00, 9.856637939013315197e-01, 1.491419503018865944e+00, 6.075246456394830519e-01, 1.167665160090729515e+00, 2.941189548888735850e+00, 1.411736164481115718e+00
1.923000000000000000e+03, 6.821991207975146576e-01, 9.093135671886332094e-01, 7.131469181660061718e-01, 9.299838384672681757e-01, 1.098901193103954066e+00, 1.208912843766539069e+00, 6.793940041959855014e-01, 9.686812422672997913e-01, 9.448846584926003933e-01, 1.397663622046167786e+00, 5.779299050286346162e-01, 1.117908080700391604e+00, 2.942910940224373384e+00, 1.324873249403591746e+00
1.924000000000000000e+03, 7.171235277407583819e-01, 8.950250964318311464e-01, 7.016750002193832270e-01, 9.163544199743335339e-01, 1.046594857209954155e+00, 1.208225715198208094e+00, 6.539105093592150197e-01, 9.270154018415606156e-01, 1.057003271262585198e+00, 1.407467941995007799e+00, 5.894851978005072324e-01, 1.321876873846487221e+00, 3.127625307919707609e+00, 1.114646049821972351e+00
1.925000000000000000e+03, 6.776720313403374885e-01, 8.782686627639839649e-01, 7.094775959920188724e-01, 9.351614836765423933e-01, 1.030611956234322779e+00, 1.150606444891386415e+00, 6.761850409396744643e-01, 9.179442969485022141e-01, 9.208723092421806644e-01, 1.401557259028322511e+00, 6.197079516707931779e-01, 1.081432108243485679e+00, 3.206422053021400487e+00, 1.197317524411279255e+00
1.926000000000000000e+03, 7.251874176906684122e-01, 9.003091322754751546e-01, 7.290069766712219401e-01, 9.871227542862462956e-01, 1.080925943087603924e+00, 1.141235369893029317e+00, 6.866685404305042928e-01, 9.249017230462601713e-01, 1.074745370385113752e+00, 1.401358635928617646e+00, 6.237259656293605570e-01, 1.313746181849832384e+00, 3.141908211177902643e+00, 1.322644158741692388e+00
1.927000000000000000e+03, 7.139525573292644367e-01, 9.604637594807466927e-01, 7.048621949878695059e-01, 9.748103456854916304e-01, 1.141488199603008624e+00, 1.197242736368465454e+00, 7.030097171655618205e-01, 9.410912206531037993e-01, 1.075569289098004200e+00, 1.422758387766197785e+00, 5.437996618668207160e-01, 1.203879490743945846e+00, 3.176741553807892249e+00, 1.103138807249761211e+00
1.928000000000000000e+03, 7.159425985160831063e-01, 9.029298399569737343e-01, 7.285961894200833067e-01, 9.700998668461804364e-01, 1.136698420990154057e+00, 1.190840614238815043e+00, 6.678638472174462937e-01, 9.349322565507866001e-01, 1.024623245961413298e+00, 1.447190532840763488e+00, 5.694690467655338928e-01, 1.233736410682108486e+00, 2.977509057014758209e+00, 1.357559904431669962e+00
1.929000000000000000e+03, 7.302639626110210003e-01, 8.830921524236328146e-01, 7.136392450776071206e-01, 9.338741287900674815e-01, 1.063137061452420040e+00, 1.170552915441943176e+00, 5.953298117159220304e-01, 9.158009619348570496e-01, 9.853915082360128475e-01, 1.425775790283284827e+00, 5.708720481822829873e-01, 1.138178065006279382e+00, 3.052426925740998609e+00, 1.283010762014652251e+00
1.930000000000000000e+03, 6.763435985655155136e-01, 8.418956548821258101e-01, 7.263192152339557062e-01, 9.172051380155806788e-01, 1.037041404870884698e+00, 1.180279321861504416e+00, 5.693172749604865635e-01, 9.208409714100992405e-01, 1.054547462860048634e+00, 1.404969784783469233e+00, 5.636181867747580565e-01, 1.149641410441987643e+00, 2.964203762295962274e+00, 1.201624204069581481e+00
1.931000000000000000e+03, 7.294411803752332002e-01, 8.984611484924819313e-01, 7.276379862387013508e-01, 9.693797569889831545e-01, 1.079762888010775468e+00, 1.097946592041348701e+00, 6.760188571059042584e-01, 9.276986906933955002e-01, 9.812406554628371191e-01, 1.400605331084415539e+00, 5.574018058426440936e-01, 1.329155297775735711e+00, 3.466786092792875973e+00, 1.269332288763461714e+00
1.932000000000000000e+03, 7.420718112379923737e-01, 8.839647729815135468e-01, 7.429712330606612625e-01, 9.649480328406347951e-01, 1.094650623867606587e+00, 1.243172286569778962e+00, 6.952231260897537846e-01, 9.194866088361176582e-01, 1.071448888220326801e+00, 1.397458069291453331e+00, 5.542286863970071753e-01, 1.096104580551955809e+00, 2.888743475174810893e+00, 1.244661445848183057e+00
1.933000000000000000e+03, 7.521488725273928200e-01, 9.131216669956609966e-01, 7.087663721603449929e-01, 9.275157459789099557e-01, 1.103054611294453480e+00, 1.321368070563479380e+00, 6.517799433723460156e-01, 9.469713116728193381e-01, 1.042991118586946708e+00, 1.405435704313753531e+00, 5.976660827749057381e-01, 1.206889356674940572e+00, 3.268262737819417563e+00, 1.269064889004706709e+00
1.934000000000000000e+03, 7.436617811837885617e-01, 8.559911167390477083e-01, 7.258979320045788608e-01, 9.277836239249761530e-01, 1.126674653562312001e+00, 1.357677638800084408e+00, 6.125155041149852320e-01, 9.973840024052171849e-01, 9.298376273293321725e-01, 1.389246524682443917e+00, 5.867640901646378193e-01, 1.320560650537792702e+00, 3.044799449025435312e+00, 1.172035492478237240e+00
1.935000000000000000e+03, 6.535304514864196390e-01, 9.136320401822820569e-01, 7.085273898183778174e-01, 9.494720114531174371e-01, 1.080032959793444380e+00, 1.289532840052538543e+00, 6.066830966729216401e-01, 9.722345463208320604e-01, 1.087361127583703846e+00, 1.409263240154757124e+00, 5.914983902016793804e-01, 1.052681619533802460e+00, 3.129462134203232715e+00, 1.101069784217866054e+00
1.936000000000000000e+03, 7.428836898487678475e-01, 9.761831872380777320e-01, 7.258904996699575563e-01, 9.152134278897803288e-01, 1.254719336725359069e+00, 1.343107197750942783e+00, 6.276837616495646310e-01, 9.561100838652144551e-01, 1.074323842614359981e+00, 1.399829510457210491e+00, 6.297985448667402508e-01, 1.262083946756015429e+00, 3.326376171433144791e+00, 1.192095075484930211e+00
1.937000000000000000e+03, 7.352511178818220694e-01, 9.434566235230944509e-01, 6.988019439264092636e-01, 9.260391265337108990e-01, 1.087810466334665493e+00, 1.203883119675674962e+00, 6.068750547380589166e-01, 9.465837148335998208e-01, 1.042788754731162948e+00, 1.370576681527252205e+00, 5.806803640231498198e-01, 1.119794795247228469e+00, 3.060802933151675731e+00, 1.301657869662167233e+00
1.938000000000000000e+03, 6.714572609753531873e-01, 9.181274289614405060e-01, 6.950499333792993228e-01, 8.974165842361604417e-01, 1.173803126908392613e+00, 1.367180941576527031e+00, 6.212732914491395642e-01, 9.189346061337763105e-01, 9.712286238896432611e-01, 1.378939723977023801e+00, 6.096862289286248959e-01, 1.270265222220489099e+00, 3.349869012001559287e+00, 1.251620760725378201e+00
1.939000000000000000e+03, 6.950059078428038051e-01, 8.950416571542825217e-01, 6.978102191876068838e-01, 9.213366857937349552e-01, 1.036182501704775438e+00, 1.347619660727547908e+00, 6.603396212899357298e-01, 9.487116371369530565e-01, 1.133253316995229243e+00, 1.384417282513478398e+00, 5.778406951171934924e-01, 1.119204354988135863e+00, 3.317071551932405438e+00, 1.359593344264218073e+00
1.940000000000000000e+03, 7.221135157695750539e-01, 9.352301597096008834e-01, 7.092414712331943649e-01, 8.800233955978709055e-01, 1.098016644436394573e+00, 1.239275500233158356e+00, 6.302761119404614032e-01, 9.113833557228077087e-01, 1.059445186644228487e+00, 1.443883882633434368e+00, 4.993132997676363871e-01, 1.282177834292632657e+00, 3.282447209000337374e+00, 1.454766731667923363e+00
1.941000000000000000e+03, 7.047659235269922995e-01, 9.217505527603305771e-01, 7.317841034919208010e-01, 8.706437962283506415e-01, 1.126481956477659363e+00, 1.117936206002629662e+00, 6.420012113019332167e-01, 8.983575925805938889e-01, 1.087723104957416975e+00, 1.409699593580751698e+00, 6.011438158859592207e-01, 1.122597907755098712e+00, 3.175135711026975116e+00, 1.325326582515401475e+00
1.942000000000000000e+03, 6.718492671498988988e-01, 8.373295265342474147e-01, 7.509848864162271820e-01, 1.013737356771224452e+00, 1.193726968129478871e+00, 1.198528785837376098e+00, 6.603834741973535483e-01, 9.797531730281827667e-01, 1.116027058609006639e+00, 1.362597496516422702e+00, 5.834773842707479119e-01, 1.157080989274437144e+00, 3.295301566746362099e+00, 1.321640798212935453e+00
1.943000000000000000e+03, 6.539870722568708050e-01, 9.031604462221758389e-01, 7.485023841442193238e-01, 9.567555566794758715e-01, 9.627567881358373159e-01, 1.191486569807364004e+00, 6.678630047484042098e-01, 9.677603181678345878e-01, 9.329636830773038181e-01, 1.317089360668751707e+00, 5.219075162042366989e-01, 1.213803344440989695e+00, 3.152962817290007269e+00, 1.178924982493428031e+00
1.944000000000000000e+03, 7.058334365860845505e-01, 8.903552947484960622e-01, 7.295419966596259354e-01, 8.899004951351386916e-01, 1.032918454015835596e+00, 1.072270170427892078e+00, 6.790803787381886059e-01, 9.502971998611986493e-01, 1.148126421515356599e+00, 1.364624284786003727e+00, 5.868894789560732406e-01, 1.137954579671118127e+00, 3.343064507623514814e+00, 1.415239147056875035e+00
1.945000000000000000e+03, 7.177882425795549803e-01, 8.705407224713981318e-01, 7.287197295526041119e-01, 9.038097174081839436e-01, 1.127316084188937584e+00, 9.968558680323762466e-01, 6.301812739419139220e-01, 9.633342591088505102e-01, 1.052005043692308073e+00, 1.435527431137805898e+00, 5.536747352559577839e-01, 1.194099145054123623e+00, 3.107924505011447014e+00, 1.222221033899410836e+00
1.946000000000000000e+03, 7.948660921457905149e-01, 9.229061340526583113e-01, 7.371670200481615920e-01, 9.321545189293382050e-01, 1.087523634920310345e+00, 1.123328887418416633e+00, 6.349691538547481695e-01, 9.934071320261153026e-01, 9.691880919972638564e-01, 1.345862443844490830e+00, 5.168502998158249762e-01, 1.143569225455305594e+00, 3.525662881042562535e+00, 1.237344623565048263e+00
1.947000000000000000e+03, 7.930509822465935388e-01, 9.176213175673912925e-01, 7.573370687030259729e-01, 8.949832817040327404e-01, 1.052347073274805034e+00, 1.074984905183092643e+00, 5.644372667706307745e-01, 9.147658751292482293e-01, 9.748299368900179562e-01, 1.360318023130236309e+00, 5.753641240084089725e-01, 1.193610299536628894e+00, 3.363153788029336955e+00, 1.207252508760995768e+00
1.948000000000000000e+03, 7.343426119073866998e-01, 9.173113858736466897e-01, 7.812186114029032735e-01, 8.518382692924770794e-01, 1.009413910708300666e+00, 1.162859419336322420e+00, 7.023123254442360519e-01, 8.751608923299132314e-01, 1.154114040254076157e+00, 1.333454372714883318e+00, 5.557577146622889597e-01, 1.267030891804943771e+00, 3.379059368623833937e+00, 1.380805356953886509e+00
1.949000000000000000e+03, 7.108220974875797404e-01, 8.828887650029385581e-01, 7.700180231990408908e-01, 9.001480124619060108e-01, 1.073999756661805138e+00, 1.267890242403504342e+00, 6.334747036639609696e-01, 8.719411265657777133e-01, 9.539432317710024867e-01, 1.369104944486928765e+00, 5.605265072552959582e-01, 1.210827753057406753e+00, 3.328860184639718778e+00, 1.412802894541068444e+00
1.950000000000000000e+03, 7.412756602493184577e-01, 9.993865992712887003e-01, 7.704590926739220968e-01, 8.961442406952589979e-01, 1.075200797139876707e+00, 1.227983470948380784e+00, 6.065013968072217043e-01, 8.796532216007436622e-01, 9.771267925144166977e-01, 1.403786388966968834e+00, 5.967129033227643875e-01, 1.193173845522693011e+00, 3.485554641794698316e+00, 1.421007055071297209e+00
1.951000000000000000e+03, 6.489450071038345147e-01, 9.389998185543211306e-01, 7.795321954945827470e-01, 8.887453286886420889e-01, 1.074714414096930470e+00, 1.236077030021240253e+00, 6.308102518962790395e-01, 8.801002763654516281e-01, 1.048071956133979299e+00, 1.321498363121397901e+00, 5.486753363016169116e-01, 1.189153572661973746e+00, 3.364283013780756004e+00, 1.188412846984531424e+00
1.952000000000000000e+03, 7.374526708286746057e-01, 9.584223973227351534e-01, 7.425231287789557655e-01, 8.774572025566267364e-01, 1.056925028690232748e+00, 1.273683761373421097e+00, 6.319896590548382820e-01, 9.128752493758819364e-01, 1.103027620945160825e+00, 1.304120784851849235e+00, 6.493010451140391881e-01, 1.325509456985013879e+00, 3.355484628684871407e+00, 1.347541789477225915e+00
1.953000000000000000e+03, 7.014476039298889187e-01, 8.854170502284889333e-01, 7.644428930636570918e-01, 9.280891041933940766e-01, 1.051476904258987766e+00, 1.286989206513214468e+00, 6.284004755151193500e-01, 9.140846622151159728e-01, 9.859291475887274059e-01, 1.339233544208498827e+00, 5.669200440077258873e-01, 1.129520555149697403e+00, 3.992879472699243149e+00, 1.357096516980246026e+00
1.954000000000000000e+03, 7.112100847152375005e-01, 9.143946789101909944e-01, 7.702223212687032694e-01, 8.693738526859469129e-01, 1.002181036766283562e+00, 1.273303835809190154e+00, 6.413497940752093118e-01, 8.797115332724438908e-01, 1.036513579312347888e+00, 1.306289766964816579e+00, 5.418727812926786847e-01, 1.189292345381135707e+00, 3.459466382811100083e+00, 1.302466745903126499e+00
1.955000000000000000e+03, 7.490558280095277466e-01, 9.078512857381267898e-01, 7.595728598842420576e-01, 8.287180320402903755e-01, 1.217533680188486844e+00, 1.305512921465764142e+00, 6.417458148156391928e-01, 8.698552052617821717e-01, 1.025950063845790350e+00, 1.313094257086340422e+00, 5.415258669543639991e-01, 1.267821116719431762e+00, 3.579070238105344082e+00, 1.325468814044243437e+00
1.956000000000000000e+03, 7.017842249434150803e-01, 8.526637297942851745e-01, 7.986873529433499153e-01, 8.859838483696920175e-01, 1.194590224528504274e+00, 1.213851874529106256e+00, 6.908403989576862303e-01, 9.230225601343573505e-01, 1.144483886127484196e+00, 1.320249305649579208e+00, 5.877025650156709746e-01, 1.231149015618150377e+00, 3.298177959786849911e+00, 1.423752855131613204e+00
1.957000000000000000e+03, 6.794789141825713363e-01, 8.697756969715064734e-01, 7.738790479450690096e-01, 9.439638434038009063e-01, 1.070705040392421870e+00, 1.276347634325646796e+00, 6.640887363186251946e-01, 9.365468699867927072e-01, 1.079034787619594260e+00, 1.367252578973338739e+00, 5.118413729119225541e-01, 1.110587059285833123e+00, 3.679005985716058191e+00, 1.345202627213254010e+00
1.958000000000000000e+03, 7.092859543051587279e-01, 8.718427812998029713e-01, 7.672534131346814279e-01, 8.958129070252385251e-01, 1.003246839775918886e+00, 1.212295814228681046e+00, 6.838933840829762856e-01, 9.449405663559952151e-01, 1.026620295502282065e+00, 1.313940749465825286e+00, 5.433750420612911691e-01, 1.252728255979466576e+00, 3.418291510590093729e+00, 1.374671126861866988e+00
1.959000000000000000e+03, 7.748376953097411146e-01, 8.618969290963993668e-01, 7.864278073320326579e-01, 8.528978672235214553e-01, 1.132883733261847103e+00, 1.219266014862774972e+00, 6.646278387444041202e-01, 9.057671466653166581e-01, 9.985907050682434338e-01, 1.284507013258284314e+00, 5.364132284801709227e-01, 1.071690106411615995e+00, 3.739452330655173018e+00, 1.353131681590192592e+00
1.960000000000000000e+03, 8.316007697274480082e-01, 8.412306028062852548e-01, 7.549819580386958329e-01, 8.728690959232733304e-01, 1.197468779729857546e+00, 1.316411107916463541e+00, 6.852211856053984640e-01, 8.587979940817631608e-01, 1.166122326207838178e+00, 1.298978581685238609e+00, 5.954625245631623986e-01, 1.286569327800885620e+00, 3.410469331460508347e+00, 1.269547498242951100e+00
1.961000000000000000e+03, 8.183260457140578703e-01, 9.158247947752827800e-01, 7.645750459159363910e-01, 8.987357802862161460e-01, 1.165820314771943256e+00, 1.285959030011550874e+00, 6.070398110239471068e-01, 8.623859525620158895e-01, 1.201484171797788658e+00, 1.330371285935185055e+00, 4.857245051225698163e-01, 1.110965676919778655e+00, 3.595950170849255834e+00, 1.281039103260347201e+00
1.962000000000000000e+03, 6.834244330351069152e-01, 8.919782646204040821e-01, 7.557614163056933787e-01, 8.800700396434634198e-01, 1.075695572234827813e+00, 1.233544591048047812e+00, 6.053494187666608184e-01, 8.935275061930548768e-01, 1.043090740209893452e+00, 1.270557253506046536e+00, 5.584466624222762521e-01, 1.274948138324160318e+00, 3.468186315847861412e+00, 1.293864109520142192e+00
1.963000000000000000e+03, 6.863888190538005585e-01, 9.245096847345820601e-01, 7.727052162258228885e-01, 8.935570735454365643e-01, 1.095643076616161338e+00, 1.224603464461321289e+00, 6.239816908979788357e-01, 8.791625221885993602e-01, 1.176232585752932325e+00, 1.215030757199769162e+00, 6.108993628863758074e-01, 1.033789481659882048e+00, 3.625755624185573289e+00, 1.341433476050345908e+00
1.964000000000000000e+03, 8.058185822681241950e-01, 8.544698743678883490e-01, 7.435820448510785940e-01, 9.001816680183474251e-01, 1.123480452541365082e+00, 1.225028725287402365e+00, 6.544483902174296208e-01, 9.077843569651405931e-01, 1.075522560177645248e+00, 1.244457207277978705e+00, 5.514696329558875787e-01, 1.291366473496266210e+00, 3.664605062344282072e+00, 1.450152698882996027e+00
1.965000000000000000e+03, 7.238883747624124121e-01, 8.135933853594565779e-01, 7.811799126170539953e-01, 8.787054203641114780e-01, 1.125572098451621095e+00, 1.221549146620128701e+00, 6.570937001764239893e-01, 8.998102793904794172e-01, 1.135162675130102494e+00, 1.275192456761381488e+00, 4.991520772105375592e-01, 1.163746275197038438e+00, 3.660560184653103288e+00, 1.331996691666293531e+00
1.966000000000000000e+03, 7.288587823638278396e-01, 8.741542061179953249e-01, 7.819274627137895450e-01, 8.900323731672639127e-01, 1.200396196519225134e+00, 1.143011092518476879e+00, 6.995708971405258936e-01, 8.755036493596534131e-01, 1.124561565811838415e+00, 1.304330104477022134e+00, 6.068057050885425907e-01, 1.187996985462168809e+00, 3.843217406471404640e+00, 1.220281942276457698e+00
1.967000000000000000e+03, 7.369032852631441921e-01, 8.622572324055685078e-01, 7.962044138014605643e-01, 8.762166678750686888e-01, 1.226068252677426029e+00, 1.277079246673813229e+00, 7.569163758406395326e-01, 8.707099072370143578e-01, 1.114967892135095617e+00, 1.272622397265922745e+00, 5.579545972469616144e-01, 1.193662080255199598e+00, 3.593673799452434814e+00, 1.263544719461102028e+00
1.968000000000000000e+03, 7.730897596088732726e-01, 8.603793631261187347e-01, 7.753396145552122753e-01, 8.947414525385201101e-01, 1.064971839665479036e+00, 1.257376617921651674e+00, 7.894189124301917992e-01, 8.311152024580178432e-01, 1.127811953303380577e+00, 1.269449733018608972e+00, 5.762079452592959727e-01, 1.261996494184328910e+00, 3.777611631476274212e+00, 1.216902885911044230e+00
1.969000000000000000e+03, 7.798251529701271112e-01, 8.221997732782829749e-01, 7.583435966826391761e-01, 8.699777340437837569e-01, 1.067586167122192675e+00, 1.345993589853517136e+00, 8.022911922462011569e-01, 8.262826404959825455e-01, 1.177377076125723177e+00, 1.279637027550631689e+00, 5.560790976899532279e-01, 1.019822266512440345e+00, 3.546385335279671480e+00, 1.351873034742626434e+00
1.970000000000000000e+03, 7.947802335673339602e-01, 7.785871459335788058e-01, 7.564506686198829710e-01, 8.866700874639137364e-01, 1.059721893762657352e+00, 1.391917765564354870e+00, 8.014005857695105650e-01, 8.406636939757855531e-01, 1.080612257327436598e+00, 1.318025919038326998e+00, 6.252665014775208308e-01, 1.291707070552157610e+00, 3.467880862383277751e+00, 1.279988738352635380e+00
1.971000000000000000e+03, 7.675770628927359729e-01, 9.209385236633147453e-01, 7.683471533389980568e-01, 8.231638783298699247e-01, 1.126060910960980266e+00, 1.379878215957414112e+00, 7.099265077909931998e-01, 8.551100858166044150e-01, 1.162824827745111866e+00, 1.262368937768221011e+00, 5.771472052111903395e-01, 1.259804183379685583e+00, 3.762532841103104708e+00, 1.315674931499914546e+00
1.972000000000000000e+03, 7.170525357731973859e-01, 8.975080712371666936e-01, 7.616422067837796961e-01, 8.313956907369569604e-01, 9.927031290894759996e-01, 1.384351817754128522e+00, 6.986018569668464018e-01, 8.956867392318601517e-01, 1.187827393975720680e+00, 1.264076369564615554e+00, 5.797035339624145855e-01, 1.054839098053132806e+00, 3.681075611393596958e+00, 1.283788849278961086e+00
1.973000000000000000e+03, 8.214252951717052609e-01, 8.443046991963401027e-01, 7.787228114787068112e-01, 8.695402918970874806e-01, 1.066008629599896951e+00, 1.273904058351180923e+00, 6.344790508718097799e-01, 8.812163409052210516e-01, 1.031611346723227074e+00, 1.271500928407861553e+00, 5.416508257456446040e-01, 1.263560684095855091e+00, 3.659492968372060950e+00, 1.168088398902696001e+00
1.974000000000000000e+03, 8.010462764761330234e-01, 9.174060805585960710e-01, 7.580069160190727739e-01, 9.162906755783400969e-01, 9.840315639384504820e-01, 1.320281168137897421e+00, 6.710957453490810076e-01, 9.012706172936879589e-01, 1.103512673129598998e+00, 1.282073128995668165e+00, 6.763917158150825060e-01, 1.254694636775595562e+00, 3.628988210578556473e+00, 1.178832428888488604e+00
1.975000000000000000e+03, 7.718554961574779494e-01, 9.634479281683694385e-01, 7.870692511899440857e-01, 8.846443868130302590e-01, 1.022395054377495560e+00, 1.212584411466665069e+00, 7.110423961633015599e-01, 9.095979239011282580e-01, 1.225115034335036546e+00, 1.288442770358972922e+00, 6.736459386273725425e-01, 1.218415503190350968e+00, 3.726337560717507547e+00, 1.324263958139533459e+00
1.976000000000000000e+03, 7.263326865587388381e-01, 9.099720506116025787e-01, 8.013656187139391873e-01, 8.824794862801086381e-01, 1.026458178757777118e+00, 1.284846631129824335e+00, 7.021323184611101276e-01, 9.306122935827284559e-01, 1.225901592383766170e+00, 1.306021142834463022e+00, 5.341507981026818452e-01, 1.145276762194922249e+00, 3.451932313242481953e+00, 1.349359206980423664e+00
1.977000000000000000e+03, 7.745215458103892336e-01, 8.644540659990321840e-01, 7.951597973338022651e-01, 8.817017211680427957e-01, 1.087967261105587946e+00, 1.230988995331255831e+00, 6.788822400299614479e-01, 9.002558683660097927e-01, 1.341074345681262159e+00, 1.246255130743634032e+00, 6.441936560002471390e-01, 1.002386972922526764e+00, 3.705403337031704769e+00, 1.269157963470025630e+00
1.978000000000000000e+03, 8.133860003911822512e-01, 8.944822753674307458e-01, 7.799322794689146354e-01, 8.780118145101927229e-01, 1.014538948916937633e+00, 1.206100077326453412e+00, 6.463944277580250253e-01, 9.150413809447307534e-01, 1.185095209143260275e+00, 1.267314467645427767e+00, 6.481490278513405423e-01, 1.148079810268096690e+00, 4.099042440557897571e+00, 1.289549002874293748e+00
1.979000000000000000e+03, 8.288438579010587448e-01, 9.076885918664446828e-01, 7.731533077609471505e-01, 9.312455715899563558e-01, 1.140814356432627852e+00, 1.499852805388275812e+00, 6.910718763459601233e-01, 8.904937118164204524e-01, 1.243599695754926682e+00, 1.242874724256108676e+00, 6.770470605311463830e-01, 1.352233122020032763e+00, 3.851452746016186257e+00, 1.432520547022184454e+00
1.980000000000000000e+03, 7.569560533523230772e-01, 8.531990093395053210e-01, 7.833319864200668503e-01, 9.172130775340230358e-01, 1.067819173478278927e+00, 1.352678086298945370e+00, 7.190249967351898253e-01, 8.772470140771131408e-01, 1.180347651904636530e+00, 1.292868702995443320e+00, 6.913437072108405967e-01, 1.315401992319420232e+00, 3.891840694163977155e+00, 1.245254193434187862e+00
1.981000000000000000e+03, 7.700445671631666045e-01, 7.743565984741710428e-01, 7.738548004675508407e-01, 8.767681823172422950e-01, 1.000229150627602648e+00, 1.377010016589688357e+00, 7.945178714291091238e-01, 9.429248203439117848e-01, 1.275346386547028033e+00, 1.320290667236967863e+00, 6.359652113504870030e-01, 1.112349871161427028e+00, 3.880342029113303060e+00, 1.205806702978134526e+00
1.982000000000000000e+03, 8.155222137565674156e-01, 8.250112470783134144e-01, 7.616415390371734651e-01, 8.997167515294727247e-01, 1.039408302188834732e+00, 1.285072647468824991e+00, 7.170769213852671298e-01, 9.242212952575893370e-01, 1.146015839878845588e+00, 1.263575301383734750e+00, 7.131463088055274291e-01, 1.276472167908581978e+00, 3.461817104598363670e+00, 1.258294779649042239e+00
1.983000000000000000e+03, 7.763429640973659174e-01, 8.463572801625613984e-01, 7.829962716273006773e-01, 9.600511447909708673e-01, 9.379780588306024791e-01, 1.375939066836888713e+00, 7.808534784546268259e-01, 9.117282318501916949e-01, 1.226724489485746084e+00, 1.254634835713967167e+00, 6.822107918299403773e-01, 1.359634776042219606e+00, 3.880431360182805989e+00, 1.333622048586883713e+00
1.984000000000000000e+03, 7.804145314316234261e-01, 8.447029064679106858e-01, 7.830880037267643479e-01, 9.207748433796727472e-01, 1.008458493001888945e+00, 1.167125614090450236e+00, 8.377160809089184701e-01, 8.924109035825968927e-01, 1.206959035408068814e+00, 1.272417690666212131e+00, 6.877130491589050765e-01, 1.229021121196649524e+00, 3.828302199648623283e+00, 1.347792437179958780e+00
1.985000000000000000e+03, 8.313816109016828326e-01, 9.739786400469998551e-01, 7.979201085407306993e-01, 8.948296382330809262e-01, 9.760397319900047108e-01, 1.207952831860283904e+00, 8.827988636039661996e-01, 8.847117700335558332e-01, 1.204417596226086795e+00, 1.307446760265805530e+00, 6.350864651309297004e-01, 1.066963696433706810e+00, 4.092980065065980000e+00, 1.268361824769260515e+00
1.986000000000000000e+03, 8.681480545005259009e-01, 9.707132818588842804e-01, 8.127864281023680082e-01, 9.291357680352179127e-01, 1.018330400343717912e+00, 1.363734150523533417e+00, 8.537835435706888632e-01, 8.967641940193281647e-01, 1.235131282503956651e+00, 1.316199347129084041e+00, 6.513691361775191258e-01, 1.245287447075302367e+00, 3.655986808722395232e+00, 1.348973064674639399e+00
1.987000000000000000e+03, 8.886122112588453748e-01, 9.531284231737708890e-01, 8.144866433559285746e-01, 9.552528833383574502e-01, 1.061364209721104679e+00, 1.346348313929984331e+00, 8.455014855197301449e-01, 8.573410907868110886e-01, 1.164529106612069542e+00, 1.257607960361769806e+00, 7.700188942689701888e-01, 1.383595898635489485e+00, 3.720617889093206010e+00, 1.371002140326563312e+00
1.988000000000000000e+03, 8.576245077127752081e-01, 8.985641242993784861e-01, 7.737853808390146026e-01, 9.251835786105736537e-01, 9.962661617396654234e-01, 1.281722253697737290e+00, 8.908963665481013372e-01, 8.246849105253325485e-01, 1.268901187866482649e+00, 1.253608428599552571e+00, 6.884774434606817373e-01, 1.272620472340507236e+00, 3.972428288762399617e+00, 1.324413182493829222e+00
1.989000000000000000e+03, 9.657129030142588277e-01, 8.732353407561628256e-01, 7.994778082543423370e-01, 9.186042695763015908e-01, 1.050622398282727632e+00, 1.441726705170666367e+00, 8.335655233888877857e-01, 8.547408101122254687e-01, 1.205985501064457566e+00, 1.283847681986195921e+00, 7.665776355929257990e-01, 1.182915572521234582e+00, 3.882250649075434712e+00, 1.415305999073476206e+00
1.990000000000000000e+03, 9.283331471614546526e-01, 9.403551327297927642e-01, 8.089876831550583125e-01, 9.943535286376540272e-01, 1.124824964967735097e+00, 1.387273231829132980e+00, 7.837884339102588749e-01, 8.802096664380965052e-01, 1.147422390601601228e+00, 1.266585842168350684e+00, 6.838272117731053479e-01, 1.276084223549712737e+00, 3.909180921214985283e+00, 1.311245743850494971e+00
