year, UKESM1-0-LL, NorESM2-LM, CNRM-ESM2-1, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-MM, CanESM5, EC-Earth3-Veg, ACCESS-ESM1-5, GFDL-ESM4, CESM2-WACCM, IPSL-CM6A-LR, TaiESM1, MPI-ESM1-2-LR
1.867000000000000000e+03, 3.219521857450050106e+01, 1.322694638572192183e+01, 3.427509993674092215e+01, 3.980955178896943636e+01, 1.902121874490011777e+01, 1.271513950756928324e+01, 2.205250830576537524e+01, 2.696691917993025811e+01, 1.228056707322590135e+01, 4.045541157396240095e+00, 1.302765063997121864e+01, 1.104144617631824588e+01, 1.224523023118620202e+01, 1.398808714438584033e+01
1.868000000000000000e+03, 3.211021344198527316e+01, 1.323694452353242035e+01, 3.425736882105851322e+01, 3.986851107515134629e+01, 1.897137784774080771e+01, 1.271115420608278868e+01, 2.202060609347649134e+01, 2.696274624514044405e+01, 1.227203676477195593e+01, 4.089654959628513886e+00, 1.302211128267205886e+01, 1.102865548881977631e+01, 1.219998120691543519e+01, 1.399512475486919172e+01
1.869000000000000000e+03, 3.223351375134290464e+01, 1.324443953340918512e+01, 3.425812691605445792e+01, 3.990448976782429469e+01, 1.891398497286707681e+01, 1.269864779637302377e+01, 2.200520806568520982e+01, 2.694849892339543374e+01, 1.225757590014627318e+01, 4.116582744094416491e+00, 1.300547334713033187e+01, 1.102429015976830229e+01, 1.225616415151907646e+01, 1.403167318892507076e+01
1.870000000000000000e+03, 3.235374059643797295e+01, 1.322959605301962682e+01, 3.424691344915676439e+01, 3.992313331275932597e+01, 1.886745261830158427e+01, 1.270191853547021132e+01, 2.200510866635672258e+01, 2.694171228215614278e+01, 1.224852241464235902e+01, 4.137621549655538189e+00, 1.300485865492240123e+01, 1.101946159031190398e+01, 1.228657363624325249e+01, 1.400823334347186666e+01
1.871000000000000000e+03, 3.250084531886776773e+01, 1.322658702572093326e+01, 3.425358654985520701e+01, 3.989628973272978385e+01, 1.881378115005811580e+01, 1.270060857713584390e+01, 2.199202174815233590e+01, 2.695558798623548213e+01, 1.225052049511981700e+01, 4.097842143468004572e+00, 1.300102915124225511e+01, 1.100624192676223245e+01, 1.229750572934192121e+01, 1.399371168244132768e+01
1.872000000000000000e+03, 3.252491391285643374e+01, 1.322793103199322573e+01, 3.425392330463746760e+01, 3.985371189473707432e+01, 1.876119905572029012e+01, 1.269686520438385458e+01, 2.197920239862997249e+01, 2.695842151193148695e+01, 1.225018308664145650e+01, 4.055697026703000141e+00, 1.298284240345913609e+01, 1.099683726949412410e+01, 1.229645709704106871e+01, 1.400132883758579183e+01
1.873000000000000000e+03, 3.242044673305099423e+01, 1.322412642906461500e+01, 3.424633088863941310e+01, 3.989188660268585807e+01, 1.870347952274449455e+01, 1.269265080678337121e+01, 2.197490125924706206e+01, 2.693671724404813617e+01, 1.224948696362286071e+01, 4.015629770082834504e+00, 1.297730166103360716e+01, 1.099530592543344554e+01, 1.234414431957676861e+01, 1.403094908337061142e+01
1.874000000000000000e+03, 3.246604273805316154e+01, 1.322722669913389026e+01, 3.424422100738718200e+01, 3.989454801510806448e+01, 1.866612922935152241e+01, 1.270250149676953910e+01, 2.198645245244026469e+01, 2.691915677355953207e+01, 1.224618903172000195e+01, 4.029710469820928509e+00, 1.297860325641966028e+01, 1.099033241705290642e+01, 1.234373057904722693e+01, 1.398857182384692521e+01
1.875000000000000000e+03, 3.253543734714622104e+01, 1.323514033964196024e+01, 3.425745289870918242e+01, 3.983566319208095052e+01, 1.863792911031214672e+01, 1.270732974967976858e+01, 2.200382812674157762e+01, 2.691642063476445301e+01, 1.224495176990486733e+01, 4.037401655868398720e+00, 1.298284973117054975e+01, 1.099859237311905780e+01, 1.231490875294842802e+01, 1.396764535550478925e+01
1.876000000000000000e+03, 3.259675562874979704e+01, 1.322603342604066157e+01, 3.424393652071422878e+01, 3.983975140812134441e+01, 1.855115325972247931e+01, 1.270269420314608944e+01, 2.201653344259842626e+01, 2.693470579875901549e+01, 1.225330177864640468e+01, 4.063576149974835516e+00, 1.297582574744438411e+01, 1.100572848655618152e+01, 1.235176801387824952e+01, 1.395489127299201293e+01
1.877000000000000000e+03, 3.265308632659654364e+01, 1.321663156904744696e+01, 3.425377262008966284e+01, 3.984079163051342221e+01, 1.844336925319415244e+01, 1.270052398216715517e+01, 2.200093649333958723e+01, 2.694649459789639678e+01, 1.226761940461180878e+01, 4.083061991955610814e+00, 1.298170405248302117e+01, 1.100125024681791253e+01, 1.233334710488808561e+01, 1.391461151571656529e+01
1.878000000000000000e+03, 3.259316540731737888e+01, 1.321392627208365766e+01, 3.425945521392655735e+01, 3.983259779519557497e+01, 1.837886174824747698e+01, 1.270262048583209591e+01, 2.199432438327865569e+01, 2.691998947641270234e+01, 1.227043442261799022e+01, 4.089635319523992507e+00, 1.297564051222934012e+01, 1.101000436865588661e+01, 1.233262057563072567e+01, 1.396167686098837812e+01
1.879000000000000000e+03, 3.257099219118254041e+01, 1.320980972014126742e+01, 3.425488948921490362e+01, 3.985126181342825191e+01, 1.834600274791376506e+01, 1.269838793814706257e+01, 2.198455059788695110e+01, 2.686777713256675426e+01, 1.227462039482950296e+01, 4.114525749553505030e+00, 1.297550746532729526e+01, 1.102479307046816359e+01, 1.240292289385546098e+01, 1.395541432774051138e+01
1.880000000000000000e+03, 3.254137880890801426e+01, 1.320912261528194165e+01, 3.424936852564624701e+01, 3.981728096388432903e+01, 1.831207564630465967e+01, 1.269488636130459724e+01, 2.200875810946722666e+01, 2.684410220498438093e+01, 1.227644353100612840e+01, 4.090665708995910421e+00, 1.296015356399328233e+01, 1.103580174823002658e+01, 1.237408458158426861e+01, 1.390279010388491621e+01
1.881000000000000000e+03, 3.254676577625129852e+01, 1.320891709080082421e+01, 3.426560624924694309e+01, 3.977860453065998314e+01, 1.826872908644205751e+01, 1.270519806690895592e+01, 2.202496040498365559e+01, 2.685157220446587800e+01, 1.228097329943953220e+01, 4.065666288025932218e+00, 1.293899277077782450e+01, 1.103883363983601917e+01, 1.233862076402895269e+01, 1.389504732132289000e+01
1.882000000000000000e+03, 3.257580037656790495e+01, 1.320562273081321436e+01, 3.428970312815901167e+01, 3.979780775035561646e+01, 1.823448045031970111e+01, 1.271457047320206968e+01, 2.202875813218020795e+01, 2.685977174692394698e+01, 1.228399628661007625e+01, 4.086707587142315745e+00, 1.294735683552185890e+01, 1.103308978432177234e+01, 1.239413416099655585e+01, 1.391271471355563705e+01
1.883000000000000000e+03, 3.263098104069194250e+01, 1.320740627101645259e+01, 3.428804866987693600e+01, 3.975924754979248377e+01, 1.821258509408389870e+01, 1.270200807616775762e+01, 2.202793504053537177e+01, 2.685190297832117778e+01, 1.228442600621148983e+01, 4.068785201182731015e+00, 1.296321436131919569e+01, 1.104201285431480883e+01, 1.242803990036052575e+01, 1.389231815913285750e+01
1.884000000000000000e+03, 3.270064878579019307e+01, 1.321279158447807056e+01, 3.427602094583805581e+01, 3.969650015469864002e+01, 1.818588062093779811e+01, 1.268747639054189591e+01, 2.201500775674164956e+01, 2.685779010336671746e+01, 1.229507742437685103e+01, 4.043643487449383400e+00, 1.296552054370602747e+01, 1.105234831202334966e+01, 1.233600878536626588e+01, 1.386829726544529606e+01
1.885000000000000000e+03, 3.272204649832281120e+01, 1.321499163957460077e+01, 3.428827040053804609e+01, 3.970083848119671899e+01, 1.817636000620456116e+01, 1.269166507675612898e+01, 2.203071616803578081e+01, 2.688095939537941348e+01, 1.230746669690114814e+01, 4.051891081229773484e+00, 1.296142438554410958e+01, 1.104449837234111520e+01, 1.232818861844344482e+01, 1.385767077849788720e+01
1.886000000000000000e+03, 3.278397580669162181e+01, 1.321390983724713841e+01, 3.428031860677494791e+01, 3.973314312910510182e+01, 1.818222539711260666e+01, 1.269868570938696983e+01, 2.204769305339357643e+01, 2.687588231717002785e+01, 1.231232049637235093e+01, 4.065307432184558145e+00, 1.296051448352332969e+01, 1.103094420933370223e+01, 1.234756073990853942e+01, 1.384707666382627878e+01
1.887000000000000000e+03, 3.281200994357755008e+01, 1.321479491326360467e+01, 3.431011934063612756e+01, 3.972218071868045541e+01, 1.817344503540428136e+01, 1.270623488111994348e+01, 2.205153839130164783e+01, 2.686524029204484165e+01, 1.230619734918644959e+01, 4.098468972907817864e+00, 1.296853747562255776e+01, 1.103441307904618718e+01, 1.238519943629843389e+01, 1.388212475823744185e+01
1.888000000000000000e+03, 3.273339468752186576e+01, 1.321720120492811468e+01, 3.430507435917746761e+01, 3.967202924626170102e+01, 1.815537088033404700e+01, 1.271463396095461995e+01, 2.205097190018942754e+01, 2.688586156924638360e+01, 1.230170918661200474e+01, 4.074734821341869484e+00, 1.296493067970542157e+01, 1.103793332153241380e+01, 1.239458103002817602e+01, 1.386840669671031989e+01
1.889000000000000000e+03, 3.267402093376142602e+01, 1.322243864861023432e+01, 3.432232242062624294e+01, 3.963608011897427730e+01, 1.811481830902059897e+01, 1.271909598297653154e+01, 2.203782967612061583e+01, 2.689740453467558368e+01, 1.230027635597719637e+01, 4.059223719824010423e+00, 1.295842253083111650e+01, 1.105031620162433903e+01, 1.234049381215127639e+01, 1.387022849412020697e+01
1.890000000000000000e+03, 3.273008757119264089e+01, 1.321381041842003867e+01, 3.433395067986830895e+01, 3.966852418139060887e+01, 1.810803168946449304e+01, 1.270926950543588774e+01, 2.203713743345850418e+01, 2.689890608804789096e+01, 1.229245795973660194e+01, 4.062914742328702644e+00, 1.295470552708646395e+01, 1.105096327562335645e+01, 1.238195754526403825e+01, 1.383923156920569220e+01
1.891000000000000000e+03, 3.271864256134210081e+01, 1.320406312105952829e+01, 3.434971361377139232e+01, 3.968040705468409612e+01, 1.812118466136334760e+01, 1.270585845325857477e+01, 2.205278117784000003e+01, 2.690659432757030700e+01, 1.228456236473332197e+01, 4.061706962243397001e+00, 1.295627505531444967e+01, 1.105139369549236505e+01, 1.239530169968951867e+01, 1.387326891378435434e+01
1.892000000000000000e+03, 3.264089893524486286e+01, 1.320026564388091117e+01, 3.435605632901256712e+01, 3.965318358656229947e+01, 1.811374994225387880e+01, 1.271650975696049635e+01, 2.206178360592618048e+01, 2.690862004755998882e+01, 1.227793645287349023e+01, 4.085894262213489725e+00, 1.295350445293987995e+01, 1.104206390638127644e+01, 1.233003042997811782e+01, 1.383207769321942138e+01
1.893000000000000000e+03, 3.269171880748044146e+01, 1.319507792584705896e+01, 3.437516601838532893e+01, 3.967006647780495854e+01, 1.808519490902141413e+01, 1.271693271209957032e+01, 2.206108406348871753e+01, 2.691187087925181842e+01, 1.226971138318908139e+01, 4.108347643464520971e+00, 1.295861113511378448e+01, 1.103906525615201417e+01, 1.231500580021871372e+01, 1.379829464461057853e+01
1.894000000000000000e+03, 3.280175059459803322e+01, 1.319197894903212820e+01, 3.439818579395643638e+01, 3.970275606065044371e+01, 1.805633474278568684e+01, 1.271252688201946590e+01, 2.206884936942772057e+01, 2.692192471032916501e+01, 1.227445834542806224e+01, 4.099779583732383159e+00, 1.296312695952523875e+01, 1.104412247032044192e+01, 1.232280090972201947e+01, 1.377800204458579714e+01
1.895000000000000000e+03, 3.287310699270690151e+01, 1.317985078407267885e+01, 3.438964889062500419e+01, 3.969291057329527916e+01, 1.805286415422510515e+01, 1.271574728979540581e+01, 2.205845844962482261e+01, 2.693221494638381586e+01, 1.228819956061041374e+01, 4.076640961483212422e+00, 1.296686125283773450e+01, 1.105368461181704021e+01, 1.234541781731318011e+01, 1.375697524997385912e+01
1.896000000000000000e+03, 3.292564385644096348e+01, 1.317171511324508693e+01, 3.439790575986172882e+01, 3.956294632157263180e+01, 1.806536944292178148e+01, 1.271487441324302381e+01, 2.203883860510363135e+01, 2.693752943837901626e+01, 1.229726627085799251e+01, 4.055460571850010965e+00, 1.296504403674385131e+01, 1.104138265114904627e+01, 1.233935898129411513e+01, 1.375059135384969977e+01
1.897000000000000000e+03, 3.292339808751422936e+01, 1.316393357306183454e+01, 3.441548770821719927e+01, 3.941868548746506207e+01, 1.806742958544312572e+01, 1.271729417953288888e+01, 2.202376175186514118e+01, 2.693215083206828808e+01, 1.230797452257521840e+01, 4.035181701266806087e+00, 1.296176257656207476e+01, 1.105411507007800154e+01, 1.234052629901374765e+01, 1.374831058097671033e+01
1.898000000000000000e+03, 3.291152517952095735e+01, 1.317023539171396784e+01, 3.443792309796295115e+01, 3.941453223069431289e+01, 1.805606141265279518e+01, 1.271631480805658576e+01, 2.203634204960037124e+01, 2.693651763084289641e+01, 1.232991884758563828e+01, 4.011968349510644849e+00, 1.295816771497868736e+01, 1.105592172754102798e+01, 1.238775645498595956e+01, 1.371847036245634399e+01
1.899000000000000000e+03, 3.295971024423615603e+01, 1.316681828143650002e+01, 3.444132190156047812e+01, 3.948982666750945469e+01, 1.803390475732948062e+01, 1.271669466898490164e+01, 2.205604068254784877e+01, 2.695280606555292024e+01, 1.234331668069092913e+01, 3.972660597412262184e+00, 1.295759064716114750e+01, 1.105596355969919031e+01, 1.237331191630829430e+01, 1.373316379957270428e+01
1.900000000000000000e+03, 3.291900421321083314e+01, 1.316319281119413631e+01, 3.444303045025839083e+01, 3.954517963502487987e+01, 1.800676240942746986e+01, 1.270771070361647936e+01, 2.207021054857813880e+01, 2.695267594469510897e+01, 1.233424539026830757e+01, 3.981293967556216895e+00, 1.295823020255191160e+01, 1.106791990373836754e+01, 1.237577277699877776e+01, 1.375537558468146848e+01
1.901000000000000000e+03, 3.292365769891231508e+01, 1.315956646410737818e+01, 3.447218414750797422e+01, 3.957048822166307644e+01, 1.796899141126191424e+01, 1.270913743894158543e+01, 2.207293608928122453e+01, 2.692520599860182529e+01, 1.231574611581501699e+01, 4.009641195859831697e+00, 1.294985644297507399e+01, 1.105608269572636182e+01, 1.236944443785375825e+01, 1.380213871711895202e+01
1.902000000000000000e+03, 3.298053443413365216e+01, 1.316049331944769030e+01, 3.446520663441948074e+01, 3.957120541986945028e+01, 1.793280084829345000e+01, 1.270000778415690235e+01, 2.207222970590120426e+01, 2.689194053805394446e+01, 1.230404580841439888e+01, 4.045397729422769650e+00, 1.293756486814653961e+01, 1.106464027894485014e+01, 1.227053379243564102e+01, 1.384955179866984309e+01
1.903000000000000000e+03, 3.301697428332482787e+01, 1.315307701822860764e+01, 3.448929204124857506e+01, 3.954056036576212563e+01, 1.788960176094393617e+01, 1.270638326010906738e+01, 2.207471170766648427e+01, 2.687960411591536669e+01, 1.230587910203387203e+01, 4.047892483203811231e+00, 1.293824179340380809e+01, 1.106771228715181543e+01, 1.225343903709034343e+01, 1.385703448959423412e+01
1.904000000000000000e+03, 3.307446061362580991e+01, 1.316571153430790808e+01, 3.450475456860108636e+01, 3.950785353932239730e+01, 1.787561067190094377e+01, 1.272456123085787105e+01, 2.206633345169264970e+01, 2.687287606307976873e+01, 1.232205313767189736e+01, 4.011364853066798908e+00, 1.294740911277438045e+01, 1.107074955472978850e+01, 1.230946899331419075e+01, 1.383440368973215584e+01
1.905000000000000000e+03, 3.300571763501307743e+01, 1.317626494417725702e+01, 3.448490868679536447e+01, 3.949908164376096664e+01, 1.789109553470557756e+01, 1.272475568242223787e+01, 2.207248674175326286e+01, 2.686188622377178703e+01, 1.234006551319761513e+01, 4.003938749607882208e+00, 1.295479761913709105e+01, 1.105521624712898543e+01, 1.236432232763060846e+01, 1.376714246529897245e+01
1.906000000000000000e+03, 3.301817715269661591e+01, 1.317794382230830408e+01, 3.449652846279346363e+01, 3.950571538645228742e+01, 1.789170787484383851e+01, 1.272229266529967617e+01, 2.208675422428400736e+01, 2.685323388763572439e+01, 1.236111651283440516e+01, 4.000280591198832170e+00, 1.296222330113055499e+01, 1.105501172244841435e+01, 1.237498538029293371e+01, 1.375141808940532862e+01
1.907000000000000000e+03, 3.294446764850216169e+01, 1.317549822683325722e+01, 3.451653272451005705e+01, 3.951022808505343420e+01, 1.789277023339269945e+01, 1.272034104716171932e+01, 2.209773995382537493e+01, 2.685392062833727422e+01, 1.237631153353660096e+01, 4.000721968946893803e+00, 1.296284323822898088e+01, 1.105444379152167400e+01, 1.237062034101470687e+01, 1.377129662338139227e+01
1.908000000000000000e+03, 3.298196859757964461e+01, 1.316783044428657590e+01, 3.451186554703533460e+01, 3.952714009522674132e+01, 1.786990386525843633e+01, 1.272099530498065967e+01, 2.211613758665499319e+01, 2.684323964354166492e+01, 1.238870243456920406e+01, 4.049678323393027135e+00, 1.295124007710658987e+01, 1.105090943778962398e+01, 1.239200440379636703e+01, 1.376832122601834030e+01
1.909000000000000000e+03, 3.295149981635596959e+01, 1.316932368574234324e+01, 3.453668185693990011e+01, 3.956705023757420747e+01, 1.785408247896475586e+01, 1.272378872008150807e+01, 2.210709114264825104e+01, 2.683504499267690591e+01, 1.239002249686114077e+01, 4.057502402888912840e+00, 1.294070066796430751e+01, 1.105276515342550780e+01, 1.235263304911771520e+01, 1.379696219028130422e+01
1.910000000000000000e+03, 3.287416919756459066e+01, 1.316922291983871673e+01, 3.454154788703526435e+01, 3.957551092118869462e+01, 1.784992376861767127e+01, 1.271941723749865183e+01, 2.210513969110085952e+01, 2.682343355697014076e+01, 1.239800384620657248e+01, 4.065715606037716867e+00, 1.294791237894285985e+01, 1.104294440697934832e+01, 1.234425141190578223e+01, 1.381276934786951927e+01
1.911000000000000000e+03, 3.285222276555920473e+01, 1.315977888842535926e+01, 3.456996595761911095e+01, 3.955926410679152383e+01, 1.785600548496634232e+01, 1.273435466551168638e+01, 2.210060454825095277e+01, 2.680662874045452426e+01, 1.240369680410723952e+01, 4.048133983553286797e+00, 1.295030801236078410e+01, 1.103051053294022665e+01, 1.236452594111032788e+01, 1.378818727800263133e+01
1.912000000000000000e+03, 3.286198322100135272e+01, 1.316500507858822644e+01, 3.458957068398460422e+01, 3.950606412022539615e+01, 1.789003111893471498e+01, 1.273812842255827782e+01, 2.209753199384245903e+01, 2.680627564244113969e+01, 1.240320606718577778e+01, 4.041070365755025762e+00, 1.295087023269194049e+01, 1.101507295255456143e+01, 1.241015782781506083e+01, 1.377583121495087326e+01
1.913000000000000000e+03, 3.287445951274867895e+01, 1.317699049509670317e+01, 3.461081022618589742e+01, 3.945259503836667392e+01, 1.787890734305606344e+01, 1.273545473242206150e+01, 2.209329487007607895e+01, 2.680914036417155444e+01, 1.240196490830781961e+01, 4.065220397260093321e+00, 1.295448853099893505e+01, 1.100452867086081099e+01, 1.237285643165852278e+01, 1.374006591051451842e+01
1.914000000000000000e+03, 3.277530093468554639e+01, 1.317679322001868769e+01, 3.460460794793457495e+01, 3.949783146975440218e+01, 1.785593871626117846e+01, 1.274729816231988266e+01, 2.209231330927492820e+01, 2.681386082880061039e+01, 1.240301450367147851e+01, 4.067971971228051764e+00, 1.295937048551803450e+01, 1.099871904572093406e+01, 1.240431175765459670e+01, 1.372360490948668499e+01
1.915000000000000000e+03, 3.278756483471893546e+01, 1.316335564718438178e+01, 3.460843481412749156e+01, 3.955831666921532275e+01, 1.785613238249655055e+01, 1.274406271958000048e+01, 2.212002982126957207e+01, 2.682365650914150024e+01, 1.240293168237920796e+01, 4.053415026680505129e+00, 1.296159158560416458e+01, 1.099198233090347721e+01, 1.240925379641430482e+01, 1.373179576723299178e+01
1.916000000000000000e+03, 3.280132319824032550e+01, 1.317204905763705369e+01, 3.461406973876059823e+01, 3.954345681384099009e+01, 1.784036444658331888e+01, 1.273824224024740914e+01, 2.212974576860164078e+01, 2.681920286956524535e+01, 1.239443718755252100e+01, 4.042681803091636716e+00, 1.296515831950171815e+01, 1.097482383463050049e+01, 1.236209788043982805e+01, 1.379624925191573048e+01
1.917000000000000000e+03, 3.281820369247859048e+01, 1.316887356225071137e+01, 3.462135260805781201e+01, 3.954612265998417087e+01, 1.778106886369596040e+01, 1.273968815073601846e+01, 2.212949633009821682e+01, 2.681505642969954550e+01, 1.238831325341778467e+01, 4.052966695322291812e+00, 1.297164185245122603e+01, 1.095555852382700834e+01, 1.235201023636943773e+01, 1.379080630446682854e+01
1.918000000000000000e+03, 3.283148771829485923e+01, 1.316207590387509363e+01, 3.462150767711705868e+01, 3.949896662945060655e+01, 1.774056543644653772e+01, 1.273473756562507475e+01, 2.212957637824922585e+01, 2.682116619239164734e+01, 1.237667664609720397e+01, 4.037228137977122877e+00, 1.297061126505033535e+01, 1.096000538349615994e+01, 1.234815817679953120e+01, 1.381998697892547590e+01
1.919000000000000000e+03, 3.285357716647980197e+01, 1.315970575021584921e+01, 3.463907983311803207e+01, 3.954477155835627400e+01, 1.772247096242769615e+01, 1.273393435798256235e+01, 2.211692271564145429e+01, 2.682837925409924296e+01, 1.236800287881608007e+01, 4.009045753372552312e+00, 1.295869953300578636e+01, 1.095613314801162019e+01, 1.230790468635814428e+01, 1.379915906840314044e+01
1.920000000000000000e+03, 3.290474037778930239e+01, 1.316152781849081599e+01, 3.465134001197001368e+01, 3.959677819449749592e+01, 1.772222780004987541e+01, 1.274442933600965588e+01, 2.211234944306255912e+01, 2.683024370509732748e+01, 1.236075604555224139e+01, 3.988410370354785073e+00, 1.295624947165093666e+01, 1.095703331276814474e+01, 1.234195695658316438e+01, 1.380106472680864194e+01
1.921000000000000000e+03, 3.288266235132675064e+01, 1.315775688901480400e+01, 3.467994792460091702e+01, 3.960829355012158004e+01, 1.770955992265061596e+01, 1.274083929071112742e+01, 2.214257983319257406e+01, 2.682067000924340405e+01, 1.234943370133071738e+01, 4.023737434509849109e+00, 1.295857227861725747e+01, 1.095181188291816454e+01, 1.234052454026117474e+01, 1.378140725055123639e+01
1.922000000000000000e+03, 3.286769510977844533e+01, 1.315613273624682122e+01, 3.468850607510522366e+01, 3.959197387242105037e+01, 1.765581869552481109e+01, 1.273367387233777670e+01, 2.216491629516190542e+01, 2.680996494743397207e+01, 1.234736332778859413e+01, 4.046930007875414681e+00, 1.296739423330655683e+01, 1.093485282051250707e+01, 1.234254689544299666e+01, 1.373871940507734024e+01
1.923000000000000000e+03, 3.280503369662832824e+01, 1.314673185167745295e+01, 3.469061668991975722e+01, 3.955816622050198106e+01, 1.763015359625675416e+01, 1.272306507673809328e+01, 2.216724838911186524e+01, 2.679803549844291410e+01, 1.235311070444375225e+01, 4.029214611142314162e+00, 1.296753941759923379e+01, 1.094268182047897575e+01, 1.233429718072524395e+01, 1.376360358666745221e+01
1.924000000000000000e+03, 3.274299243527343606e+01, 1.315011804090642222e+01, 3.470078349832709819e+01, 3.954100436453415313e+01, 1.761024684570489640e+01, 1.272410578732793951e+01, 2.216882662236694657e+01, 2.678664361506500313e+01, 1.235246070198074975e+01, 4.005656257668823272e+00, 1.297264335126456380e+01, 1.094947544447598808e+01, 1.237152211979221406e+01, 1.382890289104231663e+01
1.925000000000000000e+03, 3.264739683703188433e+01, 1.315196448028908094e+01, 3.472778613202478226e+01, 3.951003863096690338e+01, 1.759805962523004652e+01, 1.272720874102850708e+01, 2.217134512191174878e+01, 2.677508276325180248e+01, 1.235793683175865176e+01, 4.012105503494185044e+00, 1.296723433063548825e+01, 1.094580249782256232e+01, 1.229763846859260568e+01, 1.378909545717415774e+01
1.926000000000000000e+03, 3.256436366073889843e+01, 1.314630596877133506e+01, 3.475935110236616055e+01, 3.950242423277899206e+01, 1.759052632085609247e+01, 1.272860264454080870e+01, 2.218106099553080313e+01, 2.678337819676502818e+01, 1.236425537801242136e+01, 4.026039391443036131e+00, 1.296037210081903801e+01, 1.093924197889977279e+01, 1.227312698605850372e+01, 1.375772512899761324e+01
1.927000000000000000e+03, 3.255874381567042519e+01, 1.314516999285335608e+01, 3.477985246125967222e+01, 3.956155506069509187e+01, 1.756889284697414411e+01, 1.274159263024011501e+01, 2.219904984188746866e+01, 2.679392633836342696e+01, 1.236448057517538857e+01, 4.016489187836276287e+00, 1.295731973806003090e+01, 1.094095855630107472e+01, 1.235634767738522655e+01, 1.382022903010758341e+01
1.928000000000000000e+03, 3.255657190973801818e+01, 1.315709766795753488e+01, 3.477092295434425040e+01, 3.959398057696152762e+01, 1.754071127030081101e+01, 1.274898704419517870e+01, 2.220009370589261621e+01, 2.679568418532776874e+01, 1.237119415296407077e+01, 4.006466013279447402e+00, 1.296088291590853103e+01, 1.094562128738469120e+01, 1.238737385693774939e+01, 1.378482420868705383e+01
1.929000000000000000e+03, 3.254148597221305295e+01, 1.316188305627026089e+01, 3.478066991870949920e+01, 3.960236337494934844e+01, 1.751108936539178629e+01, 1.275300997841878115e+01, 2.219729664275099168e+01, 2.679305178875102555e+01, 1.237211268178786483e+01, 3.984492671246586681e+00, 1.295712998780650871e+01, 1.094113009612039100e+01, 1.234959824775791404e+01, 1.376511675401188484e+01
1.930000000000000000e+03, 3.244560300761683180e+01, 1.315859647543262234e+01, 3.478923196575254906e+01, 3.961367053520530845e+01, 1.747469161510068147e+01, 1.276213988026418811e+01, 2.220094608855627172e+01, 2.678315469684372729e+01, 1.237464928809293951e+01, 3.986060897857315766e+00, 1.295431900312455120e+01, 1.092468728287032320e+01, 1.235134890892155468e+01, 1.379879939546508893e+01
1.931000000000000000e+03, 3.236096248503974948e+01, 1.315318858047784012e+01, 3.480044656591836372e+01, 3.961044971817878491e+01, 1.744090382708549569e+01, 1.276581707316754333e+01, 2.221392608185746909e+01, 2.678402876909185792e+01, 1.238086132822477303e+01, 3.968636811904699968e+00, 1.295507820101632745e+01, 1.091507939228401902e+01, 1.241416391692787080e+01, 1.376431805695628441e+01
1.932000000000000000e+03, 3.237098587477117206e+01, 1.315231941247761327e+01, 3.480631339115685563e+01, 3.961378432544964312e+01, 1.742605856973075973e+01, 1.275091036214656981e+01, 2.224344494152393992e+01, 2.678508355958162568e+01, 1.239223604766871567e+01, 3.975659501280593311e+00, 1.295281985152519866e+01, 1.091725890923011733e+01, 1.239901647181516253e+01, 1.375001230673731278e+01
