year, MPI-ESM1-2-LR, MIROC-ES2L, CNRM-ESM2-1, INM-CM5-0, UKESM1-0-LL, TaiESM1, NorESM2-LM, NorESM2-MM, INM-CM4-8, EC-Earth3-Veg, IPSL-CM6A-LR, ACCESS-ESM1-5, CMCC-ESM2, CanESM5, GFDL-ESM4, CESM2-WACCM
1.912000000000000000e+03, 1.185156278989331513e+00, 9.887802953992792521e-01, 1.266778761009086596e+00, 1.481223878103391511e+00, 1.392466222995244030e+00, 1.356421099297324018e+00, 5.614406312305811886e-01, 6.522777145538508625e-01, 1.518667791804977574e+00, 1.388213089920203203e+00, 7.137597272108821000e-01, 5.703280399857069138e-01, 9.429655711059018453e-01, 8.803842563230291907e-01, 1.196724742825689081e+00, 7.492888382854531182e-01
1.913000000000000000e+03, 1.123256868014881116e+00, 9.777372491337197324e-01, 1.283925436657424202e+00, 1.312736934161371272e+00, 1.346324053547359290e+00, 1.410916991044087743e+00, 5.567251852539797374e-01, 6.403592702958035288e-01, 1.520703505175040382e+00, 1.393452997258066040e+00, 7.531813149888656467e-01, 5.774730100475571337e-01, 7.623014645939950595e-01, 8.970547419197902883e-01, 1.259387377542921849e+00, 7.721046281269292599e-01
1.914000000000000000e+03, 1.108070892188908640e+00, 9.842814843011448156e-01, 1.196721766674394338e+00, 1.341584292197065542e+00, 1.377420690598608388e+00, 1.308118538629766903e+00, 5.873872278460435803e-01, 6.204374696982469795e-01, 1.552693069984084850e+00, 1.321281444025053986e+00, 7.406248026452487698e-01, 5.867937602663426677e-01, 9.031530455217370301e-01, 8.845450858314248821e-01, 1.155096617313083662e+00, 7.475033816986377255e-01
1.915000000000000000e+03, 1.242444082563775032e+00, 9.961910305974222002e-01, 1.313916466297091246e+00, 1.412324698826888048e+00, 1.442172346501217506e+00, 1.325060350552767163e+00, 5.683067354563109408e-01, 6.515644216737762617e-01, 1.481201941379842291e+00, 1.310544369248615615e+00, 6.969213809746318544e-01, 5.554488387712334108e-01, 1.274492903860194204e+00, 9.687311781789522680e-01, 1.107171877948076366e+00, 7.400674780473135428e-01
1.916000000000000000e+03, 1.220335154423136004e+00, 9.848644220394709992e-01, 1.272120482116586127e+00, 1.430082849647781762e+00, 1.469485840270297938e+00, 1.493218597446496432e+00, 5.595964510505411216e-01, 6.709740035433369165e-01, 1.498936171019134900e+00, 1.388482525665936551e+00, 6.866837384513018172e-01, 5.764946904103733782e-01, 1.111165647241606713e+00, 9.020517393667540906e-01, 1.101432031065641803e+00, 7.233808959152286944e-01
1.917000000000000000e+03, 1.157742638030007098e+00, 9.558551966417160317e-01, 1.251804686784315113e+00, 1.409624171653816704e+00, 1.396930189977481085e+00, 1.502507663477274269e+00, 6.146171504104404049e-01, 6.940346757423199175e-01, 1.545390401133625913e+00, 1.428071008052059998e+00, 8.022051888311512169e-01, 5.447487426950081701e-01, 8.357702542559299896e-01, 8.657822597439812640e-01, 1.244509953885622799e+00, 7.188988979277011193e-01
1.918000000000000000e+03, 1.078263902843129562e+00, 9.568325862680440164e-01, 1.286609992418446868e+00, 1.503672713102567338e+00, 1.415378771604433039e+00, 1.487310418784637989e+00, 6.227047292655721877e-01, 7.088523855516245531e-01, 1.600862865102541832e+00, 1.335602245112235797e+00, 8.368801608720384255e-01, 5.595535496489864036e-01, 1.067565991802002401e+00, 8.902791848859759050e-01, 1.135872167215588480e+00, 7.194893322158080196e-01
1.919000000000000000e+03, 1.098762658655563662e+00, 9.869802644106752121e-01, 1.318440171123341109e+00, 1.489942215881740362e+00, 1.488358057744619378e+00, 1.590162229490535983e+00, 6.311588839504621573e-01, 7.017569736218508547e-01, 1.571624918671737703e+00, 1.327321133864781011e+00, 8.114323124158898670e-01, 5.675861150391872112e-01, 1.162803952467754032e+00, 8.932940956636176155e-01, 1.088597366570110081e+00, 7.373869026428070406e-01
1.920000000000000000e+03, 1.098613463518093969e+00, 9.800194296745547984e-01, 1.263819754919384142e+00, 1.432674947322285952e+00, 1.472173789874345440e+00, 1.504834861709166249e+00, 6.296930955524591145e-01, 6.928793850876658889e-01, 1.477645567521126413e+00, 1.297101290355362035e+00, 7.789502863113395570e-01, 5.344242643173778839e-01, 7.651267304598102781e-01, 8.746436557574288617e-01, 1.127650376724489867e+00, 7.543301916362321613e-01
1.921000000000000000e+03, 1.171619214502424455e+00, 9.673652011564866093e-01, 1.262080965021546541e+00, 1.359670697234758086e+00, 1.425206166467983371e+00, 1.521663467509021705e+00, 6.230431563342608836e-01, 6.923392651365912753e-01, 1.597659232583561906e+00, 1.286003091621859218e+00, 6.777495574707345094e-01, 5.593170278179795396e-01, 7.066332988395132020e-01, 9.532736097144497434e-01, 1.302247370905800450e+00, 7.775458716299549211e-01
1.922000000000000000e+03, 1.291412230919840143e+00, 9.518161434580524327e-01, 1.339773254448195061e+00, 1.492106825618031429e+00, 1.389975642458094907e+00, 1.516939949149801015e+00, 6.602372195106716024e-01, 7.429272608102678310e-01, 1.539024538573701806e+00, 1.233824751418127974e+00, 7.998862500398753461e-01, 5.870901907701190359e-01, 9.393623000833822845e-01, 9.327507954749766350e-01, 1.212248558785693930e+00, 7.717539050168669146e-01
1.923000000000000000e+03, 1.249514255281497288e+00, 9.653057040656319865e-01, 1.363018082708015388e+00, 1.397653602391530914e+00, 1.356907210271595554e+00, 1.562097806510348352e+00, 6.498619017640132611e-01, 7.604754523715309134e-01, 1.603671332460944177e+00, 1.175406897183064237e+00, 8.397755786116813947e-01, 5.617064419257243868e-01, 1.171653619444806838e+00, 9.211689501123037083e-01, 1.130237557491320155e+00, 7.554418408665952711e-01
1.924000000000000000e+03, 1.063616149455278936e+00, 9.683861189918545609e-01, 1.363371336268381251e+00, 1.404586974250179310e+00, 1.327399110255339076e+00, 1.437506405118094799e+00, 6.566916195631301578e-01, 7.242718700825635514e-01, 1.605876600467905702e+00, 1.344831070406960150e+00, 7.783202499381912665e-01, 5.788930882964045121e-01, 1.054971944496450709e+00, 9.335228076355784887e-01, 1.065054049237606382e+00, 7.440011367343788429e-01
1.925000000000000000e+03, 1.104780218697781757e+00, 9.827251782926242907e-01, 1.257237140231706629e+00, 1.484460917624137899e+00, 1.332844033613523882e+00, 1.666039062634265155e+00, 6.498985100259178083e-01, 7.242193303896714562e-01, 1.601039472656620388e+00, 1.451033835559124352e+00, 7.294216822468153616e-01, 6.041633748696693118e-01, 1.218965604718377449e+00, 9.657631953069835129e-01, 1.121436855374292829e+00, 7.530617284510304765e-01
1.926000000000000000e+03, 1.196607406158961773e+00, 9.726925087840812001e-01, 1.303637087440005615e+00, 1.417690643330421274e+00, 1.331858877767122085e+00, 1.787746329958817881e+00, 6.716382787347691119e-01, 7.551262637297171398e-01, 1.670909810052980449e+00, 1.314277707745374668e+00, 8.104410189355089056e-01, 5.707893562910154595e-01, 1.206299085992056819e+00, 9.654129066756512723e-01, 1.155543043207258203e+00, 7.344181383647159223e-01
1.927000000000000000e+03, 1.118003205602530192e+00, 9.277259256809100574e-01, 1.335655193712590005e+00, 1.365785382620750221e+00, 1.359631328219671476e+00, 1.574711610597702816e+00, 6.410057641085566971e-01, 7.453613773917471264e-01, 1.597637852472518105e+00, 1.328563999362777137e+00, 8.518540207670721731e-01, 6.057937231368576425e-01, 9.501784871150034117e-01, 1.025450800142442720e+00, 1.048156079923522999e+00, 7.592634587550814995e-01
1.928000000000000000e+03, 1.169657730762643899e+00, 9.391066323782232272e-01, 1.333609172509266472e+00, 1.373411545404542133e+00, 1.401600897232434528e+00, 1.405246892578563056e+00, 6.126755009606473790e-01, 7.341826706560260485e-01, 1.645990060052108905e+00, 1.281174378485130605e+00, 8.097180375061164836e-01, 5.667624039420523507e-01, 8.554569581315503157e-01, 9.651699465785904541e-01, 1.133841382764315009e+00, 7.565523626685726200e-01
1.929000000000000000e+03, 1.209175654685952228e+00, 9.474552295899276722e-01, 1.269265995829457871e+00, 1.448042088172740272e+00, 1.331627402753851497e+00, 1.499751452251239625e+00, 6.001740908539685559e-01, 6.881511255513855785e-01, 1.600081580215926502e+00, 1.360212576026971876e+00, 7.449516465434734558e-01, 5.797005600950245752e-01, 9.578712708876258031e-01, 9.413683095000213719e-01, 1.092817967738776597e+00, 7.789321500078131288e-01
1.930000000000000000e+03, 1.103236551156496992e+00, 9.190352846985094804e-01, 1.300630335756321809e+00, 1.423135829361717120e+00, 1.278609818948337917e+00, 1.604923220245412674e+00, 6.158915461762121124e-01, 6.298041689727598147e-01, 1.435747659213073568e+00, 1.401426482010678765e+00, 7.340579651753484924e-01, 5.943163565828565309e-01, 1.121886889168704826e+00, 9.551368622398819230e-01, 1.125412348839183840e+00, 7.427658367363005887e-01
1.931000000000000000e+03, 1.108829775634496029e+00, 9.354573882882091240e-01, 1.205583319789280017e+00, 1.424043608483282597e+00, 1.349538175238099269e+00, 1.325558979098899970e+00, 6.213336024497623233e-01, 6.417625874356253091e-01, 1.474480400103737487e+00, 1.321437840278731457e+00, 7.864649505089903458e-01, 6.190542232494916641e-01, 9.736497488835007541e-01, 1.006936691275039264e+00, 1.082345018465133313e+00, 7.560806234027237505e-01
1.932000000000000000e+03, 1.181387349711756851e+00, 9.558416495313035721e-01, 1.401729798840576802e+00, 1.412113816700867996e+00, 1.400778039075248227e+00, 1.408047930331571607e+00, 6.207000499184479603e-01, 7.174526369469284015e-01, 1.640833915450017999e+00, 1.321018032560551170e+00, 8.063184997847535618e-01, 5.725295533056498076e-01, 7.928279377672928785e-01, 9.643396370704814258e-01, 1.231470569054512465e+00, 7.792551079546282677e-01
1.933000000000000000e+03, 1.115642697985693488e+00, 9.547273078403921698e-01, 1.475350434925551069e+00, 1.496882636462906868e+00, 1.359333691819205381e+00, 1.610671136354099531e+00, 5.983535156514838693e-01, 7.150494735590398054e-01, 1.609299274844721017e+00, 1.426719616047625205e+00, 7.695221929126522253e-01, 5.738365943532239832e-01, 1.000989815642381320e+00, 9.635764049423377609e-01, 1.193807474084362275e+00, 7.957428834731081757e-01
1.934000000000000000e+03, 1.049776692641875453e+00, 9.623582360124239843e-01, 1.426376828229140692e+00, 1.540974122137908520e+00, 1.409536442055854932e+00, 1.375363792850788025e+00, 6.357287251698859887e-01, 6.611630271296163874e-01, 1.528545933263423695e+00, 1.334745552179850359e+00, 7.608120120319119550e-01, 5.713629798607758881e-01, 1.295448429332049844e+00, 9.994825141898274756e-01, 1.318471975474097224e+00, 8.109725668632525863e-01
1.935000000000000000e+03, 1.018686542805246287e+00, 9.473783623151852407e-01, 1.443448648346960628e+00, 1.422400582997492835e+00, 1.418384244228924285e+00, 1.435187031907215971e+00, 6.448267016289577214e-01, 6.496714530995842951e-01, 1.532802453157916966e+00, 1.202162167616197097e+00, 8.029329090771228916e-01, 5.784326282355619631e-01, 1.035476977447048696e+00, 9.517030435365912977e-01, 1.142216195312756755e+00, 7.574197669982913883e-01
1.936000000000000000e+03, 1.053447356655897726e+00, 9.518489619416349301e-01, 1.393226206274525980e+00, 1.444969716164728357e+00, 1.455459079884488860e+00, 1.396309331818656130e+00, 6.660781509064278572e-01, 6.704549215258620576e-01, 1.629441293859166695e+00, 1.323415031318424750e+00, 9.190451859557472458e-01, 5.584203086817605133e-01, 8.894324231968434580e-01, 1.040202302303844695e+00, 1.085964831015508114e+00, 7.235538602401280217e-01
1.937000000000000000e+03, 1.196422710198714601e+00, 9.650528155306834499e-01, 1.386002392951009243e+00, 1.437525194557346397e+00, 1.451325160471569342e+00, 1.505054947452570069e+00, 6.530517182694076661e-01, 6.658887423491085533e-01, 1.630938599677103085e+00, 1.356634114692042203e+00, 8.632036308505856015e-01, 5.483165741282471917e-01, 1.007977917683292146e+00, 1.009199774706545982e+00, 1.091289374803813716e+00, 7.638049031045269777e-01
1.938000000000000000e+03, 1.198034936547847318e+00, 9.460625672808832265e-01, 1.470233373571876223e+00, 1.506640266186341393e+00, 1.393482865259861425e+00, 1.504207365104295535e+00, 6.525283310286762450e-01, 6.617452909352549151e-01, 1.530221679965422465e+00, 1.210836758335649410e+00, 7.631248058614579222e-01, 5.596054348107407650e-01, 1.100709785383776618e+00, 9.743943884725904114e-01, 1.158997231925049665e+00, 7.283251658480869306e-01
1.939000000000000000e+03, 1.254348691384505665e+00, 9.235411288275109376e-01, 1.511422979081351370e+00, 1.440790264818487598e+00, 1.334801930154198901e+00, 1.598632169494419886e+00, 6.565009302829044602e-01, 6.822993814229133536e-01, 1.511252702302971151e+00, 1.255401963797404097e+00, 8.314314743039769029e-01, 5.824927357009831441e-01, 9.370316765333751574e-01, 9.620451312215114736e-01, 1.087725945212073997e+00, 7.369047597211320078e-01
1.940000000000000000e+03, 1.240963136492868379e+00, 9.330642438594335397e-01, 1.380736968027950651e+00, 1.481552423970489807e+00, 1.351061162121558246e+00, 1.384765914579883406e+00, 5.972115692528892072e-01, 6.873164766129440384e-01, 1.617009196929984682e+00, 1.372445944362365333e+00, 8.342798375908786479e-01, 6.230859982940717412e-01, 8.155465395431781284e-01, 9.678634659230090920e-01, 1.022671522640699937e+00, 7.275548909824964827e-01
1.941000000000000000e+03, 1.218154711621965092e+00, 8.794160090386028417e-01, 1.162524525403626718e+00, 1.465937102620531229e+00, 1.399208664676254044e+00, 1.340936713008167080e+00, 6.090923151256950607e-01, 6.967669351120450161e-01, 1.614001525969720019e+00, 1.450244546852835104e+00, 8.256539840614836034e-01, 6.306768568026662747e-01, 8.150521184302036426e-01, 9.790278631880612314e-01, 1.285744926767474539e+00, 7.718365244728665475e-01
1.942000000000000000e+03, 1.105738589629932322e+00, 9.486177351964901749e-01, 1.314605891799212500e+00, 1.400796340891337532e+00, 1.414760639315349122e+00, 1.455587113500688812e+00, 5.989579965559838071e-01, 6.925045129266306221e-01, 1.619002029708485280e+00, 1.328620325989186668e+00, 7.019326352189461105e-01, 6.076306418497572359e-01, 1.205555570309012836e+00, 1.007535381373379835e+00, 1.133451834499912936e+00, 7.456688866681765449e-01
1.943000000000000000e+03, 1.107739900307832537e+00, 9.456424584485995100e-01, 1.264129661318673659e+00, 1.497561051968404611e+00, 1.337348845357483551e+00, 1.380367519604305482e+00, 6.232002239853977610e-01, 7.149864314173323132e-01, 1.621024689449783285e+00, 1.262285421192775869e+00, 8.300979878971974646e-01, 5.775412817707474833e-01, 1.527091040597270855e+00, 1.017703980807032060e+00, 1.193206301198636687e+00, 7.193771556203021333e-01
1.944000000000000000e+03, 1.199402784641797837e+00, 9.528614905659562595e-01, 1.181770616922877215e+00, 1.463930957568752689e+00, 1.329990992135439143e+00, 1.378082348732030837e+00, 6.048289878036325895e-01, 7.240308109215138899e-01, 1.547416912657977983e+00, 1.342882525843233976e+00, 7.478031348118203692e-01, 5.874092842834955919e-01, 1.197136581561754953e+00, 9.653596233796980508e-01, 1.091189854533268999e+00, 6.949601213802334421e-01
1.945000000000000000e+03, 1.201769106226386885e+00, 9.236877879756766330e-01, 1.065655019131873882e+00, 1.475454012689940031e+00, 1.358365313020654774e+00, 1.472119966562408733e+00, 6.249611974581604779e-01, 7.255062768259591399e-01, 1.552048774035702516e+00, 1.315135414640093980e+00, 8.144942905410995637e-01, 5.903368041250359743e-01, 8.476778748515262363e-01, 9.730213067749597933e-01, 1.273052648756257232e+00, 7.495610603647827608e-01
1.946000000000000000e+03, 1.056004963261347074e+00, 9.382701472015281263e-01, 1.237354384120573636e+00, 1.381784010726054168e+00, 1.365708166194300910e+00, 1.641748259855410952e+00, 6.048806116492980722e-01, 6.613285398212833677e-01, 1.633823159962255689e+00, 1.188829759498775562e+00, 8.561060090019311231e-01, 6.286281240635139822e-01, 9.487088771401180898e-01, 8.981369995840524645e-01, 1.104011628645718224e+00, 7.760550259343206303e-01
1.947000000000000000e+03, 1.105886451376566049e+00, 9.119670650496946029e-01, 1.150439096618453449e+00, 1.345746077653643180e+00, 1.378989795062136592e+00, 1.689550794745745099e+00, 6.083529971633216960e-01, 6.289932696344306962e-01, 1.683621525119907369e+00, 1.243024248085221162e+00, 8.228441968979998133e-01, 6.476974890302876764e-01, 9.270062926488470412e-01, 1.000654863302696151e+00, 9.167318699301852947e-01, 8.431119568289009436e-01
1.948000000000000000e+03, 1.244673410001604363e+00, 9.147379399753244877e-01, 1.233946399180649189e+00, 1.486917640925022210e+00, 1.287977361704658597e+00, 1.594149205229716371e+00, 5.750425118829823878e-01, 6.504785562534073362e-01, 1.607910126512588356e+00, 1.286443125696032252e+00, 8.146704568804664648e-01, 6.342737195610570478e-01, 1.192134361946584509e+00, 9.811829731901668961e-01, 1.020938374556232375e+00, 7.965928084056983494e-01
1.949000000000000000e+03, 1.294862062461802354e+00, 8.969705645826722140e-01, 1.354034350564502276e+00, 1.600505470951818943e+00, 1.331421295791695325e+00, 1.538306559465633327e+00, 6.365303317339694456e-01, 6.945315279703163647e-01, 1.770784328876102487e+00, 1.234041854057500442e+00, 7.575467067765495610e-01, 6.286581880147567025e-01, 1.258696756418032026e+00, 9.734124701862395534e-01, 1.058373791109647799e+00, 7.743151143163068406e-01
1.950000000000000000e+03, 1.187316357738216865e+00, 8.534490037607707080e-01, 1.262782602519202824e+00, 1.460902023686451168e+00, 1.348502131270063353e+00, 1.492616797048213595e+00, 6.277479567221155854e-01, 6.642207126694713581e-01, 1.539127694781856182e+00, 1.230554488250152012e+00, 9.343625525785813624e-01, 6.220833550519208055e-01, 1.160294336896540157e+00, 9.927399826361947843e-01, 1.037031918257627527e+00, 7.765036296301026653e-01
1.951000000000000000e+03, 1.104796810404316432e+00, 8.815065853774880500e-01, 1.303070497250782944e+00, 1.384087155926283952e+00, 1.351079867989906980e+00, 1.544271003284929833e+00, 6.175168997739568510e-01, 6.641516373525739869e-01, 1.564406956546600336e+00, 1.256586294185383368e+00, 8.509813589986177096e-01, 5.971557335692309065e-01, 1.141471251761157601e+00, 9.852924646644122264e-01, 1.113174055524054795e+00, 7.325958267317819184e-01
1.952000000000000000e+03, 1.168781596289882874e+00, 8.756382548902718055e-01, 1.419445151452623177e+00, 1.437760816433093725e+00, 1.363943090894367494e+00, 1.527191383511179001e+00, 6.585691055888551748e-01, 6.522986440060092317e-01, 1.545239727483233017e+00, 1.239468011506539291e+00, 8.287170714915998992e-01, 6.339163003893089066e-01, 1.094661348093143083e+00, 9.927490018955537066e-01, 1.107833134280152176e+00, 7.288791277273057867e-01
1.953000000000000000e+03, 1.193834179252186267e+00, 8.721754832650118194e-01, 1.356741431766925299e+00, 1.511568666167900643e+00, 1.344490440412450027e+00, 1.579236669132186854e+00, 6.300539857683168377e-01, 6.789498553594217611e-01, 1.570112727406071329e+00, 1.185997672180792328e+00, 7.585156213263635205e-01, 6.396262255978468758e-01, 9.066469754658039726e-01, 1.064522888284786806e+00, 1.078696891559744575e+00, 7.307795007257261721e-01
1.954000000000000000e+03, 1.208915736249476902e+00, 8.736238907488504957e-01, 1.275777575978882972e+00, 1.516230172014689126e+00, 1.334136114883187840e+00, 1.655463108965982810e+00, 6.229810433894037436e-01, 6.519191228193785825e-01, 1.589617739336118163e+00, 1.196810267257163662e+00, 8.533693000728443945e-01, 5.954965333919012282e-01, 9.665015606891949052e-01, 1.026622129036468989e+00, 1.004996093548950142e+00, 7.586455163298541082e-01
1.955000000000000000e+03, 1.240140975310766391e+00, 8.885934460315507710e-01, 1.426260593593704051e+00, 1.417464014323852606e+00, 1.425770078792734097e+00, 1.543064044293202874e+00, 5.802394921987090726e-01, 6.588521290591825563e-01, 1.536119536819750220e+00, 1.351135190090435589e+00, 8.041972870332885215e-01, 6.686211174955367653e-01, 1.122117009410419586e+00, 1.030931144266565180e+00, 1.079505480224909775e+00, 7.666935614471728222e-01
1.956000000000000000e+03, 1.214809473784440819e+00, 8.828991072429968057e-01, 1.225466238243481110e+00, 1.426239178690130061e+00, 1.521408045464753167e+00, 1.327571613393804029e+00, 6.094871749117768411e-01, 6.998632014796615231e-01, 1.516592878915423048e+00, 1.339616882162680600e+00, 7.287043019227371632e-01, 6.251650609127852309e-01, 1.169036607335468103e+00, 1.007727791580161236e+00, 1.161702355220366911e+00, 7.544110610203044187e-01
1.957000000000000000e+03, 1.150310017452104816e+00, 8.812435654773308480e-01, 1.306210096741336146e+00, 1.377526709679288919e+00, 1.492817801727893690e+00, 1.360317476781120360e+00, 5.949348036096826497e-01, 7.171933013730102946e-01, 1.546913690655863149e+00, 1.273256821981521236e+00, 7.581398477427007121e-01, 6.155222363142935915e-01, 1.036344351408845510e+00, 1.008823375007087630e+00, 1.153285616895747934e+00, 7.254415172875037232e-01
1.958000000000000000e+03, 1.283565784859758363e+00, 8.693303378686224603e-01, 1.252216512511495905e+00, 1.410800927419986417e+00, 1.386280753330153770e+00, 1.388457677308720939e+00, 5.790059423639482006e-01, 7.271974047182697687e-01, 1.533038248872469866e+00, 1.275183627727457969e+00, 7.051496395265594019e-01, 6.321366136666017876e-01, 7.928465361264086519e-01, 1.020493209119958999e+00, 1.075638769082128743e+00, 7.345179980337087633e-01
1.959000000000000000e+03, 1.174888743851257633e+00, 8.700166383211023202e-01, 1.289259750054288389e+00, 1.382133887209781919e+00, 1.355012889033585077e+00, 1.549469170677167940e+00, 5.601844918964854481e-01, 7.279732802584690798e-01, 1.564138076745923200e+00, 1.319227159327715837e+00, 8.020225339088643546e-01, 5.998056877028077327e-01, 9.072177406829212698e-01, 1.061193530636690641e+00, 9.486166704184123555e-01, 7.766744261057006993e-01
1.960000000000000000e+03, 1.083241334670967726e+00, 8.673324282738417157e-01, 1.427412323813501249e+00, 1.505457767934629043e+00, 1.448942520483543106e+00, 1.414501891510408838e+00, 6.052714122277434994e-01, 7.059982234769249798e-01, 1.564581246126119707e+00, 1.349299557173095465e+00, 7.307381831575254783e-01, 6.049106746330908946e-01, 1.222435999626857894e+00, 1.004397448912905055e+00, 1.033570016544190784e+00, 8.054418533789442503e-01
1.961000000000000000e+03, 1.137453121921877974e+00, 8.422470302110940388e-01, 1.359364239464507351e+00, 1.495214693049369936e+00, 1.422949068263701600e+00, 1.460366287118697537e+00, 5.696908505071930362e-01, 6.749694355020338099e-01, 1.551839157707128658e+00, 1.306858787808849565e+00, 8.131304147781034386e-01, 6.144031687129366537e-01, 9.830370120668967537e-01, 1.024061561166436096e+00, 1.017412029436999932e+00, 8.572851159026420031e-01
1.962000000000000000e+03, 1.207620378160809027e+00, 8.875160375169438565e-01, 1.271377052603590574e+00, 1.426612038193295184e+00, 1.300918944547708289e+00, 1.309854872223133349e+00, 5.740275266355624462e-01, 6.421188095047417610e-01, 1.546507038788412780e+00, 1.340632189323056389e+00, 8.092942696159940441e-01, 6.156947560363276173e-01, 8.945609354888429676e-01, 1.064648232037018083e+00, 1.037554010246748648e+00, 7.644712257863012228e-01
1.963000000000000000e+03, 1.180660790633854873e+00, 9.082945484223973187e-01, 1.279301488520110164e+00, 1.424660563644288835e+00, 1.396043047751001298e+00, 1.532314257413937009e+00, 6.091365409002759135e-01, 6.450951075154136571e-01, 1.560829590405869771e+00, 1.337416779710809855e+00, 8.529356957544899087e-01, 5.951311334034111722e-01, 9.401466188940892366e-01, 1.011121288816373642e+00, 1.131571636814264981e+00, 7.169228605872558502e-01
1.964000000000000000e+03, 1.271745445500818361e+00, 9.196172031821779891e-01, 1.225899362875834786e+00, 1.482949060363069727e+00, 1.411885209295285826e+00, 1.541692819026328598e+00, 6.355210787342102652e-01, 6.707146247644301118e-01, 1.605389837544494824e+00, 1.259251420799102794e+00, 7.686992885232389883e-01, 6.506918232358648302e-01, 1.201140574089676782e+00, 1.028176203040723991e+00, 1.113085946205340182e+00, 7.820616267732680704e-01
1.965000000000000000e+03, 1.166825073076635633e+00, 8.992219853170805299e-01, 1.316394724927477444e+00, 1.397108561274140071e+00, 1.404795310302040967e+00, 1.541296228242731825e+00, 5.901845606064040073e-01, 6.925246893133311099e-01, 1.532667444704865156e+00, 1.290891015155893662e+00, 7.116897887053973415e-01, 6.549843599568659913e-01, 1.235287838540966243e+00, 1.043610773544085379e+00, 9.352010331564090118e-01, 7.848294319898271310e-01
1.966000000000000000e+03, 1.145650361412094087e+00, 8.671858308834328177e-01, 1.162577486451182862e+00, 1.424868093663442803e+00, 1.490971457377782139e+00, 1.516159060050581875e+00, 5.735263252079899621e-01, 7.192624134407378245e-01, 1.552464474679087214e+00, 1.305847206814001682e+00, 7.715096490586811351e-01, 6.618706873821645909e-01, 1.020525162502120775e+00, 1.030835836201097644e+00, 1.032847774468719892e+00, 7.798945943347992404e-01
1.967000000000000000e+03, 1.108369538190384196e+00, 8.876107397725729875e-01, 1.340256197496433987e+00, 1.464987451643107841e+00, 1.473700148617326011e+00, 1.471943707964427306e+00, 6.092503946804226356e-01, 7.684360807424889250e-01, 1.515355168521119289e+00, 1.226390975247249715e+00, 8.065016779136108260e-01, 6.333745282225564655e-01, 8.909980159350066042e-01, 1.045061829316844548e+00, 9.521429814511490619e-01, 7.947183537923885321e-01
1.968000000000000000e+03, 1.032314366512096848e+00, 8.800146558746029246e-01, 1.358745884053800701e+00, 1.427541156952492951e+00, 1.419251780170086574e+00, 1.231115453526347547e+00, 6.307475542517408940e-01, 8.254776789350620758e-01, 1.458840669458021821e+00, 1.267060726352918332e+00, 7.982897479219919212e-01, 5.996317024863314638e-01, 8.338366054203841804e-01, 1.059350086889806253e+00, 9.530382507875870823e-01, 8.022947863091532961e-01
1.969000000000000000e+03, 1.195517186255616426e+00, 8.508157116407941700e-01, 1.446928114624297823e+00, 1.447368637530624058e+00, 1.323118461379601429e+00, 1.514327945957538279e+00, 6.174071022009142151e-01, 8.577150994147267893e-01, 1.520874520195638624e+00, 1.301607709709397653e+00, 6.772387115555612569e-01, 5.963722003801655847e-01, 1.156115091148464558e+00, 1.002815848092232232e+00, 1.014830599658878452e+00, 8.111379333930113233e-01
1.970000000000000000e+03, 1.193137606910058102e+00, 8.395794355062901060e-01, 1.476245764066771660e+00, 1.428822941515003775e+00, 1.347767007675045425e+00, 1.520837379901003317e+00, 6.340737038688623040e-01, 8.561970940531549168e-01, 1.492617802523083181e+00, 1.182244536637029997e+00, 6.928944042404613368e-01, 6.222014280190575342e-01, 1.524782771176122154e+00, 1.031578458780976204e+00, 9.388733671093395516e-01, 8.344748442751311890e-01
1.971000000000000000e+03, 1.157838939848678139e+00, 8.827295407054694953e-01, 1.474034763677027682e+00, 1.334967381259082098e+00, 1.363040566486847460e+00, 1.370403596676823321e+00, 6.404493384625297159e-01, 8.383858265040726732e-01, 1.550423422497088977e+00, 1.242395065840590451e+00, 8.485382993849601707e-01, 6.116301683841949277e-01, 1.448008016452805524e+00, 1.019827392958952306e+00, 1.088142046848445732e+00, 8.486517257361541056e-01
1.972000000000000000e+03, 1.106221349350291039e+00, 9.108787659390151781e-01, 1.392102447589733893e+00, 1.401248246983968215e+00, 1.341402764287559002e+00, 1.560227398598746484e+00, 6.578060161874305090e-01, 7.812971691202669211e-01, 1.577864478798490566e+00, 1.364925625125106956e+00, 7.985356772263128011e-01, 6.382231590635906171e-01, 1.251478951533359751e+00, 1.066583587284211765e+00, 1.069061826790467018e+00, 8.029100159194956232e-01
1.973000000000000000e+03, 1.034239939839216138e+00, 9.096817068852348642e-01, 1.294521809664179957e+00, 1.414831085768069707e+00, 1.306104719103894585e+00, 1.673128898255752395e+00, 6.304010471124175119e-01, 7.188038868746733367e-01, 1.597063508759120287e+00, 1.343624568145133091e+00, 7.554756433994085363e-01, 6.244606314395074742e-01, 1.107907950714832168e+00, 1.093036350552003100e+00, 1.061358513745950694e+00, 7.763078259529987424e-01
