year, MPI-ESM1-2-LR, MIROC-ES2L, CNRM-ESM2-1, INM-CM5-0, UKESM1-0-LL, TaiESM1, NorESM2-LM, NorESM2-MM, INM-CM4-8, EC-Earth3-Veg, IPSL-CM6A-LR, ACCESS-ESM1-5, CMCC-ESM2, CanESM5, GFDL-ESM4, CESM2-WACCM
1.860000000000000000e+03, 1.254995645243371261e+00, 1.000363028010402555e+00, 1.474168364132559139e+00, 1.362729897535808421e+00, 1.410809391481101960e+00, 1.472893055049992794e+00, 6.218467745973530469e-01, 6.740827166400186199e-01, 1.599320198998505083e+00, 1.393590991648197663e+00, 7.696506705825726380e-01, 5.599052225580579689e-01, 8.086710629201551148e-01, 8.651418122823242296e-01, 1.222798313789219771e+00, 7.478884877353912941e-01
1.861000000000000000e+03, 1.050283715722968303e+00, 9.990750386024215279e-01, 1.327303613814421634e+00, 1.446390408846720765e+00, 1.384939713650872095e+00, 1.438590971843699995e+00, 6.338568633742845959e-01, 7.270311644737458279e-01, 1.546432348634628529e+00, 1.423999080995867139e+00, 7.391296040196172479e-01, 5.371486707078222400e-01, 7.697586189878631302e-01, 9.087908573524683398e-01, 1.332425467571337174e+00, 7.815273071661090754e-01
1.862000000000000000e+03, 1.143647079801231259e+00, 1.001426521381570067e+00, 1.302735500421006609e+00, 1.426622733038559687e+00, 1.401836002267950354e+00, 1.578372350584347661e+00, 6.183038643227818376e-01, 7.472197676389824572e-01, 1.593651832613383057e+00, 1.385359047363116325e+00, 6.705836106883531489e-01, 5.330728142118573709e-01, 8.340769124074440821e-01, 8.830313589877191172e-01, 1.119475871769770814e+00, 7.743536924050604675e-01
1.863000000000000000e+03, 1.134942527368356213e+00, 9.759026493888062204e-01, 1.248542453768006100e+00, 1.455047978672253439e+00, 1.481340984011756623e+00, 1.471775137488812391e+00, 6.412763166241863821e-01, 7.064284426196228983e-01, 1.599853914320266579e+00, 1.306877054867586541e+00, 8.362222062482049800e-01, 5.262046041609479419e-01, 9.728433319885942954e-01, 8.926742731743186887e-01, 1.114063911023300379e+00, 7.708885957323289295e-01
1.864000000000000000e+03, 1.170319330677316083e+00, 9.633607673137494221e-01, 1.355034075451347464e+00, 1.440256677283495712e+00, 1.461467465887012596e+00, 1.444231319357045962e+00, 6.450767777753380061e-01, 6.902034000487300425e-01, 1.629914261952603249e+00, 1.314701272846773961e+00, 7.542059153536265770e-01, 5.268523151785646785e-01, 9.542384449389689216e-01, 8.725340810865613861e-01, 1.238291469750945062e+00, 7.619266245676815652e-01
1.865000000000000000e+03, 1.326984160089596854e+00, 9.531543639445196892e-01, 1.486357499480394528e+00, 1.406550953267802662e+00, 1.455733927094598368e+00, 1.344022786434824424e+00, 6.219067462407300573e-01, 7.080391781931700823e-01, 1.598250213383453966e+00, 1.466698899178635385e+00, 7.400230134532780335e-01, 5.261362449900364169e-01, 9.900905340734015292e-01, 9.434232589194744278e-01, 1.198343066008061619e+00, 6.929794512879768886e-01
1.866000000000000000e+03, 1.277354412637135228e+00, 9.774873416449987307e-01, 1.225149495683384160e+00, 1.343715226726785561e+00, 1.402439440679708937e+00, 1.418543062194769222e+00, 6.483359843414440160e-01, 6.451762996215005819e-01, 1.566909262431999350e+00, 1.379276037592307658e+00, 6.248995497175374725e-01, 5.406351808555946992e-01, 8.333144675660942857e-01, 8.989466289681423694e-01, 1.060163525394539397e+00, 6.812840603497078984e-01
1.867000000000000000e+03, 1.284821525978721235e+00, 9.890611884110235286e-01, 1.201782094949720436e+00, 1.401257290798388011e+00, 1.328100970981673790e+00, 1.701179805226797681e+00, 6.479981347490960664e-01, 6.261189555286368336e-01, 1.562856259555970073e+00, 1.330341946973688794e+00, 6.914561267609147244e-01, 5.396821110352612028e-01, 8.230514570878544323e-01, 8.732239238284500438e-01, 1.167382193837244841e+00, 6.321357942568424093e-01
1.868000000000000000e+03, 1.308887521660298203e+00, 9.834056629655167914e-01, 1.222725942296125412e+00, 1.368600611957407676e+00, 1.412409492513156950e+00, 1.856834848107786984e+00, 5.726557645914315264e-01, 6.625524377676130783e-01, 1.524188691792525807e+00, 1.352321364147113902e+00, 7.617180527732767548e-01, 5.268397143630232371e-01, 7.827051668567347464e-01, 8.667721045196793428e-01, 1.261190391454092952e+00, 6.607470428986050859e-01
1.869000000000000000e+03, 1.200975496470686021e+00, 9.702923702059987887e-01, 1.352686400193042093e+00, 1.320672702890786532e+00, 1.548977851826856433e+00, 1.766227144738823363e+00, 5.569143224458985575e-01, 6.712411026437729022e-01, 1.546750939302320438e+00, 1.474810320346646053e+00, 7.949641493561599992e-01, 5.283032871975420486e-01, 1.124814204390784944e+00, 8.942511101588521694e-01, 1.270073216554287843e+00, 7.167025492747313153e-01
1.870000000000000000e+03, 1.099137282977978858e+00, 9.847157876119773112e-01, 1.406405656124789516e+00, 1.381162497860538352e+00, 1.583103610638832315e+00, 1.606149010231224583e+00, 5.958139097133294815e-01, 6.625642455482537718e-01, 1.561881476722357442e+00, 1.424525674935230413e+00, 6.867983669313691975e-01, 5.634785335828306208e-01, 1.191772170157819222e+00, 9.016290928948396122e-01, 1.279452894661407658e+00, 6.981263142087776874e-01
1.871000000000000000e+03, 1.217804547259859760e+00, 9.782136768901351642e-01, 1.279703706809369734e+00, 1.389082243066968925e+00, 1.552013241545111555e+00, 1.525736747263731541e+00, 5.461488513469993089e-01, 7.023987779990978897e-01, 1.511437997549262224e+00, 1.281275394096005771e+00, 7.132783942661812260e-01, 5.516844772548179510e-01, 7.380457869254493097e-01, 8.615310746609111670e-01, 1.055794254549853095e+00, 7.605671852984556836e-01
1.872000000000000000e+03, 1.162713735029882400e+00, 9.538862797101576030e-01, 1.291378961089927779e+00, 1.427110721830333606e+00, 1.427477698422811470e+00, 1.545505731450472986e+00, 6.223257378422977215e-01, 7.339287816872192005e-01, 1.533087260555347164e+00, 1.262259257237871246e+00, 7.526702783617633674e-01, 5.587765072336208227e-01, 7.382350929608166856e-01, 8.782455249492161498e-01, 1.055943232543609334e+00, 7.647041496234555646e-01
1.873000000000000000e+03, 1.177846150532370517e+00, 1.001244662976190636e+00, 1.388760347747324486e+00, 1.354637930728282535e+00, 1.426789952095527170e+00, 1.491332860193858911e+00, 6.281447228760139723e-01, 7.050936533447106358e-01, 1.684434223707408362e+00, 1.290208669246041717e+00, 7.741146040076478663e-01, 5.522620534644583357e-01, 8.329293370178539879e-01, 8.648471261275157973e-01, 9.908631115821884272e-01, 7.881576213905886474e-01
1.874000000000000000e+03, 1.204602548831169795e+00, 9.759664551823278300e-01, 1.481952489218032243e+00, 1.385524833536391887e+00, 1.474683345525425793e+00, 1.439550607814757965e+00, 5.833229084716204937e-01, 6.791619691932367919e-01, 1.609552941050872654e+00, 1.415859530363884122e+00, 8.631694643701944836e-01, 5.573719455776697806e-01, 9.235671888521104211e-01, 9.182953065194197073e-01, 1.113415856353521027e+00, 7.359114627574605549e-01
1.875000000000000000e+03, 1.231009655658217516e+00, 9.751109382939412429e-01, 1.301622428629593431e+00, 1.389194816448798164e+00, 1.496746521926584750e+00, 1.612593828763293713e+00, 5.960897904640568568e-01, 6.790090974562722481e-01, 1.616017841664068477e+00, 1.553348116594695627e+00, 8.801658058377106464e-01, 5.801942343407976432e-01, 1.237359026716756238e+00, 9.042861684797726118e-01, 1.139462028403385618e+00, 7.392035054339832767e-01
1.876000000000000000e+03, 1.218401585683744681e+00, 9.369884582559665498e-01, 1.328404896828245585e+00, 1.389029249990441972e+00, 1.502859206143165371e+00, 1.498968857202236604e+00, 6.311430356544127651e-01, 6.979613539800676447e-01, 1.593378810870205831e+00, 1.368595503780782430e+00, 8.254514476924478261e-01, 6.214957767274182920e-01, 1.041423403157009986e+00, 9.368065189833352235e-01, 1.231645069805039405e+00, 7.151433541310886488e-01
1.877000000000000000e+03, 1.283458269791716289e+00, 9.570871018499477190e-01, 1.222713271946839431e+00, 1.433806694494355272e+00, 1.429962861534001872e+00, 1.588317218894610194e+00, 6.214852743482632835e-01, 6.851944621896391974e-01, 1.641287417332012888e+00, 1.146923098566702492e+00, 7.818327720687248128e-01, 5.647430441396336098e-01, 6.607354340957849459e-01, 9.188775952217266285e-01, 1.266069017485732529e+00, 7.195471363169987367e-01
1.878000000000000000e+03, 1.185333174362536157e+00, 9.661473607172245126e-01, 1.332155778358295350e+00, 1.406802630144819766e+00, 1.467115689912626531e+00, 1.565008521560931287e+00, 6.766432342822019663e-01, 6.824106527204961692e-01, 1.601286596477180746e+00, 1.106039097105100844e+00, 8.943497871934609211e-01, 5.672438367124019720e-01, 7.532643082294694370e-01, 8.846416075665545220e-01, 1.270349558047991101e+00, 7.108080154486899893e-01
1.879000000000000000e+03, 1.100661761972728137e+00, 9.801405418389721458e-01, 1.331987021774251767e+00, 1.376840617090663743e+00, 1.421145201435067840e+00, 1.368014466538088447e+00, 6.315288937919875112e-01, 6.918827917727111698e-01, 1.521213618449623883e+00, 1.261457384137470550e+00, 8.617542710927059701e-01, 5.659509391101722464e-01, 8.396548294375326682e-01, 8.783293977001590536e-01, 1.379405101111135457e+00, 7.264468121365170727e-01
1.880000000000000000e+03, 1.118285696249873062e+00, 9.809944693295370444e-01, 1.370735522541290941e+00, 1.417309523948069971e+00, 1.378564506823505287e+00, 1.411879969210761754e+00, 6.342150559240127272e-01, 6.861962108030291718e-01, 1.555989988597302309e+00, 1.393550289294541944e+00, 8.436326817886913298e-01, 5.661406065459803072e-01, 9.160907085706773145e-01, 9.326288420468229479e-01, 1.075879253115695988e+00, 7.776633776364291206e-01
1.881000000000000000e+03, 1.230661495357449509e+00, 9.745567107453906308e-01, 1.339341491150310093e+00, 1.493129632652825833e+00, 1.410448500294730456e+00, 1.623128528766410339e+00, 6.294099742888694671e-01, 6.236228694784803350e-01, 1.578274603921228314e+00, 1.256668935142282395e+00, 7.341407187249240351e-01, 5.680717157544603602e-01, 1.017563467283811862e+00, 9.163460054968658453e-01, 1.065226443136852996e+00, 7.779502306822284607e-01
1.882000000000000000e+03, 1.271010976606895326e+00, 9.866049147766774441e-01, 1.197210823740609831e+00, 1.377651761352198800e+00, 1.408249991623605535e+00, 1.337193105687063399e+00, 6.212534066759456408e-01, 6.098703051954649235e-01, 1.569698789759299995e+00, 1.285746183746885762e+00, 7.846213171873925862e-01, 5.589160132296472350e-01, 9.488888032162895447e-01, 9.001539916123582064e-01, 1.202525020951795254e+00, 7.626778425868877553e-01
1.883000000000000000e+03, 1.130790582003922351e+00, 9.961192406923393694e-01, 1.412411861548375391e+00, 1.466605764119183863e+00, 1.588554783439636076e+00, 1.295596575524326166e+00, 5.869887012007686256e-01, 6.752461984706059628e-01, 1.513309048559197123e+00, 1.354927745557948260e+00, 8.198299477814453562e-01, 5.844682166850639904e-01, 9.699896469597432125e-01, 9.162056089271677362e-01, 1.122922818099892250e+00, 7.002373626962880016e-01
1.884000000000000000e+03, 1.126697685143912109e+00, 9.849226979305026886e-01, 1.304226591832144289e+00, 1.360881149690362335e+00, 1.457715868179189300e+00, 1.515902602263704768e+00, 5.950667982613191409e-01, 7.182031180938440729e-01, 1.472397460169750927e+00, 1.277470028460073292e+00, 7.465544557622605382e-01, 5.850626428853562544e-01, 9.207533171488211376e-01, 8.432287073216093720e-01, 1.054196929162720009e+00, 7.075727877369588636e-01
1.885000000000000000e+03, 1.138673575990515774e+00, 9.597797163892441974e-01, 1.288932791287694224e+00, 1.361668534156679211e+00, 1.483572374740105948e+00, 1.494289583385951303e+00, 5.986321620925637577e-01, 7.046831661067024521e-01, 1.490847820312670269e+00, 1.258584785379296189e+00, 6.499413024881582901e-01, 5.792983016514031691e-01, 9.942939518585424130e-01, 8.881731455019482580e-01, 1.135793209293245232e+00, 7.479788321871596590e-01
1.886000000000000000e+03, 1.190262990343685212e+00, 9.814629886501748945e-01, 1.322164024267620031e+00, 1.387878493686891535e+00, 1.452164880324349427e+00, 1.522950193716383405e+00, 6.029523585891483073e-01, 6.825689611438402471e-01, 1.533582367767109877e+00, 1.480616296162443613e+00, 7.336856845820950435e-01, 5.520498609937529721e-01, 8.238784968411332343e-01, 9.100175806746402252e-01, 1.150022490245851348e+00, 7.087590521818127876e-01
1.887000000000000000e+03, 1.235199744223591134e+00, 9.920673827144712575e-01, 1.319113873793542613e+00, 1.413922032293251974e+00, 1.394171063795300869e+00, 1.364103798935092149e+00, 5.731178005454464763e-01, 6.872765997172552987e-01, 1.517655008828824093e+00, 1.422751307503888230e+00, 8.194621942973884243e-01, 5.474294087625604099e-01, 7.137104861214325080e-01, 8.794553061478649347e-01, 1.254439038671739670e+00, 6.854851502881406100e-01
1.888000000000000000e+03, 1.224296888136993555e+00, 9.741319773337669963e-01, 1.418957252703568983e+00, 1.398589634029415052e+00, 1.363141329134532898e+00, 1.368415572377002842e+00, 5.312440417196730991e-01, 6.542134709566451711e-01, 1.512510721178119022e+00, 1.379129437010814918e+00, 8.432885019176943331e-01, 5.637705917983487636e-01, 9.134485154225412407e-01, 8.839539599310557438e-01, 1.044880247975196186e+00, 7.042143940776190991e-01
1.889000000000000000e+03, 1.156194470183455447e+00, 9.824313015725493203e-01, 1.240560146354464655e+00, 1.399876374890392627e+00, 1.399987755915315546e+00, 1.538372596624757449e+00, 5.425336023269455854e-01, 6.594630848092910558e-01, 1.553142757999645074e+00, 1.387039455113600050e+00, 8.277598878390401982e-01, 5.423565806811718737e-01, 8.999594642030471769e-01, 9.113154327884209760e-01, 1.139321206865332448e+00, 7.023771149857056528e-01
1.890000000000000000e+03, 1.162065125866869497e+00, 9.934034313565019980e-01, 1.295658858914714440e+00, 1.413084618838167161e+00, 1.493247620714261537e+00, 1.314277319927845022e+00, 5.666379044526207442e-01, 7.036107896415974006e-01, 1.542445057472814574e+00, 1.397589143738264816e+00, 7.838718973093928843e-01, 5.388364151054015894e-01, 8.744518456403135298e-01, 8.849573436339884802e-01, 1.244689030109084049e+00, 7.138846872408128874e-01
1.891000000000000000e+03, 1.101122802187040062e+00, 9.932619316299370338e-01, 1.335984327730100452e+00, 1.357914343422582659e+00, 1.423002494048094535e+00, 1.325157161200992695e+00, 5.534508250866251311e-01, 6.463279885553155912e-01, 1.536377540334272096e+00, 1.411323883373403199e+00, 6.959414072903151727e-01, 5.540504806550516914e-01, 8.851676291719239309e-01, 9.649609157161394002e-01, 1.200513215458132610e+00, 7.043330544659122117e-01
1.892000000000000000e+03, 1.133092281177604743e+00, 9.678342863064494095e-01, 1.250369586746413519e+00, 1.405651078853365599e+00, 1.424780252752702703e+00, 1.578552614517815700e+00, 5.714314618407954072e-01, 6.420792045480097077e-01, 1.544693971697280288e+00, 1.509773881160468401e+00, 7.559571765684948152e-01, 5.272808985930677039e-01, 9.562274593060573480e-01, 9.045993873932283158e-01, 1.234606846702308802e+00, 7.227551480329730271e-01
1.893000000000000000e+03, 1.152675762684451044e+00, 9.679081612196611673e-01, 1.206083095349762546e+00, 1.390708005586582807e+00, 1.537557973478586693e+00, 1.584436765780655954e+00, 5.648095337351223266e-01, 6.674237817965223973e-01, 1.617857883119227846e+00, 1.564327777944856779e+00, 8.005402460629411632e-01, 5.665832885200288160e-01, 8.493600516498593933e-01, 8.969070920416877257e-01, 1.282762305397566305e+00, 7.082621303714862204e-01
1.894000000000000000e+03, 1.183572549917599082e+00, 9.865092085740670980e-01, 1.234592406295570211e+00, 1.401539515769315347e+00, 1.499291856957644553e+00, 1.584604925920868990e+00, 5.697537589464062302e-01, 6.251261306954919439e-01, 1.564226687588279985e+00, 1.518916053307717062e+00, 8.709910214463969513e-01, 6.023331354353758105e-01, 1.005265408229226942e+00, 8.801904667607217680e-01, 1.230843132425595732e+00, 6.956137404372975119e-01
1.895000000000000000e+03, 1.176044943300893708e+00, 9.978667364662529016e-01, 1.319795719821176050e+00, 1.441702550770279423e+00, 1.440014825376487062e+00, 1.474197808772891305e+00, 6.269152553512024051e-01, 6.282648060821699465e-01, 1.498608125258219292e+00, 1.438473742724208693e+00, 7.530795026817184157e-01, 5.987532115548618306e-01, 1.017741861521173075e+00, 8.354855492303867592e-01, 1.086596031421350750e+00, 7.208512704417165962e-01
1.896000000000000000e+03, 1.132381660252091971e+00, 9.936870251268815624e-01, 1.271156402985648359e+00, 1.428215681951320093e+00, 1.447802583770978035e+00, 1.457116776549256310e+00, 6.459104191454857480e-01, 6.365278855741958175e-01, 1.554545893268997281e+00, 1.378854386402453391e+00, 8.625207199784334922e-01, 5.812730115779620732e-01, 8.563785641862182718e-01, 8.737115980814239569e-01, 1.132734444597164325e+00, 7.364173074644113637e-01
1.897000000000000000e+03, 1.112086954121687565e+00, 9.882856612281661901e-01, 1.418275064614238357e+00, 1.413713877218599091e+00, 1.416774309493994188e+00, 1.458976090402824610e+00, 5.920009800814732825e-01, 6.190230378940937417e-01, 1.556543307586460312e+00, 1.556487367906891572e+00, 8.077615911601938592e-01, 6.191970356832248168e-01, 7.774975775994367178e-01, 8.662851235620789847e-01, 1.078675985818982053e+00, 7.108092867491493383e-01
1.898000000000000000e+03, 1.197895260569573184e+00, 9.951787013128741144e-01, 1.300885000151998483e+00, 1.392521111204943596e+00, 1.471527025134273581e+00, 1.342877156945402328e+00, 6.074910869744630793e-01, 6.422573244102104395e-01, 1.510621008624863482e+00, 1.531739217693309119e+00, 8.157142245335720077e-01, 6.181164250339697963e-01, 7.895546373342482438e-01, 8.936191896948343372e-01, 1.023443363809833029e+00, 7.261444661513030141e-01
1.899000000000000000e+03, 1.251713055529214635e+00, 9.961260389691739547e-01, 1.347278899541509922e+00, 1.374579628974455847e+00, 1.421288235999736305e+00, 1.296601105658605535e+00, 6.147287967768434447e-01, 6.594126915591647098e-01, 1.509749420577004120e+00, 1.352350064079945735e+00, 9.239288322058942793e-01, 5.488055481598107521e-01, 8.879292738466809665e-01, 9.254407629735780239e-01, 9.683864443121774634e-01, 7.096362385685224261e-01
1.900000000000000000e+03, 1.269996583534215295e+00, 9.877238506431791354e-01, 1.264449730421577156e+00, 1.418835101735832716e+00, 1.373760617480007884e+00, 1.380440928443505522e+00, 6.450692790845784508e-01, 6.832739297350958196e-01, 1.555048162439558901e+00, 1.209088248791836850e+00, 7.556327167407796974e-01, 5.248025188618591352e-01, 1.079369406183342317e+00, 9.139010880458762198e-01, 1.119813048323045068e+00, 6.955992829782055020e-01
1.901000000000000000e+03, 1.354447177367098520e+00, 9.810864075560331576e-01, 1.357298171199960324e+00, 1.440651253846947144e+00, 1.458443253333042700e+00, 1.398798662941940441e+00, 6.297789148787218405e-01, 7.015273910947318337e-01, 1.588871690851762386e+00, 1.304909611859775609e+00, 8.442690058109614260e-01, 5.313559873902089503e-01, 9.058622946042268476e-01, 9.436259809098517248e-01, 1.180620965124072219e+00, 7.217114834836774184e-01
1.902000000000000000e+03, 1.234965146055408747e+00, 9.586992616016547508e-01, 1.366120768449971212e+00, 1.413445321173903535e+00, 1.471037978788096501e+00, 1.713385862323624442e+00, 6.304546263383626892e-01, 7.027830952191469471e-01, 1.608813751474206688e+00, 1.359994084426475514e+00, 8.333807874044072417e-01, 5.604426396950642486e-01, 8.304495624616320404e-01, 9.107336206042968563e-01, 1.278865950367752635e+00, 7.643173626022659040e-01
1.903000000000000000e+03, 1.124192160847959476e+00, 9.740312939044102336e-01, 1.214670185508259115e+00, 1.384889747440906316e+00, 1.462090555263536817e+00, 1.779227720338939722e+00, 6.597881936073836107e-01, 6.656426470118396166e-01, 1.527859808429983257e+00, 1.253388620110024165e+00, 8.385071069604813632e-01, 6.026011970957761976e-01, 8.406616343701304173e-01, 8.840364504222630870e-01, 1.231563346732881037e+00, 7.405054319525272710e-01
1.904000000000000000e+03, 1.068798502624224822e+00, 9.953584199712250946e-01, 1.299579419583213546e+00, 1.375886131669668000e+00, 1.469559880320777667e+00, 1.632091192077115949e+00, 6.113619464160201522e-01, 6.612758501863708060e-01, 1.602779508701878797e+00, 1.269374177513056479e+00, 6.626813121186376776e-01, 6.113844933046388430e-01, 1.122899231847606760e+00, 8.892417573255188001e-01, 1.075365812276873001e+00, 7.540543832054987794e-01
1.905000000000000000e+03, 1.149143385067168621e+00, 1.019994923472920867e+00, 1.396907990778294861e+00, 1.380254488710595195e+00, 1.406872965251107166e+00, 1.389705549582828326e+00, 5.770142860510573124e-01, 6.618071555689092333e-01, 1.535951645232655149e+00, 1.422973941944162490e+00, 7.165920944713820573e-01, 6.186167112725089456e-01, 1.140400104222343280e+00, 8.945294371259540078e-01, 1.179993562253464301e+00, 6.857152780562126848e-01
1.906000000000000000e+03, 1.230944822198283273e+00, 9.761707128417629331e-01, 1.338131187977953607e+00, 1.428695162236433891e+00, 1.437708572544435404e+00, 1.388802112717292037e+00, 5.518808274148049309e-01, 6.873175821683481512e-01, 1.528860658534920036e+00, 1.320854371465596921e+00, 8.081219606022559399e-01, 6.178393087655832394e-01, 7.882512879844566500e-01, 8.830472998675605867e-01, 1.145176651873758722e+00, 6.410396686232923136e-01
1.907000000000000000e+03, 1.236843656867445018e+00, 9.857826034054463227e-01, 1.366487254353659475e+00, 1.390647197515672229e+00, 1.429326224065664785e+00, 1.378181891265493952e+00, 5.757175914853971399e-01, 7.078688792936846941e-01, 1.664831068260447244e+00, 1.327274399391224602e+00, 7.803641660528376489e-01, 5.997036196676549524e-01, 9.043966163293178928e-01, 8.882191728355219862e-01, 1.129233215520500266e+00, 6.787756949194112543e-01
1.908000000000000000e+03, 1.267304348993878893e+00, 9.534408215988554591e-01, 1.327923260794839910e+00, 1.386486780890682224e+00, 1.488706543082436218e+00, 1.365737319041838482e+00, 6.007087689048827839e-01, 6.975606828633350576e-01, 1.584350025268242312e+00, 1.293870237380303045e+00, 7.866300784518373002e-01, 5.717870244895886245e-01, 9.336608846097343983e-01, 9.004802912155980277e-01, 1.330250548637242458e+00, 7.376064221648392927e-01
1.909000000000000000e+03, 1.232837435803272097e+00, 9.951480487094462868e-01, 1.313255722742087350e+00, 1.435399916694905187e+00, 1.403988280453095427e+00, 1.525968704462207670e+00, 5.875275631869081305e-01, 7.077996526603869132e-01, 1.509383874640939815e+00, 1.200414730627995308e+00, 7.311150246503957950e-01, 6.012553089278822593e-01, 1.074794574556591664e+00, 8.778467100782552102e-01, 1.243716653892827040e+00, 7.528191185224442084e-01
1.910000000000000000e+03, 1.163165505388153109e+00, 1.000666376483284159e+00, 1.390319162081023130e+00, 1.398550374020639087e+00, 1.361664689523590877e+00, 1.634475436970707296e+00, 5.938142803564508965e-01, 6.986560407991100341e-01, 1.636393109904532128e+00, 1.293367333119469276e+00, 7.052376737281926822e-01, 5.929882504588478431e-01, 9.771862659918600924e-01, 8.907392068685671127e-01, 1.239286017445302868e+00, 7.387716735651460587e-01
1.911000000000000000e+03, 1.100887760085806910e+00, 9.927029595903413828e-01, 1.345331120813929804e+00, 1.397077163538208433e+00, 1.430551041499254161e+00, 1.502726819720081597e+00, 6.293952339347774760e-01, 6.190781400674790769e-01, 1.534111503540909194e+00, 1.304185560359468310e+00, 7.038339521484778816e-01, 5.807726575353747700e-01, 1.068547471787057557e+00, 9.134594009517141844e-01, 1.242938170030584155e+00, 7.410587632690326387e-01
