year, NorESM2-MM, MPI-ESM1-2-LR, TaiESM1, CNRM-ESM2-1, ACCESS-ESM1-5, CanESM5, INM-CM5-0, MIROC-ES2L, IPSL-CM6A-LR, CESM2-WACCM, GFDL-ESM4, NorESM2-LM, EC-Earth3-Veg, CMCC-CM2-SR5, INM-CM4-8, UKESM1-0-LL
1.860000000000000000e+03, -1.996586823878911815e-02, -7.812502229336529269e-02, -2.288493595462026131e-01, 1.428897693155078974e-01, -4.175892126673788618e-02, 3.450692933516989400e-03, -2.060937778678486876e-01, -1.436673392409042738e-01, -7.509898831768502259e-02, 2.345285072662543074e-02, 1.485453364126451958e-01, 2.009386523789001913e-02, 1.362492329377437139e-01, 6.989570688817163535e-02, 2.353785543120980595e-01, 7.645344588899941063e-02
1.861000000000000000e+03, 1.026554809670217200e-01, -2.455965847738533769e-01, 5.836103373117327436e-02, -3.301617432232206023e-02, -2.698190281655824668e-02, -2.090278780412688914e-02, 2.579759317668135488e-01, -1.636940474921105837e-01, -4.887816087818351585e-02, 2.722525091170345524e-02, 1.096593259499318712e-01, -2.876995901694595625e-02, -5.383517358039683481e-02, -2.857950224698456790e-02, 3.743846838031604507e-02, -7.349316398581154895e-03
1.862000000000000000e+03, 3.120483256294838761e-02, -1.634814789559139447e-01, 2.129831809941368503e-01, -4.254259037084190398e-02, -3.622039999081381328e-02, 2.111612131781162027e-01, -1.913194263170466545e-03, -7.795875309351479876e-02, -6.226719923130502599e-02, 3.821343545745167769e-02, -9.881379881399351972e-02, 6.004023925672380586e-03, -5.442126646321369249e-02, -1.264115307203376726e-01, 4.653713643372157233e-02, 5.531454855391896436e-02
1.863000000000000000e+03, -2.733614909080647748e-02, -1.677970521278975280e-01, -1.720773527233878109e-01, -7.539126274637811265e-02, -6.664410179976303084e-02, 1.008656857716675459e-01, 2.254566288711990774e-01, -1.364084718212255354e-01, 1.065313589537326133e-01, -3.710324042662749983e-02, -1.010191237697741079e-01, -1.409797567082646252e-02, -2.027880270755049452e-01, 1.175535614499282483e-01, 1.141389246179104339e-01, 7.612394158750604434e-02
1.864000000000000000e+03, -2.379566231134284948e-02, -1.458971623943413343e-01, 6.580230414938174899e-02, 1.764578954310140335e-01, -6.402822596590830584e-02, -2.192779335557147047e-01, 7.784877716537309811e-02, -1.682905703225920646e-01, -9.515843357901497546e-02, -9.649103600419862287e-03, 8.597200272518562558e-02, -6.923280520536151915e-03, 6.052916828902888541e-02, 1.837241498077319957e-01, 1.034732646134526868e-01, -3.499573153447849139e-02
1.865000000000000000e+03, 1.534255273985589939e-02, 5.727483548738642599e-02, -7.479790884752166025e-02, 1.039779941114290090e-01, -4.836828828202716091e-03, -7.514465741717051006e-02, -6.307928402059063966e-02, -2.647901167235346964e-01, -1.786972448008434730e-02, -9.472012701920978772e-02, -8.718034892409812220e-02, 2.223126035797291442e-02, -1.942002673027740101e-02, -1.477029400527264114e-01, 2.539803222942407096e-02, 1.789598641886773131e-02
1.866000000000000000e+03, -3.443266139995165148e-02, -4.881103445268091673e-02, 1.025644157836232556e-01, -2.400038412954621225e-01, -1.656257029402713465e-02, 1.201763062369988339e-01, -1.970148573830659000e-01, -8.283171677019159074e-02, -1.710557304164329051e-01, -1.486572622127824324e-02, -3.843725501054168908e-02, 2.605691173140663522e-03, -1.094547735373690156e-01, 3.083826356035763161e-01, -8.179247212381762777e-02, -2.480685989918702400e-02
1.867000000000000000e+03, -7.786062368146683121e-02, 2.343750115212099930e-02, 3.278055517524576801e-01, -1.318082617034819701e-02, -3.342821308001704683e-02, 1.013378161015053396e-02, 2.801642309508304077e-02, -1.807526581268172755e-02, -1.848744034322304802e-02, -7.985407226705228123e-02, 2.123973029543655897e-02, 1.149039110091768477e-02, -9.814682501733952569e-02, -1.440566018998056252e-01, -3.437783625976253976e-02, -1.432069595878814605e-01
1.868000000000000000e+03, 2.293493677154403304e-02, -1.240600388561728315e-02, -1.295754362575951835e-01, -6.880861003221937222e-02, -7.846052551073774695e-02, 1.493738970196992755e-01, -9.857477067118817354e-03, -3.140121494101621308e-02, 5.303159597571583533e-02, -1.239981420223652472e-02, 1.019311791262261374e-01, -7.294647791207654886e-02, 3.007654472697557715e-02, -2.450432285321555437e-01, -2.193530308355464697e-01, 1.697904439652900832e-01
1.869000000000000000e+03, 2.081627808002188204e-02, -1.372877215625243341e-01, -1.055849381446790358e-01, 1.245876953158748524e-01, -2.822273854753507005e-02, -1.058638601830549919e-01, -2.098735971584842763e-01, -3.455416333132924067e-02, 1.601025777176515522e-02, 2.340271741670641240e-02, 5.990606859668533291e-02, -1.196573496575944161e-02, 1.675961157503689791e-01, -3.056343251832367366e-02, 5.759084429819195244e-02, 1.580869707227751941e-01
1.870000000000000000e+03, -1.266124192782701330e-02, -2.045859135550019692e-01, 7.518130805580841569e-02, 1.082127952750242261e-01, 5.262761721203311482e-02, 1.023574198243704381e-01, 7.615186501892992794e-03, -5.302290537965722445e-02, -9.168641968075749715e-02, -2.132752482335273717e-02, -2.556642441662915211e-02, 1.277548232671445573e-03, -4.889692684628635377e-02, -9.733989558248487550e-02, -2.457560764810653650e-02, 1.992507755149768023e-01
1.871000000000000000e+03, 5.242110766950357909e-02, 1.128031239491298320e-02, 1.400358858803467908e-02, -2.061588563282031050e-01, -2.070619562637828273e-02, 9.312152934938795756e-02, -1.126549077003522747e-01, -8.592513585376232443e-02, -1.847226871970408454e-02, 1.304939257281868825e-02, -2.070198140533708042e-01, -1.712047906424911392e-02, -2.605991965338769756e-01, 3.644042352611304159e-01, -2.523609336473566778e-01, 1.061181867861885897e-01
1.872000000000000000e+03, 3.810127551183166428e-02, -5.576825117416720629e-02, -6.865195399392795030e-03, 3.313719254592453756e-02, 3.757037596509951206e-03, 6.203050474455016478e-02, -1.749218542449370228e-03, -1.734174513862297429e-01, 2.781629685654176190e-02, 4.426915750935817018e-02, -1.351735153833857617e-01, 3.086118720690103623e-02, -1.392931998757985790e-01, -3.276975156950814316e-01, -3.153158891248408063e-02, -1.791060193226449437e-01
1.873000000000000000e+03, -1.798425976202081347e-02, -7.024967968806336560e-02, -2.557387175304650859e-02, 1.236400104298646108e-01, -2.186740500957672431e-02, -7.623699914355314133e-02, -8.625399625378363244e-02, -2.323323203412985469e-02, -5.207914885428080801e-03, -1.035766672599781717e-02, -1.225027036346840962e-03, -1.424377990089789993e-03, -2.977258107139780022e-02, -1.027431444231097085e-01, 4.836123367074341983e-01, 8.915379809539532296e-02
1.874000000000000000e+03, -5.042273299284563692e-02, -3.707189933700306278e-02, 2.761527931629107965e-02, 5.856322787384246609e-02, -1.147038937458344683e-02, -7.172304933748281652e-02, -1.641991266403563729e-02, -1.016675424212418188e-02, 8.748694379091019602e-02, -4.757064338653835961e-02, 1.266050382125281579e-02, -2.651758372019728804e-02, 2.653078411899929545e-01, 8.717457689959805245e-02, -1.083336595368598471e-01, 5.675278696779070819e-02
1.875000000000000000e+03, -2.013862809434361495e-02, 1.279243535411662708e-03, 1.053170032145778062e-01, 2.684752372075076970e-02, 4.798320534511107266e-02, -1.569174119214577778e-01, -6.082044530610065947e-02, -3.060197323301226680e-02, 7.900936317856092905e-02, -5.273688357011063624e-04, 2.712491861915997463e-02, 4.532178971545295157e-03, 2.220183496297367665e-01, 9.745199221242742404e-02, 1.542190016209747105e-01, 9.739385840685768625e-02
1.876000000000000000e+03, 3.651854857514760105e-02, -5.558965878671685845e-02, -1.770635367755664102e-01, -5.458610936556885368e-02, 1.179460563524621919e-01, 1.955715311953022950e-01, 2.303973185119405007e-03, -2.159712650012421964e-01, -6.313246424552297620e-02, -3.155893141225162013e-02, 9.152251980918291174e-02, 4.548632552103978877e-02, -3.874369505543954761e-01, -1.695529003037328231e-01, 9.949882606961973908e-02, 7.029633512241698079e-02
1.877000000000000000e+03, -6.831162222060080391e-03, -1.410686677317674227e-02, 2.477929246219747195e-01, -8.205769320131188482e-02, -2.164775113756340838e-02, 1.132877281772213390e-02, -1.522875898251101479e-01, -1.363551790492506521e-01, 5.248171617128944560e-02, -1.952483823917271905e-02, -1.905729000116671012e-02, -2.362172377483721247e-02, -5.118252295700030929e-01, 1.079519891269519333e-01, 1.913946191778921613e-01, -9.645538211495871539e-02
1.878000000000000000e+03, -1.930224686053558930e-02, -6.205636580904500682e-02, -2.391324601012228546e-01, 1.622418309714932644e-02, 3.288031461931423954e-02, 2.488938217818914000e-01, -3.782608949175762791e-02, -1.219631708392242449e-02, 8.773105520935936541e-02, -3.447179787149164815e-02, 1.095712599723344324e-02, 2.062331628379391116e-02, -3.837763002772394128e-01, -2.346198427530569453e-01, 5.830601090981556156e-02, 3.506376292869309297e-02
1.879000000000000000e+03, 6.890712005320815195e-03, -1.676592482107969739e-01, -3.472881649668983252e-03, 2.719436632101505935e-02, 7.978108068754117882e-04, -1.759500097168053279e-01, -3.254920514322218184e-02, 4.662843214931158831e-02, 3.580679034323761001e-02, -2.820111430248384288e-02, 5.899600168871627776e-02, 1.630561238725063491e-02, 4.039267459744119715e-01, 4.784861284386462271e-02, -1.977525080566440996e-01, -6.764524541580327344e-02
1.880000000000000000e+03, 3.065740689317596884e-02, -6.777445671552749518e-02, -6.571135932580627823e-03, 1.507570661363610842e-01, 2.282887765719098655e-02, -1.651142208835375269e-01, 9.221028700619751661e-02, -2.023946646558433607e-02, -3.946214866424430784e-02, 5.776753421562006580e-02, -1.694616413930204180e-01, -2.318045010977629397e-02, 7.586764410084420596e-02, 4.161936001647487809e-02, -9.002398083830753794e-02, -4.112284511027135270e-02
1.881000000000000000e+03, -1.036389925989747024e-01, 1.285086803140442213e-01, 1.956259892428693359e-01, -9.035183868437228483e-02, 3.092628059171566302e-02, 8.136199667689458792e-02, 3.795601695737186865e-01, -4.694826698015758248e-02, -1.227460853969107868e-01, 3.243375552056104033e-02, -4.917835973364052121e-02, 3.434442211864412522e-03, -1.236003578082521953e-01, -3.727564430580079108e-02, 9.983637365487497972e-02, 5.409723833634713652e-02
1.882000000000000000e+03, -1.968354615253644149e-02, -7.591739246910515770e-02, -4.636198074527469459e-01, -9.283421186380724777e-02, -1.037639794019697137e-02, 1.288274448358064234e-02, -1.191918588993170075e-01, -2.599897000128946131e-02, 5.618808994358270165e-02, -2.564742291341713665e-02, -5.546619514634865133e-03, -1.279757738681647564e-02, -8.251096708057738260e-02, -2.363174054645747479e-01, -6.092883908121056978e-03, 4.380194352224112825e-02
1.883000000000000000e+03, -1.126603824247821885e-02, -9.109469517240906256e-02, 1.071564112144096914e-01, 1.562213299643563647e-01, 5.724680013015724656e-02, 1.199732843267051347e-01, 1.723980790762756066e-01, -1.374874856347509111e-02, 1.581897899445653885e-02, -6.049494605840066708e-02, -7.834278307956596410e-02, -3.510807016902509070e-02, 2.823362721677340481e-01, 3.299467979195084832e-01, -2.059743061925547666e-02, 1.313160473098254621e-01
1.884000000000000000e+03, 4.031637734805987305e-02, -1.169269297451738659e-01, 2.453356024713710393e-01, -1.198723861273257307e-01, 5.689104020471709433e-02, 8.773928948185102938e-02, 1.168988883354725589e-01, 4.527294817977176727e-02, -1.203222799531565440e-01, -1.110900616459570625e-03, -2.587103838307458492e-02, -1.262038933849071037e-03, -1.504293694851890073e-01, -4.266113400929083532e-02, -5.373015021624812093e-02, -1.714615388191314746e-02
1.885000000000000000e+03, 4.804207412444553779e-03, -4.608880715278034640e-02, -2.029277229540800975e-01, 4.724490493262283042e-02, 3.757445377502091101e-03, -3.727499750806805706e-02, -1.952828147507473452e-02, -8.843793917014441952e-02, -1.188708396493201869e-01, 3.756651276798437383e-02, -2.261013162047086338e-03, -3.476846610479029237e-02, 3.888995833713224798e-02, -1.140185419082718754e-01, -5.839370183923513202e-02, 1.125044159092166429e-01
1.886000000000000000e+03, 4.728094987239042646e-03, 5.502429235312755913e-03, 2.139950891471013514e-02, -5.214479863905426699e-02, -7.748643438300184538e-02, 1.159230568728745192e-01, -4.608716071975763745e-02, 2.960650345321628324e-02, 8.772569995694259881e-02, -7.231219794877485896e-02, 1.186427519642424405e-01, -4.591521950190923657e-03, 1.288019177608296650e-01, -1.058799516888182246e-01, -1.343348116979425355e-01, 2.759989866548082094e-02
1.887000000000000000e+03, -3.280887445656563428e-02, 1.778807651524635242e-02, -2.052592462413638519e-01, 1.287102346769935513e-01, -7.073526187807906498e-03, -4.446888113152568794e-02, 1.874619407868098886e-01, 4.524016951439444045e-02, 4.754321828436990083e-02, -5.602740218311848264e-02, -7.002394711707268966e-03, -3.354490291793194023e-02, 1.321475235470416232e-01, 1.096300192570685283e-01, -7.947614176260575647e-02, -9.623149973241723609e-02
1.888000000000000000e+03, -3.326894813863219558e-02, 5.971827448592095626e-03, 1.487830523437235208e-01, -1.223985480428431936e-02, -5.185812146893338352e-03, 5.665142923127299002e-02, 1.158656180938012342e-01, -6.492481267651153964e-02, 7.570130189094141648e-02, 5.348743615843519830e-03, -1.646098104415419927e-01, -5.424957673017307552e-02, -3.898902446187550025e-02, 7.768979809748689791e-02, -2.704352810783019478e-01, -5.634291977234259091e-02
1.889000000000000000e+03, 2.160787712258274229e-04, -1.399115148247362661e-01, 9.752803842533047662e-02, -5.626835569188055192e-02, -7.450559177487213469e-02, -6.835641807967575423e-02, 1.295565047528002556e-01, -5.169212515832228433e-02, -5.143821926863676591e-02, -1.575653980574943241e-02, 2.048439818464927245e-02, -1.302049673594220768e-02, 3.093753107605003334e-03, -3.481890126706485566e-02, 1.984087396404138337e-01, 3.408980203897630373e-02
1.890000000000000000e+03, 5.947223675016544142e-02, 6.190203451855587347e-02, -3.291751555631868831e-01, 3.871586448222642807e-02, -4.180341151316186582e-02, -4.182186141422139514e-02, -2.813506153579423477e-02, 7.112351650628163935e-02, -3.635233105744797161e-02, 1.839241641100388628e-03, 7.733945767406068261e-02, 1.067532341193155355e-02, 2.789339804529865005e-02, -1.549020652135054688e-01, -7.487016995161387134e-02, 6.515424437321988560e-02
1.891000000000000000e+03, -7.629543190959156562e-02, -1.009699006054275983e-01, 4.311979170530070432e-02, 3.861849862181805648e-02, 1.916236028535256170e-03, -2.687638357438564690e-02, -8.525898498522675728e-02, 2.005266629939947073e-02, -8.530642444906195998e-02, -1.466654195778256155e-02, -6.450544489356920550e-04, -5.731322513074968428e-02, 6.917858608303223411e-02, 2.400481289222705997e-02, 1.971763369682534572e-02, -1.396812156054028364e-01
1.892000000000000000e+03, -2.628766882736639082e-02, -9.631366760529751214e-02, 2.667008592388382948e-01, -2.901191951181723849e-02, -5.770881710127386682e-02, 1.467930414498903879e-01, -2.240588390213763340e-02, -7.132488042183594834e-02, -1.447605815619317123e-02, -3.418202520398216883e-04, 5.360819336780408423e-02, -3.017591148938430362e-02, 1.080068454165187958e-01, 9.537753673116723674e-02, 1.053260075057670386e-01, 6.476813169219852728e-02
1.893000000000000000e+03, 3.826626001873010934e-03, -7.592682640661745086e-02, -1.280311694930137689e-01, -8.248767946558523134e-02, 4.771662317639410733e-02, 1.578381343012792357e-02, -1.535923398104703866e-02, -7.463684933476910643e-02, 1.127462378009101290e-01, -3.359511014707602244e-02, 6.157966301161447303e-03, -1.484233276060726268e-02, 1.283232341806992416e-01, -2.502711622506727518e-01, 2.396169413630597211e-01, 1.267073734868057466e-01
1.894000000000000000e+03, -2.852751541271924055e-02, -4.316208847823124750e-02, -1.533509777397480331e-02, 1.457080677975145996e-02, 1.044844848664579634e-01, 1.061748852733287833e-02, 1.199831595663046063e-01, -3.820617697512227601e-02, 4.023752845010938189e-02, -1.480585321032193945e-02, -2.839569740679457818e-02, 2.720772049229270174e-03, 2.777842274537590389e-02, -8.508170396801385815e-02, -1.531700334244001475e-02, 1.015867504311462333e-01
1.895000000000000000e+03, -5.236038408943728684e-02, 9.183742121734912028e-03, -5.450473629925282198e-02, 1.128131714789741419e-01, 6.975893400252825005e-02, -1.913267856571096784e-02, 1.385422619626637541e-01, 1.142606656866320958e-01, -1.201563497740187197e-01, 1.398777530611592518e-02, -9.546747537347582968e-02, 1.986761546362601771e-02, -2.598224977285004123e-01, -3.955500417934789542e-02, -1.957832706534739231e-01, 7.562388918663739967e-02
1.896000000000000000e+03, -2.429697468847240305e-02, -1.975021379332980026e-02, 7.427376696346001117e-02, -1.827520279970390113e-02, 3.613506987524482683e-02, 1.898011309182652262e-01, 1.109141325953574321e-02, 7.811310652092455509e-02, 1.618688843815954681e-01, 2.563975103898186083e-03, -1.263608193573886353e-02, 2.846661361228417994e-02, 2.382109129604882344e-02, 5.247230051506541759e-01, 7.364068743135965267e-02, -8.432911748125649504e-04
1.897000000000000000e+03, -4.800414873593458233e-03, -1.394885722933822125e-01, -1.299846282420731025e-01, 1.321374201554489751e-02, 1.316459474281413689e-01, -7.589700085060473167e-02, 6.554480595414095834e-02, -2.600659897250960639e-02, -5.522073810357371743e-02, -1.287054786676118494e-02, -5.601894792920352611e-02, -4.998125235637919384e-02, 2.829541654487366942e-01, 1.523406808552636160e-01, -5.519878071167555467e-02, 1.040011824816147214e-02
1.898000000000000000e+03, 3.867169892980189261e-02, 1.039019897273968512e-01, -2.498364107884318633e-02, 3.787889071470502966e-02, 4.664786295478107192e-02, -6.181024286092552666e-02, -1.263486936920116821e-01, 1.020613873487399154e-02, 2.577763493075279667e-03, -1.253626875096089215e-02, -1.245192314300498232e-01, -2.099442725258569495e-02, 4.295141885332900283e-02, -2.726734854641623129e-01, -1.323363803649993120e-01, 5.106954451212573215e-02
1.899000000000000000e+03, -1.856382531779971964e-02, 7.794110689823303961e-02, -7.287434679588454534e-02, 7.745710396754021398e-02, -1.307431278955021592e-01, -1.212482784074312148e-01, -8.970804797669165720e-02, 1.719247487198202751e-02, 9.672641155909056376e-02, -2.684931985889211364e-02, -1.361399409457921816e-01, 3.141618414072574333e-02, -4.409011803016722464e-01, -1.566158287833125107e-01, -2.892116027957966976e-02, -6.483019709031691280e-02
1.900000000000000000e+03, 2.738232716992269888e-02, 8.047839923000509044e-02, 5.164011802646244903e-02, -1.160117240269313149e-01, -1.082075951173821493e-01, 7.243249456420215726e-02, 1.309061836795994693e-01, -2.655209904762174597e-02, -1.559257352329137813e-01, -3.704050355657519805e-02, 9.090947072923219463e-02, 2.688580343418714089e-02, -2.517020842737971442e-01, -8.041688346867864601e-02, 7.797131002111050424e-02, 2.927223064980101225e-03
1.901000000000000000e+03, 1.001434131902551906e-02, 1.601894534431947403e-01, 6.091716705282368589e-03, 1.830878038838517907e-01, -5.379925694451765522e-02, 7.374618822741831059e-02, 4.993008663570045608e-02, -1.097123838026143328e-01, 1.134463524658390066e-01, 3.398622938969649704e-02, 1.175955254959742263e-01, -5.778352660833712025e-03, 1.079011282305445407e-01, -2.250611627505703233e-02, 9.639249196512204854e-02, 8.172363439745063129e-02
1.902000000000000000e+03, 3.981393126345752348e-02, -4.793339178153187274e-02, 3.794826343374708144e-01, -1.110455715313924622e-03, 2.693605072787067650e-02, -1.295909725565692894e-01, -4.860523295035389102e-02, -1.915213853078216455e-01, 1.529842587827415570e-02, 1.079395757320435537e-02, 1.115883048988696447e-01, 2.762257206762247161e-02, 1.649460844583253843e-02, 1.339134166178893859e-01, 1.796537963810809213e-01, 3.664194347367006471e-02
1.903000000000000000e+03, -4.814584177400130921e-02, -8.896967622938349585e-02, -2.305234614866487064e-01, -1.501220577843429826e-01, 1.105633552884391496e-01, 8.287138093301753272e-02, 1.487545088737473320e-01, 8.862659097519086718e-03, -5.170578015087029522e-02, -2.375138404381886212e-02, -1.222201763329773122e-01, -3.946765806787601652e-03, -1.524997108884552088e-01, 8.680121322122757999e-02, 1.151622107461505728e-01, 7.784949001720709028e-02
1.904000000000000000e+03, -1.359060127424227028e-02, -2.052074449752616658e-01, -3.214277393376879094e-02, 8.577180277934071118e-02, 4.476342631002155209e-02, 1.878479643445434555e-01, -9.561007003477640931e-02, 7.257538689362134920e-02, -1.843153552576841381e-01, 1.286317533655488045e-02, -1.407271769285163288e-01, -3.367886256174570936e-02, 2.745490778308344593e-02, 9.052829955590119271e-03, 1.478517245511079825e-01, -8.355301484358532149e-02
1.905000000000000000e+03, -6.815478409568435404e-03, -4.389239080828588255e-03, -1.634057302375309384e-01, 5.048582174232345982e-02, 8.521571050553566895e-02, -1.936640936953785280e-02, -4.765119730149409288e-02, 9.021715786944034532e-02, 5.064455624380952842e-02, -7.145454995071462423e-02, 1.032677443532780404e-01, -2.938071440846430626e-02, 1.113243689386610724e-01, 1.163934981689190712e-01, -6.747206827589480316e-02, -1.393591924135766796e-02
1.906000000000000000e+03, 7.586083568871764340e-03, 4.977960412953449931e-02, 8.723239388864199861e-02, 3.806694941554571859e-02, 3.353486958853981598e-02, -2.522228314057506707e-02, -8.697145224851714207e-02, -4.864715781981345660e-02, 3.663975212474308157e-02, -9.075476705092462570e-02, -3.506666617300121386e-02, -1.266519996223825981e-02, -1.510758308429205887e-01, -1.276354317250428527e-01, -4.430182661338486969e-03, -8.035834320907686568e-02
1.907000000000000000e+03, 1.077010395328834372e-02, 4.166542203337919581e-02, -1.668792360212459011e-02, 4.240045722367784958e-02, 3.195935086471827363e-02, -3.506580528043445888e-02, 2.806570810698046439e-02, -3.884613972979653052e-02, -3.219230282379817454e-02, 1.799639526129787406e-02, 3.249283346712691922e-03, -6.435312557848164687e-03, 5.373738419597566540e-02, 1.041284131353594211e-01, 6.008092280966781384e-01, 4.460293220470736703e-02
1.908000000000000000e+03, 3.608727868325644489e-02, 1.023501084350122159e-01, -1.361065289511282500e-02, -4.152306677856995587e-02, -4.277985078064940050e-02, 2.165900205462730974e-02, -6.813918236187992139e-02, -1.536765653419479294e-01, 9.510534772797531872e-03, 7.445089195782680913e-02, 9.999197065748655078e-02, 1.299706658007575375e-03, -2.503164839532269204e-01, -1.427562359978525597e-01, 3.057800134357676128e-02, 3.447734368469500266e-02
1.909000000000000000e+03, -1.167797549163968746e-02, 5.854610864318626545e-04, 1.716738077864678746e-01, 5.479051131532596680e-02, 5.754573819677994556e-02, -3.614878294458166719e-02, 9.717560965128925476e-02, 5.429465653887224907e-02, -1.500446035511345255e-01, 1.637119564681722983e-02, 1.526893931393003175e-02, -4.233560509422625712e-02, -4.617154060036161856e-02, 2.513541995698263462e-02, -4.089717625211329588e-02, -1.261814665253098433e-01
1.910000000000000000e+03, -1.093263714987085383e-02, -6.258543219136611380e-02, -4.689636442181152609e-02, 1.181155389956303758e-01, 1.130771686953860496e-02, -1.594491742675481147e-02, -1.873018187324186068e-01, 2.846029798254996399e-02, -2.506077727419666386e-03, -2.560006568488955650e-02, -2.618121609778580744e-02, 1.805688298727399499e-02, 7.010702513201806305e-03, 4.928954299391754418e-02, 3.682656956556483174e-01, -1.776460771168877906e-02
1.911000000000000000e+03, -8.925983882329946439e-02, -9.666694948583090530e-02, -1.745917120527805122e-01, -1.066417407815038396e-02, -2.718215825874923525e-02, 3.708948417184087382e-02, 3.075708087176179384e-02, -1.810062063310152042e-02, -8.718697537485878279e-02, -5.393973380018665664e-03, 5.792427342931229933e-02, 4.611263135660953472e-02, 1.027078303573895762e-01, 6.741966741402229124e-02, -1.699883482663989412e-03, -5.180023708388996340e-02
