year, NorESM2-MM, MPI-ESM1-2-LR, TaiESM1, CNRM-ESM2-1, ACCESS-ESM1-5, CanESM5, INM-CM5-0, MIROC-ES2L, IPSL-CM6A-LR, CESM2-WACCM, GFDL-ESM4, NorESM2-LM, EC-Earth3-Veg, CMCC-CM2-SR5, INM-CM4-8, UKESM1-0-LL
1.912000000000000000e+03, 4.374873589195368319e-03, -3.183100255255034289e-02, 1.747959226611838987e-02, -1.624243223625732035e-01, -1.625274301228220655e-02, -5.642641768063391683e-02, 2.669948123315229460e-01, -3.826307286079086347e-03, -3.074952497236236107e-02, 9.247433127864749386e-03, -4.386091757347831271e-02, -2.400709625106358172e-02, 1.854833767171642778e-01, 2.348922025265378355e-01, 4.876236718367248091e-02, 6.387812887844619703e-02
1.913000000000000000e+03, 9.601031933037405472e-03, -7.129499113876248961e-02, 5.914176262508769044e-02, 8.246138921275400491e-02, -2.699838798788629403e-03, 1.657012986897116180e-01, -1.192314872807602316e-01, -5.719886636579712968e-02, 3.193869712776783998e-02, 2.756452768438594214e-02, 6.096904661217135424e-02, -1.587978845833237784e-02, -9.861476687143770625e-02, -3.023524508356597099e-02, 4.953770735377587518e-03, -1.613184590888554482e-01
1.914000000000000000e+03, -6.236312864625632307e-02, -8.023865592295289020e-03, -1.070300808134867082e-01, -1.312013723803284737e-01, -1.040180026938531885e-02, -1.517948354700108214e-02, -7.011227263752993488e-02, 5.082894772854492510e-02, -1.967353979902381270e-02, -3.553403272374664607e-02, -1.085695162170671607e-01, -3.249212795681312525e-03, -8.327978895272722393e-02, -3.191115685221532772e-01, 1.652277408689850902e-01, 1.855714764776559417e-02
1.915000000000000000e+03, 1.117548390107499928e-02, 1.181158498001692175e-01, 8.696358378974777814e-02, 8.406020618033525904e-02, -7.537454999933182465e-02, -6.574280610242187739e-02, 6.886699330089461439e-03, 3.507286994348013387e-02, -1.165349884165917116e-01, 1.662955301909688210e-02, -3.725689946244754164e-02, -9.038662081054044811e-03, 4.956355969870455264e-02, 1.081689977140702918e-01, -2.455553622016198312e-01, 9.223943315831983902e-02
1.916000000000000000e+03, 1.722717865156906183e-02, 6.566455402852751366e-02, 7.598787674405747816e-02, 6.577631657734821051e-03, 7.418938591049314447e-03, 2.101060480890280524e-01, 2.245438340330004612e-01, -4.990169442581146586e-02, -3.553317086420746534e-02, -5.037479858097433649e-02, -6.312479597628062322e-02, -1.512945221244155723e-02, 4.540232610422258869e-02, -4.070508145200040645e-02, -2.061577479625439080e-01, 3.709769590951237511e-03
1.917000000000000000e+03, 3.422874993315766501e-02, -1.684541539995207046e-02, -1.141929329234784435e-01, -3.436485662898752097e-02, -7.935019197450050854e-02, -1.319487242824706752e-01, -9.508560204666277604e-02, -2.263470181423772043e-01, 1.211691739595498474e-01, 5.357000873013323524e-04, 7.881811450641452999e-02, 4.489090308068038188e-02, 1.239849389304061369e-02, 1.613851676781049294e-01, 5.772712124645736076e-02, -1.765481203326622547e-02
1.918000000000000000e+03, 4.960285752247276664e-03, -7.440439618554986478e-02, 2.152227290385325398e-01, -4.996553980941816769e-02, -2.293162512985670500e-03, 1.202279010514592933e-01, 3.680033904523520860e-01, -5.511916685610097899e-02, 1.241893036009081644e-02, -2.131359959971108192e-02, -1.516308104990735650e-01, 5.197101711109281680e-03, -1.953318744159190934e-02, 2.451887567823194530e-02, 2.976894187463063335e-01, 6.474602365098303114e-02
1.919000000000000000e+03, 3.972364433744010603e-02, -4.615313887694479089e-02, -5.322925927228804033e-02, 6.759663478488996124e-02, -2.239015812505437686e-02, 3.400907122619681311e-02, 1.749574497906299653e-01, 1.140427908676964197e-01, 2.464827773488844145e-02, 1.663499153598958433e-02, -9.067814677928529021e-02, -2.013305205666026266e-03, -2.086890370449568377e-01, -2.728339384904502340e-01, 8.260513289822329908e-02, 8.382132910428996553e-02
1.920000000000000000e+03, -4.148824074635167752e-02, -3.114560421253871614e-02, -5.329414085449603322e-02, 4.768727780994863608e-02, -8.827086150386799501e-02, -5.431073691823145450e-02, 6.814055761962993507e-02, 3.573624510801683835e-02, -8.648487957728946685e-02, 1.337989370704029644e-02, 7.958710647769876023e-02, -1.033974960410968293e-02, -3.360657668201025988e-02, -1.064731950809148370e-01, -2.589371934425590549e-01, -4.267188754000942469e-02
1.921000000000000000e+03, -3.110343519489727759e-02, -6.387548492544732615e-02, 6.368086542188242105e-02, -5.635739976985475880e-02, -1.377742963114186869e-03, -2.870125693045950110e-01, -1.555124154985182139e-01, -1.187001709482507772e-01, -8.637479078777368646e-02, 2.425513951818754343e-02, 1.632234709910455328e-01, 1.903749215741998638e-02, -3.406009241509066424e-03, 8.928546434211445670e-02, 3.336026252594572750e-01, -2.106593379837675990e-03
1.922000000000000000e+03, 4.022684810495556068e-02, 1.017948286485003129e-01, 2.165323307326332339e-02, 1.067516201676432241e-01, 6.907807959626950656e-02, 6.974063101655676722e-02, 2.570716471553348148e-01, -2.033232663017481845e-01, 1.451121269161506910e-01, -3.674022516673011718e-02, -7.290664464728920102e-02, -1.066926680769886802e-02, -1.985838785965235997e-01, 5.723952068923232606e-02, -2.176859046310994639e-01, -1.023315004389472177e-01
1.923000000000000000e+03, 2.496930652553507046e-02, 4.386175182623684027e-02, 7.529131948036980881e-02, -2.652031509140246462e-02, -4.026394164347360527e-02, 6.406965759954369455e-02, -1.054622932744948421e-01, -5.786567290543179198e-03, 1.516784417975262922e-02, -2.276173583347973831e-02, -1.375103513601355076e-01, -1.496179613354665407e-02, -8.533879022767981715e-02, 2.011501336829576714e-01, 8.252211830411106119e-02, -6.789746352073221247e-02
1.924000000000000000e+03, -4.692888461102461689e-02, -1.328000397337861238e-01, -2.361962630795580997e-01, 4.663318422071389274e-02, 1.270892684864210510e-02, -1.198064197128966279e-01, 5.475807544629953533e-02, -1.590063666377204699e-02, -4.093585877688959290e-02, -2.932812486319510623e-02, -1.722228508554390566e-02, -2.198156919151428995e-02, 2.607200344842492967e-01, -1.019565838169607386e-01, 1.836694122607465118e-01, -1.066220001556379832e-01
1.925000000000000000e+03, 6.728243653189017702e-03, 9.459220628369253286e-03, 4.683568024561239884e-01, -1.858789915068981280e-02, 4.216915063551665566e-02, -6.138673471700709094e-02, 2.794673916843586903e-01, 3.465651645638766903e-02, -7.336684192263001614e-02, -4.857920372465673181e-02, 5.212653836064476366e-04, 2.215794549148157253e-02, -1.287048805896317226e-02, 2.946762280615816687e-01, 2.021099890458543935e-01, -1.472323117847750829e-01
1.926000000000000000e+03, 1.585187376563227529e-02, 6.681023646696180457e-03, -2.147176576524467417e-01, -1.085046066441046689e-02, -5.556828456425612350e-02, 3.755981384108220134e-02, 2.513377580363678788e-03, -5.603192075963240454e-02, 6.373038442285289262e-02, 1.433209504943372230e-02, 3.487650369557682151e-02, -2.285110013034840487e-03, -3.330989595625645505e-02, -2.518868573963587432e-01, 3.339007432415009302e-01, -3.878711273083246952e-02
1.927000000000000000e+03, -1.238153994234504097e-02, -1.176670198380761444e-02, -9.093195790884348040e-02, 3.087213593931908973e-02, 5.783911406187328130e-02, 9.284248993539710726e-02, -1.471276909433116842e-01, -1.074207902682622201e-01, 2.710842994652258239e-02, -3.683419215432948667e-03, -1.414357126882798965e-01, -2.375077696043393846e-02, -2.811107804510977123e-02, -1.170403073161510599e-01, 2.984039964563079197e-02, -7.718857449314647963e-03
1.928000000000000000e+03, -1.200666611504982648e-02, -7.514985790255530873e-02, -2.921451740364188268e-02, -4.960550321997050927e-02, -4.316394960760337740e-02, 1.539053730361553129e-01, -1.099326188014245614e-01, -1.798716202592033908e-01, -5.693994471830313847e-02, -2.314652014679708172e-02, 5.785000986623330815e-02, -3.514476344152089177e-02, -9.281203873124890813e-02, -2.432249578917274752e-02, 2.173497819814858012e-01, -2.880166918300162970e-02
1.929000000000000000e+03, -8.618798279469512547e-02, 6.151502020275236016e-02, 1.439342710264169267e-01, -6.153863305548366858e-02, -2.991190136533826037e-04, 6.425122364039827227e-02, -4.238568080660568005e-02, -8.310214685953977443e-02, -1.228575181222789220e-01, 4.496706633671272192e-03, -9.276650780536263574e-02, 6.258855144081303980e-03, 8.217288261117984549e-02, 7.763279414849534599e-02, 5.088615657796557307e-02, -1.276566405780356073e-01
1.930000000000000000e+03, -6.566058153476191095e-02, -1.024417322111383366e-01, 2.755233001083815664e-02, 2.049018789773600357e-03, 2.142650774800860039e-02, 1.222687208686987353e-01, 1.762573173771587731e-01, -1.648470158321425905e-01, -3.015745107015921009e-02, -6.602510934497861361e-02, 1.532707661487143699e-02, -2.014211019265755090e-02, 1.443757965060865067e-01, -8.596291725286440977e-02, -5.189805082268775793e-01, -1.530788935238072412e-01
1.931000000000000000e+03, -3.774799680022512816e-02, -7.777320302636023253e-02, -3.325831953632959470e-01, -1.293255017302482324e-01, 6.507810490345894427e-02, -1.364070487485183336e-01, 1.686299996767392714e-02, -2.351835435998478677e-02, 5.559161220278846516e-02, -3.768044266554269883e-02, -6.344936237657393396e-02, -2.490261742183768126e-02, -2.330397580723065631e-01, 1.101512997671589139e-01, -2.687361611112508708e-01, -1.976753823639206681e-02
1.932000000000000000e+03, 2.411468657392346060e-02, 5.380104067246559846e-02, 3.474151514742570002e-01, 1.188289226746056526e-01, -2.741769956141508133e-02, 2.596235966292304576e-01, 1.050177907156138457e-01, -2.679942139266116782e-02, -1.413745265792265560e-02, 3.589035048773687748e-03, 7.403929344263016077e-02, -2.724525045917727470e-02, 2.919470188098632207e-02, -3.228322435039517047e-02, 4.623363452787044303e-01, 7.193542375299507435e-03
1.933000000000000000e+03, 2.022606947367195859e-02, -6.291675557170994804e-02, -1.314188367091743415e-01, 1.823857188421866282e-01, -2.203536264180411264e-02, -1.360509356051350094e-01, 3.707455855191871819e-01, -5.962152569070999081e-02, -3.874692705694540718e-02, 2.828022714825665848e-02, 5.258654359268304795e-02, -1.987171428945644705e-02, 8.725199082868262401e-02, 4.995127333586806689e-02, 2.194057136477088887e-01, 2.071496164528638731e-02
1.934000000000000000e+03, -8.286761231559769403e-02, -1.245408235585663409e-01, -1.890382047941544519e-01, 8.336585644130853345e-02, -5.866434852843420422e-02, 1.882266723546234810e-01, 2.081033534157174791e-01, -2.397039219298471857e-02, -1.965028238841946828e-02, 1.528554281664081492e-03, 4.621210618100290990e-02, 2.221660583970985758e-02, -1.925232965614621650e-01, 2.303869153356852273e-01, -2.343650640635135396e-01, 6.252949705793436896e-02
1.935000000000000000e+03, -4.263884468189197557e-02, -9.256615577695435915e-02, 2.578828516850193431e-01, 2.371428699831182665e-02, -5.203858577472278771e-03, 6.279880504801681196e-02, 2.009631475493866420e-02, -9.813607683862790587e-02, 5.439591166850263337e-02, -4.955987478319870410e-02, -7.111128690005166786e-02, -4.616696843074122227e-04, -6.995717562029601932e-02, -2.235750035917140610e-01, -1.806672773724958547e-02, -4.346159650724747830e-02
1.936000000000000000e+03, 1.770656364084139539e-02, -1.837390228899186961e-02, -1.985511677051497170e-01, 4.729525267582432996e-02, -7.474876314536559041e-02, 1.136125856797958467e-01, 1.831527312158402754e-01, -9.093727284677501077e-02, 1.053753638805334236e-01, -9.746118232360177769e-02, -7.576991974482162606e-02, 1.432886597142765499e-02, 1.233359491693496318e-01, -5.126979787082459883e-02, 3.255774963013989831e-01, 9.566793006474776095e-02
1.937000000000000000e+03, -4.304566103692260282e-02, 8.110022568530247944e-02, 2.660270141225742901e-01, -1.298385206819129521e-02, -5.564270408463539708e-02, 2.210594714899563051e-01, 8.924787915155291823e-03, -5.416389331758568286e-03, -8.507410735849572914e-02, 4.063436063016664934e-02, -3.762726269774734761e-02, -5.748576427180224387e-03, -2.184588864967293154e-01, 1.638729426103275322e-01, 1.669622151960173106e-01, -1.389008275381272903e-02
1.938000000000000000e+03, -6.021704012354102409e-02, 1.786737358821935684e-01, -1.991392047672108090e-01, 1.863225260625181179e-01, 4.241004818230721500e-03, -1.260210556453263686e-01, 2.387848144908512049e-01, -8.542551531707202883e-02, -4.842163713090148064e-02, -7.975308310919966559e-02, 6.443288075453851294e-02, 1.091908146324662831e-03, -5.721751707215599198e-02, 2.571509770942888018e-01, -1.502653495216876023e-01, -2.221065250161993396e-02
1.939000000000000000e+03, 1.872134713020318780e-02, 3.904516936557994589e-02, 1.427027861429449040e-01, 5.549620130805982959e-02, 5.554802471332866143e-03, -4.641847304441604899e-02, 1.089959260888640619e-01, -1.377257096629302124e-01, 3.192312544093370286e-02, -1.572490350891953340e-02, -1.608278083397868263e-01, 2.430549595601251903e-02, 2.624884413787206133e-02, -3.063627577620686160e-01, -1.167867068910456163e-01, -8.835783571570680894e-02
1.940000000000000000e+03, -2.252400581690548742e-02, -3.353572450312936742e-02, -3.229642954682879208e-01, -8.706401038303514250e-02, 8.344077454723052012e-02, -3.663497457013192155e-02, 1.201803991566143259e-01, -1.816992459859305964e-01, 1.516888374826234898e-02, -1.335315528594857755e-02, -3.485518843168061709e-02, -7.665213944919530009e-02, 2.060877805867093460e-01, 9.058551843467439746e-02, 2.215098702374767026e-01, -1.756126435485276874e-02
1.941000000000000000e+03, -1.060982239829140993e-02, -1.996371858699690777e-02, 9.546428335888648697e-02, -1.187944694550665953e-01, 7.595869026124800472e-02, 8.160056644251510727e-02, 6.356302830978971530e-02, -2.969104232537931320e-01, -3.641314432488251124e-02, 2.325986212314366808e-02, 2.446351349724303903e-01, -1.470244399484604142e-02, 1.846689716351181676e-01, -1.511578550537402144e-01, 7.460400124205669725e-02, -6.001323202862065415e-02
1.942000000000000000e+03, -2.680423378637822318e-02, -1.433779074545156185e-01, -5.360694448325416250e-02, 3.355890056018552559e-02, 2.538888133373530965e-03, 7.239900733629484053e-02, -1.183259857305296245e-02, -5.417582428070052275e-02, -1.733744776219941774e-01, -6.575385771169937887e-02, -1.394599648088761246e-01, 3.129311879915794986e-02, -2.638612486544392732e-01, 1.966291551530374992e-01, 2.206815334041324975e-02, 8.590340221306029533e-02
1.943000000000000000e+03, -1.247333850863515010e-02, -6.144559660793502687e-02, -1.980875042457437007e-01, -1.859698369787621611e-02, -4.174828386429151744e-02, 2.723112505136642270e-01, 2.927168357036649682e-01, 3.501628557143786347e-02, 1.653772876630898725e-01, -2.480024278399566712e-02, -2.269776845645805202e-02, -4.318224206482920019e-02, -1.158619913963658543e-01, 5.940924893736945767e-02, 5.442899419575102787e-02, -1.429278626095460414e-01
1.944000000000000000e+03, 1.313473522522165884e-02, 1.856472298943988991e-02, 4.385804335688647804e-02, -2.272528668007461339e-01, -1.095668451908292026e-02, -2.041687827749896073e-02, 2.655318901923324204e-01, -1.929387573861631247e-02, -1.683352401191689496e-01, -4.406389463910494880e-02, 1.872638332021151928e-03, -2.567857701627009742e-02, 1.888589525959055715e-01, -4.250801851782421426e-01, -1.153090727981816860e-01, -9.772255818737154986e-02
1.945000000000000000e+03, -2.259528285193835445e-02, 1.045807934692471464e-01, 8.611057160918483833e-02, -1.518108553634617830e-01, -2.233020085622891907e-02, 1.700869364683263718e-01, 9.673899326722272540e-02, -1.849282646717445022e-01, 9.873036045670904870e-02, 4.718720706822285976e-02, 1.099965025467245505e-01, 2.490821534312643443e-02, -2.072197611740773382e-01, 2.195103868864468344e-01, -3.020121805077754379e-02, -5.096248513408423858e-02
1.946000000000000000e+03, -1.258184884429611183e-01, -1.318649359319254422e-01, 9.969231861865839039e-02, 6.889875612272039485e-02, 8.921398642650781030e-02, -3.101061636594099058e-01, -2.738496650498600249e-01, -5.000125342368481884e-02, 3.967666911768708005e-02, -3.278892332653189547e-03, -2.263049576382467343e-01, -4.539191771751943660e-02, -1.207847565985890326e-01, 1.930180623859042710e-01, 2.535631392098740555e-01, 8.610011817076409016e-03
1.947000000000000000e+03, -4.290448851446981154e-02, 2.264318961621302265e-02, -3.724854653521830067e-02, -1.736301419484461150e-01, 1.105875598952973243e-01, 7.793337120997685663e-02, -3.002464691870151969e-01, -1.357670087224503996e-01, -1.012074158589899332e-02, 4.997250070058550930e-02, -1.830899670016022385e-01, 4.132781416616218144e-06, -4.305536832268287706e-02, -1.626735796047441840e-01, 1.530064756115482594e-01, -5.831733640975351324e-02
1.948000000000000000e+03, -1.384111509850030793e-02, 8.976351173060394262e-02, -7.282797328990742169e-02, 5.699054419112350306e-02, 3.789013776652117721e-02, -5.237307018656769952e-02, 2.877343599775059602e-01, -2.751634794510974397e-02, -8.457842379306200475e-02, 1.095486735536259620e-03, -6.076278583776917319e-02, -2.575388416350003068e-02, 6.221152970700157166e-03, -3.809354646930032673e-01, 5.292099297285893234e-02, -1.865194108700596598e-01
1.949000000000000000e+03, 1.753141954841559713e-02, 1.002620423566270569e-01, -7.014593850620397253e-02, 1.004178236547956099e-01, 2.211793084823760087e-03, 3.440531716864882184e-02, 4.294385610590825686e-01, -1.567476415290486313e-01, -3.547999218066832244e-02, -5.554035570431797159e-02, 1.150824967990948799e-02, 1.217557796504821661e-02, -1.419843811427533298e-01, 2.931436867594003903e-01, 4.633050480468784427e-01, -8.792649401699162426e-02
1.950000000000000000e+03, -5.501244702879286297e-02, -5.055163020419313480e-02, 7.236121175872807509e-02, -6.977245462358894201e-02, 1.687464719099212099e-02, -3.443526304667818283e-02, 5.533242250309443333e-02, -3.436470106089404286e-01, 1.777290676071440478e-01, -2.575473383401001223e-02, -1.468120934718162738e-03, -2.149690819960538984e-02, -4.007719006314788140e-02, 9.139828601250454820e-02, -3.175330600425309568e-01, -1.417913090272616625e-02
1.951000000000000000e+03, -8.595219674178915248e-03, -1.195939412330740137e-01, 7.057014237590074346e-02, -1.249023690523361403e-04, -7.901076468586901158e-02, 1.805182719436579722e-02, -1.950383455256211318e-01, -1.123857555388430712e-01, -9.120009787896243836e-02, -6.406656618928795177e-02, 2.555911126678375722e-02, -2.540864239593157436e-02, 7.371254845884094020e-02, -2.211629583502164043e-01, -1.077244817812268024e-01, -3.527078790018897680e-02
1.952000000000000000e+03, -6.932450197920453361e-02, -5.152372516603295760e-02, -1.287364588107113572e-01, 6.342654271777599384e-02, 3.205091269411549509e-02, 1.709965519384706173e-02, -5.934988772013465724e-02, -1.196539140728398315e-01, -5.591207729898977144e-03, -3.226942531893922661e-02, 2.297781395251874414e-02, -1.097977217670880259e-02, -1.154106154763108044e-01, -1.251857890604158863e-01, -1.189244224585187110e-01, 6.009755691162714172e-03
1.953000000000000000e+03, -2.797643197566320253e-02, -2.383384910541638813e-02, 1.800740372684959401e-01, 2.376733113688409352e-02, 5.176442737027281416e-02, -2.817459660826815981e-01, 3.441135965383367856e-01, -2.097176500035643210e-01, -1.056588226794619029e-01, -3.379580460816733467e-02, -7.597076975494239381e-02, -2.164964635821771746e-02, -1.950026675852336855e-01, 1.797338418522983483e-01, -7.629054765654441454e-03, -9.713972346114931045e-02
1.954000000000000000e+03, -4.230261611368875407e-02, -2.687795601473652769e-03, -4.336789171688109658e-03, -1.274159826839434996e-02, -7.117816462933428123e-02, 1.142099103061285648e-01, 2.094803289730030882e-01, -9.570185731414994346e-02, 9.478175184907654260e-02, -2.549004231825697381e-02, -1.233163608317114357e-01, -4.399053336782887159e-03, 6.791717314306409958e-02, 1.662722305353395158e-01, 4.947754137759182574e-02, -6.111964444411506492e-02
1.955000000000000000e+03, -1.135729854085048424e-02, 1.295823107401557761e-01, -2.561844263173188585e-01, 8.099004461367262375e-02, 1.337882186269118423e-01, -2.205543986930739650e-02, -1.808426693082005321e-01, -5.091594407196005367e-02, -9.426994831382122519e-02, -1.583671887486707425e-02, 1.240141688251224922e-01, -8.179277765451083149e-02, 1.683488971630987818e-01, 1.922115491928036782e-02, -1.890162709512678563e-01, 4.968772953539616483e-02
1.956000000000000000e+03, -1.086746850640564650e-02, 7.072811004083131431e-03, -7.529197773713347530e-02, -2.050393210132308852e-01, -2.138829558443612611e-02, 2.159227466285702501e-01, -7.548856977646940802e-02, -1.241973920836733497e-01, -9.540803484313190030e-02, -4.615480137678296124e-02, 1.315873039861528530e-02, -6.141953838132933191e-03, 1.993032950992382896e-02, -1.286826699265012086e-01, -1.539245656471273926e-01, 8.110783540416277582e-02
1.957000000000000000e+03, 3.636172790456884685e-02, -1.091727109333521240e-01, 1.261696426261671444e-01, 9.685629673073778423e-02, -7.166452708949853923e-03, -1.280477121379381134e-01, -9.833409831847866878e-02, -2.086124833875324103e-01, -1.398864058504857046e-02, -5.702539668546435792e-02, 6.197587812100732729e-02, -3.851583587383124174e-02, -1.464428093422169563e-01, 8.543318448954780042e-02, 2.081574069063810324e-03, 2.251025125126276602e-02
1.958000000000000000e+03, -6.164907496193992864e-03, 1.104623067049902846e-01, -1.492425180376816263e-01, -1.060548889078476581e-01, 3.931635422451587591e-02, 1.394108571483221037e-01, -2.608645579718228968e-01, -1.724377664125011367e-01, -1.266317976750259422e-01, -1.648771067121601250e-02, -1.269808884421356199e-01, -7.423273409422052231e-04, -4.485359385641996682e-02, 1.644915259655151119e-01, -6.453268563265866786e-02, -5.473066514131913474e-02
1.959000000000000000e+03, 1.983954802068430001e-02, -1.436609645929645129e-01, 2.056090953881000161e-01, 6.313731018972047748e-02, -7.286983244344547028e-02, -2.057562241548743440e-02, -1.159444927715481549e-01, -5.665604537204738111e-02, 3.567572264655919506e-02, -1.740318261029506416e-02, -1.716281409795611945e-01, -4.669246372452344473e-02, 1.079305398170310737e-01, 2.440590672392482230e-01, -7.388136400458853587e-03, -1.775205688726926587e-03
1.960000000000000000e+03, -5.732826741350519756e-02, -1.308376132187746566e-01, -2.859734700341143299e-01, 1.275890457285881463e-01, 2.367731796979083078e-02, 6.673908522372039298e-02, 3.878105721955771301e-01, -1.134382557745397119e-01, -6.351109624255467379e-02, 9.273585010180475374e-02, 4.217801497671395949e-02, -6.913378405319644572e-03, -5.969080082773768614e-03, -2.548128646804651565e-01, 5.784825731110446179e-02, 7.085846521979309587e-02
1.961000000000000000e+03, -4.242373301825066306e-02, -4.364269661654013310e-03, 4.802799110094910229e-02, -4.650110179450834408e-02, -2.797868329239393617e-02, -1.020152500871879253e-02, 2.173258775544601173e-01, -1.967052914439076372e-01, 1.322779271750814181e-02, 8.230129052900832243e-03, -3.867821793834948230e-02, -4.463559512994116213e-02, -2.733527617445839775e-02, -1.353559199525720125e-01, 3.563352049265663263e-02, -7.125044755152314113e-02
1.962000000000000000e+03, -6.898954671021843843e-02, 5.184228133302879599e-02, -2.016013351056675229e-01, -7.813974885533439552e-02, -2.702590900790892339e-03, 2.026005197179132911e-01, 3.473633807909133620e-02, -5.011757160534297678e-02, -7.167354864900252198e-02, -8.689861009166827133e-02, -7.843245321262996839e-02, -3.688197713614746465e-02, 9.014810485711742538e-02, 2.590094044890917102e-01, 6.834559221591414435e-02, -1.657024691560516905e-01
1.963000000000000000e+03, -4.503153079788625550e-03, -3.195103933867354806e-02, 3.760526092181501467e-01, -3.290216030151357860e-03, -2.992772658540257535e-02, -6.267571066151835305e-03, 1.510732611139593839e-01, 9.731122065268059396e-02, 7.594189982481604206e-02, -7.614675084045824383e-02, 1.230809582882222974e-01, 3.905994147958626039e-02, -9.054962610079127228e-02, -1.866107571401117715e-01, 2.322013192993802044e-01, 2.274159121887686565e-03
1.964000000000000000e+03, 2.704677988331477198e-02, 6.584771164813564559e-02, -2.756355427121430779e-01, -6.410057517739063682e-02, 1.034669742681441212e-01, 8.037361787321867235e-03, 2.820820426643386725e-01, 7.581259337760025419e-02, -1.475689067622158734e-01, 2.547759994295753158e-02, -4.187861638327676495e-02, -1.917945860685212750e-02, -8.599689518271616540e-02, 5.562020344196570015e-02, 3.522157509887665072e-01, 4.809531405319066727e-02
1.965000000000000000e+03, 1.275764967628696331e-02, -7.676718593839003402e-02, 3.770979813923864415e-02, 2.204476956688150580e-02, 3.309523793829052124e-02, 4.401343482850634398e-02, -7.847804874708895484e-02, 9.673757062102057713e-03, -4.506638457841651707e-02, 4.068234738848506421e-02, -2.321379437942119317e-01, -4.560640324398285150e-02, 1.473907424602891904e-02, 1.609852784493010988e-02, -8.635282085058564039e-02, 6.337806165733834984e-02
1.966000000000000000e+03, -2.936208752867418195e-03, 3.457690366131839499e-02, 2.660768967183455014e-02, -1.281100644853299941e-01, 7.144684237591278353e-02, -1.182515723111818851e-01, 3.287105414195042735e-02, -1.389605802943804091e-01, -1.116023067124048695e-02, -3.077015143381976389e-02, 1.702522607927792891e-02, -2.438599320335501155e-02, -8.230643960290939809e-02, 1.309111725192146081e-01, 2.891194513217692878e-03, 3.499294690927384072e-02
1.967000000000000000e+03, 5.159275664589233618e-02, -8.920649631307377148e-02, -1.290512632434163143e-01, 1.765775582205713623e-01, 4.957368011314355026e-03, 9.774262599387179007e-02, 2.952784658456839018e-01, -3.884324502574480753e-02, 3.378061125867029557e-02, -2.494696324403579413e-02, -1.331736118750004028e-01, 8.757619286315871526e-03, -8.111148529637629556e-02, 7.000568283418841242e-02, -1.771626041753774916e-01, 3.435362862099538422e-02
1.968000000000000000e+03, 7.522693744059598397e-02, -1.302146588096725066e-01, -1.885701896911221309e-01, 6.253338463933043323e-02, -6.408623854144659959e-02, -1.729179607813760913e-02, 6.044146148778294786e-02, -3.360726720015559665e-02, -2.066327395754839064e-02, 3.237433132309318947e-03, -5.002272719858821826e-02, 2.808922077003620302e-02, 7.341874407696778737e-02, 2.882852903141797443e-02, -3.842639953064690417e-01, -1.611866642741632827e-02
1.969000000000000000e+03, 8.354160276174800448e-02, -1.789621420669204599e-02, 3.947810867531675316e-01, 2.393160586141999668e-01, -5.189448988173309824e-02, 9.482808337246778629e-02, 6.902399411600257384e-02, -1.202069553302918675e-01, -1.863662355932437509e-01, 3.128084490645267890e-02, 4.480169592180709148e-02, -1.062516768116456532e-02, -1.892192246869146555e-01, -1.117718484102637327e-01, 9.081557516275319542e-02, -2.376912907624020507e-02
1.970000000000000000e+03, -1.099673268578896072e-02, 8.894232235547014365e-02, -3.358745116969126254e-01, 1.598514214316902604e-01, 2.910140224267629763e-02, 1.975362202997118788e-01, -8.109044533458392712e-02, -9.094441386885215861e-02, -1.419470402538633089e-02, 2.783129415592864100e-02, -1.060662575834831478e-01, -1.429006535657005757e-03, -2.280614966997315529e-01, 7.646485414839832018e-02, -1.521230507430607615e-01, -8.423886320892293167e-02
1.971000000000000000e+03, 2.549792671485185194e-02, -3.037135731091469837e-02, -6.704516249342665213e-02, 4.919338904007005547e-02, 2.674941191769882216e-03, -1.268848477421679888e-01, -1.312211591763480512e-01, -2.059741060161704527e-03, 1.205159800782814178e-01, 5.830323222983116449e-03, 7.501794888797165550e-02, -1.325591023094181697e-02, 1.829039968526151305e-01, -2.581716884164000358e-01, 2.212033275745613758e-01, -6.206536685714669765e-02
1.972000000000000000e+03, -4.118448616165149706e-02, -1.134052198601080003e-01, 3.076343740213383637e-01, 7.354936780810336638e-02, 5.907827606383920377e-02, 9.792076582707490151e-02, -3.394371637640970774e-02, 1.220975538423443342e-02, -1.294779701362803459e-01, 1.416477716056495709e-02, -1.256081314250447750e-03, 3.427923612796223568e-02, 1.001242973270953657e-01, 2.351591416327045714e-01, 3.146603452091198405e-01, -7.946277629242205764e-02
1.973000000000000000e+03, -6.528279752086725042e-03, -7.106604265186028391e-02, -1.408028410515219930e-01, -1.215715007021299782e-01, -2.531862496151493502e-02, 9.790146303025636099e-02, 1.149342079393603361e-01, 8.922542916923037470e-02, 1.490136903028894434e-02, -5.655570255695646642e-02, -7.832871456869359983e-03, -3.283649915574367306e-02, 4.278289288305907150e-03, 3.877406022552944420e-01, 2.197647233953093915e-01, -1.270521495524596922e-01
