year, CMCC-ESM2, MIROC-ES2L, CESM2-WACCM, CNRM-ESM2-1, UKESM1-0-LL, ACCESS-ESM1-5, MPI-ESM1-2-LR, IPSL-CM6A-LR
1.870000000000000000e+03, 2.189497092851850733e-11, 1.377611227757285948e-09, 2.098834239665484693e-10, 1.674908643143025210e-11, 7.152845222650440757e-14, 1.106663600063346879e-11, 1.342523897253251479e-09, 1.221759940477202221e-09
1.871000000000000000e+03, 2.290657300637330456e-11, 1.378217015055342791e-09, 2.189360371599004251e-10, 1.689398912506479220e-11, 7.802464040948362508e-14, 1.048875405272873680e-11, 1.289167331020079858e-09, 1.258757691385566767e-09
1.872000000000000000e+03, 2.390686348382343640e-11, 1.372408086426996850e-09, 2.244267490144182215e-10, 1.685058597641020248e-11, 7.552779271444957552e-14, 1.030869054825190855e-11, 1.280849706027536998e-09, 1.361921443914138413e-09
1.873000000000000000e+03, 2.488145914094609743e-11, 1.381266820136474903e-09, 2.149048573515437808e-10, 1.676529383704823189e-11, 6.821773783360042154e-14, 1.040114415424794627e-11, 1.290618289184154521e-09, 1.374920160791513550e-09
1.874000000000000000e+03, 2.581292384513236727e-11, 1.383055478353399492e-09, 2.060633765125820807e-10, 1.670633046463541262e-11, 6.779009670364483305e-14, 1.051082563292160525e-11, 1.260530953849104533e-09, 1.643923785058240187e-09
1.875000000000000000e+03, 2.672902739791976210e-11, 1.376735572677984886e-09, 2.075422639083549310e-10, 1.663332035992852030e-11, 7.462320944594568059e-14, 1.058997393504999666e-11, 1.295596404118438223e-09, 1.685830715081160210e-09
1.876000000000000000e+03, 2.765074975279439478e-11, 1.363945889501944547e-09, 2.056206284317291207e-10, 1.653681887597854978e-11, 7.089473914231315799e-14, 1.066733190707607114e-11, 1.310032591343384568e-09, 1.454155992078089038e-09
1.877000000000000000e+03, 2.857401247915480700e-11, 1.357683890933382920e-09, 2.215369666055514596e-10, 1.647922108376362109e-11, 6.991767742383275196e-14, 1.074985355270442128e-11, 1.357469065654565120e-09, 1.459792744701055797e-09
1.878000000000000000e+03, 2.948130598237561391e-11, 1.368988766632552013e-09, 2.039003996390308528e-10, 1.641315807491359477e-11, 6.765535185570436802e-14, 1.082332780026328217e-11, 1.377256109459226641e-09, 1.714891383300250678e-09
1.879000000000000000e+03, 3.034711870350620990e-11, 1.379397768782341961e-09, 2.138777390436239118e-10, 1.637939511789331803e-11, 6.151794194115659704e-14, 1.083238545316315346e-11, 1.286174750402192150e-09, 1.600873413854707114e-09
1.880000000000000000e+03, 3.122106992555380340e-11, 1.385213001216595678e-09, 2.170891233396601742e-10, 1.631874983982834623e-11, 5.862496229066460738e-14, 1.094446873138436110e-11, 1.186420175605577042e-09, 1.559540349796083106e-09
1.881000000000000000e+03, 3.209569101164805840e-11, 1.400140390561206649e-09, 2.561035485552410886e-10, 1.644156335961120499e-11, 6.159489071135820782e-14, 1.410048971684583858e-11, 1.225726964754426919e-09, 1.335640201151230906e-09
1.882000000000000000e+03, 3.296184971951508410e-11, 1.410942701548143296e-09, 2.492711085394200409e-10, 1.731970645014997000e-11, 7.011716371459768622e-14, 1.553986469816039381e-11, 1.389304972057938471e-09, 1.522403815374922065e-09
1.883000000000000000e+03, 3.384789465151099012e-11, 1.420271962672125638e-09, 1.961977160002278672e-10, 1.812739386601490749e-11, 7.478734166747848167e-14, 1.634795000515528970e-11, 1.338839005300667035e-09, 1.606755200510908790e-09
1.884000000000000000e+03, 3.467398914969772897e-11, 1.418188694639958180e-09, 2.050976969320185005e-10, 1.889747986406951654e-11, 6.864194788683419336e-14, 1.690604717080539925e-11, 1.229821758765456491e-09, 1.337715291060820378e-09
1.885000000000000000e+03, 3.546078632177340138e-11, 1.406389010310618391e-09, 2.401224029662213217e-10, 1.972902399741188249e-11, 7.075220951427190550e-14, 1.701416773074779281e-11, 1.181966466833969509e-09, 1.184507855386557357e-09
1.886000000000000000e+03, 3.623715965898671883e-11, 1.409104703851842492e-09, 2.006360804105072525e-10, 2.054264534484950949e-11, 7.112989283044138750e-14, 1.757291183431966658e-11, 1.214850795435908593e-09, 1.345136819120727553e-09
1.887000000000000000e+03, 3.695515092507792849e-11, 1.420561258648716647e-09, 2.084956387024611693e-10, 2.137262735190672812e-11, 7.261079696884725907e-14, 1.795037257648927028e-11, 1.291145996375094585e-09, 1.571755774613844231e-09
1.888000000000000000e+03, 3.756708081560058189e-11, 1.425945242756895080e-09, 2.170555433886435895e-10, 2.215577135329611863e-11, 7.282890054308815980e-14, 1.827359398982677926e-11, 1.292340754783069877e-09, 1.577144183652763001e-09
1.889000000000000000e+03, 3.817150356285821192e-11, 1.425164274845693372e-09, 2.144129760402905184e-10, 2.297691516683426832e-11, 6.356065955206186051e-14, 1.856619266128763352e-11, 1.227436324346892226e-09, 1.514826707109370671e-09
1.890000000000000000e+03, 3.884080113947497056e-11, 1.428324362588689303e-09, 2.371763335569700438e-10, 2.380109258146544338e-11, 6.596016364536718819e-14, 1.882963373010401673e-11, 1.194141392187415398e-09, 1.460142054695812642e-09
1.891000000000000000e+03, 3.953730976860337552e-11, 1.439012720335302310e-09, 2.279206829887362168e-10, 2.381886695189274931e-11, 6.746926073398521249e-14, 1.779383220795832364e-11, 1.197117217928389353e-09, 1.186830367418826242e-09
1.892000000000000000e+03, 4.019780283820625013e-11, 1.429292738165395849e-09, 2.353694903886146606e-10, 2.366004420114090686e-11, 6.883107675914589442e-14, 1.787825326017500850e-11, 1.145599227284777919e-09, 1.397795536903138209e-09
1.893000000000000000e+03, 4.083765709579593797e-11, 1.422728278271151468e-09, 2.534823787026662550e-10, 2.350093627523253600e-11, 7.946126004583882355e-14, 1.797767711142461688e-11, 1.178224082570349674e-09, 1.511822396443082417e-09
1.894000000000000000e+03, 4.146715280905051697e-11, 1.432199988830425585e-09, 2.472452033729413609e-10, 2.329431682109037711e-11, 9.229587749172047812e-14, 1.808427255587855926e-11, 1.172432363162140897e-09, 1.630790363095692280e-09
1.895000000000000000e+03, 4.205160491829930822e-11, 1.431212752632662267e-09, 2.364946161142730932e-10, 2.309881862424507363e-11, 8.800047877358111722e-14, 1.818319025309113228e-11, 1.181764365862080569e-09, 1.394932457461277709e-09
1.896000000000000000e+03, 4.261314915249758052e-11, 1.430533250530700080e-09, 2.261370816478484718e-10, 2.289054337431235669e-11, 8.608764749680768797e-14, 1.852872240422131795e-11, 1.168251154786185236e-09, 1.617518617097385458e-09
1.897000000000000000e+03, 4.315066502031109388e-11, 1.433385259236423299e-09, 2.429730142629620968e-10, 2.273502428115023148e-11, 7.725191943368558549e-14, 1.852666132122451231e-11, 1.146702717503718113e-09, 1.517528231989905805e-09
1.898000000000000000e+03, 4.368437709098640799e-11, 1.438881278931330225e-09, 2.479338149851203930e-10, 2.251392744238496126e-11, 7.649850316255448339e-14, 1.816858838977341071e-11, 1.185322566547106452e-09, 1.516372415993361106e-09
1.899000000000000000e+03, 4.419639847960366330e-11, 1.448985925742555405e-09, 2.400409288021713221e-10, 2.229387731141726095e-11, 7.690774380822643689e-14, 1.848683647928342475e-11, 1.241041049902294471e-09, 1.869031998560775138e-09
1.900000000000000000e+03, 4.468385926792034873e-11, 1.461832456803725418e-09, 2.380265592319718832e-10, 2.211573467952609743e-11, 9.579565509587583122e-14, 1.865662749611750018e-11, 1.303768083886274910e-09, 1.529280758344238555e-09
1.901000000000000000e+03, 4.515489453689180804e-11, 1.464808611638739756e-09, 2.423520620630802862e-10, 2.217435439700746334e-11, 1.278012019579104149e-13, 1.885845244491702692e-11, 1.436544237880351698e-09, 1.755342227345600231e-09
1.902000000000000000e+03, 4.558894909525514198e-11, 1.461268295926764282e-09, 2.392030933533013059e-10, 2.195230909847695781e-11, 1.463373325706485606e-13, 1.893988539973508224e-11, 1.444585511072378792e-09, 1.577227237942281779e-09
1.903000000000000000e+03, 4.595941940200055219e-11, 1.458236905598811232e-09, 2.418009846013605967e-10, 2.178396739804870096e-11, 1.383693844745671640e-13, 1.904290445765180610e-11, 1.333759398615841839e-09, 1.653839655865267691e-09
1.904000000000000000e+03, 4.619990917260670427e-11, 1.465250172713125747e-09, 2.742179899345724439e-10, 2.162039581112124729e-11, 1.178150143588952080e-13, 1.871948829339574118e-11, 1.186921334221620897e-09, 1.263620945913948134e-09
1.905000000000000000e+03, 4.630263314152540616e-11, 1.477018728026186856e-09, 2.407053451018010497e-10, 2.140156860222265617e-11, 1.095856953515838089e-13, 1.900140258765939996e-11, 1.135073595360052363e-09, 1.412551869630592620e-09
1.906000000000000000e+03, 4.629137087632072288e-11, 1.474365617143161228e-09, 2.111232843325747630e-10, 2.121434683672423965e-11, 1.324905964170801438e-13, 1.916885205437050068e-11, 1.190680512279271843e-09, 1.582998683979706265e-09
1.907000000000000000e+03, 4.621767040151754274e-11, 1.466921372087577673e-09, 2.628251852992235566e-10, 2.105216253993395238e-11, 1.296137451289428022e-13, 1.928535542288077167e-11, 1.319561458611133798e-09, 1.488683746119877962e-09
1.908000000000000000e+03, 4.611523914986495430e-11, 1.457075678515688793e-09, 2.812791386647064075e-10, 2.088010069884829303e-11, 1.447670065135013897e-13, 1.912898268102091951e-11, 1.296357279091715093e-09, 1.586814701073546093e-09
1.909000000000000000e+03, 4.599462997274376377e-11, 1.469613853466673459e-09, 2.783019915740979092e-10, 2.071032106086346148e-11, 1.384893212733791670e-13, 1.935658215455634460e-11, 1.348775568392017638e-09, 1.437914447356069190e-09
1.910000000000000000e+03, 4.591307607325977258e-11, 1.489297269468401682e-09, 2.630805193692794107e-10, 2.049983741349239514e-11, 1.255420875178462366e-13, 1.907671238428207473e-11, 1.346668295944572449e-09, 1.279589673286683362e-09
1.911000000000000000e+03, 4.591933079006277198e-11, 1.490982044740610496e-09, 2.607698983811294650e-10, 2.059796507576964401e-11, 1.561313008395428888e-13, 1.918881018875289813e-11, 1.211094818092103542e-09, 1.293199479840741883e-09
1.912000000000000000e+03, 4.599949694798333840e-11, 1.487404772927030920e-09, 2.801550456286202954e-10, 2.070117372167070957e-11, 1.713231495076567850e-13, 1.928963066518605422e-11, 1.217088767567771241e-09, 1.374156143667229464e-09
1.913000000000000000e+03, 4.614919153526982984e-11, 1.495537453942230718e-09, 2.961432456284633986e-10, 2.082102010421766765e-11, 1.520436890142822319e-13, 1.932071812165118940e-11, 1.209749067816234992e-09, 1.442737875835826582e-09
1.914000000000000000e+03, 4.631172198019474839e-11, 1.502153536628253500e-09, 2.701047022666923513e-10, 2.092624048319893120e-11, 1.307938090741221337e-13, 1.937394081846750531e-11, 1.157024955364202712e-09, 1.411190047573402166e-09
1.915000000000000000e+03, 4.640585608539560294e-11, 1.512064991928925163e-09, 2.856043221554805661e-10, 2.100807513822043989e-11, 1.484202005542211856e-13, 1.930269373211914342e-11, 1.229891513872912035e-09, 1.419994113632789978e-09
1.916000000000000000e+03, 4.645246196927945363e-11, 1.505930482402059146e-09, 2.744710455477991576e-10, 2.108103250114657383e-11, 1.453398799789172049e-13, 1.904080438207812262e-11, 1.348670090826259593e-09, 1.398778462649124874e-09
1.917000000000000000e+03, 4.649806319840996591e-11, 1.500894570432493517e-09, 2.666750493107972777e-10, 2.117045489089586007e-11, 1.488692326246683180e-13, 1.929091035437966855e-11, 1.264737769974768624e-09, 1.618032479819076295e-09
1.918000000000000000e+03, 4.652760481255126392e-11, 1.493403648890398376e-09, 2.689381338951774751e-10, 2.124297893559977571e-11, 1.717436855705904083e-13, 1.926065777724439220e-11, 1.259222733662850756e-09, 1.665850807859229568e-09
1.919000000000000000e+03, 4.648156348656824617e-11, 1.505997062273226434e-09, 2.700914763905025001e-10, 2.132502264605514320e-11, 1.625977012619228106e-13, 1.932715221314278210e-11, 1.168866362026520159e-09, 1.589226569229689217e-09
1.920000000000000000e+03, 4.650778107814433543e-11, 1.681071982707793517e-09, 3.116208566545994416e-10, 2.136789786254665557e-11, 2.227345402620437313e-13, 1.934850992038676351e-11, 1.211693338726653850e-09, 1.553122584282832285e-09
1.921000000000000000e+03, 4.655818973729801061e-11, 1.712594575116095614e-09, 3.723049278235391604e-10, 2.135527127637974622e-11, 2.745704937749630857e-13, 3.534475025588436716e-11, 1.252710945217552720e-09, 1.313134346872831012e-09
1.922000000000000000e+03, 4.663590114986418798e-11, 1.727235803252512662e-09, 3.272114802712348767e-10, 2.866659084060185602e-11, 3.101003938488168181e-13, 4.263502113138928044e-11, 1.326014734757763419e-09, 1.671507960593696437e-09
1.923000000000000000e+03, 4.702077112957010950e-11, 1.742531056671849089e-09, 3.291100968125892680e-10, 3.597458296264812518e-11, 3.389159958511209927e-13, 4.648881357195770417e-11, 1.416644586922012298e-09, 1.827309853716164451e-09
1.924000000000000000e+03, 4.770282256851804385e-11, 1.749120182633684578e-09, 3.166250852551504218e-10, 4.337986824420652677e-11, 2.967398244345066941e-13, 4.893955625439285431e-11, 1.376350422413080770e-09, 1.681856332928443958e-09
1.925000000000000000e+03, 4.864754982850670109e-11, 1.770648181543714693e-09, 2.880041586611317788e-10, 5.082693407926118430e-11, 2.385074734596846529e-13, 5.056039591794926048e-11, 1.233668477084362868e-09, 1.547761632291912814e-09
1.926000000000000000e+03, 4.979538126964570083e-11, 1.786680643693777956e-09, 3.705117312426902352e-10, 5.826729094543374123e-11, 2.063881811353206293e-13, 5.230988056209567021e-11, 1.285607118175044004e-09, 1.695340016002770196e-09
1.927000000000000000e+03, 5.113355142296238876e-11, 1.781772856127163390e-09, 4.063267256469804248e-10, 6.566637496879092692e-11, 2.333824190972259187e-13, 5.375671331900852298e-11, 1.345913361202152786e-09, 1.883961385379047288e-09
1.928000000000000000e+03, 5.258716241897906425e-11, 1.784516034015885620e-09, 3.480425294433463455e-10, 7.309823775284920146e-11, 2.638100085148322477e-13, 5.511419511031865724e-11, 1.299196389777568929e-09, 1.746926716483937650e-09
1.929000000000000000e+03, 5.411844032721286319e-11, 1.795870268238023701e-09, 3.498459988835050618e-10, 8.074166079105581191e-11, 2.674045258375989165e-13, 5.667275344828021516e-11, 1.360148085355493640e-09, 1.494584418443048252e-09
1.930000000000000000e+03, 5.583541302271182012e-11, 1.805686756148646900e-09, 3.375528287066964226e-10, 8.832038184106899313e-11, 2.229106977566935817e-13, 5.768182969590475261e-11, 1.390390345454476375e-09, 1.582242119465803288e-09
1.931000000000000000e+03, 5.763721664846726172e-11, 1.812739036001785857e-09, 3.351490851455552848e-10, 8.920960253895438558e-11, 2.111353782460160134e-13, 5.774357932329279274e-11, 1.317512350746103117e-09, 1.689988412857041948e-09
1.932000000000000000e+03, 5.931710688774435199e-11, 1.831114793281476500e-09, 3.531017444419288155e-10, 9.006856701260228936e-11, 2.426428441774916155e-13, 5.834885727904328254e-11, 1.395317371292846038e-09, 1.725802578911817116e-09
1.933000000000000000e+03, 6.096887074646165710e-11, 1.853005473253309495e-09, 3.820524242707073587e-10, 9.074561223966721722e-11, 2.729947851796585365e-13, 5.903045191406108273e-11, 1.392935097032568589e-09, 1.648432159724273167e-09
1.934000000000000000e+03, 6.268141646261343692e-11, 1.865029469323342309e-09, 4.085608161571833819e-10, 9.159542200814517583e-11, 2.745521827519648329e-13, 5.970430702500876817e-11, 1.371977029479456333e-09, 1.642134563170012989e-09
1.935000000000000000e+03, 6.450841864256163844e-11, 1.881566020590505007e-09, 4.259834788108248381e-10, 9.257484830069310679e-11, 2.719308858118103906e-13, 6.056669115037431391e-11, 1.284472660625362886e-09, 1.786046727030594649e-09
1.936000000000000000e+03, 6.648399102870390022e-11, 1.890848799706577085e-09, 3.739763697711914985e-10, 9.367731666233329547e-11, 2.650834275635378581e-13, 6.129914096737138195e-11, 1.221905631922008277e-09, 2.023562620371491443e-09
1.937000000000000000e+03, 6.853191704044910262e-11, 1.906155261260415156e-09, 4.234099917629827014e-10, 9.469159099988682386e-11, 2.501768492723605569e-13, 6.179362924126035243e-11, 1.347419291979076793e-09, 1.972275471881776358e-09
1.938000000000000000e+03, 7.065392686943528686e-11, 1.923844856765899565e-09, 4.049896956072187090e-10, 9.571654059423392423e-11, 2.470790063002634151e-13, 6.246396917060854133e-11, 1.442981428081477897e-09, 1.634686996183945494e-09
1.939000000000000000e+03, 7.284028372998251477e-11, 1.926698652438642554e-09, 4.023547588117694934e-10, 9.664816816936873241e-11, 2.394372321806019228e-13, 6.305953830622692027e-11, 1.591852487038659458e-09, 1.885669150506362646e-09
1.940000000000000000e+03, 7.520513114154874104e-11, 1.939309742137887663e-09, 4.163900554362899862e-10, 9.779834103904108279e-11, 2.021422533246854066e-13, 6.361156002246039278e-11, 1.625328000612915806e-09, 1.851550959095310307e-09
1.941000000000000000e+03, 7.762792912336920080e-11, 1.950790197297662671e-09, 4.431581930003350421e-10, 9.907925797573251779e-11, 2.232098040951192324e-13, 6.604110955413666687e-11, 1.671996541351422155e-09, 1.915677886589834658e-09
1.942000000000000000e+03, 7.999347458335129286e-11, 1.953544899354468838e-09, 4.024427479297608549e-10, 1.026233434095364372e-10, 2.541899395093724771e-13, 6.745187457840553252e-11, 1.528791795318118448e-09, 1.614260684120269242e-09
1.943000000000000000e+03, 8.234409989982661683e-11, 1.971593279698593524e-09, 4.125936020509533616e-10, 1.058200332660088150e-10, 2.318452610242806644e-13, 6.799891340718527596e-11, 1.463501159375561521e-09, 1.857410172942412787e-09
1.944000000000000000e+03, 8.474677198604235056e-11, 1.987944336301320167e-09, 4.094832066824562849e-10, 1.090388121647980608e-10, 1.634628618842938653e-13, 6.860016561402140244e-11, 1.415947256053504600e-09, 1.759718007704634417e-09
1.945000000000000000e+03, 8.713250659131135294e-11, 2.004520503347361065e-09, 4.812646698785215689e-10, 1.121057712161817106e-10, 1.808665544796131099e-13, 6.849760337793082329e-11, 1.646940095764672653e-09, 1.860499616175171130e-09
1.946000000000000000e+03, 8.943821717821660746e-11, 2.018525202730893549e-09, 5.208662596288945879e-10, 1.146533803422766996e-10, 1.926103908236728368e-13, 6.793549279470647963e-11, 1.493647184582310061e-09, 2.043408411355600781e-09
1.947000000000000000e+03, 9.175713564158498262e-11, 2.014127666640415573e-09, 5.188907087147215043e-10, 1.168190409346480262e-10, 2.194059883423854101e-13, 6.806287246529553015e-11, 1.482818830128714900e-09, 1.926949603820126581e-09
1.948000000000000000e+03, 9.414842013923973743e-11, 2.010172860908031954e-09, 5.308357398355317261e-10, 1.192549823401314935e-10, 1.875749888282950275e-13, 6.805225839428047112e-11, 1.541462092240560317e-09, 1.955565045818960352e-09
1.949000000000000000e+03, 9.664169164900909023e-11, 2.022809992763909581e-09, 4.911179994274150740e-10, 1.212798429390868463e-10, 1.742139020876303686e-13, 6.800594867817151495e-11, 1.739521980400578897e-09, 1.782647103578045786e-09
1.950000000000000000e+03, 9.968220811525015069e-11, 2.118221357705649973e-09, 4.920561662638236487e-10, 1.236975304195924378e-10, 2.379112870217072254e-13, 6.756302138730862261e-11, 1.748801043481929397e-09, 2.364938650291739868e-09
1.951000000000000000e+03, 1.028781817706450160e-10, 2.129022215277266183e-09, 4.857567621112670787e-10, 1.243353723258347647e-10, 3.662463813808850858e-13, 7.114858887194542396e-11, 1.736602882787819509e-09, 2.124317494264930983e-09
1.952000000000000000e+03, 1.060425931796272530e-10, 2.146170583630646609e-09, 5.188804994221853135e-10, 1.268270548827591190e-10, 4.046034811185844598e-13, 7.328691959191082496e-11, 1.616838359962790838e-09, 2.049056375994327796e-09
1.953000000000000000e+03, 1.094995542530558599e-10, 2.170053799549959503e-09, 4.789161421437823902e-10, 1.292131059613277120e-10, 3.971519179121384137e-13, 7.270827852592239121e-11, 1.622765666408543821e-09, 1.833366436403798694e-09
1.954000000000000000e+03, 1.131404184402521004e-10, 2.178798022937437710e-09, 5.026492929625454586e-10, 1.318278963408575807e-10, 3.784117545075031998e-13, 7.277488138398271190e-11, 1.692257117622327540e-09, 2.135869192918426685e-09
1.955000000000000000e+03, 1.169853153913672119e-10, 2.204798856243679744e-09, 5.677574417842497598e-10, 1.352834089952556220e-10, 3.124708879662576772e-13, 7.289533133100372910e-11, 1.733841767124949017e-09, 2.007174469021439199e-09
1.956000000000000000e+03, 1.210054106687456473e-10, 2.220209808842333342e-09, 5.211620884524887881e-10, 1.391188466103618136e-10, 3.692854762867801118e-13, 7.337092732112093564e-11, 1.746116261408853452e-09, 1.862733985741733379e-09
1.957000000000000000e+03, 1.251327106822764431e-10, 2.243714743430284418e-09, 5.285482829019313509e-10, 1.429629140355180808e-10, 3.621940588528427082e-13, 7.399844787986987680e-11, 1.790584321991594743e-09, 1.951847737175216568e-09
1.958000000000000000e+03, 1.294557263574309848e-10, 2.263321473323565927e-09, 5.128823063169937736e-10, 1.468119131662404465e-10, 2.987970794192009386e-13, 7.450157048082890009e-11, 1.804622109087347031e-09, 1.733401987880642507e-09
1.959000000000000000e+03, 1.338800558955002447e-10, 2.279632922363957799e-09, 5.725913092676800760e-10, 1.504720009663478208e-10, 2.455696761215634054e-13, 7.517593338802576323e-11, 1.866210450605206746e-09, 2.058178349894273405e-09
1.960000000000000000e+03, 1.379306816212149740e-10, 2.044929331508599183e-09, 7.624751995552610266e-10, 1.537538969973973599e-10, 2.112208998776975015e-13, 7.544850621200000508e-11, 1.692590476381308688e-09, 1.837265428913576761e-09
1.961000000000000000e+03, 1.418577807827291412e-10, 2.012111158217051264e-09, 7.447781227999256066e-10, 1.549998795726375660e-10, 1.393346899354339935e-13, 6.732915153841247736e-11, 1.561529116762436685e-09, 2.056132295792319912e-09
1.962000000000000000e+03, 1.462789029278361991e-10, 1.991841149451897692e-09, 6.237543815130945055e-10, 1.471312739704854320e-10, 1.089670550804980759e-13, 6.373417119496195300e-11, 1.668367047508464362e-09, 2.072530776609544906e-09
1.963000000000000000e+03, 1.507209621956488915e-10, 1.993249849031770071e-09, 6.017282696084060764e-10, 1.390711520388407927e-10, 9.942817405616740081e-14, 6.236449066061187194e-11, 1.673260234782311480e-09, 2.256649605222051524e-09
1.964000000000000000e+03, 1.544196048686799270e-10, 2.010837216946324711e-09, 6.506569102780323531e-10, 1.307641448120400381e-10, 1.003996415343994709e-13, 6.162519855018135325e-11, 1.759529778614513290e-09, 1.977051715801477423e-09
1.965000000000000000e+03, 1.575588481812423845e-10, 2.030092686775034298e-09, 6.768095478256951936e-10, 1.222525816532534308e-10, 9.703399656567705095e-14, 6.116318390001388570e-11, 1.866127821304034782e-09, 1.778239110955505503e-09
1.966000000000000000e+03, 1.606533549118774382e-10, 2.026005591504521714e-09, 6.666072406995904285e-10, 1.135974515555554852e-10, 1.011834653110014497e-13, 6.087178649167358649e-11, 1.710355340210048247e-09, 1.999468491451165567e-09
1.967000000000000000e+03, 1.640579799819982465e-10, 2.018169310582041810e-09, 6.822043767862134326e-10, 1.051267048572915251e-10, 9.724346572483478178e-14, 6.079168146474316696e-11, 1.684305144090205273e-09, 2.112207972274235841e-09
1.968000000000000000e+03, 1.676799049358927267e-10, 2.014177642067914308e-09, 7.283867373790460304e-10, 9.637378214227746741e-11, 9.452316635433895926e-14, 6.148357960761774113e-11, 1.568062641316397804e-09, 2.070225891399876512e-09
