year, UKESM1-0-LL, MPI-ESM1-2-LR, TaiESM1, NorESM2-MM, EC-Earth3-Veg, CESM2-WACCM, NorESM2-LM, IPSL-CM6A-LR
1.965000000000000000e+03, 1.076899386437024197e-09, 1.525511967173181731e-09, 2.942343023067353119e-10, 2.536617318233468150e-10, 8.953801592702865474e-10, 4.147438184769814744e-10, 1.906246491586104335e-10, 1.747703882715395505e-09
1.966000000000000000e+03, 1.163591202741921628e-09, 1.377621955174130378e-09, 3.069817863507861461e-10, 2.603457605349475438e-10, 8.163571544081398686e-10, 3.986025863537242779e-10, 1.960460109109952518e-10, 1.970018900728106138e-09
1.967000000000000000e+03, 1.267230900448994520e-09, 1.359450730957045528e-09, 3.239546049978802388e-10, 2.698181945742781888e-10, 1.099509771246167104e-09, 4.074080761427187890e-10, 2.031107468300271361e-10, 2.083683160866742592e-09
1.968000000000000000e+03, 1.023334768847682577e-09, 1.246334234338404529e-09, 3.383635263377911342e-10, 2.767087950050682156e-10, 7.088525101335191533e-10, 4.460581289096987165e-10, 2.082308272019297094e-10, 2.042553802616603593e-09
1.969000000000000000e+03, 8.938840511273370226e-10, 1.276165091389201237e-09, 3.627757911449488427e-10, 2.832088299189476804e-10, 1.296398312101223123e-09, 4.438085336316339686e-10, 2.118382484440537773e-10, 1.712609442824864734e-09
1.970000000000000000e+03, 8.224246625463458717e-10, 1.383377440106485033e-09, 3.621939456490373555e-10, 2.778948555717840238e-10, 9.331803556936169035e-10, 4.913019824673510162e-10, 2.087320857391484532e-10, 1.583356814484312836e-09
1.971000000000000000e+03, 9.699182903067819844e-10, 1.402967017814890046e-09, 3.552433670564061611e-10, 2.809109962166202968e-10, 1.010539405466855613e-09, 4.771404860894855384e-10, 2.108614374000082382e-10, 2.308251785584782113e-09
1.972000000000000000e+03, 8.024781830366109061e-10, 1.366891043774604739e-09, 3.515709288645968092e-10, 2.877275749446766618e-10, 1.164195330779937280e-09, 5.533643538204965940e-10, 2.158390397213798394e-10, 2.141690065102377305e-09
1.973000000000000000e+03, 7.921198698366039018e-10, 1.317599726185202988e-09, 3.508628110959794899e-10, 2.910420766452003546e-10, 9.224835561059150630e-10, 4.729632765707003828e-10, 2.218179233804312069e-10, 1.883633726689640464e-09
1.974000000000000000e+03, 6.991711533334384316e-10, 1.223636268894500879e-09, 3.500122020923856632e-10, 2.941920319318182721e-10, 1.249602567854343307e-09, 4.775319434302019492e-10, 2.262223507908789073e-10, 2.216419096366276846e-09
1.975000000000000000e+03, 7.903641399525177491e-10, 1.295356311145699188e-09, 3.472993231882630849e-10, 3.015046488267953408e-10, 9.087414675973639965e-10, 5.171294756737943299e-10, 2.313786057408482851e-10, 2.580369899443985139e-09
1.976000000000000000e+03, 7.995290024979315121e-10, 1.511792734405032034e-09, 3.425307290075659168e-10, 3.032888386014109265e-10, 1.494808985732216409e-09, 4.680588912523006302e-10, 2.325552662318852894e-10, 2.155562249481407638e-09
1.977000000000000000e+03, 9.722969298943787720e-10, 1.515330663379814097e-09, 3.506567907081158498e-10, 3.082964267602465041e-10, 1.149959288523193268e-09, 4.891144350464143313e-10, 2.379776977153328661e-10, 2.118619886771819709e-09
1.978000000000000000e+03, 8.898330857670948418e-10, 1.397596482990779294e-09, 3.530785300407439201e-10, 3.082102107005410892e-10, 1.350255423461722239e-09, 5.022007941394133963e-10, 2.398631403857318093e-10, 2.081489406441184531e-09
1.979000000000000000e+03, 1.077404150888685525e-09, 1.398829135877714721e-09, 3.606087527067667023e-10, 3.135047185336654462e-10, 1.337223629786156337e-09, 5.406470013247327128e-10, 2.435984310801544700e-10, 2.193484253471634709e-09
1.980000000000000000e+03, 1.091701838119330629e-09, 1.520729703439330224e-09, 3.738104828533049731e-10, 3.235540783672281499e-10, 1.270289237249949432e-09, 6.618272049985071840e-10, 2.499368198817336109e-10, 1.791648514269529016e-09
1.981000000000000000e+03, 7.003365561937918587e-10, 1.431627771817454710e-09, 3.850735254464036634e-10, 3.268083732445168555e-10, 1.332250484585893755e-09, 6.128895400464041688e-10, 2.525822442232343837e-10, 1.645432653578575019e-09
1.982000000000000000e+03, 7.230977681784534834e-10, 1.430462738691342208e-09, 3.794270683270679792e-10, 2.909307386759918457e-10, 1.368463483446798995e-09, 6.107347632792696782e-10, 2.261259230891710563e-10, 1.881357062261407506e-09
1.983000000000000000e+03, 7.479969735287919370e-10, 1.444238412158329201e-09, 3.551774300616826364e-10, 3.108671452645985680e-10, 1.470107046599129933e-09, 6.313381398143129452e-10, 2.153552780792642668e-10, 2.036894736375893027e-09
1.984000000000000000e+03, 7.139413053948613241e-10, 1.570510486155486093e-09, 3.575349874899658779e-10, 3.015669694110569885e-10, 1.284505470086488378e-09, 6.898261646993850528e-10, 2.021829514058185800e-10, 1.923119344494981577e-09
1.985000000000000000e+03, 7.194086440030637925e-10, 1.577591255581799795e-09, 4.190751051136172124e-10, 2.895124958782035584e-10, 1.527583865345635107e-09, 5.886398580859820687e-10, 2.199341070703539948e-10, 2.833523725155815910e-09
1.986000000000000000e+03, 7.021684768650422616e-10, 1.572240853616637748e-09, 4.565874132434192433e-10, 2.985962692985135790e-10, 1.689472896400005804e-09, 6.608305357625582510e-10, 2.411639369553422913e-10, 2.798214293296508177e-09
1.987000000000000000e+03, 9.338358545052729901e-10, 1.617890395864909443e-09, 4.537494433123909931e-10, 3.219253502899472880e-10, 1.280463123360622847e-09, 7.509558867418736576e-10, 2.466787386661701163e-10, 2.224830968871415491e-09
1.988000000000000000e+03, 8.807613699707947019e-10, 1.610628044097980353e-09, 4.765479145111155688e-10, 3.186117811906680387e-10, 1.802767860190093498e-09, 7.545241910307395744e-10, 2.391922961812549281e-10, 2.135318413110290273e-09
1.989000000000000000e+03, 9.097225771243752080e-10, 1.717011697687867825e-09, 4.532764960345173721e-10, 3.213508027275087268e-10, 1.680068005462379978e-09, 7.448154402345491024e-10, 2.309889735979389477e-10, 2.037031352417248772e-09
1.990000000000000000e+03, 1.195343436572186031e-09, 1.715917009035950902e-09, 4.411670041573445797e-10, 3.311472171089277226e-10, 1.721072514337777263e-09, 8.508910291481604952e-10, 2.248003450281026347e-10, 2.574478739982477582e-09
1.991000000000000000e+03, 1.406080509607095791e-09, 1.572423995745673074e-09, 4.186993030644982489e-10, 3.199523277307137981e-10, 1.511193181318513623e-09, 7.918093397444685388e-10, 2.235139482589592467e-10, 2.468886414431132172e-09
1.992000000000000000e+03, 1.465754342874018698e-09, 1.585227781837670188e-09, 4.099377244497041714e-10, 3.145855055695221034e-10, 1.690825026358491033e-09, 8.762304031681161245e-10, 2.454692313316069449e-10, 2.283983629103166691e-09
1.993000000000000000e+03, 1.152092541688575941e-09, 1.648264078852878987e-09, 4.017436069574224499e-10, 2.677580333291231813e-10, 2.151244064570830492e-09, 8.000221283211285560e-10, 2.126843696059137709e-10, 2.339048226812247211e-09
1.994000000000000000e+03, 1.113925524017781255e-09, 1.705911964970223485e-09, 5.735879731956805014e-10, 3.810911456042922028e-10, 1.709340759233740710e-09, 8.350468612694388255e-10, 3.017572522174616378e-10, 2.486717122424189542e-09
1.995000000000000000e+03, 1.083638912789518651e-09, 1.729961965472253393e-09, 6.217309339012553832e-10, 4.095524567741699348e-10, 2.100616868523133997e-09, 8.449122217850481059e-10, 3.244235801699390624e-10, 2.179674518575721601e-09
1.996000000000000000e+03, 1.283650791285769970e-09, 1.800248803494970740e-09, 6.354730236618418106e-10, 4.068097863021631659e-10, 1.661706449562543826e-09, 9.252287852378003479e-10, 3.199630219507348278e-10, 2.582374698073968565e-09
1.997000000000000000e+03, 1.376042238082900556e-09, 1.737112034815575201e-09, 6.320486543905905133e-10, 4.033411874560615008e-10, 2.321720706348644638e-09, 9.096605479537184392e-10, 3.071837267323331996e-10, 2.190113350185345772e-09
1.998000000000000000e+03, 1.224922284879510069e-09, 1.623957554549795382e-09, 6.407677038283288166e-10, 4.088061866668589641e-10, 1.851941001510499860e-09, 9.552865273169389396e-10, 3.090040891512670818e-10, 2.419557881540077056e-09
1.999000000000000000e+03, 8.690579631774506516e-10, 1.522020796207837972e-09, 6.500889741635418950e-10, 4.068912746698416854e-10, 1.788716250594288372e-09, 1.115449322426279535e-09, 3.129740809343974202e-10, 2.318659431653732235e-09
2.000000000000000000e+03, 9.382205144231294224e-10, 1.793524205727757269e-09, 6.617634722503621731e-10, 4.013067515164319400e-10, 2.314075421968231397e-09, 1.056568297855127990e-09, 3.129216167119749222e-10, 2.276790407234837699e-09
2.001000000000000000e+03, 9.200387831367641152e-10, 1.819847341977095892e-09, 8.207837050530571171e-10, 4.971632176021105658e-10, 2.125516594992110090e-09, 9.697783215531704601e-10, 4.049636698216621109e-10, 2.141310810795449562e-09
2.002000000000000000e+03, 1.078488798712250904e-09, 1.734307428213459975e-09, 6.849887644696995846e-10, 3.970565217122643116e-10, 2.102157337559879074e-09, 9.946800611793219257e-10, 3.141699906154741972e-10, 2.226267855880063577e-09
2.003000000000000000e+03, 1.223600221665367009e-09, 1.719492080200742244e-09, 8.568297172391326296e-10, 4.935044370546567838e-10, 2.166410798891073414e-09, 9.193567247595259896e-10, 3.911585515341904157e-10, 2.456795426889149229e-09
2.004000000000000000e+03, 1.256405085399403674e-09, 1.788431971426433141e-09, 8.107657269795886503e-10, 4.434087585045099576e-10, 1.809259084769836140e-09, 1.017165592163437037e-09, 3.484217061303265058e-10, 2.130109269717929812e-09
2.005000000000000000e+03, 1.161313446747093896e-09, 1.793044278801623001e-09, 8.381255771121739673e-10, 4.257707366079648048e-10, 2.491558959750003216e-09, 9.927750752168032527e-10, 3.417767989975757939e-10, 2.220808229876396966e-09
2.006000000000000000e+03, 1.217408404145947252e-09, 2.046278652229084323e-09, 9.558182455835786650e-10, 4.709291740801754606e-10, 2.288109467402825952e-09, 1.019413858535543446e-09, 3.909431000027704368e-10, 2.077155069263050783e-09
2.007000000000000000e+03, 1.248104949186037928e-09, 2.070434476645411166e-09, 9.164009963732703081e-10, 4.048152339646415243e-10, 2.319488911340021554e-09, 1.046080799712382288e-09, 3.411671796583812025e-10, 2.378292206574466604e-09
2.008000000000000000e+03, 1.345979772457680105e-09, 1.983055702911530430e-09, 1.051820726975107142e-09, 4.620004541778340327e-10, 2.466674744237088080e-09, 1.101770948866452269e-09, 3.833942187704830674e-10, 2.526345851131377925e-09
2.009000000000000000e+03, 1.165802917410293778e-09, 1.852897689455308525e-09, 1.177293175204803461e-09, 5.006842200357923666e-10, 2.205694846008989570e-09, 1.080698410300533070e-09, 4.187248855530494147e-10, 1.984112515374225838e-09
2.010000000000000000e+03, 1.325721037680110274e-09, 1.939932744754742258e-09, 1.077576894023724050e-09, 3.903691692037782156e-10, 2.701066902814426514e-09, 1.123754392315169435e-09, 3.312398775232750095e-10, 1.991134251386922193e-09
2.011000000000000000e+03, 1.346716042069351553e-09, 1.904354078187311363e-09, 1.266227451691916563e-09, 4.464597842949352348e-10, 2.465869749820992127e-09, 1.104884172084778018e-09, 3.857511036874035900e-10, 2.384216331091151577e-09
2.012000000000000000e+03, 1.566149911012546439e-09, 1.881864437960879313e-09, 1.291772653818837903e-09, 4.156773210310426965e-10, 2.328685969702929444e-09, 1.086470870907145631e-09, 3.570095810710303875e-10, 2.528336026779551653e-09
2.013000000000000000e+03, 1.532607979393072605e-09, 1.718736245509912308e-09, 1.461603935594088614e-09, 4.331398440652473898e-10, 2.734123054406849179e-09, 1.111781108573520047e-09, 3.722509239048990684e-10, 2.331316516499159452e-09
2.014000000000000000e+03, 1.200759349724579769e-09, 1.880909790260152404e-09, 1.719290264166862660e-09, 4.491886936135485696e-10, 2.906419456742925107e-09, 1.219659908951343760e-09, 3.869156597443074047e-10, 2.860684258576832492e-09
