year, GFDL-ESM4, TaiESM1, CNRM-ESM2-1, ACCESS-ESM1-5, CMCC-CM2-SR5, EC-Earth3-Veg, CanESM5, INM-CM5-0, CESM2-WACCM, INM-CM4-8, IPSL-CM6A-LR, MIROC-ES2L, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, MPI-ESM1-2-LR
1.868000000000000000e+03, 2.913508035426073395e+00, 8.949330150220397684e+00, 1.140442218673436514e+01, 9.031053365000660804e+00, 4.103689062541548083e+00, 6.179740067660235425e+00, 6.025072814061615212e+00, 1.655429623298888941e+01, 6.958474312913973669e+00, 1.940437001090558411e+01, 3.883115732533075182e+00, 1.335193461416299954e+01, 7.342151996067708630e+00, 6.411444049878202378e+00, 5.245060766589731749e+00, 6.349893052657257897e+00
1.869000000000000000e+03, 2.931171702833827997e+00, 8.744710528731166832e+00, 1.143961039865432383e+01, 8.991557759510435233e+00, 4.069857436541918894e+00, 6.236376846333031132e+00, 6.021510085542417734e+00, 1.643805498168967816e+01, 7.008353996153107168e+00, 1.943012256413591388e+01, 3.918367583859998504e+00, 1.334793392001742518e+01, 7.439482443849657400e+00, 6.451896324928506843e+00, 5.194519136811444504e+00, 6.255096125996900014e+00
1.870000000000000000e+03, 2.948830039962668792e+00, 8.664405913333467879e+00, 1.152794918353794529e+01, 9.014924492471845241e+00, 3.964642435295703482e+00, 6.347237478366897889e+00, 6.061336832337237190e+00, 1.645702454943045367e+01, 6.976062831656045127e+00, 1.943624270121107145e+01, 3.828050647232983383e+00, 1.337984758938575602e+01, 7.496642871761698856e+00, 6.424590270412203985e+00, 5.249557632841528765e+00, 6.117937026323660987e+00
1.871000000000000000e+03, 2.860361147203617449e+00, 8.657300048290872851e+00, 1.149284815822104733e+01, 9.030391785076828270e+00, 4.348813700296764395e+00, 6.231678279880289217e+00, 6.052323705957597610e+00, 1.646327605146702311e+01, 7.013879280636600377e+00, 1.931575770215126298e+01, 3.835723008565289582e+00, 1.334661626644300370e+01, 7.520826366984974420e+00, 6.463339926638604460e+00, 5.207464630574156317e+00, 6.086786657024582325e+00
1.872000000000000000e+03, 2.818727129379139384e+00, 8.732497635297571392e+00, 1.142770537194216018e+01, 9.008062677690841014e+00, 4.255278137442156883e+00, 6.113824753314866634e+00, 6.035685032228466973e+00, 1.646218898288649513e+01, 7.089233024193687172e+00, 1.928570779668290314e+01, 3.850154695068407129e+00, 1.329156255203701065e+01, 7.483913407553238528e+00, 6.515395035959939740e+00, 5.231436300778072201e+00, 6.000951749184681105e+00
1.873000000000000000e+03, 2.767954369754797028e+00, 8.599717216268132347e+00, 1.150226065243989737e+01, 8.990750486344330383e+00, 3.991220866102124898e+00, 6.117539629733345308e+00, 6.002159338087333929e+00, 1.638593999367631326e+01, 7.079216458443654325e+00, 1.951078516544439978e+01, 3.876012522307006769e+00, 1.327724671233113973e+01, 7.486283360765678019e+00, 6.522254505106182876e+00, 5.256318538047689337e+00, 5.953304813204685075e+00
1.874000000000000000e+03, 2.829186264655854988e+00, 8.586958429403178883e+00, 1.167271752302354848e+01, 8.990421874715968542e+00, 4.036774948870824886e+00, 6.127562602442794493e+00, 6.028728887787074164e+00, 1.643151631088909781e+01, 7.042482336585479175e+00, 1.961586491171526347e+01, 3.945721366566336208e+00, 1.328782996662923388e+01, 7.509687396781565383e+00, 6.453549168466739872e+00, 5.218751761445839854e+00, 5.923887021776611306e+00
1.875000000000000000e+03, 2.844157237731036236e+00, 8.778791589009786733e+00, 1.150952343012862400e+01, 8.995141247855762856e+00, 4.316028741733060059e+00, 6.336778099231078265e+00, 6.066930366917788753e+00, 1.637271563335427871e+01, 7.010552770517184840e+00, 1.949405072239098757e+01, 3.977767966293752178e+00, 1.328414391163474662e+01, 7.531812247140468486e+00, 6.429794525260013494e+00, 5.188769923110986504e+00, 5.948073731053701074e+00
1.876000000000000000e+03, 2.856809942000725133e+00, 8.596072924453672215e+00, 1.155384930873360538e+01, 9.052359204342197430e+00, 4.030344061434815828e+00, 6.370988193158242829e+00, 6.122346874805974615e+00, 1.637348295317880797e+01, 7.018618137500351573e+00, 1.955617604654960218e+01, 3.957423834430794152e+00, 1.322422649545305973e+01, 7.536451251996756362e+00, 6.449588685400580168e+00, 5.264425405064253383e+00, 5.916688067680015095e+00
1.877000000000000000e+03, 2.871790801817168948e+00, 8.736071381217410448e+00, 1.144372548216932373e+01, 9.079843569484037147e+00, 4.140444359266445495e+00, 6.119400375599324704e+00, 6.103880703299584987e+00, 1.637677388047499605e+01, 6.969598954499184984e+00, 1.964910250357258548e+01, 3.916071688463177214e+00, 1.314161018600264441e+01, 7.519433013681898537e+00, 6.455684812324212984e+00, 5.281285002251322247e+00, 5.952012110055644456e+00
1.878000000000000000e+03, 2.858509478231314738e+00, 8.682869758097144341e+00, 1.151659368883148815e+01, 9.080412112705609218e+00, 3.965317714193067999e+00, 5.814485036137734042e+00, 6.105427672242572434e+00, 1.636037693671604032e+01, 6.973848618815175371e+00, 1.968126347882261129e+01, 3.995071049390487072e+00, 1.314169716797210974e+01, 7.515949626124001526e+00, 6.425832560401043558e+00, 5.283534787471372063e+00, 5.887713519499194526e+00
1.879000000000000000e+03, 2.877075021304831282e+00, 8.355910110241765665e+00, 1.150810939562382984e+01, 9.103614303524141249e+00, 3.938213181566068588e+00, 5.587627046970305322e+00, 6.044429135271576214e+00, 1.626886186382034438e+01, 6.936642365555650613e+00, 1.953868312213400316e+01, 3.989192905559971525e+00, 1.318104029581085257e+01, 7.503336952966115803e+00, 6.435425410067728613e+00, 5.305504162662636247e+00, 5.786597645108298771e+00
1.880000000000000000e+03, 2.794218553348489120e+00, 8.452433342205829092e+00, 1.153223521302585475e+01, 9.105789882164019744e+00, 4.050567057228155576e+00, 5.802541804995258623e+00, 6.086430227182446195e+00, 1.635088149467446428e+01, 7.003822333738146000e+00, 1.943972750303089114e+01, 3.996665318281467538e+00, 1.322184408724727867e+01, 7.480809396351952856e+00, 6.448024322486601179e+00, 5.284774995324815983e+00, 5.728051215471681168e+00
1.881000000000000000e+03, 2.744803395657260836e+00, 8.641512143409293856e+00, 1.156051468224064749e+01, 9.126656845482349567e+00, 4.108692139285505363e+00, 5.858487673899428927e+00, 6.107264535282460827e+00, 1.646273308200396102e+01, 7.065583822183718610e+00, 1.953366551508313975e+01, 3.900314715024920442e+00, 1.321850771230801946e+01, 7.502334441833361289e+00, 6.356444778133672813e+00, 5.282861092567687322e+00, 5.757385347731953651e+00
1.882000000000000000e+03, 2.787477010086544027e+00, 8.236184214243166934e+00, 1.140386371242554020e+01, 9.140154238270401521e+00, 3.812038242592507675e+00, 5.769951349224923476e+00, 6.082713984776087379e+00, 1.651203476785476454e+01, 7.001436338732975884e+00, 1.958168863539042448e+01, 3.911490967757517367e+00, 1.320981670977023370e+01, 7.499041449086575106e+00, 6.299191638751109323e+00, 5.274591012416384395e+00, 5.845876795714290530e+00
1.883000000000000000e+03, 2.765228703721421599e+00, 8.150553391623496680e+00, 1.153679866591587810e+01, 9.145318770088509908e+00, 4.149559733593819466e+00, 5.796435241186926213e+00, 6.099032499943582764e+00, 1.648381487256355982e+01, 6.905266152311070549e+00, 1.948399337709098234e+01, 3.947649949540750214e+00, 1.320674785295706855e+01, 7.564261419912616802e+00, 6.326115134610163615e+00, 5.232235659928019089e+00, 5.742254944586978382e+00
1.884000000000000000e+03, 2.736210424615842296e+00, 8.493977193126950098e+00, 1.153254680874140270e+01, 9.178286727847632775e+00, 4.210826786986444858e+00, 5.881570381334300990e+00, 6.014118901408737727e+00, 1.653571864116801038e+01, 6.902651358370937018e+00, 1.951144348478152679e+01, 3.886625277774698350e+00, 1.323870421497596794e+01, 7.525073715528336038e+00, 6.357332784792934177e+00, 5.207276019592145033e+00, 5.673211740427306360e+00
1.885000000000000000e+03, 2.751387968921263472e+00, 8.416849055326075302e+00, 1.144492911781367717e+01, 9.203190637123656259e+00, 4.038920085901490431e+00, 5.879703249707452173e+00, 6.010068819893109371e+00, 1.657056482610021320e+01, 6.937677640335187412e+00, 1.942726466065416702e+01, 3.789363559987628527e+00, 1.318467032831998687e+01, 7.550043634784308288e+00, 6.336871179206134741e+00, 5.183050769592173701e+00, 5.604243707520329743e+00
1.886000000000000000e+03, 2.771311946243872892e+00, 8.400286913463975935e+00, 1.151905918483955382e+01, 9.159025768831844161e+00, 3.864549663467212959e+00, 5.948294069291534925e+00, 6.057003569942845722e+00, 1.648832277347220199e+01, 6.898246660407864717e+00, 1.941850043932212344e+01, 3.830705519283689409e+00, 1.318897534216880096e+01, 7.558266853367879179e+00, 6.334700663619004857e+00, 5.167292979173341294e+00, 5.624998940122226010e+00
1.887000000000000000e+03, 2.815467997889147256e+00, 8.191222612723340291e+00, 1.145036961130779751e+01, 9.124936493509796520e+00, 4.026417857266268108e+00, 6.016829222799790600e+00, 6.041055624487112752e+00, 1.653870689026311780e+01, 6.804550778776254916e+00, 1.935762249113692590e+01, 3.905242064624784071e+00, 1.323161834712190554e+01, 7.541449097999946893e+00, 6.306825395268409906e+00, 5.129252196038873279e+00, 5.617113288195793253e+00
1.888000000000000000e+03, 2.743799076993751029e+00, 8.193645949945947748e+00, 1.159305781765862520e+01, 9.139222583309285497e+00, 4.201984094213742971e+00, 6.083585830720521059e+00, 6.026838511967111955e+00, 1.662348927940873722e+01, 6.801666201637337039e+00, 1.932233293816591413e+01, 3.937772260614170960e+00, 1.321722326596678521e+01, 7.517254093437037099e+00, 6.268208906092806565e+00, 5.066718912636590133e+00, 5.605219502906681583e+00
1.889000000000000000e+03, 2.756517124259483253e+00, 8.411219463991320922e+00, 1.143314982338968733e+01, 9.102518375189141864e+00, 4.262367123630914634e+00, 6.083130352220093684e+00, 6.019515022552153205e+00, 1.659001436863824708e+01, 6.787158528278118830e+00, 1.932187727540870981e+01, 3.918960084540850097e+00, 1.317449854462216052e+01, 7.513114372141696862e+00, 6.255535935086775190e+00, 5.026435022913219086e+00, 5.536176259646974351e+00
1.890000000000000000e+03, 2.797862086514498969e+00, 8.097620762469157185e+00, 1.143760230645414033e+01, 9.060711470557709646e+00, 3.965263373579514194e+00, 6.136190507899219604e+00, 5.999356184176699358e+00, 1.663848239454637579e+01, 6.778769751220576900e+00, 1.934927255398311630e+01, 3.894409750353823085e+00, 1.317813912812816390e+01, 7.563683224731251542e+00, 6.322328274723474806e+00, 5.059191871588610390e+00, 5.533590754780624899e+00
1.891000000000000000e+03, 2.796135692994734967e+00, 8.060061522209867491e+00, 1.147688318810454611e+01, 9.045798045348787397e+00, 3.961499974177077554e+00, 6.135299757461170067e+00, 6.056498892254139399e+00, 1.655583928047494524e+01, 6.768098653500861595e+00, 1.933679410937343945e+01, 3.808922475566248078e+00, 1.320817600891273180e+01, 7.540646077435780192e+00, 6.281702096181968287e+00, 5.035494014633368209e+00, 5.473489436625929905e+00
1.892000000000000000e+03, 2.816625169786919347e+00, 8.364791189318498965e+00, 1.141327946194470222e+01, 9.031117922176163049e+00, 4.146609626882449717e+00, 6.276119543169083492e+00, 6.122831000233215804e+00, 1.652948028716264517e+01, 6.777183494941703579e+00, 1.937012820826300796e+01, 3.845812847608721441e+00, 1.318363568453537660e+01, 7.543982040782287513e+00, 6.205958967900677692e+00, 4.997680296372350561e+00, 5.454475845234172837e+00
1.893000000000000000e+03, 2.842427477496655364e+00, 8.346539306970154115e+00, 1.136505923424542530e+01, 9.029659606794059101e+00, 3.839352851744294082e+00, 6.349129847165301932e+00, 6.077283836670804185e+00, 1.655578829002057617e+01, 6.737587681995640843e+00, 1.950740101414664096e+01, 3.875131347872739163e+00, 1.314612311667214151e+01, 7.604487505801370339e+00, 6.204959050161470202e+00, 4.985180113850325334e+00, 5.455396707410466561e+00
1.894000000000000000e+03, 2.834040941393598967e+00, 8.336101379469296191e+00, 1.130390466380386272e+01, 9.086892517116524459e+00, 3.747474763161153355e+00, 6.410148688328217048e+00, 6.043924282516258017e+00, 1.656532809829893438e+01, 6.724682503598030436e+00, 1.951754431820272373e+01, 3.943982103382861037e+00, 1.315639454258888819e+01, 7.621815919070313861e+00, 6.205479737560308351e+00, 4.994658874803310056e+00, 5.412192074029509747e+00
1.895000000000000000e+03, 2.789145921272085715e+00, 8.235610500339973328e+00, 1.136004549124980478e+01, 9.140022039681552357e+00, 3.717903476906098348e+00, 6.339886078538023995e+00, 5.981469223963923554e+00, 1.668298019466675797e+01, 6.717384541244590501e+00, 1.943514682393924176e+01, 3.862538129622965055e+00, 1.318846628672839927e+01, 7.630786643083164122e+00, 6.139934805254934069e+00, 5.041690222701649127e+00, 5.436286513490679262e+00
1.896000000000000000e+03, 2.815057724521396576e+00, 8.238955572244572423e+00, 1.133332101747687837e+01, 9.188262018959477473e+00, 4.435490472979092935e+00, 6.239639182892957159e+00, 5.925389892978675022e+00, 1.667865153168325776e+01, 6.727261186165005569e+00, 1.939233519543978090e+01, 3.941908456299981989e+00, 1.322828756639466441e+01, 7.649154727459267278e+00, 6.111524720079759554e+00, 5.073902457256585841e+00, 5.446964133481631443e+00
1.897000000000000000e+03, 2.802506608873552629e+00, 8.223217958013544049e+00, 1.146692527159636299e+01, 9.244654638853965878e+00, 4.791796407793578183e+00, 6.337545749926638550e+00, 5.855759355320376613e+00, 1.668991880127174099e+01, 6.732949979966002196e+00, 1.945422989862086638e+01, 3.919790466040883548e+00, 1.325304481977467219e+01, 7.620781154593623263e+00, 6.093305709361735545e+00, 5.061148223737012231e+00, 5.373097589913860439e+00
1.898000000000000000e+03, 2.762394199490572078e+00, 8.015326768147069458e+00, 1.137616482269231355e+01, 9.312670029600944588e+00, 4.416553777160006966e+00, 6.470937774818546373e+00, 5.849242926401020171e+00, 1.663913366011072625e+01, 6.718797949726384999e+00, 1.935409894807926534e+01, 3.930635918512359606e+00, 1.325998720115417306e+01, 7.651004951358159722e+00, 6.125271400311063097e+00, 5.000596676298386889e+00, 5.389340662739210863e+00
1.899000000000000000e+03, 2.717356704394442435e+00, 8.018160967412633511e+00, 1.138048182167017686e+01, 9.264830900615796949e+00, 4.062890992839991888e+00, 6.428657898056273190e+00, 5.893852291895162132e+00, 1.659870496428225195e+01, 6.695677400934967771e+00, 1.931767664428874909e+01, 4.023482758732063402e+00, 1.328426112363093736e+01, 7.637290443742035251e+00, 6.133272755196476744e+00, 5.025536427620595603e+00, 5.428308730178003749e+00
1.900000000000000000e+03, 2.766661058460550660e+00, 8.015705348066115121e+00, 1.137732943841403888e+01, 9.170378020755249437e+00, 3.942176935508113100e+00, 6.178168340867521202e+00, 5.940867448945742701e+00, 1.664365949064776373e+01, 6.653785212855302333e+00, 1.934103973006910948e+01, 3.895574171605682867e+00, 1.330730401073547853e+01, 7.608774050922290755e+00, 6.177731828804009062e+00, 5.064355482619216531e+00, 5.476772749557888176e+00
1.901000000000000000e+03, 2.814884218020532458e+00, 8.014999809077307802e+00, 1.137608079453308996e+01, 9.110402707155353497e+00, 3.962337632383270858e+00, 6.062512441811849229e+00, 6.012547606723166460e+00, 1.667811892554685116e+01, 6.677225921611736226e+00, 1.942466040212086043e+01, 3.939466398740382846e+00, 1.324881994541583552e+01, 7.629427739217392812e+00, 6.168453831022197242e+00, 5.068262280618381688e+00, 5.563530304655841974e+00
1.902000000000000000e+03, 2.840764425170605900e+00, 8.514254100451717377e+00, 1.144516737402500439e+01, 9.106392152488883340e+00, 4.056691856207447877e+00, 6.187147364566498275e+00, 5.989101878278622060e+00, 1.669889673556431475e+01, 6.724515200406065318e+00, 1.952532197049779583e+01, 3.955412586081588966e+00, 1.313057623608826496e+01, 7.648075798560516780e+00, 6.224172876628908391e+00, 5.080452013806842970e+00, 5.506643829255720490e+00
1.903000000000000000e+03, 2.834134773492956061e+00, 8.491429436748354931e+00, 1.134206184996048528e+01, 9.153740517240715135e+00, 4.208797763604332332e+00, 6.140206317506870626e+00, 5.971735038042957910e+00, 1.669578584673013211e+01, 6.689214807238921701e+00, 1.947824543179856960e+01, 3.960345868327972418e+00, 1.309390718629017591e+01, 7.651478851665661551e+00, 6.164117016383149128e+00, 5.115108533313193817e+00, 5.434125648772124784e+00
1.904000000000000000e+03, 2.761017134512858906e+00, 8.310829369495154495e+00, 1.131943162481875298e+01, 9.209410591979116489e+00, 4.346687215637306423e+00, 6.122160668491396507e+00, 5.950931288840322964e+00, 1.667301380994139137e+01, 6.665221903294931138e+00, 1.961002271143783560e+01, 3.807894366559715582e+00, 1.313590972426598391e+01, 7.649228630342605584e+00, 6.103682377962657668e+00, 5.033819085320079267e+00, 5.309625973931752618e+00
1.905000000000000000e+03, 2.809439468170908949e+00, 8.050215384552750209e+00, 1.145007577549524136e+01, 9.227471849311360330e+00, 4.401470248655066975e+00, 6.177884093218081851e+00, 5.915548296769394199e+00, 1.659135612385806269e+01, 6.598129285775824471e+00, 1.950124123669854725e+01, 3.810441374910769508e+00, 1.318524117529271500e+01, 7.602278210317804152e+00, 6.125780772128007534e+00, 4.989770532666113034e+00, 5.310389030306153835e+00
1.906000000000000000e+03, 2.809740846252923863e+00, 8.078895102477442691e+00, 1.142370271919718761e+01, 9.262972697100554598e+00, 4.236584999005994057e+00, 6.209729017918149907e+00, 5.905309565448126463e+00, 1.662771838213886610e+01, 6.496636204254136793e+00, 1.946930926292381869e+01, 3.866737048038543012e+00, 1.316851516324963178e+01, 7.616308504851355465e+00, 6.135670902950211669e+00, 4.963079764351125078e+00, 5.353271499147061796e+00
1.907000000000000000e+03, 2.799109027706555786e+00, 8.101314754636268489e+00, 1.145094043897778135e+01, 9.268549940468288284e+00, 4.331234537866766487e+00, 6.133248799368926640e+00, 5.917879258860009983e+00, 1.659959087306944525e+01, 6.492054884369429679e+00, 1.970263732199613926e+01, 3.851988231223016701e+00, 1.312321510383744894e+01, 7.610107850796346440e+00, 6.138856154123860875e+00, 4.956147469385479454e+00, 5.422784316181566311e+00
1.908000000000000000e+03, 2.884186935502040416e+00, 8.022803719756192109e+00, 1.145187248860735885e+01, 9.263588854298518527e+00, 4.159224861568615594e+00, 6.110312922145778813e+00, 5.928517882585347287e+00, 1.656889655674323691e+01, 6.577353357843999326e+00, 1.982188978484919417e+01, 3.846738660902054630e+00, 1.304848873157949996e+01, 7.668743353326408219e+00, 6.150962188639169881e+00, 4.980087391250590301e+00, 5.394617462490368887e+00
1.909000000000000000e+03, 2.881287663703702151e+00, 8.246546178196174637e+00, 1.141409556545846549e+01, 9.251020705740939931e+00, 4.070893059411250015e+00, 5.897906224215914150e+00, 5.908823532251097355e+00, 1.660108804298825191e+01, 6.626722089468885635e+00, 1.965815196410748555e+01, 3.799208665527277429e+00, 1.305922724964828951e+01, 7.636634093730828354e+00, 6.153987288213984996e+00, 4.934554373684822082e+00, 5.442613648702788964e+00
1.910000000000000000e+03, 2.879608955069912657e+00, 8.261332969425902562e+00, 1.150218469273250399e+01, 9.283035497643682632e+00, 4.165489855063498226e+00, 5.882720222449652425e+00, 5.874033179613383560e+00, 1.661228851271804885e+01, 6.583482824194200944e+00, 1.983410141020992867e+01, 3.755236647934276473e+00, 1.309175789486568320e+01, 7.604168164614377723e+00, 6.158108035132350722e+00, 4.937175877531990054e+00, 5.414807450462767235e+00
1.911000000000000000e+03, 2.897840420454211863e+00, 8.147114276724638060e+00, 1.148563507836425757e+01, 9.284466914772384172e+00, 4.279111224218819842e+00, 5.911143383256073136e+00, 5.879055220818750982e+00, 1.652159549534309591e+01, 6.585935475227780778e+00, 1.986410232899459416e+01, 3.742620026211937567e+00, 1.305466126956126516e+01, 7.641181856426467967e+00, 6.034856710346871544e+00, 4.991441637489461236e+00, 5.309179215663414553e+00
