year, GFDL-ESM4, TaiESM1, CNRM-ESM2-1, ACCESS-ESM1-5, CMCC-CM2-SR5, EC-Earth3-Veg, CanESM5, INM-CM5-0, CESM2-WACCM, INM-CM4-8, IPSL-CM6A-LR, MIROC-ES2L, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, MPI-ESM1-2-LR
1.912000000000000000e+03, 2.893330433979507621e+00, 7.966417826347381492e+00, 1.146087800373969046e+01, 9.263891523787451732e+00, 4.649756081690703091e+00, 6.018949621799471572e+00, 5.822305075040001832e+00, 1.673507829520589496e+01, 6.593440758155296066e+00, 1.980803250902912538e+01, 3.744770405943022240e+00, 1.302889101267518335e+01, 7.633765192726929882e+00, 6.033407747721562409e+00, 4.957370227772716298e+00, 5.348510480704618431e+00
1.913000000000000000e+03, 2.893338173887903597e+00, 8.119032002054510144e+00, 1.137811684065787432e+01, 9.258650821504902595e+00, 4.727217707756413922e+00, 6.150099875621525491e+00, 5.812723626859365389e+00, 1.668653799534543225e+01, 6.606225940831259358e+00, 1.979072442960417177e+01, 3.772068238592746869e+00, 1.305147687388157784e+01, 7.592909278438142451e+00, 6.046656502972107994e+00, 4.917931983084593561e+00, 5.322703011677101692e+00
1.914000000000000000e+03, 2.866685718070702382e+00, 7.983852904108479365e+00, 1.132484491476234822e+01, 9.255318855574504511e+00, 4.160197509061720922e+00, 5.993406085019951313e+00, 5.785096682373911392e+00, 1.657766760240791726e+01, 6.583599258846428270e+00, 1.987480390207612402e+01, 3.754307850600800744e+00, 1.306507394058773031e+01, 7.576744487194249977e+00, 5.976993916131095652e+00, 4.928631017179262663e+00, 5.270269398731888266e+00
1.915000000000000000e+03, 2.841040544918345567e+00, 7.972005925823361316e+00, 1.137373004679418287e+01, 9.213580982535898301e+00, 4.160085272920206911e+00, 5.914902933572649957e+00, 5.863479353881959177e+00, 1.659278772053025719e+01, 6.593565845876691256e+00, 1.976665825503256713e+01, 3.717766922089658976e+00, 1.309545742538977642e+01, 7.615388301831195861e+00, 6.009994206089128710e+00, 4.947885755048919698e+00, 5.311464993595068407e+00
1.916000000000000000e+03, 2.843567449016628945e+00, 8.157205297387523757e+00, 1.131540957241433887e+01, 9.185533708785859730e+00, 4.288805771332700800e+00, 5.975450832958904890e+00, 5.893363185919656466e+00, 1.669170656019810650e+01, 6.562244466090139561e+00, 1.963865451624164393e+01, 3.677353360042880936e+00, 1.308806663321114172e+01, 7.644728763103485925e+00, 6.024780351960427716e+00, 4.877715977431771321e+00, 5.323778507816960825e+00
1.917000000000000000e+03, 2.893059094739585557e+00, 8.143718868088301477e+00, 1.128936173037797630e+01, 9.172593178203449327e+00, 4.354012625181606921e+00, 6.033168342226468361e+00, 5.818629668224761353e+00, 1.664935484333153326e+01, 6.530661214353309596e+00, 1.967401513283467196e+01, 3.748446005539259662e+00, 1.298777494630106943e+01, 7.639975409796591954e+00, 6.044682346392752592e+00, 4.950069062720872992e+00, 5.291877212073486270e+00
1.918000000000000000e+03, 2.860403218147661963e+00, 8.164725355637608928e+00, 1.132813641291786588e+01, 9.140647574472030357e+00, 4.585590052615929224e+00, 6.001792438932397999e+00, 5.814342810420508378e+00, 1.680686198565516776e+01, 6.521613896705153124e+00, 1.985253350923921900e+01, 3.788664552936312102e+00, 1.293229302597834263e+01, 7.650289334048915535e+00, 6.083894193996307820e+00, 4.987684754374492435e+00, 5.246691408712188753e+00
1.919000000000000000e+03, 2.816597619302223965e+00, 8.329297400516898264e+00, 1.131858532940822570e+01, 9.141100043426014565e+00, 4.079995581687342998e+00, 5.884942241919327799e+00, 5.774498468438724608e+00, 1.690598831958963544e+01, 6.552120033225659945e+00, 1.993553283770583562e+01, 3.785831625882170925e+00, 1.297331660597658498e+01, 7.672015810171389560e+00, 6.106538053555230050e+00, 4.977817881639973407e+00, 5.204514806010470451e+00
1.920000000000000000e+03, 2.820010492420895964e+00, 8.195056786188743558e+00, 1.128464172883998806e+01, 9.113014229648058517e+00, 3.981988501047012630e+00, 5.756590133747963911e+00, 5.737333372666369335e+00, 1.694408643845941853e+01, 6.556550947767557425e+00, 1.972320472441635175e+01, 3.767385225651614267e+00, 1.300770947456761384e+01, 7.691148235902103281e+00, 6.060425822372169868e+00, 4.967121037772528780e+00, 5.211599015849503580e+00
1.921000000000000000e+03, 2.894073929211839147e+00, 8.252811904944053367e+00, 1.124721588897801894e+01, 9.063285027764461432e+00, 4.049541114439082712e+00, 5.782703962815935128e+00, 5.755510825135199404e+00, 1.680566542968761823e+01, 6.576127304711009813e+00, 1.983419148596897585e+01, 3.672906423552598554e+00, 1.296744049038123414e+01, 7.663324391911494615e+00, 6.064883366109929952e+00, 4.984945348418820643e+00, 5.172752891517271578e+00
1.922000000000000000e+03, 2.865268762515055911e+00, 8.248620359313243000e+00, 1.124769214507931636e+01, 9.062607949382718076e+00, 4.166119305514784266e+00, 5.781314954808099316e+00, 5.815962890056433743e+00, 1.689472518913002475e+01, 6.534544481047798392e+00, 1.978303829800487534e+01, 3.745019044758311377e+00, 1.283137676861060328e+01, 7.658215597049115253e+00, 6.076965470130029523e+00, 4.977630297865478504e+00, 5.239500511211365286e+00
1.923000000000000000e+03, 2.826964299163773564e+00, 8.317760143997357858e+00, 1.127019145913164877e+01, 9.089838607381761193e+00, 4.408005437026763396e+00, 5.659262519502311406e+00, 5.818072880124294244e+00, 1.691291621235568243e+01, 6.515755718382187034e+00, 1.976785831490579781e+01, 3.787296685738312352e+00, 1.278655546271622434e+01, 7.628771372265086725e+00, 6.111716535851360099e+00, 4.990583692448335107e+00, 5.290726555713063384e+00
1.924000000000000000e+03, 2.792321807063914196e+00, 8.134471282196598096e+00, 1.125701742366523916e+01, 9.062174606040626301e+00, 4.301804556969857529e+00, 5.604229403949919863e+00, 5.803845746193289301e+00, 1.684910860236500696e+01, 6.478677745517712694e+00, 1.992428240637966042e+01, 3.745786893752971469e+00, 1.277534821543529020e+01, 7.579069943862957182e+00, 6.065533586329987514e+00, 4.944064985610491014e+00, 5.178548825737517625e+00
1.925000000000000000e+03, 2.807126381391007897e+00, 8.551887086466607002e+00, 1.114344656853912063e+01, 9.070699635457643240e+00, 4.652948122775560691e+00, 5.765774426414584042e+00, 5.838572488423031892e+00, 1.701439570352211916e+01, 6.445247128997301012e+00, 1.987766388080229163e+01, 3.687890700968528446e+00, 1.276964832803174588e+01, 7.543641245800599471e+00, 6.038489904373609996e+00, 4.944512288716423676e+00, 5.101936474636017849e+00
1.926000000000000000e+03, 2.798569055496330726e+00, 8.595381266776826124e+00, 1.114104736436989107e+01, 9.059272045904698700e+00, 4.326139876597532741e+00, 5.692907083727345885e+00, 5.851158344561588898e+00, 1.702534076318119460e+01, 6.436272507701902512e+00, 2.013004305785815617e+01, 3.728736227470649478e+00, 1.273956124780608157e+01, 7.511833386130265744e+00, 6.055672484880076034e+00, 4.972618842643817594e+00, 5.147940117540570348e+00
1.927000000000000000e+03, 2.763343389389861571e+00, 8.299660960966052770e+00, 1.110657322106634304e+01, 9.043555321249193923e+00, 4.122249384986968579e+00, 5.726723662831496142e+00, 5.937750994660884629e+00, 1.694171675513873154e+01, 6.450531250200250533e+00, 2.011197766541502929e+01, 3.767536491981501978e+00, 1.262883381303888619e+01, 7.513295401535683204e+00, 6.020749614352726375e+00, 4.947045990440446239e+00, 5.094938491036248962e+00
1.928000000000000000e+03, 2.787772227760368260e+00, 8.162384275137217315e+00, 1.108385619865167016e+01, 9.035981888247624383e+00, 4.097550035970969340e+00, 5.687922400931703315e+00, 5.985996867927281251e+00, 1.684908931849799529e+01, 6.412943077124019453e+00, 2.012379397675235992e+01, 3.730258600079211284e+00, 1.255293713237700182e+01, 7.513055688929460629e+00, 6.009788413527767048e+00, 4.877066364083701089e+00, 5.057900461489357014e+00
1.929000000000000000e+03, 2.784765323579697416e+00, 8.360856349972133117e+00, 1.098979272325500389e+01, 9.014065725658479522e+00, 4.197540795817968018e+00, 5.697053416057229924e+00, 5.941368613698322143e+00, 1.691262478059836027e+01, 6.419056134567265204e+00, 2.021479941932794588e+01, 3.680387481533797800e+00, 1.250072440215952696e+01, 7.474089511629780525e+00, 5.928848298963511176e+00, 4.870118354846058928e+00, 5.089740765134010303e+00
1.930000000000000000e+03, 2.756880907010276438e+00, 8.387868046799571431e+00, 1.096880626641000056e+01, 9.011809963907174037e+00, 4.068115717521187058e+00, 5.765188420315079831e+00, 5.925578044828855084e+00, 1.695086248057208422e+01, 6.382488563595074993e+00, 1.994195436739121874e+01, 3.649689550787379666e+00, 1.241212422659483217e+01, 7.410158402795304688e+00, 5.821535158547259670e+00, 4.875313816477031104e+00, 5.029394918239503909e+00
1.931000000000000000e+03, 2.754055774800390211e+00, 8.029445855624695483e+00, 1.086871391233933970e+01, 9.039676269017990151e+00, 4.217178280423470760e+00, 5.818654435600275399e+00, 5.925606116420782499e+00, 1.697628509882719428e+01, 6.329945490247500750e+00, 1.980598319856140677e+01, 3.680023320048713575e+00, 1.235024459079875392e+01, 7.413489252506130001e+00, 5.778850425414277403e+00, 4.858703172426761085e+00, 4.966533221124999287e+00
1.932000000000000000e+03, 2.802252040599325422e+00, 8.177024479997969664e+00, 1.093255013738208881e+01, 9.037484236444090158e+00, 4.126071353894261051e+00, 5.678044390697219335e+00, 5.958413222901849160e+00, 1.700260371401791915e+01, 6.318855370863812659e+00, 1.994297552260809070e+01, 3.700669196300139685e+00, 1.237496993751554619e+01, 7.424474145824669691e+00, 5.835748325574376949e+00, 4.820634446063078116e+00, 5.031210293567441205e+00
1.933000000000000000e+03, 2.799693353580336996e+00, 8.445923542446122312e+00, 1.102259055889543937e+01, 9.015969761208323163e+00, 4.229313802101261288e+00, 5.782164530153004023e+00, 5.927090224960055664e+00, 1.710608741096016061e+01, 6.360058917968692604e+00, 2.017959106386286905e+01, 3.664574041727312270e+00, 1.233967105754821780e+01, 7.410605449237055886e+00, 5.861016129996011514e+00, 4.792115610112150925e+00, 5.000665743536173657e+00
1.934000000000000000e+03, 2.840885474906405417e+00, 7.987916774272996179e+00, 1.100440051624062399e+01, 8.969476198650241372e+00, 4.541589780202897053e+00, 5.791413137982572401e+00, 5.960639006921192085e+00, 1.730540253062396161e+01, 6.384640021631228457e+00, 2.010392308286115437e+01, 3.647678077178645228e+00, 1.230528317029962082e+01, 7.428442529048974841e+00, 5.760069172075834132e+00, 4.843663894987126461e+00, 4.892142910879151430e+00
1.935000000000000000e+03, 2.779140372191193809e+00, 8.214868030680673172e+00, 1.105836271542866101e+01, 8.940639998469439576e+00, 4.225454802131867638e+00, 5.667813854063221690e+00, 5.899751200620060310e+00, 1.721352865759327955e+01, 6.318395103410921365e+00, 1.997318833584392905e+01, 3.677511645437994137e+00, 1.228046392194697667e+01, 7.427211427311615211e+00, 5.705169984759984381e+00, 4.843653986084902385e+00, 4.811811863085709184e+00
1.936000000000000000e+03, 2.748481559936068130e+00, 8.119924997447098391e+00, 1.095666829468414427e+01, 8.904178472173072123e+00, 4.022096972486192357e+00, 5.712187760433390160e+00, 5.958440305462142206e+00, 1.723217497737413950e+01, 6.201566751156128987e+00, 2.013881508189849256e+01, 3.760172477272304636e+00, 1.223093889592849948e+01, 7.431332589811548317e+00, 5.715286101169790633e+00, 4.848416456334485147e+00, 4.793226086290620636e+00
1.937000000000000000e+03, 2.764291785785366162e+00, 8.223901339645543374e+00, 1.098966774536868130e+01, 8.851327637435534967e+00, 4.213126897360439216e+00, 5.755526168713747559e+00, 6.007340871847868691e+00, 1.728130810184326549e+01, 6.265791376993620432e+00, 2.028064127592714883e+01, 3.710858636300833791e+00, 1.218545508156078050e+01, 7.433518123353255014e+00, 5.669845196308632929e+00, 4.856881977340322898e+00, 4.840102971703169388e+00
1.938000000000000000e+03, 2.798229040724335093e+00, 8.228736234451305975e+00, 1.096821668576516373e+01, 8.821455110867658433e+00, 4.646315746385537793e+00, 5.584020375924287016e+00, 5.956756516235371279e+00, 1.735559145993699204e+01, 6.208560732075632416e+00, 2.015745268870234241e+01, 3.640765744759815181e+00, 1.215018258979960386e+01, 7.405891043384130512e+00, 5.628297133982440137e+00, 4.847635777441464455e+00, 4.873155860614152068e+00
1.939000000000000000e+03, 2.784058861603989410e+00, 8.309867692576730747e+00, 1.107757926183511721e+01, 8.843263042505579818e+00, 4.285426149575869204e+00, 5.526817751888482455e+00, 5.903232389274830183e+00, 1.739089989307206707e+01, 6.154388610606385868e+00, 2.004433703630679631e+01, 3.683585864627493045e+00, 1.204490329665091686e+01, 7.362723210014841868e+00, 5.645563554728336264e+00, 4.871705906364631744e+00, 4.921358606409703462e+00
1.940000000000000000e+03, 2.729837606270594019e+00, 7.961595534002603003e+00, 1.099731025917728822e+01, 8.861600329956260680e+00, 4.279108584359555323e+00, 5.645079468287746316e+00, 5.877649072572189937e+00, 1.743562944157295291e+01, 6.139259385039271599e+00, 2.012557910237615744e+01, 3.691847373747055183e+00, 1.195426147468669953e+01, 7.321477223863030126e+00, 5.646501277165009824e+00, 4.793362943703054491e+00, 4.934031630591252160e+00
1.941000000000000000e+03, 2.822964577119495111e+00, 7.863040923004270155e+00, 1.072752920105069130e+01, 8.901804787210132019e+00, 4.138331563627136944e+00, 5.769975834936628800e+00, 5.847490273983630082e+00, 1.745705644138510593e+01, 6.184382209213340253e+00, 2.024437520523036582e+01, 3.694259219523314819e+00, 1.181885799027897654e+01, 7.349406789010313190e+00, 5.622026291066296366e+00, 4.736229440329716489e+00, 4.926773468061761641e+00
1.942000000000000000e+03, 2.777085396623511837e+00, 7.965573204664163853e+00, 1.073970010531357033e+01, 8.911959548684741605e+00, 4.302704566495190619e+00, 5.751208123472587808e+00, 5.841494422874179193e+00, 1.742149183947269719e+01, 6.117736720367810577e+00, 2.020685869261066259e+01, 3.560155520799376028e+00, 1.172434424011537857e+01, 7.359940380823118744e+00, 5.596608722894151455e+00, 4.776535554730231503e+00, 4.820576728628507723e+00
1.943000000000000000e+03, 2.777445675911164980e+00, 7.745038250627189313e+00, 1.064507843212705396e+01, 8.880371866303306660e+00, 4.553845973508201084e+00, 5.678832787379117342e+00, 5.890388893875165621e+00, 1.753658146453606648e+01, 6.067543956930998128e+00, 2.025722494532833906e+01, 3.646257187820975521e+00, 1.170806297879249591e+01, 7.315464683305062721e+00, 5.600424382701493897e+00, 4.767208140460912347e+00, 4.761039485580687014e+00
1.944000000000000000e+03, 2.741956920744755610e+00, 7.717790869581667046e+00, 1.054397147942651536e+01, 8.859483381903816124e+00, 3.804580737111675770e+00, 5.617505363043084010e+00, 5.825320244385360446e+00, 1.767169476961577601e+01, 6.015031460521642614e+00, 2.014343655891286033e+01, 3.583356941586685274e+00, 1.171309347594739236e+01, 7.259503912236068501e+00, 5.613272470920669832e+00, 4.721656935308812031e+00, 4.764023442369892614e+00
1.945000000000000000e+03, 2.786959197239939900e+00, 7.817127781698506972e+00, 1.031443722122863349e+01, 8.831331920838879412e+00, 3.963324676629514709e+00, 5.698747646564966907e+00, 5.770169713538289891e+00, 1.766132194197970051e+01, 6.073209378318984442e+00, 2.007905844181204813e+01, 3.608018381448117484e+00, 1.164009419739464057e+01, 7.250308659023962043e+00, 5.595355791900524345e+00, 4.742256158009102052e+00, 4.848838985071297181e+00
1.946000000000000000e+03, 2.720234293961007577e+00, 8.047696393080382649e+00, 1.031016468528220642e+01, 8.845652589034747493e+00, 4.430168470836711947e+00, 5.558670852060389578e+00, 5.650310605553607424e+00, 1.758501069387482829e+01, 6.085815139791363571e+00, 2.017852876808476026e+01, 3.641304975784665832e+00, 1.158477180479991731e+01, 7.239729069915165738e+00, 5.469882426848609036e+00, 4.707696702753466411e+00, 4.695870417027102839e+00
1.947000000000000000e+03, 2.615741283484067647e+00, 8.085689419480589279e+00, 1.020931054763305035e+01, 8.899359289019134422e+00, 4.276788506698263603e+00, 5.531867022313700311e+00, 5.651468345028414220e+00, 1.736531121309380055e+01, 6.148573682469447022e+00, 2.034676385921013875e+01, 3.594585021953112136e+00, 1.149236407797820370e+01, 7.237747455401456698e+00, 5.406830622678368670e+00, 4.672857878966873102e+00, 4.689057677909966415e+00
1.948000000000000000e+03, 2.612966108606765037e+00, 7.934931863974509447e+00, 1.013509930949150117e+01, 8.962207533254366254e+00, 3.601875017731343664e+00, 5.513324499854658889e+00, 5.616248755395115033e+00, 1.745847446752435062e+01, 6.123749152357640391e+00, 2.026294959204289015e+01, 3.583414595581154050e+00, 1.145883675661916001e+01, 7.161555616275864899e+00, 5.383993653267673984e+00, 4.657448350353742050e+00, 4.731236316546092446e+00
1.949000000000000000e+03, 2.624525927755899435e+00, 7.915574187489601066e+00, 1.018407452843337957e+01, 8.951072753371068558e+00, 3.963491623960166521e+00, 5.499147556034357009e+00, 5.572172536406831078e+00, 1.774380422715257666e+01, 6.057258970743059301e+00, 2.048765860712099851e+01, 3.519190394785232545e+00, 1.138923244794129630e+01, 7.144353991144386740e+00, 5.443476739125173935e+00, 4.678476936809040865e+00, 4.823929786081678550e+00
1.950000000000000000e+03, 2.604040643525595833e+00, 7.838943773688199279e+00, 1.012064503255304970e+01, 8.930760020999864324e+00, 4.189876597479976539e+00, 5.410894892811752399e+00, 5.551715031808341472e+00, 1.776851962821830355e+01, 6.028497855554660667e+00, 2.031155545738001678e+01, 3.657596839163129054e+00, 1.118741785311502390e+01, 7.131901897029685244e+00, 5.378274511412560521e+00, 4.653173548244263991e+00, 4.770843605508399143e+00
1.951000000000000000e+03, 2.625994280141233261e+00, 7.930066944990491251e+00, 1.005739229181298988e+01, 8.914375842599577382e+00, 3.932572368190289325e+00, 5.366104657108232701e+00, 5.527073617345725332e+00, 1.763391634064010205e+01, 5.973961004202623215e+00, 2.018796422711114147e+01, 3.602357933994486228e+00, 1.107691903029465053e+01, 7.133396882574839282e+00, 5.337775108352685649e+00, 4.622796123430150672e+00, 4.693854457059204677e+00
1.952000000000000000e+03, 2.610194847440550525e+00, 7.882454115112014215e+00, 1.011405151042790251e+01, 8.874653138794522889e+00, 3.667579114477611313e+00, 5.420740185544331347e+00, 5.484444408854718844e+00, 1.755955676287004508e+01, 5.897959328635621112e+00, 2.011918819387933155e+01, 3.564320892583932920e+00, 1.102348853239644733e+01, 7.115504872928296365e+00, 5.282517806263836491e+00, 4.616986144612890364e+00, 4.625503878213478970e+00
1.953000000000000000e+03, 2.601150331932389204e+00, 7.940027389818931525e+00, 1.004691682096878047e+01, 8.887057855745789325e+00, 3.894859661069088652e+00, 5.290492205634961920e+00, 5.520393951280550660e+00, 1.766416889044409189e+01, 5.878521834810528368e+00, 2.007429290061626403e+01, 3.471837741320098036e+00, 1.091548264700870341e+01, 7.101458823608154169e+00, 5.246361672407201304e+00, 4.603758225235732304e+00, 4.622139496755664823e+00
1.954000000000000000e+03, 2.570900709311982002e+00, 8.011981723310698911e+00, 9.932209963073178827e+00, 8.875057148090208514e+00, 4.112271620207178735e+00, 5.219645630599536901e+00, 5.552301195505850551e+00, 1.783779216486542296e+01, 5.865172234508810867e+00, 2.017006473978098313e+01, 3.522609680806218613e+00, 1.079219053626660951e+01, 7.069213820173938068e+00, 5.188683829624824995e+00, 4.573466468107994842e+00, 4.632219999309182157e+00
1.955000000000000000e+03, 2.576010618832955235e+00, 7.819571839277918102e+00, 1.001506110825225981e+01, 8.871303058376483364e+00, 4.232985862037947911e+00, 5.290443985970103569e+00, 5.544848799210960522e+00, 1.773254051660470054e+01, 5.839568262620819183e+00, 2.009873563364773119e+01, 3.473058333869754488e+00, 1.078618155347115426e+01, 7.083413846647203194e+00, 5.174754173166413729e+00, 4.491121912423428064e+00, 4.623530048703298867e+00
1.956000000000000000e+03, 2.604445052260781601e+00, 7.468000725381222615e+00, 9.832719781438679973e+00, 8.910762247548912995e+00, 3.930260182873714925e+00, 5.382146668611429874e+00, 5.522394939062688302e+00, 1.763286032854729513e+01, 5.779033143127514371e+00, 1.999641365578546015e+01, 3.383486174372559940e+00, 1.073939269418728237e+01, 7.165255965197322219e+00, 5.172452206357234239e+00, 4.479800393425877658e+00, 4.621094165305015267e+00
1.957000000000000000e+03, 2.586857632117542050e+00, 7.603346795400383051e+00, 9.773597300188773929e+00, 8.890840732585731487e+00, 4.000980367447019681e+00, 5.365102306806615928e+00, 5.490062187231152357e+00, 1.758330355659812838e+01, 5.708396773291851467e+00, 1.995245474562969434e+01, 3.372361055760115356e+00, 1.066089335314489972e+01, 7.170017555911844198e+00, 5.213801172746499013e+00, 4.454774945906748052e+00, 4.565692027524839602e+00
1.958000000000000000e+03, 2.570246412691640892e+00, 7.525345545769948963e+00, 9.707874370605578562e+00, 8.888570991055289028e+00, 4.220446185866263633e+00, 5.264365738614562140e+00, 5.489235251275942140e+00, 1.750405001049464815e+01, 5.674801947831581650e+00, 1.994155044287415635e+01, 3.295927025132074029e+00, 1.059009343822877725e+01, 7.129949939277572035e+00, 5.184421702782725738e+00, 4.394011577138960511e+00, 4.612451095319334726e+00
1.959000000000000000e+03, 2.503015837160967205e+00, 7.727197497019204775e+00, 9.655267447256411728e+00, 8.881920455940088388e+00, 4.622299980623986393e+00, 5.277894493024544609e+00, 5.523681959349015180e+00, 1.742009113946199506e+01, 5.685413332144110932e+00, 1.999712775295818190e+01, 3.342234618884645236e+00, 1.052149647646885100e+01, 7.092114335687546678e+00, 5.179666372929440321e+00, 4.356191708225810366e+00, 4.544863178978993723e+00
1.960000000000000000e+03, 2.508186380448013786e+00, 7.472084022626906297e+00, 9.739934810392467668e+00, 8.859155238042054847e+00, 4.259838404728172101e+00, 5.326060104555047303e+00, 5.508725749405148697e+00, 1.755379135735102736e+01, 5.758456328418614767e+00, 1.994639598243325196e+01, 3.275103428256559202e+00, 1.052107174022025760e+01, 7.123511356119436755e+00, 5.130742900417703645e+00, 4.364131210765931357e+00, 4.469010319981627788e+00
1.961000000000000000e+03, 2.496599696110509026e+00, 7.468399120998237883e+00, 9.691247140521264569e+00, 8.870342511120137274e+00, 3.902153048307358318e+00, 5.301361881267179221e+00, 5.490593049286932370e+00, 1.774287770496320249e+01, 5.771144233216377373e+00, 1.999207529369933667e+01, 3.307622335037218697e+00, 1.046697775108707873e+01, 7.123136291352137661e+00, 5.086248845630929161e+00, 4.333529428237504533e+00, 4.425609217947525487e+00
1.962000000000000000e+03, 2.464788635077254320e+00, 7.236652167354963083e+00, 9.606035281187983443e+00, 8.841144611868982039e+00, 4.256184848810926624e+00, 5.287575103056468606e+00, 5.503697941795429927e+00, 1.772321640353982630e+01, 5.663663732028576092e+00, 2.000379037652464476e+01, 3.295264647079536591e+00, 1.042930886048747041e+01, 7.060818309218490185e+00, 5.002824043415493804e+00, 4.268495794766176132e+00, 4.473295002522783115e+00
1.963000000000000000e+03, 2.486673015498054529e+00, 7.576296703307345837e+00, 9.580295522922371632e+00, 8.836209937510449919e+00, 3.943515539156316141e+00, 5.318532725544377726e+00, 5.460486433795402661e+00, 1.772065592804548118e+01, 5.572187501554467737e+00, 2.002715799190163182e+01, 3.331765629276006724e+00, 1.046078039645335167e+01, 7.044450074947773643e+00, 4.970102692025705871e+00, 4.301406305652228923e+00, 4.437627374241773559e+00
1.964000000000000000e+03, 2.469432261000081841e+00, 7.516333529251022938e+00, 9.518039425283959076e+00, 8.860694043021487332e+00, 3.938324179994340923e+00, 5.238414465192687608e+00, 5.472177263684672610e+00, 1.781307135657080920e+01, 5.575145750844692216e+00, 2.019098571710107848e+01, 3.237777486075107181e+00, 1.053070672304601985e+01, 7.070287087598857489e+00, 4.988943610930381745e+00, 4.311211597725025158e+00, 4.516850526688750200e+00
1.965000000000000000e+03, 2.380615740215758169e+00, 7.378512291523304789e+00, 9.572903634805632223e+00, 8.896856303110434183e+00, 3.948864898278387603e+00, 5.197496169143824396e+00, 5.463322132886784921e+00, 1.780750753620799287e+01, 5.614085139197169561e+00, 2.011960029686821017e+01, 3.159598031754792480e+00, 1.054533259396109557e+01, 7.067115013570352211e+00, 5.004978631908044484e+00, 4.226560193488286821e+00, 4.475132472841056419e+00
1.966000000000000000e+03, 2.366563872515615063e+00, 7.392478955208222402e+00, 9.437424065127952844e+00, 8.910985496227226577e+00, 4.072914649043234192e+00, 5.201251191527566320e+00, 5.446689565138193245e+00, 1.777120662096850623e+01, 5.575772880045018809e+00, 2.004766426943577429e+01, 3.187706941764456126e+00, 1.048285882523353507e+01, 7.101011990417934960e+00, 5.003908570193480010e+00, 4.174928542842000212e+00, 4.401917462660165370e+00
1.967000000000000000e+03, 2.344776287383012470e+00, 7.370910041821320924e+00, 9.493196124112843748e+00, 8.933395465422655946e+00, 4.249343662774708541e+00, 5.088074525541025572e+00, 5.438179066953355623e+00, 1.785192214251427956e+01, 5.549899172900148336e+00, 1.999016871667284434e+01, 3.197605762128993945e+00, 1.045556115601816849e+01, 7.108278681811665223e+00, 5.075821240266749967e+00, 4.209484210277872229e+00, 4.361706219503279414e+00
1.968000000000000000e+03, 2.335855270572860576e+00, 6.980748593654265477e+00, 9.577602858366983440e+00, 8.919891337964758193e+00, 4.261892673268724785e+00, 5.104008036931893422e+00, 5.425053564951532792e+00, 1.791177401513118639e+01, 5.530660975927684575e+00, 1.982458015748780511e+01, 3.185738610329716725e+00, 1.043464326443292478e+01, 7.099729498805316119e+00, 5.140632959655304646e+00, 4.220772644888275416e+00, 4.270302495401781862e+00
1.969000000000000000e+03, 2.326393426717672686e+00, 7.389234421935726438e+00, 9.624648297276909403e+00, 8.874591769030914179e+00, 4.053184734212415208e+00, 5.139035356640627050e+00, 5.374754558080657496e+00, 1.785600508290739441e+01, 5.550963264316665757e+00, 1.987201027796298547e+01, 3.070624670962293745e+00, 1.035928493943245954e+01, 7.046930194187798868e+00, 5.186567650642788685e+00, 4.200300592529992549e+00, 4.285647656629061331e+00
1.970000000000000000e+03, 2.278844039482143646e+00, 7.231674463267823150e+00, 9.696047040582140397e+00, 8.860253579056921680e+00, 4.055939186306948940e+00, 4.978609432618330111e+00, 5.392306373606563952e+00, 1.788257804030146403e+01, 5.573720572866554868e+00, 1.981108898054650069e+01, 3.034519428597545865e+00, 1.030533355150005370e+01, 7.031987791229449947e+00, 5.182416715779208261e+00, 4.164385659180272370e+00, 4.324493690098983656e+00
1.971000000000000000e+03, 2.307117292169314826e+00, 7.003303466116264531e+00, 9.769774324925926123e+00, 8.874588283935509025e+00, 3.670143376221387754e+00, 4.891805925006439182e+00, 5.375817254340466533e+00, 1.777933404502856618e+01, 5.555692376957340528e+00, 1.991690916724499871e+01, 3.159813178865408023e+00, 1.034810327942784802e+01, 7.024226425016903974e+00, 5.165447126394169253e+00, 4.156174306296161802e+00, 4.303788173349092361e+00
1.972000000000000000e+03, 2.310786644669555745e+00, 7.365077322356647471e+00, 9.673210550854900447e+00, 8.905311120486311793e+00, 3.876415202768916934e+00, 5.030859761717052514e+00, 5.443025461282911870e+00, 1.773026666506243387e+01, 5.528839867100101557e+00, 2.004207684767470710e+01, 3.116412331698474425e+00, 1.037811082959395748e+01, 7.002177082565208543e+00, 5.074102757792377183e+00, 4.178254648088346457e+00, 4.277964016060996855e+00
1.973000000000000000e+03, 2.319335033092271292e+00, 7.349933193905899387e+00, 9.661950350805948773e+00, 8.914143584226469130e+00, 4.469680938226360034e+00, 5.083045839221062678e+00, 5.493470266235156885e+00, 1.782575690713617078e+01, 5.461152756824754206e+00, 2.011696072973651539e+01, 3.048236492276133358e+00, 1.042346841869980167e+01, 6.967452397626774818e+00, 5.005945140837333440e+00, 4.130834688683602707e+00, 4.202327434949800988e+00
