year, TaiESM1, EC-Earth3-Veg, MIROC-ES2L, NorESM2-LM, CMCC-CM2-SR5, CNRM-ESM2-1, CESM2-WACCM, MPI-ESM1-2-LR, UKESM1-0-LL, GFDL-ESM4, NorESM2-MM, CanESM5, ACCESS-ESM1-5, INM-CM4-8, INM-CM5-0, IPSL-CM6A-LR
1.910000000000000000e+03, 3.556289477690895318e+00, 3.590499578577406758e+00, 3.060525992985484223e+00, 1.580494082816999324e+00, 2.391055436476603013e+00, 3.058357118993079826e+00, 2.021987465367553582e+00, 3.886382217225817559e+00, 2.292991929919609539e+00, 2.396572296056422413e+00, 1.954503136931822871e+00, 4.854237651151251498e+00, 1.632214953366719845e+00, 5.144996388981038393e+00, 3.701572937387822115e+00, 2.145064750347104088e+00
1.911000000000000000e+03, 3.282503352323696610e+00, 3.742234385748971714e+00, 3.048926582378755246e+00, 1.806347996656914034e+00, 2.535455903339919992e+00, 2.878063938469102467e+00, 2.045217724302732076e+00, 3.534645285168029893e+00, 2.445737559173487341e+00, 2.449191727608637681e+00, 1.608232040111466921e+00, 4.921879117722717467e+00, 1.567474392889389057e+00, 4.650077329889255928e+00, 4.010765585311262704e+00, 2.058224791785380869e+00
1.912000000000000000e+03, 3.318711747928071443e+00, 3.923656785604544783e+00, 3.133954700386136771e+00, 1.339645422635699301e+00, 2.907958966883458007e+00, 2.443425463696858646e+00, 2.108611785431578678e+00, 3.899089875505530767e+00, 2.377335767041566683e+00, 2.338830833798688946e+00, 1.773097984993647680e+00, 4.808688792399427925e+00, 1.566231962541536626e+00, 4.664174961223947591e+00, 4.274313423681740609e+00, 2.145173789093255401e+00
1.913000000000000000e+03, 3.381599896832459429e+00, 3.638799548046039778e+00, 2.994095065256427102e+00, 1.389905018844080908e+00, 2.755720564716608312e+00, 2.784533422433770333e+00, 2.200008545636075397e+00, 3.751482990381563187e+00, 1.742793484884011646e+00, 2.475448322045255445e+00, 1.699937628862662198e+00, 4.861213573710165825e+00, 1.542208413830985503e+00, 4.661449637972236992e+00, 3.678694504348164251e+00, 2.312680287123551892e+00
1.914000000000000000e+03, 3.166860760067566893e+00, 3.445641659710833249e+00, 3.071128440435901386e+00, 1.587617951864923160e+00, 2.079864428821708522e+00, 2.388894223116898807e+00, 2.007116192772650187e+00, 3.638478773780955855e+00, 2.304138234462908219e+00, 2.254099190739779157e+00, 1.643296557952128367e+00, 4.853433297240288269e+00, 1.546085410717731090e+00, 4.785613896793546651e+00, 3.771599965057903070e+00, 2.227674189982734809e+00
1.915000000000000000e+03, 3.361181599919034202e+00, 3.481171744716011318e+00, 3.096839576375500336e+00, 1.487982741333388592e+00, 2.494776843266556021e+00, 2.798270149159237441e+00, 2.141819456688053069e+00, 4.357545010289199716e+00, 2.538883571450536003e+00, 2.211498608163947388e+00, 1.898742569318278006e+00, 5.158610127756442232e+00, 1.428315111130922466e+00, 4.324320748300793937e+00, 3.902694992796996054e+00, 2.060165815628117958e+00
1.916000000000000000e+03, 3.519329908237554427e+00, 3.545001913815579275e+00, 3.019892612127409226e+00, 1.395591254217591226e+00, 2.331682757887867385e+00, 2.738913162879994090e+00, 1.937294536742315998e+00, 4.119499852744422874e+00, 2.566894152713528054e+00, 2.170605370328365868e+00, 1.892963789893675308e+00, 4.866267450153298313e+00, 1.556414006078663981e+00, 4.402799618561224371e+00, 4.135655576830981950e+00, 2.176153141601151475e+00
1.917000000000000000e+03, 3.370894124181864626e+00, 3.647430249365291033e+00, 2.821334697699886984e+00, 1.768106179565576364e+00, 2.699628067933265374e+00, 2.695356456650000787e+00, 1.933461088166462227e+00, 4.025181510797197326e+00, 2.327344075916192079e+00, 2.423544551976229755e+00, 2.034994578795943809e+00, 4.822949575527696986e+00, 1.427020951288853423e+00, 4.705282509059856899e+00, 3.921304168391725575e+00, 2.606141607744347333e+00
1.918000000000000000e+03, 3.669705490138721160e+00, 3.812828984290253409e+00, 2.981067984572186802e+00, 1.651958882990698152e+00, 2.561353373413264300e+00, 2.649807230405227365e+00, 1.929479478746821242e+00, 3.556393606835819288e+00, 2.378726234191374189e+00, 2.140575350844073466e+00, 1.968001426789243169e+00, 4.806820666088731819e+00, 1.522463120261408953e+00, 5.017988267793407786e+00, 4.449764380621952675e+00, 2.463640192358159897e+00
1.919000000000000000e+03, 3.547521267699370373e+00, 3.466854617581138776e+00, 3.136907577817979575e+00, 1.686754785832472736e+00, 2.056160224675632087e+00, 2.869530045012390840e+00, 2.116079495584941572e+00, 3.653188439435393065e+00, 2.605862278387294673e+00, 2.100188941333707593e+00, 1.953053617767465333e+00, 4.933779776361935099e+00, 1.519902059184903509e+00, 4.798660077599592455e+00, 4.263669220128337933e+00, 2.497729130565273792e+00
1.920000000000000000e+03, 3.504245248343983210e+00, 3.503580955502886951e+00, 3.107152639922332593e+00, 1.698939021408560679e+00, 2.078316946517395181e+00, 2.686855683340671597e+00, 2.140033195065238480e+00, 3.570114029841219061e+00, 2.176738734041860024e+00, 2.257865547483485447e+00, 1.856864310589822598e+00, 4.910841889454523823e+00, 1.388493003004742654e+00, 4.401498172863133718e+00, 4.056816746490897074e+00, 2.213092835199168551e+00
1.921000000000000000e+03, 3.572418659014930054e+00, 3.747026784848478176e+00, 2.969481718903706380e+00, 1.777248959306350518e+00, 2.229946900701995194e+00, 2.692346088983775143e+00, 2.244295967191304531e+00, 3.922715705143644538e+00, 2.309617256861532297e+00, 2.574622068718598111e+00, 1.950624856472248148e+00, 5.197193674863128443e+00, 1.501468250059770249e+00, 5.066944223945403003e+00, 3.774185072162541399e+00, 2.032154103337024953e+00
1.922000000000000000e+03, 3.562119529076148261e+00, 3.513728846857500976e+00, 2.897491233543151523e+00, 1.831910200263546784e+00, 2.335062158404705990e+00, 3.018679023094589908e+00, 2.114057589171044249e+00, 4.594311076223372758e+00, 2.094837218394073997e+00, 2.394421892449467570e+00, 2.218820471858282239e+00, 5.026678818046594444e+00, 1.632533820349881148e+00, 4.439543587746872966e+00, 4.311125269763579126e+00, 2.624843137946869298e+00
1.923000000000000000e+03, 3.613120694016513035e+00, 3.273317774630787547e+00, 3.013239584765549317e+00, 1.842446967584916440e+00, 2.631655347942869483e+00, 2.934065296477728513e+00, 2.101840701687373247e+00, 4.339512872789812015e+00, 2.002450898774791543e+00, 2.142485207514865042e+00, 2.244860808206473823e+00, 5.005448553506814058e+00, 1.496627519461147804e+00, 4.886993785083383557e+00, 3.816930150813891753e+00, 2.522032314059526215e+00
1.924000000000000000e+03, 3.329967451988997240e+00, 3.712070797696409574e+00, 3.024766934383048778e+00, 1.847073714394436017e+00, 2.397797324800440943e+00, 2.992026246622115249e+00, 2.050346729652841926e+00, 3.427447691221830350e+00, 1.819206949258178385e+00, 2.154419182287881540e+00, 2.046410856940243939e+00, 5.026788787419744331e+00, 1.566309267003526573e+00, 4.900362591066540041e+00, 4.078977392638356569e+00, 2.342138411088594108e+00
1.925000000000000000e+03, 4.118008104093080490e+00, 3.540504696785454097e+00, 3.094133704890735803e+00, 1.901148500921893802e+00, 2.878489123884914846e+00, 2.696741519373516027e+00, 2.040544546896233324e+00, 3.719028109478069499e+00, 1.729557500131172709e+00, 2.259365455513867804e+00, 2.128983949763745276e+00, 5.212864358269006182e+00, 1.624258332887794420e+00, 5.035851581424451773e+00, 4.334618722425886972e+00, 2.202833640122038084e+00
1.926000000000000000e+03, 3.719406700243898189e+00, 3.778840336223137530e+00, 2.972718400276888939e+00, 1.938840069392860688e+00, 2.266602635017849199e+00, 2.741542993346914425e+00, 2.137877688834753265e+00, 4.196084478370336157e+00, 2.012667360661128502e+00, 2.340182459971289930e+00, 2.180201591585478660e+00, 5.251986302839862120e+00, 1.517071058594656296e+00, 5.167100249699746684e+00, 3.985985094269437479e+00, 2.518906853203586760e+00
1.927000000000000000e+03, 3.498161591467979115e+00, 3.641060093481069515e+00, 2.925315864268526411e+00, 1.752455964268181399e+00, 2.259853899206322403e+00, 2.947662725231352532e+00, 2.162291095901147653e+00, 3.699436379658123997e+00, 2.198813014576621594e+00, 2.075054041412701888e+00, 2.069876794680729049e+00, 5.396355080802361925e+00, 1.630970678909010374e+00, 4.870622628028709045e+00, 3.838901660274832484e+00, 2.632032716584244980e+00
1.928000000000000000e+03, 3.427116505646655487e+00, 3.678415136455893908e+00, 2.859860495166135941e+00, 1.628794496901102562e+00, 2.265279696567270129e+00, 2.885983153644450017e+00, 2.023715758650951546e+00, 4.055368577375693562e+00, 2.164704405411021160e+00, 2.317174754701198491e+00, 2.075604416602762292e+00, 5.202723424390228502e+00, 1.517688479445464367e+00, 5.144948225638107608e+00, 3.917690155131711816e+00, 2.369071214753750265e+00
1.929000000000000000e+03, 3.668389587486678316e+00, 3.619442311563967785e+00, 2.963400185998426029e+00, 1.618581090535038847e+00, 2.431676866541756077e+00, 2.737616321160441846e+00, 2.193971538380441899e+00, 4.334246937528336119e+00, 1.854659315997411184e+00, 2.127723553306143600e+00, 1.800716598007403357e+00, 5.191699315658341973e+00, 1.564997885900098584e+00, 4.860986125071931951e+00, 4.017950246106201995e+00, 2.156820501810612800e+00
1.930000000000000000e+03, 3.639968142259451866e+00, 3.698268956302426247e+00, 2.800082207182416294e+00, 1.644281723719803745e+00, 2.257085376299909907e+00, 2.842366508481981580e+00, 2.044803944602794132e+00, 3.700913898953224646e+00, 1.734726345283550186e+00, 2.273178371127356989e+00, 1.601768294676703341e+00, 5.161578238513031991e+00, 1.621547040833984932e+00, 4.119936885167337692e+00, 4.235956533500150556e+00, 2.218169280069501870e+00
1.931000000000000000e+03, 3.138796449405703015e+00, 3.534914637911510837e+00, 3.005408775077497818e+00, 1.749906522419011345e+00, 2.492337352151738905e+00, 2.462911672249563644e+00, 2.057939695767079247e+00, 3.841645997235312748e+00, 2.048388696813779664e+00, 2.147468813527652731e+00, 1.775734242387945638e+00, 5.465225951951425465e+00, 1.691094317203255093e+00, 4.371757309835532901e+00, 3.986529121847501855e+00, 2.477847370905625901e+00
1.932000000000000000e+03, 3.729525937572051308e+00, 3.612937275630778711e+00, 2.998054724526445725e+00, 1.746388698970153808e+00, 2.340621933295206514e+00, 3.227951845862497393e+00, 2.197858406694094491e+00, 4.208164726134219435e+00, 2.133053005076309017e+00, 2.408861075703363053e+00, 2.128063446604590681e+00, 5.235940870511736733e+00, 1.562756523998531710e+00, 5.381000025999449932e+00, 4.115264971273660422e+00, 2.398108084446824328e+00
1.933000000000000000e+03, 3.510431809368346201e+00, 3.773774964630856932e+00, 2.976471354400033853e+00, 1.663152343302306990e+00, 2.487126283534355498e+00, 3.479223600089920154e+00, 2.343280588558321664e+00, 3.947294269156713220e+00, 2.166325446350914063e+00, 2.405817033546261197e+00, 2.098449615778304356e+00, 5.218953020632133288e+00, 1.506022311978670869e+00, 5.057389133456080543e+00, 4.544009541979721511e+00, 2.355579196850540402e+00
1.934000000000000000e+03, 3.262739375647794482e+00, 3.512206749464456212e+00, 2.997571823366753208e+00, 1.897803307193913991e+00, 2.777383608207753429e+00, 3.375908378333045246e+00, 2.315117085804707653e+00, 3.605512265733104460e+00, 2.296433898777640259e+00, 2.542372169982645147e+00, 1.743299225266722541e+00, 5.376604261226352932e+00, 1.489036339845294599e+00, 4.414553293748205931e+00, 4.389684719494192144e+00, 2.296531407944608194e+00
1.935000000000000000e+03, 3.588697006199836448e+00, 3.532357352825031160e+00, 2.936946775076248795e+00, 1.839615692438674621e+00, 2.272534827923745837e+00, 3.220155193362251200e+00, 1.920749256801564719e+00, 3.414524837497296961e+00, 2.080441343543860011e+00, 2.261136371708338810e+00, 1.766133168254200969e+00, 5.290225429326590678e+00, 1.527725964225885802e+00, 4.720351113109126473e+00, 4.059293186500436690e+00, 2.538389350554321133e+00
1.936000000000000000e+03, 3.291180172881976951e+00, 3.670709020338031259e+00, 2.927189135049300450e+00, 1.907114946781117482e+00, 2.269573474122892787e+00, 3.284295601500308415e+00, 1.883518604812319808e+00, 3.635772130455491524e+00, 2.619848890331038405e+00, 2.193249794912816242e+00, 1.873747955614899929e+00, 5.610982626659348327e+00, 1.465766432422030086e+00, 5.180935179629687859e+00, 4.285230343760937366e+00, 2.844514636654893014e+00
1.937000000000000000e+03, 3.786616345790210669e+00, 3.586412800470696993e+00, 2.989287493851325639e+00, 1.817883107796435471e+00, 2.608820989269439838e+00, 2.986486447766806940e+00, 2.247838682092092366e+00, 4.330056797828494730e+00, 2.131715944949458930e+00, 2.203977380984935230e+00, 1.749445382595272713e+00, 5.421326127840551123e+00, 1.427618679816612390e+00, 5.000356114140216413e+00, 4.080645081337673119e+00, 2.496413642914648179e+00
1.938000000000000000e+03, 3.429726542121410926e+00, 3.382454750576684877e+00, 2.898019731001283184e+00, 1.764779018380849607e+00, 2.935009477493794261e+00, 3.586710136412734506e+00, 1.921739342331255873e+00, 4.492042020668169044e+00, 2.303388213503715587e+00, 2.353494307677421737e+00, 1.700568560906632776e+00, 5.367122157890512391e+00, 1.514284804736697465e+00, 4.506148675168451412e+00, 4.473743381183350465e+00, 2.354546092713072358e+00
1.939000000000000000e+03, 3.732889983514478871e+00, 3.592555048652998462e+00, 2.832463049914631714e+00, 1.868347248508832603e+00, 2.352012297290007048e+00, 3.494753559136237087e+00, 1.994797649475479107e+00, 4.621215891466805559e+00, 1.902392955168771271e+00, 2.098131510779686071e+00, 1.920003928215847644e+00, 5.410352270919693396e+00, 1.533667430304921364e+00, 4.642170976218715772e+00, 4.264673926683085092e+00, 2.539235078317211514e+00
1.940000000000000000e+03, 3.140842654378102061e+00, 3.924130965610028721e+00, 2.878648088342541822e+00, 1.404823549398024785e+00, 2.588052859914551362e+00, 2.990432767142091830e+00, 2.024350259022463128e+00, 4.645188406787922553e+00, 2.088624062556110772e+00, 2.111148708193618440e+00, 1.826382785386337915e+00, 5.403922463111078045e+00, 1.679932629740665595e+00, 5.101380879639302535e+00, 4.275348771978977780e+00, 2.559394494745344417e+00
1.941000000000000000e+03, 3.461267389594054222e+00, 3.957178944682844701e+00, 2.649007974543641897e+00, 1.638079776765393181e+00, 2.312696816390712229e+00, 2.456267773758653128e+00, 2.184790690229939880e+00, 4.441840165411773178e+00, 2.106153499699650933e+00, 2.631468082950797704e+00, 1.866157416367656863e+00, 5.429087908851065514e+00, 1.704590438710913425e+00, 5.002088898984334620e+00, 4.189616756749350301e+00, 2.480225687893304887e+00
1.942000000000000000e+03, 3.424611953429506084e+00, 3.777612952701170812e+00, 2.908482202278927176e+00, 1.740458749671816907e+00, 2.834570183930286813e+00, 2.953247570282585333e+00, 1.926107711476302775e+00, 3.932947502248237193e+00, 2.491282474795970536e+00, 2.236694411466735755e+00, 1.876383088431885948e+00, 5.508701560069745540e+00, 1.627183327457371487e+00, 4.839159290503497246e+00, 4.141226793546488594e+00, 2.017698635988731226e+00
1.943000000000000000e+03, 3.155139769030260943e+00, 3.563856573548032980e+00, 2.956192803629551058e+00, 1.652245818285515089e+00, 2.654293767262049908e+00, 2.848132307391381790e+00, 1.923345804242706070e+00, 3.855152027038765361e+00, 1.632196490902412256e+00, 2.353462853590089665e+00, 2.006997024110738881e+00, 5.616953660562318262e+00, 1.559246738255562370e+00, 4.875910923528510743e+00, 4.502862753812705954e+00, 2.723600633226211709e+00
1.944000000000000000e+03, 3.369488883105297372e+00, 3.690922737440931911e+00, 2.980566415676446645e+00, 1.655597670478291761e+00, 1.885054994371182291e+00, 2.387190318265346889e+00, 1.858713073019790274e+00, 4.407841622083332744e+00, 1.840855865575554695e+00, 2.276787158602301187e+00, 2.061050623058289233e+00, 5.493534755047709162e+00, 1.564011566503173301e+00, 4.556267735408106923e+00, 4.383970309144102906e+00, 2.157433066928001075e+00
1.945000000000000000e+03, 3.610842043938108148e+00, 3.607285503129560755e+00, 2.859545223714874407e+00, 1.720449944113536578e+00, 2.536692797022572332e+00, 2.147328520582656441e+00, 2.155267132538046138e+00, 4.522874965590128582e+00, 2.127852539746683647e+00, 2.552419129839836653e+00, 2.004082256047451160e+00, 5.425664596896687897e+00, 1.541249976911041930e+00, 4.665463364046884109e+00, 4.301711828948043603e+00, 2.562895109970236174e+00
1.946000000000000000e+03, 3.736805159825847600e+00, 3.536862510632282852e+00, 2.901147173706110305e+00, 1.543724554927866421e+00, 2.767751385650629725e+00, 2.780748575312328441e+00, 2.261444650881060170e+00, 3.739319593959883559e+00, 2.154166269285984647e+00, 2.103883885812917409e+00, 1.754743410892781519e+00, 5.327538681021390055e+00, 1.733919877875796489e+00, 5.122515656361592562e+00, 3.786527232564635082e+00, 2.636255762498949551e+00
1.947000000000000000e+03, 3.686869704620153954e+00, 3.409249681556825617e+00, 2.798211236655947953e+00, 1.701937944613027831e+00, 2.278078697632668348e+00, 2.361313394982410330e+00, 2.458552546043069054e+00, 3.988173090482911132e+00, 1.963250593394594068e+00, 1.899834052124663275e+00, 1.636889750154673306e+00, 5.648762508651025804e+00, 1.797147259112973572e+00, 5.115717495742790000e+00, 3.788651580870205482e+00, 2.510594919185011431e+00
1.948000000000000000e+03, 3.610723623288032424e+00, 3.402182100964779021e+00, 2.905127923008334001e+00, 1.509036364552352794e+00, 1.807227642482765129e+00, 2.839963344969525405e+00, 2.275181135737001537e+00, 4.667879692549068871e+00, 1.651589455883486268e+00, 2.042163845383285992e+00, 1.870737268843093881e+00, 5.515660545622633748e+00, 1.740603999353889986e+00, 4.864603519138600340e+00, 4.561535882700493261e+00, 2.417273381134296351e+00
1.949000000000000000e+03, 3.507940446820645430e+00, 3.632994516413946773e+00, 2.785221371402802237e+00, 1.710209590215317155e+00, 2.504391879610961436e+00, 3.226672758230261007e+00, 2.045503698891155686e+00, 5.018195164963744404e+00, 1.950677394415770483e+00, 2.145233569856989320e+00, 1.978811126334603099e+00, 5.537375101797251453e+00, 1.654253247196008525e+00, 5.512401997433327594e+00, 4.788502691481706819e+00, 2.347920484366466720e+00
1.950000000000000000e+03, 3.590687959481476454e+00, 3.703838226932879785e+00, 2.589437771473035887e+00, 1.713978995502696501e+00, 2.537784003945735112e+00, 2.826241850726802785e+00, 2.101006164088961015e+00, 4.549823177915987671e+00, 2.089517261416349747e+00, 2.148857613998326865e+00, 1.752265783824030088e+00, 5.663198503400890260e+00, 1.670646304208946775e+00, 4.442572061815292628e+00, 4.195526281934952806e+00, 3.064255205797689730e+00
1.951000000000000000e+03, 3.680185138021540237e+00, 3.660879189860435812e+00, 2.766368186479027713e+00, 1.623489265836916440e+00, 2.094945604481630586e+00, 3.021897626769555423e+00, 1.894692674655408027e+00, 3.906777595466011999e+00, 2.063248461407625634e+00, 2.229415505335778480e+00, 1.828949785550135321e+00, 5.614715082948190883e+00, 1.555938320461468738e+00, 4.628893990651532953e+00, 3.915218148513233576e+00, 2.508352307320456109e+00
1.952000000000000000e+03, 3.589368434333835012e+00, 3.439158575430023124e+00, 2.732593964649589591e+00, 1.875886102296312030e+00, 2.062850453708057863e+00, 3.314375159239739688e+00, 1.981891601250669988e+00, 4.253455826500768033e+00, 2.072119986619677778e+00, 2.260533730822746001e+00, 1.763561855891484731e+00, 5.579257800114407750e+00, 1.639496194421929287e+00, 4.517946126077430513e+00, 4.136363501910978790e+00, 2.614569553922422074e+00
1.953000000000000000e+03, 3.790043462357671089e+00, 3.171762160030090261e+00, 2.675330350973595728e+00, 1.718899189443842346e+00, 2.410066734506196351e+00, 3.187123221883779056e+00, 2.035350202563373401e+00, 4.420234200530723356e+00, 1.895638215822993189e+00, 2.127481756085047859e+00, 1.896975431866232853e+00, 6.014979466690888898e+00, 1.717843834191888241e+00, 4.762825691488616897e+00, 4.587461908891517837e+00, 2.266747212588636096e+00
1.954000000000000000e+03, 3.694692716046812375e+00, 3.373004623313307082e+00, 2.773483408840487829e+00, 1.598662368909726128e+00, 2.672719872154808662e+00, 2.990001040589144399e+00, 2.120160638183358426e+00, 4.504598249727467696e+00, 1.848955599182439569e+00, 1.958124383988360195e+00, 1.814267070088817491e+00, 5.807396148266117386e+00, 1.527539897408651592e+00, 4.797803767658748164e+00, 4.433659417389496760e+00, 2.711053041661139140e+00
1.955000000000000000e+03, 3.341385633888038331e+00, 3.715292064068408173e+00, 2.857697866150945565e+00, 1.408009016349055731e+00, 2.549486890139097461e+00, 3.382169185226845620e+00, 2.180853836747168373e+00, 4.779174576795548468e+00, 2.452960573840804237e+00, 2.262001991801064538e+00, 1.840758594489549704e+00, 5.807642039219868657e+00, 1.837693777755435409e+00, 4.476463618253789356e+00, 3.939999427510757712e+00, 2.388645493309094370e+00
1.956000000000000000e+03, 3.257327662428141757e+00, 3.675662931405092149e+00, 2.769847889625256521e+00, 1.656049638216428477e+00, 2.330186040820479310e+00, 2.732601726846727086e+00, 1.969209484439818691e+00, 4.756321550361853667e+00, 2.544246028379006930e+00, 2.326681992946989741e+00, 1.950309810540481692e+00, 5.747588032413949222e+00, 1.672790773902581574e+00, 4.499351452264342299e+00, 4.077773294453658437e+00, 2.219383231754102237e+00
1.957000000000000000e+03, 3.507201382042962390e+00, 3.440934217904640935e+00, 2.734143798989208118e+00, 1.548367807900245641e+00, 2.542791748970546717e+00, 3.141658560381479948e+00, 1.940671829439913898e+00, 4.279321346690602823e+00, 2.173144383826389969e+00, 2.383122776236850537e+00, 2.081975163685461538e+00, 5.777541511386967699e+00, 1.649773759194462786e+00, 4.619533819770506256e+00, 3.949165534653589660e+00, 2.393596979000778724e+00
1.958000000000000000e+03, 3.356474305396788704e+00, 3.378300816395491957e+00, 2.696907742165243871e+00, 1.595710695134508139e+00, 2.743856856089829321e+00, 2.797512654074698624e+00, 2.051986264774431135e+00, 4.979197490153590699e+00, 1.871818335070142947e+00, 2.144893560785168241e+00, 2.001638924446012435e+00, 5.814705906034191685e+00, 1.706770861296139197e+00, 4.576940230224736617e+00, 3.842658691058911113e+00, 2.155547537728339513e+00
1.959000000000000000e+03, 3.700808171113350475e+00, 3.589703453781041720e+00, 2.816386644181402499e+00, 1.459116595815982187e+00, 3.136727004303743183e+00, 3.049929398214812792e+00, 2.226151855007800773e+00, 4.389644664064324076e+00, 2.217036118978044090e+00, 1.897077413437454174e+00, 1.945315140177980462e+00, 6.011962319515802733e+00, 1.579549353924261101e+00, 4.683851532286777086e+00, 4.017249582680985753e+00, 2.500807207400605581e+00
1.960000000000000000e+03, 3.211227796361634912e+00, 3.666755846044584821e+00, 2.714111016035558599e+00, 1.670411757102242323e+00, 2.531931178982606223e+00, 3.450283348929611194e+00, 2.513416481673094616e+00, 4.031718512714634883e+00, 2.521096564655975758e+00, 2.164468521104935927e+00, 1.859244267987777199e+00, 5.725726250448776256e+00, 1.663171818305661409e+00, 4.808106345516974578e+00, 4.665528572540753594e+00, 2.237007537007337010e+00
1.961000000000000000e+03, 3.450439776733114083e+00, 3.628377088399312722e+00, 2.647031705164343496e+00, 1.437601310059464232e+00, 2.431664656512710021e+00, 3.138519637458294209e+00, 2.493572999859619888e+00, 4.276531068486422171e+00, 2.219630823763190985e+00, 2.080888468647576151e+00, 1.707830364244333321e+00, 5.861005139732421654e+00, 1.603244837024007552e+00, 4.696440239276371997e+00, 4.422363367776086740e+00, 2.570310610044937327e+00
1.962000000000000000e+03, 3.184060419502160677e+00, 3.720337707400657390e+00, 2.747174304481718288e+00, 1.522682278433220127e+00, 2.909566577603365012e+00, 2.876516431852454758e+00, 1.922297156853230105e+00, 4.579735482447560457e+00, 1.829837593625490255e+00, 2.083795451920789965e+00, 1.643886052280535637e+00, 5.999479744960713568e+00, 1.613126735684206947e+00, 4.705242936213727134e+00, 4.127733751222924852e+00, 2.422668114302485076e+00
1.963000000000000000e+03, 3.863249956251294304e+00, 3.514670802151103501e+00, 2.858236745816684188e+00, 1.774411560633732066e+00, 2.349242345035905455e+00, 2.965454445031564301e+00, 1.817823923588128832e+00, 4.389864358756358165e+00, 2.152583794956090646e+00, 2.346446314652981258e+00, 1.735899147396732234e+00, 5.870326086008209820e+00, 1.614566799398677643e+00, 4.891949875168855932e+00, 4.259514096461419541e+00, 2.733633662668482955e+00
1.964000000000000000e+03, 3.339543224240629993e+00, 3.444591347400739245e+00, 2.890470032535831901e+00, 1.703730612218424367e+00, 2.465410629048972346e+00, 2.808702797998495537e+00, 2.143946521114727943e+00, 4.887235732034378444e+00, 2.320659247910649814e+00, 2.246921388021289712e+00, 1.934964526133811535e+00, 5.979757409367109311e+00, 1.755083841752584917e+00, 5.000584592752483459e+00, 4.458401500538404783e+00, 2.205857757206518333e+00
1.965000000000000000e+03, 3.571346928058078518e+00, 3.428691759987969601e+00, 2.862734162144453087e+00, 1.448644471005947620e+00, 2.545353291905786186e+00, 3.030989349858148607e+00, 2.219801665404963931e+00, 4.326814220301653080e+00, 2.318073140077212546e+00, 1.866052978988568700e+00, 1.929820576464551518e+00, 6.003215122493310574e+00, 1.717055210504306650e+00, 4.534957017113045552e+00, 4.003171160301760345e+00, 2.189880035210488352e+00
1.966000000000000000e+03, 3.570518272400204030e+00, 3.486401134016551051e+00, 2.696157779979909463e+00, 1.542727662086620821e+00, 2.772485086829882928e+00, 2.577831211046852644e+00, 2.080198843552007570e+00, 4.320381357982565618e+00, 2.449557893789049867e+00, 2.136341914606867842e+00, 2.012919780764962141e+00, 6.076901597138941291e+00, 1.774353759479582404e+00, 4.649063420488879217e+00, 4.249328168632964697e+00, 2.416895791206243871e+00
1.967000000000000000e+03, 3.354966346379646414e+00, 3.519590574567668995e+00, 2.775871006558922716e+00, 1.650538505507552989e+00, 2.814996882981072091e+00, 3.286625832081840226e+00, 2.095269709511442535e+00, 4.109574977769286264e+00, 2.529039613810719622e+00, 1.927656569093352923e+00, 2.265735747910820219e+00, 6.051219362974718408e+00, 1.710150577011471551e+00, 4.437711363618851657e+00, 4.490179318990255908e+00, 2.517467165699855070e+00
1.968000000000000000e+03, 3.103575484478705793e+00, 3.614640411238806195e+00, 2.773037245044533083e+00, 1.759841834178086817e+00, 2.784284171371807393e+00, 3.197644429319722370e+00, 2.213788075251083676e+00, 3.697220746154073812e+00, 2.103730377949545538e+00, 1.941108417684331844e+00, 2.431397150261471740e+00, 6.069184730254971072e+00, 1.555418356397422430e+00, 4.209954130359053082e+00, 4.248602153184940278e+00, 2.445979930314750028e+00
1.969000000000000000e+03, 3.827023498311588057e+00, 3.407086560773448181e+00, 2.664968387494852209e+00, 1.633970364301002620e+00, 2.585600914352012225e+00, 3.610655610019582795e+00, 2.300842789594553128e+00, 4.502284046951203322e+00, 2.045842106451820630e+00, 2.114266102768536104e+00, 2.505678844118910398e+00, 5.884570533579041474e+00, 1.547350783934158702e+00, 4.749649369921864484e+00, 4.252933760788891071e+00, 1.985990274656345145e+00
1.970000000000000000e+03, 3.274104056564367315e+00, 3.315245193788168176e+00, 2.770043065284079731e+00, 1.677654491533625114e+00, 2.678083826241937526e+00, 3.671366923302935792e+00, 2.397303524381655837e+00, 4.624065930260779389e+00, 1.919663482824260248e+00, 1.951374137909381634e+00, 2.331434158109844113e+00, 5.939158052030778734e+00, 1.671142900440647283e+00, 4.474491311068010901e+00, 4.077422023826640540e+00, 2.135557216922158830e+00
1.971000000000000000e+03, 3.386947721335657580e+00, 3.548400493880702111e+00, 2.819676147954807366e+00, 1.609136330805808424e+00, 2.085636028791738816e+00, 3.551738824000525874e+00, 2.307202194402204753e+00, 4.434914998236139994e+00, 2.100777309674085380e+00, 2.243693720481416243e+00, 2.258813966447815069e+00, 5.887211859220787602e+00, 1.656056688852394876e+00, 4.858278165939894144e+00, 3.938607268247805049e+00, 2.804486999651909063e+00
