year, CNRM-ESM2-1, NorESM2-MM, TaiESM1, TaiESM1, CESM2-WACCM, CNRM-ESM2-1, NorESM2-MM, GFDL-ESM4, MPI-ESM1-2-LR, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4
1.931000000000000000e+03, 1.224436907664253243e-10, 5.293546670223080519e-10, 7.038146009707694378e-10, 7.038146009707694378e-10, 4.472810108517125474e-10, 1.224436907664253243e-10, 5.293546670223080519e-10, 2.573618898650166053e-10, 2.835745733041184383e-10, 9.527177080941352625e-10, 5.114059445067383712e-10, 2.599342277541032297e-10
1.932000000000000000e+03, 7.141626133059890448e-11, 5.612099031104641503e-10, 4.232766619447677125e-10, 4.232766619447677125e-10, 4.650200693765120079e-10, 7.141626133059890448e-11, 5.612099031104641503e-10, 4.210992724685442231e-10, 3.017568041974948419e-10, 7.534261436147273947e-10, 4.582216213261601790e-10, 4.235057608273120840e-10
1.933000000000000000e+03, 1.246508731784876210e-10, 4.545383895731205487e-10, 3.420141230100250401e-10, 3.420141230100250401e-10, 3.668769647023494512e-10, 1.246508731784876210e-10, 4.545383895731205487e-10, 2.920807812354057726e-10, 3.014711665025684266e-10, 8.937383532523186053e-10, 3.197525745642988985e-10, 2.945075755134369017e-10
1.934000000000000000e+03, 1.157250970165792755e-10, 6.616371011405369030e-10, 5.196831728445752430e-10, 5.196831728445752430e-10, 3.697007869949967938e-10, 1.157250970165792755e-10, 6.616371011405369030e-10, 2.976838682940900919e-10, 3.148530497618340157e-10, 1.326565794421123998e-09, 2.921796644569700157e-10, 3.001348396197369855e-10
1.935000000000000000e+03, 1.255865347840062100e-10, 5.803694356807712970e-10, 4.251757288893070867e-10, 4.251757288893070867e-10, 5.129357052436137736e-10, 1.255865347840062100e-10, 5.803694356807712970e-10, 3.644030503962723426e-10, 3.058317784111094342e-10, 6.544536171979720440e-10, 3.171059478239645058e-10, 3.670503713371381666e-10
1.936000000000000000e+03, 1.252910884725765775e-10, 3.855059487850930512e-10, 5.775492194370903331e-10, 5.775492194370903331e-10, 6.031941026834424871e-10, 1.252910884725765775e-10, 3.855059487850930512e-10, 3.332491539342181797e-10, 2.572185444207514198e-10, 5.055065417103679059e-10, 2.373635269276289556e-10, 3.359438044926779533e-10
1.937000000000000000e+03, 1.403840827704810022e-10, 5.878642801198886775e-10, 5.066507245394490233e-10, 5.066507245394490233e-10, 3.399294068621447766e-10, 1.403840827704810022e-10, 5.878642801198886775e-10, 2.393471371789621292e-10, 2.995678809397971139e-10, 1.949575187135462041e-09, 2.995958791573779719e-10, 2.420692727501183120e-10
1.938000000000000000e+03, 8.959521697305109327e-11, 5.869958701970667298e-10, 5.973156589436541304e-10, 5.973156589436541304e-10, 5.946655373032755632e-10, 8.959521697305109327e-11, 5.869958701970667298e-10, 3.339105989412226431e-10, 2.901455591748654157e-10, 5.290145976520064044e-10, 2.690014662658213736e-10, 3.366958761240021370e-10
1.939000000000000000e+03, 1.339872659794803173e-10, 3.843136150981680518e-10, 3.697127558004942953e-10, 3.697127558004942953e-10, 3.791204946557077447e-10, 1.339872659794803173e-10, 3.843136150981680518e-10, 3.232973055687192924e-10, 2.636571750261272508e-10, 6.285064314493025860e-10, 3.008295010989942093e-10, 3.259417519911457983e-10
1.940000000000000000e+03, 1.452059700919989715e-10, 4.355462903443027388e-10, 8.412713933524892174e-10, 8.412713933524892174e-10, 3.842829167738512379e-10, 1.452059700919989715e-10, 4.355462903443027388e-10, 2.767407397114633301e-10, 2.164478248340520766e-10, 7.060266203611308520e-10, 4.819410429930353522e-10, 2.793997433515944115e-10
1.941000000000000000e+03, 1.215868128383733083e-10, 3.858091979389576889e-10, 8.156074202461178963e-10, 8.156074202461178963e-10, 3.175765859905053985e-10, 1.215868128383733083e-10, 3.858091979389576889e-10, 1.734487492011060645e-10, 2.896612852159620170e-10, 5.163695389690542637e-10, 2.771241029344938276e-10, 1.762864456357646622e-10
1.942000000000000000e+03, 8.968332685637940460e-11, 5.270427383121191175e-10, 6.014782721889079002e-10, 6.014782721889079002e-10, 5.222537478417383234e-10, 8.968332685637940460e-11, 5.270427383121191175e-10, 5.278185770158204418e-10, 2.561791641485583259e-10, 1.143370074646902627e-09, 2.362124990511885528e-10, 5.306677570339944402e-10
1.943000000000000000e+03, 1.597535715479309946e-10, 5.036246964490286219e-10, 6.383792586298040948e-10, 6.383792586298040948e-10, 4.637493529340832268e-10, 1.597535715479309946e-10, 5.036246964490286219e-10, 3.050341257481866756e-10, 2.873542437959969327e-10, 5.633648827479252530e-10, 4.417941762937412581e-10, 3.078435290217785880e-10
1.944000000000000000e+03, 1.069162751934766979e-10, 3.871748452905432007e-10, 6.075318743771150573e-10, 6.075318743771150573e-10, 3.930338936321949398e-10, 1.069162751934766979e-10, 3.871748452905432007e-10, 2.424286911300305277e-10, 2.294227804643700161e-10, 4.893568779306559222e-10, 2.874072890516217295e-10, 2.452814538653308904e-10
1.945000000000000000e+03, 1.159857936115507694e-10, 5.408134328826910314e-10, 4.896753837283829224e-10, 4.896753837283829224e-10, 2.291025065051085885e-10, 1.159857936115507694e-10, 5.408134328826910314e-10, 2.324711088049130068e-10, 3.131217732429020613e-10, 1.379028897330085567e-09, 2.823203405864485425e-10, 2.355746996813196664e-10
1.946000000000000000e+03, 7.448786197642075092e-11, 7.130560528642013780e-10, 3.384649781840478976e-10, 3.384649781840478976e-10, 2.739954020934234900e-10, 7.448786197642075092e-11, 7.130560528642013780e-10, 3.016384579145318023e-10, 2.474058963476270318e-10, 8.580971904232748933e-10, 4.294628947466792009e-10, 3.046106836141311553e-10
1.947000000000000000e+03, 1.212420338032385324e-10, 6.361096513893483567e-10, 3.176650583524696500e-10, 3.176650583524696500e-10, 2.714320697179009922e-10, 1.212420338032385324e-10, 6.361096513893483567e-10, 3.031639728200357450e-10, 2.441232015443103942e-10, 6.110486872963992836e-10, 2.974506379679925153e-10, 3.063255095592667666e-10
1.948000000000000000e+03, 1.036023298420077377e-10, 3.931211490551197419e-10, 4.142152465976673068e-10, 4.142152465976673068e-10, 3.447665156888080562e-10, 1.036023298420077377e-10, 3.931211490551197419e-10, 2.321787203614208563e-10, 2.458366925368522418e-10, 1.008221174802008965e-09, 2.980298444246768959e-10, 2.352862532758221841e-10
1.949000000000000000e+03, 1.071610760910111371e-10, 3.692784044779482404e-10, 4.075229048568632405e-10, 4.075229048568632405e-10, 4.233646458820961368e-10, 1.071610760910111371e-10, 3.692784044779482404e-10, 1.776192778759574814e-10, 2.697787791047088880e-10, 9.565446005104040479e-10, 2.880429803640866059e-10, 1.806768717497063335e-10
1.950000000000000000e+03, 1.319647018453323369e-10, 4.929201456687520690e-10, 4.277265932155237409e-10, 4.277265932155237409e-10, 3.505311429994234269e-10, 1.319647018453323369e-10, 4.929201456687520690e-10, 2.807389576775920203e-10, 1.982992901776363322e-10, 8.105819634507981145e-10, 2.462819637102260924e-10, 2.838268981540363812e-10
1.951000000000000000e+03, 1.035449323583435100e-10, 3.986905936054729649e-10, 3.866193300794874228e-10, 3.866193300794874228e-10, 5.495912733829448837e-10, 1.035449323583435100e-10, 3.986905936054729649e-10, 2.215034431698178158e-10, 2.406971787796882115e-10, 6.460133981049516267e-10, 3.695784034976135751e-10, 2.245770334658254191e-10
1.952000000000000000e+03, 1.102812748573760699e-10, 6.057555361752030500e-10, 3.758048986414225824e-10, 3.758048986414225824e-10, 3.781615724875747027e-10, 1.102812748573760699e-10, 6.057555361752030500e-10, 2.310255917909628684e-10, 2.185326477020023398e-10, 7.049138500683769060e-10, 1.694086838396963807e-10, 2.341871111334143978e-10
1.953000000000000000e+03, 1.188320762717897077e-10, 4.360363037689243685e-10, 3.574451640570293638e-10, 3.574451640570293638e-10, 4.859944931812486840e-10, 1.188320762717897077e-10, 4.360363037689243685e-10, 2.109166647442263076e-10, 2.183038145456293763e-10, 8.660226270406814369e-10, 2.985122740241646786e-10, 2.140737626452817904e-10
1.954000000000000000e+03, 1.447876884830483342e-10, 4.623145653066832054e-10, 3.538734335976642551e-10, 3.538734335976642551e-10, 3.910771389528144041e-10, 1.447876884830483342e-10, 4.623145653066832054e-10, 1.812351625358961699e-10, 2.403387031487121864e-10, 5.788517637209119306e-10, 2.793670364751348271e-10, 1.843101640186943842e-10
1.955000000000000000e+03, 1.189056139267129038e-10, 3.157512782337091768e-10, 4.490845381689024593e-10, 4.490845381689024593e-10, 2.885906222349752248e-10, 1.189056139267129038e-10, 3.157512782337091768e-10, 1.432508106745344459e-10, 2.320675330738967201e-10, 6.099920186651390262e-10, 3.831259850421630519e-10, 1.462905660602661274e-10
1.956000000000000000e+03, 1.936532843647161916e-10, 3.964545722208367906e-10, 5.940690717177812560e-10, 5.940690717177812560e-10, 3.887033728301379067e-10, 1.936532843647161916e-10, 3.964545722208367906e-10, 1.755423483143602276e-10, 2.027361247797057713e-10, 6.818900070756965591e-10, 2.843952010928039620e-10, 1.787408397161240360e-10
1.957000000000000000e+03, 9.758415863830021091e-11, 2.263957804067035964e-10, 6.366989240062934050e-10, 6.366989240062934050e-10, 3.712508639143092248e-10, 9.758415863830021091e-11, 2.263957804067035964e-10, 2.424439877089641982e-10, 2.087694099428980957e-10, 1.037970168700976145e-09, 3.401562444650247793e-10, 2.458382747387323867e-10
1.958000000000000000e+03, 1.536648415588129639e-10, 2.731297831145938300e-10, 6.115846853270086455e-10, 6.115846853270086455e-10, 3.694599116420039702e-10, 1.536648415588129639e-10, 2.731297831145938300e-10, 2.732279501607956542e-10, 2.300394969092940382e-10, 6.384312068946219637e-10, 2.271112189421526400e-10, 2.766783093220907867e-10
1.959000000000000000e+03, 1.291471515745569179e-10, 2.332833351519375824e-10, 3.250496799270063265e-10, 3.250496799270063265e-10, 3.117301291232391927e-10, 1.291471515745569179e-10, 2.332833351519375824e-10, 2.104865540196545378e-10, 1.864802363611456264e-10, 5.027447106656399473e-10, 2.776127588580404859e-10, 2.140209360027337531e-10
1.960000000000000000e+03, 1.310879748510847783e-10, 3.494628615001520865e-10, 6.666831396008261547e-10, 6.666831396008261547e-10, 9.516138578197201485e-11, 1.310879748510847783e-10, 3.494628615001520865e-10, 2.515277329191138461e-10, 2.039798512668877575e-10, 1.078866889337525129e-09, 2.423666889695869540e-10, 2.550805925759951661e-10
1.961000000000000000e+03, 1.364705976438245498e-10, 3.444095567140831851e-10, 5.520158980760382363e-10, 5.520158980760382363e-10, 1.985358117888269994e-10, 1.364705976438245498e-10, 3.444095567140831851e-10, 2.370269389702026069e-10, 2.035859940482457156e-10, 6.048938630426935105e-10, 4.092958724078020773e-10, 2.405184069499263937e-10
1.962000000000000000e+03, 1.241619239433958110e-10, 4.561067757657544857e-10, 6.940584059935310884e-10, 6.940584059935310884e-10, 3.912719029307954364e-10, 1.241619239433958110e-10, 4.561067757657544857e-10, 2.228101786534473419e-10, 1.914664827675997856e-10, 3.937452262231903714e-10, 2.986937540724787676e-10, 2.260923326015902810e-10
1.963000000000000000e+03, 1.233298091743773651e-10, 3.906804457419157722e-10, 3.158845892729006151e-10, 3.158845892729006151e-10, 3.524551070677653659e-10, 1.233298091743773651e-10, 3.906804457419157722e-10, 1.644362970766272245e-10, 2.029330312123538221e-10, 8.612407130199296838e-10, 1.941086377994176886e-10, 1.677399431581703812e-10
1.964000000000000000e+03, 1.179588139082852891e-10, 2.174315010091060690e-10, 4.624776846982206440e-10, 4.624776846982206440e-10, 1.759103160080045150e-10, 1.179588139082852891e-10, 2.174315010091060690e-10, 3.577711108438592396e-10, 1.534446394743809063e-10, 7.385699317703638583e-10, 3.181763138194335147e-10, 3.611324866625847746e-10
1.965000000000000000e+03, 1.118003825862263431e-10, 2.633212747446479177e-10, 4.348512270165190750e-10, 4.348512270165190750e-10, 2.180042653803787687e-10, 1.118003825862263431e-10, 2.633212747446479177e-10, 3.064835834350957274e-10, 1.684436439610837360e-10, 6.495005636815041044e-10, 3.842919993274543821e-10, 3.101953800397988332e-10
1.966000000000000000e+03, 1.327979699839638379e-10, 3.338725279014312633e-10, 4.456519969737927885e-10, 4.456519969737927885e-10, 2.356155157456594676e-10, 1.327979699839638379e-10, 3.338725279014312633e-10, 1.909430206014003464e-10, 2.031507179942862291e-10, 8.509956769215940448e-10, 2.368454195116979984e-10, 1.943323809171711100e-10
1.967000000000000000e+03, 9.574137558988609134e-11, 1.606813793990592074e-10, 4.863280991533376597e-10, 4.863280991533376597e-10, 2.213731001451200108e-10, 9.574137558988609134e-11, 1.606813793990592074e-10, 1.632853953577705527e-10, 1.656301223810825543e-10, 9.830070000655683067e-10, 2.816838217001887484e-10, 1.668341361060594344e-10
1.968000000000000000e+03, 1.350846955345935074e-10, 1.628910117644054247e-10, 7.450414174402756994e-10, 7.450414174402756994e-10, 2.414369517826647502e-10, 1.350846955345935074e-10, 1.628910117644054247e-10, 1.271310652484519871e-10, 1.572111686191543769e-10, 4.418341866039922264e-10, 2.668497554843554611e-10, 1.304609170907502052e-10
1.969000000000000000e+03, 9.705213210213577062e-11, 1.487924116588572031e-10, 2.869570099056197548e-10, 2.869570099056197548e-10, 1.945801092485948319e-10, 9.705213210213577062e-11, 1.487924116588572031e-10, 1.456664310555691025e-10, 1.725267338361048756e-10, 1.298253132107882873e-09, 2.619169461741931670e-10, 1.490539828627473656e-10
1.970000000000000000e+03, 1.480412005644698414e-10, 2.225354114676508586e-10, 5.110008501976591040e-10, 5.110008501976591040e-10, 1.789438890635774321e-10, 1.480412005644698414e-10, 2.225354114676508586e-10, 4.086494811233351979e-10, 1.768784652187429241e-10, 1.177498322931000639e-09, 1.640167156771007005e-10, 4.120521557594100392e-10
1.971000000000000000e+03, 1.459042797203530571e-10, 2.890035778261988790e-10, 5.220600287913883990e-10, 5.220600287913883990e-10, 2.197817324664118443e-10, 1.459042797203530571e-10, 2.890035778261988790e-10, 1.399841745183694134e-10, 1.460171748975689916e-10, 4.159042536731872663e-10, 3.183714086761806982e-10, 1.435412200880202980e-10
1.972000000000000000e+03, 1.421227876522953046e-10, 3.475370998781138792e-10, 2.825535985556739751e-10, 2.825535985556739751e-10, 2.634972595403804688e-10, 1.421227876522953046e-10, 3.475370998781138792e-10, 1.628436548455143271e-10, 1.456779929081799852e-10, 6.333750479502030281e-10, 1.916260299753947993e-10, 1.663912169611592995e-10
1.973000000000000000e+03, 1.535492203092093326e-10, 3.651133853413581833e-10, 3.436668449779070094e-10, 3.436668449779070094e-10, 2.676808750792532289e-10, 1.535492203092093326e-10, 3.651133853413581833e-10, 1.377879721662435693e-10, 1.524282338504646530e-10, 7.614520096619342321e-10, 3.579444756861150261e-10, 1.413034005295514032e-10
1.974000000000000000e+03, 1.209740846993462358e-10, 2.257868751289487095e-10, 3.992216063298317054e-10, 3.992216063298317054e-10, 1.530953786291835600e-10, 1.209740846993462358e-10, 2.257868751289487095e-10, 2.272768711388320804e-10, 1.604087048239746608e-10, 6.576070711538931146e-10, 1.644396308949462042e-10, 2.309701764948935039e-10
1.975000000000000000e+03, 1.682429267283425602e-10, 2.647596544560465331e-10, 6.818921631471853630e-10, 6.818921631471853630e-10, 1.975672195202778901e-10, 1.682429267283425602e-10, 2.647596544560465331e-10, 1.718199108472761326e-10, 1.427807676689864114e-10, 4.110344261162172577e-10, 1.483594771884453602e-10, 1.756184144447584320e-10
1.976000000000000000e+03, 1.240015647585785271e-10, 2.125390640458732392e-10, 5.766074738633071780e-10, 5.766074738633071780e-10, 3.044966215703914545e-10, 1.240015647585785271e-10, 2.125390640458732392e-10, 1.714696005228202093e-10, 1.257379000693648067e-10, 6.751631166881871151e-10, 2.718463634804348727e-10, 1.751983477273766273e-10
1.977000000000000000e+03, 1.188095473156744086e-10, 1.873614991764084463e-10, 2.978620839485530693e-10, 2.978620839485530693e-10, 1.846076901222164983e-10, 1.188095473156744086e-10, 1.873614991764084463e-10, 1.528192172370742052e-10, 1.403874278966086864e-10, 9.310339214925079611e-10, 2.291113427384191796e-10, 1.564583422822114402e-10
1.978000000000000000e+03, 9.931740988362948188e-11, 3.484169599464293280e-10, 2.389434333723553676e-10, 2.389434333723553676e-10, 2.026276027803238821e-10, 9.931740988362948188e-11, 3.484169599464293280e-10, 1.494216456014714310e-10, 1.265987536050032395e-10, 6.747272068867279057e-10, 1.522741457011351569e-10, 1.532554376927431790e-10
1.979000000000000000e+03, 1.101317055035878096e-10, 2.671777810523867250e-10, 3.443110369055803014e-10, 3.443110369055803014e-10, 1.493726094190542969e-10, 1.101317055035878096e-10, 2.671777810523867250e-10, 2.381664158720310902e-10, 1.228402217677582361e-10, 9.714302730285789049e-10, 1.226861868063210825e-10, 2.418764015715346856e-10
1.980000000000000000e+03, 1.674404839098538444e-10, 1.759566481721553716e-10, 3.719926037844803180e-10, 3.719926037844803180e-10, 1.686840719700014462e-10, 1.674404839098538444e-10, 1.759566481721553716e-10, 1.954908640095793165e-10, 1.504918100442071556e-10, 4.775200221427507935e-10, 1.444124463505483115e-10, 1.994130824776955839e-10
1.981000000000000000e+03, 1.253438181938123957e-10, 1.534027446650755098e-10, 2.558935464552422618e-10, 2.558935464552422618e-10, 2.735622249378864601e-10, 1.253438181938123957e-10, 1.534027446650755098e-10, 1.820599772728197231e-10, 1.504397049489544038e-10, 5.803698525993409249e-10, 1.348946096558739411e-10, 1.855951003804063270e-10
1.982000000000000000e+03, 1.223072264718182672e-10, 2.094795183375257010e-10, 3.115672237600132845e-10, 3.115672237600132845e-10, 1.880391629395478499e-10, 1.223072264718182672e-10, 2.094795183375257010e-10, 1.443984370260142191e-10, 1.330630447975846104e-10, 7.030369313261669334e-10, 1.374529983263458219e-10, 1.478519965809196649e-10
1.983000000000000000e+03, 1.384195974399838482e-10, 1.940805208661045849e-10, 5.719437698458841897e-10, 5.719437698458841897e-10, 2.180314281093264382e-10, 1.384195974399838482e-10, 1.940805208661045849e-10, 2.381636252658234856e-10, 1.236906261816781250e-10, 1.306141358889386012e-09, 1.448287968977729382e-10, 2.418139884525459811e-10
1.984000000000000000e+03, 1.703567132841468054e-10, 1.820625765897840193e-10, 6.435623144191437157e-10, 6.435623144191437157e-10, 1.997681875872373005e-10, 1.703567132841468054e-10, 1.820625765897840193e-10, 1.748551902801907918e-10, 1.338671707922006762e-10, 4.428168354168417892e-10, 2.129483379392723114e-10, 1.784602428686388993e-10
1.985000000000000000e+03, 1.018887607101005426e-10, 1.466396486372379210e-10, 3.509339809937078835e-10, 3.509339809937078835e-10, 2.153208263736177188e-10, 1.018887607101005426e-10, 1.466396486372379210e-10, 1.827254919388695504e-10, 1.195062978948645475e-10, 1.008029185206078888e-09, 2.419512284030223373e-10, 1.864234264698022578e-10
1.986000000000000000e+03, 1.091062665974977998e-10, 1.436507617067345425e-10, 3.143752124034040484e-10, 3.143752124034040484e-10, 1.673731706168957853e-10, 1.091062665974977998e-10, 1.436507617067345425e-10, 1.501070490623679012e-10, 1.277958848753754795e-10, 9.119365050942019119e-10, 1.908167253363282860e-10, 1.539318922321783650e-10
1.987000000000000000e+03, 1.411853567174465355e-10, 2.857444077182729319e-10, 3.540871946422785886e-10, 3.540871946422785886e-10, 1.271961948187043871e-10, 1.411853567174465355e-10, 2.857444077182729319e-10, 1.772779809661982450e-10, 1.147993464758509414e-10, 6.037289669853688006e-10, 1.100857824635356003e-10, 1.809887037796218060e-10
1.988000000000000000e+03, 1.247659364821794561e-10, 1.343427680394512096e-10, 2.930464275673120239e-10, 2.930464275673120239e-10, 1.723372373868905163e-10, 1.247659364821794561e-10, 1.343427680394512096e-10, 1.463039738803160980e-10, 1.238310060633970346e-10, 1.265563022888633330e-09, 1.476355908792353153e-10, 1.499280153355945584e-10
1.989000000000000000e+03, 1.311603491975222037e-10, 1.481983227805050757e-10, 3.077605608763852887e-10, 3.077605608763852887e-10, 1.574531908610060985e-10, 1.311603491975222037e-10, 1.481983227805050757e-10, 1.327114787286686877e-10, 1.114441337953524924e-10, 5.396690406152087798e-10, 1.074678214386675473e-10, 1.363481155980624691e-10
1.990000000000000000e+03, 1.595756973635032251e-10, 2.386543932205650678e-10, 3.520297371637828162e-10, 3.520297371637828162e-10, 1.253476054230088877e-10, 1.595756973635032251e-10, 2.386543932205650678e-10, 1.287629329609059028e-10, 1.249232615451374162e-10, 1.592926813984030692e-09, 2.218936614196150076e-10, 1.321643685576534003e-10
1.991000000000000000e+03, 1.039309751499514022e-10, 1.916170934341196126e-10, 4.817998057051652588e-10, 4.817998057051652588e-10, 1.447120656355127899e-10, 1.039309751499514022e-10, 1.916170934341196126e-10, 1.322630061652198996e-10, 1.264138180337339762e-10, 6.070988202538336251e-10, 1.922401604511872567e-10, 1.360278593430271271e-10
1.992000000000000000e+03, 1.195939522371209168e-10, 2.205629345807047647e-10, 3.279936924269832474e-10, 3.279936924269832474e-10, 1.564206919952276589e-10, 1.195939522371209168e-10, 2.205629345807047647e-10, 1.419125636913090017e-10, 1.045332776200915499e-10, 4.369747573935506319e-10, 1.364769203560366650e-10, 1.457595996396377300e-10
1.993000000000000000e+03, 1.295924444864645860e-10, 2.486990500032661604e-10, 3.542654070115536450e-10, 3.542654070115536450e-10, 1.698771355759788301e-10, 1.295924444864645860e-10, 2.486990500032661604e-10, 1.672508124134897984e-10, 1.156956808761633137e-10, 8.901092583137981654e-10, 9.232163711398191381e-11, 1.710182991163245240e-10
1.994000000000000000e+03, 1.466520624235490893e-10, 1.402448551510751715e-10, 3.498752854531940306e-10, 3.498752854531940306e-10, 1.490831466610048458e-10, 1.466520624235490893e-10, 1.402448551510751715e-10, 1.602442746219152322e-10, 1.126008195154023249e-10, 6.393969372526947521e-10, 1.507275196761422166e-10, 1.639897366110801913e-10
1.995000000000000000e+03, 1.282462692827277044e-10, 2.332186181872106316e-10, 2.751053283057024685e-10, 2.751053283057024685e-10, 1.197147243712624978e-10, 1.282462692827277044e-10, 2.332186181872106316e-10, 1.317618324890586627e-10, 1.100798679324496241e-10, 6.878903603180828340e-10, 2.383586514607579750e-10, 1.355111579200671225e-10
1.996000000000000000e+03, 1.449993762014320939e-10, 2.712684243889979735e-10, 3.391696518491476496e-10, 3.391696518491476496e-10, 1.091808735840886428e-10, 1.449993762014320939e-10, 2.712684243889979735e-10, 1.266621776614181302e-10, 1.151024110931160813e-10, 6.396346685798561157e-10, 1.543448978370040898e-10, 1.302601419504572732e-10
1.997000000000000000e+03, 1.275507622488367907e-10, 2.692351600698863089e-10, 3.240017207012064111e-10, 3.240017207012064111e-10, 1.682310060560612058e-10, 1.275507622488367907e-10, 2.692351600698863089e-10, 1.168695343964981006e-10, 1.295147308840130685e-10, 5.655076464528912522e-10, 1.328149958948735577e-10, 1.204857630836374780e-10
1.998000000000000000e+03, 1.314424831837171041e-10, 1.329595820498493966e-10, 4.780698473124292247e-10, 4.780698473124292247e-10, 1.081920228799786019e-10, 1.314424831837171041e-10, 1.329595820498493966e-10, 1.153109149762306342e-10, 1.178002192134466935e-10, 8.475845838028535908e-10, 1.143805507864136536e-10, 1.188376150546887617e-10
1.999000000000000000e+03, 1.106432110252396885e-10, 1.771172015287404759e-10, 3.323134707923401921e-10, 3.323134707923401921e-10, 8.382725782049255628e-11, 1.106432110252396885e-10, 1.771172015287404759e-10, 2.163454525268272669e-10, 1.063527659938483421e-10, 5.762941268134367982e-10, 1.653477676374707585e-10, 2.201425708310996124e-10
2.000000000000000000e+03, 1.467062457432179809e-10, 9.936187325844322036e-11, 3.823313833008169378e-10, 3.823313833008169378e-10, 1.173681043272218406e-10, 1.467062457432179809e-10, 9.936187325844322036e-11, 1.253290377426826670e-10, 1.144079487487179564e-10, 8.187385706162421601e-10, 1.831600974583271953e-10, 1.289582976554687537e-10
2.001000000000000000e+03, 1.183322915023982306e-10, 2.192469430740898099e-10, 2.347227983871798425e-10, 2.347227983871798425e-10, 2.715759142275405981e-10, 1.183322915023982306e-10, 2.192469430740898099e-10, 1.254946262331073735e-10, 1.089756964433737503e-10, 1.235056212828187739e-09, 1.878096541145707084e-10, 1.292940597332744399e-10
2.002000000000000000e+03, 1.168655442926416300e-10, 1.636692066860934650e-10, 2.756761359758734329e-10, 2.756761359758734329e-10, 9.399477122727992995e-11, 1.168655442926416300e-10, 1.636692066860934650e-10, 1.485765729411415740e-10, 1.225707098515988924e-10, 9.525755790702888925e-10, 1.182222252425930921e-10, 1.523191294816409609e-10
2.003000000000000000e+03, 1.612644708847975188e-10, 2.528850962313488769e-10, 3.333098096889041351e-10, 3.333098096889041351e-10, 2.475365953737718329e-10, 1.612644708847975188e-10, 2.528850962313488769e-10, 1.163238337557654199e-10, 1.106977153863144995e-10, 9.343211864245472288e-10, 1.115228147749834243e-10, 1.202109081963764757e-10
2.004000000000000000e+03, 1.274899464654188312e-10, 2.542219572111763032e-10, 5.768041603236280414e-10, 5.768041603236280414e-10, 1.414682045977845078e-10, 1.274899464654188312e-10, 2.542219572111763032e-10, 1.776385146695492768e-10, 8.627942706949849724e-11, 4.496028276409675101e-10, 1.567184415782156894e-10, 1.815876691702793249e-10
2.005000000000000000e+03, 1.109539057924606895e-10, 3.333936250602358000e-10, 4.227372510333764551e-10, 4.227372510333764551e-10, 2.009237187943693854e-10, 1.109539057924606895e-10, 3.333936250602358000e-10, 1.775357155632698303e-10, 9.846304791391420560e-11, 8.782230254279546342e-10, 1.994505987081483817e-10, 1.815841799782149229e-10
2.006000000000000000e+03, 1.542737769938541031e-10, 1.837215044536871132e-10, 4.378867661150714540e-10, 4.378867661150714540e-10, 1.619460535737721096e-10, 1.542737769938541031e-10, 1.837215044536871132e-10, 1.365122605311810757e-10, 8.602239088821783107e-11, 9.428294129857721121e-10, 1.923588503938212232e-10, 1.403832595973292587e-10
2.007000000000000000e+03, 1.169242281046312193e-10, 2.006305729383032581e-10, 6.761039231782966029e-10, 6.761039231782966029e-10, 2.178729704961452982e-10, 1.169242281046312193e-10, 2.006305729383032581e-10, 1.338930626809326885e-10, 9.842006902108325914e-11, 3.920014047393355821e-10, 2.382933341855659091e-10, 1.377704963450368680e-10
2.008000000000000000e+03, 1.539218302019036528e-10, 2.958073956366220449e-10, 5.046002863340936657e-10, 5.046002863340936657e-10, 2.037197238057409154e-10, 1.539218302019036528e-10, 2.958073956366220449e-10, 1.093810514595968581e-10, 8.633316488976073394e-11, 6.031013177583001144e-10, 2.810980695161299227e-10, 1.131744276855262929e-10
2.009000000000000000e+03, 1.175433923552524456e-10, 3.003960856143501426e-10, 4.408487497860037715e-10, 4.408487497860037715e-10, 3.147083146122652736e-10, 1.175433923552524456e-10, 3.003960856143501426e-10, 1.273739411413432615e-10, 8.297721788357483666e-11, 5.331498670752863309e-10, 2.439657392609114683e-10, 1.311765181764884181e-10
2.010000000000000000e+03, 1.388776281384782969e-10, 2.812436769181406291e-10, 6.439909236932332529e-10, 6.439909236932332529e-10, 1.608245522562505090e-10, 1.388776281384782969e-10, 2.812436769181406291e-10, 1.168922648671597618e-10, 8.536289292212729065e-11, 1.059268311011403374e-09, 1.889179716932701821e-10, 1.206473968346325413e-10
2.011000000000000000e+03, 1.140681217252050703e-10, 1.417563706451469512e-10, 7.764183970540472231e-10, 7.764183970540472231e-10, 1.830736239514612928e-10, 1.140681217252050703e-10, 1.417563706451469512e-10, 1.333212472477283545e-10, 9.083329460560870462e-11, 5.620182976761184406e-10, 2.453410893262819141e-10, 1.370108826243919659e-10
2.012000000000000000e+03, 1.408346765854721606e-10, 1.165896031976204972e-10, 7.330426705178398654e-10, 7.330426705178398654e-10, 2.119443700427566778e-10, 1.408346765854721606e-10, 1.165896031976204972e-10, 1.550422091170122366e-10, 1.017070914825160335e-10, 8.492666835029916085e-10, 1.689424615642315596e-10, 1.587013123728745507e-10
