year, CESM2-WACCM, UKESM1-0-LL, INM-CM4-8, MPI-ESM1-2-LR, INM-CM5-0, MIROC-ES2L, EC-Earth3-Veg, CMCC-ESM2, TaiESM1, GFDL-ESM4, NorESM2-LM, ACCESS-ESM1-5, CanESM5, CNRM-ESM2-1, IPSL-CM6A-LR, NorESM2-MM
1.860000000000000000e+03, 1.082567282498795080e+00, 1.681379603184242733e+00, 8.350626228061434064e-01, 1.321668188713343906e+00, 8.851776888931330856e-01, 6.180441892188348607e-01, 7.565714668925243025e-01, 1.545593637421777355e+00, 1.048008958910164878e+00, 2.444370696453975977e+00, 9.900816304214080654e-01, 9.524055916376013009e-01, 7.989336222183851532e-01, 9.143944442044132925e-01, 5.112337653072936972e-01, 1.010140895450543974e+00
1.861000000000000000e+03, 1.107471967127166002e+00, 1.736355320873280039e+00, 8.558580752356010901e-01, 1.327608095941772204e+00, 8.997973775434093824e-01, 6.350100788436152666e-01, 7.465556724922284282e-01, 1.663179252663318675e+00, 1.030986687928940437e+00, 2.465404391792933136e+00, 1.028736244727390448e+00, 9.521574048041065996e-01, 7.867688322646441135e-01, 9.179370300191550536e-01, 5.283322111700924362e-01, 1.003760815290593023e+00
1.862000000000000000e+03, 1.062742146592807302e+00, 1.715448370144111445e+00, 8.804619234400649086e-01, 1.322788335465326925e+00, 8.765361412861192303e-01, 6.300264489397054968e-01, 7.445447900541928288e-01, 1.716765699136086676e+00, 1.036545397612565367e+00, 2.429529875984096865e+00, 1.031811002424090518e+00, 9.741172669834821107e-01, 8.189372267085864854e-01, 9.544046234825611652e-01, 5.142834128371377433e-01, 1.005220812987876133e+00
1.863000000000000000e+03, 1.054274740915606356e+00, 1.729735315958315756e+00, 8.909057222496721273e-01, 1.336975767540554250e+00, 8.035858117789627109e-01, 6.169516062337465634e-01, 7.193208880577649511e-01, 1.727313150812943787e+00, 1.037128470979999717e+00, 2.429474329801045052e+00, 1.021170712172778883e+00, 9.776828371879541235e-01, 8.011076200100515354e-01, 9.506990820433572908e-01, 5.206146156809428049e-01, 1.019326021660665882e+00
1.864000000000000000e+03, 1.047706690996663692e+00, 1.700073037808811582e+00, 8.411629199331531748e-01, 1.315922908215208853e+00, 8.634331842605383889e-01, 5.937430954742312084e-01, 7.302311906782845696e-01, 1.707024487794901679e+00, 1.042131552905811720e+00, 2.456456781899968966e+00, 1.019596920765825532e+00, 9.826356593784325577e-01, 7.809281907881937546e-01, 9.078854351061363959e-01, 5.019735231462403302e-01, 1.026391766822378093e+00
1.865000000000000000e+03, 1.064385213534336350e+00, 1.704923527717215004e+00, 8.772650728368081019e-01, 1.322423701033979881e+00, 8.898142162555711110e-01, 6.326226634560223605e-01, 7.647668199081529838e-01, 1.622839874172339325e+00, 1.039492619991769118e+00, 2.447217785371778920e+00, 1.030645752235363588e+00, 9.794572828573159251e-01, 7.810301418348448710e-01, 9.479326781330222884e-01, 5.196185260897119296e-01, 1.020072852254948703e+00
1.866000000000000000e+03, 1.082336912219781455e+00, 1.745647735405629897e+00, 8.837205780316010895e-01, 1.314748071783228056e+00, 8.585957383945692634e-01, 6.471334364933057914e-01, 7.587587629393885980e-01, 1.619429652735127956e+00, 1.012900309638873120e+00, 2.433929265965269373e+00, 1.019648811080636985e+00, 9.776077283630055792e-01, 8.048388317315526841e-01, 9.200406806371222990e-01, 5.210377920287573295e-01, 1.011654294856889624e+00
1.867000000000000000e+03, 1.071876139583682885e+00, 1.704494574414198826e+00, 8.977717257624916458e-01, 1.332487477681164156e+00, 8.922484984417253795e-01, 6.514739043804493868e-01, 7.697865301153821171e-01, 1.597556769590537495e+00, 1.060230159887478596e+00, 2.433466620892667187e+00, 9.928456280300320680e-01, 9.816684349097227757e-01, 7.953177432905063071e-01, 9.590753268652877361e-01, 5.078120002131017996e-01, 1.010085843980346842e+00
1.868000000000000000e+03, 1.108012121593421773e+00, 1.700359100906902565e+00, 8.565835126819593137e-01, 1.316372449759586116e+00, 9.219308868168154536e-01, 6.202703863143175234e-01, 7.426592439310197857e-01, 1.649720846801175700e+00, 1.094011182313911812e+00, 2.430325647947806811e+00, 9.984718777887736652e-01, 9.851422398941738212e-01, 8.089851064816742099e-01, 9.135891314942979902e-01, 5.082669848560765757e-01, 1.025687253141080113e+00
1.869000000000000000e+03, 1.096015400066524981e+00, 1.692556079017597526e+00, 8.815438923095335610e-01, 1.318302766657426739e+00, 8.673118301139087771e-01, 6.475913971334094077e-01, 7.450994677112450226e-01, 1.739981245652320929e+00, 1.087397330050988931e+00, 2.444509025072548081e+00, 9.932091632534864045e-01, 9.668029462329300605e-01, 7.971400123344964950e-01, 9.728957345216372454e-01, 4.856130764413548184e-01, 1.016892230634746319e+00
1.870000000000000000e+03, 1.130650317175147634e+00, 1.705164763493556057e+00, 8.763305950583315518e-01, 1.339219474585899405e+00, 8.578100002926611900e-01, 6.089650468554981266e-01, 7.460471797280161521e-01, 1.666320484541059299e+00, 1.037070150605696739e+00, 2.449534924880768738e+00, 1.011152914937841318e+00, 9.543408827373299763e-01, 8.361060937522648562e-01, 9.785142030437277150e-01, 4.880259104424652383e-01, 9.870991580737187299e-01
1.871000000000000000e+03, 1.144577150765071938e+00, 1.685239668571266947e+00, 9.481918698432159065e-01, 1.332250630212049369e+00, 8.726142490945328900e-01, 6.193720362548691405e-01, 7.373375508629685937e-01, 1.667913320164892577e+00, 1.014390130234884557e+00, 2.440306893641608799e+00, 1.002719906209876832e+00, 9.556351260937269165e-01, 7.976902126716689523e-01, 9.517355317611674304e-01, 5.124552575712958413e-01, 1.007574889127094586e+00
1.872000000000000000e+03, 1.101656629433811041e+00, 1.704603400319067985e+00, 9.279679164791834189e-01, 1.338095240495090099e+00, 8.730718298998164650e-01, 6.413567377065598762e-01, 7.609925648013187161e-01, 1.715295718371419254e+00, 1.021136107537590654e+00, 2.428852247464046599e+00, 9.699867385523273100e-01, 9.718279009337764673e-01, 8.019636656134616626e-01, 9.643456310972277068e-01, 5.227058576288503566e-01, 1.020645473918300183e+00
1.873000000000000000e+03, 1.105343849860735528e+00, 1.697012733419963837e+00, 9.261080407732227293e-01, 1.304503913520917990e+00, 8.706891419879407845e-01, 6.168950201053643445e-01, 7.766204852388381985e-01, 1.698639626248064971e+00, 1.019275607677786466e+00, 2.415881070491681992e+00, 9.861017276677714882e-01, 9.746292436906011103e-01, 8.271730853374245074e-01, 9.680220513025197260e-01, 5.136593833968567946e-01, 9.932522050885521647e-01
1.874000000000000000e+03, 1.102973726953288880e+00, 1.695376468970699380e+00, 8.896772463645470364e-01, 1.295547364375613242e+00, 8.309897859560506639e-01, 5.883759933871962611e-01, 7.769664155419846452e-01, 1.709149841284254290e+00, 1.005609393930200213e+00, 2.396049132446039120e+00, 1.000545385045622959e+00, 9.829907876641343911e-01, 8.185313015496332723e-01, 9.745276670476986647e-01, 5.050196911829744062e-01, 1.008760859132374677e+00
1.875000000000000000e+03, 1.082628323378367119e+00, 1.729680315788501233e+00, 9.107537384089317012e-01, 1.313636301008130891e+00, 8.940754865076409041e-01, 6.284143179408135937e-01, 7.739698848075796667e-01, 1.652861879778535270e+00, 1.020944789308023237e+00, 2.404514536245048628e+00, 1.039758577339400691e+00, 9.650395759146416230e-01, 8.292726698777481698e-01, 9.294218014876229894e-01, 5.059252265385828506e-01, 1.002838774280954359e+00
1.876000000000000000e+03, 1.098190236445294676e+00, 1.706475959584047297e+00, 8.764835376492059460e-01, 1.303406890268168139e+00, 9.077547328285185957e-01, 6.206583502936817709e-01, 7.226940438887468066e-01, 1.633989685431431083e+00, 1.043092821222098898e+00, 2.393541578734028619e+00, 1.041270142006974098e+00, 9.533844337898841337e-01, 8.156512822355814762e-01, 9.225447710142745672e-01, 5.283615330927926568e-01, 9.694390274531742291e-01
1.877000000000000000e+03, 1.083106782379298583e+00, 1.692445501067091795e+00, 8.855113579646400890e-01, 1.285949459201335632e+00, 9.074333557660172467e-01, 6.333409608589301021e-01, 7.232369266306565292e-01, 1.636111413316035490e+00, 1.058735998462426053e+00, 2.387762498679345313e+00, 1.050568378172916040e+00, 9.575875829948549134e-01, 8.196075410343680590e-01, 9.178245110075410329e-01, 5.368309489929681266e-01, 9.644365468730003998e-01
1.878000000000000000e+03, 1.124110883076236744e+00, 1.716580264246329923e+00, 8.785473455796254383e-01, 1.305911606513038725e+00, 9.170190242796157909e-01, 6.283799792577844379e-01, 7.143693874264634980e-01, 1.636461122422347536e+00, 1.048006875721589015e+00, 2.388475852417008660e+00, 1.028423896122552916e+00, 9.598222480309601679e-01, 8.186771860484926000e-01, 9.840717893800824401e-01, 5.388254856126640790e-01, 9.925374901458745569e-01
1.879000000000000000e+03, 1.139308005377433153e+00, 1.684878658049934197e+00, 8.679294655451951224e-01, 1.315226971858128202e+00, 8.755527206354882797e-01, 6.359626908346536212e-01, 7.012261352096522682e-01, 1.619776283038402376e+00, 1.050947316126717768e+00, 2.387119777716953717e+00, 9.692262730087206624e-01, 9.596548665738301453e-01, 8.279576846692705550e-01, 9.320839806833194352e-01, 5.393189718325012150e-01, 1.007500953525011678e+00
1.880000000000000000e+03, 1.093702250120229813e+00, 1.705000183350221299e+00, 8.586983415282251064e-01, 1.307126110783162654e+00, 9.313398376617421093e-01, 6.293722868495271738e-01, 6.890736015848099028e-01, 1.623032432293810334e+00, 1.064045663092555882e+00, 2.391837644709065014e+00, 9.788647324710162412e-01, 9.530707638878757049e-01, 8.289709449035763678e-01, 9.415588826971593717e-01, 5.495022325832106258e-01, 9.546823452140263955e-01
1.881000000000000000e+03, 1.107971071898739002e+00, 1.657324889309770954e+00, 8.958205027079637617e-01, 1.308657700547030345e+00, 9.116698555752760225e-01, 6.509673354031360049e-01, 6.848402556937250862e-01, 1.572433908010420600e+00, 1.071487275931137351e+00, 2.382218584608172929e+00, 9.696521069711727669e-01, 9.628992814279863088e-01, 8.394110380199967247e-01, 9.867142811426273807e-01, 5.476628100259777199e-01, 9.674763215015087514e-01
1.882000000000000000e+03, 1.131939647493951373e+00, 1.670645008332027226e+00, 9.327715259034224937e-01, 1.298632977563529689e+00, 8.760235479276780035e-01, 6.184579174494312381e-01, 6.629559697311531163e-01, 1.605163562127925658e+00, 1.044928675404936280e+00, 2.370191130355248088e+00, 9.691594666612666220e-01, 9.713351024344033524e-01, 8.296367180619204085e-01, 9.140087608377893691e-01, 5.279640804445557833e-01, 9.863932690859433805e-01
1.883000000000000000e+03, 1.104496000722192006e+00, 1.686230168565629128e+00, 9.170585708137973802e-01, 1.291630568178194549e+00, 8.875124718586492323e-01, 6.220479708587974832e-01, 7.004518603510906383e-01, 1.630896063247373906e+00, 1.014685980887731542e+00, 2.389274833616140015e+00, 1.004011546768056151e+00, 9.942090211144476442e-01, 8.109880865118094251e-01, 9.442202825147116840e-01, 5.141356414114344187e-01, 9.785107819496979831e-01
1.884000000000000000e+03, 1.113565678825255034e+00, 1.690059891223947064e+00, 8.407118881337766192e-01, 1.280292384244766879e+00, 8.275732156232306069e-01, 6.278747616474366078e-01, 7.203281169696323927e-01, 1.654806051499681852e+00, 1.026867640624920197e+00, 2.367432465461873914e+00, 9.886318190387642924e-01, 1.007025953969024945e+00, 8.056331786237427295e-01, 9.294189909729622112e-01, 4.973498284801892155e-01, 9.782492550072351412e-01
1.885000000000000000e+03, 1.127689995258363664e+00, 1.708662404289100323e+00, 8.047802565919791595e-01, 1.311247362694061946e+00, 8.084785631980475618e-01, 6.079849839037255732e-01, 6.954924467292412649e-01, 1.655992062579654256e+00, 1.036370784612793639e+00, 2.361347372221148433e+00, 9.938399842460249323e-01, 1.000094486922887826e+00, 8.090163890187359597e-01, 9.120107611046354146e-01, 4.912873714390629254e-01, 9.694485023662690049e-01
1.886000000000000000e+03, 1.147383875128649811e+00, 1.697769795662126491e+00, 8.568766955744304692e-01, 1.289166961371632336e+00, 8.485997194434793389e-01, 6.058936828135694785e-01, 7.008632470730210562e-01, 1.637337052842461782e+00, 1.053887741741077022e+00, 2.374635037835936213e+00, 1.000334018083532728e+00, 1.006666125818310498e+00, 7.936855712975631194e-01, 9.136249456006710901e-01, 4.823057236779428880e-01, 9.982879156569310908e-01
1.887000000000000000e+03, 1.109467636533497448e+00, 1.681332123665413514e+00, 8.375174298234592252e-01, 1.286331910326608874e+00, 8.228806338413360288e-01, 5.765265680086588684e-01, 6.512197451717953722e-01, 1.590889037498222081e+00, 1.037818677795682376e+00, 2.361383296439549806e+00, 1.011455793804426628e+00, 9.955324633107013321e-01, 8.238836356192350552e-01, 9.530845722032292855e-01, 4.975179427136680599e-01, 1.015251244765273508e+00
1.888000000000000000e+03, 1.085582771563912807e+00, 1.685365185025588630e+00, 8.638360462366232451e-01, 1.304339785723896528e+00, 8.819795794574056824e-01, 5.993528951082927048e-01, 6.485443625959690372e-01, 1.648615115940533116e+00, 1.034370007355716936e+00, 2.349273671358648397e+00, 9.639904681038273804e-01, 9.751009585117851319e-01, 8.228432158417134934e-01, 9.461391031897536941e-01, 4.919054060056020639e-01, 9.746294440206131338e-01
1.889000000000000000e+03, 1.065832351213844120e+00, 1.696169726089379326e+00, 8.731267219734649698e-01, 1.287374269652958869e+00, 9.110385778771701304e-01, 6.042104829260015464e-01, 6.343918527332387258e-01, 1.599771224634065847e+00, 1.021523272012881511e+00, 2.345814425495701627e+00, 9.234190486498150552e-01, 9.633666639481047733e-01, 8.097664430372950584e-01, 9.370594795309257208e-01, 4.910362867365808959e-01, 9.566910011408223946e-01
1.890000000000000000e+03, 1.053530892830764509e+00, 1.701261727872701357e+00, 8.383490777147306616e-01, 1.278654647763750818e+00, 8.399155228189495448e-01, 5.719444509631617102e-01, 6.700167273731245654e-01, 1.589578986576248854e+00, 1.001640708414789138e+00, 2.359318262747001516e+00, 9.622506298842290473e-01, 9.544096298258402111e-01, 8.162665401993357550e-01, 9.314679146606392734e-01, 5.011390332494174427e-01, 9.737922671196934665e-01
1.891000000000000000e+03, 1.064119469668259210e+00, 1.687400346819323049e+00, 8.449771954981504241e-01, 1.294551081900849887e+00, 8.823500473808173483e-01, 5.690499231057877250e-01, 6.872322386429821073e-01, 1.592076227115224452e+00, 9.816420540960019148e-01, 2.341400615580247369e+00, 9.697204214392011190e-01, 9.581001225714090852e-01, 8.046037832220884756e-01, 8.868783127366282049e-01, 4.881382883400107731e-01, 8.906100409528396877e-01
1.892000000000000000e+03, 1.046187396342134424e+00, 1.724392079533934474e+00, 7.973994210389314663e-01, 1.279159813817462910e+00, 8.545984759844194034e-01, 6.017397662092925925e-01, 7.076504584847276291e-01, 1.570676046603317610e+00, 1.000026303207099510e+00, 2.339068974193308836e+00, 9.572057096015211819e-01, 9.670307294193348779e-01, 8.213906193120967814e-01, 9.190163039487244667e-01, 5.106807026897871582e-01, 9.081749071460231137e-01
1.893000000000000000e+03, 1.038803525495798574e+00, 1.692786389026992966e+00, 8.492100881048144645e-01, 1.302248709621515177e+00, 8.911000682190848288e-01, 5.993242317226877836e-01, 7.096081097821510530e-01, 1.559487153523064107e+00, 1.026642093851422244e+00, 2.334446162935591929e+00, 9.900305108374742868e-01, 9.534783336056017466e-01, 8.163497983492444821e-01, 8.854537127403749874e-01, 5.351114301248705019e-01, 9.288416896259025224e-01
1.894000000000000000e+03, 1.061795072551694918e+00, 1.698634465994470544e+00, 8.431533274778811871e-01, 1.281901372358259295e+00, 8.563877430239785760e-01, 5.787642868707773003e-01, 7.052145218365019064e-01, 1.580044593227005745e+00, 1.035095488235253436e+00, 2.338565527756865325e+00, 1.019704335367713766e+00, 9.354089841100271530e-01, 8.176905627157674550e-01, 9.952643695323227790e-01, 5.135639000966062406e-01, 9.294394045772375046e-01
1.895000000000000000e+03, 1.066524942262630393e+00, 1.684462497157125371e+00, 8.540123505468401044e-01, 1.290620620527625162e+00, 8.714103565297425247e-01, 6.202422604654010962e-01, 7.350071342449984169e-01, 1.669830144411292627e+00, 9.845183146933397245e-01, 2.324022262941653150e+00, 1.012115002926329277e+00, 9.348962732952539323e-01, 8.036600393525220598e-01, 9.388979072134838733e-01, 5.217865563239582061e-01, 9.145991003376094941e-01
1.896000000000000000e+03, 1.143379030901386928e+00, 1.705133721718809614e+00, 8.259637371465633482e-01, 1.271866724016080363e+00, 9.072545905039715031e-01, 5.702330451528688782e-01, 7.349769283864251435e-01, 1.550039858010883398e+00, 1.019722527311368809e+00, 2.329685509654355169e+00, 1.043919851394376375e+00, 9.592873823274697953e-01, 8.386252307565819075e-01, 9.224216475326476594e-01, 5.392380935426476229e-01, 9.450606514867028185e-01
1.897000000000000000e+03, 1.141508683486485154e+00, 1.683899650866707454e+00, 9.004870509748024165e-01, 1.284969632296486308e+00, 8.772177076188165668e-01, 5.787945333450801311e-01, 7.472920781066619833e-01, 1.538744102480370968e+00, 1.009437137166356857e+00, 2.350464023618369591e+00, 1.058367228387017578e+00, 9.538219862881961442e-01, 8.187639346320187972e-01, 9.676536018491248559e-01, 5.734952191140664235e-01, 9.823210673326682185e-01
1.898000000000000000e+03, 1.126857117379477469e+00, 1.716358727358298530e+00, 9.020803339386230801e-01, 1.297411950418269955e+00, 9.124957146267862473e-01, 5.933435634833070793e-01, 7.528584037609385993e-01, 1.606032057620340625e+00, 1.004770084842089517e+00, 2.336095055655823316e+00, 1.074113143911223700e+00, 9.615193731004788580e-01, 8.137451641914000833e-01, 9.402788331546902967e-01, 5.480654957506885250e-01, 9.808642480645708428e-01
1.899000000000000000e+03, 1.126979821759090061e+00, 1.691759052107268735e+00, 8.998701735454133210e-01, 1.282535624740219760e+00, 9.138454091229281095e-01, 6.181867596563214162e-01, 7.790139565643505737e-01, 1.651020070635927706e+00, 1.002595468170566440e+00, 2.363638970932855354e+00, 1.072004847114225612e+00, 9.530351025533049247e-01, 7.979859630647986313e-01, 9.393576039221441798e-01, 5.387696835796009776e-01, 9.843206646487050460e-01
1.900000000000000000e+03, 1.091400252318353248e+00, 1.674995379168592979e+00, 8.970475072920552906e-01, 1.258710701250401964e+00, 9.034608263660469651e-01, 5.701255213627544061e-01, 7.896005647589128262e-01, 1.594874615133513585e+00, 1.009122893086008999e+00, 2.373248956194621062e+00, 1.055287573305642601e+00, 9.542490662423488423e-01, 8.135762665157348916e-01, 9.370962318382712875e-01, 5.209452833715678688e-01, 9.545087150152858912e-01
1.901000000000000000e+03, 1.100868029924527036e+00, 1.673354110254339444e+00, 9.019984256887230156e-01, 1.280666606436468680e+00, 9.048099432841943957e-01, 5.855883664065701932e-01, 7.663052320799499384e-01, 1.575935710665349321e+00, 9.899521330796235974e-01, 2.375104628511194971e+00, 1.061518686120560107e+00, 9.722701565908065113e-01, 8.006087828509211857e-01, 9.391873606990203127e-01, 5.208014816459115570e-01, 9.896613058375707261e-01
1.902000000000000000e+03, 1.098306428963543802e+00, 1.694713845610342329e+00, 9.206718946079837096e-01, 1.282464291688050206e+00, 8.817723725171545679e-01, 6.100753132487436448e-01, 7.624235473965428334e-01, 1.570621147156963771e+00, 1.016577499109006633e+00, 2.352640438358291952e+00, 1.059392370583614351e+00, 9.825326646118951457e-01, 7.810330776729246249e-01, 9.296700980073075993e-01, 5.135579329354608147e-01, 9.970319636509031858e-01
1.903000000000000000e+03, 1.096413504731049260e+00, 1.690272015561251839e+00, 9.055827283318573784e-01, 1.274833060209545454e+00, 8.445945605677966928e-01, 5.749365693300165780e-01, 7.501647230256659471e-01, 1.612288043897217138e+00, 9.784034233547649340e-01, 2.341907568721247834e+00, 1.000059886391272856e+00, 9.722337312552371547e-01, 7.908598051793408468e-01, 8.681729702326752562e-01, 5.107742809715489773e-01, 9.720556575750934902e-01
1.904000000000000000e+03, 1.097122354327534799e+00, 1.673116539495749899e+00, 8.709071081436732253e-01, 1.289611499216241075e+00, 8.118728377856228029e-01, 5.768827896233041930e-01, 7.274430535570588496e-01, 1.699176256866040235e+00, 9.448245426706907146e-01, 2.317353046410259410e+00, 1.032162689137433809e+00, 9.619474429015832939e-01, 7.994229541176665066e-01, 8.923524517709020554e-01, 5.172460978589527025e-01, 9.770953942327056385e-01
1.905000000000000000e+03, 1.116256419039533876e+00, 1.700385003832670217e+00, 9.035949244683739723e-01, 1.300774823243259659e+00, 8.679191835984317871e-01, 5.828701027932814416e-01, 7.141360181069433821e-01, 1.722583847124015799e+00, 9.646185651211273138e-01, 2.323104898663579831e+00, 1.047153184702808826e+00, 9.551221475398632421e-01, 8.101944446944122635e-01, 9.139122904324573637e-01, 5.234515289528706150e-01, 1.006256449396432995e+00
1.906000000000000000e+03, 1.084776113912069517e+00, 1.695340558613404047e+00, 8.775973721114527226e-01, 1.264762610955083577e+00, 8.638803197462625594e-01, 5.934643481449453084e-01, 7.118403135933406567e-01, 1.658463066688469434e+00, 9.978592958494334475e-01, 2.329676245110167798e+00, 1.008652702882023355e+00, 9.716692257688055445e-01, 8.157380493834252011e-01, 9.681668667993648114e-01, 5.353167211877831733e-01, 1.009455473552973936e+00
1.907000000000000000e+03, 1.090424243450647035e+00, 1.696710486847007759e+00, 8.639447895370778729e-01, 1.274365075025067684e+00, 8.840780200058452332e-01, 6.350899532171895290e-01, 6.886505003924331403e-01, 1.659060201648830501e+00, 9.882478333103112966e-01, 2.343300106950182649e+00, 1.038580825968217880e+00, 9.872367467455011036e-01, 8.083346722904233284e-01, 9.802058595298968058e-01, 5.293922552696284090e-01, 1.002590476256984386e+00
1.908000000000000000e+03, 1.033681549318787196e+00, 1.719095842656540363e+00, 8.874419446914288967e-01, 1.287939665195959149e+00, 8.618919893493114381e-01, 5.718222628296367738e-01, 6.977302815504566880e-01, 1.688961769441978955e+00, 9.626335964583342397e-01, 2.321271948693138132e+00, 1.015260909708203929e+00, 9.778325439082379278e-01, 8.107505905463286977e-01, 9.385136451787374767e-01, 5.375680730967697940e-01, 9.863755993190780336e-01
1.909000000000000000e+03, 1.093263356193389990e+00, 1.703598481204795956e+00, 8.892506820732556383e-01, 1.269906532754525141e+00, 8.862026038550246954e-01, 5.861653881522543852e-01, 6.890476092313680967e-01, 1.640994109994522887e+00, 9.743120520957794239e-01, 2.349900892769296590e+00, 1.014015373933338182e+00, 9.685343810998673364e-01, 8.037522887885412137e-01, 9.643567278376239393e-01, 5.345656638129111515e-01, 9.625488762652469887e-01
1.910000000000000000e+03, 1.105283704316954996e+00, 1.716313507946040540e+00, 9.360341607868053471e-01, 1.257987337721068632e+00, 8.924161298768016337e-01, 5.779819380880566460e-01, 7.306418648634079860e-01, 1.642174673107501981e+00, 9.710958606296558049e-01, 2.342392484551727438e+00, 1.020298640341859686e+00, 9.669047368360380590e-01, 8.114916115987430567e-01, 9.247544984652535938e-01, 5.280655628676251823e-01, 9.377036379527130538e-01
1.911000000000000000e+03, 1.094520537089064049e+00, 1.684173204115530398e+00, 8.682478830546462856e-01, 1.254856445143464283e+00, 9.054943936962421835e-01, 5.856089082792790279e-01, 6.688473523720597225e-01, 1.657896062976746521e+00, 9.848353756020546967e-01, 2.350929308034718446e+00, 1.037170324634594243e+00, 9.840184076874967101e-01, 7.830126412578812811e-01, 9.606631127098368417e-01, 5.443485248736933402e-01, 9.490879682583480692e-01
