year, CESM2-WACCM, UKESM1-0-LL, INM-CM4-8, MPI-ESM1-2-LR, INM-CM5-0, MIROC-ES2L, EC-Earth3-Veg, CMCC-ESM2, TaiESM1, GFDL-ESM4, NorESM2-LM, ACCESS-ESM1-5, CanESM5, CNRM-ESM2-1, IPSL-CM6A-LR, NorESM2-MM
1.912000000000000000e+03, 1.046783665503951744e+00, 1.664213875645295770e+00, 8.509232078810099464e-01, 1.268352299352594637e+00, 8.941705855760444521e-01, 5.824353924754154255e-01, 6.619732322956161097e-01, 1.704154590603464303e+00, 1.007143254291546830e+00, 2.335635253445139448e+00, 9.876006276510468362e-01, 9.687650388525294032e-01, 8.013292291676589185e-01, 9.129208524266227975e-01, 5.439505539065295769e-01, 9.423724852230241922e-01
1.913000000000000000e+03, 1.055433624476696197e+00, 1.672969952830943186e+00, 8.552081742753935290e-01, 1.284256790133375681e+00, 8.602042002502319207e-01, 5.879933418671090539e-01, 6.331629797837122764e-01, 1.654127992609105702e+00, 1.001797816520440643e+00, 2.324266057851086753e+00, 9.316860434834227656e-01, 9.792252455569372405e-01, 8.373359443358273646e-01, 9.125764296293104039e-01, 5.375738190123281468e-01, 9.420990842161776069e-01
1.914000000000000000e+03, 1.098562408861432749e+00, 1.687842632010607913e+00, 8.385841432144102159e-01, 1.280786882895747825e+00, 8.855752782150214664e-01, 6.217150155122918020e-01, 6.410723867034724410e-01, 1.618670270001126177e+00, 9.863089787380004969e-01, 2.317167068751172732e+00, 9.840706532933126693e-01, 1.000637298608459513e+00, 8.268738896213750911e-01, 9.162213667952149310e-01, 5.404370013533338346e-01, 9.616456498103503892e-01
1.915000000000000000e+03, 1.115400881564083235e+00, 1.704946378815817676e+00, 8.752580458378225181e-01, 1.297096868012419968e+00, 9.150404261014629670e-01, 5.992999796945779334e-01, 6.280917371050371845e-01, 1.595362975486867896e+00, 1.012310577271185563e+00, 2.321413748972297686e+00, 9.803397966106884853e-01, 1.015039559582583850e+00, 8.235418898444971658e-01, 9.400595757542461461e-01, 5.475961047352129185e-01, 9.701704713773635635e-01
1.916000000000000000e+03, 1.108512457513300964e+00, 1.687490117076445362e+00, 8.675931740099347422e-01, 1.281477018978795623e+00, 8.871594703456431308e-01, 6.085069434800505217e-01, 6.267339009820442897e-01, 1.631079806738328752e+00, 1.012526095163928330e+00, 2.306196867874164447e+00, 9.761389930098514078e-01, 1.016577431992472969e+00, 8.452910167694261956e-01, 9.392506582839175167e-01, 5.628583307207445374e-01, 9.909469115960111152e-01
1.917000000000000000e+03, 1.109441749002021860e+00, 1.689669095520655473e+00, 8.684834472558935481e-01, 1.280415002027447624e+00, 8.983663182534330494e-01, 5.884378773688634379e-01, 6.342735044023372071e-01, 1.688486874029861751e+00, 1.004589491262477985e+00, 2.322232605036419706e+00, 9.509043507979423326e-01, 1.011032730758811393e+00, 8.188053020918834024e-01, 9.364018938023674909e-01, 5.491016103041229668e-01, 1.016256053815034699e+00
1.918000000000000000e+03, 1.078767355640921410e+00, 1.673233340236432998e+00, 8.692227112943231582e-01, 1.282211205059402559e+00, 9.024417503888667591e-01, 5.959951819493060077e-01, 6.345893418009636022e-01, 1.638913639497984853e+00, 1.026284823183289063e+00, 2.330548749507635797e+00, 1.003337206482071808e+00, 1.018396084840243798e+00, 8.246652768346303120e-01, 9.375887213328917280e-01, 5.548808278606407463e-01, 1.006980340132923812e+00
1.919000000000000000e+03, 1.050682770175810354e+00, 1.692121340932748907e+00, 8.620871332137333143e-01, 1.275298635584247497e+00, 9.142972891262591828e-01, 5.675443863776017395e-01, 6.555676406501130815e-01, 1.613602089475207224e+00, 1.035950957547330686e+00, 2.328513686055420528e+00, 1.000238248696079246e+00, 1.030908433223184151e+00, 8.343669399650585072e-01, 8.923621980775522378e-01, 5.548775683364306488e-01, 9.788553866589388974e-01
1.920000000000000000e+03, 1.058212302828142048e+00, 1.676748449930099749e+00, 8.443258437762882762e-01, 1.315030306934438897e+00, 9.346539179765398497e-01, 5.850798720041979761e-01, 7.005634463826619918e-01, 1.546223875022644911e+00, 1.032509380497975693e+00, 2.347300067144516778e+00, 9.883180400594185899e-01, 1.023194064790774682e+00, 8.130770609314940112e-01, 9.533795689092767756e-01, 5.477218082764179208e-01, 9.746086240618077046e-01
1.921000000000000000e+03, 1.090818983262524355e+00, 1.691041584064721048e+00, 9.161213923397325543e-01, 1.290839960947351317e+00, 9.420545887180895583e-01, 5.947930495508840787e-01, 7.482014369454127456e-01, 1.609858726853407473e+00, 1.058095122970016844e+00, 2.350328996016053384e+00, 1.020990436733020035e+00, 1.014242726242197357e+00, 8.345461146763227811e-01, 9.659374179776587521e-01, 5.959754740462479550e-01, 1.006015653870558912e+00
1.922000000000000000e+03, 1.112494875922740434e+00, 1.658503329114139557e+00, 9.486269270585567792e-01, 1.297049505256037794e+00, 9.570294570864875672e-01, 5.794992821407917161e-01, 7.539800293287195476e-01, 1.695562625244363408e+00, 1.073338063097765804e+00, 2.337776312422768399e+00, 1.047321207942142340e+00, 1.025401575049845970e+00, 8.399332744678046359e-01, 9.168965345369080033e-01, 5.901294468946635119e-01, 9.991733448852746502e-01
1.923000000000000000e+03, 1.147334421021823703e+00, 1.641427068733099848e+00, 9.573107229489304926e-01, 1.290811401181237938e+00, 9.370874703779207282e-01, 6.103349405515449133e-01, 7.268135463036735633e-01, 1.721427672872514858e+00, 1.043033838523196311e+00, 2.344701950466221874e+00, 1.048812309951223876e+00, 1.014257838861303940e+00, 8.278024034454876112e-01, 9.797260855337909247e-01, 5.737969612224809168e-01, 1.014433736915995476e+00
1.924000000000000000e+03, 1.158044627675963500e+00, 1.691331687056945254e+00, 9.909645435593932294e-01, 1.291942803001807416e+00, 9.318701869790053660e-01, 6.007172471529776958e-01, 7.263509264120762143e-01, 1.721627407212277250e+00, 1.030645782000706223e+00, 2.379889557756325935e+00, 1.057354904045834987e+00, 1.012795165273412401e+00, 8.208976475463340972e-01, 9.531875966927583210e-01, 5.539887180742421036e-01, 9.726031308375852058e-01
1.925000000000000000e+03, 1.183230942286966902e+00, 1.698578585830400556e+00, 9.550000226151671434e-01, 1.297260417433730328e+00, 9.465824042071042665e-01, 6.039015911049061547e-01, 6.914846515745799449e-01, 1.658352297588942204e+00, 1.072241238031707455e+00, 2.371168856746657561e+00, 1.069957438664914884e+00, 1.007808939032520223e+00, 8.169681580978190860e-01, 9.266415429889437450e-01, 5.721437633269169654e-01, 1.015416360133531759e+00
1.926000000000000000e+03, 1.195448011761733653e+00, 1.701048653493429041e+00, 8.918577564672816038e-01, 1.277504399263609702e+00, 9.260177572375843935e-01, 6.191930655269490824e-01, 7.361550208117088046e-01, 1.698356524630119102e+00, 1.085310551766894394e+00, 2.349760728226795603e+00, 1.056137638805649814e+00, 1.025507803420378616e+00, 8.769021044446387858e-01, 9.857663156132088211e-01, 5.738918032610731412e-01, 1.024539016311920125e+00
1.927000000000000000e+03, 1.192165592426254639e+00, 1.699776402679105569e+00, 8.736007634725494464e-01, 1.294321874168957942e+00, 8.965021143180207375e-01, 6.337022396667740809e-01, 7.395881728855367987e-01, 1.727656601391394320e+00, 1.074511687999026410e+00, 2.363106825290838042e+00, 1.099119216071012595e+00, 1.032026990886705242e+00, 8.486524330465008426e-01, 9.566426504090003169e-01, 5.727991361033204498e-01, 1.008973826720977574e+00
1.928000000000000000e+03, 1.162966624278939376e+00, 1.673363673579497446e+00, 9.418156622200342110e-01, 1.305707514250506129e+00, 8.949137984789106159e-01, 5.759238955946768268e-01, 7.347612739829741946e-01, 1.697291426224524225e+00, 1.028993895995596874e+00, 2.366832414202970192e+00, 1.115286482467680473e+00, 1.046261664962664151e+00, 8.032040110364921937e-01, 9.593793968261005167e-01, 5.904260145144687444e-01, 1.022731647354006901e+00
1.929000000000000000e+03, 1.172123261543049466e+00, 1.696897274743176531e+00, 9.665412524012249040e-01, 1.290021275153484970e+00, 9.204468680118744750e-01, 6.165263527298453505e-01, 7.106309653034985629e-01, 1.712923485712496863e+00, 1.033360456057722754e+00, 2.357831193624190469e+00, 1.079960519324875801e+00, 1.056008498326272305e+00, 8.149566967954126051e-01, 9.814821105987945327e-01, 5.995855670690974915e-01, 1.032144914437377103e+00
1.930000000000000000e+03, 1.138709317746534611e+00, 1.684971008105859314e+00, 9.085135588205024426e-01, 1.300578526695256087e+00, 9.121541538459528864e-01, 5.985063602826797835e-01, 7.242200469071616853e-01, 1.715675217025756538e+00, 1.026545966616832617e+00, 2.368655502248823375e+00, 1.061931880045513532e+00, 1.061159207383964631e+00, 8.301581776170080529e-01, 9.147594586731979671e-01, 5.850998581684925259e-01, 1.032850994840089465e+00
1.931000000000000000e+03, 1.124810952829816246e+00, 1.695701705271947857e+00, 9.041718192253963560e-01, 1.304282718777270977e+00, 9.092376051409813975e-01, 5.875648454902800966e-01, 6.671185512675142926e-01, 1.632959016889651727e+00, 1.001950156051355290e+00, 2.363124269118600740e+00, 1.051696579047907365e+00, 1.050857306565533111e+00, 8.236483771448275260e-01, 9.719155953078248977e-01, 5.879646063432490966e-01, 1.016013231855291243e+00
1.932000000000000000e+03, 1.141702760105970160e+00, 1.681048240498904667e+00, 9.025584448832697504e-01, 1.295937329875205712e+00, 9.111968680081683480e-01, 6.404837558187919111e-01, 6.726926412029988755e-01, 1.683069086741159959e+00, 1.028811530552310005e+00, 2.342861324202644369e+00, 1.016765882790913400e+00, 1.056571594840103989e+00, 8.088111501934646119e-01, 9.886447732361181018e-01, 5.788505853778938004e-01, 1.027887586426873501e+00
1.933000000000000000e+03, 1.144464168472839827e+00, 1.682733851812418191e+00, 8.852090701248293003e-01, 1.295180855845782242e+00, 9.123691476658289945e-01, 6.398596647765828482e-01, 6.685729818092492893e-01, 1.718383227244416611e+00, 1.042985328362899367e+00, 2.352897311867898189e+00, 1.061107554416121923e+00, 1.045384176465078196e+00, 8.231579079938659005e-01, 9.429031298937288197e-01, 5.808747947418760882e-01, 1.009730765729089041e+00
1.934000000000000000e+03, 1.097442528493329572e+00, 1.661801549579020154e+00, 9.005345180298834906e-01, 1.279965280941979033e+00, 9.531033877815192623e-01, 6.069578360750467194e-01, 7.097897660275712672e-01, 1.685567937857315401e+00, 1.026825725093151842e+00, 2.351424347243522117e+00, 9.942243260955281325e-01, 1.046950904509224678e+00, 8.033752275012450150e-01, 9.444094031406869982e-01, 5.540004034172060221e-01, 9.874438539906427170e-01
1.935000000000000000e+03, 1.145767313740215121e+00, 1.659046044708194501e+00, 8.607573199983079570e-01, 1.292160688381467804e+00, 9.250517605964776457e-01, 6.131218429469988962e-01, 7.226123099888258627e-01, 1.732900233059507800e+00, 1.019528601417694524e+00, 2.346236956560114439e+00, 1.008455242641044247e+00, 1.055045566422581516e+00, 8.049837335300269459e-01, 9.796262973912975847e-01, 5.463559418099660503e-01, 1.030228712064366281e+00
1.936000000000000000e+03, 1.111702459963356704e+00, 1.671349422926914796e+00, 8.731103543148500679e-01, 1.307777225108708752e+00, 9.298828770555587209e-01, 6.284649385805178845e-01, 7.427853827063588543e-01, 1.705881449480656009e+00, 1.037732271562172848e+00, 2.340076678565980117e+00, 9.540046749036374951e-01, 1.060084609358259655e+00, 8.283798568201355961e-01, 9.084170065443549769e-01, 5.450990113993200437e-01, 1.051277603782323711e+00
1.937000000000000000e+03, 1.157973150643343496e+00, 1.659284037632643871e+00, 9.377237389452354188e-01, 1.270996842996582998e+00, 9.031374086476068319e-01, 6.171294108626846908e-01, 7.000388341769593348e-01, 1.743353943959158769e+00, 1.018734312935205333e+00, 2.347584232601768850e+00, 9.767227843980152979e-01, 1.074900124064153584e+00, 8.357397387213287843e-01, 9.212856519750084461e-01, 5.681725420042944563e-01, 1.005810951131000275e+00
1.938000000000000000e+03, 1.178202310519120610e+00, 1.646776144969133826e+00, 8.939990318125949909e-01, 1.272524908197978144e+00, 8.945270854636104829e-01, 5.945555942237803482e-01, 7.117625665404881952e-01, 1.720111627096094331e+00, 1.035570588634958655e+00, 2.349921015483027453e+00, 9.838910167469546719e-01, 1.074510366081851576e+00, 8.384459072414964798e-01, 9.552611884704181877e-01, 5.815689499056362344e-01, 1.054363217551831378e+00
1.939000000000000000e+03, 1.150487617117738726e+00, 1.650698714929788258e+00, 8.974166852752106793e-01, 1.294041155196549830e+00, 8.824368897747015827e-01, 5.986147790962161874e-01, 6.843353912087247748e-01, 1.615289707014043286e+00, 1.035415770920325551e+00, 2.329164197040058504e+00, 9.987367546471508373e-01, 1.069980537491270756e+00, 8.246902493274045343e-01, 9.569805610476442848e-01, 5.988789222493823283e-01, 1.055420203318655048e+00
1.940000000000000000e+03, 1.127967438560288249e+00, 1.630311310039441075e+00, 9.050514796177639987e-01, 1.286056506542792022e+00, 9.087021213596556679e-01, 5.983243303297346438e-01, 6.345692610851820792e-01, 1.572294508539808122e+00, 1.010175986441488538e+00, 2.337207504192914342e+00, 1.040792366187417439e+00, 1.073282277339331126e+00, 8.010255656265399260e-01, 9.178040939784810615e-01, 5.918046408381147927e-01, 1.046099550894078023e+00
1.941000000000000000e+03, 1.163875633053742975e+00, 1.664682128743889544e+00, 9.164154048399372199e-01, 1.283273050905362256e+00, 8.781623191112197802e-01, 5.915806321269004853e-01, 6.747748417137438004e-01, 1.578301744480004487e+00, 1.014350704804371173e+00, 2.338312087420300500e+00, 1.016176806619706996e+00, 1.064943190363813796e+00, 8.129191496732884881e-01, 9.598460806703303927e-01, 5.744209433325945247e-01, 1.043879998161443279e+00
1.942000000000000000e+03, 1.121651749889434280e+00, 1.682243702772015403e+00, 8.807263983734635593e-01, 1.276068372818627950e+00, 9.074195460253341450e-01, 6.036279337802036293e-01, 6.478031734911032791e-01, 1.688617776780019897e+00, 1.041935480753582111e+00, 2.341525196259051089e+00, 1.057455293447611133e+00, 1.065744257331330491e+00, 8.095593768966096171e-01, 9.627954909550389129e-01, 5.733262727359673683e-01, 1.033870241134561052e+00
1.943000000000000000e+03, 1.080374608099998968e+00, 1.648559090428841412e+00, 9.160573181644546814e-01, 1.289920161593592907e+00, 8.972795625866422098e-01, 6.311316284747355843e-01, 6.623362667421176520e-01, 1.702430354679572266e+00, 1.037120726305130525e+00, 2.363122444401237310e+00, 1.007571476044718528e+00, 1.066259727104895694e+00, 8.296587405537483306e-01, 9.291375708856145499e-01, 5.937904854369948637e-01, 1.006641929454022977e+00
1.944000000000000000e+03, 1.130012639885365822e+00, 1.680542506365086730e+00, 9.160954073091330807e-01, 1.296688558362368626e+00, 8.897600912080337876e-01, 6.288766456593403165e-01, 6.650696314605494264e-01, 1.692339442348464784e+00, 1.042155464665440068e+00, 2.357984221621244991e+00, 9.884468399608823397e-01, 1.081586218552394119e+00, 8.292031928799948881e-01, 9.973821246019521913e-01, 6.221405236485497703e-01, 1.028665944149326439e+00
1.945000000000000000e+03, 1.143249355594883054e+00, 1.648395817446969058e+00, 8.782063784432100340e-01, 1.285655386693266733e+00, 8.846604623689965363e-01, 5.890287755510041912e-01, 6.530320897638229871e-01, 1.650608988040054070e+00, 1.059818165068458828e+00, 2.358763282108406134e+00, 1.024864049414321743e+00, 1.080604077349650582e+00, 8.284549551877798956e-01, 9.615868078967010346e-01, 6.124077895500377178e-01, 1.012238356959333396e+00
1.946000000000000000e+03, 1.173383523632362868e+00, 1.662850489492727846e+00, 8.689184599247304908e-01, 1.293298710480561775e+00, 9.184819928750653784e-01, 6.353025997841340589e-01, 7.043657991194107737e-01, 1.660552218721884188e+00, 1.055464676511436162e+00, 2.337439984866595655e+00, 1.054741304371388466e+00, 1.075007557702255090e+00, 8.101603304708998587e-01, 9.787391827906981590e-01, 6.217499800280985589e-01, 9.940817475535457248e-01
1.947000000000000000e+03, 1.152018234903604332e+00, 1.710309681533890958e+00, 9.252492543965735727e-01, 1.294853315138019045e+00, 8.890216477134927908e-01, 6.358262091011166461e-01, 7.168576304829391566e-01, 1.670301858019083152e+00, 1.090312693747116368e+00, 2.347447528678812123e+00, 1.022189206604591671e+00, 1.080276879937230428e+00, 8.184370978802724128e-01, 9.696764922395376685e-01, 6.289373553025394692e-01, 1.028197727248645998e+00
1.948000000000000000e+03, 1.157002653924212421e+00, 1.680255351933575891e+00, 8.979448316840855648e-01, 1.306960558429748342e+00, 8.780895037426909022e-01, 6.141461381169897038e-01, 7.542359915721839059e-01, 1.674989489499255635e+00, 1.090170924039025824e+00, 2.322676599474328807e+00, 1.055466547849708281e+00, 1.084674658877495368e+00, 8.242320602534538576e-01, 9.347924326377027304e-01, 6.185420327269327556e-01, 1.032005137680905182e+00
1.949000000000000000e+03, 1.174757927179821193e+00, 1.663068668563024488e+00, 8.988399904364753334e-01, 1.294760861530024565e+00, 9.424439024880325588e-01, 6.207210609541686797e-01, 7.688114143610778051e-01, 1.711504835253094381e+00, 1.087540061266417668e+00, 2.299305726679804263e+00, 1.056226686817093752e+00, 1.083456192128982032e+00, 8.360892034769329406e-01, 9.580456120520624008e-01, 6.209119075077362826e-01, 1.051176155732584050e+00
1.950000000000000000e+03, 1.162371571501914058e+00, 1.660904498890114489e+00, 9.149428869317958180e-01, 1.280721083978804575e+00, 8.871835165065808937e-01, 6.256234402084045465e-01, 7.512010796672613511e-01, 1.632698525664749933e+00, 1.101270200468623006e+00, 2.294791737477286375e+00, 1.012050090549120318e+00, 1.088357053341370673e+00, 8.491018606435226657e-01, 9.381064946683865813e-01, 6.077155453179282629e-01, 1.026315369623561402e+00
1.951000000000000000e+03, 1.143407874722691675e+00, 1.651842569081368506e+00, 9.319364522120366923e-01, 1.295666316547038566e+00, 8.826753090885920416e-01, 6.021461108309590360e-01, 7.417590048672609848e-01, 1.647169254364287516e+00, 1.091076361465691535e+00, 2.305891720545894419e+00, 1.062172443024735458e+00, 1.086689128122576342e+00, 8.086110945868384414e-01, 9.646909186399681424e-01, 6.208987790142901364e-01, 1.044578985168367780e+00
1.952000000000000000e+03, 1.153518619393388622e+00, 1.641463417719817741e+00, 9.180248020855495961e-01, 1.313757360592345380e+00, 8.351552532831206799e-01, 5.898852717498068721e-01, 6.718455337498625557e-01, 1.654255462768735141e+00, 1.080212175983108702e+00, 2.304489026142551911e+00, 1.053156281066392586e+00, 1.089484734530785648e+00, 8.331211565689781162e-01, 9.660176290872545257e-01, 6.324620739297935890e-01, 1.044903519927597113e+00
1.953000000000000000e+03, 1.138119013434854443e+00, 1.641208100408335424e+00, 9.193543048025482056e-01, 1.326506665457320100e+00, 8.361053760512766608e-01, 6.030929081678736425e-01, 6.896785895494073060e-01, 1.716562802858553782e+00, 1.099662962481358086e+00, 2.284993594273789341e+00, 1.088358449141889173e+00, 1.081225158808279962e+00, 8.172702983525012010e-01, 9.482114438617853525e-01, 6.399450996724476148e-01, 1.056734010371799481e+00
1.954000000000000000e+03, 1.131078160208440986e+00, 1.694801106742733765e+00, 8.877574334628327568e-01, 1.296372334133540249e+00, 8.919180005878604156e-01, 5.937862585888393774e-01, 6.739205927164391152e-01, 1.676818668801303591e+00, 1.083296052073494220e+00, 2.343737603598776253e+00, 1.049471257390323764e+00, 1.067262532043670165e+00, 8.156611405661075009e-01, 9.937700867439038799e-01, 6.308876810403264423e-01, 1.066245144531603906e+00
1.955000000000000000e+03, 1.150488859646603190e+00, 1.660060452270193165e+00, 8.857574654381334955e-01, 1.281950885988931921e+00, 9.175345627815779670e-01, 6.298092442332239305e-01, 6.889245331599911371e-01, 1.676449639766047106e+00, 1.046874937597857214e+00, 2.333511638750524586e+00, 1.006355882551641212e+00, 1.084837457050548792e+00, 8.232531427054624595e-01, 9.673090572434295265e-01, 6.320270608552084335e-01, 1.047695791678891153e+00
1.956000000000000000e+03, 1.134636869067359832e+00, 1.686380471208183129e+00, 8.835665432681114595e-01, 1.275575692627703539e+00, 9.043267986402317993e-01, 6.651745549814054304e-01, 7.201809983266694859e-01, 1.717093492071512628e+00, 1.041969567838226585e+00, 2.325324060750712629e+00, 1.038998523535837659e+00, 1.102179116692222793e+00, 8.114793259880778153e-01, 1.008124101295428288e+00, 6.231723482709389250e-01, 1.036684890314489627e+00
1.957000000000000000e+03, 1.116824182351381367e+00, 1.636789596982420658e+00, 9.069155607513649242e-01, 1.293877145465633483e+00, 9.091759262755498838e-01, 6.172475817042988311e-01, 6.853491337347210610e-01, 1.737427090753547398e+00, 1.054652126541748336e+00, 2.312388917679964351e+00, 1.076579292986663994e+00, 1.089327031387264721e+00, 7.750345894988017736e-01, 9.757546698012221631e-01, 6.099211232639962788e-01, 1.032182910730468084e+00
1.958000000000000000e+03, 1.112904807415040276e+00, 1.662370536533873677e+00, 8.758377713249333452e-01, 1.295462289861371241e+00, 9.414813258322634049e-01, 6.446628655274979636e-01, 6.794922417263377090e-01, 1.708126515230810716e+00, 1.056812619220743654e+00, 2.317776074829731581e+00, 1.012521434327919856e+00, 1.092502812552314184e+00, 8.348602087339292988e-01, 9.770104087543730609e-01, 6.061330381544146606e-01, 9.794641622224669053e-01
1.959000000000000000e+03, 1.122455548563610517e+00, 1.675155173683492649e+00, 9.318549290509142713e-01, 1.286913883947391035e+00, 9.415221769181556510e-01, 6.279024482452991718e-01, 6.583132034221527151e-01, 1.665089823783507450e+00, 1.040368999265733674e+00, 2.314870516351143603e+00, 1.066848451247678797e+00, 1.089565138580584458e+00, 8.195431987269494734e-01, 9.523938326687967360e-01, 6.045431005309608308e-01, 9.575216115013348572e-01
1.960000000000000000e+03, 1.131884101805682219e+00, 1.642342604146724172e+00, 9.155383834618021632e-01, 1.281347579134905601e+00, 9.080318905878527191e-01, 6.099813000830991427e-01, 6.577390958091107187e-01, 1.683674201762452638e+00, 1.041486925349245141e+00, 2.312861612951813139e+00, 1.031390974149112960e+00, 1.089579300742126167e+00, 7.967249495630571721e-01, 1.005363159942854079e+00, 6.255321781635782008e-01, 9.322385866213337424e-01
1.961000000000000000e+03, 1.075325180714266970e+00, 1.624351199545911006e+00, 9.317933617224288811e-01, 1.273624948133323498e+00, 9.438621284061533556e-01, 6.441089124498764473e-01, 6.689332096502289549e-01, 1.701978253749012238e+00, 1.019651898798985989e+00, 2.319157267653855214e+00, 1.047814437766291462e+00, 1.075499713254806533e+00, 8.349257789346548053e-01, 9.919486929411048814e-01, 6.193852671697520629e-01, 9.643288714558290176e-01
1.962000000000000000e+03, 1.096312237788866328e+00, 1.651658701038638766e+00, 9.360093054491088749e-01, 1.284874853973932307e+00, 9.454686048795107878e-01, 6.036463914742160597e-01, 6.512953335466147298e-01, 1.700671581487381623e+00, 1.010150580598841552e+00, 2.295557511774607207e+00, 1.040098388387676431e+00, 1.057133253160245534e+00, 8.163720947187368404e-01, 9.799004477914041722e-01, 6.537442396098803732e-01, 9.813671395697652899e-01
1.963000000000000000e+03, 1.104598547733049108e+00, 1.652246965104599452e+00, 8.688429129402214235e-01, 1.295687742533866205e+00, 9.715794145652862923e-01, 6.108981160735521554e-01, 6.497140592537828940e-01, 1.756990088245796500e+00, 1.027877910934868133e+00, 2.291254520954369323e+00, 1.032115285754830358e+00, 1.073956097533666609e+00, 8.101505439475072956e-01, 9.861117347835212099e-01, 6.754057821974622788e-01, 1.015671359662531525e+00
1.964000000000000000e+03, 1.093635238699269818e+00, 1.604930804537753941e+00, 9.796917808470709810e-01, 1.279330715925382389e+00, 9.824528009707739207e-01, 6.065552513925039912e-01, 6.469392545107861547e-01, 1.791313013748225602e+00, 1.018155663073772699e+00, 2.321484881148550450e+00, 1.033985083980451636e+00, 1.100158958484218852e+00, 7.619465814773814794e-01, 1.025416751562481465e+00, 6.669457360318538086e-01, 1.022905679785028887e+00
1.965000000000000000e+03, 1.035529787236171950e+00, 1.612076462141527111e+00, 8.858460552446072445e-01, 1.284797324648374817e+00, 8.953951603527202652e-01, 6.020004399202966150e-01, 6.349425629966584106e-01, 1.749271002255557095e+00, 9.935164368327209505e-01, 2.295422193507929087e+00, 1.035581901729885512e+00, 1.093458664486359533e+00, 7.795810274786745264e-01, 9.815665012797365474e-01, 6.823310518687483173e-01, 1.022037077887347323e+00
1.966000000000000000e+03, 1.078439808601305616e+00, 1.621412011605051884e+00, 8.608030251303706581e-01, 1.279888625544825631e+00, 8.741467011197203707e-01, 5.895372393944472433e-01, 6.656406011368209974e-01, 1.706088369700279106e+00, 1.011285401939781670e+00, 2.297998654643286010e+00, 1.032922079884398991e+00, 1.079282404241574733e+00, 8.010439218783584892e-01, 9.585873990923921006e-01, 6.933124652578938063e-01, 1.031587651473112377e+00
1.967000000000000000e+03, 1.088311731162729279e+00, 1.615450830547664252e+00, 9.174423930248318815e-01, 1.286978889795884928e+00, 8.934367572617059050e-01, 6.482082922347696119e-01, 6.158079263634218536e-01, 1.731708438185755261e+00, 1.000624126701099348e+00, 2.267900368001348088e+00, 9.064024709532765289e-01, 1.082054748461029225e+00, 7.956078695364429132e-01, 9.870116716785483080e-01, 6.893425711904800357e-01, 9.729707971116013931e-01
1.968000000000000000e+03, 1.075649976129026575e+00, 1.597620303069402059e+00, 9.100290368362267124e-01, 1.278323783393294555e+00, 8.854119838391246722e-01, 6.179070021813242164e-01, 6.230387399082161215e-01, 1.694467141314658143e+00, 1.005321245272855490e+00, 2.283913144897040226e+00, 9.633131040175753057e-01, 1.072444588701885415e+00, 8.144650219592299845e-01, 1.023038043728131674e+00, 7.041462165963512376e-01, 9.750507703011328520e-01
1.969000000000000000e+03, 1.081132955713643984e+00, 1.561807299519103909e+00, 9.224030909639385767e-01, 1.280922383279680554e+00, 8.870302271209227207e-01, 6.090859028139899989e-01, 6.564921958945006963e-01, 1.636106539600778120e+00, 1.021773875000671516e+00, 2.281571354611133362e+00, 1.012556013832443869e+00, 1.056826067032575533e+00, 8.384217385215165796e-01, 9.593592831135469012e-01, 7.228737190789602529e-01, 9.727306985290113950e-01
1.970000000000000000e+03, 1.038141478775840065e+00, 1.552825642808387752e+00, 8.990201854251819169e-01, 1.287831079936265111e+00, 8.677119374782079619e-01, 6.228679098908787015e-01, 6.672259525195203267e-01, 1.717862449579597772e+00, 9.938936671036155968e-01, 2.259201842037040109e+00, 1.044149720647009172e+00, 1.075999070478742325e+00, 8.254017777114578402e-01, 9.811383453191278026e-01, 7.126613858365539178e-01, 9.413425677172471140e-01
1.971000000000000000e+03, 1.088430966502749397e+00, 1.558624850435588183e+00, 9.494672013867129223e-01, 1.291319647572056750e+00, 8.541789472951764051e-01, 6.075149956222912762e-01, 7.069731728204733390e-01, 1.669705225107121827e+00, 9.906995816201887850e-01, 2.242941869081657824e+00, 1.033229013550563513e+00, 1.079200450080788798e+00, 8.327631514638654808e-01, 1.017252764636518592e+00, 6.975638010805581546e-01, 9.752980560410957622e-01
1.972000000000000000e+03, 1.082951861621175960e+00, 1.596017084232919991e+00, 8.768024140658023935e-01, 1.290602674542927097e+00, 8.910602644484860724e-01, 6.011909445610442715e-01, 7.512150393426573203e-01, 1.689525970325863380e+00, 1.006375163980956167e+00, 2.277921628254666153e+00, 9.527596333915536730e-01, 1.084139921519418515e+00, 8.181674324923989827e-01, 9.745994217513765934e-01, 6.827667593372721555e-01, 9.727067369733621849e-01
1.973000000000000000e+03, 1.080220752651377181e+00, 1.581739138307687309e+00, 9.102397830935609058e-01, 1.277154836260730120e+00, 8.673906568778861903e-01, 5.723727267349134618e-01, 7.367348822595376490e-01, 1.713080467888475011e+00, 9.883477707827674763e-01, 2.266586772692701590e+00, 9.820260056815556249e-01, 1.074244374406906122e+00, 7.960155485992281843e-01, 9.973452077535789329e-01, 7.037649919014015154e-01, 9.771481565637616384e-01
