year, EC-Earth3-Veg, CNRM-ESM2-1, NorESM2-MM, NorESM2-MM, NorESM2-LM, CESM2-WACCM, TaiESM1, TaiESM1, GFDL-ESM4, MPI-ESM1-2-LR, GFDL-ESM4, CNRM-ESM2-1
1.864000000000000000e+03, 2.196782264463704993e-10, 4.499359653612422488e-10, 1.223399114512938396e-10, 1.223399114512938396e-10, 1.649227475543798135e-11, 1.298331180442911881e-10, 1.885117340129487205e-10, 1.885117340129487205e-10, 2.102552261527125368e-10, 1.539452663063145868e-10, 2.151644434593575852e-10, 4.499359653612422488e-10
1.865000000000000000e+03, 2.590886346611834616e-10, 3.026893621969560956e-10, 1.565613296666398854e-10, 1.565613296666398854e-10, 5.690454823049990096e-11, 1.026043478454958213e-10, 1.643808283464852969e-10, 1.643808283464852969e-10, 3.555256685644504911e-10, 2.038365177203002597e-10, 3.606352448307930936e-10, 3.026893621969560956e-10
1.866000000000000000e+03, 3.220888664934477967e-10, 4.666122771753503936e-10, 2.329205098671435805e-10, 2.329205098671435805e-10, 1.003115426997403582e-10, 1.741167509402551813e-10, 1.500578742384408576e-10, 1.500578742384408576e-10, 1.999629755693138471e-10, 2.002204220100764355e-10, 2.050873588998134805e-10, 4.666122771753503936e-10
1.867000000000000000e+03, 2.176324755402744545e-10, 3.083754880892469514e-10, 1.116105616970984192e-10, 1.116105616970984192e-10, 8.930424848810745430e-11, 4.174022471460093327e-11, 1.662136602507755773e-10, 1.662136602507755773e-10, 2.914475246925805986e-10, 3.763359054685792806e-10, 2.962657074343367571e-10, 3.083754880892469514e-10
1.868000000000000000e+03, 2.405047202910756365e-10, 2.999520812082790002e-10, 2.657936672427446788e-10, 2.657936672427446788e-10, 2.739223460062743197e-11, 1.706395737399022761e-10, 1.768961538222144271e-10, 1.768961538222144271e-10, 2.371475262289965094e-10, 2.577104736889530351e-10, 2.420015733011641451e-10, 2.999520812082790002e-10
1.869000000000000000e+03, 2.612616544230028683e-10, 3.757705570293352012e-10, 2.794099503159298522e-10, 2.794099503159298522e-10, 3.523913709133717208e-11, 9.544402403203163072e-11, 1.531373222804168311e-10, 1.531373222804168311e-10, 2.272576373578461897e-10, 2.700269387471390753e-10, 2.321252135703771439e-10, 3.757705570293352012e-10
1.870000000000000000e+03, 1.477859152528159814e-10, 2.298856287032748022e-10, 1.641039405525877270e-10, 1.641039405525877270e-10, 1.380407509296004898e-10, 1.198430451897597981e-10, 1.656451095395565545e-10, 1.656451095395565545e-10, 2.994040563257937537e-10, 2.498958257872118639e-10, 3.042765998046791960e-10, 2.298856287032748022e-10
1.871000000000000000e+03, 1.830221388150094366e-10, 3.260207740242172859e-10, 1.681849754310897424e-10, 1.681849754310897424e-10, 6.620042619516193237e-11, 1.445969370934180620e-10, 1.670305407347201655e-10, 1.670305407347201655e-10, 4.099817849872581668e-10, 2.708546462960328005e-10, 4.153215324046664225e-10, 3.260207740242172859e-10
1.872000000000000000e+03, 3.141012161570861580e-10, 3.460391660351062930e-10, 3.334565000350920780e-10, 3.334565000350920780e-10, 3.277473454265279584e-11, 1.296627613143392622e-10, 1.833784580202265752e-10, 1.833784580202265752e-10, 4.506616768340736467e-10, 1.968890545697987522e-10, 4.561418501962191930e-10, 3.460391660351062930e-10
1.873000000000000000e+03, 2.987006093268598981e-10, 2.576333601809816322e-10, 2.944011525068172629e-10, 2.944011525068172629e-10, 7.224971876876427889e-11, 1.139693005548651340e-10, 1.713666286199382557e-10, 1.713666286199382557e-10, 3.939118547597600005e-10, 9.776183504195346302e-11, 3.997845284289443985e-10, 2.576333601809816322e-10
1.874000000000000000e+03, 2.833828967370021312e-10, 3.055307771350541469e-10, 3.022253871033120207e-10, 3.022253871033120207e-10, 6.243651560795557564e-11, 1.337446859740643713e-10, 1.534237855910197779e-10, 1.534237855910197779e-10, 2.229609787560584674e-10, 2.427744057550884186e-10, 2.293299010485901780e-10, 3.055307771350541469e-10
1.875000000000000000e+03, 2.006848758696308254e-10, 5.029776419626292985e-10, 3.376702103251573969e-10, 3.376702103251573969e-10, 4.199309574240022040e-11, 1.483155991661258721e-10, 1.458917469791757088e-10, 1.458917469791757088e-10, 3.825520414028344981e-10, 2.526296368719594219e-10, 3.890147614692673531e-10, 5.029776419626292985e-10
1.876000000000000000e+03, 3.159579268324831167e-10, 4.431746298265122341e-10, 1.553069885322837942e-10, 1.553069885322837942e-10, 1.555087496543597410e-10, 1.407917669465701342e-10, 1.489531101044680893e-10, 1.489531101044680893e-10, 4.086847522737849770e-10, 2.519049337718133832e-10, 4.151938327003606722e-10, 4.431746298265122341e-10
1.877000000000000000e+03, 2.271427257541799781e-10, 5.033314009215964445e-10, 2.102411613040909614e-10, 2.102411613040909614e-10, 3.646151456788961953e-10, 1.606698990166495940e-10, 1.705025330547725278e-10, 1.705025330547725278e-10, 2.374257741384789569e-10, 2.394435763948449965e-10, 2.438911229278279029e-10, 5.033314009215964445e-10
1.878000000000000000e+03, 2.222087924389235671e-10, 3.448548551856900224e-10, 1.639812682135359454e-10, 1.639812682135359454e-10, 1.482507139209194045e-10, 2.158197135329457672e-10, 1.852033001533918133e-10, 1.852033001533918133e-10, 2.150795926640149642e-10, 2.023782117338213489e-10, 2.215628765309969762e-10, 3.448548551856900224e-10
1.879000000000000000e+03, 1.839231178403699099e-10, 5.414899522967961589e-10, 1.347353627880296011e-10, 1.347353627880296011e-10, 5.653855021801206722e-11, 1.419889502561309905e-10, 1.579379419484178835e-10, 1.579379419484178835e-10, 1.640634917617380688e-10, 1.612673800789835627e-10, 1.708096964518931711e-10, 5.414899522967961589e-10
1.880000000000000000e+03, 2.158155047125768326e-10, 3.028998767493745712e-10, 1.081964414413370515e-10, 1.081964414413370515e-10, 1.094183393963425431e-10, 1.296797841601529099e-10, 1.545551448723762575e-10, 1.545551448723762575e-10, 2.200010338749041628e-10, 1.950625407188868398e-10, 2.269123565381633555e-10, 3.028998767493745712e-10
1.881000000000000000e+03, 3.496609724312354417e-10, 3.535023327437614602e-10, 2.356833110825292693e-10, 2.356833110825292693e-10, 1.069317835075900394e-10, 1.898587624029777861e-10, 1.702642771170195827e-10, 1.702642771170195827e-10, 2.749961224272340859e-10, 3.290640889246713765e-10, 2.822156418405278372e-10, 3.535023327437614602e-10
1.882000000000000000e+03, 2.752849671723926432e-10, 4.129586035123040658e-10, 1.307744251941601176e-10, 1.307744251941601176e-10, 2.311247815817859158e-10, 1.309773448780393873e-10, 1.845941881142232963e-10, 1.845941881142232963e-10, 2.285093565137756151e-10, 2.291846219732797362e-10, 2.358342033074140534e-10, 4.129586035123040658e-10
