year, EC-Earth3-Veg, CNRM-ESM2-1, NorESM2-MM, NorESM2-MM, NorESM2-LM, CESM2-WACCM, TaiESM1, TaiESM1, GFDL-ESM4, MPI-ESM1-2-LR, GFDL-ESM4, CNRM-ESM2-1
1.883000000000000000e+03, 2.650491945762793799e-10, 3.518167148114972515e-10, 1.821447962083576263e-10, 1.821447962083576263e-10, 1.234917696689842704e-10, 4.557516727201903697e-11, 1.373704659257788516e-10, 1.373704659257788516e-10, 2.197248487669861353e-10, 1.872941592286124654e-10, 2.269392090275716320e-10, 3.518167148114972515e-10
1.884000000000000000e+03, 4.523624014962818062e-10, 3.953045577312969200e-10, 2.427080356311094596e-10, 2.427080356311094596e-10, 7.713573846674468678e-11, 1.470395529801422086e-11, 1.450076654412180238e-10, 1.450076654412180238e-10, 2.265539171857260761e-10, 2.313817228189138782e-10, 2.340355790237836278e-10, 3.953045577312969200e-10
1.885000000000000000e+03, 2.504947734344988099e-10, 4.400895118403251437e-10, 1.569465060790914922e-10, 1.569465060790914922e-10, 5.596706212833562969e-11, 5.133552170102407901e-11, 1.477592779336182377e-10, 1.477592779336182377e-10, 2.198000859108291973e-10, 3.529386791287920131e-10, 2.272960739553169973e-10, 4.400895118403251437e-10
1.886000000000000000e+03, 1.147420315808330677e-10, 3.486098252972296150e-10, 2.783440286365070712e-10, 2.783440286365070712e-10, 7.155850387253354724e-11, 9.880920310624958343e-11, 1.603646375837349580e-10, 1.603646375837349580e-10, 1.963409943092892248e-10, 2.270684749984292900e-10, 2.041220495732136259e-10, 3.486098252972296150e-10
1.887000000000000000e+03, 2.239698045398758862e-10, 2.945663087921268292e-10, 2.876985571090415460e-10, 2.876985571090415460e-10, 4.038474718792639499e-11, 2.407472741864024488e-10, 1.347135831826643298e-10, 1.347135831826643298e-10, 2.486160011428670442e-10, 2.247856890677808784e-10, 2.567860209486740082e-10, 2.945663087921268292e-10
1.888000000000000000e+03, 1.780331669250891835e-10, 3.278042512361332847e-10, 3.590554639469338474e-10, 3.590554639469338474e-10, 4.768440495632645371e-11, 1.361293560154478976e-10, 1.566850348370274933e-10, 1.566850348370274933e-10, 3.351488823286323319e-10, 2.538889976387035269e-10, 3.434989736445283781e-10, 3.278042512361332847e-10
1.889000000000000000e+03, 2.187515892914009184e-10, 3.700081182304890273e-10, 3.487236761745217075e-10, 3.487236761745217075e-10, 2.609317360760338970e-11, 1.598251497202736609e-10, 1.535876616219798210e-10, 1.535876616219798210e-10, 2.579870649884901545e-10, 1.609929802886261853e-10, 2.663540819195211497e-10, 3.700081182304890273e-10
1.890000000000000000e+03, 2.406559164044940794e-10, 3.582716617601705463e-10, 3.083615988718757792e-10, 3.083615988718757792e-10, 1.018954954497742192e-10, 6.460387893331473971e-11, 1.772653316075817618e-10, 1.772653316075817618e-10, 2.673461038307242467e-10, 2.612760769400185281e-10, 2.757193234060567676e-10, 3.582716617601705463e-10
1.891000000000000000e+03, 1.636076825538012820e-10, 3.297027322420490316e-10, 2.563733281348857294e-10, 2.563733281348857294e-10, 1.022147405803891163e-10, 1.058182498423879468e-10, 1.600990066456263618e-10, 1.600990066456263618e-10, 1.995613395768292668e-10, 3.640672117492718200e-10, 2.082878563970888692e-10, 3.297027322420490316e-10
1.892000000000000000e+03, 3.097234008753734887e-10, 2.855642876943255255e-10, 1.704259777880770166e-10, 1.704259777880770166e-10, 4.668861082895578225e-11, 1.130304048514357293e-10, 1.477766519013512014e-10, 1.477766519013512014e-10, 2.253011813828156106e-10, 2.088801724925028481e-10, 2.338724887673120498e-10, 2.855642876943255255e-10
