year, CanESM5, TaiESM1, ACCESS-ESM1-5, CESM2-WACCM, CNRM-ESM2-1, INM-CM4-8, CMCC-CM2-SR5, MIROC-ES2L, GFDL-ESM4, UKESM1-0-LL, NorESM2-LM, INM-CM5-0, EC-Earth3-Veg, NorESM2-MM, MPI-ESM1-2-LR, IPSL-CM6A-LR
1.905000000000000000e+03, -5.903993071170913348e-02, 8.039530533666128242e-04, 2.437533813863438162e-02, -1.674372293725194180e-02, -6.343519022210684921e-02, 4.106368307770577042e-01, 2.080453833011845777e-02, -1.816704236100964709e-01, -1.904088852377736063e-01, -4.064867053373472094e-02, -2.289128315609701564e-02, 9.284990966879660967e-02, -4.314525243564457657e-01, 9.357251574878487632e-02, 1.217329220144582613e-01, -2.777112623390605439e-02
1.906000000000000000e+03, -1.598761777647674312e-02, -6.280719651817434634e-02, 1.761891127515434752e-01, -2.710160927823986321e-01, 3.127217985518123688e-01, -2.146376516174090254e-01, -1.447336528850535764e-01, -2.204176013835805470e-01, -1.274960746671351119e-01, -2.252720338527447810e-02, -3.324822079696763133e-01, 4.951966742186801884e-01, -1.786086334429570766e-01, 9.662867563120236536e-02, -2.233620590735773126e-01, 4.599695967658486845e-02
1.907000000000000000e+03, 6.137985748443153949e-02, -2.751048506010872474e-02, 1.689936170553552885e-01, -2.105303046908383879e-01, 2.424217346423608865e-01, 3.645944386504431090e-01, -1.877260161761916124e-01, 1.439689762124985450e-01, -1.477477843413660674e-01, -1.568980896376802325e-01, 9.424464932308489196e-02, 3.365825116351754964e-01, -6.477845016324209615e-01, -1.513236276247323722e-02, -2.825181752404083008e-02, 2.699328962182169153e-02
1.908000000000000000e+03, 2.595946414454892714e-01, -1.829402522803042497e-01, -1.267750086115125019e-01, -4.616828488031261557e-01, 4.269141356658683051e-02, 2.639618126465240744e-01, -2.229200568556856388e-01, -2.220317120613551354e-01, -2.175012259365557976e-01, -1.206988839411412689e-01, -1.953022083594120051e-01, 4.240311352719512983e-01, -7.336523185064648400e-01, -2.070033656415571355e-01, 7.746050978564995512e-03, -6.563037786004836949e-02
1.909000000000000000e+03, 1.191748107859311456e-01, -8.191178420488297307e-02, -1.405815115819547267e-01, 6.741399353957905349e-02, 1.223274001411092105e-01, 4.812574330208402307e-01, -7.495542889479839266e-01, -5.357977756515578532e-02, -3.207615486639248809e-02, -1.951858183022845139e-01, -1.153230892782368400e-01, 4.204109873358204963e-01, -1.555742808055201321e-01, -2.598271077834620191e-01, -1.596733194513309459e-02, 1.399562078995786850e-02
1.910000000000000000e+03, -9.877763255500070227e-02, -1.132398490232894989e-01, -1.851915052266682460e-01, -1.051662443021312149e-01, 4.495911370656110323e-02, 3.503602576559891602e-01, -1.457565035118335572e-01, -1.988623441020017368e-01, -1.225303587526668653e-01, 6.010272787418123597e-02, -1.007086428772652198e-01, 8.924798246123873124e-02, -3.271448598041213351e-01, -2.982550991029785936e-01, -2.354228346032349317e-01, -4.871189388657236330e-02
1.911000000000000000e+03, -4.042012965912145650e-01, 7.799005750132338537e-03, 3.709296436912314782e-02, -6.117856245012472799e-02, 1.314382896046821236e-01, 1.153772785111667476e-01, 1.046762283376658914e-01, -1.122537412824348435e-01, -6.722923529353651284e-02, -2.191983405825733977e-01, -3.469842334185266157e-03, 3.646954655616498897e-01, -1.148379327556903612e-01, -1.004558802494896208e-01, -1.625640041202868202e-01, 5.549610031582561526e-02
1.912000000000000000e+03, -2.175587262708824354e-01, 7.545130698873181441e-02, -1.458805653911409705e-01, -2.351563127965801414e-01, 1.571520918341552941e-01, 5.256163476769476484e-01, 2.240387165481338705e-01, -5.313173729072070278e-02, -2.064401507517416717e-02, -6.141602110192637132e-02, -3.000009580984292490e-01, 7.094628708628893943e-01, 2.912485478676109518e-01, -8.571000608687487365e-02, 2.015864512483791712e-02, -3.418697415497704006e-02
1.913000000000000000e+03, 3.166952602030009833e-01, -1.259754349789483641e-01, 1.501996382018526421e-01, -1.950381324980389741e-01, 7.406766523806472546e-02, 5.489112008529246634e-01, 1.677979760285469926e-02, 9.298372230014766149e-02, 2.492589486670842083e-02, -9.164308492694238362e-02, -3.253930690802647185e-01, 2.554877543716933541e-01, -7.405898666946743036e-01, 3.959664462814249490e-03, 7.200210965816550290e-02, 1.127052786804666751e-01
1.914000000000000000e+03, 1.020044656590725629e-01, 6.873912821981899464e-03, 1.452622767353023980e-01, 3.643071326826072265e-02, 2.986032043250076984e-01, 2.308835915778341685e-01, -6.562993111205552010e-02, 2.273028538016247657e-01, -3.246358644999510212e-01, -1.290169678045398338e-01, -8.752294680891820056e-02, 4.551435724262954396e-01, -6.174869981154457177e-01, -5.309368589329021421e-02, 1.439364456219740206e-02, -1.553911905521499111e-02
1.915000000000000000e+03, 7.031026299098701304e-02, -3.177005421225533727e-02, 2.595318320717043270e-01, 1.217203605157295560e-01, 2.989157112163644547e-01, 1.704649653978931312e-01, -1.825499643808483896e-01, -1.267268920665552516e-02, -1.272273331628720472e-01, 6.874149528145745425e-02, 2.069578679343139424e-02, 5.508683544283930755e-02, -3.272338448785046261e-02, -1.031775029060783971e-01, 1.123781640726834730e-01, 5.556832899949664534e-02
1.916000000000000000e+03, -4.005664945886852624e-02, -3.867021930191747586e-02, 1.217302042474378843e-01, -1.022609156429634958e-01, 2.482232501870206831e-01, 3.884115073963372855e-01, -2.584004783453460602e-02, -2.935418420295754505e-01, -1.057561551019419316e-01, -2.129366441090543849e-01, -5.155962889423414131e-02, 4.510862305419461316e-01, -3.728721672642856255e-01, 8.249831404565230453e-02, -1.411742887229955890e-01, 9.058250915060862829e-02
1.917000000000000000e+03, -6.834793912428543949e-02, -5.261997512654825043e-02, 1.041297874957832076e-01, 7.205156000641132867e-03, 5.112086685944056824e-02, 2.047090846662985297e-01, -2.957953587609257751e-01, -3.324835066393905803e-01, -1.769308775457469063e-01, -1.852887929814903689e-01, -4.330759122199354105e-01, 1.283912828154174790e-01, -2.101594496682147872e-01, -2.565864534201437938e-02, -2.981057422150952263e-01, -8.830342164873074533e-04
1.918000000000000000e+03, -7.836464987616229005e-02, -8.856716476277263009e-03, 1.501609986359835891e-01, -1.612257362017377738e-01, 2.678431357138360003e-01, 7.971336755810527752e-02, -2.144008644720208356e-01, -1.631590537010129405e-01, 1.068686632187205443e-01, -1.544769979141128458e-01, 1.236974472724285991e-02, 3.760427390665648795e-01, -5.585629484274926559e-01, 3.124386021236501970e-02, 1.742343556608362196e-02, 3.902339491846042174e-02
1.919000000000000000e+03, -2.010180606894886035e-02, -6.046322650017530928e-03, 2.712122790166513475e-01, -1.741372186086892759e-01, -4.721390283509115104e-02, -7.375691839008435835e-02, -2.668313544287266859e-01, -1.775466567912989679e-01, -7.280324520387250475e-02, -2.452120665311616488e-01, -7.046441779836405683e-02, 3.821590530754389592e-01, -6.726149772595353404e-01, -1.571857659607008295e-01, 2.245368716273256626e-01, 7.471827592639925311e-03
1.920000000000000000e+03, -2.122044646406653912e-01, 7.315725777585657674e-02, 1.643620496983442536e-01, -2.840559901144741883e-01, 3.415489792089174692e-01, 3.445396664629827299e-01, -7.133177672340720865e-02, -1.447614098595357834e-01, -8.277465564172846804e-03, -1.250908005938685119e-01, -1.157581622559119006e-01, 2.053294959894904625e-01, 4.177204328601678007e-01, -1.214159594914715756e-01, 1.834369854910793129e-01, 3.121717750690574181e-02
1.921000000000000000e+03, -9.550150267837212784e-03, 3.237206826009104976e-02, 1.735829637669313863e-01, 2.066394928107932391e-02, 2.878876614706835646e-01, 2.603779193148324511e-01, 1.665974807557052406e-02, 7.363029222843768540e-02, 4.562489564773952733e-02, 4.137649925114397775e-02, 6.183491993794225372e-02, 2.982054896087381612e-01, -1.539482848082117661e-01, -3.884075687738920007e-02, -1.096460058818684857e-01, 2.646928949871518721e-01
1.922000000000000000e+03, 2.394813384051952196e-02, -5.554259275328509576e-02, 1.518854844380088942e-01, -1.583082786842782697e-01, 4.377993992169328108e-02, 3.072020294134549800e-01, -4.390959390007152796e-02, -1.523414678474286667e-02, -1.534543804439991027e-02, -6.522275315572512167e-02, 1.126935266173166722e-01, 5.176498491808955160e-01, -1.458820621240480495e-02, 1.083217186712283342e-01, 1.000650658354060862e-01, 8.891251957593709898e-02
1.923000000000000000e+03, -2.330911779003299461e-02, 4.870799562618389686e-03, 1.396309518404352801e-01, 1.838522282409423836e-01, 2.736806667279964023e-01, 5.643987065372653156e-01, 9.142009461470447518e-02, 3.205791396504792390e-01, -4.601855267452970716e-02, -3.559364122801517150e-01, 1.175327019532957651e-01, 3.840280184327953816e-01, -6.525959920157145544e-02, 6.123868513895128207e-02, 2.978321466264857720e-02, -3.713713973788446837e-02
1.924000000000000000e+03, 5.283457456699798549e-02, -3.830559733564144198e-02, 7.053241806495312571e-02, 4.274255567315699694e-02, 3.158205972663719052e-01, -8.562387317348893467e-02, -2.078279440179349180e-01, 7.857653589048479992e-02, 3.211784723800019670e-01, -2.530454186119512894e-02, -3.313944493259518564e-02, 2.712318113814554676e-01, 6.081002884089983795e-02, -1.324550932557223282e-01, -8.182566352552929356e-02, -3.480710860522705230e-02
1.925000000000000000e+03, -6.642506427470563912e-02, 4.617476726345906557e-02, 2.068318282955398657e-01, 3.143578668706749069e-01, 1.536832651621119761e-01, 3.437787599813042494e-01, 1.499309160422313825e-01, -1.951056905391231888e-01, -6.505618988299639860e-02, -1.592569234593451954e-01, 2.113186806156347741e-01, 1.896202748496671753e-01, -4.403773580687296296e-01, 8.069953275410685078e-02, 1.506240526778808431e-01, -3.095961055306369059e-02
1.926000000000000000e+03, 3.138064495649560692e-01, 3.480140599853167455e-02, 3.202352422124290499e-01, 1.833718343765790987e-02, 3.546855859042299386e-01, 3.929043117646371375e-01, -2.362180294220952159e-01, 1.463081421526491177e-01, -8.849139170122220788e-02, -6.062257082509981548e-02, -5.483297710056799640e-02, 1.821966535373255869e-01, -2.709257744828951764e-01, 1.683350271141435925e-04, -2.512796675815977543e-01, 4.824982906934730670e-02
1.927000000000000000e+03, -1.929612321188697854e-02, -1.072874739179118103e-01, 1.414715277849228903e-01, 1.082550267605515877e-02, 2.335291746123871470e-01, 1.573975525556411126e-01, -4.350053248592238714e-02, 2.042406233147582295e-01, 2.719121942838240505e-02, 7.206144325633663528e-02, 2.098870709076440799e-01, 3.359979533311647781e-01, 5.265477272895298377e-02, 3.472900818172168502e-02, 1.935800523919967708e-01, 7.201313308024731574e-02
1.928000000000000000e+03, -2.371628618703645608e-01, -5.797235499606104292e-03, 3.272538542324786581e-01, 7.678095189388517428e-02, 3.461826277682552022e-01, 3.691991779515902961e-01, -7.206527362026850236e-02, -2.117245762673828080e-01, 2.616427536500845474e-02, -2.852239474982524170e-01, 1.627018002195204094e-01, 3.024043993272858555e-01, 3.013577885513196164e-01, 1.119196020305691514e-01, -4.586575328737121926e-02, 1.290321914518641477e-01
1.929000000000000000e+03, 1.166482155301678571e-02, -6.883041833566253681e-03, 2.625678472072119352e-01, -7.405907062841911304e-02, 3.122445826276339931e-01, 6.164877122047696112e-02, -1.201165119342224863e-01, 9.029470118748172264e-03, -1.109750703504202435e-01, -6.624676252920909392e-02, -1.090742208797994967e-01, 2.668509259814026424e-01, -3.619230079521219001e-01, 6.073170840048345426e-02, -3.031018236104922048e-01, 8.972822391335709413e-02
1.930000000000000000e+03, 6.864888958095756444e-02, 5.543976642189839439e-03, 1.309029650066533823e-01, -2.728719915728198275e-01, 2.079009999522798968e-02, 1.249872818649689354e-01, -2.288279923905095214e-01, -9.288739219450214968e-02, -2.004866493635844293e-01, -2.048306660994222150e-01, -2.254687983461110823e-02, 3.320680829404817347e-01, -4.601806908683264696e-02, -2.311385870741541892e-02, 2.586463162278548195e-02, 2.764401686245307466e-02
1.931000000000000000e+03, -1.638211876239674958e-01, -7.227700726507499396e-02, 1.309455967982647850e-01, -2.443968889577427528e-01, 3.454495010121365062e-01, 1.670470424544298893e-01, -1.187779953902292768e-01, 3.828697813221474539e-02, -1.130418507109942107e-02, -9.257351593182776284e-02, -1.053343751687068341e-01, 2.962276329204747705e-01, -1.231101124257003299e-01, -6.584434217836766801e-02, 1.928930447653374458e-01, 1.433375963157720520e-02
1.932000000000000000e+03, -3.398561175054949368e-01, 1.039888530656766195e-02, 1.724690839777894003e-01, 8.533668631745974786e-02, 2.414486238163306153e-01, 1.748099871079601408e-01, 4.980827295973060814e-02, 3.330933380509253916e-01, -4.917059052915178502e-02, -1.320642047750811288e-01, -9.976760334555459520e-02, 3.616848508004554263e-01, -4.210170068342496963e-01, 3.041132562472661366e-02, 1.655312982721960091e-01, -5.194840340838148551e-02
1.933000000000000000e+03, -1.554055199870916226e-01, -9.065705558056554036e-02, 8.133756685367039829e-02, -1.579987250690980394e-01, -6.964601820069168947e-02, 2.408109748093095470e-01, 6.795447782193168862e-02, 4.151193176823461672e-02, 1.353057095173550162e-02, -2.113442760433853138e-02, -2.361914247132098355e-01, 2.747093955772588192e-01, -5.545940385377736703e-01, -3.923684764184344476e-03, 1.552180802445876084e-01, 4.904521907708810774e-02
1.934000000000000000e+03, -3.462569296870636193e-01, -1.044949269267838043e-01, 1.877366737051937295e-01, -2.001155796476539739e-01, 1.236943316656962666e-01, 6.970016398388791112e-02, -4.692216641527576643e-02, -2.012133537252797921e-01, 6.584981675761041042e-02, -2.040113844208417404e-01, -3.494308706138479770e-01, 3.259424116566662089e-01, -1.994680507564642047e-01, -1.512440055870817868e-01, 1.410894835538193184e-02, -1.401757981767187689e-01
1.935000000000000000e+03, -2.156014963108024707e-01, -3.253463272886437680e-03, 1.415875790165684600e-01, 1.261655590235536903e-02, 3.610456901139383890e-01, 3.283941723669881463e-01, -3.998892058183147608e-02, 8.305626295836641970e-02, -7.243882576393594064e-02, -5.390611128210376357e-02, -2.883184694743354815e-01, 3.455272560502218315e-01, 3.648390414945978377e-01, 2.099027327211196170e-02, 9.818717466140000627e-02, -9.825211404205377863e-02
1.936000000000000000e+03, -1.763799374917459917e-01, -7.887365492199890915e-02, 5.103217392010237635e-02, -2.736186302231253809e-01, 9.194930795111624922e-02, 3.443824676522809491e-02, -1.512095915458701867e-01, 1.727443269753614341e-01, -4.650616585800119995e-02, -6.826176854203304389e-02, -2.725323408198647712e-01, 7.917532677983481204e-02, 1.951737257321906616e-01, 1.210685701447252460e-01, 6.118795467663223214e-02, -8.064982083358708878e-03
1.937000000000000000e+03, -1.501163981421410054e-01, -4.939720958308763815e-03, 2.479963693253318391e-01, 1.399754769411114541e-01, 9.049568846691164251e-03, 3.079727341458997625e-01, -3.011856147518526261e-01, -7.116772141435690792e-03, -1.065139510905901005e-01, -2.085090773835493738e-01, -2.760684146197248667e-01, 4.247266320539656859e-02, -5.639088612154146141e-01, -1.282769439508713860e-01, -5.130170978705020923e-01, 3.206966891616042179e-03
1.938000000000000000e+03, -4.942947000705228550e-02, -1.884057553726017561e-02, 1.065182684446065314e-01, -1.219957656626127415e-02, 8.496156955268298339e-02, 2.845719656325629843e-01, -2.750208542317293947e-01, -3.335653290361233481e-01, 4.103391905258907402e-02, -1.488102369064457919e-01, -2.658648344547439590e-01, 2.488061508210625272e-01, 2.814300863749563675e-01, 8.623557200103998399e-02, -1.624387227481826346e-01, 1.017490858373255452e-01
1.939000000000000000e+03, 1.276676219048715755e-01, -8.333226367183683980e-02, 2.214347806080743941e-01, -4.364999300942684624e-02, 1.336542214461277633e-01, 1.013381286688832816e-01, 5.608784370089817811e-02, -3.300608765144702472e-01, 4.665134858565186254e-02, -1.836502633691713682e-01, 4.149209793297664595e-02, 8.692801317887360879e-02, 8.075409118746409987e-02, 1.330303102752596611e-01, 1.420555241461974871e-01, 1.648763788930787677e-01
1.940000000000000000e+03, -2.343755167160417319e-01, -1.331261420632612047e-01, 2.134282741813954831e-01, -1.788744844427086755e-01, -2.277865726897105869e-01, 8.651658750276675081e-02, 8.088533612248392790e-02, -1.105834127018566482e-01, -2.577146881486291202e-02, -2.316063838813338660e-01, 1.160005826779903909e-01, 4.794392205713537969e-02, -5.770256125529885649e-01, -1.441389122511420040e-01, -3.103755820070555962e-02, -3.946070308161309104e-02
1.941000000000000000e+03, -1.437265265562417682e-01, 2.542015056486340852e-02, 1.368806495607059748e-01, 6.712351781276933160e-02, 1.958651317426116367e-01, 3.702027210896394749e-01, 9.788795437186137427e-02, -4.241534659965005838e-02, -7.991190868767775179e-02, -1.002377046826940232e-01, -7.338044554263935260e-02, 1.888958379296877266e-01, -4.938463575037204678e-01, 7.894796610004461979e-02, -2.123906438712619693e-01, -4.687001094841414250e-02
1.942000000000000000e+03, -2.132970133865035312e-01, -2.757185862811738913e-02, 1.958323185227960062e-01, -9.931222649207001318e-02, 2.114223553152818347e-01, 1.346225103611901897e-01, 8.702257422517728491e-02, -3.507728746278408749e-02, 3.783947764326984348e-02, -3.892060253721514596e-02, 5.963887938929755134e-02, 2.575133971280689771e-01, -2.705127206700502218e-01, -7.518873038084242233e-02, -6.403662928957610558e-03, -2.109446353280434658e-02
1.943000000000000000e+03, 6.965296647954519194e-02, 1.623989710019571250e-02, 1.755790513672846331e-01, -2.959546044004597309e-01, 7.223120727357548732e-02, 2.694939509882954276e-01, -7.898282345541914051e-02, -5.053159489036842394e-02, 4.288661121261314740e-02, -1.866320530934847122e-01, -2.249632131193143592e-01, 2.100597113776210279e-01, -6.864382987465975083e-02, 1.751999345982077280e-02, -1.153337971752497332e-02, 1.034858618259115876e-01
1.944000000000000000e+03, -3.375714474088267747e-02, 7.569847737793501674e-02, 1.917703666370463300e-01, 7.789351167090913242e-02, 5.530473038492742521e-01, 3.298347436569023516e-01, -1.647330535490366676e-01, 3.426377777117961543e-01, 1.452854231885040703e-01, -9.216746858522294195e-02, -3.072084779888164530e-01, 4.173726050978883717e-01, 2.492557645563847901e-01, 4.266240828070863578e-02, 2.175376116933614157e-01, 2.102058156637837960e-01
1.945000000000000000e+03, 2.241128360675372633e-01, -1.296870049887431956e-03, 2.553737995932174321e-01, -6.392289878911015799e-03, 3.658741379880928180e-01, 3.500728737018011238e-01, -3.929232212845997219e-01, -2.184784629578564730e-01, 6.866182327885071712e-02, -2.447821979459742503e-01, 1.890590910497772781e-01, 3.220690875535092701e-01, -6.096291566850402521e-01, -1.252101522793169497e-01, -1.371125075685157013e-01, 4.466504892816780536e-02
1.946000000000000000e+03, -2.666071508018715841e-01, -4.855282283014451111e-02, 1.588684259216577022e-01, 1.786971040681752665e-01, 2.800114415516243294e-01, 6.490317017219084106e-02, -2.406094466707661417e-01, 3.423841305770989329e-01, -1.584192673573250609e-01, 6.485911239163774655e-02, 1.243717192314790776e-01, 3.956030894525317532e-01, -2.993117074577422709e-01, 3.542161016663911838e-02, 3.750481368448766589e-02, 1.428348589460614881e-01
1.947000000000000000e+03, -1.722705605633456094e-01, 1.545652196609297035e-01, 2.155766625423258531e-01, 6.630157921835811916e-04, 2.624055318628704114e-01, 1.325110695947286643e-01, -3.835328032555918726e-02, 2.352065275143552237e-01, -2.408454214228332724e-01, 7.045538767289760695e-02, -1.541970267751469337e-01, 2.386850188514544058e-01, 2.487734603664640276e-01, 1.016501373210286913e-01, -2.887465835108589396e-02, 8.968143923530402795e-02
1.948000000000000000e+03, -1.651640281419700651e-01, -2.185835886838923339e-02, 1.770669275264218911e-01, 4.276305525048599426e-03, 5.613442281039116022e-02, 6.378326190069849577e-02, -6.438393300210096259e-02, -1.798621435146143324e-02, -2.500791417150974860e-01, -9.644170872743296208e-02, 1.541642461506508854e-01, 3.111975499700461723e-01, -1.160216031281979948e-01, -8.494452294294156658e-02, 2.269357496822141940e-01, 2.679103376317940044e-02
1.949000000000000000e+03, -9.175140271580443929e-02, 4.353857862811551238e-02, 3.014247588075856799e-01, 1.041888983326397927e-01, 4.668674798858019059e-02, 3.482154638854857709e-02, -5.242679886257833183e-02, 2.701550999870837577e-01, -2.894676612710714858e-01, -1.349267832160964964e-01, -4.155191526617563191e-02, 1.103838729580099709e-01, 2.698716615951198272e-01, 2.367953707787128770e-01, -1.592175985861774279e-01, 3.294125045428854259e-02
1.950000000000000000e+03, -3.657934657722764632e-02, -3.059995624183962579e-02, 3.200316795871618880e-01, -8.183858289812233344e-02, 1.201058482113461362e-01, 1.303993602613086611e-01, -1.249450012936614562e-01, 6.357318462668430648e-02, -1.303535950837417801e-01, 1.975889101769967918e-02, -1.818996803846046062e-01, 5.994623822776522920e-02, 1.518292919276497399e-01, -1.031092952093048687e-01, -2.672858166070659625e-01, 1.869766097926733178e-02
1.951000000000000000e+03, -3.959756382138389652e-01, 2.135032279425192608e-02, 1.933631602674250882e-01, -4.343059206803471378e-02, 4.061837055531704044e-01, 4.019232147418275169e-01, 6.954601049204273133e-02, 7.857599642447574140e-02, 1.439463355595960170e-02, -1.015808891270177441e-03, -2.237018999412973899e-02, 1.824861010876671630e-01, 2.073261604412414694e-01, 1.670038494268742402e-01, 8.523482308771583582e-02, 1.549051356959816050e-01
1.952000000000000000e+03, 3.934170002674410895e-03, -1.892265668319134675e-02, 2.357047724597636229e-01, 8.127810810599069014e-02, 1.743920609795169274e-01, 3.416066792632459492e-01, 1.714870469942827713e-01, -5.428209325359884679e-02, -1.613774280716542553e-01, -2.291580196903930389e-01, 1.088330281099058744e-01, 3.258498005275254350e-01, -3.837238564156650322e-01, -6.267562500748036225e-02, -3.418294234620478100e-02, 1.219230043349389531e-01
1.953000000000000000e+03, -5.098638085221464389e-02, 4.029615182270286644e-02, 2.175698206902286769e-01, -1.078426923339921017e-01, 1.824152235944855316e-01, 3.267350829448966709e-01, -1.161777707519475178e-01, 5.041887123152538619e-02, -1.494914662525194671e-01, -8.713675015717360639e-02, 5.977476513860218582e-02, 2.388666069623084642e-01, -7.635703192954690355e-01, 1.165576961670514999e-01, 1.610405962292561777e-01, 1.006649864382169329e-01
1.954000000000000000e+03, -8.290917685603670095e-02, 2.362510401797565662e-03, 1.764235491383017163e-01, 4.320504506334583994e-02, 2.555032362866853091e-01, 3.584280197242321053e-01, -5.785618606081216475e-02, 1.366800938563401124e-01, 8.222566453229684935e-02, -2.085949574974805057e-02, 7.906763053335824631e-02, 2.491502578010705016e-01, -5.432996569936841824e-02, 1.740106233482856257e-01, -2.997910009894423355e-01, 5.108468488292600834e-02
1.955000000000000000e+03, -3.564622924029074436e-01, 3.577753004472594527e-03, 1.594875713443849041e-01, 3.287830077751113800e-02, 3.162200219689812464e-01, 1.151385446196666884e-01, -1.374332324490515067e-01, 2.390897583682946026e-01, -1.508738460182788288e-01, -2.244298292356310121e-01, -3.666153955067519288e-01, 1.929110231970147527e-01, -2.296577956649899499e-01, -1.427818369381353078e-02, -2.010897931500515434e-01, 2.434349969816900633e-02
1.956000000000000000e+03, -1.631048270511037679e-01, 1.371570397911156258e-01, 2.367821809465714689e-01, 2.132977155348596832e-01, 4.814002840125646832e-01, 6.523347488408876016e-02, -1.520714315953526075e-01, 4.281612068750899058e-01, -6.713533708572252956e-02, -9.367162418874841467e-02, 1.375493985256066864e-01, 9.641029611770614294e-02, 1.062796346221842464e-01, 6.884153326469988343e-02, -5.163908824369096290e-02, 3.545956097937228574e-02
1.957000000000000000e+03, -3.489067885065056940e-01, 4.025533533287092847e-02, 2.285840647860941655e-01, -1.259418140379942597e-01, 2.858193491890086979e-01, 3.218646654306615562e-01, 1.688673404178675785e-01, 4.003924582965399763e-03, -2.458397023449656327e-01, -4.024874452094341915e-01, 1.068524300668816929e-01, 4.544188612669729510e-01, 1.258353308579829299e-01, -3.385199991538032083e-02, -8.420548599588552341e-02, -2.467469037265870857e-02
1.958000000000000000e+03, 2.319314663697619461e-01, -7.105665421658724501e-02, 2.766693004570756620e-01, 1.726109521636005617e-01, 3.173676655914625111e-01, 1.486056433566320945e-01, -1.256542533170499631e-01, 4.117977561285167676e-01, -2.621321386832015793e-02, -2.272269904371595206e-01, -2.781422871485098591e-01, 4.822744778689815881e-01, -1.350080482467543863e-01, -1.502463159391173031e-01, 1.445292089435082916e-01, 8.117855682473162611e-04
1.959000000000000000e+03, -2.165504930124662608e-01, 2.697303319264056712e-02, 2.953881980867494872e-01, 1.408286260031547596e-02, 1.251568766734573457e-01, 2.820733144258604774e-01, -1.547223990813806904e-01, -1.936905416177115910e-02, -1.279737157276681359e-01, -1.430134911456084623e-01, 2.468682864378887731e-01, 2.550657760309655853e-01, -2.026729153068301814e-01, -2.451801005802128897e-01, 3.792194116101255813e-02, 3.706852007177611347e-02
1.960000000000000000e+03, -1.757708872182736914e-01, 2.065393393231921854e-03, 2.030832584032110089e-01, -7.743286255687574504e-02, 4.482782455066853800e-01, 4.703534098128345220e-01, -1.750700757835816634e-01, 1.596365611830071751e-01, 4.043118038779688894e-02, -2.665625216721904667e-01, -1.533604198410253305e-01, 2.237423105000690138e-01, -2.051813606019151359e-01, -3.300496877053191724e-01, -1.773027690449837102e-01, 8.875571475266276489e-02
1.961000000000000000e+03, -1.038020844876482718e-01, 2.415728572975659339e-03, 1.007639035593559246e-01, -3.998830884206945879e-01, 3.261378460591969342e-01, 1.506572487935621263e-01, 3.231997192234462024e-02, 2.706163188934037067e-01, -9.402150167516618029e-02, -1.708854279887143113e-01, 1.497033768182035873e-01, 1.571107520205659025e-01, -3.218035914561471200e-01, -2.838488264938826555e-02, -2.407708732636131554e-01, 1.574985106136920776e-01
1.962000000000000000e+03, -2.136027871953817270e-01, -1.247110907330234789e-02, 2.903080088556724003e-02, -9.788612936032491108e-02, 3.478800667284191461e-01, 1.952265565256458557e-01, 1.521062491675428119e-01, 5.992593312337276407e-02, -7.415218380270038878e-02, -1.572733709230288851e-02, -4.966257811156503388e-02, 2.916295241297137686e-01, 1.902890069022510067e-01, 2.027284674045237156e-01, 1.716516739476818543e-02, 1.924091586936477749e-01
1.963000000000000000e+03, -1.616753267867561406e-02, 5.363350683308477918e-02, 2.068194757962726615e-01, -3.372139347773859264e-01, 3.731068020254314499e-01, -1.468759318025094577e-03, -3.447476625957294760e-01, 1.853016137060052304e-01, 5.098817038547130004e-02, -1.891866798480063283e-01, 1.175734431859607049e-01, 3.281712991255062994e-01, 1.346485599361708363e-01, 2.283056379991715568e-01, 1.096182214477789407e-01, 1.229397171254495436e-01
1.964000000000000000e+03, -1.984108477316912089e-01, -2.204225620122428342e-02, 2.825621720519091440e-01, 2.077547253339457126e-02, 3.928519306228788754e-01, 4.218887966485685426e-01, -1.398453425872115720e-02, 1.750048998719636040e-01, -3.462285074398575163e-02, -2.713222650430436311e-01, 2.680902322023877293e-02, 5.396009599336408780e-01, -2.068371624906183703e-01, -7.576191728956326206e-03, 2.674803725716222154e-04, 1.907490340283069241e-01
1.965000000000000000e+03, -4.659960026476851480e-01, 1.019571239457695705e-02, 1.781382673742833156e-01, -2.466982789893793493e-01, 5.640656232056923125e-02, 7.042447102445534290e-02, 3.642864954747124795e-01, 9.581717035492411105e-02, -2.113894916760994391e-02, -2.357076520791932250e-01, 7.914358420184552934e-02, 2.053714222478586482e-01, 9.361066134953889561e-02, 7.510273079100879268e-02, -1.066457671979220180e-02, 2.409622554242580872e-01
1.966000000000000000e+03, -3.769984254649462185e-01, 4.609183357694797596e-03, 1.214191906801472265e-01, 4.298594417610511476e-02, 2.968499439529701522e-01, 2.489913686161568107e-01, -4.833781826546202920e-01, -1.880973016411286169e-01, 5.926448228081286629e-02, -2.278106694343237926e-01, 7.556204267890605231e-02, 1.569197754298210234e-01, -1.712446111263876414e-01, 1.300629965078132499e-01, -2.870396642385466060e-02, 1.485599392563682064e-01
