year, MPI-ESM1-2-LR, CMCC-ESM2, UKESM1-0-LL, CESM2-WACCM, MIROC-ES2L, ACCESS-ESM1-5, IPSL-CM6A-LR, CNRM-ESM2-1
1.970000000000000000e+03, 4.349925870686359729e-10, 1.027206568088364470e-10, 5.368212865787824871e-13, 2.526545512062619817e-10, 4.768115852073327784e-10, 6.305662302047111313e-11, 5.510235611406702394e-10, 1.056787735406696403e-11
1.971000000000000000e+03, 4.524082942008460723e-10, 1.030522798720269456e-10, 4.968159203088671656e-13, 2.385410832015657909e-10, 4.746390803435403746e-10, 6.271334608624962009e-11, 5.317438510195824643e-10, 9.899042906567419308e-12
1.972000000000000000e+03, 4.497762881448808905e-10, 1.033496956520849678e-10, 4.645631850829905830e-13, 2.554419438434517618e-10, 4.711429901530084269e-10, 6.262950493004414624e-11, 5.224461879431113636e-10, 9.282706460962011649e-12
1.973000000000000000e+03, 4.655212451588067611e-10, 1.033363610895488557e-10, 4.364622263189142555e-13, 2.491030955915608333e-10, 4.748907566194099013e-10, 6.243372178905527048e-11, 5.831200617688104589e-10, 8.660412970792708132e-12
1.974000000000000000e+03, 4.534279299189891221e-10, 1.033572632099659908e-10, 4.101023619526460362e-13, 2.741794586596890116e-10, 4.766264372332927123e-10, 6.217198586192932531e-11, 5.132941797514575598e-10, 8.026825670108111176e-12
1.975000000000000000e+03, 4.490227038844422232e-10, 1.034647319090025089e-10, 3.870158543099310577e-13, 2.664168399628155762e-10, 4.833011645855754770e-10, 6.195671761735215909e-11, 6.190212879921796977e-10, 7.397676595396222595e-12
1.976000000000000000e+03, 4.576597846577257146e-10, 1.036776642742236013e-10, 3.664995584351047214e-13, 2.715169115137945943e-10, 4.807932843918179403e-10, 6.190296676324815303e-11, 6.147310708813370742e-10, 6.780426688919475176e-12
1.977000000000000000e+03, 4.620751565247715401e-10, 1.037439552017259033e-10, 3.463382212351762505e-13, 2.833943714600578618e-10, 4.789607445609560828e-10, 6.141868321454137837e-11, 4.563066051640261129e-10, 6.171411858426749526e-12
1.978000000000000000e+03, 4.584434494848633314e-10, 1.034282983867481515e-10, 3.277596739212323063e-13, 2.899886182010329762e-10, 4.785806426212834276e-10, 6.091294308714887891e-11, 5.295298717458210039e-10, 5.559793743312770041e-12
1.979000000000000000e+03, 4.544990897871304580e-10, 1.027174031726923724e-10, 3.120583561680253566e-13, 2.961603819179155226e-10, 4.768528173475252301e-10, 6.012065022260622779e-11, 5.239397717059843897e-10, 4.958852713654216212e-12
1.980000000000000000e+03, 4.520439774880678768e-10, 1.016723400122772115e-10, 2.976632039835626324e-13, 3.037212306677850911e-10, 4.758481441864869691e-10, 5.938928379210772249e-11, 5.275007552383530665e-10, 4.367833656122534890e-12
1.981000000000000000e+03, 4.742034088871641099e-10, 1.007342317279111232e-10, 2.840598642236366671e-13, 3.381191062920843038e-10, 4.786402558874324609e-10, 5.855484412514847053e-11, 5.218097110158476175e-10, 4.384848918248107985e-12
1.982000000000000000e+03, 4.569186867928120221e-10, 1.000034051900990018e-10, 2.733923672266958227e-13, 3.030263923060240730e-10, 4.781449406260145766e-10, 5.814147388083804453e-11, 4.860395055069299623e-10, 4.283901737894527333e-12
1.983000000000000000e+03, 4.439337807705297232e-10, 9.930936086777087860e-11, 2.638957509615210112e-13, 3.034691409124465786e-10, 4.762651231709629906e-10, 5.777362775123730708e-11, 6.086335162285511244e-10, 4.184665834028975061e-12
1.984000000000000000e+03, 4.538483631068054124e-10, 9.869668378430246188e-11, 2.544333474331449860e-13, 3.267747753414496328e-10, 4.865983805016830516e-10, 5.737493583407921184e-11, 5.815420247445059987e-10, 4.084488203704710801e-12
1.985000000000000000e+03, 4.577683629639129838e-10, 9.846894197712474042e-11, 2.440654554732142368e-13, 3.494835408531118647e-10, 4.933550507741124415e-10, 5.722225822606244681e-11, 5.996961288554489366e-10, 3.982200936334309324e-12
1.986000000000000000e+03, 4.487266738658457709e-10, 9.854171509396464578e-11, 2.341988915971297952e-13, 3.542001149120427034e-10, 5.057209225110624151e-10, 5.700511125422672405e-11, 5.227229408730890297e-10, 3.886581340420155316e-12
1.987000000000000000e+03, 4.417391987982006308e-10, 9.871465953798726703e-11, 2.250162731553667159e-13, 3.099309139672259995e-10, 5.220890505186232297e-10, 6.064104372122749822e-11, 6.801962155165737563e-10, 3.792120507709736988e-12
1.988000000000000000e+03, 4.567929068876915020e-10, 9.921143863248013450e-11, 2.171954233215423260e-13, 3.108624811519770447e-10, 5.281931532693487400e-10, 5.889325762919493546e-11, 5.806421906803954565e-10, 3.699906370599805523e-12
1.989000000000000000e+03, 4.550440399297396591e-10, 9.987990823024384328e-11, 2.117506235636963765e-13, 3.013402194174901207e-10, 5.336865881884972611e-10, 5.821261290679389725e-11, 5.730015980491342089e-10, 3.606978829646962320e-12
1.990000000000000000e+03, 4.692916264794843255e-10, 1.004647886421741393e-10, 2.226009986997849938e-13, 2.950567352257888185e-10, 5.367390191100769390e-10, 7.077127122745937387e-11, 6.138050784023853049e-10, 3.512366384910806989e-12
1.991000000000000000e+03, 4.580509210225841433e-10, 1.009439878779250382e-10, 2.335834432807599559e-13, 2.865381222742397008e-10, 5.290736622359434170e-10, 6.477265166090782113e-11, 6.345072188940178899e-10, 3.353153646905136243e-12
1.992000000000000000e+03, 4.480201898183393381e-10, 1.006600312474513805e-10, 2.254915212480348363e-13, 2.674053305501920915e-10, 4.952976008233042332e-10, 6.183757233336811769e-11, 5.544367976887750783e-10, 3.494035826366088718e-12
1.993000000000000000e+03, 4.345301472067024170e-10, 9.789899498898300186e-11, 2.193317665653093449e-13, 2.508646131312942886e-10, 4.617028526027237940e-10, 5.777725511484366090e-11, 6.276904185208328784e-10, 3.627456601066028238e-12
1.994000000000000000e+03, 4.162051919160452196e-10, 9.266725165420816173e-11, 2.167746915770366202e-13, 2.391720430280974478e-10, 4.247008529836992548e-10, 5.449869970953911936e-11, 6.310911729190315425e-10, 3.757799730598685386e-12
1.995000000000000000e+03, 3.840870133789308341e-10, 8.593371514910905046e-11, 2.230102938415473145e-13, 2.171742784371582190e-10, 4.177854204501469121e-10, 5.132927002598323973e-11, 5.954947931335922000e-10, 3.872889512018434462e-12
1.996000000000000000e+03, 3.856360730887661219e-10, 7.953370625017814215e-11, 2.407046032093159838e-13, 2.099172280170356682e-10, 4.024779978775616404e-10, 4.999381176683561832e-11, 5.998336390405239128e-10, 3.983322174312310471e-12
1.997000000000000000e+03, 3.992224810147746571e-10, 7.443509125363547692e-11, 2.362310752437390958e-13, 1.956606244538197162e-10, 4.042749320214531043e-10, 4.891440394985581846e-11, 5.820143677022307764e-10, 4.095382499216765067e-12
1.998000000000000000e+03, 3.841103517829998438e-10, 7.104634189793383314e-11, 2.283302799414594502e-13, 1.867015453671931437e-10, 3.960501639407459599e-10, 4.912907699439607713e-11, 6.053814265474253540e-10, 4.212773284465207125e-12
1.999000000000000000e+03, 4.000469243797466630e-10, 6.884258902658075753e-11, 2.427865724762323292e-13, 1.854498902631415505e-10, 3.982547460793369937e-10, 4.847471026545879567e-11, 6.307141322107148193e-10, 4.339133917883857838e-12
2.000000000000000000e+03, 4.216215932945356700e-10, 6.737637204388589004e-11, 2.474410948552691310e-13, 1.859336751276984690e-10, 4.095000668960983096e-10, 4.878314842292494887e-11, 5.889289012098833878e-10, 4.466915047456626093e-12
2.001000000000000000e+03, 4.179721849336938418e-10, 6.699503999787433410e-11, 2.155236431634125049e-13, 1.887518269504568143e-10, 4.072905735084193623e-10, 4.937094530861878849e-11, 5.843345344894541228e-10, 4.492911978743688203e-12
2.002000000000000000e+03, 4.093431823984976142e-10, 6.708801588375685422e-11, 2.024318800413848210e-13, 1.924132877498750802e-10, 4.047413215120032113e-10, 4.698842078978515660e-11, 5.195450433602821281e-10, 4.467108821684076943e-12
2.003000000000000000e+03, 4.039165891498398920e-10, 6.736798831992623915e-11, 2.266278952368661484e-13, 1.973227334609544268e-10, 4.006037786301308763e-10, 4.691251663948478292e-11, 6.137872921596414330e-10, 4.241844607710629367e-12
2.004000000000000000e+03, 5.590398840047469054e-10, 7.112874369600988693e-11, 1.773226399614583564e-12, 2.134934432379655752e-10, 7.781395460955838705e-10, 4.658284256601743825e-11, 5.146600109615299458e-10, 4.068304904875144787e-12
2.005000000000000000e+03, 4.985744575584208923e-10, 7.439644543993075415e-11, 3.046517965526110078e-12, 2.412336529835577810e-10, 4.576663482713507255e-10, 1.970424808183206640e-10, 6.013667718479188485e-10, 3.768312058142808861e-12
2.006000000000000000e+03, 4.171530610037315974e-10, 7.400187313946392286e-11, 1.204933305645044293e-12, 2.190633920571418540e-10, 4.282375986371111892e-10, 1.126402774412377809e-10, 4.767105353059652224e-10, 2.651048849534715591e-11
2.007000000000000000e+03, 4.140226661566168874e-10, 7.381417993067815221e-11, 5.309386650437576871e-13, 2.221226178182593497e-10, 4.218085368925529517e-10, 8.074241753785889357e-11, 5.082923598329793893e-10, 2.611362589540955163e-11
2.008000000000000000e+03, 4.138426126628938814e-10, 7.423352693507619530e-11, 2.858802544544451796e-13, 2.094961635184879898e-10, 4.003379050933577847e-10, 6.874687067949946738e-11, 4.731998054320539490e-10, 2.577814768867858642e-11
2.009000000000000000e+03, 4.210235373070854033e-10, 7.470299843718608230e-11, 3.563905354151413658e-13, 2.255933945296999955e-10, 3.857107926712897893e-10, 6.219969744492676615e-11, 5.585896666552138293e-10, 2.554382514196825987e-11
2.010000000000000000e+03, 4.561118240924638598e-10, 7.437171803823009772e-11, 3.418631276046102033e-13, 2.211195037918202299e-10, 4.578675549512677999e-10, 1.046584495485448943e-10, 5.910023490187440227e-10, 2.547980438006413526e-11
2.011000000000000000e+03, 4.512478261727875265e-10, 7.374350344355290274e-11, 2.328896706682548029e-13, 1.939196190052755066e-10, 4.108498721929413372e-10, 9.290023988204900125e-11, 5.444839889271319138e-10, 2.570222716625166960e-11
2.012000000000000000e+03, 4.367379136866163242e-10, 7.386907853889352234e-11, 1.920828719841137432e-13, 1.866942074326525113e-10, 4.192489895409849395e-10, 7.353150597257778057e-11, 5.639669579331389721e-10, 2.975470958289597159e-11
2.013000000000000000e+03, 4.317410298246177416e-10, 7.452816990217414754e-11, 1.705544103291980842e-13, 1.926838440085298054e-10, 4.184507832682602880e-10, 7.736689502601575861e-11, 5.878212167232901622e-10, 2.951485189538580184e-11
2.014000000000000000e+03, 4.361526304795302177e-10, 7.525622596771790620e-11, 1.485299916178558862e-13, 1.827500713978749712e-10, 4.273609871399608653e-10, 6.777651953083589231e-11, 5.295283836042346380e-10, 2.975851189897555587e-11
