year, IPSL-CM6A-LR, CMCC-CM2-SR5, ACCESS-ESM1-5, MPI-ESM1-2-LR, TaiESM1, CNRM-ESM2-1, GFDL-ESM4, CanESM5, CESM2-WACCM, EC-Earth3-Veg, NorESM2-MM, MIROC-ES2L, NorESM2-LM
1.925000000000000000e+03, 1.031816209568944132e+01, 9.151747054687271898e+00, 9.497204897972519433e+00, 5.011346373308800395e+01, 1.495320881197813589e+00, 5.568307012724812211e+01, 4.800208822409582154e+01, 1.570826972639147279e+01, 8.210713819033811589e+00, 1.307092485358348988e+01, 8.133911323619507527e+00, 5.585333331629732356e+01, 6.833774251198417637e+00
1.926000000000000000e+03, 1.029115018152988448e+01, 9.219932506312421339e+00, 9.549008450629573375e+00, 5.010988049401743893e+01, 1.477627907236015670e+00, 5.569935501706499537e+01, 4.805620375724627991e+01, 1.560179838281719711e+01, 8.351636391455281583e+00, 1.258402008384041260e+01, 8.114886223782415087e+00, 5.590948874199366259e+01, 6.948640613042710967e+00
1.927000000000000000e+03, 1.029973013373232327e+01, 9.144814076384717438e+00, 9.563117410139740926e+00, 5.008979213501014272e+01, 1.515706248875946516e+00, 5.584589563628832565e+01, 4.806534403732715077e+01, 1.562676882108673659e+01, 8.436620633903551436e+00, 1.248943822047454510e+01, 8.121960638094314788e+00, 5.585277379366393546e+01, 7.004553590318553624e+00
1.928000000000000000e+03, 1.032949893067351610e+01, 9.010945102547246677e+00, 9.607362654929772816e+00, 5.009483422006927356e+01, 1.548732669670564777e+00, 5.598825804690495289e+01, 4.806826916534646443e+01, 1.575808906804242682e+01, 8.484213191010267607e+00, 1.279867706144251471e+01, 8.098322775907725202e+00, 5.593592221797690200e+01, 7.077476803714151998e+00
1.929000000000000000e+03, 1.039278091164372775e+01, 9.121679354274384366e+00, 9.632494256893325613e+00, 5.004387720766772674e+01, 1.530604737478360899e+00, 5.607276911289741861e+01, 4.804328932118698958e+01, 1.581365349836712220e+01, 8.488332834583090403e+00, 1.300134822396883116e+01, 8.078125364521746121e+00, 5.599512344247550999e+01, 7.185871663354943983e+00
1.930000000000000000e+03, 1.044044427834412936e+01, 9.154905721926303031e+00, 9.621887670045584429e+00, 5.003143580593379625e+01, 1.544475325313631853e+00, 5.624243705858857822e+01, 4.803255408598164422e+01, 1.604932609792910725e+01, 8.426928811453906931e+00, 1.283688968790284690e+01, 8.161850545866531803e+00, 5.599572878619280658e+01, 7.254508930006458911e+00
1.931000000000000000e+03, 1.044079990888553411e+01, 9.123216331893290842e+00, 9.669102061342162102e+00, 5.005158344279455918e+01, 1.595128283390116808e+00, 5.622011769001295534e+01, 4.792275813725474620e+01, 1.607986096276273358e+01, 8.348524594358480044e+00, 1.323607089941727644e+01, 8.144378465397430489e+00, 5.605574695157601184e+01, 7.226111476864263139e+00
1.932000000000000000e+03, 1.047246991253805248e+01, 9.080255900022590865e+00, 9.704457930673605404e+00, 5.014732472541599861e+01, 1.476319211209375704e+00, 5.639459640010508679e+01, 4.797699326967859434e+01, 1.604916060068592287e+01, 8.261738756580726317e+00, 1.313737084168828417e+01, 8.122820285606414004e+00, 5.604103848782074238e+01, 7.173944792912710255e+00
1.933000000000000000e+03, 1.049196137473979995e+01, 9.217158227621524702e+00, 9.737858045521358363e+00, 5.017559124275717863e+01, 1.493688606320909829e+00, 5.649299256362434107e+01, 4.800134129219755152e+01, 1.604833328523134384e+01, 8.312740536085671650e+00, 1.280237130324352002e+01, 8.116915721214516211e+00, 5.598794716651550374e+01, 7.115789615678170144e+00
1.934000000000000000e+03, 1.052310472599652336e+01, 9.276201691477297118e+00, 9.775032568345737971e+00, 5.028621068998035781e+01, 1.515834777866399197e+00, 5.650576914326688183e+01, 4.795228649464519322e+01, 1.612086890993673194e+01, 8.259997229001564634e+00, 1.246957134236150821e+01, 8.085176903611300148e+00, 5.606958293874065191e+01, 7.050760677633961748e+00
1.935000000000000000e+03, 1.048937046172503962e+01, 9.348213554156025396e+00, 9.806063790083396015e+00, 5.033010681533300357e+01, 1.497517362689473552e+00, 5.665890016482227765e+01, 4.796988721288543900e+01, 1.611118190547810158e+01, 8.212201066856273712e+00, 1.257224002934491658e+01, 7.940856828999373285e+00, 5.609603243755247348e+01, 6.929093387994167408e+00
1.936000000000000000e+03, 1.048402404689263001e+01, 9.291409823718362659e+00, 9.780925512626176044e+00, 5.038627760721544746e+01, 1.505884655800047378e+00, 5.687647474253620317e+01, 4.798732393993809353e+01, 1.608829098814221226e+01, 8.224043117631586242e+00, 1.281156189015185021e+01, 7.991444688661140106e+00, 5.610895426638052186e+01, 6.827340744002803774e+00
1.937000000000000000e+03, 1.043644264469465099e+01, 9.316334189403647770e+00, 9.802044987599234815e+00, 5.032951250881867367e+01, 1.476915009000059786e+00, 5.689471528470711803e+01, 4.798790174897105487e+01, 1.599909335177660985e+01, 8.160678103982835552e+00, 1.306932901409241765e+01, 8.093273665886336232e+00, 5.617607816856106240e+01, 6.750187392181435264e+00
1.938000000000000000e+03, 1.044962915341191234e+01, 9.211192974707426373e+00, 9.811327566201184069e+00, 5.022517198509883229e+01, 1.464298901855140667e+00, 5.686355884443588593e+01, 4.802610701348857702e+01, 1.595332884861443290e+01, 8.217025068975415181e+00, 1.329329419500403553e+01, 8.053298040516528644e+00, 5.620823562736116941e+01, 6.657476028738479101e+00
1.939000000000000000e+03, 1.050929658176201720e+01, 9.058037269802664326e+00, 9.858987561979146719e+00, 5.014793354147218452e+01, 1.506681999051521670e+00, 5.700047993495813614e+01, 4.800433477591477782e+01, 1.615158493045691301e+01, 8.342411349380739694e+00, 1.371631372251797210e+01, 8.124688790883793033e+00, 5.614531386652858203e+01, 6.525142155551639789e+00
1.940000000000000000e+03, 1.058478347323839408e+01, 9.025118295130246437e+00, 9.945573541676797191e+00, 5.016768224912082985e+01, 1.539975520011297228e+00, 5.707613548534230574e+01, 4.807335613864239576e+01, 1.634611654446171158e+01, 8.435259185989558262e+00, 1.394455538170135256e+01, 8.223299349596299379e+00, 5.611932947703217422e+01, 6.524539213963906903e+00
1.941000000000000000e+03, 1.061003139088868075e+01, 9.120227905595534423e+00, 9.961397276012885271e+00, 5.012977171537117727e+01, 1.472683356569520319e+00, 5.700839327475141971e+01, 4.808385301425690983e+01, 1.628589172693846265e+01, 8.398489850457709238e+00, 1.341771780869696862e+01, 8.188289180343890195e+00, 5.610127454322541496e+01, 6.670984325433331641e+00
1.942000000000000000e+03, 1.059004100432575157e+01, 9.326191890521535299e+00, 9.964507379512726359e+00, 5.008788280494256639e+01, 1.468092348183142715e+00, 5.711049495775841933e+01, 4.808467692719442255e+01, 1.619695558964859217e+01, 8.476199709909938207e+00, 1.326477190312455434e+01, 8.252438158600106988e+00, 5.606141312151341083e+01, 6.740757044835801182e+00
1.943000000000000000e+03, 1.055625383855289279e+01, 9.512814238975616732e+00, 9.982943365540799974e+00, 5.006725805682950181e+01, 1.429213612933169841e+00, 5.724166201215307126e+01, 4.811691847953390067e+01, 1.627312229054809833e+01, 8.472954550926020900e+00, 1.329455875012436650e+01, 8.312121260995768424e+00, 5.603878554345475038e+01, 6.813277121131672054e+00
1.944000000000000000e+03, 1.060397267583649850e+01, 9.519982410783708104e+00, 9.958102380311611768e+00, 5.009180265219465866e+01, 1.460982696994917784e+00, 5.725355811524150340e+01, 4.812755653543840850e+01, 1.624122429678486412e+01, 8.306215250255926108e+00, 1.338252938141591208e+01, 8.307458961593265911e+00, 5.607163042532654629e+01, 6.745475398948862278e+00
1.945000000000000000e+03, 1.068660889992822582e+01, 9.418069122559964867e+00, 9.953891530731009851e+00, 5.015297974115134139e+01, 1.499775796511546577e+00, 5.750162142186955805e+01, 4.815190180621628002e+01, 1.634556193825639525e+01, 8.232492412186005026e+00, 1.351937849223392440e+01, 8.233241311156106690e+00, 5.608684591129368613e+01, 6.654317029334147371e+00
1.946000000000000000e+03, 1.069896205843975245e+01, 9.325011779023444802e+00, 9.935121617629091517e+00, 5.016468514943448298e+01, 1.465094579800237939e+00, 5.753903155408185910e+01, 4.830738653186170239e+01, 1.645328637560232110e+01, 8.219217263495119496e+00, 1.303726395532851257e+01, 8.144409167320743492e+00, 5.604527240967935597e+01, 6.577741144239322324e+00
1.947000000000000000e+03, 1.073424399098818682e+01, 9.201261182176736497e+00, 9.960395515091676089e+00, 5.014211001147081248e+01, 1.404782862196825244e+00, 5.767218815984170988e+01, 4.844516241284686942e+01, 1.636943189056167469e+01, 8.330590163796054881e+00, 1.296509353658128028e+01, 8.156158687343079805e+00, 5.604299856636026789e+01, 6.653490179870523491e+00
1.948000000000000000e+03, 1.074734658719991032e+01, 9.027018844587660240e+00, 9.942433214828499288e+00, 5.008689247301914804e+01, 1.491836721125499476e+00, 5.769256132094662348e+01, 4.850020219748965644e+01, 1.627914476375342190e+01, 8.341842347215147058e+00, 1.292112962051337099e+01, 8.128740617798413837e+00, 5.624458557747433218e+01, 6.714767767130124909e+00
1.949000000000000000e+03, 1.075277667925657532e+01, 9.032131184102507149e+00, 9.968274707445461402e+00, 5.010860520390978934e+01, 1.493745024086064577e+00, 5.753131370947027534e+01, 4.854851863147518998e+01, 1.620971842537669616e+01, 8.301202768867197435e+00, 1.304228206240535393e+01, 8.125091479407419826e+00, 5.646672577805735926e+01, 6.793910002885326982e+00
1.950000000000000000e+03, 1.074610238449609234e+01, 9.177463742388898282e+00, 1.003364631181925226e+01, 5.006985424770422810e+01, 1.487773029819813742e+00, 5.761014426947705402e+01, 4.860844694429771806e+01, 1.602774770186078257e+01, 8.341808265299254899e+00, 1.325631883165948288e+01, 8.135843947774038298e+00, 5.661270836059088651e+01, 6.847136179068300521e+00
1.951000000000000000e+03, 1.077128583391706940e+01, 9.308271757420421011e+00, 1.007409786532661577e+01, 5.005578664117411591e+01, 1.437101699725514381e+00, 5.769334600462366325e+01, 4.866281217368777590e+01, 1.599769128432992460e+01, 8.375062229451197382e+00, 1.357087141941793362e+01, 8.074209532306619863e+00, 5.678424305813818762e+01, 6.756973212779793236e+00
1.952000000000000000e+03, 1.082684891564263197e+01, 9.218524902704846369e+00, 1.010144780775197226e+01, 5.005885915031148414e+01, 1.455019405495021623e+00, 5.784762365867277367e+01, 4.867478242505293196e+01, 1.597445786717243976e+01, 8.325632149371665847e+00, 1.411126731237046705e+01, 8.133448139500975671e+00, 5.692758148882702329e+01, 6.745945732732386624e+00
1.953000000000000000e+03, 1.085159645726040800e+01, 9.309786878662926313e+00, 1.015293930888538831e+01, 5.004008942419918071e+01, 1.439434266481162350e+00, 5.788568259385242953e+01, 4.867636132136145477e+01, 1.611545673415983160e+01, 8.278340229746724788e+00, 1.366068596440900862e+01, 8.149354333064312783e+00, 5.708464748047009607e+01, 6.760356680188989387e+00
1.954000000000000000e+03, 1.086618440924952544e+01, 9.231262925565847155e+00, 1.018061723395481799e+01, 5.005293752393117046e+01, 1.471100858002017286e+00, 5.795263096746179343e+01, 4.861584754476957926e+01, 1.633266015753540046e+01, 8.234892536755754833e+00, 1.345487677929823178e+01, 8.169447375804116618e+00, 5.727873133531048921e+01, 6.790893340857337535e+00
1.955000000000000000e+03, 1.088030285271545949e+01, 9.295549750484338958e+00, 1.014169776468250994e+01, 4.998271415414943419e+01, 1.486119754836499718e+00, 5.806970433164412526e+01, 4.865071097941164169e+01, 1.628352545704662901e+01, 8.268385452401643576e+00, 1.345760821234923377e+01, 8.302611502228344875e+00, 5.741507952540356285e+01, 6.803522861249561515e+00
1.956000000000000000e+03, 1.090334393327994356e+01, 9.186784337506493259e+00, 1.013546552959850722e+01, 4.993417957385214123e+01, 1.510395317965003814e+00, 5.817908626591583499e+01, 4.864987660061506602e+01, 1.622559136587215889e+01, 8.378048835450778498e+00, 1.325861202343674350e+01, 8.400657354079308803e+00, 5.739226899884032207e+01, 6.638879473330521641e+00
1.957000000000000000e+03, 1.093943387098882170e+01, 9.162411058466375380e+00, 1.021177220360356941e+01, 4.990838508359885850e+01, 1.535411372205520708e+00, 5.839281654251230691e+01, 4.868722890923718438e+01, 1.637275843613744186e+01, 8.511648065170163591e+00, 1.365815026121888387e+01, 8.460073457327196067e+00, 5.735488327552621968e+01, 6.656795244812293788e+00
1.958000000000000000e+03, 1.093915161092359689e+01, 9.216666589425646094e+00, 1.023649516663818382e+01, 4.986153487712379473e+01, 1.525211277075606331e+00, 5.852019648016162279e+01, 4.865719569151909241e+01, 1.641480614193747556e+01, 8.493063146481818038e+00, 1.395554993187483106e+01, 8.548578875530731480e+00, 5.738776311879043845e+01, 6.652990080154707719e+00
1.959000000000000000e+03, 1.095943762450418291e+01, 9.178665012307828164e+00, 1.032670458294251503e+01, 4.990925484041856208e+01, 1.504531203601442879e+00, 5.864563323212158252e+01, 4.865655015052330157e+01, 1.662809087247037354e+01, 8.543678261485423420e+00, 1.396561645465627954e+01, 8.524423181388696591e+00, 5.752830902168916793e+01, 6.630897881740137834e+00
1.960000000000000000e+03, 1.094469297786694106e+01, 9.122095376537235012e+00, 1.034975099996605330e+01, 4.995304342341060533e+01, 1.534649334331941173e+00, 5.861568231351005664e+01, 4.871588224994403760e+01, 1.666984619315866212e+01, 8.601672492076211540e+00, 1.383471915760774174e+01, 8.297427491205084493e+00, 5.775433856753613782e+01, 6.688263495263934821e+00
1.961000000000000000e+03, 1.099283431025681423e+01, 9.178462852177240450e+00, 1.032593773335852916e+01, 4.994193525557215452e+01, 1.534005133674216870e+00, 5.882571486993116139e+01, 4.878060657607190365e+01, 1.656146105098325449e+01, 8.520899934003459464e+00, 1.362434051727184325e+01, 7.944293858625495197e+00, 5.785053933828789496e+01, 6.661475658418700263e+00
1.962000000000000000e+03, 1.102119496554861122e+01, 9.169536021621244259e+00, 1.029624939523454685e+01, 4.986600063768793945e+01, 1.536473458858256480e+00, 5.892729240115759382e+01, 4.884570783595916765e+01, 1.649485510542561428e+01, 8.258293387549302977e+00, 1.362066270510128163e+01, 7.845228498536638284e+00, 5.801716106860822464e+01, 6.800338707964413310e+00
1.963000000000000000e+03, 1.103961255625507754e+01, 9.311026227341660189e+00, 1.028770284292331461e+01, 4.985121410199637637e+01, 1.530572114256744776e+00, 5.904454908054684381e+01, 4.888531035542067116e+01, 1.659348709468698857e+01, 8.117308992849860516e+00, 1.397487092848188261e+01, 7.909677677610258861e+00, 5.827142833241384068e+01, 6.841375393118491743e+00
1.964000000000000000e+03, 1.110034091473097817e+01, 9.202413276594359814e+00, 1.027782078001977695e+01, 4.989410176153356957e+01, 1.571383425193539907e+00, 5.908404267450255531e+01, 4.887392684968393297e+01, 1.682079803939490148e+01, 8.001761471328975972e+00, 1.399338862297483033e+01, 8.025767624872619521e+00, 5.849262651504853494e+01, 6.862662779399673951e+00
1.965000000000000000e+03, 1.115470128677491068e+01, 9.216881327330103346e+00, 1.032079280332228954e+01, 4.991860766771701208e+01, 1.548196784550761596e+00, 5.920881557074818602e+01, 4.894173504039420664e+01, 1.690560259878674643e+01, 8.080854441812336475e+00, 1.407712034838106696e+01, 8.013844823723378141e+00, 5.865116370686650527e+01, 6.931173070907878042e+00
1.966000000000000000e+03, 1.122444033958095311e+01, 9.271162231825067934e+00, 1.032084244359386282e+01, 4.994438461463114010e+01, 1.566674938402611073e+00, 5.921504777082760995e+01, 4.904145763724061879e+01, 1.654029417875997510e+01, 8.028781570822458136e+00, 1.399394126527019644e+01, 8.142465770416144721e+00, 5.870124853872396642e+01, 6.984672484162296691e+00
1.967000000000000000e+03, 1.128511843864699848e+01, 9.404832118506631033e+00, 1.035898139381637861e+01, 4.996571937149719389e+01, 1.574717698256824505e+00, 5.923916126768310875e+01, 4.917556740839906126e+01, 1.643901100190893061e+01, 7.962569407509019648e+00, 1.401926347785666849e+01, 8.289540804740418878e+00, 5.851550820923947072e+01, 7.008903486357451307e+00
1.968000000000000000e+03, 1.134895330503496602e+01, 9.405907299126770482e+00, 1.033243809530708646e+01, 5.004289189095275248e+01, 1.558339908826597897e+00, 5.926446979761453093e+01, 4.916049637240766401e+01, 1.655512847444552094e+01, 8.015474686490499323e+00, 1.408138544872338649e+01, 8.220369851872085576e+00, 5.844103534370702846e+01, 6.727979909756423460e+00
1.969000000000000000e+03, 1.137708020281294097e+01, 9.217094001767890177e+00, 1.038143521511424261e+01, 5.010441123852989165e+01, 1.491092400375186644e+00, 5.939923775931937655e+01, 4.914426637308007884e+01, 1.653183164502437208e+01, 7.974503442009309495e+00, 1.378487588432262356e+01, 8.110813786248469270e+00, 5.853631047524344666e+01, 6.619054602291138956e+00
1.970000000000000000e+03, 1.146179898043204481e+01, 9.099840504150229492e+00, 1.038334396139151927e+01, 5.009460313705174173e+01, 1.575125956612262623e+00, 5.946497233910285729e+01, 4.922183788482550426e+01, 1.634508323938600327e+01, 7.954957575691206095e+00, 1.358425799643623044e+01, 8.035534587819954666e+00, 5.860048516029308274e+01, 6.587274352724795889e+00
1.971000000000000000e+03, 1.150421836663142194e+01, 9.043096171355756496e+00, 1.043014850246715142e+01, 5.013234405473966859e+01, 1.578424781390560749e+00, 5.954211252266807008e+01, 4.924773933061633358e+01, 1.618584507902209779e+01, 7.936132191662469637e+00, 1.337807375507669327e+01, 7.979282549792483969e+00, 5.867210664024121058e+01, 6.717482522469094164e+00
1.972000000000000000e+03, 1.151239654270691304e+01, 8.921747562222476446e+00, 1.045647206193921797e+01, 5.016454449726666809e+01, 1.502062165766461233e+00, 5.974204401913367235e+01, 4.925145508690484064e+01, 1.621396542561841514e+01, 8.022061139047796274e+00, 1.330550502359319509e+01, 7.999169684600208718e+00, 5.874983684343089152e+01, 6.727923101833055419e+00
1.973000000000000000e+03, 1.152292338791272286e+01, 8.820643928095419639e+00, 1.049885078145467787e+01, 5.027420347437758608e+01, 1.513787503992182426e+00, 5.983593448692045769e+01, 4.926132726224287239e+01, 1.644849557374331894e+01, 8.056916795279198240e+00, 1.361751295986253929e+01, 7.992254691726188298e+00, 5.884615568127239271e+01, 6.630857216887616090e+00
1.974000000000000000e+03, 1.154482255882606445e+01, 8.915672660242115910e+00, 1.047173473627185381e+01, 5.033589608326951748e+01, 1.553657656949857913e+00, 5.989189474416584602e+01, 4.934049694910925155e+01, 1.666071428062757676e+01, 7.902725047240887868e+00, 1.350977963854661823e+01, 8.048313684731692064e+00, 5.889295169893484427e+01, 6.607375134804436279e+00
1.975000000000000000e+03, 1.155112947866258111e+01, 9.171907481158260822e+00, 1.047389869257441397e+01, 5.046993766986217622e+01, 1.487404481540085976e+00, 6.019306810447002931e+01, 4.937940141012370532e+01, 1.679854358584070440e+01, 7.902480300897783749e+00, 1.354527382477492203e+01, 7.979217522025868092e+00, 5.885405800020570410e+01, 6.544445302912099471e+00
1.976000000000000000e+03, 1.162817477551633694e+01, 9.411425137802186924e+00, 1.049563485840262445e+01, 5.054070164826529776e+01, 1.572122700241771920e+00, 6.032979949862188107e+01, 4.947591661880158398e+01, 1.650298258925949213e+01, 7.941780028593242058e+00, 1.390126841226819110e+01, 7.853976565682041056e+00, 5.887062385858592251e+01, 6.507146777808682891e+00
1.977000000000000000e+03, 1.166343813404217755e+01, 9.489034585361048713e+00, 1.050068767429993954e+01, 5.058233907396078877e+01, 1.606684435227043073e+00, 6.036478906972735814e+01, 4.950175241514562430e+01, 1.623457334531209995e+01, 7.921654859287944994e+00, 1.401408590070360560e+01, 7.827395964008773355e+00, 5.874914214069260510e+01, 6.551879919997643853e+00
1.978000000000000000e+03, 1.165735251228583991e+01, 9.449117082531907741e+00, 1.051302401361582284e+01, 5.056703516104844454e+01, 1.529181168798926738e+00, 6.040013766421879637e+01, 4.950550994366219726e+01, 1.595173715923756852e+01, 8.164854918899040470e+00, 1.382068020446846113e+01, 7.871430341180412960e+00, 5.867106543753379810e+01, 6.594596339689486442e+00
1.979000000000000000e+03, 1.171590425460520990e+01, 9.328534923180175298e+00, 1.042192196426532824e+01, 5.047528624636763794e+01, 1.497049974037416797e+00, 6.032726980308785869e+01, 4.950686477346437897e+01, 1.591089745941278011e+01, 8.281546404843679099e+00, 1.373992349685668302e+01, 7.932325652908502889e+00, 5.868719943989488286e+01, 6.591545865294023088e+00
1.980000000000000000e+03, 1.168003144322931419e+01, 9.050504463120878640e+00, 1.039611997451727632e+01, 5.043478544781715556e+01, 1.505597471368143703e+00, 6.057350822728302120e+01, 4.942114869888666107e+01, 1.619808761646070749e+01, 8.239668625150596171e+00, 1.420941614609794179e+01, 7.870799212545816381e+00, 5.873003104402019403e+01, 6.607935797853092375e+00
1.981000000000000000e+03, 1.175175567961959899e+01, 9.033903395805849001e+00, 1.048658723015262417e+01, 5.057802826726338452e+01, 1.454802044756423829e+00, 6.062014209563246681e+01, 4.940797123319028827e+01, 1.619326189014468653e+01, 8.112608980679937076e+00, 1.433441125355406065e+01, 7.940816044033025101e+00, 5.877264023335454368e+01, 6.593449612628565326e+00
1.982000000000000000e+03, 1.179808115666756052e+01, 9.177659248451750074e+00, 1.053757123577035415e+01, 5.071997365037959327e+01, 1.548642417295616802e+00, 6.080350293149493979e+01, 4.938741691181340343e+01, 1.601196908949425435e+01, 7.972282603286608094e+00, 1.426044320073573779e+01, 7.936426561501691346e+00, 5.880813794804593186e+01, 6.701376021097170010e+00
1.983000000000000000e+03, 1.186165945679821476e+01, 9.131965236049488510e+00, 1.052102188990352438e+01, 5.075463451516164781e+01, 1.574365712560531927e+00, 6.088496574022610019e+01, 4.940860233418258218e+01, 1.584517750393646196e+01, 8.056204894984322351e+00, 1.424483602811315031e+01, 8.079091831823738801e+00, 5.882754749392052673e+01, 6.755280385215822747e+00
1.984000000000000000e+03, 1.189180368736959359e+01, 9.029615101340809247e+00, 1.054868412270186973e+01, 5.080785567313536433e+01, 1.591975784132740657e+00, 6.109521062143335257e+01, 4.950548500783551731e+01, 1.582073161233144631e+01, 8.110491828316897411e+00, 1.429912515166358844e+01, 8.190760326159200133e+00, 5.873098328241401589e+01, 6.832234024385343218e+00
1.985000000000000000e+03, 1.191320319250545090e+01, 9.140387565056528274e+00, 1.054581306776881178e+01, 5.082801074789938411e+01, 1.567024992810571060e+00, 6.119533442833787973e+01, 4.957494911866544385e+01, 1.572071681142022115e+01, 8.113337017880402513e+00, 1.458924511769843768e+01, 8.124519548489871568e+00, 5.867160477484537040e+01, 6.861481651608438703e+00
1.986000000000000000e+03, 1.192131945201878729e+01, 9.001032239166580240e+00, 1.052372456555734992e+01, 5.082699591325351207e+01, 1.564262026855133714e+00, 6.129253988292653332e+01, 4.965155231651782941e+01, 1.563545687953601160e+01, 7.877079372750166009e+00, 1.455831866249222628e+01, 8.110286406274648030e+00, 5.856869527857411839e+01, 7.005579693390902030e+00
1.987000000000000000e+03, 1.192191969196552925e+01, 8.806016995440847595e+00, 1.055930106729708839e+01, 5.084350272041890406e+01, 1.513235623464894486e+00, 6.135236148120902300e+01, 4.966590417933172574e+01, 1.562628405352293548e+01, 7.798498030702979200e+00, 1.477816300060473154e+01, 8.127848427481776383e+00, 5.853154015339109151e+01, 7.021228935695357443e+00
1.988000000000000000e+03, 1.199060407567462505e+01, 8.946050515278903603e+00, 1.058941427687554970e+01, 5.083000273890123566e+01, 1.528131620915853972e+00, 6.144486956691608981e+01, 4.964126227745861542e+01, 1.566187747375201589e+01, 7.796663778940039258e+00, 1.457337539697312145e+01, 8.095688489343508820e+00, 5.862760111227023430e+01, 6.990603911479010613e+00
1.989000000000000000e+03, 1.200185099548691525e+01, 9.044827340265300109e+00, 1.060233509090184612e+01, 5.080805093958645102e+01, 1.532474422135367442e+00, 6.142472963966068278e+01, 4.969967332640338498e+01, 1.556129471980507795e+01, 7.718839737746672647e+00, 1.439317294785777257e+01, 8.035184320548799164e+00, 5.879656767586716626e+01, 7.000600520341736299e+00
1.990000000000000000e+03, 1.209207581719275915e+01, 9.051674787926410559e+00, 1.058717349739054470e+01, 5.079973586248441819e+01, 1.519859328513401442e+00, 6.147012223510993323e+01, 4.971324394374938294e+01, 1.549549418909743004e+01, 7.721205526819890252e+00, 1.420086378364026736e+01, 8.043495065200849226e+00, 5.899399996149020353e+01, 7.131195269291361605e+00
1.991000000000000000e+03, 1.223284813446108821e+01, 9.046638756009254934e+00, 1.057169237630602687e+01, 5.082026519881426907e+01, 1.500060232081585898e+00, 6.163085726662588826e+01, 4.975954960773059810e+01, 1.536202946924600177e+01, 7.714491589091374557e+00, 1.433731884213571739e+01, 8.150305597608113573e+00, 5.910975954630274742e+01, 7.159066712443175717e+00
1.992000000000000000e+03, 1.228948483845639039e+01, 9.254864516375604921e+00, 1.065568816387979645e+01, 5.075075341410157392e+01, 1.583304187601804136e+00, 6.174841545207809901e+01, 4.970155989321191470e+01, 1.545014313210023538e+01, 7.768253174052969001e+00, 1.427516257173255987e+01, 8.164496427795098654e+00, 5.937862668776761410e+01, 7.105770607664584126e+00
1.993000000000000000e+03, 1.233697271108609606e+01, 9.370454504489305947e+00, 1.070301897550075765e+01, 5.082809778481068719e+01, 1.564994294445652301e+00, 6.186399612818162552e+01, 4.976615034039157592e+01, 1.578867272529809007e+01, 7.943966314431383680e+00, 1.424154638795766026e+01, 8.002459638687881238e+00, 5.965271896943763608e+01, 6.980013851265561620e+00
1.994000000000000000e+03, 1.243215135005392824e+01, 9.498532029260720932e+00, 1.075205437957735377e+01, 5.079847174961314948e+01, 1.580746467143131717e+00, 6.194071662860331884e+01, 4.980837277881302327e+01, 1.585988444175717582e+01, 8.084604770065260126e+00, 1.460898058525179266e+01, 7.870434499131480521e+00, 5.972817349047486601e+01, 6.750768830143101695e+00
1.995000000000000000e+03, 1.250418314470454462e+01, 9.496815266935698219e+00, 1.081879709733263262e+01, 5.083327008992196738e+01, 1.482707536375987623e+00, 6.217575349417568020e+01, 4.976060250038048594e+01, 1.578411254804532859e+01, 8.229788919479991804e+00, 1.460247304661035450e+01, 7.860153664117642158e+00, 5.970446479897942993e+01, 6.528345857235230199e+00
1.996000000000000000e+03, 1.256315450764046915e+01, 9.354281361197914535e+00, 1.084719267806510778e+01, 5.085336327043601301e+01, 1.518869270400592608e+00, 6.230494156086247415e+01, 4.972961879284162734e+01, 1.583802470917371608e+01, 8.122095733368531967e+00, 1.478177288819664881e+01, 7.765612458258844164e+00, 5.972703965630650202e+01, 6.435959537148511878e+00
1.997000000000000000e+03, 1.265822794624824432e+01, 9.194945336597230678e+00, 1.087922128046417747e+01, 5.089112050287917555e+01, 1.547590361929365388e+00, 6.231810056790939001e+01, 4.977585750131936493e+01, 1.598239199591005999e+01, 7.986483188678018763e+00, 1.481426245006273845e+01, 7.800477378690647612e+00, 5.973733626937358565e+01, 6.395080670644422760e+00
1.998000000000000000e+03, 1.275737886016334777e+01, 9.381390456901272046e+00, 1.087096331439827601e+01, 5.091566082501587687e+01, 1.500430920614740593e+00, 6.260731199454990303e+01, 4.978497213065971749e+01, 1.599870912167620141e+01, 7.922762226262549667e+00, 1.437356855774998721e+01, 7.753983797284657697e+00, 5.972150265607138664e+01, 6.286289035780889378e+00
1.999000000000000000e+03, 1.286857671674049186e+01, 9.338926381021469325e+00, 1.090698823885466950e+01, 5.100151701118964098e+01, 1.518300997647447748e+00, 6.258061189175610650e+01, 4.977280665187123532e+01, 1.593919409589388714e+01, 7.904893967955916700e+00, 1.422322105964907379e+01, 7.906953316354258021e+00, 5.970492964384474277e+01, 6.153974077998065617e+00
2.000000000000000000e+03, 1.296674366391728661e+01, 9.496560710194797750e+00, 1.093272549875298694e+01, 5.101320474771880242e+01, 1.519708706259866648e+00, 6.295290329444834043e+01, 4.982005968843234456e+01, 1.598173158330825494e+01, 7.944468612451611733e+00, 1.438478964575265096e+01, 7.891068206651695505e+00, 5.970492097601706405e+01, 6.192178698463847830e+00
