year, MPI-ESM1-2-LR, EC-Earth3-Veg
1.850000000000000000e+03, 3.070765122145581823e-10, 4.183479962491343039e-11
1.851000000000000000e+03, 2.687468348738943942e-10, 3.812856465484080181e-11
1.852000000000000000e+03, 2.737097945845107928e-10, 4.196746777332586503e-11
1.853000000000000000e+03, 2.802109650314482330e-10, 3.828763394677056770e-11
1.854000000000000000e+03, 2.966594167448657617e-10, 4.019218426069013784e-11
1.855000000000000000e+03, 2.945156398443106999e-10, 4.072511678461024313e-11
1.856000000000000000e+03, 2.672255696153966674e-10, 4.897840003236354062e-11
1.857000000000000000e+03, 3.020196780160625964e-10, 5.114908496607559849e-11
1.858000000000000000e+03, 2.706661212527610474e-10, 4.671027687288531133e-11
1.859000000000000000e+03, 2.943160819677366196e-10, 4.690820119879776879e-11
1.860000000000000000e+03, 2.875540088488939923e-10, 4.572271948651071439e-11
1.861000000000000000e+03, 2.987074107927881869e-10, 5.082034576923636909e-11
1.862000000000000000e+03, 2.754781132294758295e-10, 4.640323785769658850e-11
1.863000000000000000e+03, 2.953549643365643488e-10, 5.236740045194705336e-11
1.864000000000000000e+03, 2.753568696971010216e-10, 4.465841970926365999e-11
1.865000000000000000e+03, 2.897991591889795014e-10, 5.942505447386532557e-11
1.866000000000000000e+03, 2.864005391819495899e-10, 5.276698302119617272e-11
1.867000000000000000e+03, 2.921484394757909321e-10, 5.140365744332947463e-11
1.868000000000000000e+03, 2.669320411998642696e-10, 4.764485934693924941e-11
1.869000000000000000e+03, 2.816925770804824699e-10, 5.091230607568072697e-11
1.870000000000000000e+03, 2.988755592522557926e-10, 5.092772040014716832e-11
1.871000000000000000e+03, 2.883703330291006405e-10, 5.447554423533686046e-11
1.872000000000000000e+03, 2.927061410327728749e-10, 4.842651696752624000e-11
1.873000000000000000e+03, 2.499230254553613596e-10, 5.582424687366581337e-11
1.874000000000000000e+03, 2.491571963819219089e-10, 5.541643347894888710e-11
1.875000000000000000e+03, 2.744870712173488624e-10, 6.263335982497939592e-11
1.876000000000000000e+03, 2.611988825751063692e-10, 5.759961998292560324e-11
1.877000000000000000e+03, 2.429608039542097426e-10, 5.230852793558917268e-11
1.878000000000000000e+03, 2.870203495348443042e-10, 5.778365891257938345e-11
1.879000000000000000e+03, 2.822116703776775831e-10, 5.866064104414183031e-11
1.880000000000000000e+03, 2.816809116131136300e-10, 5.958937559577673827e-11
1.881000000000000000e+03, 2.696707583546374501e-10, 6.512645208858886517e-11
1.882000000000000000e+03, 2.545217780258849589e-10, 5.627984153136584296e-11
1.883000000000000000e+03, 2.588150212228778506e-10, 6.776183721825925712e-11
1.884000000000000000e+03, 2.546166632629455574e-10, 7.469898566847630569e-11
1.885000000000000000e+03, 2.810998284523336576e-10, 6.341291719997738942e-11
1.886000000000000000e+03, 2.626516537147316736e-10, 8.510573622053434981e-11
1.887000000000000000e+03, 2.711353806507112470e-10, 6.330654947264493116e-11
1.888000000000000000e+03, 3.024214709271102956e-10, 6.905734719021049716e-11
1.889000000000000000e+03, 2.646932126314858213e-10, 6.353309197358931271e-11
1.890000000000000000e+03, 2.609599559238932283e-10, 7.269026402263191398e-11
1.891000000000000000e+03, 2.753744687770257784e-10, 7.849342091278035314e-11
1.892000000000000000e+03, 2.672997035171786904e-10, 8.682360933018921323e-11
1.893000000000000000e+03, 2.999413795049359662e-10, 8.302415168802136851e-11
1.894000000000000000e+03, 2.827586882474410312e-10, 8.848199059687914432e-11
1.895000000000000000e+03, 2.797039700638454494e-10, 7.627657247050341408e-11
1.896000000000000000e+03, 2.419666881329327260e-10, 8.835998983231896081e-11
1.897000000000000000e+03, 2.626649298868230193e-10, 8.277724070033212351e-11
1.898000000000000000e+03, 2.698575956146939659e-10, 8.493702169575090494e-11
1.899000000000000000e+03, 2.722611342425711741e-10, 9.355844934444332001e-11
1.900000000000000000e+03, 2.450087219620634692e-10, 8.524141579495424118e-11
1.901000000000000000e+03, 2.737645028427683862e-10, 8.762228375455263918e-11
1.902000000000000000e+03, 2.853090076568288369e-10, 8.565142003342355276e-11
1.903000000000000000e+03, 2.808750144270061881e-10, 8.918263445613734064e-11
1.904000000000000000e+03, 2.905048538365455461e-10, 9.787122996141364605e-11
1.905000000000000000e+03, 3.095635358100227608e-10, 9.162493840095394305e-11
1.906000000000000000e+03, 2.636306990741997760e-10, 9.857667759063924149e-11
1.907000000000000000e+03, 2.880698802967149093e-10, 8.941506103917953760e-11
1.908000000000000000e+03, 3.039250702076814400e-10, 1.067774486516315015e-10
1.909000000000000000e+03, 2.822049033514020521e-10, 9.512144191142088164e-11
1.910000000000000000e+03, 2.627721113713147060e-10, 1.274708283647288380e-10
1.911000000000000000e+03, 2.741866710350609384e-10, 9.886437963291472162e-11
1.912000000000000000e+03, 2.794649754663226758e-10, 1.183182557803284232e-10
1.913000000000000000e+03, 2.920654834729377390e-10, 9.699025319888260507e-11
1.914000000000000000e+03, 2.834270279363543850e-10, 8.878391777169105776e-11
1.915000000000000000e+03, 3.100120001853079624e-10, 8.743775732831981273e-11
1.916000000000000000e+03, 2.891852589170828938e-10, 9.594728996331472240e-11
1.917000000000000000e+03, 2.681621062392781694e-10, 1.015742093228023593e-10
1.918000000000000000e+03, 2.809600906141317852e-10, 1.031130896544616553e-10
1.919000000000000000e+03, 2.788352359329781624e-10, 9.557365409124440826e-11
1.920000000000000000e+03, 3.046389723888656148e-10, 9.263113906118541180e-11
1.921000000000000000e+03, 2.867031205565625757e-10, 1.150696287803742890e-10
1.922000000000000000e+03, 2.964944655282756033e-10, 1.080380132837197118e-10
1.923000000000000000e+03, 2.945849382490355184e-10, 1.081747352506827064e-10
1.924000000000000000e+03, 2.819145577256331540e-10, 1.111818757692893312e-10
1.925000000000000000e+03, 3.072215889281421541e-10, 9.952024928202075860e-11
1.926000000000000000e+03, 2.770200010867644066e-10, 1.008473467351031955e-10
1.927000000000000000e+03, 2.992448219206833542e-10, 9.909041547051245993e-11
1.928000000000000000e+03, 3.068607336070022883e-10, 1.047826340763901498e-10
1.929000000000000000e+03, 2.776074531501498585e-10, 9.682241567837321109e-11
1.930000000000000000e+03, 3.042134483721099924e-10, 1.020759780962312871e-10
1.931000000000000000e+03, 3.128666929753875496e-10, 9.506405318021223027e-11
1.932000000000000000e+03, 3.057727933106086184e-10, 1.009021318843003719e-10
1.933000000000000000e+03, 3.184018950673809652e-10, 9.229599016203160786e-11
1.934000000000000000e+03, 2.889102828597641699e-10, 9.715780840854889089e-11
1.935000000000000000e+03, 2.924201268509825199e-10, 1.091672546347844258e-10
1.936000000000000000e+03, 3.127182074440254727e-10, 1.138224691010574548e-10
1.937000000000000000e+03, 2.707225033188685366e-10, 1.121465682328302797e-10
1.938000000000000000e+03, 2.876872017599534700e-10, 9.881425846639120439e-11
1.939000000000000000e+03, 3.217618886544539657e-10, 1.154580584247504184e-10
1.940000000000000000e+03, 3.052150646356586266e-10, 9.951466145969175374e-11
1.941000000000000000e+03, 2.908166188592434608e-10, 1.006176811048869763e-10
1.942000000000000000e+03, 2.970820955779954492e-10, 9.675795192253039089e-11
1.943000000000000000e+03, 3.021629610101419227e-10, 9.955407866639390089e-11
1.944000000000000000e+03, 3.144541396737724994e-10, 1.045872121449271524e-10
1.945000000000000000e+03, 2.898778701137278829e-10, 1.000616802461588321e-10
1.946000000000000000e+03, 3.009644171561705857e-10, 1.017760111752245263e-10
1.947000000000000000e+03, 2.901590866755752199e-10, 9.535798580674228584e-11
1.948000000000000000e+03, 3.213500941278947855e-10, 9.648746536312466149e-11
1.949000000000000000e+03, 2.854438075217722752e-10, 9.222181186834425829e-11
1.950000000000000000e+03, 2.722406118927615648e-10, 8.732840812701060627e-11
1.951000000000000000e+03, 2.981245541467343757e-10, 8.862965449323845711e-11
1.952000000000000000e+03, 3.030569943048110359e-10, 7.620165206489384708e-11
1.953000000000000000e+03, 3.024223432737252733e-10, 7.826621132198573561e-11
1.954000000000000000e+03, 2.787458168538838723e-10, 6.935963652661650106e-11
1.955000000000000000e+03, 2.661913799225695703e-10, 7.284106641359874494e-11
1.956000000000000000e+03, 2.633758030610721017e-10, 7.482232747423360431e-11
1.957000000000000000e+03, 2.829552176014709887e-10, 6.801886363026178685e-11
1.958000000000000000e+03, 2.994688919675203989e-10, 6.530522829207003296e-11
1.959000000000000000e+03, 2.919527601095603832e-10, 6.387535785280844351e-11
1.960000000000000000e+03, 2.636622636845213395e-10, 6.343920491295798395e-11
1.961000000000000000e+03, 2.663870980705195405e-10, 6.626708710794597093e-11
1.962000000000000000e+03, 2.689106022456245398e-10, 6.150372685909847490e-11
1.963000000000000000e+03, 3.046837464086365339e-10, 6.358132732974935899e-11
1.964000000000000000e+03, 2.744731135636658048e-10, 6.770393522300047390e-11
1.965000000000000000e+03, 2.707680398068810814e-10, 5.746934177337317017e-11
1.966000000000000000e+03, 2.841158426005823039e-10, 6.869992760234631346e-11
1.967000000000000000e+03, 2.877296420919507263e-10, 5.870993889982287704e-11
1.968000000000000000e+03, 2.757148698542094208e-10, 6.050787597538673173e-11
1.969000000000000000e+03, 2.558634568936468112e-10, 6.999895833224352640e-11
1.970000000000000000e+03, 2.773045703452492156e-10, 6.726552079166525382e-11
1.971000000000000000e+03, 2.913767412316553221e-10, 7.182661496181601480e-11
1.972000000000000000e+03, 2.948484617936638019e-10, 7.216957231969289234e-11
1.973000000000000000e+03, 2.788626264932723668e-10, 7.870564077348106405e-11
1.974000000000000000e+03, 3.038933767063747686e-10, 6.903442720687437769e-11
1.975000000000000000e+03, 2.996208819810057362e-10, 6.711142001779493660e-11
1.976000000000000000e+03, 2.772262616882533171e-10, 7.456521155416832223e-11
1.977000000000000000e+03, 3.003483497482897598e-10, 8.187011746424585866e-11
1.978000000000000000e+03, 3.120966680260357708e-10, 7.183615302665474810e-11
1.979000000000000000e+03, 3.087511180297215615e-10, 7.546631324981400879e-11
1.980000000000000000e+03, 3.284451889901027538e-10, 8.718655103227856911e-11
1.981000000000000000e+03, 3.193831754287349661e-10, 7.443341447966634813e-11
1.982000000000000000e+03, 3.106740196766948992e-10, 7.918626624791031060e-11
1.983000000000000000e+03, 3.162761670049415604e-10, 7.336986495857431086e-11
1.984000000000000000e+03, 3.177001242548119467e-10, 8.246566597843587283e-11
1.985000000000000000e+03, 3.202920311462985002e-10, 7.789242404432964836e-11
1.986000000000000000e+03, 3.210844402148078144e-10, 7.338849701391627624e-11
1.987000000000000000e+03, 3.224488724740635973e-10, 7.630757490771621072e-11
1.988000000000000000e+03, 3.062768447002506410e-10, 7.972279522228437009e-11
1.989000000000000000e+03, 3.401985124418550089e-10, 7.719549302444104644e-11
1.990000000000000000e+03, 3.423416444407069634e-10, 9.266377652023401271e-11
1.991000000000000000e+03, 3.342651160403355734e-10, 8.425758701703629981e-11
1.992000000000000000e+03, 3.579506288017479780e-10, 9.120164037982824045e-11
1.993000000000000000e+03, 3.373255547099337244e-10, 8.904835845138780828e-11
1.994000000000000000e+03, 3.478757390470274869e-10, 9.006315558242155532e-11
1.995000000000000000e+03, 3.466765135129506553e-10, 8.945772086156733398e-11
1.996000000000000000e+03, 3.662962340390569886e-10, 7.959844715972918723e-11
1.997000000000000000e+03, 3.639203251353666295e-10, 8.961168803266381776e-11
1.998000000000000000e+03, 3.649219098536846186e-10, 7.979027303782642573e-11
1.999000000000000000e+03, 3.986297263929888119e-10, 9.286210403961929147e-11
2.000000000000000000e+03, 3.822383195112441818e-10, 9.643827668800373141e-11
2.001000000000000000e+03, 4.147687193836928937e-10, 1.043409523390906515e-10
2.002000000000000000e+03, 3.912355873856689310e-10, 1.005939373884835940e-10
2.003000000000000000e+03, 3.867864211693807254e-10, 9.578408346139449807e-11
2.004000000000000000e+03, 3.651703026751313976e-10, 8.071842926448126658e-11
2.005000000000000000e+03, 4.188582593727033873e-10, 1.019446873738011838e-10
2.006000000000000000e+03, 4.190991559339835778e-10, 8.763600235459353582e-11
2.007000000000000000e+03, 4.106296471907016996e-10, 9.720953125036724113e-11
2.008000000000000000e+03, 4.262994680856467400e-10, 9.722189404487247637e-11
2.009000000000000000e+03, 4.257492853503920249e-10, 9.234014790882648170e-11
2.010000000000000000e+03, 4.220865158015884953e-10, 1.058344767510341750e-10
2.011000000000000000e+03, 4.017167998031743872e-10, 9.377181363688620952e-11
2.012000000000000000e+03, 4.032501385716273941e-10, 1.103607920493092952e-10
2.013000000000000000e+03, 4.360118365521329537e-10, 1.024379916174165862e-10
2.014000000000000000e+03, 4.217730034313428846e-10, 1.100084245700410612e-10
