year, TaiESM1, MPI-ESM1-2-LR, CNRM-ESM2-1, MIROC-ES2L, CESM2-WACCM, IPSL-CM6A-LR, UKESM1-0-LL, NorESM2-LM, ACCESS-ESM1-5, GFDL-ESM4, EC-Earth3-Veg, NorESM2-MM, CMCC-CM2-SR5, CanESM5
1.920000000000000000e+03, 6.456254361281484933e+01, 1.251272669329123772e+02, 3.800071398687319970e+02, 3.466277975831931712e+02, 6.098072944722872535e+02, 6.051067844206106372e+01, 2.489825187233083170e+02, 9.940171879638695600e+02, 1.903587115958335971e+02, 9.379402697103398623e+01, 3.229889014709893331e+02, 5.928821036168257024e+02, 8.659107669552221296e+02, 2.438234498879291436e+02
1.921000000000000000e+03, 6.454268003650501839e+01, 1.251625301903451088e+02, 3.801089378755494863e+02, 3.466210380505658009e+02, 6.097816567191081276e+02, 6.053494105517525981e+01, 2.489830117663034343e+02, 9.939706974205290635e+02, 1.904139117515985902e+02, 9.371650285034155559e+01, 3.228806171240701701e+02, 5.928781198474459870e+02, 8.658286160534058808e+02, 2.437469009353904426e+02
1.922000000000000000e+03, 6.453591010277941109e+01, 1.251277682436654004e+02, 3.802192385880576353e+02, 3.466312447016912870e+02, 6.097434793553064765e+02, 6.057450143872173243e+01, 2.490846061720093871e+02, 9.939147371961687440e+02, 1.904579300355417502e+02, 9.367642238686212863e+01, 3.227601344828079846e+02, 5.928840498381972566e+02, 8.656969654286382365e+02, 2.436995469916424497e+02
1.923000000000000000e+03, 6.453875112979665118e+01, 1.251633664701263768e+02, 3.803274231716492295e+02, 3.466051310256734155e+02, 6.096747196198222127e+02, 6.062773594575215697e+01, 2.491126879684321125e+02, 9.938611099249792460e+02, 1.905041390218273136e+02, 9.361739101242004324e+01, 3.226958028780142627e+02, 5.929099854703721348e+02, 8.655537110162414365e+02, 2.436570919556666013e+02
1.924000000000000000e+03, 6.453992301733937609e+01, 1.251911701406307600e+02, 3.804443057344349199e+02, 3.465826228788478716e+02, 6.096060679255623427e+02, 6.067047253756752667e+01, 2.488818204994582857e+02, 9.938054406153599984e+02, 1.905507994421020612e+02, 9.356904755415989428e+01, 3.226669296243048279e+02, 5.929414874065305412e+02, 8.654585809162988426e+02, 2.436446628008038715e+02
1.925000000000000000e+03, 6.454455455453818047e+01, 1.251955982367811515e+02, 3.805975386435080168e+02, 3.465555395871959945e+02, 6.095678182916439027e+02, 6.069932692018177534e+01, 2.487746155957885890e+02, 9.937726917766282213e+02, 1.905978672789617008e+02, 9.357932613718330117e+01, 3.226814905358075976e+02, 5.929746619535543459e+02, 8.653889873859415047e+02, 2.436198330110749453e+02
1.926000000000000000e+03, 6.452790707344608734e+01, 1.251813377892438268e+02, 3.807300774374820094e+02, 3.465008019138169857e+02, 6.095487000049547532e+02, 6.071941093145644430e+01, 2.485890090947009980e+02, 9.937563059662064688e+02, 1.906589865115301166e+02, 9.353085445615116100e+01, 3.226492526991141858e+02, 5.929989614112067784e+02, 8.653147357023781296e+02, 2.435897493748983891e+02
1.927000000000000000e+03, 6.451421356659962214e+01, 1.251566149853328085e+02, 3.808332281631295473e+02, 3.464612309216310564e+02, 6.095522982157104934e+02, 6.074430665397085249e+01, 2.484403738367221024e+02, 9.937678649329795917e+02, 1.907265685086932194e+02, 9.352833178521258617e+01, 3.225702734426014331e+02, 5.930205099760545409e+02, 8.652580503071737894e+02, 2.435352598123876930e+02
1.928000000000000000e+03, 6.455048491737002792e+01, 1.251831177023406241e+02, 3.809626910660538783e+02, 3.463592622215749657e+02, 6.095648761344917830e+02, 6.077680788244901322e+01, 2.484156788635232829e+02, 9.937643057316003024e+02, 1.907826392880256208e+02, 9.350717495625846709e+01, 3.225107547618431454e+02, 5.930381234236999717e+02, 8.651487355521620657e+02, 2.435031665533065848e+02
1.929000000000000000e+03, 6.455107391538180650e+01, 1.251216029773312499e+02, 3.811134449462563794e+02, 3.462683928902339403e+02, 6.095811843279550430e+02, 6.080951761447814619e+01, 2.482279288185499126e+02, 9.937612339585325572e+02, 1.908495500135987584e+02, 9.344200287768556734e+01, 3.225046862902686371e+02, 5.930279224390274067e+02, 8.650496449927034064e+02, 2.434788453256908269e+02
1.930000000000000000e+03, 6.457806455090575071e+01, 1.251037906035798812e+02, 3.812582710316768271e+02, 3.461725329235989648e+02, 6.095859687865834076e+02, 6.086629878127548920e+01, 2.481602214841708189e+02, 9.937866243547358636e+02, 1.909065601959658807e+02, 9.336743015292972814e+01, 3.224667432984048219e+02, 5.930484125026183619e+02, 8.649723951219448281e+02, 2.434460134084154106e+02
1.931000000000000000e+03, 6.460285538504068370e+01, 1.251215120863295880e+02, 3.813908014115432934e+02, 3.460988482891386866e+02, 6.095903490492515857e+02, 6.091157123241680438e+01, 2.481435930633546150e+02, 9.938252090462636943e+02, 1.909668200120307517e+02, 9.326515960186240761e+01, 3.224686512485679941e+02, 5.930940632001477297e+02, 8.648939693034159291e+02, 2.434274505377480295e+02
1.932000000000000000e+03, 6.460671442100576201e+01, 1.252226829325647373e+02, 3.815302723802814739e+02, 3.461047559033603420e+02, 6.095661565889955682e+02, 6.094085304426254623e+01, 2.480402488857027663e+02, 9.938525697026602757e+02, 1.910316143401522595e+02, 9.324209614902963494e+01, 3.224623475168708069e+02, 5.931351567453347116e+02, 8.648023419899382134e+02, 2.433940747245098635e+02
1.933000000000000000e+03, 6.458651583781502836e+01, 1.252653076963367482e+02, 3.816665046208916010e+02, 3.461021680719855453e+02, 6.095538427986601846e+02, 6.097332583901309278e+01, 2.478926167548235071e+02, 9.938771284692860490e+02, 1.911035573913734424e+02, 9.325851043838112275e+01, 3.223973078843770281e+02, 5.931702308361441283e+02, 8.647117470011049818e+02, 2.433654421163786026e+02
1.934000000000000000e+03, 6.460114467756147860e+01, 1.253988618723479362e+02, 3.817654547029694641e+02, 3.460577242607521953e+02, 6.095572160566129014e+02, 6.101384145785565494e+01, 2.478706258450737323e+02, 9.938925857892947988e+02, 1.911788621637175254e+02, 9.328199587277984506e+01, 3.222514938825788704e+02, 5.931933580651419788e+02, 8.646449237007527699e+02, 2.433406782985919676e+02
1.935000000000000000e+03, 6.460337097814307583e+01, 1.254563231577608065e+02, 3.819109408428170696e+02, 3.460375622420130526e+02, 6.095479058349319530e+02, 6.103852107173257480e+01, 2.477868640240474747e+02, 9.939143794441895352e+02, 1.912597519101113335e+02, 9.332654340186979880e+01, 3.221310802603745742e+02, 5.932038191662068130e+02, 8.645908016198785617e+02, 2.433145559802838989e+02
1.936000000000000000e+03, 6.458603403092268991e+01, 1.255137690048350976e+02, 3.821020249639955750e+02, 3.460598933227404927e+02, 6.095222065423270124e+02, 6.105791991511926398e+01, 2.478889342708943673e+02, 9.939107302208699366e+02, 1.913309249604045590e+02, 9.336936466366312004e+01, 3.220794867483354551e+02, 5.932068218125876911e+02, 8.645206874240647039e+02, 2.432549967186347146e+02
1.937000000000000000e+03, 6.459171437588399556e+01, 1.254653123532291374e+02, 3.822894009862071130e+02, 3.460547541010196255e+02, 6.094909311976962272e+02, 6.107623081336267745e+01, 2.479594231978157381e+02, 9.939089569828219055e+02, 1.913940008976798595e+02, 9.336261918782857094e+01, 3.220431124790746935e+02, 5.932324918930252124e+02, 8.644679110015471224e+02, 2.431910765893591133e+02
1.938000000000000000e+03, 6.455044561215491683e+01, 1.254002405458644915e+02, 3.824057435176966351e+02, 3.460624120157854122e+02, 6.094308035171044367e+02, 6.108826064049907956e+01, 2.479263263580020862e+02, 9.938946655013467080e+02, 1.914694952532035472e+02, 9.335442279250288777e+01, 3.220012577682570623e+02, 5.932453279168411200e+02, 8.644027674124448595e+02, 2.431047611113133655e+02
1.939000000000000000e+03, 6.453305201290970672e+01, 1.253980619547197790e+02, 3.824938950433452192e+02, 3.460399222886247230e+02, 6.093902828640763119e+02, 6.111968739828056840e+01, 2.479827974251614648e+02, 9.938408568182355793e+02, 1.915450279263828577e+02, 9.334094140722173449e+01, 3.220401092084723587e+02, 5.932363883250180834e+02, 8.643306194059711061e+02, 2.430250196895509305e+02
1.940000000000000000e+03, 6.457233993751820833e+01, 1.254314801348015465e+02, 3.825919754904706451e+02, 3.460158475137820346e+02, 6.093929286838324515e+02, 6.117684223855660264e+01, 2.478694023427956949e+02, 9.937750652263314350e+02, 1.916436007964609587e+02, 9.338258178619389582e+01, 3.221144526801640495e+02, 5.932484347580815438e+02, 8.642294695782302369e+02, 2.429654221974713266e+02
1.941000000000000000e+03, 6.457303370160884981e+01, 1.254264682091400402e+02, 3.826955564214050582e+02, 3.460554536070488894e+02, 6.093996058518363270e+02, 6.121577543715350345e+01, 2.478027613700329823e+02, 9.937266702909453215e+02, 1.917457048081667779e+02, 9.333559969072253182e+01, 3.221124981339553415e+02, 5.932681504500120582e+02, 8.641262674965676069e+02, 2.429066651444032630e+02
1.942000000000000000e+03, 6.455509362439212850e+01, 1.254203311449450666e+02, 3.828066819824508684e+02, 3.461155807311085937e+02, 6.094106988907657296e+02, 6.124897288477014001e+01, 2.476734593176548458e+02, 9.937074430699282175e+02, 1.918214766749584044e+02, 9.323758946153968452e+01, 3.220478493370039246e+02, 5.932914937940472555e+02, 8.640444609136162626e+02, 2.428294369239124251e+02
1.943000000000000000e+03, 6.454278077237125899e+01, 1.253952780221447227e+02, 3.829376691273359370e+02, 3.460787708502823534e+02, 6.094423254378227739e+02, 6.127459676751885809e+01, 2.476249997623901322e+02, 9.936970504663239581e+02, 1.918907271155852641e+02, 9.327500724821625511e+01, 3.219923360582960186e+02, 5.933413423604957870e+02, 8.639974202125146121e+02, 2.427389996449747684e+02
1.944000000000000000e+03, 6.451354722724677515e+01, 1.254213667393778451e+02, 3.830774708520221452e+02, 3.460380630294775415e+02, 6.094547636644936119e+02, 6.129796602639007119e+01, 2.476312331394005071e+02, 9.936991409317649868e+02, 1.919544883994047666e+02, 9.326930069617858976e+01, 3.219491756918583860e+02, 5.933948563635113942e+02, 8.639693477773554378e+02, 2.426452485718234016e+02
1.945000000000000000e+03, 6.450226815112185363e+01, 1.254279127309663835e+02, 3.832453664146077017e+02, 3.460045633802789666e+02, 6.094262270368022882e+02, 6.134906418777914183e+01, 2.474624268970057983e+02, 9.936729187291739436e+02, 1.920019560208994278e+02, 9.328086036868526776e+01, 3.219363413037903001e+02, 5.934304264575362140e+02, 8.639496196628098232e+02, 2.425333420572329146e+02
1.946000000000000000e+03, 6.451012100697772667e+01, 1.254138990312821846e+02, 3.834101764721174845e+02, 3.460184678737227841e+02, 6.093893127026003640e+02, 6.140737441955646858e+01, 2.473602198485543795e+02, 9.935857693656824949e+02, 1.920386630205911445e+02, 9.325130607905701652e+01, 3.218518594499256551e+02, 5.934375485707452071e+02, 8.639189372018670383e+02, 2.424456251728103950e+02
1.947000000000000000e+03, 6.447301398914915183e+01, 1.254219942031837718e+02, 3.835727178118968936e+02, 3.460114596100422659e+02, 6.093786393182102756e+02, 6.144959718593842979e+01, 2.473507770801975596e+02, 9.934992337948722252e+02, 1.920764362405571148e+02, 9.322557224396346953e+01, 3.217542302662092197e+02, 5.934610013850780206e+02, 8.638645108476631549e+02, 2.423658405027125298e+02
1.948000000000000000e+03, 6.444751323430007517e+01, 1.253962054420340166e+02, 3.837786392279865595e+02, 3.459328984552342945e+02, 6.093782210863012097e+02, 6.149336282793454700e+01, 2.473096904376221516e+02, 9.934614398623714351e+02, 1.921142943196592796e+02, 9.324447438066906102e+01, 3.216848249892940430e+02, 5.934849723177898113e+02, 8.637599175383754755e+02, 2.422892952781525366e+02
1.949000000000000000e+03, 6.444683408772066002e+01, 1.254260798316835661e+02, 3.839033746019975979e+02, 3.458933387083405933e+02, 6.093739052050574401e+02, 6.152953544899207117e+01, 2.472730056092204620e+02, 9.934233223296611186e+02, 1.921442722316761547e+02, 9.321323426026779657e+01, 3.216132061592955438e+02, 5.934975999601247167e+02, 8.636458077463069003e+02, 2.421999353984665504e+02
1.950000000000000000e+03, 6.444977331290222367e+01, 1.253671705339661884e+02, 3.839754907971785087e+02, 3.458729704782774093e+02, 6.093633444879384342e+02, 6.156925155837787145e+01, 2.472543984294407835e+02, 9.934212942036494951e+02, 1.921846345232548003e+02, 9.318016819082461666e+01, 3.216037237856635329e+02, 5.935060294028530734e+02, 8.635567192163236996e+02, 2.421038692621083612e+02
1.951000000000000000e+03, 6.444686213624798654e+01, 1.253459978643904265e+02, 3.841040794433725978e+02, 3.458523799711330184e+02, 6.093821587053373605e+02, 6.159729494312514220e+01, 2.473797456701305748e+02, 9.934280761510217417e+02, 1.922419226575801474e+02, 9.315843407174743618e+01, 3.216096323375679162e+02, 5.935129338346068835e+02, 8.635054879810292050e+02, 2.420195947825632743e+02
1.952000000000000000e+03, 6.443550119303486667e+01, 1.253589868520730306e+02, 3.842488821081753940e+02, 3.458595866724653547e+02, 6.094154521412837084e+02, 6.163960638661278324e+01, 2.473096999187955305e+02, 9.934103621668182313e+02, 1.922953181060627230e+02, 9.311988682841278830e+01, 3.216640365909996717e+02, 5.935283383719502126e+02, 8.634384900845598168e+02, 2.419305118390468579e+02
1.953000000000000000e+03, 6.442417732537164454e+01, 1.253454749955400445e+02, 3.843598289386983424e+02, 3.458988602869924875e+02, 6.094315002494930695e+02, 6.169894343092673239e+01, 2.472383535019536964e+02, 9.933957127257427828e+02, 1.923439117567360768e+02, 9.310810665978411294e+01, 3.216682659006221456e+02, 5.935671309022335436e+02, 8.633661497790177464e+02, 2.418436158738250015e+02
1.954000000000000000e+03, 6.443903000527689073e+01, 1.253638183878727546e+02, 3.844765780358810048e+02, 3.459224485619818665e+02, 6.094257024890745242e+02, 6.174824189417491738e+01, 2.471954446743666836e+02, 9.933806440585310611e+02, 1.923929580372433179e+02, 9.311997334054748876e+01, 3.216065492532623011e+02, 5.935933603782355021e+02, 8.632862480802698428e+02, 2.417611040672423712e+02
1.955000000000000000e+03, 6.444785813206387104e+01, 1.252750074346425748e+02, 3.846085566550256090e+02, 3.459300817894940678e+02, 6.094191594055462247e+02, 6.178710692177121899e+01, 2.470658830830769261e+02, 9.933908994820171756e+02, 1.924296089338730837e+02, 9.300658590497266687e+01, 3.215633532495655800e+02, 5.936135295266542471e+02, 8.632141715875144428e+02, 2.416848201668111074e+02
1.956000000000000000e+03, 6.445277987600979941e+01, 1.252422973071244598e+02, 3.847774095090743458e+02, 3.460119495175136421e+02, 6.094154822242226146e+02, 6.181921129934132608e+01, 2.470003955110533127e+02, 9.933799282765439784e+02, 1.924517658488619247e+02, 9.291977989653118186e+01, 3.215086347775393278e+02, 5.936502018853960863e+02, 8.631480166328607311e+02, 2.416146934442279530e+02
1.957000000000000000e+03, 6.445364732472904734e+01, 1.252402732054902117e+02, 3.849376770578945184e+02, 3.461216334511400419e+02, 6.094360058012570107e+02, 6.185757369053894905e+01, 2.468481808151446728e+02, 9.933488042898952699e+02, 1.924964885491915254e+02, 9.286181709530674766e+01, 3.214857873122315368e+02, 5.936974917468711510e+02, 8.630514978394028276e+02, 2.415553236176781695e+02
1.958000000000000000e+03, 6.448376860935556465e+01, 1.252015444747970321e+02, 3.851178610443051866e+02, 3.462560018106926236e+02, 6.094667324446130579e+02, 6.189495971393779428e+01, 2.465926486111309259e+02, 9.933305321560064840e+02, 1.925609634943405979e+02, 9.277878504253065728e+01, 3.214988821998972526e+02, 5.937753138903716490e+02, 8.629526482279563879e+02, 2.414914067049058417e+02
1.959000000000000000e+03, 6.450762253445304850e+01, 1.252400676469800658e+02, 3.852892433184385368e+02, 3.463277199197272012e+02, 6.094811703294465133e+02, 6.192512712750205139e+01, 2.464171939901476378e+02, 9.933195593368984646e+02, 1.926295599626164403e+02, 9.270752255251969132e+01, 3.215196247567167234e+02, 5.938820915024266469e+02, 8.628675902660930888e+02, 2.414290807872476137e+02
1.960000000000000000e+03, 6.451701933409327694e+01, 1.252674912999393371e+02, 3.854381885528340490e+02, 3.463735157254467936e+02, 6.095222805317411030e+02, 6.196673108850566791e+01, 2.462318986723046805e+02, 9.933035128119076944e+02, 1.927054076701177792e+02, 9.264618624877847708e+01, 3.215194950442141248e+02, 5.939659885570237066e+02, 8.627688557500674733e+02, 2.413777138106569566e+02
1.961000000000000000e+03, 6.454139394284578657e+01, 1.252301074228567188e+02, 3.855790945623984385e+02, 3.464356644044532345e+02, 6.095794318376138108e+02, 6.200133276551090233e+01, 2.461178566730512784e+02, 9.932792472868175082e+02, 1.927649851871511260e+02, 9.259321646186135979e+01, 3.214852737850454218e+02, 5.939914664196702461e+02, 8.626826941330066347e+02, 2.413073603141174601e+02
1.962000000000000000e+03, 6.457042552369100008e+01, 1.251418342784539703e+02, 3.857624374012366388e+02, 3.464778595605448004e+02, 6.096079314605552781e+02, 6.205599714662914579e+01, 2.462120067329759365e+02, 9.932802379817110250e+02, 1.928026184906451306e+02, 9.255889042976694725e+01, 3.214269552157995804e+02, 5.939791220799002076e+02, 8.625949430792552448e+02, 2.412076254409354874e+02
1.963000000000000000e+03, 6.456462430830053734e+01, 1.251153695326874811e+02, 3.859591934287005301e+02, 3.465179893140612535e+02, 6.096078444254146689e+02, 6.210242780457612355e+01, 2.462105423909670208e+02, 9.932967500455247318e+02, 1.928384157747013319e+02, 9.256833627719227309e+01, 3.214216126988362703e+02, 5.939732046285710112e+02, 8.625374744613008033e+02, 2.410904536754845822e+02
1.964000000000000000e+03, 6.461212620329665413e+01, 1.251253469107827954e+02, 3.861543211736545800e+02, 3.465379130958367000e+02, 6.095960681886774637e+02, 6.215434188233294321e+01, 2.461236045347466188e+02, 9.932962509672712486e+02, 1.928848531273145852e+02, 9.254152245358122286e+01, 3.214189945908361210e+02, 5.939929387078973377e+02, 8.624934632837973822e+02, 2.409952876381173610e+02
1.965000000000000000e+03, 6.463137286216633015e+01, 1.251414790033462907e+02, 3.863032602192892000e+02, 3.466150174268033197e+02, 6.095929296088124829e+02, 6.221746858979403783e+01, 2.459266294550163821e+02, 9.933029787994412345e+02, 1.929497852213968088e+02, 9.249140447836792589e+01, 3.214225140177999833e+02, 5.940205730208697332e+02, 8.624070264912179482e+02, 2.409086780086285273e+02
1.966000000000000000e+03, 6.464878497483087472e+01, 1.251432799539106071e+02, 3.864611177726275741e+02, 3.467529901589782639e+02, 6.096159482781862380e+02, 6.228342525729438961e+01, 2.458413532969999267e+02, 9.933334577767822111e+02, 1.930160269322807096e+02, 9.247568794266632608e+01, 3.214344590114834546e+02, 5.940744431804941996e+02, 8.623262565109474735e+02, 2.408400750598031266e+02
1.967000000000000000e+03, 6.468085698315918819e+01, 1.251585251197281679e+02, 3.866441011817421440e+02, 3.469420347187448783e+02, 6.096074585026002524e+02, 6.233909727043414506e+01, 2.456845268202356465e+02, 9.933873284490273363e+02, 1.930777473880540356e+02, 9.252619596763103971e+01, 3.214238124648516646e+02, 5.941640665750027210e+02, 8.622841895992934269e+02, 2.407366449386643694e+02
1.968000000000000000e+03, 6.471402289660653651e+01, 1.252541155257623160e+02, 3.867748578889807050e+02, 3.471262151156191180e+02, 6.096127559453615277e+02, 6.240900659064303113e+01, 2.457441581926719323e+02, 9.934492728521840945e+02, 1.931394121519683722e+02, 9.250808795616899260e+01, 3.214275125563166853e+02, 5.942544808693841105e+02, 8.622549262949554532e+02, 2.406313151401608366e+02
1.969000000000000000e+03, 6.471722809086517714e+01, 1.253027417136342621e+02, 3.868767007697403528e+02, 3.472616929568001751e+02, 6.096365444138845078e+02, 6.246384204408553131e+01, 2.456159754254051109e+02, 9.934490773325577493e+02, 1.931936753711363792e+02, 9.238379517627744519e+01, 3.213947919325218550e+02, 5.943196675694072155e+02, 8.621885900875593052e+02, 2.405310770225614192e+02
1.970000000000000000e+03, 6.472320191651208177e+01, 1.252671777759180998e+02, 3.869960953382649791e+02, 3.473577417072305025e+02, 6.096432066740460414e+02, 6.253642153919929569e+01, 2.453669371281757208e+02, 9.934293755454295933e+02, 1.932528149800663471e+02, 9.233897275577406560e+01, 3.213293457052217263e+02, 5.943671007074250383e+02, 8.621172614459571832e+02, 2.404401168323798004e+02
1.971000000000000000e+03, 6.476229902248381620e+01, 1.253015946651529759e+02, 3.871533009234400993e+02, 3.474573321515487692e+02, 6.096378152503450565e+02, 6.261158769327888507e+01, 2.452163695940131163e+02, 9.934297485055104744e+02, 1.933226083601983305e+02, 9.235532462040593771e+01, 3.212393069919231152e+02, 5.944117232560001867e+02, 8.620540821261622568e+02, 2.403466244192722456e+02
1.972000000000000000e+03, 6.479069106249832544e+01, 1.253481330472373543e+02, 3.872915725524702566e+02, 3.475570929824578457e+02, 6.096568409976590601e+02, 6.267053916166276650e+01, 2.451154695103736003e+02, 9.934701582144937220e+02, 1.934061932003212405e+02, 9.234832010223173882e+01, 3.211292994965436378e+02, 5.944407554549876522e+02, 8.619528100049136583e+02, 2.402353077062818443e+02
1.973000000000000000e+03, 6.479672627727998702e+01, 1.254757245146068527e+02, 3.874733777332714908e+02, 3.476366274599308213e+02, 6.096983178219818456e+02, 6.271927773157209174e+01, 2.451038056128431606e+02, 9.935023619564791488e+02, 1.934954692734190473e+02, 9.228503328420755736e+01, 3.210874368145031781e+02, 5.944766957692822871e+02, 8.618195262936076233e+02, 2.401475043304141650e+02
1.974000000000000000e+03, 6.482252409821757055e+01, 1.255583973271436236e+02, 3.876387460585350482e+02, 3.477438992543754352e+02, 6.097016817561358266e+02, 6.277080119559874305e+01, 2.448338823957181489e+02, 9.935190393198475931e+02, 1.935714083463630573e+02, 9.229456009303532937e+01, 3.210538793082728830e+02, 5.945305465881289138e+02, 8.616928450254448535e+02, 2.400322305919968358e+02
1.975000000000000000e+03, 6.481524281631065776e+01, 1.257161471948191291e+02, 3.877937156673612549e+02, 3.478480916953672590e+02, 6.096749788579364804e+02, 6.282087218106518378e+01, 2.446504979820862786e+02, 9.935396231726207361e+02, 1.936314151219595487e+02, 9.224846457414672329e+01, 3.210073208790777812e+02, 5.945820359109180799e+02, 8.615911654979211107e+02, 2.399419390388910927e+02
1.976000000000000000e+03, 6.482555333322693514e+01, 1.258163615743258816e+02, 3.880072803866615914e+02, 3.479741918743132487e+02, 6.096687223046687905e+02, 6.288334369912882238e+01, 2.446238121635931861e+02, 9.935508175468372656e+02, 1.936972630713855779e+02, 9.226586130675799780e+01, 3.210153685943163850e+02, 5.945998888758683734e+02, 8.615444024659260549e+02, 2.398808011281181791e+02
1.977000000000000000e+03, 6.486520553700974290e+01, 1.258663608058522811e+02, 3.882224625480241684e+02, 3.481153803488388689e+02, 6.096610699596106997e+02, 6.296021234743515294e+01, 2.445728675968389325e+02, 9.935588991895460822e+02, 1.937723938345372403e+02, 9.226838497019234353e+01, 3.210395909283276410e+02, 5.946051377451337885e+02, 8.615440974825736475e+02, 2.398055504526203663e+02
1.978000000000000000e+03, 6.490206297456592210e+01, 1.258683060178972823e+02, 3.884202793894207275e+02, 3.482514102129265439e+02, 6.096781120937237120e+02, 6.301342018537663137e+01, 2.446268613256447111e+02, 9.935769489981892093e+02, 1.938472240397891255e+02, 9.228417522749609248e+01, 3.210298188550682426e+02, 5.946457102990943895e+02, 8.615484168985057067e+02, 2.397011674471540346e+02
1.979000000000000000e+03, 6.491702585678349635e+01, 1.257895667097504457e+02, 3.885533604482817509e+02, 3.483836380419964485e+02, 6.097554021404602054e+02, 6.306964462777755642e+01, 2.445825867657154902e+02, 9.935953608846090219e+02, 1.939054020013705610e+02, 9.230296927970279341e+01, 3.209769677410967006e+02, 5.947047223200600001e+02, 8.615465581295696893e+02, 2.395817592015484081e+02
1.980000000000000000e+03, 6.491580809763000559e+01, 1.257736350827102854e+02, 3.886802798132952148e+02, 3.485142265039592644e+02, 6.098162750363280793e+02, 6.314334568095960520e+01, 2.444795366263878691e+02, 9.935977409689146498e+02, 1.939370371134760092e+02, 9.227982077576508857e+01, 3.209809646898527262e+02, 5.947662752601195280e+02, 8.614900856139036023e+02, 2.394740113450295951e+02
1.981000000000000000e+03, 6.490845814164099181e+01, 1.259478381041846546e+02, 3.888575518405008893e+02, 3.486802845307082066e+02, 6.098825459631885906e+02, 6.318926247622688663e+01, 2.443222192680417209e+02, 9.935916466247891776e+02, 1.939997932255436126e+02, 9.230095974573706030e+01, 3.210298588014837264e+02, 5.948195281336929838e+02, 8.614021791928968241e+02, 2.393811800173487541e+02
1.982000000000000000e+03, 6.491195564486667990e+01, 1.260897752207918217e+02, 3.889722063199210993e+02, 3.487793978772865557e+02, 6.099110019529596229e+02, 6.325675414968918631e+01, 2.442978766911384128e+02, 9.935838886830997581e+02, 1.940884709792845797e+02, 9.230106085960817097e+01, 3.210479066600817077e+02, 5.948528862769902616e+02, 8.613284058521422821e+02, 2.392751828394805500e+02
1.983000000000000000e+03, 6.494566656647722880e+01, 1.261051061193933833e+02, 3.891169531036481430e+02, 3.488482606978137710e+02, 6.099342947199371565e+02, 6.332290298599570377e+01, 2.441882688793889997e+02, 9.935941038219186794e+02, 1.941783969450508209e+02, 9.224426131858950839e+01, 3.210663476332860000e+02, 5.948990356837146010e+02, 8.612950190902523673e+02, 2.391757872545629766e+02
1.984000000000000000e+03, 6.496618483317293169e+01, 1.261744034699259629e+02, 3.893130024521240102e+02, 3.489920844722692550e+02, 6.099855227813797001e+02, 6.340089610255419927e+01, 2.439677746361979018e+02, 9.936255273976298668e+02, 1.942642301218246530e+02, 9.222106198848433678e+01, 3.210534932587568164e+02, 5.949822114196455232e+02, 8.612472038778404340e+02, 2.390765744987581343e+02
1.985000000000000000e+03, 6.498886445185631544e+01, 1.262017504700899480e+02, 3.895116627828300011e+02, 3.492149245001264717e+02, 6.100669067896087654e+02, 6.345875333631200022e+01, 2.437461579723384943e+02, 9.936535288712308329e+02, 1.943527757612895641e+02, 9.220555133776858270e+01, 3.210855385856455086e+02, 5.950764747530157592e+02, 8.612062691073249425e+02, 2.389518101618641310e+02
1.986000000000000000e+03, 6.502693904882593756e+01, 1.262254779134561744e+02, 3.896997650075288675e+02, 3.494430093649049809e+02, 6.101291393970707304e+02, 6.352723945558425100e+01, 2.436019296834340366e+02, 9.936978288189834529e+02, 1.944262162126430553e+02, 9.221601825233834404e+01, 3.211000111363566702e+02, 5.951317671852561944e+02, 8.611749964276393712e+02, 2.388018325464841212e+02
1.987000000000000000e+03, 6.504052168060103156e+01, 1.262565278598269032e+02, 3.898809714877249348e+02, 3.495660226190476578e+02, 6.101215967407920289e+02, 6.358621383306619634e+01, 2.434022824995997212e+02, 9.937699654977483306e+02, 1.944936776832038845e+02, 9.217993330132149765e+01, 3.211245495547902351e+02, 5.951948401617495392e+02, 8.610532642569197606e+02, 2.386578098337402878e+02
1.988000000000000000e+03, 6.505405126245909742e+01, 1.262485359128843072e+02, 3.900323598050795795e+02, 3.496874312664083959e+02, 6.100997358121389880e+02, 6.365760514290050764e+01, 2.434056936043043606e+02, 9.938238031060003550e+02, 1.945749670193793293e+02, 9.214257780856529223e+01, 3.210987001100576776e+02, 5.952585639234424661e+02, 8.609370304650946082e+02, 2.385314464808969888e+02
1.989000000000000000e+03, 6.507554507091543883e+01, 1.262430891642613204e+02, 3.901572911519040190e+02, 3.498479107951968103e+02, 6.100664998521974667e+02, 6.373174254057207833e+01, 2.433700327335011764e+02, 9.938675533019272734e+02, 1.946587933528522569e+02, 9.211595584886940458e+01, 3.210657162317726829e+02, 5.953076723185861283e+02, 8.608631591687415039e+02, 2.384074484057068730e+02
1.990000000000000000e+03, 6.508361535719275537e+01, 1.262925684462010167e+02, 3.902637177504890929e+02, 3.499607181988112643e+02, 6.100140291105454935e+02, 6.380085774814742905e+01, 2.432645884311322675e+02, 9.939318433439547107e+02, 1.947307555628809155e+02, 9.209007781667234838e+01, 3.210032577919734535e+02, 5.953431124375664467e+02, 8.607823018825872623e+02, 2.382873074760813665e+02
