year, CMCC-CM2-SR5, CanESM5, INM-CM5-0, MIROC-ES2L, EC-Earth3-Veg, MPI-ESM1-2-LR, IPSL-CM6A-LR, NorESM2-LM, GFDL-ESM4, INM-CM4-8, CNRM-ESM2-1, CESM2-WACCM, NorESM2-MM, UKESM1-0-LL, ACCESS-ESM1-5, TaiESM1
1.912000000000000000e+03, 2.682260436616233505e+02, 2.695730504286337350e+02, 2.680507645087928381e+02, 2.689610688980089321e+02, 2.637616989795775453e+02, 2.680164599144827093e+02, 2.670950079954948251e+02, 2.689052255735182939e+02, 2.677317709136265762e+02, 2.675763019287617794e+02, 2.687231155392890400e+02, 2.686110224080749163e+02, 2.668411382339692750e+02, 2.656967069545262916e+02, 2.697418386176311174e+02, 2.679887227519042199e+02
1.913000000000000000e+03, 2.672931101495973394e+02, 2.701572685207032123e+02, 2.674527894484241415e+02, 2.691410019492581682e+02, 2.660796031356395588e+02, 2.677399789294926222e+02, 2.665287119512751133e+02, 2.682526159245909412e+02, 2.685976937421115167e+02, 2.672560267679016874e+02, 2.682899112065369422e+02, 2.687201344736419628e+02, 2.680680094279011314e+02, 2.663927034687151831e+02, 2.693422129173719668e+02, 2.671907505720242852e+02
1.914000000000000000e+03, 2.662631861518902952e+02, 2.694711478712830512e+02, 2.682391158894918703e+02, 2.692424551537789625e+02, 2.660054057473537910e+02, 2.669904000147124066e+02, 2.682428292500920293e+02, 2.691956806442954075e+02, 2.682012314791426775e+02, 2.676102616026091710e+02, 2.684673832440349770e+02, 2.686665146380584588e+02, 2.685797430953026037e+02, 2.663211449048986310e+02, 2.693062582652185597e+02, 2.663675762933619922e+02
1.915000000000000000e+03, 2.678637714721294287e+02, 2.689052719673867387e+02, 2.688872971473679172e+02, 2.694424055596213634e+02, 2.656141481713290204e+02, 2.677253724243411739e+02, 2.677128766286767245e+02, 2.689655693372880023e+02, 2.683719549393292141e+02, 2.686227758845208200e+02, 2.689647900675042820e+02, 2.686048853769957532e+02, 2.669658467516466658e+02, 2.657711683928949356e+02, 2.698625739582165011e+02, 2.670804819626001745e+02
1.916000000000000000e+03, 2.686681290456407964e+02, 2.694490612874629392e+02, 2.678087485926272961e+02, 2.694202819294992537e+02, 2.650801589806862353e+02, 2.677806620348374622e+02, 2.680315271643630126e+02, 2.693268396281053469e+02, 2.683823689452693202e+02, 2.683292928232231702e+02, 2.681771318521055605e+02, 2.673809679196300522e+02, 2.666229498704165053e+02, 2.651788045986189672e+02, 2.696900579318585187e+02, 2.671087847629291900e+02
1.917000000000000000e+03, 2.681087766875144780e+02, 2.681129972904640795e+02, 2.688055365547310203e+02, 2.684206209017664833e+02, 2.650830605553605892e+02, 2.675160458915739810e+02, 2.689121343401317290e+02, 2.695730507686732835e+02, 2.690264616757130511e+02, 2.676385319841803607e+02, 2.692327861734917747e+02, 2.686797482728244404e+02, 2.684807707532717700e+02, 2.661067613691520819e+02, 2.692613537795419916e+02, 2.673310662785245313e+02
1.918000000000000000e+03, 2.685564432991977810e+02, 2.682649011690489829e+02, 2.686104132230620962e+02, 2.682045846287988979e+02, 2.652897372160653617e+02, 2.675573644378218319e+02, 2.674212197563102791e+02, 2.711206245050362895e+02, 2.683025677303818952e+02, 2.674760599964470202e+02, 2.684433541463617985e+02, 2.676960837862063727e+02, 2.666898310279424322e+02, 2.659366553177069363e+02, 2.694713348978456224e+02, 2.678704309542843021e+02
1.919000000000000000e+03, 2.682354380976506718e+02, 2.697946144157087929e+02, 2.692666995836835326e+02, 2.680940814413798421e+02, 2.659432098854020410e+02, 2.663805757375034204e+02, 2.667041441175848604e+02, 2.694214305033958681e+02, 2.683072627898181963e+02, 2.674348834394812116e+02, 2.688092616771830308e+02, 2.688377793906236661e+02, 2.678324805917550862e+02, 2.657505266731660072e+02, 2.687550213848273302e+02, 2.667205426176743117e+02
1.920000000000000000e+03, 2.683918375168367447e+02, 2.687170998209551271e+02, 2.691636633922555006e+02, 2.690139543101423101e+02, 2.674249652303536777e+02, 2.673981414890840824e+02, 2.676336891374360221e+02, 2.693344477425841319e+02, 2.695539694591850548e+02, 2.671742778396774725e+02, 2.690536721221650396e+02, 2.692825646574507346e+02, 2.676197394592410319e+02, 2.667082969363289067e+02, 2.682589527172315798e+02, 2.661954854261668402e+02
1.921000000000000000e+03, 2.686191753515294067e+02, 2.697765903376757706e+02, 2.690008363050960725e+02, 2.685945203629135563e+02, 2.666925027034646973e+02, 2.681878111232580864e+02, 2.677746565667882805e+02, 2.701377564914282061e+02, 2.690198991558006014e+02, 2.686047513381816430e+02, 2.692069502431421597e+02, 2.687718338730527421e+02, 2.679906075058071337e+02, 2.666347837394958447e+02, 2.695688819898781503e+02, 2.683862509910595122e+02
1.922000000000000000e+03, 2.684888840007353679e+02, 2.700538172642060886e+02, 2.693321218644676378e+02, 2.685001372589831021e+02, 2.666913723908539851e+02, 2.677386891047884774e+02, 2.671166680177054786e+02, 2.696904246830267766e+02, 2.683188005869982362e+02, 2.695161388061422940e+02, 2.683457928367087106e+02, 2.691494774068925722e+02, 2.673133464912493764e+02, 2.654274607577702341e+02, 2.691294401615182892e+02, 2.678826158685178598e+02
1.923000000000000000e+03, 2.681713057182874991e+02, 2.684438065278651493e+02, 2.693913903651942405e+02, 2.686192420239390799e+02, 2.657574233226578144e+02, 2.668203752679235663e+02, 2.664881702602182258e+02, 2.707438387485555609e+02, 2.686183431907544445e+02, 2.690788646362408372e+02, 2.693341720710698723e+02, 2.690502763072063317e+02, 2.673260647410661477e+02, 2.656603719986060810e+02, 2.684498775857647388e+02, 2.664753885891593086e+02
1.924000000000000000e+03, 2.681309276534466335e+02, 2.679080730488446989e+02, 2.683485288985100397e+02, 2.687078380090883911e+02, 2.641867458375751880e+02, 2.675822262361287471e+02, 2.682337156839867021e+02, 2.690152817249603459e+02, 2.687011987822633614e+02, 2.697429349494755684e+02, 2.685452285998389357e+02, 2.682904007774611159e+02, 2.672485789680517883e+02, 2.663280836234504250e+02, 2.695621542348907838e+02, 2.673627786284443459e+02
1.925000000000000000e+03, 2.684564401468132928e+02, 2.702799659533402519e+02, 2.690791990118071340e+02, 2.687887848062412104e+02, 2.668801988820018209e+02, 2.678847370612401733e+02, 2.689632014688321533e+02, 2.697991674571645717e+02, 2.687654082172086873e+02, 2.688973737818151335e+02, 2.680585846812843442e+02, 2.691671918883661192e+02, 2.676326213735804345e+02, 2.660429734773544510e+02, 2.689015145935493933e+02, 2.687582086287820289e+02
1.926000000000000000e+03, 2.686716098376721789e+02, 2.701507057697734808e+02, 2.689947193841204580e+02, 2.689094180879618534e+02, 2.661612974071204007e+02, 2.678944264486256088e+02, 2.686807970072850935e+02, 2.682092831331418665e+02, 2.678010896221989015e+02, 2.677434649449060657e+02, 2.693698100549779042e+02, 2.683891233049571952e+02, 2.683996610623839842e+02, 2.670102363142482318e+02, 2.690614381237815564e+02, 2.683210791558730648e+02
1.927000000000000000e+03, 2.688124981774976163e+02, 2.698861449002933455e+02, 2.682183513746642234e+02, 2.691765850925448831e+02, 2.667453930764542065e+02, 2.678588216373906334e+02, 2.683679374904020278e+02, 2.690032924575626794e+02, 2.684905847734340227e+02, 2.686373124602841358e+02, 2.690434242921072610e+02, 2.696470946676436711e+02, 2.682807734929818935e+02, 2.657918500755442892e+02, 2.697983503686960489e+02, 2.676062528331328281e+02
1.928000000000000000e+03, 2.689775190753902052e+02, 2.688832636972285286e+02, 2.688581694155882360e+02, 2.687887799770153947e+02, 2.648299259603570022e+02, 2.688634913181795127e+02, 2.681301056908420719e+02, 2.701690795466201962e+02, 2.689878911963143082e+02, 2.689837834916704651e+02, 2.684320605871822636e+02, 2.690952484434466214e+02, 2.688449399057953428e+02, 2.656297387421042231e+02, 2.693533420358190256e+02, 2.672920578802909404e+02
1.929000000000000000e+03, 2.685885648804789412e+02, 2.698589439884805756e+02, 2.690108237601473320e+02, 2.695576957752677458e+02, 2.660968293928544881e+02, 2.679734102350655007e+02, 2.674135747046207143e+02, 2.695662677405237559e+02, 2.689761053230022867e+02, 2.691108838030636434e+02, 2.689210100134009735e+02, 2.685659208695213920e+02, 2.672623188121727935e+02, 2.655435795484192454e+02, 2.698986044103405675e+02, 2.667867810599987592e+02
1.930000000000000000e+03, 2.686756612491337819e+02, 2.694548649598416432e+02, 2.688063923832492037e+02, 2.688267638386699900e+02, 2.654593483312153239e+02, 2.682442641734043036e+02, 2.684706026422982177e+02, 2.699517974124113380e+02, 2.689123276138671486e+02, 2.686346410765512474e+02, 2.688492588041679028e+02, 2.686433307478523602e+02, 2.677496217993139567e+02, 2.646184513326525689e+02, 2.703564369200152555e+02, 2.668757645217852428e+02
1.931000000000000000e+03, 2.684351962815080697e+02, 2.688637540701649300e+02, 2.689212707285436181e+02, 2.685975871380707645e+02, 2.654935711741721320e+02, 2.677040146839788122e+02, 2.682099585338846737e+02, 2.694324119208159232e+02, 2.684627903925949681e+02, 2.682377164772769902e+02, 2.690964785705137388e+02, 2.699678950436729679e+02, 2.672554390934284925e+02, 2.655862890253849855e+02, 2.694552595909163983e+02, 2.670751976022060603e+02
1.932000000000000000e+03, 2.683989191683496642e+02, 2.683238731379705087e+02, 2.686601381516360334e+02, 2.696794091160527955e+02, 2.658849378905779304e+02, 2.674893707177938040e+02, 2.680162766511238601e+02, 2.690907879194505199e+02, 2.678134130500550896e+02, 2.684695101716852719e+02, 2.688485878876872448e+02, 2.694433665921973784e+02, 2.683035908292071099e+02, 2.661253304115181777e+02, 2.697548747743783224e+02, 2.684312332690970493e+02
1.933000000000000000e+03, 2.674874392160725733e+02, 2.680915653322932144e+02, 2.686801476623004987e+02, 2.695365578645790947e+02, 2.665047755913190599e+02, 2.680325965604299085e+02, 2.672931238430505232e+02, 2.695767706673889847e+02, 2.687910069792673085e+02, 2.683574684235598511e+02, 2.699119689680878196e+02, 2.687201817000670303e+02, 2.685740460404006171e+02, 2.668128140324679975e+02, 2.699904320990266342e+02, 2.670647271268858844e+02
1.934000000000000000e+03, 2.682492735442590401e+02, 2.685384080741831667e+02, 2.692477056264879138e+02, 2.695348015290880426e+02, 2.669307341532481246e+02, 2.665654877718757234e+02, 2.675696301039031368e+02, 2.690317116460155376e+02, 2.684123034611467347e+02, 2.689152738212262648e+02, 2.688644837490511463e+02, 2.680204369845798169e+02, 2.665000681030667238e+02, 2.659990979443801393e+02, 2.691809021027150948e+02, 2.673315299485789183e+02
1.935000000000000000e+03, 2.674388238678470202e+02, 2.691681911077248515e+02, 2.695560643297625347e+02, 2.687827387811681206e+02, 2.653899951164620461e+02, 2.672363281777614361e+02, 2.676024764848623931e+02, 2.689225483803902534e+02, 2.681889573881674096e+02, 2.683466181605984389e+02, 2.685291143582950895e+02, 2.688785248838568123e+02, 2.669301791504980201e+02, 2.650751323387243019e+02, 2.695658568948169318e+02, 2.676794349863868661e+02
1.936000000000000000e+03, 2.685204327802256898e+02, 2.698202946357561700e+02, 2.693485375828335577e+02, 2.691844026184988934e+02, 2.662791027980899798e+02, 2.690249639545947957e+02, 2.678409596434122477e+02, 2.694967458641388589e+02, 2.686089122083641882e+02, 2.686546623677335219e+02, 2.681632711586496498e+02, 2.685681184231142424e+02, 2.677668605642859347e+02, 2.652944617601867776e+02, 2.700662950284282147e+02, 2.679727044467757651e+02
1.937000000000000000e+03, 2.697818895094321761e+02, 2.705484609727879501e+02, 2.692539952694790486e+02, 2.695785032134945141e+02, 2.656889761889465262e+02, 2.685461823270792934e+02, 2.697683625242646599e+02, 2.692731406714970035e+02, 2.683428882947006855e+02, 2.690827040849862328e+02, 2.694738792334028403e+02, 2.691932445430120993e+02, 2.675923438507405763e+02, 2.651112226591878880e+02, 2.694943727029402112e+02, 2.678612051813283301e+02
1.938000000000000000e+03, 2.683974979355666051e+02, 2.695773745491179056e+02, 2.684811422342443166e+02, 2.696709724950885061e+02, 2.667322475450284855e+02, 2.677199645955280403e+02, 2.683282137129269813e+02, 2.694113025384805269e+02, 2.687576811934067678e+02, 2.679354845798361566e+02, 2.701477055765437854e+02, 2.696947928533542722e+02, 2.684692220529980204e+02, 2.653995491648709049e+02, 2.700833339908645030e+02, 2.677651568873816927e+02
1.939000000000000000e+03, 2.692346408680165268e+02, 2.684678047914533181e+02, 2.691018928382860622e+02, 2.696172812605348668e+02, 2.650662138305775102e+02, 2.685262019907265199e+02, 2.676656037505573522e+02, 2.699950909421414735e+02, 2.680784331011125232e+02, 2.684120800706786554e+02, 2.694813559665831804e+02, 2.687728143490755883e+02, 2.680859952614803774e+02, 2.656480717892993653e+02, 2.690549713503772296e+02, 2.667382396993581892e+02
1.940000000000000000e+03, 2.684466994787184717e+02, 2.682145498872131952e+02, 2.689015413059672710e+02, 2.691024704265281571e+02, 2.653413450503319382e+02, 2.679357449164954801e+02, 2.673771553443893367e+02, 2.704989680598781661e+02, 2.679686669400875303e+02, 2.684183445368463481e+02, 2.694940756099339865e+02, 2.686271755904472798e+02, 2.679283229994386488e+02, 2.650689824254342284e+02, 2.688368141192929102e+02, 2.675996321852691153e+02
1.941000000000000000e+03, 2.672502594759907311e+02, 2.687772955040882152e+02, 2.680632977054098660e+02, 2.684229377959873659e+02, 2.657905223128992134e+02, 2.679658104902649711e+02, 2.675343656816772295e+02, 2.688180497974282162e+02, 2.692201837620201559e+02, 2.688635118380263975e+02, 2.689133147999413609e+02, 2.684725825885099084e+02, 2.680207167453856414e+02, 2.655237798533289606e+02, 2.694154367654486464e+02, 2.675160105119034029e+02
1.942000000000000000e+03, 2.682111668213763096e+02, 2.691808832271859160e+02, 2.682140877100990792e+02, 2.696088288404673676e+02, 2.655923861329588931e+02, 2.671098962793543592e+02, 2.681849059688727834e+02, 2.695398769266253680e+02, 2.674197960806959600e+02, 2.688325595802820089e+02, 2.690104370649827388e+02, 2.691780728643645375e+02, 2.675507176210135754e+02, 2.661128983452841794e+02, 2.691585322753521154e+02, 2.686439944450403345e+02
1.943000000000000000e+03, 2.677554804924625387e+02, 2.696003921991283505e+02, 2.680822247325047556e+02, 2.695168226796531030e+02, 2.665304315680428431e+02, 2.686882084672237738e+02, 2.693564435536223414e+02, 2.677892049026987138e+02, 2.681048433764937613e+02, 2.685111886608286227e+02, 2.684328060465921908e+02, 2.678460947549357343e+02, 2.670729404195827215e+02, 2.651794527929595233e+02, 2.694772968430686433e+02, 2.675822222383386020e+02
1.944000000000000000e+03, 2.671125705791206428e+02, 2.701667874063563772e+02, 2.683609894183005622e+02, 2.693633050842976218e+02, 2.643871525202126804e+02, 2.678554549049894149e+02, 2.679255771702563038e+02, 2.697014666802307943e+02, 2.681631792242783945e+02, 2.685497772802116287e+02, 2.686171932980654447e+02, 2.687227448606992652e+02, 2.683932301453495484e+02, 2.658411570594472551e+02, 2.704518575559700366e+02, 2.671000454055160276e+02
1.945000000000000000e+03, 2.689851403248709971e+02, 2.694105992374207403e+02, 2.686624862217954046e+02, 2.685758151243468319e+02, 2.664606119932274169e+02, 2.682124607016964433e+02, 2.683506034524618258e+02, 2.704948606175147461e+02, 2.680264433538105777e+02, 2.678249041976220042e+02, 2.681108859448135604e+02, 2.688916495721707633e+02, 2.689700582627323229e+02, 2.653768183814125905e+02, 2.700117044251479683e+02, 2.673767226951775342e+02
1.946000000000000000e+03, 2.688686440205377153e+02, 2.696072682490182615e+02, 2.684326415302885493e+02, 2.698101662034881656e+02, 2.669135130291060705e+02, 2.687427451035804893e+02, 2.679349226658938505e+02, 2.709985186450929291e+02, 2.682713420832262159e+02, 2.679320637937020138e+02, 2.688571929808786081e+02, 2.683147190780728124e+02, 2.664767747247973944e+02, 2.656914521702074126e+02, 2.697981363806864010e+02, 2.682633740250326468e+02
1.947000000000000000e+03, 2.695088317541521405e+02, 2.695161358611882747e+02, 2.678890052507620112e+02, 2.694454935467726955e+02, 2.657430808972545151e+02, 2.681111987185764178e+02, 2.679815097591338713e+02, 2.698396039048762418e+02, 2.680241718724552697e+02, 2.693549928997578604e+02, 2.684310953649294902e+02, 2.688561183967412376e+02, 2.670845211841080982e+02, 2.670186531265952681e+02, 2.698850790546488838e+02, 2.685635804755453933e+02
1.948000000000000000e+03, 2.694443336061118544e+02, 2.695059376062683896e+02, 2.679708434197204951e+02, 2.691906170612703022e+02, 2.663685296506187115e+02, 2.683581645519959693e+02, 2.685519253735205893e+02, 2.705445245784143253e+02, 2.676953469591259136e+02, 2.682636348468961387e+02, 2.683826700926092030e+02, 2.696641760737674076e+02, 2.684843063052023240e+02, 2.655194215647202327e+02, 2.696583407710837719e+02, 2.664467123640656609e+02
1.949000000000000000e+03, 2.694718185463695477e+02, 2.695950886502336630e+02, 2.688916936914683902e+02, 2.687651633909240445e+02, 2.659665325230374719e+02, 2.680968732981983180e+02, 2.686968196679588345e+02, 2.698835135817643049e+02, 2.678174614754086065e+02, 2.686671335125051314e+02, 2.699430461469086708e+02, 2.694165733445112778e+02, 2.698085734459429545e+02, 2.653763255789020832e+02, 2.700355562717334124e+02, 2.667270315530589642e+02
1.950000000000000000e+03, 2.680257796236796821e+02, 2.705055787606937656e+02, 2.691683579546381111e+02, 2.690181252013293829e+02, 2.664867753569328670e+02, 2.675739650452323417e+02, 2.681384559450185634e+02, 2.688585157664178951e+02, 2.673009644489565062e+02, 2.687787939291877137e+02, 2.683581534492968785e+02, 2.683172561335935029e+02, 2.686234364328352626e+02, 2.664432235961431843e+02, 2.694730336446339152e+02, 2.690067941025091045e+02
1.951000000000000000e+03, 2.689917942982370391e+02, 2.688290114732394613e+02, 2.686271968590314145e+02, 2.691036511219616045e+02, 2.659812109976345482e+02, 2.679980276343036394e+02, 2.674455361335528778e+02, 2.696600347287529189e+02, 2.685437714450451949e+02, 2.681699902498108372e+02, 2.683280794836232417e+02, 2.685094334833999596e+02, 2.676964103787224190e+02, 2.654685789270774876e+02, 2.689766757028554025e+02, 2.675869392895876331e+02
1.952000000000000000e+03, 2.678983287626390961e+02, 2.699792819751770026e+02, 2.670261662260952562e+02, 2.680710770661457332e+02, 2.661367713930318359e+02, 2.686327547629930450e+02, 2.679894821971670353e+02, 2.706590429270662526e+02, 2.678888194986689655e+02, 2.685060985266204057e+02, 2.699411971405664872e+02, 2.694172845928567313e+02, 2.676151785886612515e+02, 2.659931941313903394e+02, 2.698610680790740162e+02, 2.666366938084821072e+02
1.953000000000000000e+03, 2.690125560247562930e+02, 2.690170911002197158e+02, 2.672742199678000361e+02, 2.683953973634503427e+02, 2.656610415256939746e+02, 2.679681464962733912e+02, 2.688966369971036556e+02, 2.705809164403746649e+02, 2.672216222360688676e+02, 2.686389193850197898e+02, 2.701027158979883325e+02, 2.694566375184874687e+02, 2.675250773588433617e+02, 2.656414213173425196e+02, 2.692800040347545405e+02, 2.673985193923644488e+02
1.954000000000000000e+03, 2.683007642267954793e+02, 2.698896320853100974e+02, 2.692372326772066344e+02, 2.683605343450182659e+02, 2.660750018334977653e+02, 2.678987764813723516e+02, 2.685773437181039753e+02, 2.697151215538714268e+02, 2.693948694265594099e+02, 2.682405074232769948e+02, 2.691638303620427450e+02, 2.692350224674677293e+02, 2.687420182995903701e+02, 2.654554228192922665e+02, 2.694280346387300256e+02, 2.678282903346870967e+02
1.955000000000000000e+03, 2.696591967752122514e+02, 2.690308186561254047e+02, 2.694446424636950610e+02, 2.687132718633209834e+02, 2.670322590318372136e+02, 2.676161062915915068e+02, 2.681213344292390843e+02, 2.702401713538948798e+02, 2.694528553818993828e+02, 2.684260317430626515e+02, 2.682262668829317249e+02, 2.691717288413670417e+02, 2.683091019900998617e+02, 2.652776058122569793e+02, 2.702708011801105954e+02, 2.663330943688723096e+02
1.956000000000000000e+03, 2.686979462204136553e+02, 2.681651108268438861e+02, 2.687427856192268223e+02, 2.697119862709811855e+02, 2.652630781497755947e+02, 2.676137343550999503e+02, 2.678055598033934643e+02, 2.701719731630653314e+02, 2.686946838450587052e+02, 2.683620662860500943e+02, 2.686630911640984891e+02, 2.684888404033416123e+02, 2.680361626765841265e+02, 2.662861582800841802e+02, 2.690943931662587261e+02, 2.666346740051799884e+02
1.957000000000000000e+03, 2.680408165537809282e+02, 2.681592523901140339e+02, 2.684591184419700198e+02, 2.683840501121733269e+02, 2.654245913243687482e+02, 2.682330006255292005e+02, 2.676064285648793657e+02, 2.704671885762064676e+02, 2.683084378675642370e+02, 2.683667154713251648e+02, 2.687813372347666245e+02, 2.675150195690051760e+02, 2.679937580005310451e+02, 2.649389503897288591e+02, 2.688351320950243917e+02, 2.669986206974973584e+02
1.958000000000000000e+03, 2.697200492352701531e+02, 2.699249487562415197e+02, 2.689125394672710172e+02, 2.688832458142048836e+02, 2.659451330846032988e+02, 2.686716073384761216e+02, 2.679444174519193211e+02, 2.689870354771881011e+02, 2.679570033115325032e+02, 2.681561943890102384e+02, 2.691121943161763852e+02, 2.682709942559750971e+02, 2.670777570427839009e+02, 2.670032695821217885e+02, 2.693610957193832860e+02, 2.674377188308508266e+02
1.959000000000000000e+03, 2.701801175178363792e+02, 2.703710755628737274e+02, 2.697663393274311261e+02, 2.686082764067521680e+02, 2.656544253033503082e+02, 2.677582622042198750e+02, 2.674548123357214990e+02, 2.692135918121689997e+02, 2.687620882463681937e+02, 2.689763761186827651e+02, 2.691093511484297665e+02, 2.688397248296629414e+02, 2.682576389512128685e+02, 2.661476506427421782e+02, 2.687606403014756893e+02, 2.666552413333990899e+02
1.960000000000000000e+03, 2.690111842179869655e+02, 2.689617550964524071e+02, 2.685954205725658426e+02, 2.690008858428819849e+02, 2.669231788134553085e+02, 2.677760303325958375e+02, 2.683398951553534175e+02, 2.694393843305671226e+02, 2.683671665964823205e+02, 2.691114536279288245e+02, 2.696561842255831039e+02, 2.682197701533185636e+02, 2.685189668288302300e+02, 2.658600432407696417e+02, 2.696274994157022888e+02, 2.674535086028132582e+02
1.961000000000000000e+03, 2.690363049496673966e+02, 2.703893612671944311e+02, 2.693756074129194644e+02, 2.685366779927027778e+02, 2.667661630652139024e+02, 2.678135260777404483e+02, 2.679743100514916705e+02, 2.689908409181707611e+02, 2.685185051596763515e+02, 2.693255676373369738e+02, 2.690564970316968356e+02, 2.690799209481199341e+02, 2.681577301576604668e+02, 2.654608894712077358e+02, 2.698936649440901760e+02, 2.666390059474103964e+02
1.962000000000000000e+03, 2.693187125678030611e+02, 2.702150113324033214e+02, 2.688972962717456312e+02, 2.684300866729098516e+02, 2.655845127699163868e+02, 2.676490031076556875e+02, 2.693136182351945536e+02, 2.688761215510986631e+02, 2.685817545465290550e+02, 2.690138865439196252e+02, 2.686700035140362388e+02, 2.698044119718970819e+02, 2.680441372200660339e+02, 2.657619873825474315e+02, 2.688327127372926952e+02, 2.677697207679228768e+02
1.963000000000000000e+03, 2.696076258386125915e+02, 2.692618145036294663e+02, 2.704158945414657182e+02, 2.686717816994993768e+02, 2.657210012476007819e+02, 2.684165280144244434e+02, 2.691520828099327218e+02, 2.693727577923340277e+02, 2.678047262389989100e+02, 2.680993592368300256e+02, 2.685231569592187952e+02, 2.689917106142327157e+02, 2.674974910918592172e+02, 2.652405885055561612e+02, 2.693960738657495995e+02, 2.676762207202752393e+02
1.964000000000000000e+03, 2.692619372285076906e+02, 2.684183593094300022e+02, 2.697187262093185041e+02, 2.683730680093298133e+02, 2.651778372540890700e+02, 2.679275773388932862e+02, 2.681091515851349527e+02, 2.689355863148366552e+02, 2.686488054251459516e+02, 2.697712902700394011e+02, 2.697656948383173585e+02, 2.685634984536061438e+02, 2.684148671263618553e+02, 2.650528410252653089e+02, 2.698316124538670238e+02, 2.658328815059145427e+02
1.965000000000000000e+03, 2.677225046704318174e+02, 2.688995784083477361e+02, 2.690240967068920099e+02, 2.679664565046014673e+02, 2.647215580361171305e+02, 2.672936709476272199e+02, 2.680880920793628093e+02, 2.682334561528204517e+02, 2.679909371406326954e+02, 2.688049765777316225e+02, 2.698059949056927280e+02, 2.667890887702302507e+02, 2.671080835461564789e+02, 2.653522739559422803e+02, 2.697110118346506624e+02, 2.652904760443813075e+02
1.966000000000000000e+03, 2.705382292876244037e+02, 2.682227043257993842e+02, 2.683702775140849894e+02, 2.687146542345194575e+02, 2.658291278291431468e+02, 2.678018203285989784e+02, 2.693168218973892181e+02, 2.690763391196804832e+02, 2.680175123586502082e+02, 2.678957202746124722e+02, 2.682318595654883211e+02, 2.684364574203242455e+02, 2.668998014557232636e+02, 2.648375104931174064e+02, 2.691775717302032263e+02, 2.671058551365733251e+02
1.967000000000000000e+03, 2.680725206050702241e+02, 2.687091318880576409e+02, 2.687889907811216403e+02, 2.682138708165402363e+02, 2.644152765424648237e+02, 2.682308600303296089e+02, 2.683283177863617084e+02, 2.683170034365825813e+02, 2.679581881639678613e+02, 2.690929830398497984e+02, 2.694792693894272020e+02, 2.679120019269708450e+02, 2.666200722860302221e+02, 2.651326294507878174e+02, 2.695297634324317073e+02, 2.673581989373575993e+02
1.968000000000000000e+03, 2.692509698960308810e+02, 2.694743233557869075e+02, 2.686879368759507543e+02, 2.691622403405426098e+02, 2.654056979208946814e+02, 2.674051068652377126e+02, 2.682694796880804802e+02, 2.695554049841891811e+02, 2.689745414398470871e+02, 2.683582031755042294e+02, 2.701123043118628857e+02, 2.687929706391249738e+02, 2.679812500277681693e+02, 2.644785932350677058e+02, 2.697369915037098735e+02, 2.675235145191787751e+02
1.969000000000000000e+03, 2.689276358466837564e+02, 2.698442046139565491e+02, 2.680532970665699963e+02, 2.685063036347202683e+02, 2.663057726206631060e+02, 2.668628087288481083e+02, 2.691330666578001001e+02, 2.701315311689093051e+02, 2.685269618861847789e+02, 2.688862107469872171e+02, 2.699757827146275986e+02, 2.689139335449146984e+02, 2.676154681185601021e+02, 2.640726991660470730e+02, 2.690075475493699741e+02, 2.675300077924712809e+02
1.970000000000000000e+03, 2.691139566936993219e+02, 2.691215736373634968e+02, 2.683113109949767932e+02, 2.682539176340503673e+02, 2.662190506992106407e+02, 2.676566865034878901e+02, 2.680476692982816758e+02, 2.693299843559599367e+02, 2.676710516923498631e+02, 2.687412723600240270e+02, 2.685814555679103819e+02, 2.690294725683025945e+02, 2.664644954985623144e+02, 2.636632676229052095e+02, 2.693012054191582365e+02, 2.658394858138022414e+02
1.971000000000000000e+03, 2.684071536102587174e+02, 2.693591842036524326e+02, 2.675668854351596337e+02, 2.683143529663623781e+02, 2.679570741085813097e+02, 2.676379194816280460e+02, 2.686889751304566971e+02, 2.690170230928889623e+02, 2.668798515006740217e+02, 2.694950810505549157e+02, 2.701290282428275304e+02, 2.682786010419361560e+02, 2.678144619758222120e+02, 2.631649215278716269e+02, 2.696634069237588278e+02, 2.661540105835122745e+02
1.972000000000000000e+03, 2.691436457226552079e+02, 2.691752668453531783e+02, 2.690144388042879200e+02, 2.680539482643008569e+02, 2.664425427466585461e+02, 2.672912249292064075e+02, 2.682849963685110879e+02, 2.696419391342988092e+02, 2.683946352928592773e+02, 2.680500082091067497e+02, 2.685698922458556126e+02, 2.691106110936182745e+02, 2.676402656997035479e+02, 2.652144134324590254e+02, 2.691326619183194566e+02, 2.670541452115331253e+02
1.973000000000000000e+03, 2.692957747361642191e+02, 2.685824610460815052e+02, 2.688112378054678402e+02, 2.680054756392023592e+02, 2.665663947298749576e+02, 2.669097005657797013e+02, 2.689060884932387694e+02, 2.684890556913208570e+02, 2.679456604070431354e+02, 2.685522983780384152e+02, 2.690014863591567291e+02, 2.694428998654946668e+02, 2.667821994709585738e+02, 2.644087281644892187e+02, 2.694796040671107562e+02, 2.660235494967439536e+02
