year, INM-CM4-8, TaiESM1, CESM2-WACCM, UKESM1-0-LL, EC-Earth3-Veg, IPSL-CM6A-LR, MIROC-ES2L, MPI-ESM1-2-LR, GFDL-ESM4, NorESM2-LM, CNRM-ESM2-1, ACCESS-ESM1-5, INM-CM5-0, NorESM2-MM, CMCC-CM2-SR5, CanESM5
1.900000000000000000e+03, 8.066737729464430018e+00, 5.941245115309121694e+00, 7.728904251477273668e+00, 8.176684572254263372e+00, 6.374161695457528864e+00, 4.634789087091424342e+00, 8.764431724967804982e+00, 7.695010115876415924e+00, 8.545180109979476413e+00, 7.678708593083575451e+00, 6.362609018223677637e+00, 6.031345192035698410e+00, 8.127728537624939520e+00, 7.157673201875828894e+00, 8.550353420981936736e+00, 8.382495624708690585e+00
1.901000000000000000e+03, 7.773987493038801766e+00, 5.656600222955514568e+00, 8.099722748891350577e+00, 8.273019929606117984e+00, 6.297066548645351425e+00, 4.801963851221072055e+00, 9.031582540896774702e+00, 8.387819943721167348e+00, 8.777628983396427387e+00, 7.617385000012720120e+00, 6.601273157176763995e+00, 6.219824457721987443e+00, 8.389366494206507596e+00, 7.804661643590679709e+00, 8.331247640693547396e+00, 8.264773758418808569e+00
1.902000000000000000e+03, 8.413326059673027046e+00, 5.943526199537233268e+00, 7.993101528610365492e+00, 8.496901151501287330e+00, 6.366527125554365618e+00, 4.626230256165498211e+00, 9.179452464963668845e+00, 8.359137080026137312e+00, 8.483932245815065443e+00, 7.630406824534357035e+00, 6.518564745953421280e+00, 6.432021322774701844e+00, 8.406661883569878313e+00, 7.294570531306324490e+00, 8.466550404940685226e+00, 7.706693513490024294e+00
1.903000000000000000e+03, 8.635810672448128500e+00, 5.481846281769419349e+00, 8.093882585138320707e+00, 8.046433188109434198e+00, 6.073062444464905063e+00, 4.593872450987671385e+00, 9.142269238796021824e+00, 8.197227275115494649e+00, 7.929680310005553068e+00, 6.583205386497463785e+00, 5.712486052474234022e+00, 6.221002930605450842e+00, 8.359242367666949391e+00, 7.063649490140665677e+00, 7.756688467745174620e+00, 8.174744156287589547e+00
1.904000000000000000e+03, 7.879027200184156143e+00, 5.434996144105939564e+00, 8.050833799137533831e+00, 7.901899965633463196e+00, 5.712110976653006489e+00, 4.628927084886965027e+00, 8.815066791718576766e+00, 8.631522781970852876e+00, 7.871638358301839666e+00, 7.546928897057337160e+00, 6.037505739576337405e+00, 6.232225189331138004e+00, 7.591112309286196513e+00, 7.408505414090877927e+00, 8.912285713101852025e+00, 8.138823692323519765e+00
1.905000000000000000e+03, 8.349309243374225531e+00, 5.732792093715209703e+00, 8.463340234924540795e+00, 8.352435522212052987e+00, 6.158797788138076434e+00, 4.790842034130670335e+00, 8.979827833611725652e+00, 9.226021823564490631e+00, 8.350380604261616213e+00, 7.743024183101884894e+00, 6.134211584726736888e+00, 6.034525957613499969e+00, 8.085384361215444571e+00, 7.813712575656647452e+00, 8.413872492541399239e+00, 8.475436540576781752e+00
1.906000000000000000e+03, 7.684991619573571242e+00, 5.905489752431240191e+00, 8.003034644375338402e+00, 8.026829169721002799e+00, 5.399508554741728972e+00, 5.018601037692008049e+00, 9.193716034332812370e+00, 7.943508822524034230e+00, 8.450321082853923471e+00, 7.025017516727968925e+00, 6.843457232611519281e+00, 6.429560353106158921e+00, 8.445844456146474499e+00, 7.575661741122357462e+00, 8.829985215368269635e+00, 8.527402322761027165e+00
1.907000000000000000e+03, 8.123029350603077958e+00, 5.638425295139580129e+00, 7.949811810770148313e+00, 8.137494932875027231e+00, 6.159508986104141215e+00, 4.832398412747741290e+00, 9.853069678705574930e+00, 8.460996279937312181e+00, 8.517600777860881323e+00, 7.748019193579072983e+00, 6.843417065218217132e+00, 6.489927832600118407e+00, 8.333461940534551360e+00, 7.692488562273355868e+00, 8.330341412923498723e+00, 8.371142546810769858e+00
1.908000000000000000e+03, 8.347815945410346217e+00, 5.537749208970212500e+00, 7.241984088506211670e+00, 8.815262185418095697e+00, 5.614147463177263653e+00, 4.910972912461624595e+00, 9.040863672828438169e+00, 8.987192523233593633e+00, 8.287471691982593924e+00, 7.228621230753423887e+00, 6.477011329380119697e+00, 6.164095222765380910e+00, 8.508716213311213750e+00, 7.244772063584628441e+00, 8.570817962631153364e+00, 8.667618520518065139e+00
1.909000000000000000e+03, 8.230147251649961859e+00, 5.767954926808954497e+00, 8.513295595669026383e+00, 8.066165274188549006e+00, 6.451220345974994608e+00, 4.929573981207894029e+00, 9.002457806315177891e+00, 8.310408965044493002e+00, 8.860537107357947306e+00, 7.404699329256326124e+00, 6.707114394291913584e+00, 6.230814191294207660e+00, 8.468061940611859129e+00, 7.166789663051422288e+00, 8.325526435660506763e+00, 8.719056079720974850e+00
1.910000000000000000e+03, 8.902306514493202982e+00, 5.703895606077367120e+00, 8.002471823504992088e+00, 8.541294013888702352e+00, 5.553789798613500750e+00, 4.805837682062001903e+00, 9.092734305458710864e+00, 8.086019155798840785e+00, 8.696641305604083882e+00, 7.507852137121701297e+00, 6.293832423809172738e+00, 6.285646162920858870e+00, 8.386038734126977090e+00, 7.178750583420698383e+00, 8.167841237384370956e+00, 8.498372790251353948e+00
1.911000000000000000e+03, 8.051280395348751284e+00, 5.918291352357443635e+00, 8.061265822809824400e+00, 8.116759838438531105e+00, 5.278425871308499495e+00, 5.089464194324037294e+00, 9.063399168700062347e+00, 8.213707655234074423e+00, 8.717999472481535506e+00, 7.637999540229170492e+00, 6.634956610521175691e+00, 6.355606993067827837e+00, 8.573132180550040005e+00, 7.239827383349476619e+00, 9.225291892301571650e+00, 8.037817004973181412e+00
1.912000000000000000e+03, 8.291853008683576221e+00, 5.983211798636538958e+00, 7.598327735274816419e+00, 8.022508850381941059e+00, 4.538765886554255502e+00, 4.859936242281241547e+00, 8.985645817384044776e+00, 8.225905175664255609e+00, 8.432475614072197700e+00, 6.682326627402099817e+00, 6.097290878626920652e+00, 6.207078375539246018e+00, 8.754281029031542261e+00, 7.094662437024251034e+00, 9.168841688193948514e+00, 8.322292933177140029e+00
1.913000000000000000e+03, 8.406698810791118248e+00, 5.761805391632277562e+00, 7.776818419834426344e+00, 7.565683828858114524e+00, 5.236801466911806813e+00, 4.969207763971860814e+00, 9.276956466661021139e+00, 8.519772286233740388e+00, 8.262310843563692941e+00, 6.544184199987696182e+00, 6.059544116603153618e+00, 6.319466374918251361e+00, 7.927380842141314332e+00, 7.302799192198469846e+00, 8.698902396671231330e+00, 8.979272193312214156e+00
1.914000000000000000e+03, 7.740710440265576864e+00, 5.759425379093054964e+00, 8.280724705324939094e+00, 8.033303026060767849e+00, 5.238588307623007090e+00, 4.909839091436862368e+00, 9.680435103463278068e+00, 8.398774151317359937e+00, 8.248908838577934333e+00, 7.384325138016029300e+00, 6.351780377929861388e+00, 6.462089408844067684e+00, 8.514953802125546645e+00, 7.481484772318993670e+00, 8.251068816456466948e+00, 8.627684204118583722e+00
1.915000000000000000e+03, 8.058527698341523049e+00, 5.938096701756037099e+00, 8.455952272307824202e+00, 8.270592918643878022e+00, 5.139628394824558910e+00, 5.078264420627744080e+00, 9.520024070969244079e+00, 8.995883379080854780e+00, 8.344328485343584845e+00, 7.061857921130480165e+00, 6.599157903607922648e+00, 6.718293508171305994e+00, 8.360424892021049104e+00, 7.456642834698602229e+00, 8.489374552045736877e+00, 8.754429071327537670e+00
1.916000000000000000e+03, 8.446349507457686201e+00, 5.893117466215690214e+00, 7.992014681017559852e+00, 7.927725092383300698e+00, 5.175325549854169260e+00, 5.314860915563454746e+00, 9.179362949741031841e+00, 8.380006771335558824e+00, 8.215468421006752564e+00, 7.007894168661593426e+00, 6.450433162767234663e+00, 6.552643596976794882e+00, 8.429278240232482844e+00, 7.538528253333839579e+00, 8.830866443051592185e+00, 8.841689967126033167e+00
1.917000000000000000e+03, 8.150602923537903166e+00, 5.928818545875984114e+00, 8.338198863798735871e+00, 8.111189683703075914e+00, 5.292332418820844708e+00, 5.033066445291439983e+00, 8.794765911490626920e+00, 8.091823659355698695e+00, 8.477687147562624759e+00, 6.722336155185763218e+00, 6.313417487318967680e+00, 6.511370960815665576e+00, 8.304845842276078471e+00, 7.768669141321009164e+00, 8.408122400406879748e+00, 8.609328706427966438e+00
1.918000000000000000e+03, 7.923775482040960938e+00, 6.165282159408924656e+00, 7.742014256991005539e+00, 7.714703931046494212e+00, 5.478366560772563787e+00, 5.102907275302055901e+00, 8.937730321544359313e+00, 8.510238477333247786e+00, 8.986762721810917398e+00, 7.412419915865356757e+00, 6.509349449883113259e+00, 6.435268054332805576e+00, 8.593417399873178653e+00, 7.581933759758629598e+00, 8.632656458092968776e+00, 8.644378068013310212e+00
1.919000000000000000e+03, 7.720792907948572648e+00, 6.088212585559218404e+00, 7.867709335535547410e+00, 7.829166715626535655e+00, 6.099724257567525676e+00, 5.096891177716679877e+00, 8.627527160497148628e+00, 8.226134029017609706e+00, 8.559905132198784017e+00, 7.008994432244977979e+00, 6.019358643077088900e+00, 6.595435864389297187e+00, 8.801076544645120237e+00, 7.175476706497291524e+00, 8.476646319904107330e+00, 8.899913586581908120e+00
1.920000000000000000e+03, 8.133131993248138514e+00, 6.118872337763135327e+00, 7.736094864532893745e+00, 8.141607697694304591e+00, 6.277070561844196206e+00, 5.060495475495121909e+00, 8.966197258680901783e+00, 9.116769531772295210e+00, 8.910544103117434389e+00, 7.061072214006806291e+00, 6.608938968803204972e+00, 6.362433477871099363e+00, 8.730765489052906503e+00, 7.405658145845759321e+00, 8.572668696651467357e+00, 8.362096538900081200e+00
1.921000000000000000e+03, 8.336879158227622710e+00, 6.290032900062263010e+00, 8.230866907033249191e+00, 8.124741315413242404e+00, 6.787444982211771283e+00, 5.762436294200990794e+00, 9.367083676389919233e+00, 8.644827656416524064e+00, 8.863058652582418873e+00, 7.483052027933815076e+00, 6.778120557179349248e+00, 6.603058074046493253e+00, 8.695592983522983488e+00, 7.383171854617012642e+00, 8.867927002912942669e+00, 8.653355196148341477e+00
1.922000000000000000e+03, 8.652097859409771274e+00, 6.235298999130438169e+00, 8.350177292796480799e+00, 7.999244898539319415e+00, 6.037248354198332834e+00, 5.359783708980044636e+00, 9.284197140044325280e+00, 8.779290261671096829e+00, 8.685660365146969042e+00, 7.688839688158878971e+00, 6.278494248237669773e+00, 6.603560840609135063e+00, 8.784320974771242518e+00, 7.467934727332723455e+00, 8.509447540371731122e+00, 8.819006370076202472e+00
1.923000000000000000e+03, 9.097468717761925561e+00, 6.027585558223048423e+00, 8.725868095814808711e+00, 7.700008823341180531e+00, 6.418582796053960315e+00, 5.049203020750448800e+00, 9.790151865437406897e+00, 8.720987139939973432e+00, 8.779251743617546566e+00, 8.106561377301440885e+00, 6.940252733803514928e+00, 6.425587261980909126e+00, 8.908862402963338312e+00, 7.612660605570875205e+00, 8.945217394363853103e+00, 8.556891576077008565e+00
1.924000000000000000e+03, 8.654936301512941910e+00, 5.949646131023026641e+00, 8.332108000896006672e+00, 8.189129259665856253e+00, 5.087500314694815451e+00, 4.946643306548295982e+00, 9.270296307932554214e+00, 8.391670861162857875e+00, 9.234437382838347474e+00, 7.633789951052805556e+00, 6.670855026019049561e+00, 6.508337157486312030e+00, 8.633472296366820231e+00, 7.178031386505121070e+00, 8.380211242770450042e+00, 8.564780449734630707e+00
1.925000000000000000e+03, 8.648843134858660520e+00, 6.485524757068582780e+00, 8.991913133542405845e+00, 8.104153194199469112e+00, 5.881862842332122199e+00, 5.245045628421340034e+00, 8.904008561735590632e+00, 8.997034564001452850e+00, 9.113010817054156831e+00, 7.983149094787152400e+00, 6.392066721132437124e+00, 6.415570155333933933e+00, 8.571765401630235814e+00, 7.763079588086038818e+00, 8.880967597893597798e+00, 8.633045472665095588e+00
1.926000000000000000e+03, 8.452419951203424375e+00, 6.340518048306011067e+00, 8.638075039292109736e+00, 8.515457832894204770e+00, 6.020846039388600524e+00, 5.267877408361266056e+00, 9.562401495970931364e+00, 8.061115272376135010e+00, 8.744564855820694760e+00, 7.411269012125980105e+00, 7.004916724615339874e+00, 6.635108745047618939e+00, 8.525639660963157951e+00, 7.833979180522564256e+00, 8.629328730754632915e+00, 9.473410844552175192e+00
1.927000000000000000e+03, 8.130551589632391440e+00, 6.095750449665650272e+00, 8.804769531899861335e+00, 8.344789487917028126e+00, 6.352846319842904599e+00, 5.225338373224143851e+00, 9.885458629899398275e+00, 8.862524217324763143e+00, 8.983665975824537853e+00, 8.233686012864206205e+00, 6.690559948979162286e+00, 6.744704443445161068e+00, 8.470740185252347842e+00, 7.637234231476436541e+00, 8.796637954953153482e+00, 8.851268948693832073e+00
1.928000000000000000e+03, 8.843176059208877504e+00, 6.065368495655319769e+00, 8.564308894059173838e+00, 8.044685366034848073e+00, 5.256441791752121340e+00, 5.467367895493862484e+00, 8.858067855939573576e+00, 8.989763461662411359e+00, 9.114414274084461809e+00, 8.440455844856066037e+00, 6.789799769318737077e+00, 6.775158517097174204e+00, 8.486510813109232387e+00, 8.138232173355346433e+00, 9.033909693859675016e+00, 8.058350317660977424e+00
1.929000000000000000e+03, 8.387424474280164688e+00, 6.057869738705360163e+00, 8.676030558528672998e+00, 8.520788517957896602e+00, 6.189906653025254890e+00, 5.432870052893383317e+00, 9.520583200831357118e+00, 8.147368131858318208e+00, 8.882732334862099677e+00, 7.602315151999643916e+00, 6.959970756878892217e+00, 6.917402051303489507e+00, 8.723777932518522960e+00, 7.755073856550399825e+00, 8.708897187392034667e+00, 8.349740079990894515e+00
1.930000000000000000e+03, 8.377526460805709618e+00, 5.966042843732078715e+00, 7.846647044103609581e+00, 8.214116600073511520e+00, 5.119296584123643967e+00, 5.274010543477423596e+00, 9.286160252180945207e+00, 8.921499453108451050e+00, 8.965968241008862805e+00, 7.855197128939970241e+00, 6.388742987143472440e+00, 6.816314461712966732e+00, 8.613813696878906967e+00, 7.508131024229946604e+00, 8.943052864413898462e+00, 8.689514404264809144e+00
1.931000000000000000e+03, 8.407057315728060587e+00, 5.830335829429993844e+00, 8.358335266541624620e+00, 8.720437703789803763e+00, 5.448558745074443266e+00, 5.375807170295894721e+00, 9.295871505802876911e+00, 8.900706522934671128e+00, 8.905924999204643200e+00, 7.780067564201716301e+00, 6.923947178458512042e+00, 6.693117410563186986e+00, 8.711333112243401899e+00, 7.497403615830686263e+00, 8.697471102061854253e+00, 8.715764910049079717e+00
1.932000000000000000e+03, 8.579979101712375211e+00, 6.224700861410398467e+00, 8.547092440434887806e+00, 8.351217599954495086e+00, 5.350144198488838043e+00, 5.165431091460847668e+00, 1.017044617271593765e+01, 9.073693166877596639e+00, 8.482366727769637293e+00, 7.519961955027630651e+00, 7.075198708923511326e+00, 6.870198010605267136e+00, 8.880508553713072573e+00, 7.744506242658120598e+00, 8.763545362011520012e+00, 8.047678332982750149e+00
1.933000000000000000e+03, 8.416454230884191645e+00, 5.996818725505283609e+00, 8.368471164349417180e+00, 8.424732931750561704e+00, 6.311850769866615529e+00, 5.252558194535905223e+00, 9.614717974012922497e+00, 9.138623537372737360e+00, 8.722854339167938065e+00, 7.642763172439957842e+00, 6.676329321235816572e+00, 6.661295587222510584e+00, 8.541506882679737345e+00, 7.725945083040633321e+00, 8.693083686832977719e+00, 8.446382561121717814e+00
1.934000000000000000e+03, 8.548678201524166909e+00, 5.991164159387693644e+00, 7.767021476628226395e+00, 7.757483063648512811e+00, 6.344177072376779414e+00, 4.805099874146703698e+00, 9.294485921549584972e+00, 8.378143481327580133e+00, 8.773507641850857297e+00, 6.791228522666659551e+00, 6.581940990939796343e+00, 6.714414684086397855e+00, 8.903605035037402970e+00, 7.412740228806804943e+00, 8.692965274125741715e+00, 8.226335209554646255e+00
1.935000000000000000e+03, 8.249348762362068044e+00, 6.062094030292523250e+00, 8.560912392554067551e+00, 7.768991475708856065e+00, 6.461464360741639545e+00, 4.881597987369326930e+00, 9.585782029277339689e+00, 8.752374851224452357e+00, 8.506166987467846496e+00, 7.116161857269680091e+00, 6.992708486640501597e+00, 6.847708054875508488e+00, 8.771039064780641326e+00, 7.822761059135899586e+00, 8.705823291265096131e+00, 8.548069846823951323e+00
1.936000000000000000e+03, 8.125252826056421185e+00, 6.082772079704651169e+00, 7.998305700645465421e+00, 8.041517503502978670e+00, 6.229523311643716532e+00, 5.025252404772534653e+00, 9.877787226285047240e+00, 9.175305324908871185e+00, 8.752715579252399181e+00, 6.870285396344204543e+00, 6.328550550977670497e+00, 6.825435189793573443e+00, 8.649372589597952299e+00, 7.811883898931939463e+00, 9.066626728456903095e+00, 8.711034288705443274e+00
1.937000000000000000e+03, 8.883968587203810330e+00, 6.072927745932281240e+00, 9.095443251954051789e+00, 7.750892182509761419e+00, 6.017146510110812585e+00, 5.279924035493589685e+00, 9.464359870115142570e+00, 8.109426822911876442e+00, 8.765632173152816620e+00, 6.925573521073493666e+00, 6.469550651798050112e+00, 6.923814172973711045e+00, 8.362888686926089221e+00, 7.553182894083107612e+00, 8.792519472038257788e+00, 8.946107525495708757e+00
1.938000000000000000e+03, 8.403844900097199755e+00, 6.066459529920346760e+00, 8.952645789380026642e+00, 7.579807687898723501e+00, 6.024590253528748107e+00, 5.422397051077776808e+00, 9.195220183274582126e+00, 8.519081887358405325e+00, 9.009892134807067521e+00, 7.060509050196666969e+00, 6.741932245205751073e+00, 6.944907666369790178e+00, 8.077334374557374019e+00, 8.330630725739117892e+00, 8.345181661661978723e+00, 8.829470934003788685e+00
1.939000000000000000e+03, 8.328040874310174146e+00, 5.899192325933155345e+00, 8.437185189633847671e+00, 7.752044792166778109e+00, 4.712003946283478406e+00, 5.622010875923110440e+00, 9.208393565949466009e+00, 9.285062379872329075e+00, 8.501726312199128444e+00, 7.550790540957260433e+00, 6.780465412582922013e+00, 6.824385429711335327e+00, 8.373966936837689445e+00, 8.000731701652201266e+00, 9.411767091129823015e+00, 8.869181721360284598e+00
1.940000000000000000e+03, 8.337999912990822438e+00, 6.002171473722153650e+00, 8.510453698099096798e+00, 7.432075749717075297e+00, 5.592654314584588171e+00, 5.255000100312178013e+00, 9.304247989577714151e+00, 8.815398492292116472e+00, 8.638511127662441780e+00, 7.767420479194159455e+00, 6.417960389534353105e+00, 6.786281489635782371e+00, 8.134517198878846500e+00, 7.853615026561342916e+00, 8.988068552016740043e+00, 8.377214296647093050e+00
1.941000000000000000e+03, 8.513809187323316152e+00, 6.034179887809630216e+00, 8.760507480387662582e+00, 8.162552226048939374e+00, 5.769571482923278261e+00, 5.178971869495576641e+00, 9.325191170832864529e+00, 8.638549065721520037e+00, 8.948492933040606445e+00, 7.245495848569968089e+00, 6.863907494785451924e+00, 6.771676352754480988e+00, 8.169622160531007538e+00, 8.015115359182789945e+00, 8.934498750707149384e+00, 8.653189308363524290e+00
1.942000000000000000e+03, 8.222163079899994287e+00, 6.170749268633580087e+00, 8.369939967742888953e+00, 8.179789589468233757e+00, 5.383875612950889789e+00, 5.232623089476297729e+00, 9.509917014050538242e+00, 8.480373083538086831e+00, 8.788587060303113319e+00, 7.892090578563514924e+00, 6.861738184488793024e+00, 6.793496301018587147e+00, 8.346638883411406695e+00, 7.598013144952735942e+00, 8.692427189783536789e+00, 8.221125381222076811e+00
1.943000000000000000e+03, 8.531183664426405855e+00, 6.197742658953998784e+00, 7.889383833484963304e+00, 7.650995357129334096e+00, 5.939724093101784064e+00, 5.614756644689342657e+00, 9.452079218665799587e+00, 8.878532968844428552e+00, 9.037930087323697848e+00, 7.142255257026560500e+00, 6.426219617247519444e+00, 6.814042879317049106e+00, 8.340228155860900827e+00, 7.639111103880793507e+00, 8.815113206634505261e+00, 8.785967147743221517e+00
1.944000000000000000e+03, 8.722277003692930464e+00, 6.107978809800876263e+00, 8.714493771583590842e+00, 8.216833937804487675e+00, 5.130200170424315864e+00, 5.909761022099214500e+00, 1.005256444699647211e+01, 9.124525701963564828e+00, 8.886331055254043321e+00, 6.956839117910496917e+00, 7.257905874194729989e+00, 7.080115990795827763e+00, 8.645463302072005973e+00, 7.968918813565772474e+00, 8.349436865367730221e+00, 8.887875612158964600e+00
1.945000000000000000e+03, 8.249458088525654986e+00, 6.156650343723149454e+00, 8.775207732703631081e+00, 7.773578141810070896e+00, 6.002619685099499947e+00, 5.547789814137867204e+00, 9.133175795946925746e+00, 8.398426466424144365e+00, 9.014413401339790965e+00, 8.069494230992157568e+00, 6.896558401728177579e+00, 7.068725938370627127e+00, 8.532472944804020187e+00, 7.975177800004068729e+00, 8.790744804974115922e+00, 8.926042333961147435e+00
1.946000000000000000e+03, 8.156108266770623061e+00, 6.260533686504285988e+00, 8.852231071674459884e+00, 8.143273801452027172e+00, 6.198536577571871042e+00, 5.766625065298654818e+00, 1.005366669176800443e+01, 8.817308706251719030e+00, 8.540089813232908611e+00, 8.156233488942692844e+00, 7.131531710216997055e+00, 6.922343225450514836e+00, 8.662803451673379840e+00, 7.395869958929385035e+00, 8.721748680907024820e+00, 8.377876028912943696e+00
1.947000000000000000e+03, 8.535777499152999326e+00, 6.556624775389787274e+00, 8.557569307220067145e+00, 8.631271816366375305e+00, 6.275989331939105575e+00, 5.716159455254070210e+00, 9.909216168091990795e+00, 8.730387757590513331e+00, 8.888819854879516313e+00, 7.115813153661030732e+00, 6.951322836673909045e+00, 6.964950095496909910e+00, 8.468631902735738848e+00, 7.846801541184393436e+00, 9.170504304829352193e+00, 8.461326135345853316e+00
1.948000000000000000e+03, 8.125418634250417327e+00, 6.263866041307550425e+00, 8.526523847366188846e+00, 8.071901945979675475e+00, 6.791089634044470635e+00, 5.562871900355748522e+00, 9.221853244773816627e+00, 9.273495013750878257e+00, 8.733757221322997921e+00, 7.961672719982871627e+00, 6.447873731995776403e+00, 7.016686871933491609e+00, 8.324602785992995635e+00, 7.850920651663892080e+00, 9.476099646559939416e+00, 8.687192788415400102e+00
1.949000000000000000e+03, 8.124383069494438558e+00, 6.362789377992617901e+00, 8.756631960899683875e+00, 8.017075553168682589e+00, 6.122269777597697527e+00, 5.587722487347092759e+00, 9.683413546066468314e+00, 8.512251660857511837e+00, 8.443865514599409039e+00, 7.567721901787397343e+00, 6.808263420765122476e+00, 7.088439540687565099e+00, 8.537601160731442818e+00, 8.290317617649371584e+00, 9.241557212630826967e+00, 9.031260885523590076e+00
1.950000000000000000e+03, 8.379853933909851449e+00, 6.474721535879422341e+00, 8.330642714164850915e+00, 7.831772924814057291e+00, 6.707622438433820555e+00, 5.406249258324967499e+00, 9.614956965024132884e+00, 8.092719339770432896e+00, 8.236398923942102712e+00, 7.186934140629893442e+00, 6.439318161131234675e+00, 6.990769669240484596e+00, 8.248950664829047597e+00, 7.804664312093688494e+00, 8.345455969097388405e+00, 8.985573664454289400e+00
1.951000000000000000e+03, 8.549731091895111490e+00, 6.338953020669322314e+00, 8.440541387069595558e+00, 7.808392364528741858e+00, 5.165444512927868992e+00, 5.684830011355215262e+00, 9.484966854069559972e+00, 8.701958189166365543e+00, 8.821012950408823272e+00, 7.856194614607715287e+00, 6.876820899831320055e+00, 6.929273063626014029e+00, 8.302105720942643430e+00, 8.004799674937819631e+00, 9.126021680015778514e+00, 8.236238014472501590e+00
1.952000000000000000e+03, 8.607624596673778328e+00, 6.314719261791802651e+00, 8.737842794419892201e+00, 7.525046945048730507e+00, 5.693354182370836014e+00, 5.776087296954618644e+00, 9.145368757042733776e+00, 9.044361892787348367e+00, 8.326876803111193937e+00, 7.770213192212861664e+00, 6.829959798766108925e+00, 7.018035369786647770e+00, 8.150276169801047743e+00, 7.782836383647872225e+00, 8.751770522473801606e+00, 9.044059062337744592e+00
1.953000000000000000e+03, 8.495783362598226418e+00, 6.414117144407936344e+00, 8.511291242277939872e+00, 7.798791422125637141e+00, 5.926664204475413200e+00, 5.948823335156464331e+00, 9.344912698011503593e+00, 9.139231795426766780e+00, 8.008670613544188299e+00, 8.064379186180024917e+00, 6.644299419207179369e+00, 6.966968581497550161e+00, 8.026414453606731669e+00, 8.050752171289902392e+00, 9.093338018414311108e+00, 8.661001841221843023e+00
1.954000000000000000e+03, 8.414196837758058933e+00, 6.375147062080197990e+00, 8.437557988677349741e+00, 8.325925947261973548e+00, 5.599641239953465188e+00, 5.728605299651380101e+00, 9.425430962044693217e+00, 8.385660847420522757e+00, 9.524582783384600404e+00, 7.488192923936788148e+00, 7.153447875630956077e+00, 6.820937503706264948e+00, 8.760062276745223642e+00, 8.161461777012718244e+00, 8.746642489451932789e+00, 8.749669998943254257e+00
1.955000000000000000e+03, 8.056693019357057395e+00, 6.004883423716429469e+00, 8.468743976793009054e+00, 7.731704838816574998e+00, 6.318126855301915867e+00, 5.671888015524058524e+00, 9.789821012444875237e+00, 8.135019302981609357e+00, 8.980455441510395431e+00, 7.227158242128999710e+00, 6.893405691054089957e+00, 7.071603395989657592e+00, 8.653442413837627356e+00, 7.768524928474928259e+00, 9.076600676150919256e+00, 8.541720981906435028e+00
1.956000000000000000e+03, 8.049545347549866392e+00, 6.032808912398876622e+00, 8.503044137826000437e+00, 8.476456842866138430e+00, 5.808477650196917530e+00, 5.564051295383287687e+00, 1.038254121244956352e+01, 8.115487931084777173e+00, 8.824996982312335092e+00, 7.764624449699734754e+00, 7.392789272186702121e+00, 7.102351808104553577e+00, 8.627706376970596835e+00, 8.122445760454018782e+00, 8.951140463051627805e+00, 8.443316605221284021e+00
1.957000000000000000e+03, 8.383399892593297764e+00, 6.079159976978550262e+00, 8.191702948342999946e+00, 7.382177138554845364e+00, 5.436029444598107219e+00, 5.481199086309844759e+00, 9.519742774417556674e+00, 8.532946824504536565e+00, 8.758215201757078461e+00, 8.008996210862870058e+00, 7.067548427506093134e+00, 6.837149960097296031e+00, 8.785889749876023558e+00, 7.676460414312312075e+00, 9.015241768063992467e+00, 7.845893606004222143e+00
1.958000000000000000e+03, 8.174141556383752061e+00, 6.076465928314022769e+00, 8.640274017188824374e+00, 8.038699284868437545e+00, 5.357931017542367336e+00, 5.486585961546638579e+00, 1.018256568054482081e+01, 9.075921334649622807e+00, 8.890581568603087348e+00, 6.992411900842249395e+00, 7.115682615132357114e+00, 6.996995717033920315e+00, 9.044262738939650603e+00, 7.040192712433802846e+00, 9.349229320578134050e+00, 8.939579019476104449e+00
1.959000000000000000e+03, 8.777221238051193808e+00, 6.045480600050650466e+00, 8.393941510294098407e+00, 8.063800570595367034e+00, 5.283964577793027750e+00, 5.596191449033369736e+00, 9.413003122425051217e+00, 8.733468563192966272e+00, 8.837006429691728115e+00, 7.885938839400554734e+00, 6.626030357869026943e+00, 6.818974852506666018e+00, 8.865941863163929071e+00, 7.220197187516466997e+00, 9.815986559030667635e+00, 8.579450410896509283e+00
1.960000000000000000e+03, 8.770973708105076483e+00, 5.992234590787629323e+00, 8.274014937730928665e+00, 7.641479996299934463e+00, 5.567475252012838993e+00, 5.954483403011966658e+00, 9.676736601266220816e+00, 8.067229868394804271e+00, 8.856842564173074805e+00, 7.466659373053841975e+00, 7.439587702374492295e+00, 6.988617349791746314e+00, 8.403837371649039767e+00, 7.178002861655754074e+00, 8.980702999946348797e+00, 8.396471544458352199e+00
1.961000000000000000e+03, 8.599492289464754080e+00, 5.894343089553509607e+00, 7.768564594934203704e+00, 7.515475087054306336e+00, 5.860964342713723241e+00, 5.770037705929252247e+00, 1.003572552994818068e+01, 8.244341390890575383e+00, 8.669462768489408333e+00, 7.637619994507836019e+00, 7.287031867786725847e+00, 6.849513613792655775e+00, 8.755749062750025402e+00, 7.502312746905894336e+00, 8.880427358853836495e+00, 8.957929960672352365e+00
