year, GFDL-ESM4, CanESM5, NorESM2-LM, EC-Earth3-Veg, NorESM2-MM, CESM2-WACCM, IPSL-CM6A-LR, MPI-ESM1-2-LR, CMCC-CM2-SR5, ACCESS-ESM1-5, MIROC-ES2L, UKESM1-0-LL, CNRM-ESM2-1, TaiESM1
1.910000000000000000e+03, 4.205179674932610467e+00, 5.010111025760256354e+00, 3.449112226846858142e+00, 2.495495435249626137e+00, 3.512985549129547191e+00, 3.826087461140442070e+00, 1.978860977771879748e+00, 4.551760636200664401e+00, 3.985576113615013405e+00, 3.846704848654365794e+00, 5.640783005472729705e+00, 4.768807808908785084e+00, 4.080166377256878363e+00, 2.177133768028388427e+00
1.911000000000000000e+03, 4.134656546704209568e+00, 5.010684827476667103e+00, 3.472979429521155126e+00, 2.257133369698227199e+00, 3.394021445339057141e+00, 3.807895007288772948e+00, 2.012492978594328186e+00, 4.668678763498248507e+00, 4.309796066820423377e+00, 3.730698731184167727e+00, 5.555737397793002685e+00, 4.827737267132253152e+00, 4.288407989469687820e+00, 2.195258818946922208e+00
1.912000000000000000e+03, 4.028823196623547709e+00, 5.030413846182305804e+00, 3.229915002542079083e+00, 1.660588835414408493e+00, 3.371295161511069338e+00, 3.743145135261864542e+00, 1.963358023824389509e+00, 4.618153216127927507e+00, 4.054374823164843988e+00, 3.783322442724577073e+00, 5.463457298823361619e+00, 4.712138614261086822e+00, 3.942500485844782521e+00, 2.146727917930552731e+00
1.913000000000000000e+03, 3.876668694696860040e+00, 4.922408578685756098e+00, 3.291994394695627157e+00, 2.892815639945707229e+00, 3.356166482512124016e+00, 3.773570005980773079e+00, 1.927415890124972941e+00, 4.712797823497948180e+00, 4.018323071030746263e+00, 3.662049493820931367e+00, 5.504711994230252259e+00, 4.411822113633060205e+00, 4.009631366022061272e+00, 2.220168475739778824e+00
1.914000000000000000e+03, 4.009746052091282209e+00, 4.851377588166800869e+00, 3.549252727788953621e+00, 2.692971697026130595e+00, 3.477401294116581276e+00, 3.880053540926012623e+00, 2.002900327553169380e+00, 4.647578704840297448e+00, 3.954549608202070132e+00, 3.725222886129047062e+00, 5.626911316903220772e+00, 4.740476123719226109e+00, 3.962039157113811161e+00, 2.108872229347052762e+00
1.915000000000000000e+03, 4.001469876444817331e+00, 5.025855726438526183e+00, 3.255562062461452300e+00, 2.166857791927082832e+00, 3.552706912377475046e+00, 3.912134949084446589e+00, 2.016361123071087835e+00, 4.901386485415201832e+00, 4.023787092202831595e+00, 3.773770575981205688e+00, 5.759391608037575772e+00, 4.628217774682465979e+00, 4.083495005185332261e+00, 2.198750512787252198e+00
1.916000000000000000e+03, 3.985996016804817632e+00, 5.162529570859229366e+00, 3.308404788956192277e+00, 2.457418696500220268e+00, 3.470991455759542266e+00, 3.807992298352935290e+00, 2.064199237251779895e+00, 4.832378595463739046e+00, 4.231591248634196667e+00, 3.790168279767336834e+00, 5.785722850939517770e+00, 4.637066131306682770e+00, 4.072536911897447709e+00, 2.170171026536475534e+00
1.917000000000000000e+03, 4.085351611503844182e+00, 5.047016832406240994e+00, 3.500223932201495636e+00, 2.410331577525921531e+00, 3.555217816934821862e+00, 3.985361416980936600e+00, 2.042197338201674484e+00, 4.825960390531809807e+00, 4.210808854747785546e+00, 3.786614528352046261e+00, 5.615390231163441825e+00, 4.814912225538463098e+00, 4.121984539069671882e+00, 2.208224808180805798e+00
1.918000000000000000e+03, 4.129298644478383018e+00, 5.096705404692853492e+00, 3.408765475834565795e+00, 2.807634773667472494e+00, 3.519947879958862380e+00, 3.745445473454132479e+00, 2.030753534819538242e+00, 4.736849251673695527e+00, 4.183919108904220252e+00, 3.730469638134005450e+00, 5.539362673140272975e+00, 4.600379711026930885e+00, 4.095022494531519008e+00, 2.295303418139293505e+00
1.919000000000000000e+03, 4.137445272512022321e+00, 5.140575848807456438e+00, 3.311717373721350555e+00, 3.080358638133683158e+00, 3.527130708632212563e+00, 3.865285837624024001e+00, 2.046186881298672766e+00, 4.418343889727755602e+00, 4.162382802370697910e+00, 3.696395612842326983e+00, 5.380401403123006077e+00, 4.682382602790591264e+00, 4.051517343780914437e+00, 2.250131194435250226e+00
1.920000000000000000e+03, 4.204572614918911988e+00, 4.955043503139480165e+00, 3.322500763785304567e+00, 2.269880406445088372e+00, 3.602392931052322833e+00, 3.941623393879403636e+00, 2.033522730353358288e+00, 4.798079496917651454e+00, 3.992534016947051345e+00, 3.675366869618990062e+00, 5.534166084829767129e+00, 4.789607907059051151e+00, 4.111067111222466153e+00, 2.194766027665772778e+00
1.921000000000000000e+03, 4.114724704555020374e+00, 4.990822184563484143e+00, 3.352128732626199259e+00, 2.915536703131738960e+00, 3.441271117661119039e+00, 3.903669176410995867e+00, 2.084057591319068425e+00, 4.845333521947583932e+00, 4.208162858965224018e+00, 3.783744735065440512e+00, 5.578750051233417828e+00, 4.568960534823543362e+00, 4.198636699269421513e+00, 2.255101055776874919e+00
1.922000000000000000e+03, 4.154423786231951965e+00, 5.065092100283484555e+00, 3.384933620482010408e+00, 2.471155405050806664e+00, 3.374906939425725394e+00, 4.198649153014732072e+00, 2.092623997629480037e+00, 4.779764695654973750e+00, 4.058366085393195100e+00, 3.790151810450845815e+00, 5.607883169934968492e+00, 4.629386577136508585e+00, 4.119792043038764007e+00, 2.275488624418624983e+00
1.923000000000000000e+03, 4.220622069103198370e+00, 4.945993449202257253e+00, 3.596679925853730087e+00, 2.705573493160627674e+00, 3.415610758938523173e+00, 4.079512182446767277e+00, 2.052551884976614449e+00, 4.802445841822559736e+00, 4.084393970082619063e+00, 3.703513748154988239e+00, 5.601072308980370451e+00, 4.768000965027619387e+00, 4.339191168501754348e+00, 2.195217691020518114e+00
1.924000000000000000e+03, 4.066054390870383450e+00, 4.922117802784100604e+00, 3.494327284914291454e+00, 2.009134433098181294e+00, 3.414662388041423746e+00, 3.954856926306614007e+00, 2.049419866265643986e+00, 4.704729813157451979e+00, 4.078947738584537852e+00, 3.793752856039402932e+00, 5.492029107278480815e+00, 4.699923679239836005e+00, 4.197033304510418006e+00, 2.172590784114636797e+00
1.925000000000000000e+03, 4.282950338552720559e+00, 5.049434315343185098e+00, 3.506639873816454589e+00, 2.867949782201757003e+00, 3.513852106027784750e+00, 3.898915075279552944e+00, 2.109063482785270338e+00, 4.847103458324951930e+00, 4.031722508574530295e+00, 3.663437833475902128e+00, 5.518659604841796629e+00, 4.753420282589202017e+00, 4.147404929251197636e+00, 2.354872174870807466e+00
1.926000000000000000e+03, 4.067735033958301827e+00, 5.212723658608316768e+00, 3.411701805443218216e+00, 2.807946721722718308e+00, 3.595184273404310904e+00, 4.025264283956404121e+00, 2.067486877559834735e+00, 4.756204988447672477e+00, 4.119120966180769727e+00, 3.704271577802829452e+00, 5.609935990516809134e+00, 4.925606608353327864e+00, 4.348832713839506425e+00, 2.291737136574439226e+00
1.927000000000000000e+03, 4.193553880791061061e+00, 5.103353996266037029e+00, 3.437208502934645082e+00, 2.615038298909960091e+00, 3.434348993600943256e+00, 4.120756808855459141e+00, 2.041814081366509104e+00, 4.723181654056754830e+00, 4.259964359465829631e+00, 3.856239675578085890e+00, 5.751309193947943044e+00, 4.752148385349875603e+00, 4.281666299151890343e+00, 2.242527254375088930e+00
1.928000000000000000e+03, 4.259784646825951704e+00, 4.841889997056489925e+00, 3.531606063617931390e+00, 1.935848684078544935e+00, 3.595482707075213558e+00, 3.957965164365330857e+00, 2.083464584485397619e+00, 4.969067703239516298e+00, 4.187360228828454822e+00, 3.753172592953809339e+00, 5.501954637610354304e+00, 4.874401002317332754e+00, 4.167721605208813962e+00, 2.207862911205844991e+00
1.929000000000000000e+03, 4.254276603380228394e+00, 4.796119737702121633e+00, 3.474517353027600564e+00, 3.031678848778907032e+00, 3.512878042702194392e+00, 4.175635237032852665e+00, 2.095384245916762644e+00, 4.802728175210975614e+00, 4.148742874382794987e+00, 3.888701409860742420e+00, 5.704168467514547203e+00, 4.927708418175990701e+00, 4.351525552488832105e+00, 2.225752201978663081e+00
1.930000000000000000e+03, 4.382274539269252145e+00, 4.939417385716398989e+00, 3.494631728743863519e+00, 2.175500438980876527e+00, 3.493225289910081965e+00, 4.009158588637430576e+00, 2.100567410825608938e+00, 4.880857634722837624e+00, 4.311267860222819159e+00, 3.930188674815534355e+00, 5.620643047711249451e+00, 4.904275549948565960e+00, 4.206403279571321541e+00, 2.144014552830885822e+00
1.931000000000000000e+03, 4.224860759208525884e+00, 5.199529169921169647e+00, 3.579009987538126936e+00, 2.416945466323006997e+00, 3.502775939015978945e+00, 4.153745528167227086e+00, 2.126787888463396392e+00, 4.805312057938533776e+00, 4.224702135819599746e+00, 3.857475124206287020e+00, 5.499383732012684156e+00, 5.017569920848358400e+00, 4.218553705776086460e+00, 2.165508875415585788e+00
1.932000000000000000e+03, 4.043328919596286042e+00, 4.887642097615051640e+00, 3.447570946472032993e+00, 2.640391924320069972e+00, 3.508910326909826516e+00, 3.953760385937769239e+00, 2.096028480857099030e+00, 4.804779127143657291e+00, 4.087345424427114793e+00, 3.884022531618652962e+00, 5.752404979910759941e+00, 4.899783396329286944e+00, 4.451776986385002743e+00, 2.291362490596932755e+00
1.933000000000000000e+03, 4.112025323798625287e+00, 5.008198560077001815e+00, 3.653082896270894775e+00, 3.137351860904924461e+00, 3.568512352529994214e+00, 4.064318933459682981e+00, 2.069202137536629849e+00, 4.871448571791765048e+00, 4.074450690081875770e+00, 3.855029372734269710e+00, 5.660778340838311884e+00, 4.869433015643290119e+00, 4.369888280704286032e+00, 2.206872142359281863e+00
1.934000000000000000e+03, 4.120827645659185912e+00, 5.042076610578426710e+00, 3.414428203075165591e+00, 2.795827877002980077e+00, 3.646592416298187977e+00, 3.862943951260471298e+00, 2.044594493496844301e+00, 4.543465552969235155e+00, 4.111813894725439233e+00, 3.809618246420659382e+00, 5.695085016433230507e+00, 4.645015397493791554e+00, 4.180709781473348485e+00, 2.193274736786887225e+00
1.935000000000000000e+03, 3.994091020621159949e+00, 5.134869017363353549e+00, 3.504201667574489143e+00, 2.493307563099233182e+00, 3.594498136691992585e+00, 3.995433096891821023e+00, 2.046072535678673088e+00, 4.717445395285453813e+00, 4.149894759204577177e+00, 3.895370465093122014e+00, 5.613553603648947288e+00, 4.550798160189507335e+00, 4.277828486175269340e+00, 2.180491945372741380e+00
1.936000000000000000e+03, 4.192619269313675900e+00, 5.210020119451698406e+00, 3.312978878074755329e+00, 2.480876408974608260e+00, 3.418554137926532288e+00, 3.958246790320655961e+00, 2.044639816999935800e+00, 4.900060839731575690e+00, 4.233823436395678819e+00, 3.953123124842819802e+00, 5.694992960418183259e+00, 4.634493905717526729e+00, 4.011283584266527313e+00, 2.248435269453894048e+00
1.937000000000000000e+03, 4.128113543565285148e+00, 5.327297706384869436e+00, 3.321704340715721404e+00, 2.893735367072733045e+00, 3.549361877275930777e+00, 4.154035945469074065e+00, 2.095239845091878106e+00, 4.938005088277140686e+00, 4.360401560364230100e+00, 3.875538517937441085e+00, 5.606661648888078275e+00, 4.591213459657648599e+00, 4.182831849514791145e+00, 2.195687630304512528e+00
1.938000000000000000e+03, 4.248721997183197985e+00, 5.159927731090464320e+00, 3.513275376369685787e+00, 2.279509614023029318e+00, 3.630681593748497082e+00, 4.122469986576026812e+00, 2.083580924500976206e+00, 4.736444913073207807e+00, 4.160759174974213437e+00, 3.977521817875251386e+00, 5.739054244923655013e+00, 4.482338641060594320e+00, 4.338357191481202690e+00, 2.216192708488369245e+00
1.939000000000000000e+03, 3.997865473329092367e+00, 5.048350287049439444e+00, 3.459385834983873753e+00, 1.883056322778636993e+00, 3.522269375350961518e+00, 3.966928223936718734e+00, 2.104267528824823597e+00, 4.932134055269163930e+00, 4.359844318525974316e+00, 3.847688333193577392e+00, 5.745173107626782460e+00, 4.600285909944799911e+00, 4.294356683224552995e+00, 2.133598354494847360e+00
1.940000000000000000e+03, 4.067934032211747208e+00, 5.102664749948764289e+00, 3.431947700156766867e+00, 2.851031874126312982e+00, 3.681319458431335789e+00, 4.030232799355887963e+00, 2.113068364731777837e+00, 4.823913217235674900e+00, 4.188855536615744057e+00, 3.820913869037335431e+00, 5.653000212835714855e+00, 4.505291956994439850e+00, 4.254601749416369039e+00, 2.301783838257620562e+00
1.941000000000000000e+03, 4.375492250149763507e+00, 5.191267224231385313e+00, 3.368497698156626363e+00, 2.985647209690896808e+00, 3.578377201383905692e+00, 4.005157531503780177e+00, 2.117302551856634629e+00, 4.856195035700069162e+00, 4.077017323413911321e+00, 3.907388279248883656e+00, 5.608546652383863851e+00, 4.731272982169630659e+00, 4.369322163215242583e+00, 2.184340061080685125e+00
1.942000000000000000e+03, 4.117709059815574335e+00, 4.947739556679536577e+00, 3.436115674265468822e+00, 2.541040041308826769e+00, 3.401882422465905886e+00, 4.015361695608562265e+00, 2.127086051557822266e+00, 4.686563282260291174e+00, 4.032820779129737687e+00, 3.878055916788596402e+00, 5.715301549806204306e+00, 4.693071082184532727e+00, 4.298763374161311823e+00, 2.266263435788244074e+00
1.943000000000000000e+03, 4.217812319271835975e+00, 5.055123161406291032e+00, 3.469981416849910349e+00, 2.638588881420745214e+00, 3.406425669785954735e+00, 4.008461361055518424e+00, 2.152389381447394445e+00, 4.871716150964962466e+00, 4.194916494842094501e+00, 3.896909046306366697e+00, 5.695177126822374980e+00, 4.600697572051016593e+00, 4.219393891925367512e+00, 2.293731793427357335e+00
1.944000000000000000e+03, 4.173472222322963887e+00, 5.183200699331769634e+00, 3.422596775539005876e+00, 1.990996631919398130e+00, 3.444696616517383791e+00, 4.123948937793195491e+00, 2.157445240456893121e+00, 4.861131786422705936e+00, 4.088885850262823141e+00, 4.016197796240874140e+00, 5.718278676704198205e+00, 4.671970106294449643e+00, 4.367223007282905023e+00, 2.146046155065756800e+00
1.945000000000000000e+03, 4.188256950169209070e+00, 4.982362226985548759e+00, 3.549432990924430875e+00, 3.090898943372896390e+00, 3.797333083930947595e+00, 4.201327577586203788e+00, 2.173566502969415115e+00, 4.824663743657517045e+00, 4.209968205117545992e+00, 3.957154457517702895e+00, 5.668531284099795897e+00, 4.728486211757839897e+00, 4.302417496532435770e+00, 2.238887420365393677e+00
1.946000000000000000e+03, 4.102500314423139116e+00, 5.054171594989670169e+00, 3.749754532156910347e+00, 2.914393347375669130e+00, 3.385326791945443503e+00, 4.060052344352559572e+00, 2.186541616501060936e+00, 4.790832447670666738e+00, 4.163941970328122189e+00, 3.971152413163762773e+00, 5.711064740022157693e+00, 4.573479377012783509e+00, 4.379300442774402669e+00, 2.330875221170509271e+00
1.947000000000000000e+03, 4.238363344701149948e+00, 5.079674257729310582e+00, 3.422543806487411189e+00, 2.482180472175084862e+00, 3.508066840860520230e+00, 4.075266838530425595e+00, 2.193802609767341760e+00, 4.759009976395317310e+00, 4.395255365313694540e+00, 3.939056888275248802e+00, 5.725716245564969498e+00, 4.772089368134157183e+00, 4.252218324261195725e+00, 2.280300659943657049e+00
1.948000000000000000e+03, 4.201137548125314147e+00, 5.202988981088142673e+00, 3.545435568656237102e+00, 2.996738454173070831e+00, 3.636919701798110527e+00, 4.005531907117902080e+00, 2.195543511823393246e+00, 4.899763252173998218e+00, 4.402602047758363391e+00, 3.982742256356966326e+00, 5.540398753492515205e+00, 4.671145275001879149e+00, 4.219962156814791143e+00, 2.294202392165352933e+00
1.949000000000000000e+03, 4.204792159560779119e+00, 5.337986012533756153e+00, 3.539405515758820897e+00, 2.430750991652234294e+00, 3.567442508173105153e+00, 4.046746753219259141e+00, 2.202870971596791794e+00, 4.828228012926426338e+00, 4.355544523110965294e+00, 3.928816995357621966e+00, 5.565303151074910915e+00, 4.679349822798287484e+00, 4.478966351476828756e+00, 2.279878853896920354e+00
1.950000000000000000e+03, 3.972992336678398129e+00, 5.255552361684165952e+00, 3.423622549175136864e+00, 2.845361047652684494e+00, 3.714505230780941414e+00, 3.978151302045722648e+00, 2.143664933123116789e+00, 4.725408007317164483e+00, 3.964642381794506232e+00, 3.881910904281217878e+00, 5.686621564758389091e+00, 4.483805991303501770e+00, 4.225003235513125510e+00, 2.339964375954226128e+00
1.951000000000000000e+03, 4.158153177765976594e+00, 5.085845702935213097e+00, 3.628939218869100092e+00, 2.006307154505031054e+00, 3.599369105101492217e+00, 3.972453842679295910e+00, 2.154473515510779702e+00, 4.685361461922298076e+00, 4.287059180389693580e+00, 3.917893204258857676e+00, 5.593284354906379541e+00, 4.439574928735222414e+00, 4.247898140261101574e+00, 2.288820997403591129e+00
1.952000000000000000e+03, 4.121549630731500713e+00, 5.252840893034082193e+00, 3.443532379140173294e+00, 2.778277968837498335e+00, 3.568020090486845763e+00, 3.964082659798580988e+00, 2.206848113196266059e+00, 5.043279761240533787e+00, 4.008339080718237746e+00, 3.923108564668003062e+00, 5.512090823248589899e+00, 4.557200462157054766e+00, 4.382167507232816561e+00, 2.306092833248768237e+00
1.953000000000000000e+03, 3.979272075284099763e+00, 5.053281586748340715e+00, 3.635592665573762261e+00, 3.198193509320570893e+00, 3.610091761505982433e+00, 4.099722958215310520e+00, 2.272094299160309472e+00, 4.810484001323452219e+00, 4.293553666868132446e+00, 3.895327390449656590e+00, 5.524328753322397922e+00, 4.569989646329712052e+00, 4.268349339537198972e+00, 2.267028172356544413e+00
1.954000000000000000e+03, 4.451215795751393145e+00, 5.151341160942155106e+00, 3.322892657229742142e+00, 2.365622754902851010e+00, 3.518137983917001055e+00, 3.899177064081399635e+00, 2.225172348338007033e+00, 4.877867462679605026e+00, 4.195963515924184151e+00, 3.876986715369551639e+00, 5.504187773268355066e+00, 4.721125748970846026e+00, 4.554463592116477777e+00, 2.324658784620490248e+00
1.955000000000000000e+03, 4.303086676774626085e+00, 5.306363909637687115e+00, 3.573905711568067023e+00, 2.898112155121188138e+00, 3.441344925309677727e+00, 3.911578016277788006e+00, 2.208472824727538253e+00, 4.680930470980449343e+00, 4.354310882088673118e+00, 4.018769918693022802e+00, 5.619430468116064503e+00, 4.679547439101700235e+00, 4.299990796677539251e+00, 2.182855846284917689e+00
1.956000000000000000e+03, 4.239623761760620724e+00, 5.073542372893509622e+00, 3.484734192784201490e+00, 2.409163642113238968e+00, 3.493026371625115978e+00, 3.757946150522629924e+00, 2.177971322021261980e+00, 4.446841244559974093e+00, 4.293477731679780973e+00, 3.965115720013314249e+00, 5.788317365642892121e+00, 4.859909980067833146e+00, 4.499552048827673012e+00, 2.093882624894241928e+00
1.957000000000000000e+03, 4.285230315920135702e+00, 4.872214285133131817e+00, 3.608043373070280779e+00, 2.203759483029386512e+00, 3.330602896761740706e+00, 3.928042751235561791e+00, 2.198950022678646921e+00, 4.791180924220205917e+00, 4.155201669081328042e+00, 3.858766215040653869e+00, 5.641589365231528319e+00, 4.681046232242335847e+00, 4.368855367728342820e+00, 2.160704307160485893e+00
1.958000000000000000e+03, 4.260933161744475228e+00, 4.977724733890368292e+00, 3.491010396918358794e+00, 2.418573881407814152e+00, 3.341518413062838366e+00, 3.902100729592735906e+00, 2.180494186344821284e+00, 4.797080903360178894e+00, 4.372779734559153475e+00, 3.902751892791795463e+00, 5.667586758968647942e+00, 4.833926482107353095e+00, 4.392115335161858702e+00, 2.235137615162829938e+00
1.959000000000000000e+03, 4.265709913867653746e+00, 5.175359191394306890e+00, 3.378592529426393654e+00, 2.459352891896791959e+00, 3.394418639441423302e+00, 3.811685473193942908e+00, 2.188779937163001676e+00, 4.762491295717392603e+00, 4.606670880549326164e+00, 3.803493548777537203e+00, 5.587772126512818183e+00, 4.759274726364232322e+00, 4.346561210121411278e+00, 2.190233109137573297e+00
1.960000000000000000e+03, 4.180770245665085483e+00, 5.033991840276160090e+00, 3.602136825460120040e+00, 2.616402393721781738e+00, 3.698208229304646100e+00, 3.917010994836060078e+00, 2.267407162146752864e+00, 4.560018469293575016e+00, 4.314548852907226006e+00, 3.938443913664889440e+00, 5.600735330933272138e+00, 4.730121807023155434e+00, 4.524066918738154364e+00, 2.185935364365116040e+00
1.961000000000000000e+03, 4.233273691730277122e+00, 5.312780107825723519e+00, 3.342790595377542751e+00, 2.856676568573752295e+00, 3.684489462323468967e+00, 4.079236663828507581e+00, 2.173193171082917541e+00, 4.736917356575487403e+00, 4.189496696821600530e+00, 3.951395018450160279e+00, 5.721376497787620252e+00, 4.530184520566396422e+00, 4.478563844480556000e+00, 2.113863101400666800e+00
1.962000000000000000e+03, 4.022759306846249494e+00, 5.137536849268448336e+00, 3.367523645801620003e+00, 2.136955604585350610e+00, 3.534698789183790879e+00, 4.080425142028317964e+00, 2.337867516880917762e+00, 4.664874267842630928e+00, 4.252676754717644947e+00, 3.903026970230744741e+00, 5.493222983257635583e+00, 4.470360193576594199e+00, 4.363690206073584044e+00, 2.153368158065563254e+00
1.963000000000000000e+03, 4.032076379060546500e+00, 4.989982753079862832e+00, 3.428615708467691370e+00, 2.403359464434015269e+00, 3.388506544649705354e+00, 4.157908951280848697e+00, 2.332922061523506230e+00, 4.882404755468593649e+00, 4.325754010599958121e+00, 3.941464209282247833e+00, 5.551287147479125217e+00, 4.502617842861925901e+00, 4.415156685999031438e+00, 2.093599942335186537e+00
1.964000000000000000e+03, 4.233725993360011763e+00, 4.768357554252992792e+00, 3.351114297087899097e+00, 2.490251001084580196e+00, 3.603417297807923969e+00, 3.854037735817141819e+00, 2.246131068975184775e+00, 4.561174449764603622e+00, 4.370145088389838506e+00, 3.998520027937782828e+00, 5.542906437544822040e+00, 4.413842079836139298e+00, 4.686072876090373818e+00, 2.146911950957250959e+00
1.965000000000000000e+03, 4.101390727642007406e+00, 5.094722934268136605e+00, 3.327375282438572945e+00, 2.386587369049392837e+00, 3.465042500049233087e+00, 3.621771804818523233e+00, 2.285445644351524752e+00, 4.540141036292503429e+00, 4.036825168384675422e+00, 3.968959198956142576e+00, 5.537875762075764818e+00, 4.584261492227667212e+00, 4.574135714222109961e+00, 2.077352855202542425e+00
1.966000000000000000e+03, 3.959797412417897178e+00, 5.245551080057954785e+00, 3.398421082945163541e+00, 2.594741276367338312e+00, 3.262472135969213483e+00, 3.962092886839536199e+00, 2.388451914426311884e+00, 4.738561588230957966e+00, 4.525591697490316534e+00, 3.952806751591905421e+00, 5.686474022181287502e+00, 4.630459742265705891e+00, 4.285604483488878458e+00, 2.141417653882282224e+00
1.967000000000000000e+03, 3.906067726889603353e+00, 5.010432034873418594e+00, 3.256732818582753097e+00, 2.232655026556555455e+00, 3.291153055884133316e+00, 3.850557569015049975e+00, 2.323143702081067019e+00, 4.613388737101793424e+00, 4.183631948457861682e+00, 3.935727396314105953e+00, 5.776732659377248780e+00, 4.459565322491817696e+00, 4.569456304488432430e+00, 2.129026069801978505e+00
1.968000000000000000e+03, 4.300720871244951837e+00, 4.954257386968261123e+00, 3.374731109906699444e+00, 2.533312024363599146e+00, 3.403767339426483574e+00, 3.807946721951902536e+00, 2.414493512186789204e+00, 4.448866001298066308e+00, 4.278455173805907563e+00, 3.998478690483774134e+00, 5.606018077113807507e+00, 4.411964398936488507e+00, 4.707976766638801713e+00, 2.199749046581655598e+00
1.969000000000000000e+03, 4.121222386263024617e+00, 5.473783766954023911e+00, 3.447627167441539520e+00, 2.769065858346690945e+00, 3.507649153756938976e+00, 3.942349796920391558e+00, 2.434331587959485343e+00, 4.611808021154966575e+00, 4.520336213481860987e+00, 3.869669881682809454e+00, 5.593315530022127113e+00, 4.473084539633497059e+00, 4.575109183363144538e+00, 2.173654395629277314e+00
1.970000000000000000e+03, 3.957889244847262233e+00, 5.208353247555831622e+00, 3.369505144002065578e+00, 2.555195075644943525e+00, 3.296939254049707557e+00, 3.900215386797365458e+00, 2.408404439336032432e+00, 4.599778436451370744e+00, 4.253498289836452173e+00, 3.892813114366284299e+00, 5.686366753694928278e+00, 4.341254632728416496e+00, 4.387603858373594790e+00, 2.084378009572862567e+00
1.971000000000000000e+03, 3.859429420417366696e+00, 5.214932362256527121e+00, 3.458284039872848048e+00, 3.136692976480361494e+00, 3.338489483948345438e+00, 3.804288389561947259e+00, 2.401687729668353199e+00, 4.656789375166073164e+00, 4.213900789371509248e+00, 3.908917727455849533e+00, 5.532552806717286664e+00, 4.354259516949381847e+00, 4.693367470916619766e+00, 2.124822426875566439e+00
1.972000000000000000e+03, 4.199353308183683353e+00, 4.902050715174658180e+00, 3.403824914955125625e+00, 2.419151770413235258e+00, 3.491831928962558340e+00, 3.699733070851656258e+00, 2.327003245588807445e+00, 4.595490259015238443e+00, 4.391486138493267077e+00, 3.934798390074722096e+00, 5.615501237696284065e+00, 4.317545687959751355e+00, 4.426886461046882992e+00, 2.230012955422396193e+00
1.973000000000000000e+03, 3.997454764417131656e+00, 4.941826825857003058e+00, 3.292741847941993427e+00, 2.709771811701190636e+00, 3.384242642318602279e+00, 3.964488285690510150e+00, 2.408822794593425964e+00, 4.458850010691757682e+00, 4.429788229194270954e+00, 3.968710074617678440e+00, 5.514590312215740475e+00, 4.383623337267066766e+00, 4.540414506979042919e+00, 2.041200229577479597e+00
1.974000000000000000e+03, 4.017103375284896138e+00, 4.711019730613323908e+00, 3.449936951689872799e+00, 3.069135261526894976e+00, 3.439876860242004675e+00, 4.137765042604345744e+00, 2.406060418494146980e+00, 4.717611758524037135e+00, 4.398733178890240403e+00, 4.048565608964135976e+00, 5.578257097107280238e+00, 4.546409248088730592e+00, 4.824470143760126284e+00, 2.170063728957718929e+00
1.975000000000000000e+03, 3.906961151171453039e+00, 5.311643991606781690e+00, 3.361067598765515196e+00, 2.460641024279060396e+00, 3.666446618526612689e+00, 3.810039007364018904e+00, 2.349046456629252155e+00, 4.633547883930312139e+00, 4.295237271330443640e+00, 4.030208731967705127e+00, 5.539208952535573438e+00, 4.516172013476580815e+00, 4.468704439218742941e+00, 2.197559333266311921e+00
1.976000000000000000e+03, 3.836067547992730198e+00, 5.562137069601411632e+00, 3.364224288423074416e+00, 2.630522451594841105e+00, 3.675990440739561382e+00, 4.031475362835170273e+00, 2.405092967226861500e+00, 4.610948418607523358e+00, 4.188926558061318417e+00, 3.978694652982806002e+00, 5.588430824231958916e+00, 4.468305776815598485e+00, 4.434023992949527759e+00, 2.013274474192614516e+00
1.977000000000000000e+03, 3.959915048886768929e+00, 5.275833808654066814e+00, 3.477078646694307107e+00, 2.775456709243012465e+00, 3.604312816718062695e+00, 3.989595579297115169e+00, 2.409717634655802687e+00, 4.709323189456902092e+00, 4.519251201648726735e+00, 4.059772794413407659e+00, 5.735560822292074867e+00, 4.277384626901628017e+00, 4.398187910538924328e+00, 2.179937682265563392e+00
1.978000000000000000e+03, 3.846519198371489701e+00, 5.514655804132117645e+00, 3.460446513846022754e+00, 3.344783117674474671e+00, 3.566866462347363598e+00, 3.623501886879909595e+00, 2.353769101449211032e+00, 5.094917677790784971e+00, 4.170500324403093373e+00, 4.070606185736134641e+00, 5.567473019470264184e+00, 4.420499765387138957e+00, 4.654851051559321107e+00, 2.215143870811318472e+00
1.979000000000000000e+03, 3.943759148883485555e+00, 4.756794778316433714e+00, 3.510698202680628821e+00, 2.639822797275741539e+00, 3.544236160097667732e+00, 3.989710929796053573e+00, 2.436355289142128733e+00, 5.109091056363469718e+00, 4.402407750994275837e+00, 4.159504385687030847e+00, 5.561840980924412925e+00, 4.515426415228905199e+00, 4.895912382539632013e+00, 2.207327631345938013e+00
1.980000000000000000e+03, 3.803829984368100714e+00, 5.019701528183340145e+00, 3.636985028192628810e+00, 2.485211381014844179e+00, 3.305216763948004566e+00, 3.899866836814718241e+00, 2.441971041428211198e+00, 4.812750997088483196e+00, 4.352009197963999654e+00, 4.004781504253543289e+00, 5.506304418388084265e+00, 4.469309508653414476e+00, 4.543247864688922277e+00, 2.228458255645252351e+00
