year, IPSL-CM6A-LR, UKESM1-0-LL, ACCESS-ESM1-5, TaiESM1, NorESM2-MM, GFDL-ESM4, NorESM2-LM, CESM2-WACCM, INM-CM4-8, MIROC-ES2L, CNRM-ESM2-1, MPI-ESM1-2-LR, EC-Earth3-Veg, INM-CM5-0, CanESM5, CMCC-CM2-SR5
1.890000000000000000e+03, 2.053079670919551791e+00, 4.702876276749313966e+00, 3.605310149032549205e+00, 2.118643476586981489e+00, 3.457823604146424756e+00, 4.096073449952489121e+00, 3.360507374537008651e+00, 3.684968948671660804e+00, 4.088694627937169201e+00, 5.527128032497143018e+00, 4.404168903265855306e+00, 4.640407221265854254e+00, 2.915123929794265489e+00, 4.043262925205727498e+00, 4.752122433568302995e+00, 4.047381753507992563e+00
1.891000000000000000e+03, 1.955407564155055899e+00, 4.769263645697114917e+00, 3.684171426256774406e+00, 2.159326151300909657e+00, 3.043501503150240151e+00, 4.187133609922751631e+00, 3.313902045650615857e+00, 3.842576756972400531e+00, 4.031758218269863470e+00, 5.428262925666444971e+00, 4.165246917437980478e+00, 4.845583380635705595e+00, 2.902099536423325965e+00, 4.255432171999459001e+00, 4.473220779205395736e+00, 4.130400560745507654e+00
1.892000000000000000e+03, 2.194804904038592852e+00, 5.088550688664967403e+00, 3.722046572963868982e+00, 2.315686089172976470e+00, 3.293214974674909534e+00, 4.083538765551318228e+00, 3.271684863608217864e+00, 3.702191521081114711e+00, 3.700619830106303354e+00, 5.839947547585608412e+00, 4.340811855642828121e+00, 4.695287695700770314e+00, 3.054497951374956166e+00, 3.911842138530257529e+00, 4.754752627263804321e+00, 3.968052265927185740e+00
1.893000000000000000e+03, 2.247987974193801364e+00, 4.877250729399257523e+00, 3.614342027572094107e+00, 2.391432925804456211e+00, 3.550596939242016692e+00, 4.125252757873723475e+00, 3.651041507016394849e+00, 3.814451362126530576e+00, 4.005175960395424895e+00, 5.769773213377882293e+00, 4.135036442412036273e+00, 5.204903952881267948e+00, 2.779454535819772421e+00, 4.291854886340905395e+00, 4.675099144536725149e+00, 3.652746941623186139e+00
1.894000000000000000e+03, 2.045956307955485887e+00, 4.899731824048407347e+00, 3.523050051609833755e+00, 2.194530945746321127e+00, 3.441652277448142616e+00, 4.197871474756636800e+00, 3.681348354949666390e+00, 3.885678923649878325e+00, 3.765671160929411343e+00, 5.428004923629311307e+00, 4.889816103112857526e+00, 4.892109409980314183e+00, 3.013177524050610678e+00, 4.212002451083396437e+00, 4.727874355085595504e+00, 4.175782404507363488e+00
1.895000000000000000e+03, 2.133038605665187770e+00, 4.832060161148270971e+00, 3.598391608887823168e+00, 2.154608680456063130e+00, 3.381181453183255581e+00, 4.107987595715444584e+00, 3.348492973497599667e+00, 3.957907249344027711e+00, 3.949390513765170585e+00, 5.829807420198092061e+00, 4.466846782570348395e+00, 4.933743935850377405e+00, 2.991257781273063632e+00, 4.020360655372143377e+00, 4.644965599686902813e+00, 4.391691236003276266e+00
1.896000000000000000e+03, 2.277644355111728469e+00, 4.992898050334283688e+00, 3.758002146005191779e+00, 2.415532415648615761e+00, 3.636733106686527162e+00, 4.235567762012333759e+00, 3.751909695166234737e+00, 4.397875502297424966e+00, 3.966950200512969538e+00, 5.371724620564634733e+00, 4.382539536844864969e+00, 4.421208890070730924e+00, 2.998020665666681683e+00, 4.538124895752240207e+00, 4.949858997863294086e+00, 4.070457050487995332e+00
1.897000000000000000e+03, 2.412769122031082514e+00, 4.699509662849942870e+00, 3.660546783363205048e+00, 2.177250550035204402e+00, 3.762396571098196141e+00, 4.440770543234048517e+00, 3.706177826284899446e+00, 4.025314344653633469e+00, 4.141651432936408028e+00, 5.619507921029437192e+00, 4.701691295523835024e+00, 4.734276773124484805e+00, 3.131574124913522272e+00, 4.285177179790251145e+00, 4.730735235428416452e+00, 4.306270674566239798e+00
1.898000000000000000e+03, 2.107538287279715483e+00, 5.086707072212929504e+00, 3.744442453397665016e+00, 2.236388324517171178e+00, 3.526970484943922735e+00, 4.235632374027244573e+00, 3.714219680331063422e+00, 4.018720683173889974e+00, 4.396864424382068037e+00, 5.968567330837238671e+00, 4.459012714958825008e+00, 4.851027135309947447e+00, 3.282921518717804243e+00, 4.337723221089046177e+00, 4.826901086965469823e+00, 4.122733606849396715e+00
1.899000000000000000e+03, 2.224883385609023989e+00, 4.784716284933965724e+00, 3.660535942642546559e+00, 2.171991169491410911e+00, 3.670791121694551240e+00, 4.460137467416214641e+00, 3.567780953259758636e+00, 3.993947386677797695e+00, 4.171102114835609775e+00, 5.726758171320365243e+00, 4.509876046606454914e+00, 4.889647748561945839e+00, 3.329948053387286500e+00, 4.261368216921844976e+00, 4.767162177812085844e+00, 4.405751031082274061e+00
1.900000000000000000e+03, 2.057361528796692429e+00, 4.811583747822720802e+00, 3.656297434719844919e+00, 2.314593148272007017e+00, 3.454935733566132150e+00, 4.317525736070378706e+00, 3.665547272666173750e+00, 3.831652382706810744e+00, 4.148112142854544437e+00, 5.427255833966965426e+00, 4.466256663515792091e+00, 4.505262377284977582e+00, 3.296520752084182160e+00, 4.120174674208001875e+00, 4.807678479031441299e+00, 4.112384356822216702e+00
1.901000000000000000e+03, 2.147151641579207570e+00, 4.787471129925333635e+00, 3.778076132133765697e+00, 2.162939238802047193e+00, 3.847948163138339428e+00, 4.400362116728046225e+00, 3.516105637431377051e+00, 3.940995185672327761e+00, 3.916220698235802544e+00, 5.603440237673252611e+00, 4.589999952949018969e+00, 4.921795235289454062e+00, 3.191845045566615191e+00, 4.348140917386292159e+00, 4.690490461665977051e+00, 4.024477062949602946e+00
1.902000000000000000e+03, 2.062648444021966121e+00, 4.883283427594419912e+00, 3.859122951768235499e+00, 2.278601169065974208e+00, 3.650015345910662123e+00, 4.309978360662896968e+00, 3.680241089573044633e+00, 3.961789300204823228e+00, 4.351925188900302111e+00, 5.686825611477980935e+00, 4.541873292486728886e+00, 4.904901236391304487e+00, 3.262897476644635919e+00, 4.348080741896106716e+00, 4.357964305943808903e+00, 4.166227748237627537e+00
1.903000000000000000e+03, 2.129729558104638265e+00, 4.707996745772375924e+00, 3.769403624919307028e+00, 2.096309755976437206e+00, 3.434226128774811926e+00, 4.058994365307148300e+00, 3.078942766786566754e+00, 3.926880824431501438e+00, 4.527882365267734244e+00, 5.694002823922218681e+00, 4.006318679739727884e+00, 4.849366727563341861e+00, 3.084205818264921461e+00, 4.383154764250241087e+00, 4.743006124632731968e+00, 3.746875509454269615e+00
1.904000000000000000e+03, 2.092927110101571841e+00, 4.552673126025313266e+00, 3.703074927203825695e+00, 2.119403166675343897e+00, 3.613089346801750867e+00, 3.931439455170112396e+00, 3.563777230856143952e+00, 3.961708135733756908e+00, 4.125218812575861982e+00, 5.469501310752061585e+00, 4.237815159994676506e+00, 5.101434571523481232e+00, 2.886882546063019639e+00, 3.913932493433580184e+00, 4.695462505831786260e+00, 4.447420569495076137e+00
1.905000000000000000e+03, 2.146406025168076770e+00, 4.822111171161220788e+00, 3.675132375547575769e+00, 2.259567624673708863e+00, 3.772136750168323616e+00, 4.205254696202450404e+00, 3.628341500496082617e+00, 4.074021133509538650e+00, 4.340450687173017741e+00, 5.573678380998881465e+00, 4.319036394114312394e+00, 5.387726613369200557e+00, 3.084248270338921571e+00, 4.130718584585927111e+00, 4.927031565935278579e+00, 4.092858584005011124e+00
1.906000000000000000e+03, 2.283438150773990039e+00, 4.686918605718063624e+00, 3.895989175517139635e+00, 2.270229748451892515e+00, 3.597199947477229820e+00, 4.192204387716093272e+00, 3.298067494637340946e+00, 3.924524961424389335e+00, 3.871160705755073206e+00, 5.704715808112847064e+00, 4.800778868735252836e+00, 4.706399855733698345e+00, 2.766193582436763609e+00, 4.392549392967264765e+00, 4.933972720658870159e+00, 4.298743438650848070e+00
1.907000000000000000e+03, 2.210874636076237465e+00, 4.658787518991981180e+00, 3.963708211438054629e+00, 2.171310705546946274e+00, 3.618055019578156895e+00, 4.323063063680817386e+00, 3.717298614080882579e+00, 3.973527768111941860e+00, 4.237107387759173172e+00, 6.132277170763444474e+00, 4.805037716977153650e+00, 4.993903118392478468e+00, 3.067545355662050888e+00, 4.299064402170265531e+00, 4.813049543260825125e+00, 4.036830191891596087e+00
1.908000000000000000e+03, 2.172507239540811153e+00, 5.116783018979464970e+00, 3.721244826537394523e+00, 2.133699900527045390e+00, 3.327914762464468268e+00, 4.205467827794827862e+00, 3.380346691199144438e+00, 3.552476794738097077e+00, 4.309785940499142320e+00, 5.617502060255252339e+00, 4.556878450866775232e+00, 5.270477648799897885e+00, 2.676415875405119049e+00, 4.406530226139932616e+00, 5.062212137178756066e+00, 4.190017221700824912e+00
1.909000000000000000e+03, 2.220979664174608903e+00, 4.675342265286333898e+00, 3.715978113067187838e+00, 2.194166350299483259e+00, 3.343777802643261854e+00, 4.449507517107916144e+00, 3.516067514072115152e+00, 4.216665305976153633e+00, 4.301185486498438237e+00, 5.596830529449775327e+00, 4.713519677813982511e+00, 4.918235846683181478e+00, 3.334290878032305283e+00, 4.398847855975204446e+00, 5.088381572222525406e+00, 4.037836819287139889e+00
1.910000000000000000e+03, 2.165793920555021845e+00, 4.927119020544806993e+00, 3.739269492578201071e+00, 2.187721164822507003e+00, 3.470100308356587782e+00, 4.433843641116014922e+00, 3.534710639677054900e+00, 3.894311892316558943e+00, 4.568006112349808134e+00, 5.636688559561323864e+00, 4.426061249358824945e+00, 4.682838350149679307e+00, 2.827191214409070508e+00, 4.250582932566755012e+00, 4.912261374813680526e+00, 4.029667195281807501e+00
1.911000000000000000e+03, 2.311018474021177660e+00, 4.691633539337590975e+00, 3.822102200680896011e+00, 2.319343391833484702e+00, 3.495757305292642503e+00, 4.387241273907421579e+00, 3.595469480832522269e+00, 3.886392537682578308e+00, 4.105819162555965463e+00, 5.628478104977864938e+00, 4.662077220734917482e+00, 4.828612162407899255e+00, 2.684240184488973391e+00, 4.406306351107001085e+00, 4.606997435033616917e+00, 4.573124746989189582e+00
1.912000000000000000e+03, 2.163152085709839412e+00, 4.736640437940576653e+00, 3.681786924740680256e+00, 2.340641537502488490e+00, 3.435258035596267856e+00, 4.343022157339426315e+00, 3.077746266926714380e+00, 3.657470141298279742e+00, 4.386902465441337995e+00, 5.588248898697153244e+00, 4.307948174254653928e+00, 4.905742810514020391e+00, 2.408509281892388998e+00, 4.638017052390977391e+00, 4.813342852685162931e+00, 4.513954158363008062e+00
1.913000000000000000e+03, 2.298052848917451207e+00, 4.399712054687858753e+00, 3.851929080935877714e+00, 2.209756729932573993e+00, 3.548421419753776007e+00, 4.267769520318685394e+00, 3.092533779679122130e+00, 3.721941469816890447e+00, 4.412193539264132269e+00, 5.769890023424878223e+00, 4.302442346381021743e+00, 5.054369760175036141e+00, 2.640381311201236425e+00, 4.110655677644618144e+00, 5.239589590169594580e+00, 4.214925577254242661e+00
1.914000000000000000e+03, 2.230292657364794540e+00, 4.711057729942477401e+00, 3.907580099385010275e+00, 2.233069228570684572e+00, 3.622027893473325655e+00, 4.092183089406418617e+00, 3.582541082940597921e+00, 4.080538253122892201e+00, 4.021687049835019678e+00, 6.021328872813043631e+00, 4.477738661507992823e+00, 4.940666986576472297e+00, 2.611392340413376978e+00, 4.420694899944281886e+00, 4.953905575756351709e+00, 4.008494397024610301e+00
1.915000000000000000e+03, 2.310787957481472699e+00, 4.788411231290067072e+00, 4.068422516834199421e+00, 2.288477057852214891e+00, 3.642393838136791295e+00, 4.231712948600229396e+00, 3.402245127678192205e+00, 4.173748560702068566e+00, 4.148144373039315269e+00, 5.910264493310135592e+00, 4.613957804644723382e+00, 5.296878919500185745e+00, 2.629248402427196929e+00, 4.255099109887994224e+00, 5.096667183732328077e+00, 4.091034956379687948e+00
1.916000000000000000e+03, 2.411369245676503237e+00, 4.512501120673805488e+00, 3.946055146555224713e+00, 2.247323605643152256e+00, 3.695433511316525088e+00, 4.205541271702926132e+00, 3.375785128693398196e+00, 3.858651753186311595e+00, 4.375330906761672800e+00, 5.652048639525066420e+00, 4.547233186048924125e+00, 4.949652255309576532e+00, 2.601969773429633204e+00, 4.378011474727980357e+00, 5.122995912931902041e+00, 4.344884611033296373e+00
1.917000000000000000e+03, 2.280321527564655337e+00, 4.723668077566493650e+00, 3.923355306893100636e+00, 2.273269558833753035e+00, 3.706113551553313901e+00, 4.249560534878956908e+00, 3.172855701022946562e+00, 4.109746746929262784e+00, 4.175536059882414719e+00, 5.438487093333902678e+00, 4.456073537798668660e+00, 4.793945075022883806e+00, 2.707005339829557489e+00, 4.232504997444712203e+00, 4.979166573882523927e+00, 4.026314031407190797e+00
1.918000000000000000e+03, 2.296496727660873649e+00, 4.533175435952974119e+00, 3.911614264895067361e+00, 2.391033699109334609e+00, 3.685601130102587053e+00, 4.539574378706358715e+00, 3.537024554158974876e+00, 3.741967699573814699e+00, 4.061442842888338234e+00, 5.527818743349013353e+00, 4.574644092510405713e+00, 5.024612544351474419e+00, 2.747569410200721762e+00, 4.430625819703441159e+00, 5.018865887313911145e+00, 4.212775202131616048e+00
1.919000000000000000e+03, 2.290349786357151363e+00, 4.526583168725172079e+00, 3.997302590588037496e+00, 2.354144024136221258e+00, 3.502734796903003378e+00, 4.399911596324533214e+00, 3.386237776291549650e+00, 3.848466209960184070e+00, 3.926110254861193471e+00, 5.352367338238424921e+00, 4.224829434854174615e+00, 4.899833393038683482e+00, 2.963831212526490066e+00, 4.516266050393285880e+00, 5.120970114497075620e+00, 4.110986705959182252e+00
1.920000000000000000e+03, 2.295319014503256483e+00, 4.750109734769128345e+00, 3.868358389825476973e+00, 2.378635599855972504e+00, 3.609535210721382281e+00, 4.537988397360638082e+00, 3.341568039811345425e+00, 3.775924112518143527e+00, 4.224816648141294984e+00, 5.558274871731811118e+00, 4.644939780387978168e+00, 5.300300416740924447e+00, 3.215165808659054658e+00, 4.478793902112372827e+00, 4.748410106467885861e+00, 4.229065262308998818e+00
1.921000000000000000e+03, 2.603979431603857364e+00, 4.676503660517888683e+00, 3.990472589875800224e+00, 2.404554560677430786e+00, 3.563868373969831360e+00, 4.516286737208783819e+00, 3.576094202621721951e+00, 4.062206070407557768e+00, 4.322618300730877827e+00, 5.826300060960348581e+00, 4.738783887880023471e+00, 5.033484123175885117e+00, 3.372433167713622115e+00, 4.441978988460925315e+00, 4.987097684308615442e+00, 4.377461938092028326e+00
1.922000000000000000e+03, 2.448504877489081188e+00, 4.644852428627936014e+00, 3.976811094487898934e+00, 2.346929712484938868e+00, 3.659285394658940760e+00, 4.463831929452575231e+00, 3.626933135896972082e+00, 4.184547765961424304e+00, 4.480092355901832413e+00, 5.770544363384940922e+00, 4.399278732852146767e+00, 5.191105768349657090e+00, 3.033690119402804086e+00, 4.554657399332416645e+00, 5.094882327509914433e+00, 4.135383110894425229e+00
1.923000000000000000e+03, 2.232140830324008007e+00, 4.491310173557815588e+00, 3.878557996068249469e+00, 2.308162297754081216e+00, 3.639227689645323061e+00, 4.516693018004538374e+00, 3.897200239815769240e+00, 4.387715243196972814e+00, 4.716534849262692397e+00, 6.102592108154112793e+00, 4.855645564923972479e+00, 5.122133362155033787e+00, 3.233875073681094836e+00, 4.598098177057907243e+00, 4.928540015226055004e+00, 4.359242178834629833e+00
1.924000000000000000e+03, 2.248797718650407340e+00, 4.758704321717349472e+00, 3.899959514662938442e+00, 2.247435369467601252e+00, 3.441464250152949322e+00, 4.720520379724762350e+00, 3.579484255278888583e+00, 4.122549377612666710e+00, 4.375135391943618224e+00, 5.753307236364746835e+00, 4.702165899287548356e+00, 4.912394909416220479e+00, 2.594481669094617970e+00, 4.426084275770787002e+00, 4.980857299072551037e+00, 4.012640716054795220e+00
1.925000000000000000e+03, 2.308902280296632803e+00, 4.678316091475479332e+00, 3.906099001907672008e+00, 2.518966702597561280e+00, 3.731995292811471021e+00, 4.603544399285620869e+00, 3.841215632688921744e+00, 4.378872315224368705e+00, 4.466525401059314504e+00, 5.506642482361728597e+00, 4.491042578796172080e+00, 5.315452435752030524e+00, 2.986458260729449421e+00, 4.378014441398853762e+00, 4.988916121096264256e+00, 4.355369909958534791e+00
1.926000000000000000e+03, 2.344855056675075655e+00, 4.950287993110012330e+00, 4.060409021164028687e+00, 2.437954374937115087e+00, 3.775556887692388397e+00, 4.421114401138332539e+00, 3.478335894470808487e+00, 4.182223876124885109e+00, 4.359089824257678103e+00, 5.939919575756168690e+00, 4.910859518434545379e+00, 4.751746129280935094e+00, 3.078282027830312906e+00, 4.356008170946200408e+00, 5.532479993680417429e+00, 4.179666190617740362e+00
1.927000000000000000e+03, 2.356966058070633085e+00, 4.924647784915962667e+00, 4.033696250185252019e+00, 2.260908350831172253e+00, 3.675919566975143660e+00, 4.588808542058425033e+00, 3.797012909611358733e+00, 4.261646509172152264e+00, 4.162136522897449176e+00, 6.139322416782286851e+00, 4.730964053910943434e+00, 5.229722389529782411e+00, 3.221279126913207502e+00, 4.367929866121261995e+00, 5.090032070959718880e+00, 4.334244297700223569e+00
1.928000000000000000e+03, 2.472263796963953819e+00, 4.684977416147031448e+00, 4.116464380938555045e+00, 2.321293915795639151e+00, 3.929470269769574919e+00, 4.662599987462681561e+00, 3.870807658251087080e+00, 4.183597357181042753e+00, 4.563755973948513400e+00, 5.474769759525737634e+00, 4.759805749047960610e+00, 5.224854939220992200e+00, 2.719036560797339686e+00, 4.364593757018660369e+00, 4.610691320490786005e+00, 4.431728938786340777e+00
1.929000000000000000e+03, 2.455434495508774795e+00, 4.975383562910890234e+00, 4.187378501527287966e+00, 2.332859378570077080e+00, 3.793738129333918963e+00, 4.500017968548151615e+00, 3.516731741622514118e+00, 4.227055158600484752e+00, 4.264422609631957073e+00, 5.899763273927843166e+00, 4.885522719225948052e+00, 4.802301474892485267e+00, 3.202251030134949605e+00, 4.471932675289848724e+00, 4.813747066468328839e+00, 4.229802858548318056e+00
1.930000000000000000e+03, 2.394728468161524848e+00, 4.816527531328568479e+00, 4.097324415891546501e+00, 2.295944033661244443e+00, 3.593532089307528654e+00, 4.534600189084904365e+00, 3.618129941920421810e+00, 3.864851039887551298e+00, 4.282222853739400925e+00, 5.754765890684050866e+00, 4.460901225951054094e+00, 5.205915022433926787e+00, 2.605700102237521687e+00, 4.434066274532202812e+00, 5.021187740396265475e+00, 4.413511274247009730e+00
1.931000000000000000e+03, 2.433330072118057519e+00, 5.049588505677735206e+00, 4.047018897300949547e+00, 2.233520012422774315e+00, 3.627142031159553248e+00, 4.587002845725699274e+00, 3.651920154939781060e+00, 4.089505597045578256e+00, 4.301938590743120905e+00, 5.775376796707053728e+00, 4.848949097821479093e+00, 5.296926921453743553e+00, 2.808358523428019726e+00, 4.462006858753277072e+00, 5.049154454101848266e+00, 4.278909276364217362e+00
1.932000000000000000e+03, 2.289095972957221115e+00, 4.873617253796959758e+00, 4.126412316808238501e+00, 2.435368495591881732e+00, 3.708670421138199558e+00, 4.374658133657394643e+00, 3.561411609766409470e+00, 4.265840410366634750e+00, 4.388806793623034608e+00, 6.332062811796415502e+00, 4.977010960603276857e+00, 5.305041646888005502e+00, 2.716822038496971459e+00, 4.566203343827071492e+00, 4.561195827187836116e+00, 4.307095252060771706e+00
1.933000000000000000e+03, 2.379339231681772304e+00, 4.956213611021207832e+00, 4.010468960978078812e+00, 2.268947014509580029e+00, 3.755060929447547213e+00, 4.495201122165579655e+00, 3.583510663274451780e+00, 4.071992770169092779e+00, 4.323443532780646414e+00, 5.957623205957321311e+00, 4.672411069656779325e+00, 5.344009364298686116e+00, 3.175184498181614856e+00, 4.386555795659424106e+00, 4.866214274242977034e+00, 4.291929338786964365e+00
1.934000000000000000e+03, 2.154942374554624784e+00, 4.535583688484935649e+00, 4.075445378755696346e+00, 2.246757546511317649e+00, 3.645400745747628513e+00, 4.572393446024195285e+00, 3.231357589042404665e+00, 3.848833128672013437e+00, 4.344403822494354195e+00, 5.756033155424729486e+00, 4.614219555419902363e+00, 4.908927745776879625e+00, 3.220325096673584575e+00, 4.579494379770446599e+00, 4.709170729034696024e+00, 4.253188270012630667e+00
1.935000000000000000e+03, 2.193595452996800255e+00, 4.594250874197026491e+00, 4.117401437761963656e+00, 2.325027983338847637e+00, 3.780258346363662980e+00, 4.343784390942773577e+00, 3.396781197278943232e+00, 4.197216878012149266e+00, 4.267006102479982133e+00, 5.964135173110208576e+00, 4.934997255680984019e+00, 5.153669652800124013e+00, 3.445484430333233039e+00, 4.510077337053623125e+00, 4.932520596802981494e+00, 4.267744579844307218e+00
1.936000000000000000e+03, 2.292410967007774136e+00, 4.702948617369651529e+00, 4.086927040700482294e+00, 2.326073259630144108e+00, 3.728665691181761055e+00, 4.532818801572181755e+00, 3.230812478287233169e+00, 3.880782871838803771e+00, 4.135550906633551627e+00, 6.141002612953712081e+00, 4.451955271379292256e+00, 5.318681698485064224e+00, 3.303561006886597706e+00, 4.382234798162806477e+00, 5.046862145061822069e+00, 4.447088353150103757e+00
1.937000000000000000e+03, 2.347687696853945294e+00, 4.504876753464809980e+00, 4.209257853169147801e+00, 2.339367621284426768e+00, 3.589569463713144781e+00, 4.405540248893257349e+00, 3.229072808491229019e+00, 4.514341447094651905e+00, 4.558303025058023650e+00, 5.878974695526792082e+00, 4.511085462102198740e+00, 4.770358183034108635e+00, 3.008544002122822913e+00, 4.232219796449617988e+00, 5.190337031774602927e+00, 4.255361830383323607e+00
1.938000000000000000e+03, 2.455060602157145500e+00, 4.439522182841248110e+00, 4.171505628761185136e+00, 2.329653484688424481e+00, 3.954513002568700752e+00, 4.647335770174406910e+00, 3.426922208681115745e+00, 4.343851575695937939e+00, 4.341011531535155399e+00, 5.688653516779175412e+00, 4.741687592216911717e+00, 5.009942768150343895e+00, 3.218055300116406947e+00, 4.160304403937760576e+00, 5.123619605817016698e+00, 4.060034124631660468e+00
1.939000000000000000e+03, 2.600099677352999628e+00, 4.519870808843590382e+00, 4.158543851511470102e+00, 2.209006362082975627e+00, 3.849006380598952948e+00, 4.426670617725100954e+00, 3.698718946482186798e+00, 4.143098239800829141e+00, 4.241609418924949360e+00, 5.701065025227957328e+00, 4.760294057332653317e+00, 5.444625148905975820e+00, 2.541482561900776371e+00, 4.268103469049763454e+00, 5.189021542448201352e+00, 4.694734699267742783e+00
1.940000000000000000e+03, 2.365172549166626226e+00, 4.378314982952851153e+00, 4.125769688328258411e+00, 2.299188582040932349e+00, 3.716425336198651230e+00, 4.415005856577947974e+00, 3.757708113720943821e+00, 4.097943235752159019e+00, 4.263284371920928351e+00, 5.770051282212404153e+00, 4.455080144112720575e+00, 5.168429275846209592e+00, 2.956378648980631851e+00, 4.141109160255128430e+00, 4.869947189083912775e+00, 4.405600814607744553e+00
1.941000000000000000e+03, 2.330523786059476965e+00, 4.752720738191513306e+00, 4.109821196200855731e+00, 2.338214552330951879e+00, 3.856570907321322572e+00, 4.627056610482900290e+00, 3.432067914592495050e+00, 4.250153565780685483e+00, 4.422133044980415484e+00, 5.784045794795945383e+00, 4.830793648792639949e+00, 5.057252650774723080e+00, 3.057043837311065992e+00, 4.212736579027130723e+00, 5.048722112369607551e+00, 4.389293033826027646e+00
1.942000000000000000e+03, 2.371803629481837650e+00, 4.778363402547635808e+00, 4.129336865147253732e+00, 2.365204642332200624e+00, 3.560793965075460310e+00, 4.549379277873587313e+00, 3.645639103606051812e+00, 4.079946039721403572e+00, 4.214063477554495840e+00, 5.892880016593828429e+00, 4.800701593321425875e+00, 5.009318573574307543e+00, 2.798398581804587337e+00, 4.288915708618601386e+00, 4.735615385915671993e+00, 4.261954871627559704e+00
1.943000000000000000e+03, 2.550651356429208150e+00, 4.518856751672057470e+00, 4.122487863629920923e+00, 2.425330501085600332e+00, 3.659627835693475273e+00, 4.662339753323342606e+00, 3.373902171085183088e+00, 3.850317904186872031e+00, 4.401911884393554075e+00, 5.850919291373969600e+00, 4.521337600012992120e+00, 5.200082545019970581e+00, 3.115091822209445915e+00, 4.280849771092810840e+00, 5.125941580715981161e+00, 4.326135934059025523e+00
1.944000000000000000e+03, 2.706506444822950552e+00, 4.711270400062550934e+00, 4.254895564444658440e+00, 2.347205420994728620e+00, 3.724559582008504233e+00, 4.704905253806294319e+00, 3.242485974236715585e+00, 4.328854493151731653e+00, 4.496659669632077971e+00, 6.263420606621497022e+00, 5.096367156544968857e+00, 5.399015365020203738e+00, 2.752418441517241465e+00, 4.464682619266032049e+00, 5.150616761942267807e+00, 4.101188792350646928e+00
1.945000000000000000e+03, 2.521930883636508636e+00, 4.611060029163643215e+00, 4.257518213820684849e+00, 2.359076767892038351e+00, 3.844750193254515835e+00, 4.640721840864007852e+00, 3.904348152154731189e+00, 4.342957851120919699e+00, 4.279221931025655401e+00, 5.650269358204778491e+00, 4.835945712119134043e+00, 4.969312780114299777e+00, 3.038793660529418350e+00, 4.379096608102051924e+00, 5.207629064044547285e+00, 4.293919757166633211e+00
1.946000000000000000e+03, 2.646249827365215079e+00, 4.749174574909355684e+00, 4.175090963956875179e+00, 2.401350383769346397e+00, 3.596097403981421525e+00, 4.400486176907836722e+00, 4.012742910755393133e+00, 4.401019598877478067e+00, 4.141310568062554154e+00, 6.250651187756359306e+00, 4.959826195760716594e+00, 5.158893150886243006e+00, 3.173579960616037976e+00, 4.474437527939162607e+00, 4.788789046207963196e+00, 4.251566286100022296e+00
1.947000000000000000e+03, 2.583226486469513361e+00, 4.954192613555873592e+00, 4.197485819190023726e+00, 2.558264418571828180e+00, 3.764926835818631190e+00, 4.504078684045350833e+00, 3.391216536289493266e+00, 4.212991515239115969e+00, 4.356810274729036259e+00, 6.154244057846483429e+00, 4.855087622320929164e+00, 5.079582246100988741e+00, 3.288496150123761730e+00, 4.349168527288397534e+00, 4.908567603306348559e+00, 4.525836291021339441e+00
1.948000000000000000e+03, 2.481037505661819687e+00, 4.681559489269869090e+00, 4.201341469632431824e+00, 2.389268368238155027e+00, 3.747082038521293512e+00, 4.436588046950604713e+00, 3.827801672630635643e+00, 4.145303679532425178e+00, 4.154140207355481174e+00, 5.710758177992113716e+00, 4.534012811390392805e+00, 5.445356770269406788e+00, 3.473919602136056106e+00, 4.282424797560785201e+00, 5.038997471164848641e+00, 4.625746615708030696e+00
1.949000000000000000e+03, 2.494849231121199384e+00, 4.637649505263432559e+00, 4.270654513354164905e+00, 2.443185288260114163e+00, 4.025201711833696905e+00, 4.335660534600485505e+00, 3.637460690722884138e+00, 4.292440568126278500e+00, 4.158478201614093983e+00, 6.020455711786989461e+00, 4.757000353724608388e+00, 4.989177331348102484e+00, 3.250094309219956568e+00, 4.359747035746194932e+00, 5.247341665170832670e+00, 4.495133957074704867e+00
1.950000000000000000e+03, 2.407427111825273691e+00, 4.596994170401583091e+00, 4.240950170128875207e+00, 2.446102946695966285e+00, 3.767673758457088518e+00, 4.245659529176425195e+00, 3.371862022572412521e+00, 4.021546661079211660e+00, 4.283712732984685800e+00, 5.959676259359929951e+00, 4.523203593955949842e+00, 4.737029789110751565e+00, 3.540764680132514108e+00, 4.221668816614299047e+00, 5.228853634396540606e+00, 4.033865759943347840e+00
