year, IPSL-CM6A-LR, UKESM1-0-LL, ACCESS-ESM1-5, TaiESM1, NorESM2-MM, GFDL-ESM4, NorESM2-LM, CESM2-WACCM, INM-CM4-8, MIROC-ES2L, CNRM-ESM2-1, MPI-ESM1-2-LR, EC-Earth3-Veg, INM-CM5-0, CanESM5, CMCC-CM2-SR5
1.872000000000000000e+03, 2.054081914350301741e+00, 4.939073578373985640e+00, 3.798303179216647063e+00, 2.198598782479812996e+00, 3.722129679770247446e+00, 4.122940481168066995e+00, 3.194264033135559178e+00, 3.872212972354696969e+00, 4.189356121451463189e+00, 6.012933353804228886e+00, 4.566290924569081255e+00, 5.095679955269682537e+00, 3.231110063383852093e+00, 4.228655060685051481e+00, 4.513219781092400851e+00, 4.055953501979860931e+00
1.873000000000000000e+03, 1.967801759789018501e+00, 4.869508241945317728e+00, 3.753659198515710838e+00, 2.207242831049094800e+00, 3.590859852942451802e+00, 4.282320360422105843e+00, 3.493728380232426378e+00, 3.820184334528141434e+00, 4.251634939186629047e+00, 5.788547143091324010e+00, 4.666594903278734385e+00, 4.448517568288641755e+00, 3.239738179836877396e+00, 4.103048954530025938e+00, 4.860424905799352935e+00, 4.103950882816889134e+00
1.874000000000000000e+03, 1.957862596811324574e+00, 4.981853609287415274e+00, 3.788835734920000142e+00, 2.205351419677894942e+00, 3.629719856812538392e+00, 4.074275450387802699e+00, 3.409534680023691866e+00, 3.974944925066606682e+00, 3.894037859231419318e+00, 5.331077028987436073e+00, 4.716484800157449087e+00, 4.533536870740229041e+00, 3.344612304046842510e+00, 3.935927255796222379e+00, 4.710967348720489056e+00, 4.234079816637724036e+00
1.875000000000000000e+03, 2.110879004217741439e+00, 5.035253929191522815e+00, 3.621736352040876294e+00, 2.412493104740751626e+00, 3.650400019185873646e+00, 4.210892676711048388e+00, 3.712165228737880351e+00, 3.796338455266771383e+00, 3.973927711692943898e+00, 5.737647972644425387e+00, 4.346863865923465298e+00, 4.910051363215215403e+00, 2.903798952862414406e+00, 4.185348898024522590e+00, 4.778905835443564953e+00, 4.225010325854255733e+00
1.876000000000000000e+03, 2.148554827561800717e+00, 5.042896877029650504e+00, 3.635856907437975405e+00, 2.317655685309493840e+00, 3.330253968429640832e+00, 4.216610753495644737e+00, 3.638186363332889250e+00, 4.070173264063637220e+00, 3.991723043025769524e+00, 5.732783354430427636e+00, 4.315825280053568136e+00, 4.640386413662697329e+00, 2.673817033396646448e+00, 4.024035502410476361e+00, 4.684400918111172984e+00, 4.153536558304276483e+00
1.877000000000000000e+03, 2.168725039440764668e+00, 4.979854982817862208e+00, 3.696552397627306696e+00, 2.368238874173422381e+00, 3.581820499009521264e+00, 4.324222230157768188e+00, 3.655500944900953897e+00, 3.834926786233509244e+00, 4.058834305079002114e+00, 5.932984147666457098e+00, 4.357057832698764344e+00, 4.411059124048758662e+00, 2.812886077541091101e+00, 4.187280121842140268e+00, 4.882314175997077399e+00, 4.248690741726147024e+00
1.878000000000000000e+03, 2.101483143168511702e+00, 4.816860345337305560e+00, 3.698947369922563677e+00, 2.297206774521813433e+00, 3.772322195575653847e+00, 4.159403991372252918e+00, 3.480255727761043971e+00, 4.122222410436289231e+00, 4.159785494035810771e+00, 5.974666506515332820e+00, 4.759624715130997608e+00, 5.018823279364888812e+00, 2.997200366936791927e+00, 4.256686188829367445e+00, 4.551548627276391201e+00, 4.245797932861368196e+00
1.879000000000000000e+03, 2.221850322670178901e+00, 4.688120038949456614e+00, 3.699919680049787996e+00, 2.389933833649504180e+00, 3.572568371044289037e+00, 4.256890725253317243e+00, 3.249244446010818521e+00, 3.929081565768995699e+00, 4.164332146297454962e+00, 5.917874361232729363e+00, 4.380722333570812310e+00, 4.951422196617000893e+00, 2.614192037636613009e+00, 4.154764342306003222e+00, 4.855325710879466072e+00, 4.045657312634265423e+00
1.880000000000000000e+03, 2.268670100904167430e+00, 4.630561415083120025e+00, 3.636946145395525853e+00, 2.408859031179146015e+00, 3.491489077580606004e+00, 4.203035113461679906e+00, 3.335719101459784230e+00, 3.823636808722493896e+00, 4.127337563566972456e+00, 5.603339777614325889e+00, 4.435056096405550541e+00, 4.954343096226417664e+00, 2.843511587509671923e+00, 4.365502787619836234e+00, 4.813652440295727253e+00, 4.112394547406990952e+00
1.881000000000000000e+03, 2.128839578890301620e+00, 4.584137573595094217e+00, 3.731952826144338431e+00, 2.363618989835026163e+00, 3.566587319748014906e+00, 4.142184811911483244e+00, 3.318785855790336470e+00, 4.317308586201158427e+00, 4.050822608970104710e+00, 6.363598405532013835e+00, 4.745101462287296457e+00, 4.850305539555442635e+00, 2.517546721373839613e+00, 4.229747726939669050e+00, 4.977852655316162611e+00, 4.137517854078224921e+00
1.882000000000000000e+03, 2.089139404692343938e+00, 4.673113579742841139e+00, 3.765937152973837243e+00, 2.230296382481287587e+00, 3.484223568031527662e+00, 4.083923983579106576e+00, 3.268338579475491112e+00, 4.037658541255298772e+00, 4.429805839704000547e+00, 5.886991807728623627e+00, 4.188225695601643039e+00, 4.655368814472456762e+00, 2.589466781868384526e+00, 4.013344284377863502e+00, 4.784027748092110066e+00, 4.093254878801778851e+00
1.883000000000000000e+03, 1.946624162714031270e+00, 4.566452339030881546e+00, 3.867242865570557075e+00, 2.289308628407009216e+00, 3.716005883094952722e+00, 4.460693665546646258e+00, 3.699902373922583365e+00, 3.979677292943133882e+00, 4.171245040060116871e+00, 5.614891972649877161e+00, 4.452361758467413999e+00, 4.683364211253331355e+00, 3.063343529409720656e+00, 4.121052213586882118e+00, 4.713892263349588774e+00, 4.169206338531029843e+00
1.884000000000000000e+03, 1.942293539502435218e+00, 4.737982955452084255e+00, 3.954605348989845837e+00, 2.364485228818125062e+00, 3.574088439003306750e+00, 4.136059125059933450e+00, 3.446552468877237096e+00, 4.114196038095643715e+00, 4.182750614611401296e+00, 5.829598777131880460e+00, 4.378089673596681664e+00, 4.524179988979876832e+00, 2.739721275587047700e+00, 4.300919801358212169e+00, 4.689448689281389804e+00, 3.971650651115609332e+00
1.885000000000000000e+03, 1.913672113240406869e+00, 4.833265744729183133e+00, 3.843841881669446181e+00, 2.269797380067243964e+00, 3.547625775780223201e+00, 3.981444183065608655e+00, 3.363930021530312509e+00, 4.023919344336700732e+00, 4.076438743462666991e+00, 5.706203978681360311e+00, 4.250055635276806854e+00, 5.068891568208455212e+00, 3.038466669949287713e+00, 4.228245426416123998e+00, 4.621752915758246871e+00, 4.150385169776641625e+00
1.886000000000000000e+03, 1.893997936230773282e+00, 4.711496998896534727e+00, 3.931120214634561627e+00, 2.347806821427655066e+00, 3.699686551749139962e+00, 4.357246570590651125e+00, 3.606092667009656250e+00, 4.052920310098818923e+00, 4.044311386333418135e+00, 5.564733229309414497e+00, 4.248287726386095642e+00, 4.680946741446242676e+00, 2.517693402704583416e+00, 4.176898373667293995e+00, 4.466757443895003732e+00, 4.112483701094400423e+00
1.887000000000000000e+03, 2.030404117449663648e+00, 4.564362647522078653e+00, 3.730815840064483968e+00, 2.236868194201985460e+00, 3.560381584658304011e+00, 4.209186087438633095e+00, 3.339623328880582775e+00, 3.915544117325304274e+00, 3.953758093739778268e+00, 5.227961609030321810e+00, 4.588257667782777993e+00, 4.793073040589574063e+00, 2.521145346018125011e+00, 4.009980383690587402e+00, 4.888635304944505044e+00, 4.071386392776816798e+00
1.888000000000000000e+03, 1.945028822585120221e+00, 4.628154850902697959e+00, 3.724932516544464445e+00, 2.307189145341392411e+00, 3.365153097748199595e+00, 4.031208105705007760e+00, 3.221632005198827198e+00, 3.818972402278888456e+00, 4.047133445727304490e+00, 5.766150037486457158e+00, 4.553557269023009724e+00, 5.181953368867432630e+00, 2.443143349688046140e+00, 4.262938990347695523e+00, 4.872893286487975040e+00, 3.817005772033749800e+00
1.889000000000000000e+03, 1.966473654945632088e+00, 4.858429519420628395e+00, 3.677236773505597078e+00, 2.203982514755693067e+00, 3.498040684468083139e+00, 4.134995286416381255e+00, 3.096035615206750080e+00, 3.999484219799840368e+00, 4.055884697005512685e+00, 5.727043993980873715e+00, 4.479044358068327014e+00, 4.643766182917131502e+00, 2.721763713733919676e+00, 4.004313642838721599e+00, 4.679927084916702285e+00, 4.083627258775417879e+00
