year, EC-Earth3-Veg, TaiESM1, UKESM1-0-LL, IPSL-CM6A-LR, CMCC-ESM2, MPI-ESM1-2-LR, NorESM2-MM, CESM2-WACCM, NorESM2-LM, CNRM-ESM2-1
1.942000000000000000e+03, 4.358998133423210100e-11, 8.994030978628906086e-11, 6.401432556728554457e-12, 1.335708081433291343e-11, 1.326592727266281790e-10, 2.976198879580046886e-11, 1.919255633765033348e-10, 1.581842195434497809e-10, 2.359875238621335194e-10, 8.251260593561436770e-11
1.943000000000000000e+03, 4.356853686939214911e-11, 8.787652178723626699e-11, 4.589158957443239749e-12, 1.217994674551527406e-11, 1.332912541096167334e-10, 2.625342656576202873e-11, 1.873491052439578948e-10, 1.535255425390065879e-10, 2.135135313862344844e-10, 7.383969966788739290e-11
1.944000000000000000e+03, 4.374250713952739943e-11, 8.724437978925113910e-11, 3.800192285577136164e-12, 1.099803879295850020e-11, 1.291968208052749862e-10, 2.366845038823434898e-11, 1.950132035090843284e-10, 1.495044056393997865e-10, 2.174558813679800180e-10, 6.508132174106771460e-11
1.945000000000000000e+03, 4.335776760191828674e-11, 8.604072763200130527e-11, 3.322962276650568947e-12, 9.821464824430988187e-12, 1.248727771878970210e-10, 2.215305174671608469e-11, 1.967909388729702407e-10, 1.473647563071342047e-10, 2.133138663258591753e-10, 5.668337430685707311e-11
1.946000000000000000e+03, 4.406645124705063686e-11, 8.518057373088506466e-11, 2.913507284359409503e-12, 8.630602853063903675e-12, 1.278527121505242451e-10, 2.041789347984256283e-11, 1.783757808701639439e-10, 1.460831534938579020e-10, 2.020657417001069267e-10, 4.796423250887301024e-11
1.947000000000000000e+03, 4.403645263546050718e-11, 8.562682524907019755e-11, 2.612821112361133424e-12, 7.451059652824038393e-12, 1.296779718126392524e-10, 1.890184188698492461e-11, 1.702683531935769068e-10, 1.435289217629327044e-10, 1.845214222739096217e-10, 3.945596129645658138e-11
1.948000000000000000e+03, 4.425765254748691019e-11, 8.465070545210378352e-11, 2.380989508348331691e-12, 6.272227231727851133e-12, 1.283980323369523766e-10, 1.769974750450366295e-11, 1.671121592088794069e-10, 1.418202396549998114e-10, 1.915999091799181247e-10, 3.045567354004756567e-11
1.949000000000000000e+03, 4.458862668230221566e-11, 8.457502769850691560e-11, 2.173505771429880883e-12, 5.095741765607352501e-12, 1.270219236752877079e-10, 1.680463728796540201e-11, 1.627282479908769086e-10, 1.405362049463175681e-10, 2.084067639120313584e-10, 2.202234939018917691e-11
1.950000000000000000e+03, 4.069490770660288180e-11, 8.976134594928030631e-11, 1.983774228793376531e-12, 3.905992726247040566e-12, 1.217985431857282082e-10, 3.966597330124181373e-11, 1.733393475038907804e-10, 1.397610778661475002e-10, 2.031996327607432761e-10, 1.375518852937814908e-11
1.951000000000000000e+03, 7.378752967900637916e-11, 8.959314577848201857e-11, 1.816787238451021826e-12, 7.641995819551955805e-12, 1.219158421806652361e-10, 5.555760963516917647e-11, 1.932277969776779392e-10, 1.622448845308759888e-10, 2.346626212180313950e-10, 5.311986044271162282e-11
1.952000000000000000e+03, 8.432085408903879510e-11, 8.995178406260757443e-11, 1.668597536372756965e-12, 7.976360974447060366e-12, 1.228636742410356911e-10, 5.954963215821377404e-11, 1.862169869963476648e-10, 1.655516144137191921e-10, 2.374877939785885123e-10, 5.628172644054723028e-11
1.953000000000000000e+03, 9.062613681809663817e-11, 9.060899143162685371e-11, 1.550479757731854823e-12, 8.314248020994472103e-12, 1.223638043962168800e-10, 6.219728594796457459e-11, 1.852885592659360750e-10, 1.683781546112121025e-10, 2.474799971643253477e-10, 5.925858633542112644e-11
1.954000000000000000e+03, 9.458516461867141832e-11, 9.048263322696437097e-11, 1.469690441337070153e-12, 8.636102841969680081e-12, 1.218856302376608835e-10, 6.377452757814802675e-11, 1.931204152925667402e-10, 1.685399674142960278e-10, 2.349361699821951096e-10, 6.119379725532833284e-11
1.955000000000000000e+03, 9.535680350310619302e-11, 9.120917708973925834e-11, 1.395496414590390633e-12, 8.917475588874401343e-12, 1.221183309973979613e-10, 6.495693998422166440e-11, 2.017884201505227808e-10, 1.704982261806802109e-10, 2.218236301805649243e-10, 6.436425227909618972e-11
1.956000000000000000e+03, 6.283472903182686036e-11, 9.227027818955948855e-11, 1.322762728461708321e-12, 9.148249762314313487e-12, 1.216982126926413458e-10, 6.596918931611135862e-11, 2.122173158084973678e-10, 1.728557174387857245e-10, 2.393382030149633361e-10, 6.833523745520044138e-11
1.957000000000000000e+03, 6.322281050738015023e-11, 9.323649699558282310e-11, 1.255502047755547012e-12, 9.388502218546433698e-12, 1.238047573725015322e-10, 6.656568816506738224e-11, 2.038077022213031740e-10, 1.749657650943012999e-10, 2.350705702733610671e-10, 6.975763941638127894e-11
1.958000000000000000e+03, 6.340328754014631590e-11, 9.364638481542260300e-11, 1.318243724721879073e-12, 9.622700362369159243e-12, 1.235734216304753796e-10, 6.744794625857651782e-11, 2.000933054929685924e-10, 1.767674861811141777e-10, 2.559530340906091695e-10, 7.124194052774620648e-11
1.959000000000000000e+03, 6.389168616177948263e-11, 9.402306249983092806e-11, 2.981997662829376898e-12, 9.890134554880314912e-12, 1.246738537244164904e-10, 6.825600241212217490e-11, 2.059499949041353253e-10, 1.805841820333524736e-10, 2.662107543120735444e-10, 7.292221385458250500e-11
1.960000000000000000e+03, 6.369957849658323619e-11, 7.996451509814279842e-11, 3.019396917302205602e-12, 1.016122917759358264e-11, 1.035255435063843411e-10, 3.961034091630023934e-11, 2.126346696960088901e-10, 1.829506427486303214e-10, 2.804068477767094766e-10, 7.471356623331204003e-11
1.961000000000000000e+03, 3.846171500377615398e-11, 8.047601291099152284e-11, 1.730923127854035289e-12, 6.076966989265359314e-12, 1.036247938368674219e-10, 1.995418152377447272e-11, 2.043099689273711301e-10, 1.442307638927603803e-10, 2.201958498948631936e-10, 3.434094391024607936e-11
1.962000000000000000e+03, 3.645304330698070303e-11, 8.107061381269715434e-11, 1.218987478429905819e-12, 5.871705542808274140e-12, 1.046235294071789566e-10, 1.568606724910371674e-11, 2.413830044873903782e-10, 1.439967001990115146e-10, 2.119855574374669752e-10, 3.213225662921742187e-11
1.963000000000000000e+03, 3.635993678445723755e-11, 8.179378639936158229e-11, 9.912713302897221060e-13, 5.665450642581162316e-12, 1.047237483560233759e-10, 1.341492184104898147e-11, 2.312963332299068007e-10, 1.439155079829091276e-10, 2.295981359160601129e-10, 2.990310603238199276e-11
1.964000000000000000e+03, 3.820225637323108310e-11, 8.234460601961248440e-11, 8.636802204067402139e-13, 5.433895693995211632e-12, 1.049543411443601828e-10, 1.161913284440648799e-11, 1.940697281111680916e-10, 1.449643273722269390e-10, 2.198729597790892054e-10, 2.773813151722141237e-11
1.965000000000000000e+03, 3.956943068323736235e-11, 8.362454533294237869e-11, 7.791034120074954649e-13, 5.219188293976595105e-12, 1.054416338009963967e-10, 1.020337837031473467e-11, 1.933397716558738390e-10, 1.468545399720606040e-10, 2.157374591043996377e-10, 2.542687802727447816e-11
1.966000000000000000e+03, 3.903578337695391191e-11, 8.468423003918692960e-11, 7.208240794717247416e-13, 5.022972279022107621e-12, 1.060286713529080100e-10, 9.076925634287411934e-12, 1.971532455030332859e-10, 1.479731050630920991e-10, 2.229263765376874327e-10, 2.304819656441525867e-11
1.967000000000000000e+03, 3.876713233101634022e-11, 8.515629874586265971e-11, 6.680949338687112972e-13, 4.813945772566186327e-12, 1.070823257030802931e-10, 8.157427442725457492e-12, 1.904926269945067232e-10, 1.484393700237110982e-10, 2.301458673038951454e-10, 2.071532336156302908e-11
1.968000000000000000e+03, 3.940634208538835964e-11, 8.556518317814076333e-11, 6.197411884214106628e-13, 4.601880137871597819e-12, 1.077352299581736450e-10, 7.448513015550653264e-12, 1.989035481479188272e-10, 1.495158705508745757e-10, 2.298737202166735561e-10, 1.844763892504220371e-11
1.969000000000000000e+03, 3.929135850741761274e-11, 8.618169215522465624e-11, 5.793813978962257536e-13, 4.393308939116531223e-12, 1.075562672382111351e-10, 6.829093993015832392e-12, 2.061037808480230070e-10, 1.502202462308034233e-10, 2.255099133820264383e-10, 1.619155750060593433e-11
1.970000000000000000e+03, 3.857959002901683027e-11, 8.530524813017911026e-11, 5.368212817623107189e-13, 4.184670862345271053e-12, 1.056337778480463507e-10, 6.540207457246129833e-12, 2.011686692859876567e-10, 1.504215708698042190e-10, 2.306757586881162154e-10, 1.394873982601411828e-11
1.971000000000000000e+03, 3.999326214035869298e-11, 8.550189718469097927e-11, 4.968159148232527300e-13, 4.310046341078368490e-12, 1.059872276759600501e-10, 6.314695247013509460e-12, 2.040398813840165344e-10, 1.516511680967187814e-10, 2.330742362392755296e-10, 1.436130008646417343e-11
1.972000000000000000e+03, 3.923090391438017771e-11, 8.577882576965487997e-11, 4.645631848588694695e-13, 4.332867276756002999e-12, 1.062855180325303895e-10, 6.032693045840582429e-12, 2.027727022281104186e-10, 1.524613378620216140e-10, 2.509157919102413379e-10, 1.376104194349197075e-11
1.973000000000000000e+03, 3.919956516160017450e-11, 8.589051316663057680e-11, 4.364622281965875383e-13, 4.327872553792791204e-12, 1.063270695300414172e-10, 5.811552406114399517e-12, 2.110669263106895265e-10, 1.527837990397708345e-10, 2.447105581309380895e-10, 1.313614623356134051e-11
1.974000000000000000e+03, 4.019546539137873627e-11, 8.592126663893590835e-11, 4.101023663367085334e-13, 4.348855136241290541e-12, 1.063749470377532691e-10, 5.601124929018085849e-12, 2.177896376461052661e-10, 1.531553714908944326e-10, 2.526561633039374588e-10, 1.251446019560612815e-11
1.975000000000000000e+03, 4.049338400778067648e-11, 8.605903382882321433e-11, 3.870158504335364241e-13, 4.370429572902293539e-12, 1.065898815815915090e-10, 5.438747120510637149e-12, 2.206183612708927717e-10, 1.534901697463146785e-10, 2.573290296717742682e-10, 1.192724316784695746e-11
1.976000000000000000e+03, 4.121776442566587271e-11, 8.622360237583073816e-11, 3.664995506614286389e-13, 4.413597607856791601e-12, 1.067386815579959618e-10, 5.309081927901830906e-12, 2.309006807618229305e-10, 1.541187922195482432e-10, 2.508933704012041224e-10, 1.132913728666127721e-11
1.977000000000000000e+03, 4.018578915619861976e-11, 8.626579650894537977e-11, 3.463382239966627353e-13, 4.438682080380762842e-12, 1.067760918816369664e-10, 5.205961783056685830e-12, 2.359552251646501539e-10, 1.539741792911703168e-10, 2.637014932879250603e-10, 1.073454830857236184e-11
1.978000000000000000e+03, 3.947016627959535696e-11, 8.598276160132072427e-11, 3.277596703165400991e-13, 4.461269453643393060e-12, 1.065249795512787030e-10, 5.102580726076388834e-12, 2.451037105047023846e-10, 1.533889737364635546e-10, 2.634064634320196368e-10, 1.013994778972733017e-11
1.979000000000000000e+03, 3.844627887862626791e-11, 8.533193189070615868e-11, 3.120583592823966631e-13, 4.488466079182597887e-12, 1.058139570952426976e-10, 5.003492463263706543e-12, 2.426924551041299864e-10, 1.519696122704263339e-10, 2.529553709798439040e-10, 9.546775361821532152e-12
1.980000000000000000e+03, 3.823469448737800489e-11, 8.365544358891534529e-11, 2.976632034305000520e-13, 4.514977031586827618e-12, 1.043576107558776749e-10, 4.542037294300931120e-12, 2.348285538903212119e-10, 1.503764609334528748e-10, 2.602695598921325732e-10, 8.986049906190290536e-12
1.981000000000000000e+03, 3.780605960879910462e-11, 8.281656347648321790e-11, 2.840598599609760514e-13, 4.145963536824367780e-12, 1.034075500104577755e-10, 4.224716435792364142e-12, 2.328841608923082115e-10, 1.478895344930361914e-10, 2.488330735676062361e-10, 6.854885860675450525e-12
1.982000000000000000e+03, 3.773951784281730791e-11, 8.220756790711230697e-11, 2.733923669305017516e-13, 4.146436373479463691e-12, 1.028511008842495873e-10, 4.037865121665195564e-12, 2.375450283120362783e-10, 1.470677984890634523e-10, 2.910886365989450292e-10, 6.775697847211448410e-12
1.983000000000000000e+03, 3.741994191741777462e-11, 8.173652452675159024e-11, 2.638957528298874014e-13, 4.123382844799392477e-12, 1.020571530517451351e-10, 3.918033245332030654e-12, 2.323264182790994507e-10, 1.462611684166337587e-10, 3.104096957899918670e-10, 6.670499115883865623e-12
1.984000000000000000e+03, 3.766863896997309209e-11, 8.137284951524718059e-11, 2.544333505478394099e-13, 4.077778269932169563e-12, 1.014710263511303350e-10, 3.851194571745434945e-12, 2.502152873685413939e-10, 1.456134523747145018e-10, 3.066972622930421939e-10, 6.576822483333120136e-12
1.985000000000000000e+03, 3.925767376153339707e-11, 8.127857563996879314e-11, 2.440654553268857138e-13, 4.053879861020905756e-12, 1.013488981946925457e-10, 3.771044523961947948e-12, 2.518014402590249428e-10, 1.458718412450775686e-10, 3.143103520383840960e-10, 6.612466207269792149e-12
1.986000000000000000e+03, 3.948101744894274026e-11, 8.130883597408191273e-11, 2.341988924118734665e-13, 4.016995683280996672e-12, 1.010781487539219483e-10, 3.663785744028086014e-12, 2.750668459876076081e-10, 1.461017544125940280e-10, 3.026593484088713734e-10, 6.551454169149958489e-12
1.987000000000000000e+03, 3.993219634986411069e-11, 8.155410487027907103e-11, 2.250162730911319307e-13, 4.020424283874097405e-12, 1.013826665574818158e-10, 3.579933158490112615e-12, 2.494329117676598156e-10, 1.465457410792076272e-10, 2.807306082625793460e-10, 6.463391596329290816e-12
1.988000000000000000e+03, 4.160056249408164109e-11, 8.204917780820680854e-11, 2.171954216411110529e-13, 4.006229962372556392e-12, 1.021795430597806700e-10, 3.529251827566011978e-12, 2.296328804980172916e-10, 1.474818305323408727e-10, 2.797377764952703759e-10, 6.368239939749221517e-12
1.989000000000000000e+03, 4.176443739880780880e-11, 8.267230771758206788e-11, 2.117506239372584416e-13, 3.990462196958506163e-12, 1.029593802794959827e-10, 3.466797046411304018e-12, 2.446544687326180977e-10, 1.482158654275443946e-10, 2.839626769141322758e-10, 6.275189838969849814e-12
1.990000000000000000e+03, 4.263956182139803148e-11, 8.872441460499440084e-11, 2.226010002366828107e-13, 3.962187868142015671e-12, 1.138488390275441014e-10, 4.334180593968526088e-12, 2.746574078802730650e-10, 1.488213228035989181e-10, 2.802536733174281131e-10, 6.192905106112558686e-12
1.991000000000000000e+03, 4.460230772543427619e-11, 8.939116288889892296e-11, 2.335834397393625147e-13, 3.621388108877690776e-12, 1.134741577053336892e-10, 4.760721207211240441e-12, 2.816255468156114466e-10, 1.498904029696695541e-10, 2.977951518622390028e-10, 1.158119310365245237e-11
1.992000000000000000e+03, 4.215457499363657289e-11, 8.946035382967568402e-11, 2.254915185725071038e-13, 3.632524699532439230e-12, 1.160486956728786436e-10, 4.798682944340702064e-12, 2.780201717437955999e-10, 1.485046945144581186e-10, 2.695073252114460363e-10, 1.165693686373655142e-11
1.993000000000000000e+03, 3.311617689589515921e-11, 8.758546338565357638e-11, 2.193317644095538334e-13, 3.600969621930874715e-12, 1.135224725111065687e-10, 4.785369313565969078e-12, 2.645525200135310601e-10, 1.419035790471390332e-10, 2.667227015919576522e-10, 1.172176791533395476e-11
1.994000000000000000e+03, 2.704429451600784341e-11, 8.351562096565602814e-11, 2.167746898162940058e-13, 3.611234658666876967e-12, 1.069235954799796591e-10, 4.567632872817501361e-12, 2.365671085410322669e-10, 1.331885286526842364e-10, 2.461667921959403182e-10, 1.176612503180723764e-11
1.995000000000000000e+03, 2.035164394687462424e-11, 7.859093433410290848e-11, 2.230102925284637253e-13, 3.626614028590891947e-12, 1.006515868599218112e-10, 4.285325709600840022e-12, 2.179761791088415665e-10, 1.222437586382478760e-10, 2.214990278939456926e-10, 1.195054872955564459e-11
1.996000000000000000e+03, 2.164851376993194837e-11, 7.315408163176171094e-11, 2.407046039940290710e-13, 3.619179059751966860e-12, 9.491310419568357804e-11, 4.440346034273235772e-12, 1.985424855655925504e-10, 1.142984625904387549e-10, 2.038739397608219044e-10, 1.203461902411466079e-11
1.997000000000000000e+03, 2.053279825791629023e-11, 6.875930590733375123e-11, 2.362310750009999562e-13, 3.620475089416844384e-12, 8.996502202288659740e-11, 4.519256253448255589e-12, 1.947896438786282620e-10, 1.072517107530724639e-10, 1.950418606172712992e-10, 1.217071778339518851e-11
1.998000000000000000e+03, 2.506941421011453341e-11, 6.633206101299840597e-11, 2.283302791711909741e-13, 3.617272046100820000e-12, 8.601723661552491830e-11, 4.281313313050705544e-12, 1.868542321143186806e-10, 1.041354052713170685e-10, 2.063138777723108452e-10, 1.240009972947838884e-11
1.999000000000000000e+03, 2.411087611497566204e-11, 6.520959384711490714e-11, 2.427865726407781118e-13, 3.616400438581976545e-12, 8.474702133753367012e-11, 4.603733110365596939e-12, 1.617768529805363580e-10, 1.006240263620751729e-10, 2.196513479656830051e-10, 1.254156698804168185e-11
2.000000000000000000e+03, 2.749919280678739950e-11, 6.634644531950899861e-11, 2.474410942625945755e-13, 3.601088448743626822e-12, 8.847948234655021204e-11, 7.445221476357179726e-12, 1.562994583144695408e-10, 1.008257415783436746e-10, 2.135354817616964868e-10, 1.278608337493331049e-11
2.001000000000000000e+03, 2.785333894593252951e-11, 5.849954683105609709e-11, 2.155236460268528120e-13, 4.783434859363558436e-12, 7.227391180997705429e-11, 6.089343462672508720e-12, 1.548231157692715686e-10, 1.018082191344386095e-10, 2.205700965043413490e-10, 1.176472723134199629e-11
2.002000000000000000e+03, 2.767578299595940401e-11, 6.244459756735244556e-11, 2.024318804223150236e-13, 3.494571345544365876e-12, 7.697146197540325216e-11, 4.408490390609912893e-12, 1.586219764073190566e-10, 9.843756552817006712e-11, 1.904556748658592463e-10, 8.092479041453063549e-12
2.003000000000000000e+03, 2.951941183840958402e-11, 5.967702775873223486e-11, 2.266278950864678099e-13, 3.272485825184620752e-12, 7.240891155233156241e-11, 4.325235560179977414e-12, 1.647241837551622798e-10, 1.003206194401435254e-10, 1.958093356758962620e-10, 8.732123723765197751e-12
2.004000000000000000e+03, 2.914667634861712837e-11, 2.233240346749497563e-10, 1.773226393347874351e-12, 3.991455074018443194e-12, 3.607485249961655168e-10, 1.659172911184797423e-10, 1.652115930293923631e-10, 1.003400185791562801e-10, 2.370079164111532284e-10, 6.332333199809452169e-12
2.005000000000000000e+03, 3.581330643881266818e-10, 6.521439569606541325e-11, 3.046517931709578444e-12, 8.665270032959047749e-11, 7.714851045153245333e-11, 1.131877272758905307e-10, 3.292870226506080097e-10, 3.225980799512978086e-10, 4.380990977928157109e-10, 4.280747039636918144e-10
2.006000000000000000e+03, 2.918983560574010377e-11, 6.501924985410460304e-11, 1.204933319984919559e-12, 8.445575022536891610e-12, 7.576203338209355234e-11, 2.838957636814953595e-11, 1.786581569995786509e-10, 1.127343312574212373e-10, 2.060277521788134485e-10, 2.700265604466381638e-11
2.007000000000000000e+03, 3.048622676606286924e-11, 6.466073160301371159e-11, 5.309386651816985360e-13, 8.047340729973303408e-12, 7.484604745804148467e-11, 1.830351529331972578e-11, 1.835830284818269852e-10, 1.118530962582362849e-10, 1.822328683303897160e-10, 2.785996582548555188e-11
2.008000000000000000e+03, 3.319245084552467024e-11, 6.563035988839840558e-11, 2.858802540288518687e-13, 8.316573188660356479e-12, 7.568549400136771319e-11, 1.678815874493528248e-11, 1.856106652507203132e-10, 1.127163262095274195e-10, 1.827449878390511684e-10, 2.939195174386967924e-11
2.009000000000000000e+03, 2.821680329788871537e-11, 1.063463717334367300e-10, 3.563905384330787306e-13, 8.838517913755056539e-12, 1.405537177650603200e-10, 1.751925601778655929e-11, 1.740449739297610338e-10, 1.107241755583852413e-10, 2.006733090300314456e-10, 3.240415514638035655e-11
2.010000000000000000e+03, 1.061794276369064671e-10, 8.746379498291614926e-11, 3.418631293687984864e-13, 7.682940340186286174e-12, 1.009068539783668717e-10, 4.438450368532070246e-11, 1.951069577984105535e-10, 1.565572954944832671e-10, 2.537200685645259440e-10, 3.654275490988931376e-11
2.011000000000000000e+03, 4.346877107727535595e-11, 6.746111437542173934e-11, 2.328896698555788307e-13, 2.398378542781631181e-11, 7.825877442371120968e-11, 3.042806137377829451e-11, 1.948536773848091523e-10, 1.509970875056082306e-10, 2.339084314929273206e-10, 1.038579588365802935e-10
2.012000000000000000e+03, 3.346695585430345301e-11, 7.225229067758370599e-11, 1.920828721838694046e-13, 8.816491135497968441e-12, 8.870838605866731515e-11, 1.410786277353836379e-11, 1.608619387875600780e-10, 1.106437569086832890e-10, 2.075373901855003387e-10, 2.988205888998831051e-11
2.013000000000000000e+03, 3.849939179353068569e-11, 7.009015736710380980e-11, 1.705544116177217955e-13, 9.204278719945081612e-12, 8.143113141899727288e-11, 1.037013568882992388e-11, 1.639975156739103225e-10, 1.154077630199339153e-10, 2.160196508999014844e-10, 3.642704839672697501e-11
2.014000000000000000e+03, 3.686749695112494829e-11, 6.802581674873169339e-11, 1.485299931377469474e-13, 9.163179609582944658e-12, 7.612499964404190878e-11, 8.203783550292590541e-12, 1.694783198850465862e-10, 1.132681334768246339e-10, 1.933955463055194177e-10, 3.240656692514594160e-11
